sample_id,split,class_name,target,event_id,positive_event_id,source_group,source_task_id,sample_kind,label_provenance,tip_offset,anchor_time,input_start_time,input_end_time,label_end_time,image_rel,image_sha256
eth3m_20260405T222400Z_owner_no_tip_negative_t165,train,no_start,0,35,,owner_no_165,165,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-05T22:24:00+00:00,2026-04-05T12:27:00+00:00,2026-04-05T22:24:00+00:00,2026-04-06T01:24:00+00:00,train/no_start/eth3m_20260405T222400Z_owner_no_tip_negative_t165.png,1e20d1d52d68cd485ef4dcf81b218097c5adf0d9e1561ce5b45af5c244b56dc9
eth3m_20260406T165400Z_confirmed_current_tip_t124,train,short_start,1,36,p015,calibration_p015_t124,124,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-06T16:54:00+00:00,2026-04-06T06:57:00+00:00,2026-04-06T16:54:00+00:00,2026-04-06T19:54:00+00:00,train/short_start/eth3m_20260406T165400Z_confirmed_current_tip_t124.png,caad1805ad515507bba7e5e17067ab7cf8ab78948333145e9c5739808f5a5618
eth3m_20260406T170300Z_owner_no_tip_negative_t030,train,no_start,0,36,,owner_no_030,30,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-06T17:03:00+00:00,2026-04-06T07:06:00+00:00,2026-04-06T17:03:00+00:00,2026-04-06T20:03:00+00:00,train/no_start/eth3m_20260406T170300Z_owner_no_tip_negative_t030.png,71753a59c62cb97b491df7aa2b68a854aca1cf03bf66a3b399cd7eab14e847dd
eth3m_20260406T230900Z_owner_no_tip_negative_t108,train,no_start,0,37,,owner_no_108,108,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-06T23:09:00+00:00,2026-04-06T13:12:00+00:00,2026-04-06T23:09:00+00:00,2026-04-07T02:09:00+00:00,train/no_start/eth3m_20260406T230900Z_owner_no_tip_negative_t108.png,109a07f23b60951d5ef0e19ec1e819547937ee31e2cfcc6a3a71277650c9cc4b
eth3m_20260407T110000Z_owner_no_tip_negative_t121,train,no_start,0,38,,owner_no_121,121,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-07T11:00:00+00:00,2026-04-07T01:03:00+00:00,2026-04-07T11:00:00+00:00,2026-04-07T14:00:00+00:00,train/no_start/eth3m_20260407T110000Z_owner_no_tip_negative_t121.png,149866ea33f52b067f18012f1f1d2df852419b3ab537af585978bcd2eb9e5dfd
eth3m_20260407T141200Z_owner_no_tip_negative_t200,train,no_start,0,38,,owner_no_200,200,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-07T14:12:00+00:00,2026-04-07T04:15:00+00:00,2026-04-07T14:12:00+00:00,2026-04-07T17:12:00+00:00,train/no_start/eth3m_20260407T141200Z_owner_no_tip_negative_t200.png,4c4fa3861e94298d7d6edb335180c9ec9a1fff4ac324c404bc19a0d055e53ade
eth3m_20260407T141500Z_owner_no_tip_negative_t163,train,no_start,0,38,,owner_no_163,163,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-07T14:15:00+00:00,2026-04-07T04:18:00+00:00,2026-04-07T14:15:00+00:00,2026-04-07T17:15:00+00:00,train/no_start/eth3m_20260407T141500Z_owner_no_tip_negative_t163.png,2708c9db6d08e5b8750f4ddf282a5fcdd69babf64ca811a73e815811a7efb17f
eth3m_20260408T133000Z_confirmed_current_tip_t024,train,short_start,1,39,p016,calibration_p016_t024,24,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-08T13:30:00+00:00,2026-04-08T03:33:00+00:00,2026-04-08T13:30:00+00:00,2026-04-08T16:30:00+00:00,train/short_start/eth3m_20260408T133000Z_confirmed_current_tip_t024.png,abb3119d74266a829baa2bdb36154fdfa7fb4bc638d0c04d52eb21eff4a47963
eth3m_20260408T144500Z_owner_no_tip_negative_t048,train,no_start,0,39,,owner_no_048,48,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-08T14:45:00+00:00,2026-04-08T04:48:00+00:00,2026-04-08T14:45:00+00:00,2026-04-08T17:45:00+00:00,train/no_start/eth3m_20260408T144500Z_owner_no_tip_negative_t048.png,ab8eb987585c5d29e8e95a10b1cc08f6a81c732cf35b30a36b60ce7d38790e1d
eth3m_20260408T145100Z_owner_no_tip_negative_t110,train,no_start,0,39,,owner_no_110,110,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-08T14:51:00+00:00,2026-04-08T04:54:00+00:00,2026-04-08T14:51:00+00:00,2026-04-08T17:51:00+00:00,train/no_start/eth3m_20260408T145100Z_owner_no_tip_negative_t110.png,e2d94f90a1ac16ff4da11533465380d9b7aab21c338b75ee9844d84fafd2a5b9
eth3m_20260408T185100Z_owner_no_tip_negative_t058,train,no_start,0,40,,owner_no_058,58,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-08T18:51:00+00:00,2026-04-08T08:54:00+00:00,2026-04-08T18:51:00+00:00,2026-04-08T21:51:00+00:00,train/no_start/eth3m_20260408T185100Z_owner_no_tip_negative_t058.png,c8d4e02ce49afae04922fd8a4609ee77391dd2c06046eba9b5d941ba5cbdb563
eth3m_20260408T185400Z_owner_no_tip_negative_t172,train,no_start,0,40,,owner_no_172,172,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-08T18:54:00+00:00,2026-04-08T08:57:00+00:00,2026-04-08T18:54:00+00:00,2026-04-08T21:54:00+00:00,train/no_start/eth3m_20260408T185400Z_owner_no_tip_negative_t172.png,b01a5c134323f8ae1b287dedd0b9a7076e7e88aa788b1aa24c21fa04a3d3c854
eth3m_20260408T193000Z_owner_no_tip_negative_t092,train,no_start,0,40,,owner_no_092,92,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-08T19:30:00+00:00,2026-04-08T09:33:00+00:00,2026-04-08T19:30:00+00:00,2026-04-08T22:30:00+00:00,train/no_start/eth3m_20260408T193000Z_owner_no_tip_negative_t092.png,6f39a01b93fe45b1c73ac6725e914c4feb7fb7220b85c86c723ca98bf5b9735e
eth3m_20260408T222400Z_confirmed_current_tip_t025,train,short_start,1,40,p017,calibration_p017_t025,25,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-08T22:24:00+00:00,2026-04-08T12:27:00+00:00,2026-04-08T22:24:00+00:00,2026-04-09T01:24:00+00:00,train/short_start/eth3m_20260408T222400Z_confirmed_current_tip_t025.png,e30629575c840c726fb17d3a45750e0de520da51b4293a761d6b6cd7652c1de9
eth3m_20260409T011500Z_owner_no_tip_negative_t183,train,no_start,0,40,,owner_no_183,183,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-09T01:15:00+00:00,2026-04-08T15:18:00+00:00,2026-04-09T01:15:00+00:00,2026-04-09T04:15:00+00:00,train/no_start/eth3m_20260409T011500Z_owner_no_tip_negative_t183.png,706cb9c97fcc58011f0a848fe881f57c3bc3204eacd65d991abe07823aa3e3f9
eth3m_20260409T011800Z_owner_no_tip_negative_t003,train,no_start,0,40,,owner_no_003,3,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-09T01:18:00+00:00,2026-04-08T15:21:00+00:00,2026-04-09T01:18:00+00:00,2026-04-09T04:18:00+00:00,train/no_start/eth3m_20260409T011800Z_owner_no_tip_negative_t003.png,45e31415e09dbd92731c0ffb2a2edf46c115b37fc55837491b596585a0ca7979
eth3m_20260409T135100Z_owner_no_tip_negative_t179,train,no_start,0,41,,owner_no_179,179,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-09T13:51:00+00:00,2026-04-09T03:54:00+00:00,2026-04-09T13:51:00+00:00,2026-04-09T16:51:00+00:00,train/no_start/eth3m_20260409T135100Z_owner_no_tip_negative_t179.png,d825cfb6656748b6f2f64dad4ed655aceacc1542bd7fd679e475aac8ed977f77
eth3m_20260409T135400Z_owner_no_tip_negative_t054,train,no_start,0,41,,owner_no_054,54,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-09T13:54:00+00:00,2026-04-09T03:57:00+00:00,2026-04-09T13:54:00+00:00,2026-04-09T16:54:00+00:00,train/no_start/eth3m_20260409T135400Z_owner_no_tip_negative_t054.png,fa89bd9546dfad9ebc4d0a21105285aedc966ca3e3ba3838679b8989745c514c
eth3m_20260409T224500Z_confirmed_current_tip_t191,train,short_start,1,42,p018,calibration_p018_t191,191,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-09T22:45:00+00:00,2026-04-09T12:48:00+00:00,2026-04-09T22:45:00+00:00,2026-04-10T01:45:00+00:00,train/short_start/eth3m_20260409T224500Z_confirmed_current_tip_t191.png,e7f396c6f7ce78c4d09681dd07393cd55dc258058d4389e4e52080bcbd28d3cb
eth3m_20260412T020000Z_owner_no_tip_negative_t043,train,no_start,0,43,,owner_no_043,43,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-12T02:00:00+00:00,2026-04-11T16:03:00+00:00,2026-04-12T02:00:00+00:00,2026-04-12T05:00:00+00:00,train/no_start/eth3m_20260412T020000Z_owner_no_tip_negative_t043.png,df632b6963159e66448611dccd98b17aee6ee1b713f1693a63b92b88505889a4
eth3m_20260412T110300Z_owner_no_tip_negative_t095,train,no_start,0,44,,owner_no_095,95,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-12T11:03:00+00:00,2026-04-12T01:06:00+00:00,2026-04-12T11:03:00+00:00,2026-04-12T14:03:00+00:00,train/no_start/eth3m_20260412T110300Z_owner_no_tip_negative_t095.png,787b055013471b1ce0811240686b4029e024f1df93d247deae7583cc16d24735
eth3m_20260412T130000Z_owner_no_tip_negative_t116,train,no_start,0,44,,owner_no_116,116,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-12T13:00:00+00:00,2026-04-12T03:03:00+00:00,2026-04-12T13:00:00+00:00,2026-04-12T16:00:00+00:00,train/no_start/eth3m_20260412T130000Z_owner_no_tip_negative_t116.png,d9d6a74a5560460815b59fc74a2c6610a4621d2069c5ca0fb00c38880b2877a6
eth3m_20260412T133900Z_owner_no_tip_negative_t017,train,no_start,0,44,,owner_no_017,17,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-12T13:39:00+00:00,2026-04-12T03:42:00+00:00,2026-04-12T13:39:00+00:00,2026-04-12T16:39:00+00:00,train/no_start/eth3m_20260412T133900Z_owner_no_tip_negative_t017.png,65f7135e159765031f707f1e7986f1ab2ca6ce8ad0cfabd5ce25d815e6dd2139
eth3m_20260412T221800Z_owner_no_tip_negative_t182,train,no_start,0,45,,owner_no_182,182,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-12T22:18:00+00:00,2026-04-12T12:21:00+00:00,2026-04-12T22:18:00+00:00,2026-04-13T01:18:00+00:00,train/no_start/eth3m_20260412T221800Z_owner_no_tip_negative_t182.png,9484156eed9669c503c69ae9df682ecc8fec996c9f7c2656872684768e6ac6eb
eth3m_20260414T143900Z_confirmed_current_tip_t091,train,short_start,1,46,p019,calibration_p019_t091,91,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-14T14:39:00+00:00,2026-04-14T04:42:00+00:00,2026-04-14T14:39:00+00:00,2026-04-14T19:18:00+00:00,train/short_start/eth3m_20260414T143900Z_confirmed_current_tip_t091.png,cd8e044d585a47472eccd803527a9a47ba4dd7ea8f80313851bf5d2953cbb24e
eth3m_20260414T161800Z_confirmed_current_tip_t153,train,short_start,1,46,p019,calibration_p019_t153,153,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-14T16:18:00+00:00,2026-04-14T06:21:00+00:00,2026-04-14T16:18:00+00:00,2026-04-14T19:18:00+00:00,train/short_start/eth3m_20260414T161800Z_confirmed_current_tip_t153.png,601b65a2f1ab9ae76f49a281391ec58b0d60c38b96642ba4a7130c62bd51f433
eth3m_20260415T024500Z_owner_no_tip_negative_t051,train,no_start,0,47,,owner_no_051,51,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-15T02:45:00+00:00,2026-04-14T16:48:00+00:00,2026-04-15T02:45:00+00:00,2026-04-15T05:45:00+00:00,train/no_start/eth3m_20260415T024500Z_owner_no_tip_negative_t051.png,583e82387a0519046c9d2c41d647272f987e53639fe0d2ab220fbb7ef310317b
eth3m_20260415T053600Z_owner_no_tip_negative_t176,train,no_start,0,47,,owner_no_176,176,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-15T05:36:00+00:00,2026-04-14T19:39:00+00:00,2026-04-15T05:36:00+00:00,2026-04-15T08:36:00+00:00,train/no_start/eth3m_20260415T053600Z_owner_no_tip_negative_t176.png,c6f25984345406217aefa61960293712165e68d77e8e054f2a7ceefc60b6e167
eth3m_20260416T134200Z_confirmed_current_tip_t090,train,short_start,1,48,p020,calibration_p020_t090,90,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-16T13:42:00+00:00,2026-04-16T03:45:00+00:00,2026-04-16T13:42:00+00:00,2026-04-16T16:42:00+00:00,train/short_start/eth3m_20260416T134200Z_confirmed_current_tip_t090.png,5259e4cd6d8282e9e912a113e6f1fc50026d875d47a4c9e358ddbe0217154bdb
eth3m_20260417T013000Z_owner_no_tip_negative_t159,train,no_start,0,49,,owner_no_159,159,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-17T01:30:00+00:00,2026-04-16T15:33:00+00:00,2026-04-17T01:30:00+00:00,2026-04-17T04:30:00+00:00,train/no_start/eth3m_20260417T013000Z_owner_no_tip_negative_t159.png,e2a3944742d0dbcbc614f16a824d554db8e7dfb7688b2b98c3a464c6c0f90ccb
eth3m_20260417T050900Z_owner_no_tip_negative_t129,train,no_start,0,50,,owner_no_129,129,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-17T05:09:00+00:00,2026-04-16T19:12:00+00:00,2026-04-17T05:09:00+00:00,2026-04-17T08:09:00+00:00,train/no_start/eth3m_20260417T050900Z_owner_no_tip_negative_t129.png,09f04d64f8d9a66d483c9035df9fefa0be302d5e0c54cb4a93bcabf856c4c0ff
eth3m_20260417T104200Z_owner_no_tip_negative_t018,train,no_start,0,51,,owner_no_018,18,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-17T10:42:00+00:00,2026-04-17T00:45:00+00:00,2026-04-17T10:42:00+00:00,2026-04-17T13:42:00+00:00,train/no_start/eth3m_20260417T104200Z_owner_no_tip_negative_t018.png,f0d452ab930c3abc8b21b3ec34e8fee082c33f9ba2b0b8c097249b7a1a7a7969
eth3m_20260417T181200Z_owner_no_tip_negative_t001,train,no_start,0,52,,owner_no_001,1,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-17T18:12:00+00:00,2026-04-17T08:15:00+00:00,2026-04-17T18:12:00+00:00,2026-04-17T21:12:00+00:00,train/no_start/eth3m_20260417T181200Z_owner_no_tip_negative_t001.png,5dc4c0f7f18f62010f1bbc85fd431f03604f8df6acc632bf9c007c7dd44154f9
eth3m_20260418T073900Z_confirmed_current_tip_t169,train,short_start,1,53,p021,calibration_p021_t169,169,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-18T07:39:00+00:00,2026-04-17T21:42:00+00:00,2026-04-18T07:39:00+00:00,2026-04-18T10:39:00+00:00,train/short_start/eth3m_20260418T073900Z_confirmed_current_tip_t169.png,851479ebfb76a9d87f6885e91d212573afca5a775621db1570634f29e2ded3cf
eth3m_20260419T023300Z_owner_no_tip_negative_t137,val,no_start,0,54,,owner_no_137,137,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-19T02:33:00+00:00,2026-04-18T16:36:00+00:00,2026-04-19T02:33:00+00:00,2026-04-19T05:33:00+00:00,val/no_start/eth3m_20260419T023300Z_owner_no_tip_negative_t137.png,159d06c39c9a9afc16ad1f84e50a5eb0afc9850c98dbb857b94e1eeeb091dcb7
eth3m_20260419T071800Z_owner_no_tip_negative_t028,val,no_start,0,55,,owner_no_028,28,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-19T07:18:00+00:00,2026-04-18T21:21:00+00:00,2026-04-19T07:18:00+00:00,2026-04-19T10:18:00+00:00,val/no_start/eth3m_20260419T071800Z_owner_no_tip_negative_t028.png,b7797dc3cefac813939d296959df19fac7bc097d9e7e675ae5ec42bd857c72b5
eth3m_20260419T161200Z_confirmed_current_tip_t015,val,short_start,1,56,p022,calibration_p022_t015,15,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-19T16:12:00+00:00,2026-04-19T06:15:00+00:00,2026-04-19T16:12:00+00:00,2026-04-19T19:12:00+00:00,val/short_start/eth3m_20260419T161200Z_confirmed_current_tip_t015.png,8350e5cb96f9a8c950f9f9180c9e5d4d5b1a87d4bc0a449053e9851c615f8d2d
eth3m_20260419T205700Z_owner_no_tip_negative_t078,val,no_start,0,57,,owner_no_078,78,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-19T20:57:00+00:00,2026-04-19T11:00:00+00:00,2026-04-19T20:57:00+00:00,2026-04-19T23:57:00+00:00,val/no_start/eth3m_20260419T205700Z_owner_no_tip_negative_t078.png,161cc1d21b95a52bebbf6e8092d7fcef5c799fb1ad86e0e4dcf391cf02090241
eth3m_20260419T221200Z_owner_no_tip_negative_t057,val,no_start,0,57,,owner_no_057,57,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-19T22:12:00+00:00,2026-04-19T12:15:00+00:00,2026-04-19T22:12:00+00:00,2026-04-20T01:12:00+00:00,val/no_start/eth3m_20260419T221200Z_owner_no_tip_negative_t057.png,17f4e5a456fb963797ce147c07d924c7fbe13e3f00ec178b4817aaea3c3996ff
eth3m_20260420T050600Z_confirmed_current_tip_t033,val,short_start,1,58,p023,calibration_p023_t033,33,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-20T05:06:00+00:00,2026-04-19T19:09:00+00:00,2026-04-20T05:06:00+00:00,2026-04-20T08:06:00+00:00,val/short_start/eth3m_20260420T050600Z_confirmed_current_tip_t033.png,0d6e0c6046162b03ca6a3c9ee5d492b15698f8694d6622642fcdfc6978e61df3
eth3m_20260420T052700Z_owner_no_tip_negative_t103,val,no_start,0,58,,owner_no_103,103,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-20T05:27:00+00:00,2026-04-19T19:30:00+00:00,2026-04-20T05:27:00+00:00,2026-04-20T08:27:00+00:00,val/no_start/eth3m_20260420T052700Z_owner_no_tip_negative_t103.png,36b547257d2ad5a165cc077dc1ae6229cf93f9f4c21aceb529cb20b572d6865d
eth3m_20260420T140900Z_owner_no_tip_negative_t016,val,no_start,0,59,,owner_no_016,16,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-20T14:09:00+00:00,2026-04-20T04:12:00+00:00,2026-04-20T14:09:00+00:00,2026-04-20T17:09:00+00:00,val/no_start/eth3m_20260420T140900Z_owner_no_tip_negative_t016.png,4d14d2bc47217275397559902cb5422cf5ef14c57f1c66a2fa03cdb65cb59743
eth3m_20260420T144200Z_owner_no_tip_negative_t045,val,no_start,0,59,,owner_no_045,45,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-20T14:42:00+00:00,2026-04-20T04:45:00+00:00,2026-04-20T14:42:00+00:00,2026-04-20T17:42:00+00:00,val/no_start/eth3m_20260420T144200Z_owner_no_tip_negative_t045.png,13acb9ed82f7d1630e933d33e1c7ad04ce2f818a044da696142b4cffb84319f1
eth3m_20260421T124800Z_owner_no_tip_negative_t164,val,no_start,0,60,,owner_no_164,164,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-21T12:48:00+00:00,2026-04-21T02:51:00+00:00,2026-04-21T12:48:00+00:00,2026-04-21T15:48:00+00:00,val/no_start/eth3m_20260421T124800Z_owner_no_tip_negative_t164.png,b4e6c8ad776ddf1cb68f1df2ab7a103b7067a2ef4270f12876484bd523216213
eth3m_20260421T150300Z_owner_no_tip_negative_t109,val,no_start,0,60,,owner_no_109,109,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-21T15:03:00+00:00,2026-04-21T05:06:00+00:00,2026-04-21T15:03:00+00:00,2026-04-21T18:03:00+00:00,val/no_start/eth3m_20260421T150300Z_owner_no_tip_negative_t109.png,739f8a2fffbfba1e681acb46674ce632efe36b21d36cccbd68e580f8a3f8ecf8
eth3m_20260421T171800Z_owner_no_tip_negative_t035,val,no_start,0,60,,owner_no_035,35,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-21T17:18:00+00:00,2026-04-21T07:21:00+00:00,2026-04-21T17:18:00+00:00,2026-04-21T20:18:00+00:00,val/no_start/eth3m_20260421T171800Z_owner_no_tip_negative_t035.png,f75a992539ff3b92cdb0a787d9beb54b1aeaa3753bfcb129673aa70fcad637b8
eth3m_20260421T194200Z_owner_no_tip_negative_t119,val,no_start,0,60,,owner_no_119,119,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-21T19:42:00+00:00,2026-04-21T09:45:00+00:00,2026-04-21T19:42:00+00:00,2026-04-21T22:42:00+00:00,val/no_start/eth3m_20260421T194200Z_owner_no_tip_negative_t119.png,bd0c23299e207bbb8428fb7a5810a2aadc8b4a32d7a13f62cae00cd7ee79c72f
eth3m_20260421T194500Z_owner_no_tip_negative_t122,val,no_start,0,60,,owner_no_122,122,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-21T19:45:00+00:00,2026-04-21T09:48:00+00:00,2026-04-21T19:45:00+00:00,2026-04-21T22:45:00+00:00,val/no_start/eth3m_20260421T194500Z_owner_no_tip_negative_t122.png,e7b8f415ecd35127d99d598ccbc2980d74e6187284de6b9f6038313b3150b791
eth3m_20260422T144500Z_owner_no_tip_negative_t002,val,no_start,0,61,,owner_no_002,2,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-22T14:45:00+00:00,2026-04-22T04:48:00+00:00,2026-04-22T14:45:00+00:00,2026-04-22T17:45:00+00:00,val/no_start/eth3m_20260422T144500Z_owner_no_tip_negative_t002.png,7154a88174fa81d9e2dd29d1982f003a7428b5deed3218d23e1677cc561f6f10
eth3m_20260422T145100Z_owner_no_tip_negative_t181,val,no_start,0,61,,owner_no_181,181,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-22T14:51:00+00:00,2026-04-22T04:54:00+00:00,2026-04-22T14:51:00+00:00,2026-04-22T17:51:00+00:00,val/no_start/eth3m_20260422T145100Z_owner_no_tip_negative_t181.png,54211b593d482d52ef1abdd7fb9f387a58a8a826d63dd49bf2a8e8b35bfcaa7b
eth3m_20260423T001200Z_owner_no_tip_negative_t093,val,no_start,0,62,,owner_no_093,93,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-23T00:12:00+00:00,2026-04-22T14:15:00+00:00,2026-04-23T00:12:00+00:00,2026-04-23T03:12:00+00:00,val/no_start/eth3m_20260423T001200Z_owner_no_tip_negative_t093.png,64dc3bc7e15de8b7a94a8671e9b88612d36c7b96b04a8e1e9ba977f54c7c4eb5
eth3m_20260423T032100Z_owner_no_tip_negative_t082,val,no_start,0,62,,owner_no_082,82,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-23T03:21:00+00:00,2026-04-22T17:24:00+00:00,2026-04-23T03:21:00+00:00,2026-04-23T06:21:00+00:00,val/no_start/eth3m_20260423T032100Z_owner_no_tip_negative_t082.png,71c7a2673c03a2959a3603b88f74786e4f72679c925022ac2130cd8d7356d69d
eth3m_20260423T073600Z_confirmed_current_tip_t133,val,short_start,1,63,p024,calibration_p024_t133,133,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-23T07:36:00+00:00,2026-04-22T21:39:00+00:00,2026-04-23T07:36:00+00:00,2026-04-23T10:36:00+00:00,val/short_start/eth3m_20260423T073600Z_confirmed_current_tip_t133.png,d2540bcbba01a35ab0e01137302473796e40fe0482261b10d50c2fc7135f0536
eth3m_20260423T090600Z_owner_no_tip_negative_t007,val,no_start,0,63,,owner_no_007,7,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-23T09:06:00+00:00,2026-04-22T23:09:00+00:00,2026-04-23T09:06:00+00:00,2026-04-23T12:06:00+00:00,val/no_start/eth3m_20260423T090600Z_owner_no_tip_negative_t007.png,6af36915d6ca27bbd2cbc0877f2cff13a26c7df1f65e58c9fa456a029827378d
eth3m_20260423T090900Z_owner_no_tip_negative_t158,val,no_start,0,63,,owner_no_158,158,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-23T09:09:00+00:00,2026-04-22T23:12:00+00:00,2026-04-23T09:09:00+00:00,2026-04-23T12:09:00+00:00,val/no_start/eth3m_20260423T090900Z_owner_no_tip_negative_t158.png,4f5f3fcfc4e8ec522a2bdcf760aaaf4f5b8df8faeef30b092dbb89e3fafc97eb
eth3m_20260423T091200Z_owner_no_tip_negative_t113,val,no_start,0,63,,owner_no_113,113,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-23T09:12:00+00:00,2026-04-22T23:15:00+00:00,2026-04-23T09:12:00+00:00,2026-04-23T12:12:00+00:00,val/no_start/eth3m_20260423T091200Z_owner_no_tip_negative_t113.png,ecbc374cc5174c9ecefb29d5a3b2bae7753ffa59f850fcf340030400ff4e3094
eth3m_20260423T165100Z_confirmed_current_tip_t022,val,short_start,1,64,p025,calibration_p025_t022,22,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-23T16:51:00+00:00,2026-04-23T06:54:00+00:00,2026-04-23T16:51:00+00:00,2026-04-23T19:51:00+00:00,val/short_start/eth3m_20260423T165100Z_confirmed_current_tip_t022.png,54073853e7c10f4e53d7efb6804c165210fbe60cb813a09591d1bb4ff455ca78
eth3m_20260423T174500Z_owner_no_tip_negative_t118,val,no_start,0,64,,owner_no_118,118,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-23T17:45:00+00:00,2026-04-23T07:48:00+00:00,2026-04-23T17:45:00+00:00,2026-04-23T20:45:00+00:00,val/no_start/eth3m_20260423T174500Z_owner_no_tip_negative_t118.png,39fab23ec293f16393e2c52df5fb2c3a3d533e22823e24f5aca1262e165f0292
eth3m_20260423T174800Z_owner_no_tip_negative_t156,val,no_start,0,64,,owner_no_156,156,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-23T17:48:00+00:00,2026-04-23T07:51:00+00:00,2026-04-23T17:48:00+00:00,2026-04-23T20:48:00+00:00,val/no_start/eth3m_20260423T174800Z_owner_no_tip_negative_t156.png,dbc2ad2b9bb20a1f9f7baaf78abf5eb7770c21e778bd8701aba296011e61dbb1
eth3m_20260424T030000Z_confirmed_current_tip_t126,val,short_start,1,65,p026,calibration_p026_t126,126,confirmed_current_tip,owner_batch_chat_confirmed_current_T,0,2026-04-24T03:00:00+00:00,2026-04-23T17:03:00+00:00,2026-04-24T03:00:00+00:00,2026-04-24T06:00:00+00:00,val/short_start/eth3m_20260424T030000Z_confirmed_current_tip_t126.png,044244b55e970e9b0ae83e31518f0f1aefa4e5f431fc45349dadce368543f6d8
eth3m_20260424T033300Z_owner_no_tip_negative_t029,val,no_start,0,65,,owner_no_029,29,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-24T03:33:00+00:00,2026-04-23T17:36:00+00:00,2026-04-24T03:33:00+00:00,2026-04-24T06:33:00+00:00,val/no_start/eth3m_20260424T033300Z_owner_no_tip_negative_t029.png,3ba69fca6195ab3e453bf859a1eeaf74bbcc552ed8ef1c152514325f840a7b45
eth3m_20260424T033600Z_owner_no_tip_negative_t040,val,no_start,0,65,,owner_no_040,40,owner_no_tip_negative,label_studio_project_53_owner_no,0,2026-04-24T03:36:00+00:00,2026-04-23T17:39:00+00:00,2026-04-24T03:36:00+00:00,2026-04-24T06:36:00+00:00,val/no_start/eth3m_20260424T033600Z_owner_no_tip_negative_t040.png,00f48a5d22c0dbea8d6ee78909ef3f4f108451451f6c3f7cec0ea23e04b76b7c
