stream_key,baseline_parity
binance_60m_19f53764769ed18b,passed
binance_60m_1a866eb371bfa1ba,passed
binance_60m_1ad38a77a196f98f,passed
binance_60m_1b4a0557643d3f2f,passed
binance_60m_1c7bce0c137c001d,passed
binance_60m_1c7d80fd26b439bd,passed
binance_60m_1c908950a7e21a7a,passed
binance_60m_1ca3e66549243cd8,passed
binance_60m_1d4af563c3ff9323,passed
binance_60m_1dddf18142c20d63,passed
binance_60m_1deaf0bd5079e5d8,passed
binance_60m_1ea99c618e3c145d,passed
binance_60m_1ecc0243d1b4ff89,passed
binance_60m_1ecca40966a3133a,passed
binance_60m_1f1e8ecb9859e467,passed
binance_60m_1f53a7ab12a787b7,passed
binance_60m_1fbe33302d31ab83,passed
binance_60m_20fe605408b8f1ce,passed
binance_60m_2153b5a494bbc8e5,passed
binance_60m_2378bffc4fb39642,passed
binance_60m_23f141d2475dcd9d,passed
binance_60m_246b66acb6d8c83b,passed
binance_60m_246f1f78e1b7278c,passed
binance_60m_24b5fda682273a98,passed
binance_60m_24bb2980d457a436,passed
binance_60m_24c5a84e3ae636ff,passed
binance_60m_24d3784b7c1100c7,passed
binance_60m_25192df3da65ee93,passed
binance_60m_25da4325d92c856b,passed
binance_60m_261428c98eee3719,passed
binance_60m_261f8203937b0284,passed
binance_60m_26b3b1e15474b595,passed
binance_60m_27943ca5efdb547f,passed
binance_60m_27e3a96151742b9a,passed
binance_60m_27e855722bc173c6,passed
binance_60m_28a6a8b923d63bcf,passed
binance_60m_28d2f1d974c96f62,passed
binance_60m_293847ac6d432c55,passed
binance_60m_295c17791bf8f7f2,passed
binance_60m_29696e91477ef233,passed
binance_60m_29d1d0e341fc7bf1,passed
binance_60m_29e67266a4abbc7a,passed
binance_60m_2b73ca1c04b595df,passed
binance_60m_2badf344eea35752,passed
binance_60m_2c53620a60fb9ed4,passed
binance_60m_2c762d2288ccd413,passed
binance_60m_2d074936899270ca,passed
binance_60m_2d2cc4c058c79424,passed
binance_60m_2d744cd86f993032,passed
binance_60m_2e092d41117af3af,passed
binance_60m_2e3eae95fdc29eb5,passed
binance_60m_2eae195dacf25ce5,passed
binance_60m_2f6613be11cc8261,passed
binance_60m_2fb4fca2df631f60,passed
binance_60m_2fd78356d2bfe590,passed
binance_60m_301dc33fbf9cbf48,passed
binance_60m_31038877cede2224,passed
binance_60m_31794cbbb4e71112,passed
binance_60m_32af4dd6f490a20e,passed
binance_60m_32c430dfa75280b6,passed
binance_60m_333878e96ff4ce93,passed
binance_60m_335b37e321125acb,passed
binance_60m_3392e0db039b56f8,passed
binance_60m_3473ac5c0ddfa8a9,passed
binance_60m_34e34f0b6e91a1d3,passed
binance_60m_351fa12f61b13478,passed
binance_60m_3533ec52f8cf01b0,passed
binance_60m_35a073a65a127049,passed
binance_60m_360dc06bf9d94ab2,passed
binance_60m_362b8edfeb7da2aa,passed
binance_60m_3683b27b884ec080,passed
binance_60m_36aab1893d7e4bdb,passed
binance_60m_36ee01d8c139f7fa,passed
binance_60m_37005f566ca688da,passed
binance_60m_375b1a7afd4a0f93,passed
binance_60m_37af60092766282e,passed
binance_60m_37dffab8b2d39066,passed
binance_60m_37e00eb681e1005e,passed
binance_60m_37f889de41b662c5,passed
binance_60m_382f3640e515b07c,passed
binance_60m_3863b3a1f71db9dd,passed
binance_60m_3875ffda095b4cdc,passed
binance_60m_388b19d57f3dfc7a,passed
binance_60m_39021d74b1187c59,passed
binance_60m_3990ae05581b1307,passed
binance_60m_39c6b3a2bc432a22,passed
binance_60m_39ff92f4bfc844f6,passed
binance_60m_3a1bcd29c2eb13de,passed
binance_60m_3a7d3242c9f0ef9b,passed
binance_60m_3b05452f6dcf9e5e,passed
binance_60m_3b0e530f550812b0,passed
binance_60m_3b4d91d90e09f472,passed
binance_60m_3b693b1e0c80c37c,passed
binance_60m_3ca40238e9aabd21,passed
binance_60m_3cf758643e21129f,passed
binance_60m_3da279b528c91230,passed
binance_60m_3da7984334eff945,passed
binance_60m_3e16693c3fa38365,passed
binance_60m_3e251385ecf2b6c0,passed
binance_60m_3e4665197bd7dd2a,passed
binance_60m_3e4ca352b62c183c,passed
binance_60m_3e76f84270e38737,passed
binance_60m_3e7fdbafa5c52877,passed
binance_60m_3e820b88a1dd7382,passed
binance_60m_3e8df87e11e29af1,passed
binance_60m_3efe9e28494f4e94,passed
binance_60m_3f205e1ffe733bd8,passed
binance_60m_3fa755a550d7ccdd,passed
binance_60m_3fcb49cfff7e145a,passed
binance_60m_4062e46d66852d57,passed
binance_60m_414324e8ebdc6175,passed
binance_60m_423dfea540f583be,passed
binance_60m_42a25e79fab01b1c,passed
binance_60m_43084d9c16bba44b,passed
binance_60m_430daaf4e81d01af,passed
binance_60m_432d4808f7123e1e,passed
binance_60m_43379437fa37b50a,passed
binance_60m_43b022954d9fb5d6,passed
binance_60m_44258aa39c2bf240,passed
binance_60m_451b696f22884e06,passed
binance_60m_459095437db59df4,passed
binance_60m_4593d26a54d26b54,passed
binance_60m_464ac09e245d1d5d,passed
binance_60m_4662f50b5d76407c,passed
binance_60m_467dec2e2c28a42e,passed
binance_60m_468fa48d9a64dbec,passed
binance_60m_4813937b439c860e,passed
binance_60m_48f2707d2755a877,passed
binance_60m_490f1c90a95f222f,passed
binance_60m_497b3649c9240b01,passed
binance_60m_49870dc3407d2f9e,passed
binance_60m_4a3543983876e51d,passed
binance_60m_4ac60da321789d5b,passed
binance_60m_4b351538a2a00a38,passed
binance_60m_4bcb8e0c3ea5f7e4,passed
binance_60m_4beab83acd23aa12,passed
binance_60m_4c14027f013a5077,passed
binance_60m_4cd5b1743337d941,passed
binance_60m_4d2dee9944e72e26,passed
binance_60m_4d46deae77f88f1a,passed
binance_60m_4e812ec4f62f05e4,passed
binance_60m_4ec5e90023ab7333,passed
binance_60m_4f4dab631550474f,passed
binance_60m_50204a17a5ebefb2,passed
binance_60m_507fca00bfd2ab68,passed
binance_60m_50a4feedf125226d,passed
binance_60m_5140a590487852df,passed
binance_60m_5156cf5186978216,passed
binance_60m_5178c93293030a2c,passed
binance_60m_51bcc21fc7caadda,passed
binance_60m_5240f4a4c85a0601,passed
binance_60m_527236a3f941b836,passed
binance_60m_52879d08d26b3b74,passed
binance_60m_52e09a8210f0e2ac,passed
binance_60m_531de7ae49ba9f69,passed
binance_60m_53e971f51ae67186,passed
binance_60m_53f81e38104d69e2,passed
binance_60m_54032ee8d1534c51,passed
binance_60m_542a8376452dc481,passed
binance_60m_558d276ccbd24966,passed
binance_60m_56a671dd8f503c62,passed
binance_60m_56e8eac85521b8c9,passed
binance_60m_570e3788b30f39c9,passed
binance_60m_5723dd39dbe27f7a,passed
binance_60m_57260fbed4b00d35,passed
binance_60m_5740b0c9ecf3e80f,passed
binance_60m_57b5e41d132a0e43,passed
binance_60m_5849d5a9dd9d2f9a,passed
binance_60m_58d0963b07469dd6,passed
binance_60m_59383bf365e79865,passed
binance_60m_596e0aa3f28694f6,passed
binance_60m_597421d616f6d924,passed
binance_60m_5a277c37db84a1c8,passed
binance_60m_5af0423c5a75a9b8,passed
binance_60m_5b35cd630d479043,passed
binance_60m_5bde7786a7d7dd7a,passed
binance_60m_5c3055ce86847ba3,passed
binance_60m_5cb6e47a4ceb0916,passed
binance_60m_5dc3ba7b77d045b6,passed
binance_60m_5df82d35b6eb31f1,passed
binance_60m_5e14b7bb9d5006ef,passed
binance_60m_5f0b319188b028d6,passed
binance_60m_5fa83e883956f610,passed
binance_60m_5ff474d787fd992b,passed
binance_60m_606c5dee6fb31f62,passed
binance_60m_6142e8881cdcb49d,passed
binance_60m_614816029657d7bb,passed
binance_60m_61a42a35c6c4a376,passed
binance_60m_61b0808aed283445,passed
binance_60m_6216cde5a6c0946a,passed
binance_60m_628df6be8cd67915,passed
binance_60m_62b5b50bc5c0d626,passed
binance_60m_635dd2e82f25321b,passed
binance_60m_63cc95a16dbaacb5,passed
binance_60m_641b88300b9fce95,passed
binance_60m_6476c0fb11b8e81a,passed
binance_60m_64a9ada85e1709ab,passed
binance_60m_665d483cd729f6bc,passed
binance_60m_6667f85a9f9c58e5,passed
binance_60m_666d0556d6e8f2ac,passed
binance_60m_66c4561d995e0d10,passed
binance_60m_672b2ca6a8de1cd7,passed
binance_60m_67323b917dd47695,passed
binance_60m_67dc25b69ec2189d,passed
binance_60m_682ef7da4dc6639e,passed
binance_60m_68c1eb6c726982f9,passed
binance_60m_691070ff204c05d6,passed
binance_60m_698887e9fa85c761,passed
binance_60m_69b64fe51a28a5a2,passed
binance_60m_69fc343f44aa04ee,passed
binance_60m_6a27ece61e8913d2,passed
binance_60m_6a7e1f10d4a2bafe,passed
binance_60m_6a860c80cd89c900,passed
binance_60m_6b3ea225cb2f54d6,passed
binance_60m_6b4b720bba5dd7c2,passed
binance_60m_6b500984b9d548bc,passed
binance_60m_6b8551cb6c066249,passed
binance_60m_6b981d14e0168d11,passed
binance_60m_6bd51058e0c5a26c,passed
binance_60m_6c04fb2aefef8da5,passed
binance_60m_6dc08eeddaee82f0,passed
binance_60m_6e1f476c70d37fbb,passed
binance_60m_6f2cd212a1b7f096,passed
binance_60m_6fbfc807c1081c8d,passed
binance_60m_6fd24d852a56eca8,passed
binance_60m_7083fd72b415fce4,passed
binance_60m_716308dc0cb32f72,passed
binance_60m_730b17a736814646,passed
binance_60m_73758403c2e2d32b,passed
binance_60m_737ab5dc4327d3a4,passed
binance_60m_74358e47bd26a3a6,passed
binance_60m_7458f6735607ed0c,passed
binance_60m_74c5fd49394c3677,passed
binance_60m_74d8836db1c2b323,passed
binance_60m_7570312b7c25c1d6,passed
binance_60m_75a9445cc1b90796,passed
binance_60m_77bd08cdcedff977,passed
binance_60m_7866d6a89ddf0ecd,passed
binance_60m_791d5906e3ebce99,passed
binance_60m_793ff913a81d7b4b,passed
binance_60m_796476a99af9b704,passed
binance_60m_79d3ccf61a881b74,passed
binance_60m_79f8fc7d8c829966,passed
binance_60m_7aeaebf093cab697,passed
binance_60m_7af2dfcb124f7c7b,passed
binance_60m_7c27a903e097c731,passed
binance_60m_7cd2b109f550092a,passed
binance_60m_7cd904a40ea24505,passed
binance_60m_7cfb7300d38ed7bd,passed
binance_60m_7d556a3e9ec72583,passed
binance_60m_7dff708bed910350,passed
binance_60m_7e222415eb385564,passed
binance_60m_7e509b83841e26a2,passed
binance_60m_7ed6a51957137e5e,passed
binance_60m_7eebce97d7f79848,passed
binance_60m_7fbb7ed1345104ef,passed
binance_60m_7fbc0b35fc19febb,passed
binance_60m_7fbf04e1e956b928,passed
binance_60m_7fc17a9702ecabaf,passed
binance_60m_80541dee5735f6ce,passed
binance_60m_80551a5f3bacc44c,passed
binance_60m_80f434b5dcec3c7b,passed
binance_60m_818e69d2cb4bfdd2,passed
binance_60m_81fda7069c78a687,passed
binance_60m_8239b9f742dec0e7,passed
binance_60m_829b53ac9164a5f2,passed
binance_60m_829f4f05e82e0231,passed
binance_60m_8322cda4daf8fa1c,passed
binance_60m_833c1002aa7f918d,passed
binance_60m_83995210c594ae74,passed
binance_60m_83b6285dcbeb8913,passed
binance_60m_84866a419f8a290e,passed
binance_60m_848b1485ef1f8c69,passed
binance_60m_8496a094e957618c,passed
binance_60m_84fee4c0720ca63b,passed
binance_60m_8524a09af12065e2,passed
binance_60m_85f31de6f6edd439,passed
binance_60m_85fefb0575c12a63,passed
binance_60m_86a97cc865a30c27,passed
binance_60m_86c99ed46f4648f1,passed
binance_60m_86e3986f85e87385,passed
binance_60m_874cdba30dd362da,passed
binance_60m_8755fd5e58a79dd6,passed
binance_60m_8789d64f82c3260d,passed
binance_60m_8848a7ac47cffd5d,passed
binance_60m_88605fce2f8bdef3,passed
binance_60m_8865ea8e2bae3f43,passed
binance_60m_894a1215b67d3f49,passed
binance_60m_89fadc91a76e78ec,passed
binance_60m_8a2680769ca0c079,passed
binance_60m_8a5eabb39241ce2c,passed
binance_60m_8a6ee56ac9e50056,passed
binance_60m_8aad50a909866b1a,passed
binance_60m_8b22cca9b782afee,passed
binance_60m_8b79a8f943f1ed42,passed
binance_60m_8bfa0cecace44eb1,passed
binance_60m_8c570b709c7dbdb4,passed
binance_60m_8ccdf655de8b3e76,passed
binance_60m_8d7ab38ba680b07d,passed
binance_60m_8e0f644fe612568a,passed
binance_60m_8e2c523e8e088c6d,passed
binance_60m_8e3b95729af5ee60,passed
binance_60m_8f1168820f42e089,passed
binance_60m_8f334ba03cba478a,passed
binance_60m_8f46263e4d88b75f,passed
binance_60m_8f6a1a034d9d38cf,passed
binance_60m_8fc3b4ae75b23f66,passed
binance_60m_9076cac2a946290c,passed
binance_60m_909b8b94c71c4e2d,passed
binance_60m_911ba7e937c4647e,passed
binance_60m_9163b8e032de4c81,passed
binance_60m_91990bc45b6823d7,passed
binance_60m_921297d8ee1cae34,passed
binance_60m_924d4ecc3c412606,passed
binance_60m_9286328d8677974f,passed
binance_60m_9291ad99d88340e4,passed
binance_60m_934a33f4257bad3b,passed
binance_60m_93d5cf19d670ee7b,passed
binance_60m_93d6a8380d05fd8b,passed
binance_60m_9432c1043509cbfd,passed
binance_60m_948f2ea3ff7afae1,passed
binance_60m_963e4d8890077d66,passed
binance_60m_9686bc0f710239ab,passed
binance_60m_9695d0bf68887fb1,passed
binance_60m_96bc8c5a243af9ec,passed
binance_60m_9730103ff14b1a12,passed
binance_60m_97c9225d1b256ab9,passed
binance_60m_98c5737f33d1b9bb,passed
binance_60m_99279bb7a16a963b,passed
binance_60m_99771dd303aa1bd3,passed
binance_60m_99c856aa141de7a0,passed
binance_60m_99c9f32f61c27747,passed
binance_60m_9a07613b4557cb16,passed
binance_60m_9a3fccefcc2ad5f7,passed
binance_60m_9a574c091677e530,passed
binance_60m_9a88bb855cb1b9b7,passed
binance_60m_9a89fdce96e917bd,passed
binance_60m_9ad519a61c80c040,passed
binance_60m_9b1d2cedd18c6cc8,passed
binance_60m_9b3044a6b4fc8b9c,passed
binance_60m_9c878ca3e9f159bd,passed
binance_60m_9cdc53bc4b7bc7c2,passed
binance_60m_9db89cd96e3a41d7,passed
binance_60m_9eee1e674457f094,passed
binance_60m_9f2db32dbfabb107,passed
binance_60m_9f2e8453be3532aa,passed
binance_60m_a0a75eca10209c1a,passed
binance_60m_a0ffc9505bcd33f4,passed
binance_60m_a123336bcd8f0ec6,passed
binance_60m_a15c3db670707f97,passed
binance_60m_a19847902dd31f6a,passed
binance_60m_a1d6f0331add6a81,passed
binance_60m_a261f85d8f037c85,passed
binance_60m_a2c9b2047b2b934e,passed
binance_60m_a33969405a5f27e7,passed
binance_60m_a34cb1daa8492d8c,passed
binance_60m_a3c35c84e5ff4cdb,passed
binance_60m_a4374ca8c7216484,passed
binance_60m_a50b53b836a50452,passed
binance_60m_a5626c5f780313c2,passed
binance_60m_a5827cd47b791a26,passed
binance_60m_a586a73db197108c,passed
binance_60m_a5a2d4f7f0b11604,passed
binance_60m_a5a695f5dcc6db6d,passed
binance_60m_a6aaff0a7faaea25,passed
binance_60m_a6cbb0f5cacbd356,passed
binance_60m_a704b90cf5e9e402,passed
binance_60m_a720188e93e66c51,passed
binance_60m_a7a529c4962e52a8,passed
binance_60m_a7bf15e650f59bb8,passed
binance_60m_a8897e517de65dad,passed
binance_60m_a93a92dbfcdf31e7,passed
binance_60m_a9fbd70cd68e4f09,passed
binance_60m_aa168646b93de569,passed
binance_60m_ab3c9883ea6088a7,passed
binance_60m_ab8882b6baa85845,passed
binance_60m_ac072fd619203590,passed
binance_60m_acd073be70cc42cb,passed
binance_60m_ad165aefc1c94673,passed
binance_60m_ad397c8bb83930dc,passed
binance_60m_ad3f9f3eceb0bc66,passed
binance_60m_ad9a58f574c6d0a5,passed
binance_60m_ada8df292d832606,passed
binance_60m_adab7d06df103bea,passed
binance_60m_adc235e209062311,passed
binance_60m_ae2506c113b09a88,passed
binance_60m_af8083e20efac73b,passed
binance_60m_afe8a1b74ffb5bf4,passed
binance_60m_b01ac169b0d1b124,passed
binance_60m_b0837068e8c0332d,passed
binance_60m_b0971bbaabf2e857,passed
binance_60m_b0be76eeffdb87ca,passed
binance_60m_b0e9f9ccf93b619e,passed
binance_60m_b11fa63c99cb24bd,passed
binance_60m_b158a1b463e4de5a,passed
binance_60m_b1c018ddd935d2c9,passed
binance_60m_b1d1dead1a4f7c30,passed
binance_60m_b28cd24956d68905,passed
binance_60m_b2b4683c9712fce7,passed
binance_60m_b322ec01d245966b,passed
binance_60m_b3a9b459867205ae,passed
binance_60m_b3e963f2c4baabf2,passed
binance_60m_b405e92056a2bc2f,passed
binance_60m_b53bcab58427fa59,passed
binance_60m_b5fec2b432a5a187,passed
binance_60m_b6060e7d33528928,passed
binance_60m_b61602b1e24d3df5,passed
binance_60m_b646bece04510be9,passed
binance_60m_b6d55ca1de6cba82,passed
binance_60m_b6dd77e403c6d282,passed
binance_60m_b73f1ffdb4f39cb9,passed
binance_60m_b76e6cbf356b3076,passed
binance_60m_b78417ff5e33e654,passed
binance_60m_b7adbca922114faf,passed
binance_60m_b8042de46b9004ee,passed
binance_60m_b804f8af3515fe70,passed
binance_60m_b81d19665f6a01c7,passed
binance_60m_b859fc14cf1b1ac3,passed
binance_60m_b8e5fe678c9d9517,passed
binance_60m_b9ab168ea308da06,passed
binance_60m_b9df681f891dfbad,passed
binance_60m_bb0e81649accb781,passed
binance_60m_bba5830bf1fb6586,passed
binance_60m_bbcae474b03b4a1b,passed
binance_60m_bc59e849f466eabb,passed
binance_60m_bcbf0bbe16e114df,passed
binance_60m_bcc54ef5ebecc5a2,passed
binance_60m_bcf1313c5242569d,passed
binance_60m_bd3fe6ef6bbb0056,passed
binance_60m_bdf10ab067aaac2c,passed
binance_60m_be61cf32cedeeaf1,passed
binance_60m_be62da133814c085,passed
binance_60m_befe332bb94a8669,passed
binance_60m_bf69e5831c9778b0,passed
binance_60m_bfdbe000bb08d652,passed
binance_60m_bfefc60597dfdd05,passed
binance_60m_bffc42c9649ac395,passed
binance_60m_c013cbff35617e0e,passed
binance_60m_c0d6a34952b6e5b2,passed
binance_60m_c0dd021a01d662c4,passed
binance_60m_c10f2d0d495df47b,passed
binance_60m_c11008df1a7b1a08,passed
binance_60m_c11f8e61ca5c5ce4,passed
binance_60m_c167602d29452f6d,passed
binance_60m_c17b1242e9d85849,passed
binance_60m_c183369ec50647cf,passed
binance_60m_c189845c650b74f2,passed
binance_60m_c190725016010dde,passed
binance_60m_c196dd528a4cda84,passed
binance_60m_c1a593cb4a3b000d,passed
binance_60m_c1af42825c8bc073,passed
binance_60m_c1ba5dba2ff62156,passed
binance_60m_c24d37fff8753808,passed
binance_60m_c30639ad57b852be,passed
binance_60m_c30834a30380d56d,passed
binance_60m_c3985485c4d808cf,passed
binance_60m_c3b965554cee82cd,passed
binance_60m_c3c3e1fdf901c70d,passed
binance_60m_c40436894713e704,passed
binance_60m_c42298b7b98cef23,passed
binance_60m_c427a06a09a677a5,passed
binance_60m_c5cbdb0e948dcfe7,passed
binance_60m_c6a1e754a9933059,passed
binance_60m_c75a73288813e58a,passed
binance_60m_c76287b10540d6ac,passed
binance_60m_c77a28480d106889,passed
binance_60m_c78b25e085971d6d,passed
binance_60m_c7a4b022d57a38d0,passed
binance_60m_c7c2a589b2ae9667,passed
binance_60m_c7d6a67fffa82988,passed
binance_60m_c8a47fbd83bddedf,passed
binance_60m_c8b39d8a2dbb32f3,passed
binance_60m_c93e5094f8e17bba,passed
binance_60m_c945181536263d70,passed
binance_60m_c96c351bef8e847b,passed
binance_60m_ca40514cddaf6d5c,passed
binance_60m_caebeb7e65c51032,passed
binance_60m_cb6bc6910c1f7f07,passed
binance_60m_cbac6af05973def0,passed
binance_60m_cbfac75b01bc174a,passed
binance_60m_cc9ca724ef50684f,passed
binance_60m_ccfb2be207322278,passed
binance_60m_cd0ed324f0348730,passed
binance_60m_cd0fc2699e10520e,passed
binance_60m_cd1bf664d7563a07,passed
binance_60m_cd676c609fa20529,passed
binance_60m_cd914baf5e5cdb88,passed
binance_60m_cdb42538a95f1b6e,passed
binance_60m_cdf626621f6cac74,passed
binance_60m_cdfe540094978f08,passed
binance_60m_ce049fd3a72b6e54,passed
binance_60m_ce46b77353e40c82,passed
binance_60m_ce8bcf9d53555197,passed
binance_60m_ce90c9b427c8fd6b,passed
binance_60m_ceb016470d8ae8bc,passed
binance_60m_ceba26e9968031fb,passed
binance_60m_cef25aaf40cc6314,passed
binance_60m_d085f8d79e5a8382,passed
binance_60m_d16cdea411b50a75,passed
binance_60m_d248bc0844f81c49,passed
binance_60m_d2999db0b93e9f0d,passed
binance_60m_d2df2928be89694c,passed
binance_60m_d3697e9e0be16d07,passed
binance_60m_d37d5e1ab9967cbf,passed
binance_60m_d3fc92aa10acaf2a,passed
binance_60m_d5317e56c86c317b,passed
binance_60m_d5ab1c01d11e5660,passed
binance_60m_d5fa31203f08e6ee,passed
binance_60m_d66d8be3f4fb20c0,passed
binance_60m_d7bd91d8392eb51f,passed
binance_60m_d81b223beff6ac39,passed
binance_60m_d82ba9f712f2efd9,passed
binance_60m_d8a9cc19e54c72bb,passed
binance_60m_d98daa5b3d6e01f6,passed
binance_60m_d9bbf641b447fd00,passed
binance_60m_da9e7882de75f501,passed
binance_60m_daf46808205fcc78,passed
binance_60m_db1fc44a7bcc281d,passed
binance_60m_dbc1e37be4370791,passed
binance_60m_dbe2b069dea985aa,passed
binance_60m_dbf553a51d436580,passed
binance_60m_dc59b98f3a2ef2ab,passed
binance_60m_dc84f403e1c46978,passed
binance_60m_dcc3d09e0bdbcc9f,passed
binance_60m_dd5b5200ce04c46f,passed
binance_60m_de3a211531d6e197,passed
binance_60m_de7a9d45e51ccf40,passed
binance_60m_df82fac8401cfd72,passed
binance_60m_dfa05042c29898af,passed
binance_60m_dfa24cfdcc71693e,passed
binance_60m_dfc100345bff4e37,passed
binance_60m_e02c478e67453740,passed
binance_60m_e1570f2959e42880,passed
binance_60m_e3358648e3f956bb,passed
binance_60m_e3fa8097a24192de,passed
binance_60m_e41515151781acc5,passed
binance_60m_e4283c429031d964,passed
binance_60m_e466d7bd58e7d8e2,passed
binance_60m_e4b0e5cac9e07d98,passed
binance_60m_e4c09de8034bf03b,passed
binance_60m_e642256142a2488c,passed
binance_60m_e6bad5727e95d333,passed
binance_60m_e9157c80413d3c66,passed
binance_60m_e9df4156d99e9ec6,passed
binance_60m_ea4d102bdadeef54,passed
binance_60m_ea4d61ce5b025c95,passed
binance_60m_eae066d41d3d3769,passed
binance_60m_eb17b9e7bac2d9ec,passed
binance_60m_eb23c8a1481e0377,passed
binance_60m_eb7f3d9d60d42cd5,passed
binance_60m_ecc50ef247f839ef,passed
binance_60m_ed51fe1583eeef68,passed
binance_60m_ed9cdb5cc534d7ed,passed
binance_60m_ede8813fa916faaa,passed
binance_60m_ef36b5c5063d78f8,passed
binance_60m_efc82afcbdcb1e59,passed
binance_60m_f04f9971ec75f610,passed
binance_60m_f0d1d22fe2272819,passed
binance_60m_f11343db68e0acd3,passed
binance_60m_f1553b4ccd4cc65b,passed
binance_60m_f16c73b6db053000,passed
binance_60m_f2324245926b2b9b,passed
binance_60m_f274fa8b4ecec750,passed
binance_60m_f2acffc7a3feb831,passed
binance_60m_f3fb9989711ce041,passed
binance_60m_f4390fd6ef5297c1,passed
binance_60m_f563bd09fa2a155d,passed
binance_60m_f624057e3e737126,passed
binance_60m_f637b15b9c58db06,passed
binance_60m_f759017555702d45,passed
binance_60m_f79adc9059c0b267,passed
binance_60m_f7a86e95e06f3213,passed
binance_60m_f7fa6f4d5d432a70,passed
binance_60m_f8478568b3153103,passed
binance_60m_f8a45c8a9a652ea0,passed
binance_60m_f950f2d0c283bd8e,passed
binance_60m_f9f0688ac6fd3f06,passed
binance_60m_fa81785771ab21c0,passed
binance_60m_facbb77ee1167ff1,passed
binance_60m_fae7350e0b6cf8cd,passed
binance_60m_fb99c9fb2f9bacb6,passed
binance_60m_fc05d261e98b3f9f,passed
binance_60m_fc175f72d50a5aa3,passed
binance_60m_fc1defbc03ab5689,passed
binance_60m_fc21741c32255f86,passed
binance_60m_fc58e91aced0e7b3,passed
binance_60m_fc82768b9607b36b,passed
binance_60m_fcd64bc348eccfb6,passed
binance_60m_fcebeb169c0f0bae,passed
binance_60m_fd532908bf0be46c,passed
binance_60m_fd5463e13aef0f73,passed
binance_60m_fe0f065f0a06029d,passed
binance_60m_fe15d59e8b9aabb9,passed
binance_60m_fe40bc650a257cb1,passed
binance_60m_fe943f347224ebc7,passed
binance_60m_fef536ed664d3e49,passed
binance_60m_ff3d7b488a2a1b63,passed
gate_240m_02af95ffcc8ade1b,passed
gate_240m_0386ebadc33b0452,passed
gate_240m_039100f85721fb88,passed
gate_240m_055d1f8b550d15ae,passed
gate_240m_0575cfc1ce203582,passed
gate_240m_058aebd24d401c85,passed
gate_240m_06762a014b79b29e,passed
gate_240m_071943e12d1ae4c8,passed
gate_240m_0787e0dadeb3d123,passed
gate_240m_0956eba8102438ed,passed
gate_240m_0d0cdc605a070cdc,passed
gate_240m_0dee5264721dec2b,passed
gate_240m_126a59f8d0079c15,passed
gate_240m_130a9242e0292317,passed
gate_240m_156ad7d23b67e0fe,passed
gate_240m_169bd479c9ba9860,passed
gate_240m_178de4033c68e72b,passed
gate_240m_1a49b1ffa3570332,passed
gate_240m_1ccb227ae9d1d7f9,passed
gate_240m_1d40a612d3c24307,passed
gate_240m_1e2dc238fad8cc44,passed
gate_240m_1ec3e6ad268c615f,passed
gate_240m_21406f473b0e5a72,passed
gate_240m_2279ac6d459c828c,passed
gate_240m_24b9f140008b2c75,passed
gate_240m_24ea57927c03d95a,passed
gate_240m_254d6cf87f3f9c61,passed
gate_240m_2560a89cf068bec8,passed
gate_240m_27f7125679b663c0,passed
gate_240m_2acacdf739283d5e,passed
gate_240m_2b5c24e586115f3a,passed
gate_240m_2dfabe6f8622b3ef,passed
gate_240m_2f4694136708f6da,passed
gate_240m_304df14a5d822e39,passed
gate_240m_3230c65ec836173d,passed
gate_240m_33a3a746e0d025f2,passed
gate_240m_3471c3123d4b5f88,passed
gate_240m_34dcac0977f4f72d,passed
gate_240m_36189b2cd11114d5,passed
gate_240m_3c6fb231e1e40b1f,passed
gate_240m_3d82dfc861aa1ceb,passed
gate_240m_3e3f4d59bb9d34a8,passed
gate_240m_3f6bc062650ee699,passed
gate_240m_412f76a28e356307,passed
gate_240m_421d6eae392fa99d,passed
gate_240m_453200fd0657132c,passed
gate_240m_46878778efd1b4bf,passed
gate_240m_46ab06653082d80d,passed
gate_240m_49863fe39c6dca51,passed
gate_240m_4a01b49c39aab4e1,passed
gate_240m_4a32642014f8044e,passed
gate_240m_4b079bc29f275b59,passed
gate_240m_4c1d40b7f393bf72,passed
gate_240m_4c7bad6d68c8dcff,passed
gate_240m_4c8b918ae93577bf,passed
gate_240m_4d80dd1af400175a,passed
gate_240m_4e0eb2d261744429,passed
gate_240m_4ef87bb71c4a0f74,passed
gate_240m_4f4d8f614b77ba05,passed
gate_240m_505b173d22c48cb2,passed
gate_240m_508fc72bb3e82cd3,passed
gate_240m_50b745568761d929,passed
gate_240m_515cc0d1dec9ac87,passed
gate_240m_51e27dc5c8a65fc4,passed
gate_240m_52853ee220f7a98a,passed
gate_240m_537a29d13eeb4ad8,passed
gate_240m_53af3d9db595d51d,passed
gate_240m_5535f9276a1a57d4,passed
gate_240m_5b5f2901a678acc9,passed
gate_240m_5eaf39f74d520ba0,passed
gate_240m_5ecb2499c99778a4,passed
gate_240m_5f6c9d87bf2ba8e6,passed
gate_240m_626384f99800e329,passed
gate_240m_639c9cc67db044c3,passed
gate_240m_64ba97bf41937a01,passed
gate_240m_66050a9d30de88b1,passed
gate_240m_66b2f1236c90d3fb,passed
gate_240m_66e62ab2db1cbfb0,passed
