fold,minutes,cohort,arm,n,symbols,selected_n,matched_n,matched_symbols,cost_bp,funding_included,mean_gross_bp,mean_net_bp,median_net_bp,win_pct,profit_factor,censored_n,control_net_bp,mean_net_ex_top3_bp,top3_positive_profit_pct,median_mfe_r,median_net_r,portfolio_net_pct,mdd_pct,capital_sleeves,excess_bp,p,months,p_resolution,ci_low,ci_high,family,p_holm
validation,15,all_core,ma55,6277,54,6275,6277,54,20,False,9.763551732190608,-10.236448267809399,-116.96784598003384,20.583081089692527,0.910349031929475,10,-32.76255723895206,-13.090225692577155,2.7394584031877764,1.0956174381990678,-1.1335811833828793,-6.9581312562587705,-13.280447370944415,54,22.526108971142662,0.00390625,12,0.000244140625,9.608557052960283,35.661927202023605,parameter,0.03515625
validation,15,all_core,signal13,6029,54,6029,6029,54,20,False,5.468589367668579,-14.531410632331431,-105.8744035211656,23.055233040305193,0.8589374632349686,12,-27.790895482968658,-16.389015630612786,2.090186034744875,1.0105779654294584,-1.115853960280382,-12.797648190579258,-17.92860463863618,54,13.259484850637227,0.02685546875,12,0.000244140625,1.704959268043967,24.92281639564581,parameter,0.1611328125
validation,15,all_core,signal5,9429,54,9429,9429,54,20,False,8.837668841168314,-11.162331158831691,-106.05936908068212,23.067133312122177,0.8922300446660176,17,-27.0430963126549,-12.839692607320455,1.8106462543772455,1.0360789804860335,-1.1137567516321474,-15.170071804403229,-21.772686821837794,54,15.880765153823207,0.010498046875,12,0.000244140625,5.054291135750213,26.770562501541367,parameter,0.083984375
validation,15,high_vol,band005,1607,43,1607,1607,43,20,False,3.9928101868694332,-16.007189813130577,-135.31841652323573,21.904169259489734,0.8763590143971218,5,-33.2307033885728,-24.877659260194005,7.777358791591118,1.020262941565488,-1.0862368719010105,-3.7784302287482308,-6.619719669121061,54,17.223513575442222,0.147216796875,12,0.000244140625,-11.305715968500465,48.77675408518325,parameter,0.736083984375
validation,15,high_vol,band020,2574,43,2574,2574,43,20,False,-1.5667897865737874,-21.566789786573803,-142.81566385085597,22.688422688422687,0.8423652298159138,8,-36.81322470545066,-27.101197119365793,4.774758989645957,1.042522787061917,-1.0891086970427952,-9.358106771026398,-10.361630053650938,54,15.246434918876862,0.0400390625,12,0.000244140625,-0.04552423603350062,31.273764623863936,parameter,0.3203125
validation,15,high_vol,band030,3067,43,3061,3067,43,20,False,-0.7001554934338095,-20.70015549343382,-145.31840507582714,23.1170524942941,0.8504540647761397,8,-33.53197220384963,-25.544887118037614,4.094248376365567,1.0452567270863131,-1.0905887166836865,-11.230210560105448,-12.137521795927707,54,12.831816710415799,0.031494140625,12,0.000244140625,0.974056886374485,24.606767953564617,parameter,0.283447265625
validation,15,high_vol,base,1976,43,1976,1976,43,20,False,3.69996833246731,-16.300031667532703,-140.15046705254107,21.912955465587043,0.8789676885568927,6,-40.19707174663191,-23.89837682863854,6.388225147925082,0.9794292766433934,-1.0894198343734902,-4.723368651819493,-6.4366250362240525,54,23.897040079099213,0.03125,12,0.000244140625,3.4630061799978518,47.310062856583954,baseline,0.03125
validation,15,high_vol,exit_chandelier,1976,43,1970,1976,43,20,False,3.1393911840181303,-16.86060881598188,-92.36545194873213,30.718623481781375,0.8250730753255309,1,-23.330878496204633,-23.00880690201008,7.687130689212063,0.9042843571837014,-0.6145615977650439,-4.931008315710194,-6.089366033389776,54,6.470269680222755,0.19775390625,12,0.000244140625,-6.812708439539653,20.853265450157448,exit,0.425537109375
validation,15,high_vol,exit_fixed3r,1976,43,1862,1976,43,20,False,-1.4173522273169386,-21.417352227316957,-157.58392479220618,24.84817813765182,0.8555814620999124,2,-35.12590184464386,-23.736584745043046,1.7994460897291902,1.0576533055343988,-1.1050436246189992,-6.89353210174578,-7.85963634504917,54,13.70854961732691,0.141845703125,12,0.000244140625,-10.747081271056274,35.52920202873366,exit,0.425537109375
validation,15,high_vol,exit_sma60,1976,43,1976,1976,43,20,False,-0.4098212913858865,-20.4098212913859,-119.75285506894804,24.595141700404856,0.8249830396290415,3,-29.122592993500614,-25.813075300590217,5.575577733650802,0.911290170902215,-0.8451195149310162,-5.830602555186115,-8.086020259824023,54,8.712771702114718,0.14697265625,12,0.000244140625,-6.286225432972967,23.313117822736935,exit,0.425537109375
validation,15,high_vol,focus24,713,42,713,713,42,20,False,-5.600733764211717,-25.60073376421173,-141.3769528119557,20.476858345021036,0.8083031168999776,3,-44.00125670103718,-39.44152084509364,12.66806978883736,1.0140192727454933,-1.096801124305532,-3.464781972487141,-5.5107492178749995,54,18.400522936825446,0.239013671875,12,0.000244140625,-26.87053435646871,68.9840836268254,parameter,0.904296875
validation,15,high_vol,focus36,270,38,270,270,38,20,False,-48.64095162759455,-68.64095162759455,-143.84230429099307,16.666666666666664,0.4986516727046655,2,-27.239240518567655,-89.51521823782898,29.118419289196602,0.9458429007869287,-1.1027407408483125,-3.309076966195834,-3.880752835294188,54,-41.401711109026905,0.986083984375,12,0.000244140625,-74.6171848172221,-9.247494849586364,parameter,0.986083984375
validation,15,high_vol,focus6,3385,43,3379,3385,43,20,False,8.551399043320043,-11.448600956679968,-139.90823443188913,23.22008862629247,0.9137481658785138,7,-40.002066290684,-15.877039960443794,3.639635689971208,1.054506937942874,-1.0837370730139877,-7.545104398533697,-8.478450474167387,54,28.553465334004034,0.000244140625,12,0.000244140625,19.51532435564301,39.27273215893462,parameter,0.00244140625
validation,15,high_vol,gate_bb20,461,40,461,461,40,20,False,-13.230000809893186,-33.23000080989319,-128.3683262162105,19.95661605206074,0.7379290934885224,0,-30.176932386241496,-52.70095478668052,20.442939145175803,0.8807572960597128,-1.1114831622119443,-2.7011018342160797,-3.3478952402145934,54,-3.053068423651696,0.5751953125,12,0.000244140625,-31.61582393747603,29.002773533973063,context,0.960205078125
validation,15,high_vol,gate_box_break,557,41,557,557,41,20,False,0.07953068539398085,-19.92046931460603,-152.27576213071802,22.800718132854577,0.8631022192498307,2,-49.7525670310574,-40.08216590458796,15.881311987865413,0.980132715145248,-1.0979261882145757,-2.041540821678123,-3.596799436369369,54,29.83209771645137,0.08349609375,12,0.000244140625,-8.943351273042198,68.24956246017965,context,0.41748046875
validation,15,high_vol,gate_close70,833,42,833,833,42,20,False,-3.828767988860044,-23.828767988860054,-146.1526838850302,21.84873949579832,0.8305579339709704,2,-43.95911610962862,-38.584206435448344,12.51389499841466,0.977694528486578,-1.0946397455802714,-3.7043535381992343,-4.612161542056159,54,20.13034812076858,0.218017578125,12,0.000244140625,-12.293247685313144,62.57740082011763,context,0.8720703125
validation,15,high_vol,gate_rvol2,602,41,602,602,41,20,False,-13.175082964152047,-33.17508296415206,-148.7024757546562,20.09966777408638,0.7657240344298782,3,-42.88872721353386,-49.94136197445983,15.232990571392754,0.9952619108390076,-1.0981105592106282,-3.5557313239611865,-4.17881469970075,54,9.713644249381803,0.320068359375,12,0.000244140625,-28.18409521041133,49.25395077228733,context,0.960205078125
validation,15,high_vol,gate_tr15,368,40,368,368,40,20,False,-23.037605718529004,-43.037605718529015,-154.9445646285302,18.75,0.7147273849073212,2,-53.67305779287068,-60.44059051985482,15.682738828316731,0.9330747949795161,-1.1014181637678726,-2.9344399388391285,-2.979041426885709,54,10.635452074341663,0.367919921875,12,0.000244140625,-48.30154124994894,69.99800841864399,context,0.960205078125
validation,15,high_vol,ma21,2363,43,2363,2363,43,20,False,-6.8213540344252355,-26.82135403442524,-123.36225736526484,24.798984341938212,0.7720473508669421,2,-28.70417960035188,-32.791215575880706,6.525970479192841,0.8228587416771478,-1.012537405412084,-9.908157462704303,-10.196777512256617,54,1.8828255659266353,0.415283203125,12,0.000244140625,-13.600954749566023,19.691439605511675,parameter,0.904296875
validation,15,high_vol,ma55,1593,43,1593,1593,43,20,False,-6.061965859349245,-26.06196585934925,-151.98490563292475,20.025109855618332,0.8228391395210839,3,-37.209617614823046,-33.054364341245154,5.725168239102044,1.0438446384748437,-1.1044949352312683,-6.942910273718372,-8.716894424772025,54,11.147651755473792,0.22607421875,12,0.000244140625,-17.466983479486245,38.13844989194342,parameter,0.904296875
validation,15,high_vol,signal13,1592,43,1592,1592,43,20,False,-1.5326568445928002,-21.532656844592807,-140.48764821741887,22.236180904522612,0.839191294203986,5,-37.00900142099974,-28.522759810452513,6.1728001985977565,0.9761285624024005,-1.0908427714007112,-4.981611687493681,-6.624439711970254,54,15.476344576406925,0.076171875,12,0.000244140625,-3.296470686943038,35.243386747931446,parameter,0.45703125
validation,15,high_vol,signal5,2444,43,2444,2444,43,20,False,9.938805214763644,-10.061194785236367,-139.47973658463783,22.667757774140753,0.9245423830218391,7,-35.426759406359416,-16.19508191846657,4.959668934022427,1.0281882502475423,-1.0870622251985367,-3.676817027991841,-5.840240857256884,54,25.365564621123045,0.0498046875,12,0.000244140625,-0.23730559208981925,54.331454944437084,parameter,0.3486328125
validation,15,majors,band005,273,2,273,273,2,20,False,14.01254401903964,-5.9874559809603625,-58.76555137776627,18.315018315018314,0.9004812296349021,0,-26.380526548996198,-19.767793136699733,25.034979746449647,1.0524736109436097,-1.2175923550424057,-9.741480438455618,-23.760758584148746,2,20.393070568035835,0.088623046875,12,0.000244140625,-5.174389079635539,46.73800142776534,parameter,0.620361328125
validation,15,majors,band020,410,2,410,410,2,20,False,8.193893221561288,-11.806106778438716,-65.11777927326321,19.024390243902438,0.818761550242664,0,-31.93929266646785,-22.74955827013424,20.206157085906923,1.134325069678256,-1.2230719621244783,-24.564060372007713,-37.27461122657165,2,20.133185888029132,0.0546875,12,0.000244140625,-1.705585018055468,42.99421224094438,parameter,0.4375
validation,15,majors,band030,478,2,478,478,2,20,False,4.378387492976087,-15.621612507023917,-65.73062074202161,18.619246861924683,0.7638711543697277,0,-22.293081501421764,-25.85696698129096,19.932649122449124,1.0718923388693695,-1.222281318376679,-34.24256773240093,-43.80354463502233,2,6.671468994397846,0.355712890625,12,0.000244140625,-19.521438640131468,24.469486249662925,parameter,1.0
validation,15,majors,base,324,2,324,324,2,20,False,10.563259602077506,-9.436740397922497,-62.09735064857334,19.1358024691358,0.849487453732782,0,-22.26590202425254,-21.097472485316832,21.526943607120433,1.083181082984233,-1.219041229699923,-16.560545146050455,-29.425973480230372,2,12.82916162633004,0.185791015625,12,0.000244140625,-13.95523173131216,39.90160611253077,baseline,0.185791015625
validation,15,majors,exit_chandelier,324,2,324,324,2,20,False,16.221417781274333,-3.7785822187256697,-38.81344074638969,31.17283950617284,0.9140965780864901,0,-23.653856057775236,-11.470142533335135,18.86537454441008,1.0067900944988013,-0.8001991292042426,-6.791875380479007,-19.354211485689767,2,19.87527383904957,0.045166015625,12,0.000244140625,-0.22374420884865803,39.22986324810863,exit,0.135498046875
validation,15,majors,exit_fixed3r,324,2,304,324,2,20,False,8.774013940429757,-11.225986059570252,-67.33594237140647,28.39506172839506,0.8319806882662423,0,-22.564871660840154,-16.74101925011321,9.642467225558695,1.1277696291548647,-1.2383402656974285,-16.45063175153343,-19.16567939194381,2,11.338885601269908,0.18701171875,12,0.000244140625,-8.05569718788038,32.946841142092524,exit,0.18701171875
validation,15,majors,exit_sma60,324,2,324,324,2,20,False,19.821859285656117,-0.17814071434388565,-53.36641871813761,21.604938271604937,0.9967001475194462,0,-19.904540573973925,-11.215049648884529,20.319301680897826,1.0227950023732948,-1.0150164888822064,-2.4966820606235895,-22.46642851991647,2,19.72639985963004,0.05517578125,12,0.000244140625,-1.2053599391324998,42.3567114947312,exit,0.135498046875
validation,15,majors,focus24,115,2,115,115,2,20,False,8.01074814207787,-11.989251857922133,-61.75102344015303,17.391304347826086,0.8124281070461901,0,-23.383622068891025,-32.77552902613032,38.381820110964355,0.9895042827838212,-1.253558591449458,-7.538431921179822,-14.156458074538204,2,11.394370210968887,0.29345703125,12,0.000244140625,-29.927173663044183,43.29986000457329,parameter,1.0
validation,15,majors,focus36,44,2,44,44,2,20,False,5.690088901903933,-14.309911098096075,-70.22598741002082,15.909090909090908,0.7835576056753543,0,-21.370194492945867,-51.46680034097157,64.95177114335459,0.8053224227072251,-1.2556196585931185,-3.049066909879361,-6.915218310237603,2,7.06028339484979,0.44970703125,12,0.000244140625,-58.45354223497995,76.22299535275585,parameter,1.0
validation,15,majors,focus6,527,2,527,527,2,20,False,3.3844730395227787,-16.615526960477226,-64.03906892877619,18.026565464895636,0.7395932805076705,0,-23.046496422538848,-25.304581720979673,18.107457628068467,1.12046227119216,-1.213721588246641,-38.09010316223067,-44.17840777482175,2,6.4309694620616265,0.265625,12,0.000244140625,-13.695707815223384,24.885545222565167,parameter,1.0
validation,15,majors,gate_bb20,91,2,91,91,2,20,False,-10.309193206620387,-30.309193206620392,-57.81244269644546,13.186813186813188,0.47915334171647417,0,-42.79943898521109,-50.28251644000852,65.68761697390687,0.9928249710479636,-1.3198734798179026,-13.219556402313914,-17.721308637376165,2,12.490245778590694,0.208251953125,12,0.000244140625,-13.63265085059656,44.3277249012685,context,0.8330078125
validation,15,majors,gate_box_break,88,2,88,88,2,20,False,19.8866127660211,-0.11338723397890828,-69.78052911111364,20.454545454545457,0.9983785980626334,0,-8.108829289106124,-21.952188584521423,30.207634984271397,1.1039238878585147,-1.239698848088316,-0.6803172934167323,-8.563714859736615,2,7.99544205512722,0.355224609375,12,0.000244140625,-35.95188770639873,53.95493772029236,context,1.0
validation,15,majors,gate_close70,134,2,134,134,2,20,False,26.664606518998085,6.664606518998079,-63.07422011469053,20.149253731343283,1.107211547520832,0,-19.321690391364598,-16.32901240208629,32.87633972210146,1.1946308656818068,-1.239921647578555,2.894926369098627,-10.78373150230596,2,25.986296910362675,0.1064453125,12,0.000244140625,-8.07330179673359,72.22349012016666,context,0.5322265625
validation,15,majors,gate_rvol2,118,2,118,118,2,20,False,-7.922984793687236,-27.92298479368724,-67.68897205120915,15.254237288135593,0.5976102047962305,0,-9.932618809903893,-43.8870511674829,35.80499919943963,1.0043437934846684,-1.2510672214229044,-15.382967449463102,-18.648948952807622,2,-17.990365983783345,0.743408203125,12,0.000244140625,-68.30178712084542,32.60384316326489,context,1.0
validation,15,majors,gate_tr15,80,2,80,80,2,20,False,6.043303570105311,-13.956696429894691,-67.40076865550225,18.75,0.7934489957630936,0,5.267605349129033,-35.31099563948893,37.360233396802286,0.951450167846043,-1.2585865013770612,-5.887745862753513,-14.032103534917928,2,-19.224301779023723,0.707275390625,12,0.000244140625,-80.76375504611119,47.507337955386355,context,1.0
validation,15,majors,ma21,369,2,369,369,2,20,False,10.537222669571912,-9.462777330428093,-53.279515522071094,22.493224932249323,0.8276119468180352,0,-24.63063078015725,-16.120612719641777,14.366809542904676,0.9491747980290948,-1.1624969530894391,-17.80738185132218,-23.69002006674651,2,15.167853449729163,0.032958984375,12,0.000244140625,1.8603177466833924,27.689014015605036,parameter,0.32470703125
validation,15,majors,ma55,255,2,255,255,2,20,False,-3.251982780151255,-23.251982780151266,-76.11162520283153,18.43137254901961,0.689546199013861,0,-25.337376950649645,-36.58083693922534,24.975404881769467,0.985661985224018,-1.2223806692385035,-25.46567083013185,-28.675015098296896,2,2.0853941704983816,0.446533203125,12,0.000244140625,-29.90188665563808,27.13740448811731,parameter,1.0
validation,15,majors,signal13,271,2,271,271,2,20,False,13.366867571937169,-6.633132428062831,-60.97362260284343,18.81918819188192,0.8917945510073468,0,-21.755060902692552,-20.56852114501806,25.07436916598092,1.0569622084898045,-1.227029378732395,-10.44701077405854,-25.263793388190734,2,15.121928474629721,0.18505859375,12,0.000244140625,-15.087505114193,46.49643452829507,parameter,1.0
validation,15,majors,signal5,392,2,392,392,2,20,False,12.218493454188057,-7.781506545811947,-60.99193532649592,19.132653061224488,0.8739039783755655,0,-25.474698476693383,-19.318359163961613,21.11834499444155,1.192088045129048,-1.2152721144777692,-16.20232184726835,-28.14564174453703,2,17.693191930881436,0.032470703125,12,0.000244140625,1.3234416834697071,35.1184903677686,parameter,0.32470703125
validation,15,owner_illustration,band005,132,2,132,132,2,20,False,35.081238220263614,15.0812382202636,-121.12642739733279,28.030303030303028,1.1086088551813351,1,-58.13554131045379,-31.830012948119332,30.003889828274787,1.1087963481911676,-1.0605589582429729,3.809826361246671,-22.161213796325107,2,73.21677953071737,0.03125,7,0.0078125,16.73987056574903,144.2728040645733,parameter,0.21875
validation,15,owner_illustration,band020,200,2,200,200,2,20,False,21.649474618309124,1.649474618309116,-116.48303484029341,28.499999999999996,1.0112686480171416,1,-78.0982808897144,-31.63554072310673,22.165230237247613,1.151148505072788,-1.0557352819821002,-7.642808090910935,-29.767667345946293,2,79.74775550802352,0.0234375,7,0.0078125,34.0409116199473,129.69296860882343,parameter,0.2109375
validation,15,owner_illustration,band030,241,2,240,241,2,20,False,-1.6465286623576665,-21.646528662357685,-130.5058792585778,26.970954356846473,0.8624287653627642,1,-60.53974941138957,-47.84536603319777,18.867365803394527,1.1016504517046322,-1.06353744106097,-28.38058842754938,-42.55461623744985,2,38.89322074903189,0.046875,7,0.0078125,2.8183023437100014,81.16640728116022,parameter,0.28125
validation,15,owner_illustration,base,168,2,168,168,2,20,False,25.372506238255763,5.372506238255753,-117.98890466327538,27.976190476190478,1.0375626548226873,1,-48.12534784451862,-31.954660102426494,24.768501360555167,0.9998016261873904,-1.0578691407933332,-3.2653108197746583,-27.088035651641064,2,53.49785408277435,0.03125,7,0.0078125,10.989402332211775,108.25920857496894,baseline,0.03125
validation,15,owner_illustration,exit_chandelier,168,2,167,168,2,20,False,10.871627130287239,-9.128372869712775,-69.37523663416488,34.523809523809526,0.916149021425173,1,-43.41141216799359,-33.62002261191565,23.954564606111013,0.9230683471055918,-0.5670696936714361,-10.800579256626941,-25.370416929245,2,34.28303929828081,0.1796875,7,0.0078125,-30.107025491895538,92.92175018325284,exit,0.359375
validation,15,owner_illustration,exit_fixed3r,168,2,153,168,2,20,False,-0.3738784870800304,-20.373878487080052,-145.96764165860475,26.785714285714285,0.8807529586833004,0,-56.356400524539616,-47.37623579179778,17.381889369154617,1.0967937914239605,-1.075408931968313,-8.459059380983591,-28.7948827808293,2,35.98252203745957,0.1796875,7,0.0078125,-23.203301640389995,115.77735274212388,exit,0.359375
validation,15,owner_illustration,exit_sma60,168,2,167,168,2,20,False,40.62736937961652,20.6273693796165,-105.29720648255967,30.357142857142854,1.1619569120507032,1,-28.494095207626504,-11.506481853465862,21.5745864311194,0.9574317485146252,-0.7784214799828035,10.997003501990843,-20.017194021145123,2,49.12146458724302,0.0234375,7,0.0078125,12.786014281898028,100.77385797312654,exit,0.0703125
validation,15,owner_illustration,focus24,49,2,49,49,2,20,False,35.01642813524965,15.016428135249626,-136.64026283136232,22.448979591836736,1.0884535612706645,0,-128.23323715201218,-108.56431078321843,63.28188041268954,0.9221589752662068,-1.071759927098027,-0.026146616545918988,-15.32614374946909,2,143.24966528726182,0.1171875,7,0.0078125,-18.335502010635278,339.89324748834076,parameter,0.4296875
validation,15,owner_illustration,focus36,20,2,20,20,2,20,False,-76.78508060233631,-96.78508060233631,-128.9348621765618,25.0,0.44015255308390916,0,-185.7684362361043,-193.37545170195176,88.81826711174003,0.9953770483235804,-1.075408931968313,-9.49595963927714,-15.56432484771275,2,88.98335563376797,0.015625,6,0.015625,32.02107083397005,140.10583843809513,parameter,0.15625
validation,15,owner_illustration,focus6,267,2,266,267,2,20,False,17.939255831280242,-2.060744168719773,-124.02582032725373,28.08988764044944,0.986482215198295,1,-60.199354540104075,-27.91408468734556,16.982747999591965,1.0372859467877524,-1.0574553409872884,-14.117146408688175,-31.738979001712796,2,58.138610371384296,0.0234375,7,0.0078125,18.8383996531166,106.82273814982015,parameter,0.2109375
validation,15,owner_illustration,gate_bb20,41,2,41,41,2,20,False,65.55168242370866,45.55168242370867,-91.73954219320656,21.951219512195124,1.3569898179741129,0,39.32214426232838,-95.89471611858202,77.63723977550022,0.7461895364977916,-1.078567901680726,6.670332142382263,-13.925937272698496,2,6.22953816138024,0.46875,7,0.0078125,-93.57459147949601,98.93631819627245,context,0.46875
validation,15,owner_illustration,gate_box_break,49,2,49,49,2,20,False,109.05388647427934,89.05388647427931,-108.85444148074129,32.6530612244898,1.6946815461177442,0,-64.66524313170683,-30.654135855242785,54.23819482495196,1.1117152028713198,-1.0666953104809047,21.257330352035275,-12.518679551209145,2,153.71912960598615,0.03125,6,0.015625,46.93686228390872,328.34909243028636,context,0.15625
validation,15,owner_illustration,gate_close70,67,2,67,67,2,20,False,51.219011234117026,31.219011234117016,-113.5462250985597,29.850746268656714,1.2230343108817665,1,-92.08614340641165,-50.4974539497818,46.412742461498524,1.0852627421980383,-1.0589389013863566,6.998977386656069,-16.866430273470268,2,123.30515464052867,0.0390625,7,0.0078125,40.63354616889631,216.2381655052388,context,0.15625
validation,15,owner_illustration,gate_rvol2,50,2,50,50,2,20,False,114.64218610758441,94.64218610758438,-116.71621396054708,34.0,1.6594316219808218,0,-53.81698233876498,-22.162157046843326,48.485531677850204,1.0858797794604804,-1.060428708313434,22.81184303184873,-12.07023781862835,2,148.45916844634937,0.0859375,7,0.0078125,-4.260970595996254,293.9735234987023,context,0.171875
validation,15,owner_illustration,gate_tr15,32,2,32,32,2,20,False,114.44862700551379,94.44862700551379,-127.20024620879732,28.125,1.6374939298256526,0,-87.94980956546534,-94.87498697946256,74.37162148331173,0.8337533568721334,-1.067678081448578,14.676774053449648,-14.188095307394244,2,182.39843657097913,0.03125,6,0.015625,45.135350491094215,318.7040849335337,context,0.15625
validation,15,owner_illustration,ma21,167,2,167,167,2,20,False,-43.271909606191585,-63.271909606191585,-121.3075321112522,20.958083832335326,0.5732906344201947,0,-49.501817876292186,-93.0398858712559,33.052184712884106,0.7949476518897357,-1.0378465678472195,-43.22420788534118,-49.918162829899906,2,-13.770091729899399,0.6484375,7,0.0078125,-75.9869982921185,69.74550763273793,parameter,0.6484375
validation,15,owner_illustration,ma55,110,2,110,110,2,20,False,50.56353895971968,30.56353895971967,-138.3520719651854,29.09090909090909,1.1892831666481245,1,-38.07573044338985,-32.47584486356843,32.36606645322515,1.2967373630028316,-1.0628161745975933,9.834360062277003,-34.786479015923774,2,68.63926940310954,0.1015625,7,0.0078125,-25.240182187960226,151.4027510573503,parameter,0.4296875
validation,15,owner_illustration,signal13,130,2,130,130,2,20,False,1.2773631573851671,-18.722636842614843,-124.2551258871205,26.923076923076923,0.871901964865419,1,-71.81143687357876,-66.1085107285597,35.98691534425698,1.0497518836837112,-1.0581971211868226,-15.743556609648856,-32.6053195630005,2,53.08880003096392,0.1171875,7,0.0078125,-29.094353016903376,142.173422378008,parameter,0.4296875
validation,15,owner_illustration,signal5,203,2,203,203,2,20,False,9.067958454541653,-10.932041545458354,-119.45760865182729,27.586206896551722,0.9260707296435697,1,-49.41845076893377,-41.70830028190614,22.024223054857586,1.0852627421980383,-1.0559939928981803,-18.100855969422902,-32.444064914050486,2,38.48640922347541,0.0859375,7,0.0078125,-1.3589718088181921,85.2858780230738,parameter,0.4296875
