n,auc,top_n,top_gross_bp,top_net_bp,top_win_pct,top_excess_bp,fold,minutes,cohort,arm,score
3243,0.5020897929015234,325,24.149958284436394,4.1499582844364005,23.384615384615383,65.56448307422826,development,15,all_core,gate_box_break,relative_volume
3243,0.5003321670822422,325,45.490846936664084,25.490846936664077,21.846153846153847,68.40450360113988,development,15,all_core,gate_box_break,tr_expansion
3243,0.4821113727629592,325,18.252477448677062,-1.7475225513229453,20.0,30.975951227988073,development,15,all_core,gate_box_break,near_zero_bars
5005,0.49876910859638673,501,36.15405740355069,16.154057403550674,23.55289421157685,44.014209620543944,development,15,all_core,gate_close70,relative_volume
5005,0.4908290415630219,501,29.211293275022555,9.211293275022541,23.55289421157685,36.81699471026738,development,15,all_core,gate_close70,tr_expansion
5005,0.4979950717630709,501,3.3085585872286463,-16.691441412771365,21.157684630738522,12.229932858623869,development,15,all_core,gate_close70,near_zero_bars
4527,0.5181523122411582,453,27.5109895975178,7.5109895975177965,24.061810154525386,59.23036976767801,development,15,all_core,gate_rvol2,relative_volume
4527,0.5044815996586941,453,36.83824747606177,16.838247476061767,21.63355408388521,47.373162190549415,development,15,all_core,gate_rvol2,tr_expansion
4527,0.5025301204144716,453,-0.00020649282066868496,-20.000206492820677,23.62030905077263,10.699332917070516,development,15,all_core,gate_rvol2,near_zero_bars
2879,0.5072476210332953,288,56.38216598593734,36.38216598593734,24.305555555555554,88.33246052946441,development,15,all_core,gate_tr15,relative_volume
2879,0.49845808344473563,288,37.72681148388709,17.726811483887086,20.833333333333336,52.80419556590005,development,15,all_core,gate_tr15,tr_expansion
2879,0.4960763913020371,288,10.404427567517008,-9.595572432482996,23.61111111111111,22.174989596509143,development,15,all_core,gate_tr15,near_zero_bars
15718,0.5113091610870111,1572,6.837863026152867,-13.162136973847142,25.954198473282442,23.948414744867218,development,15,all_core,ma21,relative_volume
15718,0.5069431616019597,1572,2.4264998522117747,-17.573500147788234,24.55470737913486,20.40498427976226,development,15,all_core,ma21,tr_expansion
15718,0.5031918999867231,1572,-3.50272790951823,-23.502727909518235,22.455470737913487,7.506516698046331,development,15,all_core,ma21,near_zero_bars
10464,0.5006741102525605,1047,2.2019715428915423,-17.79802845710847,17.191977077363894,13.195647596011364,development,15,all_core,ma55,relative_volume
10464,0.5005903477494692,1047,-3.460326794028991,-23.460326794029,16.714422158548235,11.862462311099854,development,15,all_core,ma55,tr_expansion
10464,0.5011343215861398,1047,14.641994353647034,-5.35800564635297,19.29321872015282,11.732306424437766,development,15,all_core,ma55,near_zero_bars
10671,0.5100268070663655,1068,32.242890281728975,12.242890281728966,24.719101123595504,41.7431184429454,development,15,all_core,signal13,relative_volume
10671,0.5080785124074052,1068,14.104164369401023,-5.895835630598992,22.659176029962545,30.52910740325956,development,15,all_core,signal13,tr_expansion
10671,0.49733214997234276,1068,-1.6635795929790762,-21.663579592979083,20.037453183520597,2.8961235234693867,development,15,all_core,signal13,near_zero_bars
16058,0.506237041864249,1606,15.195580190342733,-4.804419809657275,23.41220423412204,28.716783866820602,development,15,all_core,signal5,relative_volume
16058,0.5072096039606286,1606,9.173319607737929,-10.826680392262077,22.47820672478207,19.424359971876154,development,15,all_core,signal5,tr_expansion
16058,0.49357829675576315,1606,-3.801850533093379,-23.801850533093383,20.54794520547945,1.2253220467494714,development,15,all_core,signal5,near_zero_bars
2874,0.5110388405428523,288,45.14397982145626,25.143979821456238,23.26388888888889,-5.136330615542398,development,15,high_vol,band005,relative_volume
2874,0.5199740062529895,288,8.22724693729928,-11.772753062700733,18.75,-22.51060140878588,development,15,high_vol,band005,tr_expansion
2874,0.5080054974261311,288,6.840276402846421,-13.159723597153588,21.875,-25.177462533734076,development,15,high_vol,band005,near_zero_bars
4326,0.5041809960426483,433,20.637329812632377,0.6373298126323604,23.325635103926096,32.147715670078895,development,15,high_vol,band020,relative_volume
4326,0.5031852792541377,433,6.570251446840019,-13.429748553159989,22.170900692840647,23.2794190211342,development,15,high_vol,band020,tr_expansion
4326,0.4820248372776199,433,13.952817633351696,-6.047182366648317,23.325635103926096,8.084172685626003,development,15,high_vol,band020,near_zero_bars
4981,0.512447445475761,499,-14.047814218594139,-34.047814218594155,23.04609218436874,-3.1292187462629055,development,15,high_vol,band030,relative_volume
4981,0.5016227685205024,499,-10.046885339918326,-30.046885339918337,21.64328657314629,11.679403742730912,development,15,high_vol,band030,tr_expansion
4981,0.47695929025762945,499,-5.637171646975504,-25.637171646975517,21.442885771543086,13.002005893976952,development,15,high_vol,band030,near_zero_bars
3411,0.5020672490857375,342,30.98565637480455,10.985656374804533,22.22222222222222,16.745978691939182,development,15,high_vol,base,relative_volume
3411,0.5135686712718407,342,9.814368876480165,-10.185631123519846,20.760233918128655,4.924102848590111,development,15,high_vol,base,tr_expansion
3411,0.4857242990654206,342,33.74582182294616,13.74582182294614,23.976608187134502,17.272840294933804,development,15,high_vol,base,near_zero_bars
3411,0.4889941233525418,342,-12.037710601324825,-32.03771060132483,28.07017543859649,-9.208737717987775,development,15,high_vol,exit_chandelier,relative_volume
3411,0.4986478005363154,342,-22.42591123086036,-42.42591123086037,27.485380116959064,-17.00415030817749,development,15,high_vol,exit_chandelier,tr_expansion
3411,0.48120104491845234,342,12.100928869894174,-7.899071130105832,29.82456140350877,14.264456932562847,development,15,high_vol,exit_chandelier,near_zero_bars
3411,0.4997362249820235,342,2.901197498091289,-17.098802501908725,28.362573099415204,-3.912753733352267,development,15,high_vol,exit_fixed3r,relative_volume
3411,0.5065252700080578,342,-20.783339649014025,-40.783339649014046,26.31578947368421,-12.981483163984784,development,15,high_vol,exit_fixed3r,tr_expansion
3411,0.48836115316656487,342,6.722242438027584,-13.277757561972429,28.07017543859649,13.447448434929694,development,15,high_vol,exit_fixed3r,near_zero_bars
3411,0.5077150771897198,342,-2.7039692108887667,-22.703969210888776,22.514619883040936,-11.833455159814056,development,15,high_vol,exit_sma60,relative_volume
3411,0.5137836350978321,342,-20.98894038846736,-40.98894038846737,21.052631578947366,-30.087092100809286,development,15,high_vol,exit_sma60,tr_expansion
3411,0.5039390856024498,342,29.449918216150706,9.4499182161507,26.900584795321635,26.81551504472793,development,15,high_vol,exit_sma60,near_zero_bars
1319,0.5155913978494624,132,52.74907029759847,32.74907029759846,23.484848484848484,101.00716697534767,development,15,high_vol,focus24,relative_volume
1319,0.5185587262200165,132,53.080618434487775,33.080618434487754,24.242424242424242,93.53967733287658,development,15,high_vol,focus24,tr_expansion
1319,0.4917769506479184,132,56.04502901797232,36.0450290179723,25.0,47.73941711476693,development,15,high_vol,focus24,near_zero_bars
518,0.5265177213709206,52,9.71547060386972,-10.284529396130297,23.076923076923077,45.22115327708018,development,15,high_vol,focus36,relative_volume
518,0.5232424845011112,52,-46.93613482940156,-66.93613482940157,17.307692307692307,0.31404033872969844,development,15,high_vol,focus36,tr_expansion
518,0.5677623113814482,52,177.13395869197868,157.13395869197868,25.0,197.3751485791185,development,15,high_vol,focus36,near_zero_bars
5602,0.49847745653383974,561,3.1198469124338577,-16.88015308756615,21.92513368983957,-0.07112267605057702,development,15,high_vol,focus6,relative_volume
5602,0.5024219549639394,561,-10.805693640193788,-30.80569364019379,21.03386809269162,-21.848507650514662,development,15,high_vol,focus6,tr_expansion
5602,0.4843017360935758,561,7.975460524904434,-12.024539475095576,20.32085561497326,-13.382869003946091,development,15,high_vol,focus6,near_zero_bars
678,0.5171983392894681,68,101.99905401476029,81.99905401476028,20.588235294117645,-4.634603151227974,development,15,high_vol,gate_bb20,relative_volume
678,0.5195764137061173,68,117.19099735914584,97.19099735914581,20.588235294117645,17.742908907165436,development,15,high_vol,gate_bb20,tr_expansion
678,0.498213159554341,68,3.3346061922436614,-16.665393807756356,26.47058823529412,-28.00891492221592,development,15,high_vol,gate_bb20,near_zero_bars
845,0.49748323471400396,85,58.14651050318197,38.14651050318197,27.058823529411764,38.45855332727107,development,15,high_vol,gate_box_break,relative_volume
845,0.49732544378698224,85,129.35204589959568,109.35204589959568,21.176470588235293,104.72693870839328,development,15,high_vol,gate_box_break,tr_expansion
845,0.48824457593688364,85,145.50504326927387,125.50504326927388,29.411764705882355,68.03018315584846,development,15,high_vol,gate_box_break,near_zero_bars
1241,0.46319967910877,125,42.34252544746158,22.342525447461572,20.0,-26.605425491425013,development,15,high_vol,gate_close70,relative_volume
1241,0.4770381134017498,125,56.03517559803371,36.03517559803369,20.8,-23.325709052235826,development,15,high_vol,gate_close70,tr_expansion
1241,0.49430872158144884,125,52.767322330400056,32.76732233040005,25.6,-5.507088987364514,development,15,high_vol,gate_close70,near_zero_bars
1152,0.493895962606052,116,44.746889158504636,24.746889158504626,26.72413793103448,-12.603522745445408,development,15,high_vol,gate_rvol2,relative_volume
1152,0.5002816586469204,116,103.66933623565707,83.66933623565707,22.413793103448278,54.6560596282107,development,15,high_vol,gate_rvol2,tr_expansion
1152,0.5041926287137015,116,31.014612595778658,11.014612595778651,27.586206896551722,-4.197498219842268,development,15,high_vol,gate_rvol2,near_zero_bars
750,0.4933382166613874,75,81.81050133047465,61.81050133047465,25.333333333333336,50.09093968335148,development,15,high_vol,gate_tr15,relative_volume
750,0.4553769401330377,75,169.16036466619292,149.16036466619292,20.0,122.03216326237353,development,15,high_vol,gate_tr15,tr_expansion
750,0.4976936173582515,75,90.15584144420369,70.15584144420369,28.000000000000004,22.799853795737302,development,15,high_vol,gate_tr15,near_zero_bars
4130,0.5268838456900188,413,29.200946547372013,9.200946547372002,30.024213075060537,47.19040797139638,development,15,high_vol,ma21,relative_volume
4130,0.513070077144639,413,31.25737756565938,11.257377565659365,29.055690072639223,47.447678253820754,development,15,high_vol,ma21,tr_expansion
4130,0.511161031993934,413,-22.939099776651993,-42.93909977665199,23.002421307506054,-13.960698395378829,development,15,high_vol,ma21,near_zero_bars
2664,0.49811819698530896,267,3.0365200798105265,-16.963479920189496,16.853932584269664,60.78891876869961,development,15,high_vol,ma55,relative_volume
2664,0.4996316142906468,267,-40.39827591568139,-60.398275915681396,17.228464419475657,-10.258280641603191,development,15,high_vol,ma55,tr_expansion
2664,0.49585396157370026,267,42.31476426722836,22.314764267228348,23.220973782771537,22.45362575294714,development,15,high_vol,ma55,near_zero_bars
2797,0.5074264694517859,280,28.244871945056648,8.244871945056635,21.785714285714285,16.37898948373178,development,15,high_vol,signal13,relative_volume
2797,0.5155244895751225,280,15.163166223997898,-4.836833776002128,19.642857142857142,60.38982408279948,development,15,high_vol,signal13,tr_expansion
2797,0.4971136458478231,280,22.84930339373342,2.849303393733401,21.785714285714285,36.27713555077196,development,15,high_vol,signal13,near_zero_bars
4199,0.5094205397804488,420,14.622450799131242,-5.377549200868775,23.095238095238095,16.30931417644133,development,15,high_vol,signal5,relative_volume
4199,0.5094607445389644,420,-2.923362798800489,-22.9233627988005,21.428571428571427,1.2987130614759888,development,15,high_vol,signal5,tr_expansion
4199,0.48023254963958595,420,12.943687801527854,-7.056312198472157,21.904761904761905,14.162362786984044,development,15,high_vol,signal5,near_zero_bars
641,0.4861545410325898,65,-7.186547169045322,-27.186547169045326,15.384615384615385,-26.40660730904285,development,15,majors,band005,relative_volume
641,0.4907754846779237,65,-14.430376688948407,-34.43037668894841,16.923076923076923,-41.39243533898099,development,15,majors,band005,tr_expansion
641,0.5153133903133903,65,-8.298096924578982,-28.29809692457898,13.846153846153847,-14.600516427839139,development,15,majors,band005,near_zero_bars
912,0.5355963617107435,92,37.6732561510144,17.673256151014396,23.91304347826087,19.44939656351596,development,15,majors,band020,relative_volume
912,0.5188767404915429,92,73.57399652493822,53.57399652493822,31.521739130434785,55.849222142412984,development,15,majors,band020,tr_expansion
912,0.5051630688720681,92,-13.608372233826975,-33.608372233826984,18.478260869565215,2.6456137135584865,development,15,majors,band020,near_zero_bars
1042,0.5629160755211176,105,14.246091305940805,-5.753908694059198,26.666666666666668,10.729636928365274,development,15,majors,band030,relative_volume
1042,0.5663107348202439,105,29.34665874898758,9.346658748987572,30.476190476190478,26.442277134739385,development,15,majors,band030,tr_expansion
1042,0.5048938235581314,105,2.0844035922586666,-17.91559640774134,22.857142857142858,12.164111056290047,development,15,majors,band030,near_zero_bars
754,0.5430017276659356,76,27.191965702220795,7.191965702220782,18.421052631578945,26.086224727326186,development,15,majors,base,relative_volume
754,0.5280408758408587,76,43.23161371554897,23.231613715548967,26.31578947368421,36.901496782561026,development,15,majors,base,tr_expansion
754,0.5233296166051977,76,-20.02895393335086,-40.02895393335085,14.473684210526317,-8.787819811965518,development,15,majors,base,near_zero_bars
754,0.5260498396249692,76,-1.1810352664773394,-21.181035266477345,23.684210526315788,0.21821951590359154,development,15,majors,exit_chandelier,relative_volume
754,0.515312114483099,76,15.800304236376597,-4.199695763623405,31.57894736842105,17.36164866967083,development,15,majors,exit_chandelier,tr_expansion
754,0.5117098445595855,76,-8.26215455837872,-28.26215455837872,18.421052631578945,-2.486241925047723,development,15,majors,exit_chandelier,near_zero_bars
754,0.5304975011358474,76,-3.0928552200386563,-23.09285522003866,25.0,6.269973785084014,development,15,majors,exit_fixed3r,relative_volume
754,0.5226317582916856,76,28.054464495418536,8.054464495418525,35.526315789473685,29.904988048308827,development,15,majors,exit_fixed3r,tr_expansion
754,0.5253199303346964,76,-20.443790669631852,-40.44379066963185,18.421052631578945,-19.090303263421067,development,15,majors,exit_fixed3r,near_zero_bars
754,0.5564332247557003,76,13.447252148306662,-6.552747851693342,23.684210526315788,16.763954326724246,development,15,majors,exit_sma60,relative_volume
754,0.5413215449046068,76,28.712868806246956,8.712868806246949,25.0,29.19762863275921,development,15,majors,exit_sma60,tr_expansion
754,0.5077361563517915,76,-17.60028373324283,-37.60028373324282,15.789473684210526,-19.860316525241693,development,15,majors,exit_sma60,near_zero_bars
303,0.5637735849056604,31,11.99722462956198,-8.002775370438018,22.58064516129032,28.231600298569738,development,15,majors,focus24,relative_volume
303,0.5215094339622641,31,18.282188098955157,-1.7178119010448454,29.03225806451613,31.324842333429338,development,15,majors,focus24,tr_expansion
303,0.47920754716981134,31,-15.096609328114557,-35.09660932811455,16.129032258064516,-23.636631617572984,development,15,majors,focus24,near_zero_bars
130,0.5595286468915075,13,16.897559936865836,-3.1024400631341633,30.76923076923077,36.8364592962181,development,15,majors,focus36,relative_volume
130,0.5440877691995124,13,-32.96414542865385,-52.96414542865385,15.384615384615385,-22.07684339956268,development,15,majors,focus36,tr_expansion
130,0.4207639171068671,13,-1.8754360348872434,-21.875436034887247,23.076923076923077,21.918612620802094,development,15,majors,focus36,near_zero_bars
1195,0.5375701426233341,120,36.89718361002959,16.897183610029593,20.833333333333336,23.560594916037623,development,15,majors,focus6,relative_volume
1195,0.5185001169043723,120,39.915030770814,19.915030770813992,24.166666666666668,30.822558946009618,development,15,majors,focus6,tr_expansion
1195,0.5045422219624347,120,-9.913676352952248,-29.913676352952248,17.5,-3.1423041546626007,development,15,majors,focus6,near_zero_bars
170,0.4956140350877193,17,-35.19133388973831,-55.19133388973832,11.76470588235294,-28.731855697971945,development,15,majors,gate_bb20,relative_volume
170,0.5007309941520468,17,-37.045598490444654,-57.045598490444654,11.76470588235294,-31.74693029818255,development,15,majors,gate_bb20,tr_expansion
170,0.5674342105263158,17,-21.491463411109702,-41.491463411109706,5.88235294117647,-15.866483466715856,development,15,majors,gate_bb20,near_zero_bars
141,0.588811630847029,15,39.20589301762231,19.205893017622298,26.666666666666668,23.550303446218827,development,15,majors,gate_box_break,relative_volume
141,0.6201011378002529,15,30.581340409813855,10.581340409813851,26.666666666666668,11.213637655478852,development,15,majors,gate_box_break,tr_expansion
141,0.5140644753476612,15,0.39788371619827195,-19.602116283801728,26.666666666666668,29.073342231371686,development,15,majors,gate_box_break,near_zero_bars
260,0.5737863037187868,26,6.459356418856161,-13.540643581143842,26.923076923076923,25.720722678458046,development,15,majors,gate_close70,relative_volume
260,0.5436716321937627,26,9.1229216635951,-10.877078336404907,34.61538461538461,25.36261562885874,development,15,majors,gate_close70,tr_expansion
260,0.4891222805701425,26,-46.9799712936306,-66.9799712936306,0.0,-19.393748844206584,development,15,majors,gate_close70,near_zero_bars
336,0.5167742310599454,34,4.475293988178496,-15.52470601182151,20.588235294117645,-1.9980239507185904,development,15,majors,gate_rvol2,relative_volume
336,0.531949531949532,34,13.96600115483361,-6.033998845166394,23.52941176470588,17.44323899553762,development,15,majors,gate_rvol2,tr_expansion
336,0.5312227455084598,34,-6.24506512980516,-26.24506512980516,26.47058823529412,-2.0292398794565742,development,15,majors,gate_rvol2,near_zero_bars
215,0.5225797728501893,22,8.268242008240332,-11.731757991759679,18.181818181818183,-16.123946049643976,development,15,majors,gate_tr15,relative_volume
215,0.5577339102217415,22,4.133317590454845,-15.86668240954516,18.181818181818183,-3.158352966728226,development,15,majors,gate_tr15,tr_expansion
215,0.4739048134126555,22,-25.796694958196202,-45.796694958196206,18.181818181818183,-16.664719426121323,development,15,majors,gate_tr15,near_zero_bars
938,0.522464086778071,94,30.400762444354584,10.400762444354593,25.53191489361702,35.192522736262596,development,15,majors,ma21,relative_volume
938,0.5000219876868953,94,26.806100472453917,6.80610047245391,25.53191489361702,32.774381228805886,development,15,majors,ma21,tr_expansion
938,0.5044891527411316,94,-2.909445337543068,-22.909445337543065,17.02127659574468,10.442126994224992,development,15,majors,ma21,near_zero_bars
573,0.5065102369450195,58,25.107140318481537,5.107140318481535,13.793103448275861,24.197620165866923,development,15,majors,ma55,relative_volume
573,0.49714745801702326,58,35.01350829017203,15.013508290172028,13.793103448275861,28.302701398070393,development,15,majors,ma55,tr_expansion
573,0.5556820795951231,58,31.21510198275536,11.215101982755352,18.96551724137931,21.938542147034582,development,15,majors,ma55,near_zero_bars
624,0.5424899220882518,63,-2.0732490185013064,-22.073249018501308,17.46031746031746,6.824825528509282,development,15,majors,signal13,relative_volume
624,0.5367956759883584,63,10.450949542011521,-9.549050457988479,25.396825396825395,13.284623802086607,development,15,majors,signal13,tr_expansion
624,0.5233192935519442,63,-21.66357094408156,-41.663570944081556,12.698412698412698,-11.041189610579634,development,15,majors,signal13,near_zero_bars
901,0.5358407518946289,91,37.11350911087292,17.113509110872915,19.78021978021978,49.09196444219544,development,15,majors,signal5,relative_volume
901,0.5188387331634511,91,54.20256077788852,34.20256077788853,26.373626373626376,56.311776812087246,development,15,majors,signal5,tr_expansion
901,0.49865969487374656,91,-19.29487752868052,-39.29487752868052,13.186813186813188,-16.060909157223584,development,15,majors,signal5,near_zero_bars
6118,0.4847544127318045,612,2.8333152448020624,-17.166684755197945,21.568627450980394,7.758264017721968,validation,15,all_core,band005,relative_volume
6118,0.4846925574691965,612,-0.44219774127174066,-20.44219774127175,20.751633986928105,2.9563155361526094,validation,15,all_core,band005,tr_expansion
6118,0.5004610480061711,612,6.021317756880315,-13.978682243119696,21.07843137254902,4.429149642423298,validation,15,all_core,band005,near_zero_bars
9806,0.4889592710580099,981,4.678685893884377,-15.321314106115624,24.057084607543324,-2.347243124029759,validation,15,all_core,band020,relative_volume
9806,0.4871082512737228,981,-8.382121448669897,-28.382121448669906,23.853211009174313,-10.433469010373285,validation,15,all_core,band020,tr_expansion
9806,0.4995245393333644,981,0.031201970043679545,-19.96879802995633,20.998980632008156,-4.686316909536311,validation,15,all_core,band020,near_zero_bars
11725,0.49071592252803264,1173,22.347035960388222,2.3470359603882147,24.04092071611253,29.235039610816624,validation,15,all_core,band030,relative_volume
11725,0.4874586748216106,1173,2.337922678308338,-17.662077321691672,23.273657289002557,3.510032058117025,validation,15,all_core,band030,tr_expansion
11725,0.5073407747196738,1173,11.271765665202485,-8.728234334797524,23.017902813299234,8.022996681156119,validation,15,all_core,band030,near_zero_bars
7526,0.4832858582063093,753,6.124045941588231,-13.875954058411779,22.974767596281538,3.3855089018208124,validation,15,all_core,base,relative_volume
7526,0.48392885021846627,753,-14.005625417835185,-34.0056254178352,21.779548472775563,-16.49393876597581,validation,15,all_core,base,tr_expansion
7526,0.5030748400096053,753,0.8844224556908896,-19.11557754430912,20.849933598937582,0.14238144181758153,validation,15,all_core,base,near_zero_bars
7526,0.4872498512537011,753,15.613722413068992,-4.386277586931011,32.27091633466135,9.227996062194656,validation,15,all_core,exit_chandelier,relative_volume
7526,0.48036751174383513,753,3.4447706868782775,-16.555229313121732,29.482071713147413,-1.273211879898058,validation,15,all_core,exit_chandelier,tr_expansion
7526,0.49010916595132187,753,-1.9341370799123145,-21.93413707991232,26.42762284196547,1.085592528343669,validation,15,all_core,exit_chandelier,near_zero_bars
7526,0.48913525401716945,753,7.382489307436113,-12.617510692563895,26.958831341301458,9.600550967181105,validation,15,all_core,exit_fixed3r,relative_volume
7526,0.48731548484691334,753,-14.48813220298319,-34.4881322029832,23.904382470119522,-8.792982298849877,validation,15,all_core,exit_fixed3r,tr_expansion
7526,0.5081652680194674,753,-1.9153714017580357,-21.915371401758044,25.099601593625497,3.5346446424729527,validation,15,all_core,exit_fixed3r,near_zero_bars
7526,0.4899353485768745,753,9.53204322120368,-10.46795677879633,26.560424966799467,8.205967948636186,validation,15,all_core,exit_sma60,relative_volume
7526,0.47975544403179815,753,-9.604105641589582,-29.60410564158959,23.771580345285525,-7.805885298956983,validation,15,all_core,exit_sma60,tr_expansion
7526,0.49176091453683185,753,0.4892346558298719,-19.510765344170135,21.779548472775563,1.2425825058917073,validation,15,all_core,exit_sma60,near_zero_bars
2625,0.48018644003851496,263,36.843422850995566,16.84342285099556,24.714828897338403,36.201416428358236,validation,15,all_core,focus24,relative_volume
2625,0.4982792926235948,263,6.77327760823544,-13.226722391764573,23.193916349809886,0.9349617250330572,validation,15,all_core,focus24,tr_expansion
2625,0.46055085600681067,263,-18.41102068740251,-38.41102068740253,19.011406844106464,-12.64662027970399,validation,15,all_core,focus24,near_zero_bars
972,0.47976718224700104,98,17.06138152378009,-2.938618476219928,22.448979591836736,-6.405196854762898,validation,15,all_core,focus36,relative_volume
972,0.5036555226461725,98,-26.593943495211928,-46.59394349521194,20.408163265306122,-40.65656534204057,validation,15,all_core,focus36,tr_expansion
972,0.4835614405275826,98,-15.253109770899187,-35.2531097708992,21.428571428571427,0.9636599426626313,validation,15,all_core,focus36,near_zero_bars
12978,0.49654580939911597,1298,16.828661836841125,-3.1713381631588833,24.73035439137134,30.461839985696802,validation,15,all_core,focus6,relative_volume
12978,0.4875580225258355,1298,0.5853519238522895,-19.414648076147717,22.95839753466872,12.340158293078115,validation,15,all_core,focus6,tr_expansion
12978,0.4938298143002988,1298,11.80032386130666,-8.199676138693345,21.80277349768875,15.06285928324722,validation,15,all_core,focus6,near_zero_bars
1701,0.49877691007977404,171,0.7817835695964543,-19.21821643040355,20.46783625730994,-14.830290819333348,validation,15,all_core,gate_bb20,relative_volume
1701,0.4899420818587604,171,-8.83292696744372,-28.832926967443736,21.052631578947366,-25.19641466740942,validation,15,all_core,gate_bb20,tr_expansion
1701,0.47649124502988377,171,-5.429772943045372,-25.42977294304538,18.71345029239766,-21.86296566542357,validation,15,all_core,gate_bb20,near_zero_bars
2145,0.48856070124756373,215,17.43479147250851,-2.565208527491492,26.976744186046513,25.17290117226693,validation,15,all_core,gate_box_break,relative_volume
2145,0.47741449587937906,215,12.920906905442697,-7.079093094557308,26.51162790697674,-10.406552557767663,validation,15,all_core,gate_box_break,tr_expansion
