scope,minutes,arm,trades,frozen_base_return_pct,frozen_40bp_return_pct,frozen_60bp_return_pct,frozen_actual_turnover_return_pct,funding_known_trades,funding_known_fraction,observed_funding_cost_pct,known_cohort_turnover_return_pct,known_cohort_after_observed_funding_pct,funding_unknown_trades,proxy_settlements,ambiguous_settlements,uncertain_funding_range_pct,full_funding_schedule,method
binance,60,dense_sma60,674,-11.58970273885073,-18.839596436722548,-26.089490134594367,-11.585362929805997,77,0.1142433234421365,-0.5837168350216723,1.7172062538780477,2.30092308889972,597,0,46,0.20865280275325934,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,60,focus_3r,468,-12.699211177000539,-15.491065501425114,-18.28291982584969,-12.689303820144797,49,0.1047008547008547,0.05783938477879927,-1.6234852537889473,-1.6813246385677465,419,0,28,0.02746877727332622,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,60,focus_md,429,28.262132523552182,25.557416607226447,22.852700690900704,28.231165675113434,47,0.10955710955710955,-0.24143463046689187,-0.22097137304421716,0.0204632574226747,382,0,22,0.02682738886833452,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,60,focus_sma20,986,1.7154658079333913,-3.6499090042443076,-9.015283816422006,1.7083849673145879,106,0.1075050709939148,-0.006341772666775627,-1.8588846978797284,-1.8525429252129528,880,0,51,0.032374818703844246,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,60,focus_sma60,534,12.905291325954243,9.537928586578689,6.17056584720313,12.889018671890218,50,0.09363295880149813,-1.1561850357753645,0.2397896924884048,1.3959747282637693,484,0,25,0.04576232513400656,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,60,pullback_sma60,641,2.4224904829313836,-3.610705644478968,-9.64390177188932,2.414034796323651,71,0.11076443057722309,-0.3005158359447958,0.3052638547812738,0.6057796907260697,570,0,38,0.07450620072606341,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,60,young_breakout_sma20,15,-2.4498910659960544,-2.632999112140733,-2.816107158285411,-2.4476242829761934,0,0.0,0.0,0.0,0.0,15,0,0,0.0,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,240,dense_sma60,148,16.394619656284238,14.67341698609077,12.9522143158973,16.37650383395822,20,0.13513513513513514,-0.4085756668691805,0.5962274418369453,1.0048031087061258,128,0,42,0.6953900936985399,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,240,focus_3r,172,-7.053865677485599,-8.418314554456936,-9.782763431428274,-7.0481762606820375,24,0.13953488372093023,0.0607228680612285,-2.443228676889421,-2.5039515449506493,148,0,61,0.09445047564867239,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,240,focus_md,114,7.254501230797922,6.352631489246818,5.450761747695715,7.246344859827706,15,0.13157894736842105,0.058132454699957224,-4.246617289598713,-4.304749744298671,99,0,33,0.03052836112997924,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,240,focus_sma20,254,-7.538408396197782,-9.451070446357079,-11.363732496516374,-7.5327826498508275,38,0.14960629921259844,-0.17353334699825854,-3.2122391159918617,-3.0387057689936032,216,0,81,0.161707880600781,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,240,focus_sma60,138,4.540284638811268,3.494072718562775,2.447860798314283,4.534698142252941,18,0.13043478260869565,-0.000552295687743163,-2.217583414997537,-2.217031119309794,120,0,39,0.038274965393626174,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,240,pullback_sma60,143,15.845849932344214,14.319938913876504,12.794027895408794,15.828478171393835,17,0.11888111888111888,-0.35598836309159115,-2.055959107873936,-1.6999707447823453,126,0,34,0.13003540617774906,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
binance,240,young_breakout_sma20,22,0.09855509223575508,-0.08549172703694605,-0.2695385463096472,0.09827249032426022,2,0.09090909090909091,0.004988612170671145,-0.17873140026968926,-0.1837200124403604,20,0,5,0.0018127389529204595,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
combined,60,dense_sma60,636,1.0822713924980598,-5.890462496885623,-12.863196386269305,1.0742163872195452,126,0.19811320754716982,0.24620217784290033,-5.017008772613562,-5.263210950456463,510,481,63,0.07744493910199282,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
combined,60,focus_3r,537,-7.815814821251859,-10.246988928356979,-12.678163035462099,-7.810430180534759,201,0.3743016759776536,0.02455037815055181,-0.28617196858828287,-0.3107223467388347,336,1046,142,0.04666556837316948,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
combined,60,focus_md,437,15.305706166677101,13.139892885401052,10.974079604125004,15.288234647230166,181,0.41418764302059496,-0.19754181868561674,0.768569196169989,0.9661110148556057,256,1400,95,0.0240263821379204,unknown,"same fills and quantities; static attribution, not re-compounded portfolio"
