scope,minutes,arm,feature,bucket,n,win_rate,mean_net_bp,mean_mfe_pct,mean_excess_bp,realized_20pct_rate
okx,60,focus_sma60,regime_breadth,"[0.3, 0.6)",588,0.21258503401360543,-13.760543342003254,5.39711575968546,6.922270458187912,0.006802721088435374
okx,60,focus_sma60,regime_breadth,"[0.6, inf)",182,0.09340659340659341,-156.8920241762968,4.306804514446095,-98.62049008389683,0.005494505494505495
okx,60,focus_md,relative_volume,"[-inf, 1.0)",300,0.16333333333333333,-85.83451140664326,4.242180171808804,-58.52351540767397,0.01
okx,60,focus_md,relative_volume,"[1.0, 2.0)",277,0.22021660649819494,-55.319455665224574,6.097659754882168,-31.770587695684906,0.021660649819494584
okx,60,focus_md,relative_volume,"[2.0, 4.0)",252,0.17857142857142858,-19.78812504567375,7.313311154312502,-24.011952903173043,0.01984126984126984
okx,60,focus_md,relative_volume,"[4.0, inf)",173,0.21965317919075145,450.08906818392694,15.174842942435426,526.0073185095251,0.08092485549132948
okx,60,focus_md,tr_expansion,"[-inf, 1.0)",437,0.17620137299771166,-76.28712943470134,5.130355843509938,-42.11176114385744,0.013729977116704805
okx,60,focus_md,tr_expansion,"[1.0, 2.0)",422,0.2132701421800948,12.577637622489213,7.060294856828148,15.655970173521371,0.030805687203791468
okx,60,focus_md,tr_expansion,"[2.0, 3.0)",89,0.15730337078651685,4.482908101070128,7.80032963858031,37.00751351040802,0.02247191011235955
okx,60,focus_md,tr_expansion,"[3.0, inf)",54,0.2222222222222222,1100.6609686727443,28.042014306372455,1274.9923543819305,0.12962962962962962
okx,60,focus_md,momentum10,"[0.0, 60.0)",381,0.19160104986876642,11.309783600260923,6.340828293160857,60.41784489321888,0.015748031496062992
okx,60,focus_md,momentum10,"[60.0, 90.0)",325,0.18769230769230769,-23.08608212712242,6.478631480352037,-32.374447815237694,0.027692307692307693
okx,60,focus_md,momentum10,"[90.0, inf)",296,0.19932432432432431,118.23955331981338,9.826004164744539,139.63513277944332,0.04391891891891892
okx,60,focus_md,near_zero_bars,"[12.0, 24.0)",586,0.19965870307167236,50.330629528114464,7.850949114515108,67.70067536614103,0.030716723549488054
okx,60,focus_md,near_zero_bars,"[24.0, 48.0)",327,0.1926605504587156,34.64850800829169,7.342532568828146,60.70331959166997,0.024464831804281346
okx,60,focus_md,near_zero_bars,"[48.0, inf)",89,0.14606741573033707,-101.33541999030413,4.8117271062969085,-86.36314716947065,0.02247191011235955
okx,60,focus_md,prior24h_return,"[-inf, 0.0)",26,0.23076923076923078,27.188893560925468,7.263730137233466,-20.11892348716208,0.038461538461538464
okx,60,focus_md,prior24h_return,"[0.0, 0.1)",964,0.19190871369294607,34.233005371469936,7.397840179436729,57.248485256181695,0.026970954356846474
okx,60,focus_md,prior24h_return,"[0.1, 0.3)",12,0.16666666666666666,-158.54748063597495,9.12776058566701,-288.1835467680181,0.08333333333333333
okx,60,focus_md,six_ma_width_atr,"[-inf, 1.0)",402,0.21393034825870647,89.92375201609043,7.593587018633384,65.18649142706172,0.0472636815920398
okx,60,focus_md,six_ma_width_atr,"[1.0, 2.0)",556,0.18165467625899281,7.349613777743945,7.637081054919732,59.69930318353028,0.01618705035971223
okx,60,focus_md,six_ma_width_atr,"[2.0, 3.0)",38,0.07894736842105263,-188.72253207433818,2.5021123305210127,-123.99905841960286,0.0
okx,60,focus_md,six_ma_width_atr,"[3.0, inf)",6,0.5,-209.88645150328924,5.99812116454858,-177.6860372166308,0.0
okx,60,focus_md,higher_permission,"[-inf, 0.5)",911,0.19538968166849616,48.148889233085534,7.631928507469053,66.96821345542592,0.029637760702524697
okx,60,focus_md,higher_permission,"[0.5, inf)",77,0.15584415584415584,-167.33442056468914,4.393635720471243,-118.13607514286957,0.0
okx,60,focus_md,higher_permission,unknown,14,0.21428571428571427,59.0050667992518,9.92223019946337,-53.384990769794776,0.07142857142857142
okx,60,focus_md,regime_breadth,"[-inf, 0.3)",232,0.25,371.82284787613264,13.687049688769074,383.5697768766047,0.09051724137931035
okx,60,focus_md,regime_breadth,"[0.3, 0.6)",588,0.20408163265306123,-34.24469050323811,5.900716198901318,3.557043841852871,0.011904761904761904
okx,60,focus_md,regime_breadth,"[0.6, inf)",182,0.08241758241758242,-188.58276949620534,4.312590059476268,-153.07875100815448,0.0
okx,60,focus_sma20,relative_volume,"[-inf, 1.0)",300,0.23333333333333334,-52.922136527679626,2.5855912604495903,7.3444883441396245,0.0033333333333333335
okx,60,focus_sma20,relative_volume,"[1.0, 2.0)",277,0.2490974729241877,-27.3546888610894,3.6053532306741367,-2.7700715206685507,0.007220216606498195
okx,60,focus_sma20,relative_volume,"[2.0, 4.0)",252,0.24603174603174602,52.08330280893683,5.509231515621104,88.1433002094344,0.031746031746031744
okx,60,focus_sma20,relative_volume,"[4.0, inf)",173,0.27167630057803466,178.73353186943692,7.573930425840897,213.95153458966763,0.057803468208092484
okx,60,focus_sma20,tr_expansion,"[-inf, 1.0)",437,0.2448512585812357,-16.422212272249407,3.1018272644983442,38.57903569512142,0.011441647597254004
okx,60,focus_sma20,tr_expansion,"[1.0, 2.0)",422,0.25355450236966826,14.224809085655648,4.859756229573088,28.303353812715187,0.018957345971563982
okx,60,focus_sma20,tr_expansion,"[2.0, 3.0)",89,0.21348314606741572,65.6897094175702,6.31135506207727,197.51701987809616,0.02247191011235955
okx,60,focus_sma20,tr_expansion,"[3.0, inf)",54,0.2777777777777778,294.8010507241031,9.350931197187224,255.7779029092435,0.1111111111111111
okx,60,focus_sma20,momentum10,"[0.0, 60.0)",381,0.2677165354330709,0.6321286356141604,3.4648005214422093,63.25563218741576,0.010498687664041995
okx,60,focus_sma20,momentum10,"[60.0, 90.0)",325,0.24615384615384617,9.934551618708529,4.304786749766182,32.5233024249966,0.012307692307692308
okx,60,focus_sma20,momentum10,"[90.0, inf)",296,0.22297297297297297,57.846058318208584,5.925107555051066,80.16421380281889,0.04391891891891892
okx,60,focus_sma20,near_zero_bars,"[12.0, 24.0)",586,0.24914675767918087,39.25607568247954,4.895290330687478,85.35611595563108,0.02218430034129693
okx,60,focus_sma20,near_zero_bars,"[24.0, 48.0)",327,0.25382262996941896,6.378148701849273,3.97293098030388,17.598024274630102,0.021406727828746176
okx,60,focus_sma20,near_zero_bars,"[48.0, inf)",89,0.21348314606741572,-50.53608344942358,3.4290782505210773,19.31339581870194,0.011235955056179775
okx,60,focus_sma20,prior24h_return,"[-inf, 0.0)",26,0.3076923076923077,-36.74424349890587,3.481913937791438,-6.728447677923503,0.0
okx,60,focus_sma20,prior24h_return,"[0.0, 0.1)",964,0.245850622406639,22.565746398717508,4.43248302824484,60.255060299478565,0.02074688796680498
okx,60,focus_sma20,prior24h_return,"[0.1, 0.3)",12,0.25,-17.168804079425627,9.12776058566701,-3.5953397984189337,0.08333333333333333
okx,60,focus_sma20,six_ma_width_atr,"[-inf, 1.0)",402,0.2835820895522388,78.23053665854387,4.842624517521308,99.56796082295315,0.03482587064676617
okx,60,focus_sma20,six_ma_width_atr,"[1.0, 2.0)",556,0.22661870503597123,-9.619581496701649,4.348823934541309,41.349050924398185,0.012589928057553957
okx,60,focus_sma20,six_ma_width_atr,"[2.0, 3.0)",38,0.13157894736842105,-129.98797948663338,1.9826441309458962,-53.39766946231459,0.0
okx,60,focus_sma20,six_ma_width_atr,"[3.0, inf)",6,0.5,-94.77360927290754,5.492481335688217,-139.1638014870961,0.0
okx,60,focus_sma20,higher_permission,"[-inf, 0.5)",911,0.24807903402854006,29.053453598728638,4.509758032280877,68.61184870346285,0.021953896816684963
okx,60,focus_sma20,higher_permission,"[0.5, inf)",77,0.24675324675324675,-77.04673966852218,3.54487509685823,-103.81868259956994,0.0
okx,60,focus_sma20,higher_permission,unknown,14,0.21428571428571427,4.06473389095923,6.545112769474554,228.99301952879165,0.07142857142857142
okx,60,focus_sma20,regime_breadth,"[-inf, 0.3)",232,0.2974137931034483,265.54430793378725,8.25941632028201,299.33407554427356,0.07327586206896551
okx,60,focus_sma20,regime_breadth,"[0.3, 0.6)",588,0.2585034013605442,-39.08114786548731,3.3036501800523372,7.871170874942518,0.00510204081632653
okx,60,focus_sma20,regime_breadth,"[0.6, inf)",182,0.14835164835164835,-99.09099421589615,3.3749760245187175,-43.346702692265026,0.005494505494505495
okx,60,focus_3r,relative_volume,"[-inf, 1.0)",300,0.21333333333333335,-85.21278066142293,2.816341923197412,-107.15424875479525,0.0
okx,60,focus_3r,relative_volume,"[1.0, 2.0)",277,0.2779783393501805,-6.633037409524173,3.370886988937504,-78.28058196048617,0.0
okx,60,focus_3r,relative_volume,"[2.0, 4.0)",252,0.25,-1.4548604763060486,3.7183180242193257,-154.49158278818877,0.003968253968253968
okx,60,focus_3r,relative_volume,"[4.0, inf)",173,0.24855491329479767,-41.3104828280239,3.549056651456855,-237.79095330830728,0.0
okx,60,focus_3r,tr_expansion,"[-inf, 1.0)",437,0.2311212814645309,-61.98099704930776,3.049434003860381,-103.84225880328108,0.002288329519450801
okx,60,focus_3r,tr_expansion,"[1.0, 2.0)",422,0.27488151658767773,5.664894996036654,3.5520140056692737,-123.90041762384654,0.0
okx,60,focus_3r,tr_expansion,"[2.0, 3.0)",89,0.20224719101123595,-56.6136341981633,3.6813592694337345,-218.15320490471163,0.0
okx,60,focus_3r,tr_expansion,"[3.0, inf)",54,0.2222222222222222,-95.9407493386256,3.156438345207328,-321.60407440994925,0.0
okx,60,focus_3r,momentum10,"[0.0, 60.0)",381,0.25196850393700787,-25.670855880187354,3.325140777733207,-71.15067970223858,0.0
okx,60,focus_3r,momentum10,"[60.0, 90.0)",325,0.24307692307692308,-41.37018737175947,3.25832343409784,-110.72440542822707,0.0
okx,60,focus_3r,momentum10,"[90.0, inf)",296,0.24324324324324326,-39.488570756652436,3.391241430074555,-242.30292259183057,0.0033783783783783786
okx,60,focus_3r,near_zero_bars,"[12.0, 24.0)",586,0.25597269624573377,-21.146026886087984,3.5200544985818802,-111.05324031894068,0.0
okx,60,focus_3r,near_zero_bars,"[24.0, 48.0)",327,0.24770642201834864,-45.4694956868862,3.065476459188764,-156.27550592347305,0.0030581039755351682
okx,60,focus_3r,near_zero_bars,"[48.0, inf)",89,0.1797752808988764,-86.00479871104478,2.971668285129333,-181.63674221649322,0.0
okx,60,focus_3r,prior24h_return,"[-inf, 0.0)",26,0.3076923076923077,14.034114242726737,3.7555474030773426,-117.21723642713314,0.0
okx,60,focus_3r,prior24h_return,"[0.0, 0.1)",964,0.24481327800829875,-35.849328373228424,3.248575792718653,-122.23571007869492,0.0
okx,60,focus_3r,prior24h_return,"[0.1, 0.3)",12,0.25,-60.05486238841877,8.364159919952137,-1085.4931871682459,0.08333333333333333
okx,60,focus_3r,six_ma_width_atr,"[-inf, 1.0)",402,0.25870646766169153,-34.13757733620658,3.19596425544142,-147.54341770432376,0.0024875621890547263
okx,60,focus_3r,six_ma_width_atr,"[1.0, 2.0)",556,0.24280575539568344,-28.313909811882834,3.466442476711705,-108.00490128630362,0.0
okx,60,focus_3r,six_ma_width_atr,"[2.0, 3.0)",38,0.13157894736842105,-143.89122371055808,2.5043338789161447,-209.9656298006779,0.0
okx,60,focus_3r,six_ma_width_atr,"[3.0, inf)",6,0.5,3.1970859034622756,3.7261467603743625,-660.8262494997853,0.0
okx,60,focus_3r,higher_permission,"[-inf, 0.5)",911,0.24807903402854006,-31.781002513241354,3.3179133872036615,-127.34082811401713,0.0010976948408342481
okx,60,focus_3r,higher_permission,"[0.5, inf)",77,0.23376623376623376,-80.3937563897902,2.9981009332389417,-161.28442510733916,0.0
okx,60,focus_3r,higher_permission,unknown,14,0.21428571428571427,16.306328673884767,5.440596292734603,-284.35564430822967,0.0
okx,60,focus_3r,regime_breadth,"[-inf, 0.3)",232,0.33620689655172414,36.269891792631086,3.9795798058401757,-92.17046378346397,0.0
okx,60,focus_3r,regime_breadth,"[0.3, 0.6)",588,0.2261904761904762,-58.4660967320686,3.1506581549539647,-149.97961648552058,0.0017006802721088435
okx,60,focus_3r,regime_breadth,"[0.6, inf)",182,0.1978021978021978,-49.18172498668355,3.042811569408608,-116.69591670588665,0.0
okx,60,dense_sma60,relative_volume,"[-inf, 1.0)",1194,0.24455611390284757,-17.3013251634659,6.393491913916311,-2.447086991555477,0.010887772194304857
okx,60,dense_sma60,relative_volume,"[1.0, 2.0)",2948,0.22896879240162823,6.2421384163061875,7.264726476195596,-18.131987015741764,0.022727272727272728
okx,60,dense_sma60,relative_volume,"[2.0, 4.0)",3278,0.22818791946308725,44.74925531965289,7.923083925698439,-5.340764032225279,0.03233679072605247
okx,60,dense_sma60,relative_volume,"[4.0, inf)",2468,0.21312803889789303,44.233340910270286,8.726985905492564,56.10787304178177,0.03322528363047002
okx,60,dense_sma60,tr_expansion,"[-inf, 1.0)",1000,0.228,-29.709002199442025,6.11060276826283,-25.716433188009752,0.012
okx,60,dense_sma60,tr_expansion,"[1.0, 2.0)",5027,0.22299582255818579,-7.662942194802743,7.10656351955593,-27.497725469977656,0.022279689675750947
okx,60,dense_sma60,tr_expansion,"[2.0, 3.0)",2518,0.23034154090548054,65.49768828191023,8.418532950092555,20.591366164396057,0.034551231135822084
okx,60,dense_sma60,tr_expansion,"[3.0, inf)",1343,0.23231571109456442,116.83352168974464,10.072337878505039,130.18456517698903,0.04244229337304542
okx,60,dense_sma60,momentum10,"[-inf, 0.0)",48,0.3333333333333333,23.570748843484353,4.4398563041886385,90.22934857576661,0.0
okx,60,dense_sma60,momentum10,"[0.0, 60.0)",3140,0.182484076433121,-24.95399979731921,5.104378879570158,-14.15977252740728,0.018152866242038216
okx,60,dense_sma60,momentum10,"[60.0, 90.0)",2210,0.23800904977375564,10.4137634669764,7.408085315868602,8.622156756412307,0.02398190045248869
okx,60,dense_sma60,momentum10,"[90.0, inf)",4490,0.2507795100222717,68.55450607294846,9.787880175437609,19.458200320033807,0.03518930957683741
okx,60,dense_sma60,near_zero_bars,"[-inf, 12.0)",8591,0.23326737283203353,25.10054650513576,8.007095798930537,-3.0090864325096613,0.027819811430566874
okx,60,dense_sma60,near_zero_bars,"[12.0, 24.0)",742,0.18463611859838275,32.97582385856684,6.025409218461208,73.27829845735285,0.02425876010781671
okx,60,dense_sma60,near_zero_bars,"[24.0, 48.0)",433,0.17321016166281755,31.598561899227672,5.970829726365174,38.62546378466147,0.020785219399538105
okx,60,dense_sma60,near_zero_bars,"[48.0, inf)",122,0.20491803278688525,-1.5495698408360776,5.861724590239717,107.34067589394981,0.01639344262295082
okx,60,dense_sma60,prior24h_return,"[-inf, 0.0)",1988,0.18309859154929578,-15.331671828261939,5.081529055967461,9.70228841678753,0.018611670020120725
okx,60,dense_sma60,prior24h_return,"[0.0, 0.1)",7150,0.23944055944055945,40.01091151932103,7.657852584877077,21.80629942889119,0.026853146853146853
okx,60,dense_sma60,prior24h_return,"[0.1, 0.3)",700,0.23,17.163699172583833,14.938030862275797,-179.38885533556143,0.05285714285714286
okx,60,dense_sma60,prior24h_return,"[0.3, inf)",50,0.08,-280.2651415781554,24.959319430166953,156.95466104433922,0.04
okx,60,dense_sma60,six_ma_width_atr,"[-inf, 1.0)",1716,0.19230769230769232,24.03974514810992,5.971472373484757,11.315348284722361,0.03205128205128205
okx,60,dense_sma60,six_ma_width_atr,"[1.0, 2.0)",4182,0.20157819225251075,15.80382145973651,6.683033200129194,25.842380296894426,0.023194643711142993
okx,60,dense_sma60,six_ma_width_atr,"[2.0, 3.0)",2149,0.21544904606793858,-17.72154796595886,7.349452148186113,-22.637501588024353,0.024662633783154957
okx,60,dense_sma60,six_ma_width_atr,"[3.0, inf)",1841,0.32862574687669743,100.130260005721,12.260102779980297,-13.407244673255658,0.034220532319391636
okx,60,dense_sma60,higher_permission,"[-inf, 0.5)",7072,0.22044683257918551,34.94657530806839,6.928053365311859,19.653616081941568,0.02446266968325792
okx,60,dense_sma60,higher_permission,"[0.5, inf)",2626,0.24371667936024372,1.298229154163514,9.762072346034715,-45.565920569907924,0.03198781416603199
okx,60,dense_sma60,higher_permission,unknown,190,0.22105263157894736,16.045556699833583,10.157462842437864,109.71807538704421,0.05789473684210526
okx,60,dense_sma60,regime_breadth,"[-inf, 0.3)",2389,0.2645458350774383,189.89899416086806,10.446864962720054,143.3459502436615,0.0602762662201758
okx,60,dense_sma60,regime_breadth,"[0.3, 0.6)",4744,0.1937183811129848,-52.76843295982178,5.490774702034497,-30.318699167241988,0.012436762225969646
okx,60,dense_sma60,regime_breadth,"[0.6, inf)",2755,0.25045372050816694,18.244912893481775,9.275687019181834,-47.9881453550916,0.023593466424682397
okx,60,pullback_sma60,relative_volume,"[-inf, 1.0)",2775,0.20072072072072072,-72.94544356357977,5.375326150055956,-76.34256055687946,0.012252252252252252
okx,60,pullback_sma60,relative_volume,"[1.0, 2.0)",2161,0.16844053678852383,-49.33945755646924,5.855649316133632,-32.93493201675354,0.018047200370198982
okx,60,pullback_sma60,relative_volume,"[2.0, 4.0)",1019,0.1717369970559372,-80.70658521357623,5.5767810687922434,-60.10702993281323,0.010794896957801767
okx,60,pullback_sma60,relative_volume,"[4.0, inf)",396,0.16666666666666666,-37.95666331936225,6.365992790347051,-43.372862513757504,0.020202020202020204
okx,60,pullback_sma60,tr_expansion,"[-inf, 1.0)",2224,0.19199640287769784,-69.27480150365649,5.330641149434837,-56.157808317404964,0.011690647482014389
okx,60,pullback_sma60,tr_expansion,"[1.0, 2.0)",3282,0.17824497257769653,-69.71099045403503,5.4045322239319695,-58.55521352571559,0.014320536258379037
okx,60,pullback_sma60,tr_expansion,"[2.0, 3.0)",619,0.17124394184168013,-49.199409429272364,6.491691784107764,-82.49759697495857,0.022617124394184167
okx,60,pullback_sma60,tr_expansion,"[3.0, inf)",226,0.19469026548672566,30.95593351959767,9.570280544231295,39.49903389795262,0.022123893805309734
okx,60,pullback_sma60,momentum10,"[-inf, 0.0)",105,0.18095238095238095,9.71585520156672,3.602350241740799,-3.1439042031185926,0.0
okx,60,pullback_sma60,momentum10,"[0.0, 60.0)",4709,0.17455935442769166,-71.86326193781137,5.091867907313372,-61.041710413413426,0.011892121469526439
okx,60,pullback_sma60,momentum10,"[60.0, 90.0)",1188,0.2138047138047138,-59.48910624517691,7.152572671913496,-76.22254355973296,0.02356902356902357
okx,60,pullback_sma60,momentum10,"[90.0, inf)",349,0.19197707736389685,4.98559086731781,8.37006363178253,57.244963904125214,0.022922636103151862
okx,60,pullback_sma60,near_zero_bars,"[-inf, 12.0)",6093,0.18447398654193337,-70.46724794506106,5.623898865643708,-67.22944730643717,0.01444280321680617
okx,60,pullback_sma60,near_zero_bars,"[12.0, 24.0)",95,0.2,-36.97773381933766,3.9095953937524373,62.1808157613986,0.0
okx,60,pullback_sma60,near_zero_bars,"[24.0, 48.0)",116,0.12931034482758622,259.4415048698432,8.614908325320117,251.9009226311494,0.02586206896551724
okx,60,pullback_sma60,near_zero_bars,"[48.0, inf)",47,0.0851063829787234,-75.37044251857813,2.917118641192658,47.963355573780596,0.02127659574468085
okx,60,pullback_sma60,prior24h_return,"[-inf, 0.0)",2142,0.17647058823529413,-49.690274802349265,4.5444404615955865,-29.477221165544364,0.01027077497665733
okx,60,pullback_sma60,prior24h_return,"[0.0, 0.1)",3981,0.1833710123084652,-79.66795489229075,5.383325378620431,-88.12749613535496,0.014066817382567194
okx,60,pullback_sma60,prior24h_return,"[0.1, 0.3)",213,0.2300469483568075,64.67215483373374,18.4944553664946,109.55188998930149,0.056338028169014086
okx,60,pullback_sma60,prior24h_return,"[0.3, inf)",15,0.3333333333333333,233.50035984605586,44.648833237183375,1471.2720977348472,0.13333333333333333
okx,60,pullback_sma60,six_ma_width_atr,"[-inf, 1.0)",452,0.12168141592920353,-33.94853077904286,3.50756093774677,19.18201652852732,0.017699115044247787
okx,60,pullback_sma60,six_ma_width_atr,"[1.0, 2.0)",1833,0.1685761047463175,-48.82472881847445,4.691881842370584,-36.36658875545403,0.012002182214948172
okx,60,pullback_sma60,six_ma_width_atr,"[2.0, 3.0)",1926,0.17133956386292834,-89.33983299179748,5.00476613199455,-88.62678077545073,0.010903426791277258
okx,60,pullback_sma60,six_ma_width_atr,"[3.0, inf)",2140,0.21869158878504674,-60.471046961202106,7.453011570793675,-66.95474026612408,0.019158878504672898
okx,60,pullback_sma60,higher_permission,"[-inf, 0.5)",2822,0.17150956768249467,-39.16187929595701,4.665951673053108,-21.740001435871807,0.012402551381998583
okx,60,pullback_sma60,higher_permission,"[0.5, inf)",3391,0.19079917428487173,-87.91888113297757,6.226733839509983,-100.47637341630623,0.014744913005013271
okx,60,pullback_sma60,higher_permission,unknown,138,0.2246376811594203,16.889323330088107,10.812255228351916,113.04988896997176,0.050724637681159424
okx,60,pullback_sma60,regime_breadth,"[-inf, 0.3)",1340,0.1746268656716418,-46.41969820818592,5.762845691784527,-85.3275005354927,0.02164179104477612
okx,60,pullback_sma60,regime_breadth,"[0.3, 0.6)",2952,0.19241192411924118,-49.7349215053185,5.454931126388093,-0.28055281728050274,0.011517615176151762
okx,60,pullback_sma60,regime_breadth,"[0.6, inf)",2059,0.17484215638659542,-95.8218255429316,5.803346955103385,-122.20356191512649,0.014084507042253521
okx,60,young_breakout_sma20,relative_volume,"[2.0, 4.0)",13,0.15384615384615385,-295.89834788692144,5.370716643517522,-277.11423411472435,0.0
okx,60,young_breakout_sma20,relative_volume,"[4.0, inf)",13,0.07692307692307693,-410.2369622098504,5.942695703694575,-343.7615181901145,0.0
okx,60,young_breakout_sma20,tr_expansion,"[1.0, 2.0)",9,0.2222222222222222,-218.69538441415023,8.709751700164334,-236.74924431253544,0.0
okx,60,young_breakout_sma20,tr_expansion,"[2.0, 3.0)",11,0.0,-357.7491657425687,2.4825838570493,-245.46379532730504,0.0
okx,60,young_breakout_sma20,tr_expansion,"[3.0, inf)",6,0.16666666666666666,-546.0432913937378,6.896362130789322,-498.2494502488225,0.0
okx,60,young_breakout_sma20,momentum10,"[-inf, 0.0)",1,1.0,600.9386281588447,16.71480144404331,691.8286183158333,0.0
okx,60,young_breakout_sma20,momentum10,"[0.0, 60.0)",11,0.09090909090909091,-455.1234014147032,3.3758273525477986,-438.84645015736567,0.0
okx,60,young_breakout_sma20,momentum10,"[60.0, 90.0)",6,0.16666666666666666,-208.04134627212275,6.373841416521387,-120.44873868754578,0.0
okx,60,young_breakout_sma20,momentum10,"[90.0, inf)",8,0.0,-440.76152077780097,6.87280121156998,-411.368848209036,0.0
okx,60,young_breakout_sma20,near_zero_bars,"[-inf, 12.0)",26,0.11538461538461539,-353.0676550483859,5.6567061736060475,-315.1983964435187,0.0
okx,60,young_breakout_sma20,prior24h_return,"[-inf, 0.0)",7,0.0,-490.18338068321276,3.866915670761067,-379.71426292262277,0.0
okx,60,young_breakout_sma20,prior24h_return,"[0.0, 0.1)",14,0.21428571428571427,-173.87032248223346,5.4747239137381225,-136.13954015515296,0.0
okx,60,young_breakout_sma20,prior24h_return,"[0.1, 0.3)",5,0.0,-662.8581703448552,8.671963205219214,-595.8970692453253,0.0
okx,60,young_breakout_sma20,six_ma_width_atr,"[-inf, 1.0)",3,0.3333333333333333,-33.79265136151498,13.550706047274549,43.996439321375604,0.0
okx,60,young_breakout_sma20,six_ma_width_atr,"[1.0, 2.0)",8,0.0,-462.6613199202016,5.777639160323657,-406.21002345917736,0.0
okx,60,young_breakout_sma20,six_ma_width_atr,"[2.0, 3.0)",5,0.0,-424.8864657479953,2.674222658193106,-378.50933678021283,0.0
okx,60,young_breakout_sma20,six_ma_width_atr,"[3.0, inf)",5,0.4,-303.620625315347,7.475470059305124,-182.37214318449014,0.0
okx,60,young_breakout_sma20,six_ma_width_atr,unknown,5,0.0,-346.91101249903284,1.89053310037064,-653.0716164597106,0.0
okx,60,young_breakout_sma20,higher_permission,unknown,26,0.11538461538461539,-353.0676550483859,5.6567061736060475,-315.1983964435187,0.0
