scope,minutes,arm,period,feature,n,top_n,descriptive_auc,top_decile_gross_bp,top_decile_net_bp,top_decile_win_rate,top_decile_excess_bp
okx,240,dense_sma60,last30,near_zero_bars,1553,156,0.5014701553021905,95.33904239986576,75.33904239986575,0.33974358974358976,-214.1632169984647
okx,240,dense_sma60,last30,prior24h_return,1553,156,0.4524625555624207,-378.5154804393228,-398.51548043932286,0.1858974358974359,-1753.3956269014634
okx,240,dense_sma60,last30,six_ma_width_atr,1553,156,0.5835535234661501,251.25117288815855,231.2511728881585,0.4423076923076923,-648.062003034373
okx,240,pullback_sma60,full,relative_volume,1592,160,0.5223881964809384,-70.6386824847182,-90.63868248471822,0.2125,-393.1074360781425
okx,240,pullback_sma60,full,tr_expansion,1592,160,0.5396306818181819,128.05957893107976,108.05957893107976,0.26875,-438.1789749009828
okx,240,pullback_sma60,full,momentum10,1592,160,0.5804664589442815,146.23454701572143,126.23454701572139,0.3125,-404.7016256601311
okx,240,pullback_sma60,full,near_zero_bars,1592,160,0.5044194464809384,52.063355088711475,32.063355088711475,0.23125,-49.22802554976465
okx,240,pullback_sma60,full,prior24h_return,1592,160,0.4974844208211144,-54.92205950686939,-74.92205950686942,0.24375,-196.17246778754242
okx,240,pullback_sma60,full,six_ma_width_atr,1592,160,0.49565615835777127,-74.69434574397003,-94.69434574397006,0.16875,-124.08982199289358
okx,240,pullback_sma60,first31,relative_volume,519,52,0.47815521296054353,-309.9431343599101,-329.9431343599102,0.09615384615384616,-529.8189465259413
okx,240,pullback_sma60,first31,tr_expansion,519,52,0.5079435589234387,-221.9076093504961,-241.90760935049613,0.09615384615384616,-587.0442063480907
okx,240,pullback_sma60,first31,momentum10,519,52,0.48860726417559447,-42.81222197863565,-62.81222197863566,0.15384615384615385,-571.2936120499289
okx,240,pullback_sma60,first31,near_zero_bars,519,52,0.47027697935719887,-224.96945759808935,-244.96945759808938,0.057692307692307696,-89.089942504439
okx,240,pullback_sma60,first31,prior24h_return,519,52,0.49357198850274364,-17.878933713777606,-37.87893371377761,0.25,197.9042529718556
okx,240,pullback_sma60,first31,six_ma_width_atr,519,52,0.39584530964201725,-233.98674314567285,-253.98674314567285,0.09615384615384616,-189.84139392318087
okx,240,pullback_sma60,last30,relative_volume,1073,108,0.5435009153640332,51.50402855093542,31.504028550935345,0.2777777777777778,-284.4607992031994
okx,240,pullback_sma60,last30,tr_expansion,1073,108,0.5570483030559076,179.14517243200623,159.14517243200626,0.3333333333333333,-336.6874865646923
okx,240,pullback_sma60,last30,momentum10,1073,108,0.6128737736469042,231.5299958162685,211.5299958162685,0.37962962962962965,-330.86775676952175
okx,240,pullback_sma60,last30,near_zero_bars,1073,108,0.5229521663615453,131.51589622240644,111.51589622240644,0.2962962962962963,-154.2647273888524
okx,240,pullback_sma60,last30,prior24h_return,1073,108,0.509721635450406,-79.19654739473346,-99.1965473947335,0.23148148148148148,-327.53137470734185
okx,240,pullback_sma60,last30,six_ma_width_atr,1073,108,0.5564615312397315,250.83243788208998,230.83243788208998,0.35185185185185186,234.21783566753473
okx,240,young_breakout_sma20,full,relative_volume,45,5,0.4318181818181818,-537.587345055931,-557.5873450559309,0.0,-488.5309865879763
okx,240,young_breakout_sma20,full,tr_expansion,45,5,0.42424242424242425,-691.3295111838382,-711.3295111838383,0.0,-488.53098658797643
okx,240,young_breakout_sma20,full,momentum10,45,5,0.5681818181818182,351.22894870585503,331.22894870585503,0.6,-536.2645609851502
okx,240,young_breakout_sma20,full,near_zero_bars,45,5,0.5,-208.03471411765594,-228.03471411765594,0.4,-557.6419694818132
okx,240,young_breakout_sma20,full,prior24h_return,45,5,0.8232323232323232,811.4957328554358,791.4957328554358,0.6,-2132.00612681389
okx,240,young_breakout_sma20,full,six_ma_width_atr,39,4,0.5,194.27842142656385,174.27842142656385,0.25,-383.771337534447
okx,240,young_breakout_sma20,first31,relative_volume,25,3,0.34210526315789475,-623.844178386204,-643.844178386204,0.0,-636.8050398970964
okx,240,young_breakout_sma20,first31,tr_expansion,25,3,0.41228070175438597,-610.6051736550371,-630.6051736550371,0.0,-538.5896661745849
okx,240,young_breakout_sma20,first31,momentum10,25,3,0.47368421052631576,-294.8562412539587,-314.8562412539587,0.3333333333333333,-536.2645609851502
okx,240,young_breakout_sma20,first31,near_zero_bars,25,3,0.5,-327.77517517929937,-347.77517517929937,0.3333333333333333,-405.58294283660126
okx,240,young_breakout_sma20,first31,prior24h_return,25,3,0.7894736842105263,446.1211084843247,426.12110848432457,0.6666666666666666,-2420.5100500565013
okx,240,young_breakout_sma20,first31,six_ma_width_atr,22,3,0.46875,-875.6901287242628,-895.6901287242628,0.0,-434.6024120180147
okx,240,young_breakout_sma20,last30,relative_volume,20,2,0.5476190476190477,-888.4557591388751,-908.4557591388754,0.0,
okx,240,young_breakout_sma20,last30,tr_expansion,20,2,0.44047619047619047,-1082.3768726322196,-1102.3768726322198,0.0,-705.3287227309438
okx,240,young_breakout_sma20,last30,momentum10,20,2,0.6428571428571429,12.740878297559107,-7.259121702440893,0.5,
okx,240,young_breakout_sma20,last30,near_zero_bars,20,2,0.5,-566.6232170366525,-586.6232170366525,0.0,
okx,240,young_breakout_sma20,last30,prior24h_return,20,2,0.8690476190476191,2140.8716464904473,2120.8716464904473,1.0,
binance,60,focus_sma60,full,relative_volume,2062,207,0.479467133830163,170.94733835639315,150.94733835639317,0.13043478260869565,244.97191680390912
binance,60,focus_sma60,full,tr_expansion,2062,207,0.46956957566502877,202.36325124941465,182.36325124941465,0.12560386473429952,289.7597553859897
binance,60,focus_sma60,full,momentum10,2062,207,0.515700409548747,-48.67260329018906,-68.67260329018906,0.1497584541062802,-197.549124221957
binance,60,focus_sma60,full,near_zero_bars,2062,207,0.4978140745494261,-58.934294672945235,-78.93429467294524,0.15458937198067632,-145.80953517775026
binance,60,focus_sma60,full,prior24h_return,2062,207,0.491801998872687,-2.247271721720984,-22.247271721720995,0.16908212560386474,-142.32259733251178
binance,60,focus_sma60,full,six_ma_width_atr,2062,207,0.5420860911124955,16.920096794558376,-3.079903205441648,0.19806763285024154,-39.035999715957004
binance,60,focus_sma60,first31,relative_volume,1136,114,0.4655829842917898,113.86327880258135,93.86327880258135,0.10526315789473684,185.3062215026008
binance,60,focus_sma60,first31,tr_expansion,1136,114,0.4570397344245239,127.92982972315325,107.92982972315326,0.08771929824561403,195.71248910015956
binance,60,focus_sma60,first31,momentum10,1136,114,0.5246965885993468,-124.53852837359427,-144.53852837359432,0.14035087719298245,-357.7516199237305
binance,60,focus_sma60,first31,near_zero_bars,1136,114,0.5151558217984264,-47.877081814497615,-67.87708181449763,0.15789473684210525,-247.4352407152635
binance,60,focus_sma60,first31,prior24h_return,1136,114,0.514437180566654,-54.35910141597045,-74.35910141597044,0.18421052631578946,-366.78429664586616
binance,60,focus_sma60,first31,six_ma_width_atr,1136,114,0.49562111518102786,-168.35276438533845,-188.35276438533845,0.12280701754385964,-166.1051684934262
binance,60,focus_sma60,last30,relative_volume,926,93,0.49444641380125254,255.50347262109838,235.5034726210984,0.1827956989247312,359.28352802178676
binance,60,focus_sma60,last30,tr_expansion,926,93,0.4830659931466383,291.381539829945,271.381539829945,0.16129032258064516,379.9774097738587
binance,60,focus_sma60,last30,momentum10,926,93,0.508766099491906,28.43035977918047,8.430359779180467,0.1827956989247312,-29.582613885425843
binance,60,focus_sma60,last30,near_zero_bars,926,93,0.4769991433297885,-80.99432364960822,-100.99432364960826,0.13978494623655913,-31.032486099528874
binance,60,focus_sma60,last30,prior24h_return,926,93,0.45815978376462246,117.73795031752509,97.73795031752509,0.17204301075268819,238.84382526043515
binance,60,focus_sma60,last30,six_ma_width_atr,926,93,0.5959766040411202,322.0921820500791,302.0921820500791,0.3333333333333333,229.9881287709213
binance,60,focus_md,full,relative_volume,2062,207,0.4811080392475741,218.58844672185646,198.58844672185654,0.12560386473429952,337.77016411731
binance,60,focus_md,full,tr_expansion,2062,207,0.46217193659054123,171.75477598660183,151.75477598660183,0.12560386473429952,270.65809426787376
binance,60,focus_md,full,momentum10,2062,207,0.4886059676757351,132.03819575923055,112.03819575923055,0.14492753623188406,145.44878405111902
binance,60,focus_md,full,near_zero_bars,2062,207,0.4906953511604674,18.34324316170865,-1.6567568382913522,0.1642512077294686,-32.665516806754695
binance,60,focus_md,full,prior24h_return,2062,207,0.47618118315792735,183.14318333584146,163.1431833358415,0.14009661835748793,259.39384826507677
binance,60,focus_md,full,six_ma_width_atr,2062,207,0.5330762260994819,165.34814866984038,145.34814866984038,0.2028985507246377,142.74419535598147
binance,60,focus_md,first31,relative_volume,1136,114,0.4725412505427703,73.41137856145362,53.41137856145359,0.11403508771929824,183.9831538583073
binance,60,focus_md,first31,tr_expansion,1136,114,0.451476335214937,77.10336520328059,57.10336520328058,0.09649122807017543,184.80413637859832
binance,60,focus_md,first31,momentum10,1136,114,0.49949522362136345,74.43689208184601,54.43689208184599,0.09649122807017543,158.54293762424723
binance,60,focus_md,first31,near_zero_bars,1136,114,0.5026622883195832,-43.18958117417942,-63.18958117417944,0.14912280701754385,-121.15967712371199
binance,60,focus_md,first31,prior24h_return,1136,114,0.5086707555362571,-50.197241733337385,-70.19724173333739,0.16666666666666666,-106.48263653755544
binance,60,focus_md,first31,six_ma_width_atr,1136,114,0.4863438992618324,-175.54001112425246,-195.54001112425246,0.12280701754385964,-148.66375013365413
binance,60,focus_md,last30,relative_volume,926,93,0.48847393623513025,417.1664885705878,397.1664885705878,0.17204301075268819,596.5655998552194
binance,60,focus_md,last30,tr_expansion,926,93,0.4742592951548175,288.1687895358363,268.1687895358363,0.16129032258064516,380.23630496933436
binance,60,focus_md,last30,momentum10,926,93,0.4798518231354052,213.5719378783346,193.5719378783346,0.21505376344086022,148.10030289578106
binance,60,focus_md,last30,near_zero_bars,926,93,0.47562332636959503,67.86103905205401,47.86103905205401,0.15053763440860216,62.03063379778509
binance,60,focus_md,last30,prior24h_return,926,93,0.4304272289346916,541.9223798997762,521.9223798997762,0.12903225806451613,866.429644788532
binance,60,focus_md,last30,six_ma_width_atr,926,93,0.5855857796156304,658.9512219692014,638.9512219692014,0.3333333333333333,674.8453335166415
binance,60,focus_sma20,full,relative_volume,2062,207,0.49315244273891484,-64.45045314457319,-84.45045314457317,0.178743961352657,-77.14785598071605
binance,60,focus_sma20,full,tr_expansion,2062,207,0.4789697124417664,-52.60348426456208,-72.60348426456211,0.1642512077294686,-3.872686929472189
binance,60,focus_sma20,full,momentum10,2062,207,0.5135323508078078,-27.378880624353542,-47.37888062435355,0.1932367149758454,7.146642395462735
binance,60,focus_sma20,full,near_zero_bars,2062,207,0.49792054159119425,-16.975269991864337,-36.975269991864344,0.21739130434782608,-69.00387344782071
binance,60,focus_sma20,full,prior24h_return,2062,207,0.4905543016220991,-142.66705307545973,-162.66705307545973,0.178743961352657,-218.71393676542814
binance,60,focus_sma20,full,six_ma_width_atr,2062,207,0.5398473938220026,50.320787309599716,30.320787309599705,0.2560386473429952,18.055054746839076
binance,60,focus_sma20,first31,relative_volume,1136,114,0.4666788696301094,-131.5707511990855,-151.57075119908555,0.14035087719298245,-96.90487068364791
binance,60,focus_sma20,first31,tr_expansion,1136,114,0.4621825469462084,-119.98239904917367,-139.98239904917367,0.14912280701754385,-69.5224653520105
binance,60,focus_sma20,first31,momentum10,1136,114,0.5057705936741715,-94.74718937592385,-114.74718937592385,0.13157894736842105,-78.0068654544006
binance,60,focus_sma20,first31,near_zero_bars,1136,114,0.5015464909439931,-55.43649938052182,-75.43649938052181,0.20175438596491227,-102.51024903235385
binance,60,focus_sma20,first31,prior24h_return,1136,114,0.5192290543172676,-151.95118819986132,-171.95118819986132,0.21052631578947367,-294.92724726374155
binance,60,focus_sma20,first31,six_ma_width_atr,1136,114,0.49710179618234984,-118.99353950414132,-138.99353950414135,0.15789473684210525,-108.02378680684592
binance,60,focus_sma20,last30,relative_volume,926,93,0.5197281921618205,21.52132426521324,1.521324265213224,0.21505376344086022,-45.28472684754556
binance,60,focus_sma20,last30,tr_expansion,926,93,0.4977180783817952,30.4430068169088,10.443006816908799,0.1935483870967742,78.72624502075783
binance,60,focus_sma20,last30,momentum10,926,93,0.5231984829329962,77.35794937954897,57.357949379548955,0.27956989247311825,166.76975136736652
binance,60,focus_sma20,last30,near_zero_bars,926,93,0.4920385587863464,4.380596255591163,-15.619403744408842,0.22580645161290322,-39.79019742136989
binance,60,focus_sma20,last30,prior24h_return,926,93,0.44899178255372946,-132.9274748123924,-152.92747481239243,0.16129032258064516,-130.42682361800237
binance,60,focus_sma20,last30,six_ma_width_atr,926,93,0.5888242730720606,312.1305550267166,292.1305550267166,0.3978494623655914,253.1884073593277
binance,60,focus_3r,full,relative_volume,2062,207,0.48094789266119625,-118.99707376363176,-138.9970737636318,0.20772946859903382,-351.21376296159065
binance,60,focus_3r,full,tr_expansion,2062,207,0.47375348330424555,-103.67106740999557,-123.67106740999559,0.19806763285024154,-297.54874690397315
binance,60,focus_3r,full,momentum10,2062,207,0.502633570856917,-17.939726147007732,-37.93972614700774,0.25120772946859904,-166.92177790003205
binance,60,focus_3r,full,near_zero_bars,2062,207,0.4968011455129256,-14.326964116384499,-34.32696411638451,0.23671497584541062,-147.6872550958307
binance,60,focus_3r,full,prior24h_return,2062,207,0.4841600053997242,-107.3296231400134,-127.32962314001338,0.2318840579710145,-522.5709429722307
binance,60,focus_3r,full,six_ma_width_atr,2062,207,0.5248881485695552,-23.772360091075473,-43.772360091075484,0.2608695652173913,-201.25031042438602
binance,60,focus_3r,first31,relative_volume,1136,114,0.4725465665832638,-121.42616037823088,-141.42616037823092,0.17543859649122806,-331.2345414146757
binance,60,focus_3r,first31,tr_expansion,1136,114,0.46434963163747567,-104.88968442425976,-124.88968442425976,0.18421052631578946,-314.41255229884894
binance,60,focus_3r,first31,momentum10,1136,114,0.5068524986099527,-29.971174273936207,-49.971174273936214,0.22807017543859648,-168.0147993146212
binance,60,focus_3r,first31,near_zero_bars,1136,114,0.5029190992493745,-5.774737809786304,-25.774737809786316,0.21929824561403508,-188.55978446553996
binance,60,focus_3r,first31,prior24h_return,1136,114,0.4965900403113706,-60.97015338102228,-80.97015338102227,0.2543859649122807,-461.80908229556616
binance,60,focus_3r,first31,six_ma_width_atr,1136,114,0.48962242841256604,-106.62759394927988,-126.62759394927988,0.15789473684210525,-206.81561277841914
binance,60,focus_3r,last30,relative_volume,926,93,0.4860197007590716,-85.32097175483895,-105.320971754839,0.26881720430107525,-327.8939037770816
binance,60,focus_3r,last30,tr_expansion,926,93,0.48582773901978854,-98.92150392659381,-118.92150392659387,0.21505376344086022,-290.626946408924
binance,60,focus_3r,last30,momentum10,926,93,0.5006636391558071,3.17205856802536,-16.82794143197465,0.26881720430107525,-140.77749202252892
binance,60,focus_3r,last30,near_zero_bars,926,93,0.4874073099030319,-3.48360277849006,-23.483602778490074,0.24731182795698925,-135.69227996447057
binance,60,focus_3r,last30,prior24h_return,926,93,0.45043822122767757,-124.55126278326065,-144.55126278326068,0.22580645161290322,-595.2805199615452
binance,60,focus_3r,last30,six_ma_width_atr,926,93,0.5634680356280988,124.46944271581337,104.46944271581337,0.44086021505376344,-160.1777815992036
binance,60,dense_sma60,full,relative_volume,19099,1910,0.4724033589562604,-70.01100281807534,-90.01100281807535,0.1544502617801047,-119.13007660205405
binance,60,dense_sma60,full,tr_expansion,19099,1910,0.48587223971593535,22.15036323183895,2.1503632318389507,0.1774869109947644,-18.930955809612136
binance,60,dense_sma60,full,momentum10,19099,1910,0.5171758954551996,17.062980867566367,-2.9370191324336443,0.21099476439790577,-16.320238137153666
binance,60,dense_sma60,full,near_zero_bars,19099,1910,0.483647625317144,62.438305446818816,42.4383054468188,0.19267015706806281,50.41909381522379
binance,60,dense_sma60,full,prior24h_return,19099,1910,0.5218453301630216,-79.59795859362289,-99.5979585936229,0.18795811518324607,-319.64216697641416
binance,60,dense_sma60,full,six_ma_width_atr,19099,1910,0.45899309713570413,23.111417029959178,3.111417029959161,0.187434554973822,-15.155384634001367
binance,60,dense_sma60,first31,relative_volume,8887,889,0.4734785258474722,-57.37561270409282,-77.37561270409284,0.14173228346456693,-136.08861455176634
binance,60,dense_sma60,first31,tr_expansion,8887,889,0.4841530831655845,-49.00313788848202,-69.00313788848202,0.15410573678290213,-113.51707923891996
binance,60,dense_sma60,first31,momentum10,8887,889,0.49254003953814857,-36.767205607035756,-56.767205607035756,0.1597300337457818,-93.3956655394914
binance,60,dense_sma60,first31,near_zero_bars,8887,889,0.5080098530566016,119.06601258443506,99.06601258443506,0.18672665916760406,96.89307228142889
binance,60,dense_sma60,first31,prior24h_return,8887,889,0.4867360352836768,-138.41383510036113,-158.41383510036118,0.15185601799775028,-493.01928536365284
binance,60,dense_sma60,first31,six_ma_width_atr,8887,889,0.49764125833040634,-45.61653814960523,-65.61653814960525,0.156355455568054,-32.98439827154175
binance,60,dense_sma60,last30,relative_volume,10212,1022,0.4783292366552239,-45.261802325047015,-65.26180232504704,0.17318982387475537,-71.90658760511177
binance,60,dense_sma60,last30,tr_expansion,10212,1022,0.49311972956683525,83.6805994833137,63.68059948331369,0.20743639921722112,57.20352291664046
binance,60,dense_sma60,last30,momentum10,10212,1022,0.5295914677288331,62.123543170674694,42.12354317067468,0.25440313111545987,45.95864419958031
binance,60,dense_sma60,last30,near_zero_bars,10212,1022,0.4723024029768612,37.66603104522134,17.666031045221324,0.19863013698630136,40.5384031063969
binance,60,dense_sma60,last30,prior24h_return,10212,1022,0.5309987945808547,-42.84083631118178,-62.840836311181796,0.21330724070450097,-212.35476561652177
binance,60,dense_sma60,last30,six_ma_width_atr,10212,1022,0.44743900841172923,86.15904645535596,66.15904645535596,0.21526418786692758,-1.6162783501701896
binance,60,pullback_sma60,full,relative_volume,12304,1231,0.495306264905461,-9.874574988352407,-29.87457498835242,0.17709179528838342,-91.5367197464543
binance,60,pullback_sma60,full,tr_expansion,12304,1231,0.5012633818058371,48.065259631277875,28.06525963127788,0.1892770105605199,-47.49796405243809
binance,60,pullback_sma60,full,momentum10,12304,1231,0.525866643807581,-49.470682882390946,-69.47068288239096,0.20796100731112915,-146.95093085217331
binance,60,pullback_sma60,full,near_zero_bars,12304,1231,0.4953878771216834,55.284726054774126,35.28472605477411,0.17465475223395613,82.08648751748837
binance,60,pullback_sma60,full,prior24h_return,12304,1231,0.5147158131898287,-70.3763120829652,-90.37631208296519,0.21445978878960195,-349.8334750903019
binance,60,pullback_sma60,full,six_ma_width_atr,12304,1231,0.4757427967903936,44.77978217712509,24.77978217712508,0.18602761982128352,27.30857482557687
binance,60,pullback_sma60,first31,relative_volume,5526,553,0.506822499294875,-50.490223070512286,-70.4902230705123,0.17721518987341772,-68.34197605090505
binance,60,pullback_sma60,first31,tr_expansion,5526,553,0.5091548039752459,32.17667089944422,12.176670899444186,0.1844484629294756,-84.78004291125421
binance,60,pullback_sma60,first31,momentum10,5526,553,0.5450813382443217,25.3734675793414,5.3734675793414,0.22965641952983726,-143.60724399309376
binance,60,pullback_sma60,first31,near_zero_bars,5526,553,0.4904872413850314,123.74096268196459,103.74096268196459,0.16817359855334538,157.3882815944322
binance,60,pullback_sma60,first31,prior24h_return,5526,553,0.5405204237386558,60.48775640569865,40.48775640569865,0.21880650994575046,-383.35733536303707
binance,60,pullback_sma60,first31,six_ma_width_atr,5526,553,0.4548274102832114,-1.4416966233788524,-21.44169662337886,0.1609403254972875,24.26772011340126
binance,60,pullback_sma60,last30,relative_volume,6778,678,0.48447330067493266,-1.0484960800148224,-21.04849608001481,0.17404129793510326,-135.83153869488027
binance,60,pullback_sma60,last30,tr_expansion,6778,678,0.49303687231431376,57.48271917795732,37.48271917795732,0.18584070796460178,-19.503893457004413
binance,60,pullback_sma60,last30,momentum10,6778,678,0.5102340955526005,-110.45283957643782,-130.45283957643784,0.1887905604719764,-142.80383060757552
binance,60,pullback_sma60,last30,near_zero_bars,6778,678,0.4992521243343828,-2.550819716195405,-22.550819716195413,0.1887905604719764,29.26875559409549
binance,60,pullback_sma60,last30,prior24h_return,6778,678,0.4951397696363477,-186.09286471158538,-206.09286471158538,0.20501474926253688,-369.4410265100045
binance,60,pullback_sma60,last30,six_ma_width_atr,6778,678,0.4900473637970348,56.39729436872131,36.397294368721305,0.2079646017699115,3.6067720838423756
binance,240,focus_sma60,full,relative_volume,535,54,0.4465410012285012,-567.4298178505045,-587.4298178505045,0.09259259259259259,-979.1770146813667
binance,240,focus_sma60,full,tr_expansion,535,54,0.4308968058968059,-375.77342744164173,-395.77342744164173,0.16666666666666666,-245.68042709669945
binance,240,focus_sma60,full,momentum10,535,54,0.4862849355036855,-406.2203351698797,-426.22033516987983,0.12962962962962962,-810.3212792343337
binance,240,focus_sma60,full,near_zero_bars,535,54,0.4861217751842752,180.13675572843616,160.13675572843616,0.2037037037037037,-1066.030280677624
binance,240,focus_sma60,full,prior24h_return,535,54,0.4624347358722359,-471.5677591979075,-491.56775919790744,0.09259259259259259,-711.0728542998515
binance,240,focus_sma60,full,six_ma_width_atr,535,54,0.43959229115479115,-134.59820147527637,-154.59820147527637,0.18518518518518517,-257.61924161127865
binance,240,focus_sma60,first31,relative_volume,228,23,0.4328380836870831,-632.3803819601284,-652.3803819601284,0.043478260869565216,-1388.8316392273598
binance,240,focus_sma60,first31,tr_expansion,228,23,0.45588235294117646,-598.418381916812,-618.418381916812,0.043478260869565216,-856.9903520548185
binance,240,focus_sma60,first31,momentum10,228,23,0.5034869617950273,-534.0511034676636,-554.0511034676636,0.0,-853.8072866388817
binance,240,focus_sma60,first31,near_zero_bars,228,23,0.4799878714372347,-81.45772708892137,-101.45772708892137,0.08695652173913043,-1025.1167309317898
binance,240,focus_sma60,first31,prior24h_return,228,23,0.4420861127956337,-261.94769446818924,-281.94769446818924,0.043478260869565216,-1228.1305161559428
binance,240,focus_sma60,first31,six_ma_width_atr,228,23,0.5808065494238933,-106.40973116603998,-126.40973116603998,0.17391304347826086,-217.51222073821592
binance,240,focus_sma60,last30,relative_volume,307,31,0.4572969733293377,-520.6505463332702,-540.6505463332702,0.12903225806451613,-452.4782116936616
binance,240,focus_sma60,last30,tr_expansion,307,31,0.42318449705324146,-382.23111933081674,-402.23111933081685,0.1935483870967742,-212.8710543731035
binance,240,focus_sma60,last30,momentum10,307,31,0.49153431225651784,-298.4797267780066,-318.47972677800664,0.22580645161290322,-716.3628897828487
binance,240,focus_sma60,last30,near_zero_bars,307,31,0.48996104285286185,349.1638389467407,329.1638389467406,0.2903225806451613,-908.6918038208656
binance,240,focus_sma60,last30,prior24h_return,307,31,0.4617920287683548,-621.8979115532583,-641.8979115532583,0.12903225806451613,-353.1098576302499
binance,240,focus_sma60,last30,six_ma_width_atr,307,31,0.4120966936369993,-254.63371567968161,-274.63371567968164,0.22580645161290322,-206.3318770119548
binance,240,focus_md,full,relative_volume,535,54,0.4257047842188799,-657.3236517871347,-677.3236517871347,0.07407407407407407,-619.7232630934011
binance,240,focus_md,full,tr_expansion,535,54,0.40919053737434813,-465.2362031559519,-485.2362031559519,0.14814814814814814,-194.56138028203148
binance,240,focus_md,full,momentum10,535,54,0.44921018819439196,-254.01317373705623,-274.0131737370562,0.14814814814814814,-409.8160487227568
binance,240,focus_md,full,near_zero_bars,535,54,0.5013698888972867,114.06724267536582,94.06724267536578,0.25925925925925924,297.76331691828767
binance,240,focus_md,full,prior24h_return,535,54,0.43947925326883835,-568.4967795896154,-588.4967795896154,0.07407407407407407,-675.9892721005913
binance,240,focus_md,full,six_ma_width_atr,535,54,0.43171340034766836,-119.20016436907606,-139.20016436907605,0.18518518518518517,-25.379414404242656
binance,240,focus_md,first31,relative_volume,228,23,0.426232192565908,-674.6545022056322,-694.6545022056322,0.0,-733.2870215554631
binance,240,focus_md,first31,tr_expansion,228,23,0.4208285573931554,-581.3969639590476,-601.3969639590475,0.043478260869565216,-633.766914214517
binance,240,focus_md,first31,momentum10,228,23,0.4720812182741117,20.430464530517373,0.4304645305173638,0.08695652173913043,-512.9521773169671
binance,240,focus_md,first31,near_zero_bars,228,23,0.5220239069919764,-66.24151877994797,-86.24151877994798,0.17391304347826086,-437.2184136597498
binance,240,focus_md,first31,prior24h_return,228,23,0.42475847388243,-285.4170617169318,-305.4170617169318,0.043478260869565216,-813.2004479452829
binance,240,focus_md,first31,six_ma_width_atr,228,23,0.5644342557720649,-204.30694081938617,-224.30694081938617,0.13043478260869565,-320.5284921806357
binance,240,focus_md,last30,relative_volume,307,31,0.42719806763285023,-675.3618183828255,-695.3618183828255,0.0967741935483871,-473.71271649932163
binance,240,focus_md,last30,tr_expansion,307,31,0.4076328502415459,-550.6982968018275,-570.6982968018276,0.16129032258064516,-267.6675000432281
binance,240,focus_md,last30,momentum10,307,31,0.4524154589371981,-435.86032284966416,-455.86032284966416,0.22580645161290322,-328.3691474867072
binance,240,focus_md,last30,near_zero_bars,307,31,0.4934057971014493,196.95783950373698,176.95783950373698,0.2903225806451613,1161.9180195220804
binance,240,focus_md,last30,prior24h_return,307,31,0.4319806763285024,-773.3292552445857,-793.3292552445857,0.0967741935483871,-580.9969195927277
binance,240,focus_md,last30,six_ma_width_atr,307,31,0.41995169082125605,-119.87908472364265,-139.87908472364265,0.25806451612903225,289.09333930059995
binance,240,focus_sma20,full,relative_volume,535,54,0.4552612875472263,-482.7593094223911,-502.7593094223911,0.12962962962962962,-864.2927637470681
binance,240,focus_sma20,full,tr_expansion,535,54,0.4612651030561478,-366.7596618461031,-386.7596618461032,0.18518518518518517,-425.53922872142067
binance,240,focus_sma20,full,momentum10,535,54,0.4916301948902106,-125.14578807369554,-145.1457880736956,0.2222222222222222,-148.81992824890614
binance,240,focus_sma20,full,near_zero_bars,535,54,0.47999663337448095,-211.48325248691302,-231.48325248691302,0.18518518518518517,-763.3663901874365
binance,240,focus_sma20,full,prior24h_return,535,54,0.48258706467661694,-454.279738770988,-474.279738770988,0.12962962962962962,-529.0228233103157
binance,240,focus_sma20,full,six_ma_width_atr,535,54,0.4720008977668051,-93.57601578653951,-113.57601578653951,0.2222222222222222,-259.6971745442998
binance,240,focus_sma20,first31,relative_volume,228,23,0.4085053015619656,-628.0895546007162,-648.0895546007162,0.0,-1399.0833527833602
binance,240,focus_sma20,first31,tr_expansion,228,23,0.4495496522631399,-559.6196518007864,-579.6196518007864,0.0,-685.4116514600217
binance,240,focus_sma20,first31,momentum10,228,23,0.4498346824763425,-199.19660549061496,-219.19660549061496,0.13043478260869565,-323.8250228184992
binance,240,focus_sma20,first31,near_zero_bars,228,23,0.5069547372021435,-119.3739189759454,-139.3739189759454,0.21739130434782608,-982.7855863465915
binance,240,focus_sma20,first31,prior24h_return,228,23,0.4592406795120283,-425.289508309209,-445.289508309209,0.08695652173913043,-1147.3354872577788
binance,240,focus_sma20,first31,six_ma_width_atr,228,23,0.5526165773571998,-174.604050878275,-194.604050878275,0.17391304347826086,-249.6296859289295
binance,240,focus_sma20,last30,relative_volume,307,31,0.4873478539397822,-385.02438281370075,-405.0243828137008,0.22580645161290322,-176.70486355754957
binance,240,focus_sma20,last30,tr_expansion,307,31,0.47111894084988254,-248.4572252712556,-268.4572252712556,0.25806451612903225,-189.62673829399984
binance,240,focus_sma20,last30,momentum10,307,31,0.5209801409352979,-229.77808776652057,-249.77808776652063,0.2903225806451613,-7.203165960376135
binance,240,focus_sma20,last30,near_zero_bars,307,31,0.46145633141148834,-296.46946950334507,-316.46946950334507,0.16129032258064516,-400.69885147627025
binance,240,focus_sma20,last30,prior24h_return,307,31,0.49418108050395043,-481.9026165105021,-501.9026165105021,0.16129032258064516,-100.96020980822571
binance,240,focus_sma20,last30,six_ma_width_atr,307,31,0.42435404655135595,-243.75128188424412,-263.7512818842441,0.25806451612903225,-212.50463682138928
