scope,minutes,arm,period,events,valid_events,mean_net_bp,median_net_bp,mean_net_r,win_rate,mean_control_bp,mean_excess_bp,permutation_p,permutation_assets,asset_balanced_excess_bp,matched_fraction,mean_mfe_pct,realized_20pct_rate,realized_50pct_rate,initial_risk_pct_median,censored,holm_p
okx,60,focus_sma60,full,1002,1002,46.733750435843746,-169.8316486166629,0.25878833238140597,0.20459081836327345,-25.381948792257724,64.89093682840559,0.055894410558944105,259,102.54320019426524,0.7864271457085829,6.888531848522566,0.023952095808383235,0.005988023952095809,2.206648514811295,17,1.0
okx,60,focus_sma60,first31,549,549,-34.43822020682862,-164.32426551142743,-0.13778605342642378,0.16939890710382513,-20.263269683093636,-7.600833595376947,0.49035096490350966,214,58.09529250573412,0.819672131147541,4.992328390927046,0.007285974499089253,0.0018214936247723133,1.93489867355338,0,1.0
okx,60,focus_sma60,last30,453,453,145.10772810212882,-189.4051713157552,0.7394049721352658,0.24724061810154527,-32.196758257121154,161.40364893107466,0.010798920107989201,197,180.417707281054,0.7461368653421634,9.186579747462833,0.04415011037527594,0.011037527593818985,2.5357165026435,17,1.0
okx,60,focus_md,full,1002,1002,31.74147569166607,-190.74777395551638,0.22259815388958187,0.19261477045908185,-37.08767820979456,51.581557275791894,0.0927907209279072,259,90.11507240412107,0.7864271457085829,7.415077887797486,0.027944111776447105,0.008982035928143712,2.206648514811295,32,1.0
okx,60,focus_md,first31,549,549,-62.445849666013274,-178.18271306150436,-0.2891119483340329,0.14754098360655737,-30.254347987967986,-23.14808140380484,0.47885211478852113,214,65.6529891069231,0.819672131147541,5.474514227757733,0.01092896174863388,0.0036429872495446266,1.93489867355338,0,1.0
okx,60,focus_md,last30,453,453,145.88902893971454,-217.7916934889823,0.842750132081115,0.24724061810154527,-46.18530720335065,151.07367977821355,0.0160983901609839,197,169.53112411765858,0.7461368653421634,9.766886826786063,0.04856512141280353,0.01545253863134658,2.5357165026435,32,1.0
okx,60,focus_sma20,full,1002,1002,20.55090174494912,-109.02989694678342,0.1672660310346502,0.24750499001996007,-53.124037432996985,57.73673494886177,0.0024997500249975004,259,94.14384949461625,0.7864271457085829,4.464048431775057,0.020958083832335328,0.001996007984031936,2.206648514811295,9,0.3999600039996001
okx,60,focus_sma20,first31,549,549,-57.31932850140276,-105.85738134986754,-0.28458160341482736,0.21311475409836064,-50.557087896328646,-7.314446567603195,0.6366363363663634,214,-6.820452164543406,0.819672131147541,2.9271413983368846,0.0036429872495446266,0.0,1.93489867355338,0,1.0
okx,60,focus_sma20,last30,453,453,114.92343244085902,-111.23275478415628,0.7148694555661363,0.2891832229580574,-56.54157379838385,144.34333755953998,0.0004999500049995,197,195.75775152048894,0.7461368653421634,6.326657617994829,0.04194260485651214,0.004415011037527594,2.5357165026435,9,0.08049195080491951
okx,60,focus_3r,full,1002,1002,-34.8448342616191,-204.1827276300234,-0.14977416362948362,0.2465069860279441,70.3537054864407,-131.87486413501733,1.0,259,-119.34831005405273,0.7864271457085829,3.322995225249718,0.000998003992015968,0.0,2.206648514811295,21,1.0
okx,60,focus_3r,first31,549,549,-77.719914160794,-197.3019823863031,-0.38008808974554614,0.18214936247723132,33.47086807965782,-128.74555992678157,0.9999000099990001,214,-99.14952766696133,0.819672131147541,2.7964348684359877,0.0,0.0,1.93489867355338,0,1.0
okx,60,focus_3r,last30,453,453,17.11635528506308,-218.6773433175604,0.12934801172971794,0.32450331125827814,119.45807481499777,-136.04109754834892,1.0,197,-140.64090992366343,0.7461368653421634,3.96114453185179,0.002207505518763797,0.0,2.5357165026435,21,1.0
okx,60,dense_sma60,full,9888,9888,25.647247786252173,-186.21802657758312,0.24378591147311296,0.2266383495145631,13.789451287745305,6.315364943536835,0.8124187581241876,272,-21.817987159705655,0.7815533980582524,7.742750133518996,0.027103559870550162,0.003843042071197411,2.389060399419945,121,1.0
