arm,kind,time_utc,price,quantity,total_quantity,notional,common_stop,net_at_stop,entry_fees,funding_paid,maintenance_ratio,maintenance_price,protective_stress_mark,protective_equity,protective_required,protective_maintenance_buffer,equity,equity_after_exit_fee,requested_quantity,initial_margin,initial_risk,clipped,rate,payment,prior_stop,frozen_high,pullback_low,known_at,effective_at,effective_i,reason,censored,ambiguous,risk_quantity_cap,retained_target,opening_fee,prior_committed
continuous,add,2026-08-22T01:00:00+00:00,0.207,162598.0,362088.0,74952.216,0.1967,2427.71293051,68.6468205,8.30663939,0.035,0.1965999632969315,0.19660000000000002,2562.7268401100073,2562.7140288000005,0.01281131000678215,6328.442040109999,6253.489824109999,,,,,,,,,,,,,,,,194704.0,2084.0565715550015,33.657786,1001.3809545099998
continuous,funding,2026-08-22T04:00:00+00:00,0.2176,0.0,362088.0,78790.34879999999,0.1967,2423.77341307,68.6468205,12.24615683,0.035,0.19661124960398546,0.19660000000000002,2558.787322670007,2562.7140288000005,-3.926706129993363,10162.63532266999,10083.844973869991,,,,,5e-05,3.93951744,,,,,,,,,,,,,
continuous,exit,2026-08-22T05:00:00+00:00,0.1967,362088.0,362088.0,71222.7096,0.1967,2423.77341307,68.6468205,12.24615683,0.035,0.19661124960398546,0.19660000000000002,2558.787322670007,2562.7140288000005,-3.926706129993363,2594.99612267,2523.77341307,,,,,,,,,,,,,independent_mark_stop_order_unknown,False,True,,,,
continuous_unprotected,entry,2026-08-19T18:00:00+00:00,0.1402,17134.0,17134.0,2402.1868,0.1362,-73.27183760000005,2.4021868,0.0,0.01,0.13599984956501204,0.136,25.635013200000213,25.632464,0.002549200000213858,97.5978132,95.1956264,25000.0,60.011835,68.53600000000006,True,,,,,,,,,,,,,,,
continuous_unprotected,funding,2026-08-19T20:00:00+00:00,0.1417,0.0,17134.0,2427.8878,0.1362,-73.39323199000006,2.4021868,0.12139439,0.01,0.13600701336683207,0.13599999999999998,25.51361880999976,25.632463999999995,-0.1188451900002363,123.17741881000002,120.74953101000003,,,,,5e-05,0.12139439,,,,,,,,,,,,,
continuous_unprotected,funding,2026-08-20T00:00:00+00:00,0.1465,0.0,17134.0,2510.131,0.1362,-73.51873854000006,2.4021868,0.24690094,0.01,0.13601441983801507,0.1361,27.10151225999985,25.651311399999997,1.4502008599998533,205.2951122599999,202.7849812599999,,,,,5e-05,0.12550655,,,,,,,,,,,,,
continuous_unprotected,funding,2026-08-20T04:00:00+00:00,0.1454,0.0,17134.0,2491.2836,0.1362,-73.64330272000005,2.4021868,0.37146512000000004,0.01,0.13602177069746907,0.136,25.263548080000213,25.632464,-0.368915919999786,186.32314808000024,183.83186448000026,,,,,5e-05,0.12456418000000001,,,,,,,,,,,,,
continuous_unprotected,stop_update,2026-08-20T08:00:00+00:00,0.1503,0.0,17134.0,2575.2401999999997,0.14450000000000002,68.42668508000034,2.4021868,0.37146512000000004,0.01,0.13602177069746907,0.14430000000000004,167.47574808000059,27.196798200000003,140.2789498800006,270.2797480799998,267.70450787999977,,,,,,,0.1362,0.1485,0.1446,2026-08-20T08:00:00+00:00,2026-08-20T08:00:00+00:00,14.0,,,,,,,
continuous_unprotected,funding,2026-08-20T08:00:00+00:00,0.1503,0.0,17134.0,2575.2401999999997,0.14450000000000002,68.29792307000034,2.4021868,0.5002271300000001,0.01,0.1360293692818978,0.14440000000000003,169.06038607000067,27.215645600000006,141.84474047000066,270.1509860699998,267.57574586999976,,,,,5e-05,0.12876200999999998,,,,,,,,,,,,,
continuous_unprotected,add,2026-08-20T08:00:00+00:00,0.1503,5602.0,22736.0,3417.2207999999996,0.14450000000000002,34.154853470000496,3.2441674,0.5002271300000001,0.01,0.13999489611491717,0.14440000000000003,135.16660547000095,36.11386240000001,99.05274307000093,269.3090054699998,265.89178466999977,,,,,,,,,,,,,,,,5602.0,34.14896153500017,0.8419806,-73.27183760000005
continuous_unprotected,stop_update,2026-08-20T11:00:00+00:00,0.1565,0.0,22736.0,3558.184,0.1517,197.69035427000003,3.2441674,0.5002271300000001,0.01,0.13999489611491717,0.1515,296.5922054700001,37.889543999999994,258.7026614700001,410.2722054700004,406.71402147000043,,,,,,,0.14450000000000002,0.1543,0.1518,2026-08-20T11:00:00+00:00,2026-08-20T11:00:00+00:00,17.0,,,,,,,
continuous_unprotected,add,2026-08-20T11:00:00+00:00,0.1564,19737.0,42473.0,6642.7772,0.1517,98.84548456999968,6.3310341999999995,0.5002271300000001,0.01,0.14850010967129135,0.1516,201.04133867000058,70.8279748,130.2133638700006,404.91173867000043,398.2689614700004,,,,,,,,,,,,,,,,19737.0,98.84517713500001,3.0868668,34.154853470000496
continuous_unprotected,funding,2026-08-20T12:00:00+00:00,0.1588,0.0,42473.0,6744.712399999999,0.1517,98.50824894999968,6.3310341999999995,0.83746275,0.01,0.148508137982717,0.1514,192.20950305000062,70.7345342,121.47496885000062,506.5097030499994,499.7649906499994,,,,,5e-05,0.33723562,,,,,,,,,,,,,
continuous_unprotected,funding,2026-08-20T16:00:00+00:00,0.1589,0.0,42473.0,6748.9597,0.1517,98.17080096499969,6.3310341999999995,1.174910735,0.01,0.14851617134975442,0.15150000000000002,196.1193550650006,70.7812545,125.3381005650006,510.4195550650003,503.6705953650003,,,,,5e-05,0.337447985,,,,,,,,,,,,,
continuous_unprotected,stop_update,2026-08-20T17:00:00+00:00,0.1616,0.0,42473.0,6863.636799999999,0.15360000000000001,178.7888022650005,6.3310341999999995,1.174910735,0.01,0.14851617134975442,0.15340000000000004,276.81805506500143,71.66894020000001,205.14911486500142,625.0966550649993,618.2330182649993,,,,,,,0.1517,0.159,0.1537,2026-08-20T17:00:00+00:00,2026-08-20T17:00:00+00:00,23.0,,,,,,,
continuous_unprotected,add,2026-08-20T17:00:00+00:00,0.1615,9731.0,52204.0,8430.946,0.15360000000000001,98.8476641649998,7.902590699999999,1.174910735,0.01,0.15130166800391232,0.15350000000000003,201.64579856500058,88.146454,113.49934456500057,619.2777985649992,610.8468525649993,,,,,,,,,,,,,,,,9731.0,98.84548456999968,1.5715565000000002,98.84548456999968
continuous_unprotected,funding,2026-08-20T20:00:00+00:00,0.1613,0.0,52204.0,8420.5052,0.15360000000000001,98.42663890499979,7.902590699999999,1.595935995,0.01,0.15130982270563123,0.15340000000000004,196.00437330500134,88.08902960000002,107.91534370500132,608.4159733049989,599.995468104999,,,,,5e-05,0.42102526,,,,,,,,,,,,,
continuous_unprotected,funding,2026-08-21T00:00:00+00:00,0.1641,0.0,52204.0,8566.6764,0.15360000000000001,97.9983050849998,7.902590699999999,2.0242698150000002,0.01,0.15131811896447853,0.1534,195.5760394849995,88.0890296,107.48700988499951,754.1588394849996,745.5921630849996,,,,,5e-05,0.42833382000000003,,,,,,,,,,,,,
continuous_unprotected,funding,2026-08-21T04:00:00+00:00,0.1657,0.0,52204.0,8650.2028,0.15360000000000001,97.5657949449998,7.902590699999999,2.456779955,0.01,0.15132649611311352,0.15350000000000003,200.36392934500057,88.146454,112.21747534500057,837.2527293449984,828.6025265449985,,,,,5e-05,0.43251014,,,,,,,,,,,,,
continuous_unprotected,stop_update,2026-08-21T05:00:00+00:00,0.1669,0.0,52204.0,8712.8476,0.1582,337.4640565449996,7.902590699999999,2.456779955,0.01,0.15132649611311352,0.15810000000000002,440.50232934499945,90.78797639999999,349.71435294499946,899.8975293449985,891.1846817449984,,,,,,,0.15360000000000001,0.1659,0.1583,2026-08-21T05:00:00+00:00,2026-08-21T05:00:00+00:00,35.0,,,,,,,
continuous_unprotected,add,2026-08-21T05:00:00+00:00,0.1669,18695.0,70899.0,11833.043099999999,0.1582,168.73981204500072,11.022786199999999,2.456779955,0.015,0.15675949203468706,0.15810000000000002,272.8661338450017,179.34611040000004,93.52002344500164,896.7773338449985,884.9442907449984,,,,,,,,,,,,,,,,18695.0,168.7320282724998,3.1201955,98.8476641649998
continuous_unprotected,stop_update,2026-08-21T08:00:00+00:00,0.1753,0.0,70899.0,12428.594700000001,0.167,792.0271008449993,11.022786199999999,2.456779955,0.015,0.15675949203468706,0.16690000000000002,896.7773338450003,189.32868960000002,707.4486442450002,1492.328933845001,1479.900339145001,,,,,,,0.1582,0.1705,0.1671,2026-08-21T08:00:00+00:00,2026-08-21T08:00:00+00:00,38.0,,,,,,,
continuous_unprotected,funding,2026-08-21T08:00:00+00:00,0.1753,0.0,70899.0,12428.594700000001,0.167,791.4056711099993,11.022786199999999,3.07820969,0.015,0.15676839955501226,0.16690000000000002,896.1559041100003,189.32868960000002,706.8272145100002,1491.707504110001,1479.278909410001,,,,,5e-05,0.6214297350000001,,,,,,,,,,,,,
continuous_unprotected,add,2026-08-21T08:00:00+00:00,0.1753,45786.0,116685.0,20454.880500000003,0.167,395.7093233100003,19.049072,3.07820969,0.015,0.16522838468319093,0.16690000000000002,503.52721831000053,311.59562400000004,191.9315943100005,1483.6812183100028,1463.2263378100029,,,,,,,,,,,,,,,,45786.0,395.70283555499964,8.0262858,168.73981204500072
continuous_unprotected,funding,2026-08-21T12:00:00+00:00,0.1849,0.0,116685.0,21575.056500000002,0.167,394.6305704850003,19.049072,4.156962515,0.015,0.16523778000839418,0.16690000000000002,502.44846548500055,311.59562400000004,190.8528414850005,2602.7784654850025,2581.2034089850026,,,,,5e-05,1.0787528250000002,,,,,,,,,,,,,
continuous_unprotected,funding,2026-08-21T16:00:00+00:00,0.1836,0.0,116685.0,21423.366,0.167,393.5594021850003,19.049072,5.228130815,0.015,0.16524710927668687,0.16690000000000002,501.37729718500054,311.59562400000004,189.7816731850005,2450.016797185002,2428.593431185002,,,,,5e-05,1.0711683,,,,,,,,,,,,,
continuous_unprotected,funding,2026-08-21T20:00:00+00:00,0.1871,0.0,116685.0,21831.763499999997,0.167,392.46781401000027,19.049072,6.31971899,0.015,0.16525661639050798,0.1668,488.61720901000075,311.408928,177.20828101000075,2857.322709009997,2835.4909455099973,,,,,5e-05,1.0915881749999998,,,,,,,,,,,,,
continuous_unprotected,stop_update,2026-08-21T21:00:00+00:00,0.1925,0.0,116685.0,22461.8625,0.18080000000000002,2001.110561010001,19.049072,6.31971899,0.015,0.16525661639050798,0.1806,2098.8702090100014,337.172976,1761.6972330100014,3487.421709009999,3464.9598465099994,,,,,,,0.167,0.1896,0.1809,2026-08-21T21:00:00+00:00,2026-08-21T21:00:00+00:00,51.0,,,,,,,
continuous_unprotected,add,2026-08-21T21:00:00+00:00,0.1925,82873.0,199558.0,38414.915,0.18080000000000002,1000.559970110002,35.0021245,6.31971899,0.03,0.18070610116205113,0.18070000000000003,1116.684256510006,1117.8640486000002,-1.17979208999418,3471.468656510003,3433.053741510003,,,,,,,,,,,,,,,,82873.0,1000.5552805050005,15.9530525,395.7093233100003
continuous_unprotected,funding,2026-08-22T00:00:00+00:00,0.1992,0.0,199558.0,39751.9536,0.18080000000000002,998.572372430002,35.0021245,8.30731667,0.03,0.180716379799822,0.1806,1094.7408588300025,1117.2454188,-22.504559969997445,4806.519658830003,4766.767705230003,,,,,5e-05,1.9875976800000001,,,,,,,,,,,,,
continuous_unprotected,stop_update,2026-08-22T01:00:00+00:00,0.207,0.0,199558.0,41308.506,0.1967,4168.371600230006,35.0021245,8.30731667,0.03,0.180716379799822,0.1965,4267.713058830007,1215.607557,3052.1055018300067,6363.072058830004,6321.763552830003,,,,,,,0.18080000000000002,0.204,0.1968,2026-08-22T01:00:00+00:00,2026-08-22T01:00:00+00:00,55.0,,,,,,,
continuous_unprotected,add,2026-08-22T01:00:00+00:00,0.207,194716.0,394274.0,81614.718,0.1967,2084.1899510299963,75.3083365,8.30731667,0.035,0.19809494109729012,0.19660000000000002,2222.31624683001,2790.513662400001,-568.1974155699909,6322.765846829989,6241.151128829989,,,,,,,,,,,,,,,,194716.0,2084.185800115003,40.306212,1000.559970110002
continuous_unprotected,funding,2026-08-22T04:00:00+00:00,0.2176,0.0,394274.0,85794.0224,0.1967,2079.9002499099965,75.3083365,12.59701779,0.035,0.19810622740434405,0.19660000000000002,2218.0265457100104,2790.513662400001,-572.4871166899907,10497.780545709997,10411.986523309997,,,,,5e-05,4.28970112,,,,,,,,,,,,,
continuous_unprotected,exit,2026-08-22T05:00:00+00:00,0.1967,394274.0,394274.0,77553.6958,0.1967,2079.9002499099965,75.3083365,12.59701779,0.035,0.19810622740434405,0.19660000000000002,2218.0265457100104,2790.513662400001,-572.4871166899907,2257.4539457099963,2179.9002499099965,,,,,,,,,,,,,independent_mark_stop_order_unknown,False,True,,,,
