合约,周期分钟,模式,实际K线数,窗口理论K线数,预热就绪K线数,数据断档数,原版_原始候选数,回踩_原始候选数,原版_确认数,回踩_确认数,原版_入场数,回踩_入场数,原版_已平仓数,回踩_已平仓数,原版_截尾未完成数,回踩_截尾未完成数,原版_净胜率小数,回踩_净胜率小数,原版_平均净R,回踩_平均净R,原版_平均净bp,回踩_平均净bp,原版_净R合计非账户收益,回踩_净R合计非账户收益,原版_净收益至少5R笔数,回踩_净收益至少5R笔数,原版_随机配对笔数,回踩_随机配对笔数,原版_配对随机平均净bp,回踩_配对随机平均净bp,原版_配对目标平均净bp,回踩_配对目标平均净bp,原版_配对超额bp,回踩_配对超额bp,原版_后段已平仓数,回踩_后段已平仓数,原版_后段平均净R,回踩_后段平均净R,原版_后段平均净bp,回踩_后段平均净bp,回踩减原版_平均净bp,回踩减原版_平均净R
PROVEUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,5.40237777777779,,2568.483888008452,,5.40237777777779,,1.0,0.0,1.0,0.0,-176.926406926406,,2568.483888008452,,2745.410294934858,,1.0,0.0,5.40237777777779,,2568.483888008452,,,
PROVEUSDT,60,普通多空,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,5.40237777777779,,2568.483888008452,,5.40237777777779,,1.0,0.0,1.0,0.0,-237.27609962904,,2568.483888008452,,2805.759987637492,,1.0,0.0,5.40237777777779,,2568.483888008452,,,
PTBUSDT,15,联合多头,5968,5968,5968,0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.3333333333333333,,-0.020940290665098244,,-2.9632008318904752,,-0.12564174399058947,,0.0,0.0,6.0,0.0,66.65219271725164,,-2.9632008318904974,,-69.61539354914211,,3.0,0.0,0.19645103396468278,,-111.91281516091232,,,
PTBUSDT,15,普通多空,5968,5968,5968,0,13.0,13.0,13.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.3333333333333333,,0.21257218234200506,,-5.344465412725995,,2.550866188104061,,0.0,0.0,12.0,0.0,-76.66075327712193,,-5.3444654127260005,,71.31628786439595,,6.0,0.0,1.0674829082996584,,166.2912036317475,,,
PTBUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,25.983122302158147,10.683146417445457,5412.339277686197,5002.611232676877,25.983122302158147,10.683146417445457,1.0,1.0,1.0,1.0,5903.921447348072,5666.214775323686,5412.339277686197,5002.611232676877,-491.58216966187496,-663.6035426468089,1.0,1.0,25.983122302158147,10.683146417445457,5412.339277686197,5002.611232676877,-409.72804500932034,-15.29997588471269
PTBUSDT,60,普通多空,1492,1492,1492,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,25.983122302158147,10.683146417445457,5412.339277686197,5002.611232676877,25.983122302158147,10.683146417445457,1.0,1.0,1.0,1.0,5906.384163315805,5666.214775323686,5412.339277686197,5002.611232676877,-494.04488562960756,-663.6035426468089,1.0,1.0,25.983122302158147,10.683146417445457,5412.339277686197,5002.611232676877,-409.72804500932034,-15.29997588471269
PUFFERUSDT,15,联合多头,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
PUFFERUSDT,15,普通多空,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
PUFFERUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
PUFFERUSDT,60,普通多空,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
PUMPBTCUSDT,15,联合多头,5968,5968,5968,0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,0.6,1.0,0.7161081164587163,1.373250000000002,176.71652555478224,632.5911708253359,3.5805405822935814,1.373250000000002,0.0,0.0,4.0,1.0,-25.916987556085253,-189.322709163346,284.6423932359055,632.5911708253359,310.5593807919908,821.9138799886819,3.0,0.0,0.15371851851853072,,-18.28765040011632,,455.87464527055363,0.6571418835412858
PUMPBTCUSDT,15,普通多空,5968,5968,5968,0,13.0,13.0,13.0,1.0,9.0,1.0,9.0,1.0,0.0,0.0,0.3333333333333333,1.0,-0.03205975622053367,1.373250000000002,-6.866336379272756,632.5911708253359,-0.28853780598480305,1.373250000000002,0.0,0.0,9.0,0.0,-130.38795650160054,,-6.866336379272764,,123.52162012232777,,6.0,0.0,-0.3773680911680854,,-140.17959940789282,,639.4575072046086,1.4053097562205357
PUMPBTCUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.0702222222222222,,-304.810126582277,,-1.0702222222222222,,0.0,0.0,1.0,0.0,931.8935516888439,,-304.810126582277,,-1236.703678271121,,0.0,0.0,,,,,,
PUMPBTCUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,,2.503239541160599,,960.796183667434,,5.006479082321198,,0.0,0.0,2.0,0.0,565.621101797759,,960.7961836674339,,395.175081869675,,1.0,0.0,1.5557948717948626,,522.168674698794,,,
PUMPUSDT,15,联合多头,5968,5968,5968,0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,,-0.8874877174742031,,-349.97638028356204,,-4.437438587371015,,0.0,0.0,5.0,0.0,-35.89454051908021,,-349.976380283562,,-314.0818397644818,,4.0,0.0,-1.0561186829873326,,-421.89965083014,,,
PUMPUSDT,15,普通多空,5968,5968,5968,0,12.0,12.0,12.0,1.0,11.0,1.0,11.0,1.0,0.0,0.0,0.09090909090909091,0.0,-0.6955555828666398,-0.666026143790847,-257.0181396836815,-415.756833945327,-7.651111411533037,-0.666026143790847,0.0,0.0,11.0,1.0,35.21426761668335,-102.157151885401,-257.0181396836815,-415.756833945327,-292.2324073003648,-313.599682059926,9.0,1.0,-0.7067290388016447,-0.666026143790847,-276.3487178494967,-415.756833945327,-158.7386942616455,0.02952943907579275
PUMPUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
PUMPUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,5.629455621301763,,3384.4823906083234,,5.629455621301763,,1.0,0.0,1.0,0.0,3756.965265082266,,3384.4823906083234,,-372.4828744739428,,0.0,0.0,,,,,,
PUNDIXUSDT,15,联合多头,5968,5968,5968,0,6.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.640682092968201,-0.4936051398922167,-52.78850239397767,-75.63318847969767,-3.8440925578092062,-1.48081541967665,0.0,0.0,6.0,1.0,28.967365706974668,47.178502879077,-52.78850239397767,-147.482555018786,-81.75586810095234,-194.661057897863,3.0,1.0,-0.6246895094014063,-0.6717867647058829,-60.50998517994734,-160.807885241572,-22.844686085719992,0.14707695307598428
PUNDIXUSDT,15,普通多空,5968,5968,5968,0,17.0,17.0,17.0,5.0,14.0,5.0,14.0,5.0,0.0,0.0,0.35714285714285715,0.4,-0.06873330261557983,-0.04037829117978202,34.34791051240615,-34.1118329341044,-0.9622662366181176,-0.2018914558989101,0.0,0.0,14.0,1.0,5.168260268103724,560.548814635057,34.347910512406145,-160.807885241572,29.179650244302433,-721.3566998766289,7.0,1.0,0.20513877834987174,-0.51040782122905,87.94002122657817,-160.807885241572,-68.45974344651054,0.028355011435797814
PUNDIXUSDT,60,联合多头,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,0.04315269688529311,,87.11178666119702,,0.08630539377058621,,0.0,0.0,2.0,0.0,-30.880099247524004,,87.11178666119699,,117.991885908721,,1.0,0.0,1.1652144846796773,,447.67979452055,,,
PUNDIXUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,0.04315269688529311,,87.11178666119702,,0.08630539377058621,,0.0,0.0,2.0,0.0,-49.813268039676004,,87.11178666119699,,136.92505470087298,,1.0,0.0,1.1652144846796773,,447.67979452055,,,
PYTHUSDT,15,联合多头,5968,5968,5968,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,-1.1092241379310355,,-205.26317020816003,,-2.218448275862071,,0.0,0.0,2.0,0.0,261.217413741474,,-205.26317020816,,-466.48058394963397,,1.0,0.0,-1.0974482758620705,,-225.237084217975,,,
PYTHUSDT,15,普通多空,5968,5968,5968,0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,-1.1177726810543285,-1.0760600000000005,-219.06291424288648,-282.950302392848,-7.8244087673803,-1.0760600000000005,0.0,0.0,7.0,0.0,-149.72529065344642,,-219.06291424288645,,-69.33762358944001,,3.0,0.0,-1.0833083337155125,,-295.19300121813,,-63.88738814996154,0.041712681054328016
PYTHUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
PYTHUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,,0.2485936333366928,,-2.0871913400713615,,0.7457809000100784,,0.0,0.0,3.0,0.0,-330.4780033039217,,-2.087191340071325,,328.3908119638503,,1.0,0.0,-1.0381470588235306,,-544.286815728605,,,
QNTUSDT,15,联合多头,5968,5968,5968,0,10.0,10.0,10.0,2.0,10.0,2.0,9.0,2.0,1.0,0.0,0.0,0.0,-1.0455021698727691,-1.0032066922020677,-146.10620812729246,-261.714731875544,-9.409519528854922,-2.0064133844041354,0.0,0.0,9.0,0.0,-13.668969445556217,,-146.10620812729243,,-132.43723868173623,,5.0,1.0,-0.9999154568709565,-0.9171287128712896,-156.5152804884182,-279.426847662142,-115.60852374825151,0.04229547767070141
QNTUSDT,15,普通多空,5968,5968,5968,0,16.0,16.0,16.0,4.0,11.0,3.0,11.0,3.0,0.0,0.0,0.2727272727272727,0.3333333333333333,-0.40000718511729105,-0.5201933503569399,-43.62925691712483,-163.15373659427868,-4.400079036290202,-1.5605800510708199,0.0,0.0,11.0,0.0,-21.876964651946825,,-43.62925691712482,,-21.752292265178006,,6.0,1.0,-0.037603045545256585,-0.9171287128712896,7.066518262207505,-279.426847662142,-119.52447967715386,-0.12018616523964887
QNTUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.0716648044692727,,-299.077019020891,,-1.0716648044692727,,0.0,0.0,1.0,0.0,-167.58988852253,,-299.077019020891,,-131.487130498361,,0.0,0.0,,,,,,
QNTUSDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,,-0.28060404780161813,,-138.55138406440432,,-0.8418121434048544,,0.0,0.0,3.0,0.0,-84.92782632555699,,-138.55138406440432,,-53.62355773884733,,0.0,0.0,,,,,,
QTUMUSDT,15,联合多头,5968,5968,5968,0,8.0,8.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.125,,0.07782830985040246,,-12.12610566314926,,0.6226264788032196,,1.0,0.0,8.0,0.0,-42.455104988943134,,-12.126105663149257,,30.328999325793877,,4.0,0.0,1.3106517122106092,,85.95599716797523,,,
QTUMUSDT,15,普通多空,5968,5968,5968,0,11.0,11.0,11.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.1,,-0.16876185293800827,,-43.2185367404584,,-1.6876185293800827,,1.0,0.0,10.0,0.0,352.04338919634904,,-43.218536740458426,,-395.2619259368075,,5.0,0.0,0.8285277527472109,,24.752027701390983,,,
QTUMUSDT,60,联合多头,1492,1492,1492,0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9903888412017366,-1.0289646697388632,191.3130335313755,-710.49639372083,1.9807776824034733,-1.0289646697388632,0.0,0.0,2.0,0.0,286.8383096462075,,191.31303353137548,,-95.525276114832,,1.0,1.0,1.1243776824034393,-1.0289646697388632,290.765815760267,-710.49639372083,-901.8094272522055,-2.0193535109406
QTUMUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9903888412017366,-1.0289646697388632,191.3130335313755,-710.49639372083,1.9807776824034733,-1.0289646697388632,0.0,0.0,2.0,0.0,-158.74526137324398,,191.31303353137548,,350.0582949046195,,1.0,1.0,1.1243776824034393,-1.0289646697388632,290.765815760267,-710.49639372083,-901.8094272522055,-2.0193535109406
QUICKUSDT,15,联合多头,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
QUICKUSDT,15,普通多空,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
QUICKUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
QUICKUSDT,60,普通多空,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
QUSDT,15,联合多头,5968,5968,5968,0,6.0,6.0,6.0,2.0,6.0,2.0,6.0,2.0,0.0,0.0,0.5,0.0,-0.038664243184506675,-1.070184154656749,44.65451542569817,-315.470728747022,-0.23198545910704005,-2.140368309313498,0.0,0.0,5.0,0.0,244.7496973976976,,82.35775992154939,,-162.3919374761482,,4.0,2.0,-0.36173572962839273,-1.070184154656749,-33.7269817578635,-315.470728747022,-360.12524417272016,-1.0315199114722424
QUSDT,15,普通多空,5968,5968,5968,0,14.0,14.0,14.0,3.0,11.0,3.0,11.0,3.0,0.0,0.0,0.2727272727272727,0.0,-0.5083165809550141,-1.0178596118764296,-64.36141687232264,-295.934347168629,-5.591482390505155,-3.053578835629289,0.0,0.0,11.0,1.0,-81.42393372636064,-316.95684169516596,-64.36141687232265,-256.86158401184304,17.062516854037987,60.095257683322956,6.0,2.0,-0.6142466337039686,-1.070184154656749,-85.53107861111734,-315.470728747022,-231.57293029630637,-0.5095430309214155
QUSDT,60,联合多头,1492,1492,1492,0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.5,,0.19282836450786656,,74.35360969707273,,0.7713134580314662,,0.0,0.0,4.0,0.0,594.6993794091908,,74.35360969707273,,-520.3457697121181,,2.0,0.0,0.5033004861749524,,244.7841885496265,,,
QUSDT,60,普通多空,1492,1492,1492,0,7.0,7.0,7.0,0.0,6.0,0.0,5.0,0.0,1.0,0.0,0.4,,-0.061613925309130436,,5.09431919410838,,-0.3080696265456522,,0.0,0.0,5.0,0.0,164.23739527230038,,5.094319194108382,,-159.143076078192,,3.0,0.0,-0.024260704075737882,,72.54184476050132,,,
RADUSDT,15,联合多头,5968,5968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
RADUSDT,15,普通多空,5968,5968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
RADUSDT,60,联合多头,1492,1492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
RADUSDT,60,普通多空,1492,1492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
RAREUSDT,15,联合多头,5968,5968,5968,0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,0.4,0.0,0.2545307936508007,-1.0665789473684195,113.00788729097357,-320.39525691699396,1.2726539682540037,-1.0665789473684195,0.0,0.0,5.0,0.0,-153.8219607106798,,113.00788729097356,,266.82984800165343,,2.0,1.0,-1.1280396825396817,-1.0665789473684195,-177.0091093117395,-320.39525691699396,-433.40314420796756,-1.3211097410192203
RAREUSDT,15,普通多空,5968,5968,5968,0,10.0,10.0,10.0,1.0,9.0,1.0,9.0,1.0,0.0,0.0,0.2222222222222222,0.0,-0.3687330548593672,-1.0665789473684195,-8.169040118552793,-320.39525691699396,-3.3185974937343046,-1.0665789473684195,0.0,0.0,9.0,1.0,-79.42975714271999,-171.87849720223798,-8.169040118552786,-320.39525691699396,71.26071702416722,-148.516759714756,3.0,1.0,-1.1313597883597863,-1.0665789473684195,-172.981918285121,-320.39525691699396,-312.22621679844116,-0.6978458925090523
RAREUSDT,60,联合多头,1492,1492,1492,0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.190250377073931,-1.0708333333333355,69.47309454150299,-302.35294117646896,3.570751131221793,-1.0708333333333355,1.0,0.0,3.0,0.0,-205.42165078445265,,69.47309454150302,,274.89474532595574,,1.0,0.0,-1.0503076923076915,,-417.553516819569,,-371.82603571797193,-2.2610837104072665
RAREUSDT,60,普通多空,1492,1492,1492,0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.25,0.0,0.6337408131084783,-1.0708333333333355,-92.6072874765995,-302.35294117646896,2.534963252433913,-1.0708333333333355,1.0,0.0,4.0,0.0,171.35660141576122,,-92.6072874765995,,-263.9638888923607,,2.0,0.0,-1.0430477855477855,,-498.200975175238,,-209.74565369986948,-1.7045741464418138
RAVEUSDT,15,联合多头,5968,5968,5968,0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,,-1.1229492403021821,,-206.85389002814466,,-3.3688477209065466,,0.0,0.0,3.0,0.0,422.9238858014597,,-206.85389002814466,,-629.7777758296044,,1.0,0.0,-1.0687272727272707,,-311.00529100529,,,
RAVEUSDT,15,普通多空,5968,5968,5968,0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.3333333333333333,,-0.00520659598659301,,25.088846919907837,,-0.03123957591955806,,0.0,0.0,6.0,0.0,242.9642552337485,,25.088846919907823,,-217.87540831384067,,3.0,0.0,0.2764417545015312,,94.35694780348031,,,
RAVEUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,3.975974358974349,,1055.927817500852,,3.975974358974349,,0.0,0.0,1.0,0.0,-306.484664644421,,1055.927817500852,,1362.4124821452729,,0.0,0.0,,,,,,
RAVEUSDT,60,普通多空,1492,1492,1492,0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,,2.795648843594389,,800.6570040384194,,8.386946530783167,,0.0,0.0,3.0,0.0,-53.44327515133594,,800.6570040384194,,854.1002791897554,,1.0,0.0,2.686052631578946,,840.0823045267481,,,
RAYSOLUSDT,15,联合多头,5968,5968,5968,0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,,-1.0916752512386978,,-259.1022820397255,,-2.1833505024773956,,0.0,0.0,2.0,0.0,144.134083441277,,-259.10228203972554,,-403.2363654810025,,2.0,0.0,-1.0916752512386978,,-259.1022820397255,,,
RAYSOLUSDT,15,普通多空,5968,5968,5968,0,11.0,11.0,11.0,0.0,9.0,0.0,8.0,0.0,1.0,0.0,0.25,,-0.6147883687025703,,-67.84457962861087,,-4.918306949620562,,0.0,0.0,8.0,0.0,-45.83081743128237,,-67.84457962861089,,-22.013762197328507,,5.0,0.0,-0.24890877936206715,,-43.06022612707761,,,
RAYSOLUSDT,60,联合多头,1492,1492,1492,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,-1.1819459459459416,,-140.346598202822,,-1.1819459459459416,,0.0,0.0,1.0,0.0,439.352280237939,,-140.346598202822,,-579.698878440761,,0.0,0.0,,,,,,
RAYSOLUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,-1.1373259141494407,,-188.04131940597853,,-2.2746518282988815,,0.0,0.0,2.0,0.0,24.949466622958496,,-188.04131940597853,,-212.990786028937,,0.0,0.0,,,,,,
RAYUSDT,15,联合多头,5968,5968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
RAYUSDT,15,普通多空,5968,5968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
RAYUSDT,60,联合多头,1492,1492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
RAYUSDT,60,普通多空,1492,1492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
RDNTUSDT,15,联合多头,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
RDNTUSDT,15,普通多空,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
RDNTUSDT,60,联合多头,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
RDNTUSDT,60,普通多空,1492,1492,1492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
RECALLUSDT,15,联合多头,5968,5968,5968,0,9.0,9.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.2222222222222222,,-0.11190883178004626,,-111.85366845430634,,-1.0071794860204164,,1.0,0.0,9.0,0.0,6.394007441191339,,-111.85366845430634,,-118.24767589549768,,4.0,0.0,-0.6243914051402898,,-154.72515535520603,,,
RECALLUSDT,15,普通多空,5968,5968,5968,0,17.0,17.0,17.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.2857142857142857,,0.1836682267039702,,-62.25964819894,,2.571355173855583,,1.0,0.0,14.0,0.0,42.6652479620748,,-62.25964819893999,,-104.92489616101479,,5.0,0.0,1.279345699417179,,139.5250563862748,,,
RECALLUSDT,60,联合多头,1492,1492,1492,0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.2180883032178277,-1.034627615062761,-52.27277436073365,-597.57370710488,0.6542649096534832,-1.034627615062761,0.0,0.0,2.0,0.0,-328.177255972907,,241.51819923371752,,569.6954552066245,,2.0,0.0,0.09445918750000526,,-137.15916154110099,,-545.3009327441464,-1.2527159182805887
RECALLUSDT,60,普通多空,1492,1492,1492,0,5.0,5.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.5,,0.05156034846698515,,-101.76589799921875,,0.2062413938679406,,0.0,0.0,4.0,0.0,-314.698169791943,,-101.76589799921874,,212.93227179272426,,3.0,0.0,-0.2870138749999968,,-231.54619309572195,,,
REDUSDT,15,联合多头,5968,5968,5968,0,11.0,11.0,11.0,1.0,11.0,1.0,11.0,1.0,0.0,0.0,0.2727272727272727,1.0,0.018156243553303638,0.0125999999999948,-27.853575880017726,2.8832951945059997,0.19971867908634,0.0125999999999948,0.0,0.0,9.0,0.0,-6.504335822125109,,0.7145474188996624,,7.218883241024773,,6.0,0.0,0.05144777130071926,,-70.81924670627699,,30.736871074523727,-0.005556243553308839
REDUSDT,15,普通多空,5968,5968,5968,0,18.0,18.0,18.0,1.0,16.0,1.0,16.0,1.0,0.0,0.0,0.3125,0.0,0.13627290481263293,-1.0938888888888902,-4.4569058171562475,-233.017751479289,2.180366477002127,-1.0938888888888902,0.0,0.0,16.0,0.0,-107.27756993679638,,-4.4569058171562475,,102.8206641196401,,10.0,0.0,-0.10918275175997523,,-65.30093004394321,,-228.56084566213275,-1.2301617937015232
REDUSDT,60,联合多头,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,-0.19041976744185468,,-3.933950980726948,,-0.38083953488370936,,0.0,0.0,2.0,0.0,-295.091756070016,,-3.933950980726988,,291.157805089289,,1.0,0.0,0.7078604651162891,,237.61124121780105,,,
REDUSDT,60,普通多空,1492,1492,1492,0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.5,,-0.19041976744185468,,-3.933950980726948,,-0.38083953488370936,,0.0,0.0,2.0,0.0,-84.651358334621,,-3.933950980726988,,80.71740735389402,,1.0,0.0,0.7078604651162891,,237.61124121780105,,,
REEFUSDT,15,联合多头,5968,5968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
REEFUSDT,15,普通多空,5968,5968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
REEFUSDT,60,联合多头,1492,1492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
REEFUSDT,60,普通多空,1492,1492,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
REIUSDT,15,联合多头,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
REIUSDT,15,普通多空,5968,5968,5968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,
