arm,signal_i,status,blocking_trade,symbol,asset,timeframe,signal_bar_open
v9_long,1681,closed,,UNIUSDT,UNI,4h,2024-10-10 04:00:00+00:00
v9_long,2944,closed,,UNIUSDT,UNI,4h,2025-05-08 16:00:00+00:00
v9_long,3580,closed,,UNIUSDT,UNI,4h,2025-08-22 16:00:00+00:00
box_htf,1692,closed,,UNIUSDT,UNI,4h,2024-10-12 00:00:00+00:00
box_any,1692,closed,,UNIUSDT,UNI,4h,2024-10-12 00:00:00+00:00
