sample_id,split,class_name,target,anchor_time,image_rel,source_sha256,prepared_sha256,source_width,source_height,resized_width,resized_height,pad_left,pad_top,pad_right,pad_bottom
eth3m_20260408T185400Z_owner_no_tip_negative_t172,train,no_start,0,2026-04-08T18:54:00+00:00,train/no_start/eth3m_20260408T185400Z_owner_no_tip_negative_t172.png,b01a5c134323f8ae1b287dedd0b9a7076e7e88aa788b1aa24c21fa04a3d3c854,824085361fa4306cd6b9dd6f14e748be07277f55d987999f899b424f9951530c,1280,742,960,557,0,201,0,202
eth3m_20260408T193000Z_owner_no_tip_negative_t092,train,no_start,0,2026-04-08T19:30:00+00:00,train/no_start/eth3m_20260408T193000Z_owner_no_tip_negative_t092.png,6f39a01b93fe45b1c73ac6725e914c4feb7fb7220b85c86c723ca98bf5b9735e,5784e035ad8b8c9e9c647b9c549b9d643cdf356177a03d06307085fa54f88e49,1280,742,960,557,0,201,0,202
eth3m_20260408T222400Z_confirmed_current_tip_t025,train,short_start,1,2026-04-08T22:24:00+00:00,train/short_start/eth3m_20260408T222400Z_confirmed_current_tip_t025.png,e30629575c840c726fb17d3a45750e0de520da51b4293a761d6b6cd7652c1de9,5fa8281bcf788c5616a142024629c4906b223d4adfbf64d454c992b065fb24a1,1280,742,960,557,0,201,0,202
eth3m_20260409T011500Z_owner_no_tip_negative_t183,train,no_start,0,2026-04-09T01:15:00+00:00,train/no_start/eth3m_20260409T011500Z_owner_no_tip_negative_t183.png,706cb9c97fcc58011f0a848fe881f57c3bc3204eacd65d991abe07823aa3e3f9,6426ca56288b19e0f1434a3ff9274d1f6cc32217a5a2c6f95424168cbefeaecb,1280,742,960,557,0,201,0,202
eth3m_20260409T011800Z_owner_no_tip_negative_t003,train,no_start,0,2026-04-09T01:18:00+00:00,train/no_start/eth3m_20260409T011800Z_owner_no_tip_negative_t003.png,45e31415e09dbd92731c0ffb2a2edf46c115b37fc55837491b596585a0ca7979,629ff6fe3f183961ad291f7fd2ac19d8a6411195d1926322af176433b1f2f567,1280,742,960,557,0,201,0,202
eth3m_20260409T135100Z_owner_no_tip_negative_t179,train,no_start,0,2026-04-09T13:51:00+00:00,train/no_start/eth3m_20260409T135100Z_owner_no_tip_negative_t179.png,d825cfb6656748b6f2f64dad4ed655aceacc1542bd7fd679e475aac8ed977f77,dfab0512ddf305555e4732a05423e31e0185bf793a2c4c8bce8ff7d75ddcd34a,1280,742,960,557,0,201,0,202
eth3m_20260409T135400Z_owner_no_tip_negative_t054,train,no_start,0,2026-04-09T13:54:00+00:00,train/no_start/eth3m_20260409T135400Z_owner_no_tip_negative_t054.png,fa89bd9546dfad9ebc4d0a21105285aedc966ca3e3ba3838679b8989745c514c,fa2cf8a85d3eae85907535f736401a7cf452a20657f6642cea5b9cee6f3420bc,1280,742,960,557,0,201,0,202
eth3m_20260409T224500Z_confirmed_current_tip_t191,train,short_start,1,2026-04-09T22:45:00+00:00,train/short_start/eth3m_20260409T224500Z_confirmed_current_tip_t191.png,e7f396c6f7ce78c4d09681dd07393cd55dc258058d4389e4e52080bcbd28d3cb,085392897a267e530d6ac71b11046f06cd441f5049a8f2921aff799323829333,1280,742,960,557,0,201,0,202
eth3m_20260412T020000Z_owner_no_tip_negative_t043,train,no_start,0,2026-04-12T02:00:00+00:00,train/no_start/eth3m_20260412T020000Z_owner_no_tip_negative_t043.png,df632b6963159e66448611dccd98b17aee6ee1b713f1693a63b92b88505889a4,bf77621a77db232250cc446e852ed17c7ca2be411dc5906a1b0577a7785f383f,1280,742,960,557,0,201,0,202
eth3m_20260412T110300Z_owner_no_tip_negative_t095,train,no_start,0,2026-04-12T11:03:00+00:00,train/no_start/eth3m_20260412T110300Z_owner_no_tip_negative_t095.png,787b055013471b1ce0811240686b4029e024f1df93d247deae7583cc16d24735,f8392fec3ddfe107fb66a27c28bc31deaa4219e3c1ee7b52510818d87936cb6e,1280,742,960,557,0,201,0,202
eth3m_20260412T130000Z_owner_no_tip_negative_t116,train,no_start,0,2026-04-12T13:00:00+00:00,train/no_start/eth3m_20260412T130000Z_owner_no_tip_negative_t116.png,d9d6a74a5560460815b59fc74a2c6610a4621d2069c5ca0fb00c38880b2877a6,1801213810c027ce8d3884d210b0cc2af23bad28bb5623de921a282a5f6104c5,1280,742,960,557,0,201,0,202
eth3m_20260412T133900Z_owner_no_tip_negative_t017,train,no_start,0,2026-04-12T13:39:00+00:00,train/no_start/eth3m_20260412T133900Z_owner_no_tip_negative_t017.png,65f7135e159765031f707f1e7986f1ab2ca6ce8ad0cfabd5ce25d815e6dd2139,dbace6ca0a324e37afd816a5753dc8e17e4934fefa4399c46255c83eb103f184,1280,742,960,557,0,201,0,202
eth3m_20260412T221800Z_owner_no_tip_negative_t182,train,no_start,0,2026-04-12T22:18:00+00:00,train/no_start/eth3m_20260412T221800Z_owner_no_tip_negative_t182.png,9484156eed9669c503c69ae9df682ecc8fec996c9f7c2656872684768e6ac6eb,cf77d09e7274cd5bd01c1ca0ec485b358ff51ef295b24749c8999a72c8a7710a,1280,742,960,557,0,201,0,202
eth3m_20260414T143900Z_confirmed_current_tip_t091,train,short_start,1,2026-04-14T14:39:00+00:00,train/short_start/eth3m_20260414T143900Z_confirmed_current_tip_t091.png,cd8e044d585a47472eccd803527a9a47ba4dd7ea8f80313851bf5d2953cbb24e,913636a04b4363b1b1292398d5b8d9c3478ea1e5589a6ea699cbeba90cb66f30,1280,742,960,557,0,201,0,202
eth3m_20260414T161800Z_confirmed_current_tip_t153,train,short_start,1,2026-04-14T16:18:00+00:00,train/short_start/eth3m_20260414T161800Z_confirmed_current_tip_t153.png,601b65a2f1ab9ae76f49a281391ec58b0d60c38b96642ba4a7130c62bd51f433,858853b723c753d9857c49cd847bd68535d3a2f07815d8dd775d1d83fe9d1907,1280,742,960,557,0,201,0,202
eth3m_20260415T024500Z_owner_no_tip_negative_t051,train,no_start,0,2026-04-15T02:45:00+00:00,train/no_start/eth3m_20260415T024500Z_owner_no_tip_negative_t051.png,583e82387a0519046c9d2c41d647272f987e53639fe0d2ab220fbb7ef310317b,bc270b70294b998602ff08c6ce3b98372f80ecc935f245b517f740e6f67bbfe6,1280,742,960,557,0,201,0,202
eth3m_20260415T053600Z_owner_no_tip_negative_t176,train,no_start,0,2026-04-15T05:36:00+00:00,train/no_start/eth3m_20260415T053600Z_owner_no_tip_negative_t176.png,c6f25984345406217aefa61960293712165e68d77e8e054f2a7ceefc60b6e167,29b57826979c2c437c5986f6756dc3bc9d229b35259089121c0e69df8f40c9d7,1280,742,960,557,0,201,0,202
eth3m_20260416T134200Z_confirmed_current_tip_t090,train,short_start,1,2026-04-16T13:42:00+00:00,train/short_start/eth3m_20260416T134200Z_confirmed_current_tip_t090.png,5259e4cd6d8282e9e912a113e6f1fc50026d875d47a4c9e358ddbe0217154bdb,00778715271d5b418a301831eb26f548309c382b5b1888add14b9f1bfb77a586,1280,742,960,557,0,201,0,202
eth3m_20260417T013000Z_owner_no_tip_negative_t159,train,no_start,0,2026-04-17T01:30:00+00:00,train/no_start/eth3m_20260417T013000Z_owner_no_tip_negative_t159.png,e2a3944742d0dbcbc614f16a824d554db8e7dfb7688b2b98c3a464c6c0f90ccb,08b4608d33caf507d5014fc4fbab3a2ba133381ba34e904c39c0e5708ee9db1d,1280,742,960,557,0,201,0,202
eth3m_20260417T050900Z_owner_no_tip_negative_t129,train,no_start,0,2026-04-17T05:09:00+00:00,train/no_start/eth3m_20260417T050900Z_owner_no_tip_negative_t129.png,09f04d64f8d9a66d483c9035df9fefa0be302d5e0c54cb4a93bcabf856c4c0ff,9374f7f8daecafbdebc5ffbe6370c57eea4c5c7efd03822d61a5e48ee7319edd,1280,742,960,557,0,201,0,202
eth3m_20260417T104200Z_owner_no_tip_negative_t018,train,no_start,0,2026-04-17T10:42:00+00:00,train/no_start/eth3m_20260417T104200Z_owner_no_tip_negative_t018.png,f0d452ab930c3abc8b21b3ec34e8fee082c33f9ba2b0b8c097249b7a1a7a7969,1e1d7eb97344216e8796e425802077fd306a19f9869dfb5ff59bc595a75d5fad,1280,742,960,557,0,201,0,202
eth3m_20260417T181200Z_owner_no_tip_negative_t001,train,no_start,0,2026-04-17T18:12:00+00:00,train/no_start/eth3m_20260417T181200Z_owner_no_tip_negative_t001.png,5dc4c0f7f18f62010f1bbc85fd431f03604f8df6acc632bf9c007c7dd44154f9,bf65cc305293558cef7a072bbb52ed60e7b1b3ed5bb5cfb9689114d3a54f76a5,1280,742,960,557,0,201,0,202
eth3m_20260418T073900Z_confirmed_current_tip_t169,train,short_start,1,2026-04-18T07:39:00+00:00,train/short_start/eth3m_20260418T073900Z_confirmed_current_tip_t169.png,851479ebfb76a9d87f6885e91d212573afca5a775621db1570634f29e2ded3cf,f4507c7395d4c33db937558672a905655fb4e095f9b25f0384ad2dae5f2a8aee,1280,742,960,557,0,201,0,202
eth3m_20260419T023300Z_owner_no_tip_negative_t137,val,no_start,0,2026-04-19T02:33:00+00:00,val/no_start/eth3m_20260419T023300Z_owner_no_tip_negative_t137.png,159d06c39c9a9afc16ad1f84e50a5eb0afc9850c98dbb857b94e1eeeb091dcb7,afaa2478ae83f5e6254f43e1709ab96316141b4e0759c61d4ab0f4738c34b7c7,1280,742,960,557,0,201,0,202
eth3m_20260419T071800Z_owner_no_tip_negative_t028,val,no_start,0,2026-04-19T07:18:00+00:00,val/no_start/eth3m_20260419T071800Z_owner_no_tip_negative_t028.png,b7797dc3cefac813939d296959df19fac7bc097d9e7e675ae5ec42bd857c72b5,0efb66d6416a61a1313664cf7a5bcb679a642a5fa49e2060821774511ec6ec79,1280,742,960,557,0,201,0,202
eth3m_20260419T161200Z_confirmed_current_tip_t015,val,short_start,1,2026-04-19T16:12:00+00:00,val/short_start/eth3m_20260419T161200Z_confirmed_current_tip_t015.png,8350e5cb96f9a8c950f9f9180c9e5d4d5b1a87d4bc0a449053e9851c615f8d2d,7de3196c4a0f1264c35a996533a1c091e9a51775f1f24e8dc210214d71aacd47,1280,742,960,557,0,201,0,202
eth3m_20260419T205700Z_owner_no_tip_negative_t078,val,no_start,0,2026-04-19T20:57:00+00:00,val/no_start/eth3m_20260419T205700Z_owner_no_tip_negative_t078.png,161cc1d21b95a52bebbf6e8092d7fcef5c799fb1ad86e0e4dcf391cf02090241,4947949d2ebe856054348ff718f21d762a094ee1aec963b9b7fbf5d3cc4f5a58,1280,742,960,557,0,201,0,202
eth3m_20260419T221200Z_owner_no_tip_negative_t057,val,no_start,0,2026-04-19T22:12:00+00:00,val/no_start/eth3m_20260419T221200Z_owner_no_tip_negative_t057.png,17f4e5a456fb963797ce147c07d924c7fbe13e3f00ec178b4817aaea3c3996ff,afcc4df36bdc2c8ba7ee0a536a038eca899ba892e074eb5e222aa4d008facb88,1280,742,960,557,0,201,0,202
eth3m_20260420T050600Z_confirmed_current_tip_t033,val,short_start,1,2026-04-20T05:06:00+00:00,val/short_start/eth3m_20260420T050600Z_confirmed_current_tip_t033.png,0d6e0c6046162b03ca6a3c9ee5d492b15698f8694d6622642fcdfc6978e61df3,0608c63c98ee9b44b14daa965477ceab002cf76d65b278b805779caffa6b8abf,1280,742,960,557,0,201,0,202
eth3m_20260420T052700Z_owner_no_tip_negative_t103,val,no_start,0,2026-04-20T05:27:00+00:00,val/no_start/eth3m_20260420T052700Z_owner_no_tip_negative_t103.png,36b547257d2ad5a165cc077dc1ae6229cf93f9f4c21aceb529cb20b572d6865d,db5ffa12f2dddf57f7fec038d333fe0655fff58ececef0c719cd995dfbadf2ec,1280,742,960,557,0,201,0,202
eth3m_20260420T140900Z_owner_no_tip_negative_t016,val,no_start,0,2026-04-20T14:09:00+00:00,val/no_start/eth3m_20260420T140900Z_owner_no_tip_negative_t016.png,4d14d2bc47217275397559902cb5422cf5ef14c57f1c66a2fa03cdb65cb59743,46b8cd41a8f302137b7b7e5accf8eeef9b37b26e5679a3b8a7a3fd2c6f39fed1,1280,742,960,557,0,201,0,202
eth3m_20260420T144200Z_owner_no_tip_negative_t045,val,no_start,0,2026-04-20T14:42:00+00:00,val/no_start/eth3m_20260420T144200Z_owner_no_tip_negative_t045.png,13acb9ed82f7d1630e933d33e1c7ad04ce2f818a044da696142b4cffb84319f1,983ada0a910a22df5c36495f1b409792fa238b4b29cf1294482a3754b6b3b1c7,1280,742,960,557,0,201,0,202
eth3m_20260421T124800Z_owner_no_tip_negative_t164,val,no_start,0,2026-04-21T12:48:00+00:00,val/no_start/eth3m_20260421T124800Z_owner_no_tip_negative_t164.png,b4e6c8ad776ddf1cb68f1df2ab7a103b7067a2ef4270f12876484bd523216213,5cd0b36802e29fc72517f01f6016390ef0ce47a54c76bf641a47e39d4109631c,1280,742,960,557,0,201,0,202
eth3m_20260421T150300Z_owner_no_tip_negative_t109,val,no_start,0,2026-04-21T15:03:00+00:00,val/no_start/eth3m_20260421T150300Z_owner_no_tip_negative_t109.png,739f8a2fffbfba1e681acb46674ce632efe36b21d36cccbd68e580f8a3f8ecf8,2a8b5ff827c5001b44c286cb6591114467a96636327f225622869a0dec7b0738,1280,742,960,557,0,201,0,202
eth3m_20260421T171800Z_owner_no_tip_negative_t035,val,no_start,0,2026-04-21T17:18:00+00:00,val/no_start/eth3m_20260421T171800Z_owner_no_tip_negative_t035.png,f75a992539ff3b92cdb0a787d9beb54b1aeaa3753bfcb129673aa70fcad637b8,191c37ec9bf1f1ec1ce4fe4abdafce4b470e007ea086e9faeef053e55b746a6f,1280,742,960,557,0,201,0,202
eth3m_20260421T194200Z_owner_no_tip_negative_t119,val,no_start,0,2026-04-21T19:42:00+00:00,val/no_start/eth3m_20260421T194200Z_owner_no_tip_negative_t119.png,bd0c23299e207bbb8428fb7a5810a2aadc8b4a32d7a13f62cae00cd7ee79c72f,2366460eda20ee5be99ffce183368839e67e7c006a5e3f352e3498d00b46ea42,1280,742,960,557,0,201,0,202
eth3m_20260421T194500Z_owner_no_tip_negative_t122,val,no_start,0,2026-04-21T19:45:00+00:00,val/no_start/eth3m_20260421T194500Z_owner_no_tip_negative_t122.png,e7b8f415ecd35127d99d598ccbc2980d74e6187284de6b9f6038313b3150b791,345083777831bd5db81e0abe40e74959b6551fa3af719f25d3c1446825760d65,1280,742,960,557,0,201,0,202
eth3m_20260422T144500Z_owner_no_tip_negative_t002,val,no_start,0,2026-04-22T14:45:00+00:00,val/no_start/eth3m_20260422T144500Z_owner_no_tip_negative_t002.png,7154a88174fa81d9e2dd29d1982f003a7428b5deed3218d23e1677cc561f6f10,aaeeb2676cb3f53e0e5d881e561800c2461cd7f7d69cb2bd9f1709d52b35f1d7,1280,742,960,557,0,201,0,202
eth3m_20260422T145100Z_owner_no_tip_negative_t181,val,no_start,0,2026-04-22T14:51:00+00:00,val/no_start/eth3m_20260422T145100Z_owner_no_tip_negative_t181.png,54211b593d482d52ef1abdd7fb9f387a58a8a826d63dd49bf2a8e8b35bfcaa7b,6a1db46e91c6fb65cd0c749761c1900a5ad8277609758eaef3614803027b6257,1280,742,960,557,0,201,0,202
eth3m_20260423T001200Z_owner_no_tip_negative_t093,val,no_start,0,2026-04-23T00:12:00+00:00,val/no_start/eth3m_20260423T001200Z_owner_no_tip_negative_t093.png,64dc3bc7e15de8b7a94a8671e9b88612d36c7b96b04a8e1e9ba977f54c7c4eb5,f69429f1b2d6df609584ad3046c25911582531772aff72916211f15031b1a39b,1280,742,960,557,0,201,0,202
eth3m_20260423T032100Z_owner_no_tip_negative_t082,val,no_start,0,2026-04-23T03:21:00+00:00,val/no_start/eth3m_20260423T032100Z_owner_no_tip_negative_t082.png,71c7a2673c03a2959a3603b88f74786e4f72679c925022ac2130cd8d7356d69d,f9d4d7ab8b33a3b6310d58c67737e1dc11d88367b1cdc24d69fd283d791c799b,1280,742,960,557,0,201,0,202
eth3m_20260423T073600Z_confirmed_current_tip_t133,val,short_start,1,2026-04-23T07:36:00+00:00,val/short_start/eth3m_20260423T073600Z_confirmed_current_tip_t133.png,d2540bcbba01a35ab0e01137302473796e40fe0482261b10d50c2fc7135f0536,12ee0736bdcc2ce5fc6993b1ac637ff6bf55279a3bfe24a706d5c91029143a36,1280,742,960,557,0,201,0,202
eth3m_20260423T090600Z_owner_no_tip_negative_t007,val,no_start,0,2026-04-23T09:06:00+00:00,val/no_start/eth3m_20260423T090600Z_owner_no_tip_negative_t007.png,6af36915d6ca27bbd2cbc0877f2cff13a26c7df1f65e58c9fa456a029827378d,3db487d75289f4bc299321e1f7cea051a1357ce5fb9a099201762eb9dc7b1025,1280,742,960,557,0,201,0,202
eth3m_20260423T090900Z_owner_no_tip_negative_t158,val,no_start,0,2026-04-23T09:09:00+00:00,val/no_start/eth3m_20260423T090900Z_owner_no_tip_negative_t158.png,4f5f3fcfc4e8ec522a2bdcf760aaaf4f5b8df8faeef30b092dbb89e3fafc97eb,94d64e0a5ca7a55ff197c9f82f3809454f3d8c3b8d7657c8c7328f47ca2c8938,1280,742,960,557,0,201,0,202
eth3m_20260423T091200Z_owner_no_tip_negative_t113,val,no_start,0,2026-04-23T09:12:00+00:00,val/no_start/eth3m_20260423T091200Z_owner_no_tip_negative_t113.png,ecbc374cc5174c9ecefb29d5a3b2bae7753ffa59f850fcf340030400ff4e3094,cd68297a986d7779ba87f3db6f6866e87f7955d00cd13a302de4708698cee60b,1280,742,960,557,0,201,0,202
eth3m_20260423T165100Z_confirmed_current_tip_t022,val,short_start,1,2026-04-23T16:51:00+00:00,val/short_start/eth3m_20260423T165100Z_confirmed_current_tip_t022.png,54073853e7c10f4e53d7efb6804c165210fbe60cb813a09591d1bb4ff455ca78,74080b42dfbdc122f700ddc9bcb938fff8729dfec8b388f9660d2f86950ad31e,1280,742,960,557,0,201,0,202
eth3m_20260423T174500Z_owner_no_tip_negative_t118,val,no_start,0,2026-04-23T17:45:00+00:00,val/no_start/eth3m_20260423T174500Z_owner_no_tip_negative_t118.png,39fab23ec293f16393e2c52df5fb2c3a3d533e22823e24f5aca1262e165f0292,ac462669f5d48820536c4eadb7eb43bff4b9881477821249d492db28f6832a36,1280,742,960,557,0,201,0,202
eth3m_20260423T174800Z_owner_no_tip_negative_t156,val,no_start,0,2026-04-23T17:48:00+00:00,val/no_start/eth3m_20260423T174800Z_owner_no_tip_negative_t156.png,dbc2ad2b9bb20a1f9f7baaf78abf5eb7770c21e778bd8701aba296011e61dbb1,feed9c9c4bdf9fc7e2311f7043d872e6c36084043bc6acbeda415eb9766928eb,1280,742,960,557,0,201,0,202
eth3m_20260424T030000Z_confirmed_current_tip_t126,val,short_start,1,2026-04-24T03:00:00+00:00,val/short_start/eth3m_20260424T030000Z_confirmed_current_tip_t126.png,044244b55e970e9b0ae83e31518f0f1aefa4e5f431fc45349dadce368543f6d8,25042f51a72480e5d80750858428b6733e29ea56935535356fd24429089c7391,1280,742,960,557,0,201,0,202
eth3m_20260424T033300Z_owner_no_tip_negative_t029,val,no_start,0,2026-04-24T03:33:00+00:00,val/no_start/eth3m_20260424T033300Z_owner_no_tip_negative_t029.png,3ba69fca6195ab3e453bf859a1eeaf74bbcc552ed8ef1c152514325f840a7b45,e8907abdb1ee8df4acf118ebef502714f5b8da8a7fd7197c5210251bd5eb9855,1280,742,960,557,0,201,0,202
eth3m_20260424T033600Z_owner_no_tip_negative_t040,val,no_start,0,2026-04-24T03:36:00+00:00,val/no_start/eth3m_20260424T033600Z_owner_no_tip_negative_t040.png,00f48a5d22c0dbea8d6ee78909ef3f4f108451451f6c3f7cec0ea23e04b76b7c,10e7f367e8eacf2369746f6c3e5986931ecbf1a6d40d269d6effc508d2e0fe9b,1280,742,960,557,0,201,0,202
eth3m_20260427T053600Z_owner_no_tip_negative_t060,val,no_start,0,2026-04-27T05:36:00+00:00,val/no_start/eth3m_20260427T053600Z_owner_no_tip_negative_t060.png,5fcb316ab5715b3705b6286d2f96221e8f46a20eb9bab439441e26fba174e962,8e370f0223680ba28a9324562d5dbe8ee97b1485a71f670d6eb62b36391fd2d1,1280,742,960,557,0,201,0,202
eth3m_20260427T145400Z_confirmed_current_tip_t032,val,short_start,1,2026-04-27T14:54:00+00:00,val/short_start/eth3m_20260427T145400Z_confirmed_current_tip_t032.png,ef8af836c3101498f079b76eabbe0921f4622a8a2584ba5896a69e862a6a15af,2190fdad4f5b8e003d81bb98e650a9da1ba1fb918f32914143edfed20105066c,1280,742,960,557,0,201,0,202
eth3m_20260428T064200Z_owner_no_tip_negative_t094,val,no_start,0,2026-04-28T06:42:00+00:00,val/no_start/eth3m_20260428T064200Z_owner_no_tip_negative_t094.png,1dcf32836a659fd58e7a7da151c9be9197281e6447dccab386113cc4e91b1dc5,0eac5ff6ac3c1a823efe2ae7d4397d8bf98273c7d3ae844c50e9b71e57417af2,1280,742,960,557,0,201,0,202
eth3m_20260428T064500Z_owner_no_tip_negative_t135,val,no_start,0,2026-04-28T06:45:00+00:00,val/no_start/eth3m_20260428T064500Z_owner_no_tip_negative_t135.png,3d8d866f26d57850c7da546f9bbaa91544ae31507bee8a579c71acf0135e3316,e7215a12d48026eb07e5d8f65bde05f4668b09ac30b71a88b9546c12fc7e1bc8,1280,742,960,557,0,201,0,202
eth3m_20260429T120000Z_confirmed_current_tip_t011,val,short_start,1,2026-04-29T12:00:00+00:00,val/short_start/eth3m_20260429T120000Z_confirmed_current_tip_t011.png,feeae8cc5666ead171efd4cc0469f091807c958ce2b404c3cdac9a0858bbb587,05aa0bcca6f0ae93c23df826a56e8ce99ad3b3768843785254bb88ccb44e98ea,1280,742,960,557,0,201,0,202
eth3m_20260429T134200Z_owner_no_tip_negative_t087,val,no_start,0,2026-04-29T13:42:00+00:00,val/no_start/eth3m_20260429T134200Z_owner_no_tip_negative_t087.png,33f511e5a279e4b5618e6186af8d3baffab24fb5dff2c3ee9de3bf40747085df,7b2e05decd8d39aab1a520c243947a0a1b961d5f99199460cc2086fb42d8129c,1280,742,960,557,0,201,0,202
eth3m_20260429T154800Z_owner_no_tip_negative_t189,val,no_start,0,2026-04-29T15:48:00+00:00,val/no_start/eth3m_20260429T154800Z_owner_no_tip_negative_t189.png,b7742d43322dcfc5c827a50f29d4a11f250e7b9ec89c3dedd738bbc709712ed3,d7b0d2fc936e3f214afe67915e979310b9e1186d7f48848a9a4692a48216eb57,1280,742,960,557,0,201,0,202
eth3m_20260429T155100Z_owner_no_tip_negative_t194,val,no_start,0,2026-04-29T15:51:00+00:00,val/no_start/eth3m_20260429T155100Z_owner_no_tip_negative_t194.png,bdd17a3160acd6e9e8b9e5aa7886ed241d944c17d999bb6dd9e5abfe270351cd,1400f5f98c6927c493f9c6b018a15c5e8b2e03853affc9eb5a38f84aa1ab07e9,1280,742,960,557,0,201,0,202
eth3m_20260429T155400Z_owner_no_tip_negative_t184,val,no_start,0,2026-04-29T15:54:00+00:00,val/no_start/eth3m_20260429T155400Z_owner_no_tip_negative_t184.png,f440ebbc28941edef90b4f77c54c0952f6ab07032136708b9eb4e2c73ea58d4d,5f14746b83f5ad7c1ec5383bc3c2910ae3fc0181d087c37b2d03f4e32d5ff8d8,1280,742,960,557,0,201,0,202
eth3m_20260429T182400Z_owner_no_tip_negative_t059,val,no_start,0,2026-04-29T18:24:00+00:00,val/no_start/eth3m_20260429T182400Z_owner_no_tip_negative_t059.png,1d99845f11a43fa35c75d71d8dd0a3e7d80397bc5256b75e916a4611b274c5ca,f73760767342dd5e602dd5239962886c25096857ce692dff9eae36a53ea135c3,1280,742,960,557,0,201,0,202
eth3m_20260430T024500Z_owner_no_tip_negative_t157,val,no_start,0,2026-04-30T02:45:00+00:00,val/no_start/eth3m_20260430T024500Z_owner_no_tip_negative_t157.png,6945b422f52a20f4301f7ecde3b39cb814423fe603be3ed4d2aaf22532f520df,d756f43895121b4322adcad352debe30a03409fc7f4128804216ab3dca4c78a3,1280,742,960,557,0,201,0,202
eth3m_20260430T024800Z_owner_no_tip_negative_t036,val,no_start,0,2026-04-30T02:48:00+00:00,val/no_start/eth3m_20260430T024800Z_owner_no_tip_negative_t036.png,6977109951b95326d30a6a666eb07e7b85cfe9ff6b649b1c160aed2a6434fa3c,2cbb0b002c1238757c197897a20a38f0ea2cb76c5650e9be2e686760df5223a2,1280,742,960,557,0,201,0,202
eth3m_20260430T033000Z_owner_no_tip_negative_t004,val,no_start,0,2026-04-30T03:30:00+00:00,val/no_start/eth3m_20260430T033000Z_owner_no_tip_negative_t004.png,1f19d0ddc46b629f44a0ff2996aaebc97fd67ee8b15514138abeb9cf32981ba4,998b1807d6b99a79924d03c7f06b63c78f21ce3e499b0bf1aefb6a307950c734,1280,742,960,557,0,201,0,202
eth3m_20260501T201800Z_confirmed_current_tip_t070,val,short_start,1,2026-05-01T20:18:00+00:00,val/short_start/eth3m_20260501T201800Z_confirmed_current_tip_t070.png,0b64588c5ffeb6a1f9b314c3e0dd51b9c868ecbe31d6cba9f04cd6fda3c2738e,981721a70944dc72c94f859b4bbfe6b1754994abb7f070cf36617b419c8eccf5,1280,742,960,557,0,201,0,202
