primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,15,-10.070045804819129,-10.452168940446299,-151.05068707228693,0.0,False,0.0,15,0
early_reversal,15,-48.27286824310179,-40.36384627013943,-724.093023646527,0.0,False,0.0,15,0
giveback,17,-43.143777621428406,-35.22938971739496,-733.4442195642829,0.0,False,0.0,17,0
hard_stop,63,-84.82995836356363,-73.76323246105486,-5344.287376904508,0.0,False,0.0,63,0
other_loss,68,-72.77523348378642,-66.80208069782226,-4948.715876897477,0.0,False,0.0,68,0
