direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,121,-25.340792899229815,-40.36384627013943,-3066.2359408068073,0.4736393627483076,False,0.256198347107438,90,0
1,130,-5.749510751990244,-36.18534171178687,-747.4363977587317,0.8769902955760137,False,0.3230769230769231,88,0
