outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
hard_stop,63,-84.82995836356363,-73.76323246105486,-5344.287376904508,0.0,False,0.0,63,0
transition_colour_exit,188,8.14156935286686,-26.189162409719895,1530.6150383389695,1.233421400524842,False,0.3882978723404255,115,0
