fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023H1,55,-13.612533059831557,-41.24345539645578,-748.6893182907356,0.7176844372852622,False,0.3090909090909091,38,0
2023H2,66,-15.748459889477127,-32.419203671693026,-1039.3983527054904,0.5617325713596212,False,0.25757575757575757,49,0
2024H1,55,-29.2700557942182,-42.299356244828154,-1609.853068682001,0.4943632608317834,False,0.2909090909090909,39,0
2024H2,75,-5.54308798516416,-37.35990126072284,-415.731598887312,0.8874640368349723,False,0.30666666666666664,52,0
