fold,minutes,cohort,arm,n,symbols,selected_n,matched_n,matched_symbols,cost_bp,funding_included,mean_gross_bp,mean_net_bp,median_net_bp,win_pct,profit_factor,censored_n,control_net_bp,mean_net_ex_top3_bp,top3_positive_profit_pct,median_mfe_r,median_net_r,portfolio_net_pct,mdd_pct,capital_sleeves,excess_bp,p,months,p_resolution,ci_low,ci_high,family,p_holm,p_holm_primary
development,60,all_core,gate_bb20,698,46,698,698,46,20,False,93.02817151200894,73.02817151200894,-147.42553288798644,24.355300859598856,1.4733449044684603,2,-9.996171447764397,25.094732360172088,21.13477215755453,1.1797555033028424,-1.0644923118655834,8.021396504654387,-4.789178542186622,54,83.02434295977334,0.0064,24,0.0001,23.93448039531124,148.6824561447108,context,0.019200000000000002,
development,60,all_core,gate_box_break,652,46,652,652,46,20,False,37.78185203207402,17.78185203207402,-195.63609552568974,25.153374233128833,1.090625451976061,1,-76.96456241740671,-40.05601802688755,26.941620758538896,1.2143102961858927,-1.063183737260881,1.72999367069806,-5.100705250626902,54,94.74641444948071,0.0117,24,0.0001,21.26810259083,193.65607260484865,context,0.0234,
development,60,all_core,gate_close70,1053,46,1053,1053,46,20,False,47.015591734322406,27.015591734322395,-178.61163511164847,24.216524216524217,1.1441412822601855,1,-51.317865558543424,-14.77972681241884,19.470814607888915,1.1317769713732906,-1.0615104641595612,3.3589141698364466,-6.9378561068115125,54,78.3334572928658,0.0038,24,0.0001,26.819513289663863,137.80075472325842,context,0.0152,
development,60,all_core,gate_rvol2,956,46,956,956,46,20,False,58.95128609982023,38.951286099820216,-185.4852481308611,26.15062761506276,1.206073727571416,3,-66.22663603078335,-5.4599754902010735,19.473880274135396,1.2153862709302194,-1.0593602492332104,5.111765589351092,-6.830752749586888,54,105.17792213060355,0.0003,24,0.0001,50.28585955857505,169.25812314177244,context,0.0014999999999999998,
development,60,all_core,gate_tr15,623,46,623,623,46,20,False,73.04231924552876,53.04231924552875,-188.14140332786832,25.52166934189406,1.2763576653653204,1,-60.85880243122556,-15.153905263911833,27.808143279177454,1.1788917950613915,-1.057124731329206,3.92238224081094,-5.326601041104418,54,113.90112167675433,0.0159,24,0.0001,21.535056355392634,225.29239075676287,context,0.0234,
development,60,all_core,ma21,3976,46,3976,3975,46,20,False,31.13548102049142,11.135481020491403,-134.42423517555756,28.143863179074447,1.0709871889746532,2,-39.307459725731334,2.4924908227128806,5.145709095916205,1.0191498309798055,-0.766456890515467,9.655633580403112,-12.265972236626688,54,50.23985837090696,0.0001,24,0.0001,30.115278077272404,70.89164044991863,parameter,0.001,
development,60,all_core,ma55,2432,46,2432,2429,46,20,False,58.985819826896446,38.98581982689642,-195.5056072927791,20.929276315789476,1.1919086530345686,7,-56.564909918251224,13.884101654300144,10.3739602182067,1.0920375610575404,-1.0674464760547477,10.567639781629424,-13.121523248473288,54,95.87596878040475,0.0001,24,0.0001,52.1318091458219,147.74120202901474,parameter,0.001,
development,60,all_core,signal13,2487,46,2487,2487,46,20,False,54.895672010493506,34.8956720104935,-168.0598157042035,25.492561318858066,1.1947940570137485,6,-43.400636726675664,15.083427823285724,9.26495703170563,1.148744870610824,-1.054552745224978,9.993731107738867,-9.420915256149376,54,78.29630873716916,0.0006,24,0.0001,38.48492012374853,120.3940476992887,parameter,0.0036,
development,60,all_core,signal5,3865,46,3864,3865,46,20,False,62.35808923451465,42.358089234514644,-169.18341708543448,25.71798188874515,1.2331050276484474,8,-22.712082495546692,21.08707134146192,9.50030478415517,1.120093372388436,-1.0521110265182243,20.36249162287598,-10.882603600787554,54,65.07017173006133,0.0004,24,0.0001,33.02013072565566,99.60601587147437,parameter,0.0028,
development,60,high_vol,band005,663,39,663,661,39,20,False,86.2485827693393,66.2485827693393,-248.18180812901437,25.791855203619914,1.2728670101460937,3,-46.577669734964275,-3.8074979933629036,22.663680034817748,1.0793803972539555,-1.039722183652078,4.092693297801708,-3.870888530213845,54,114.59522884486302,0.0114,24,0.0001,26.13670611681379,224.0421357798828,parameter,0.07980000000000001,0.2688
development,60,high_vol,band020,1028,40,1027,1028,40,20,False,123.5749376066096,103.5749376066096,-258.13335743623435,26.750972762645915,1.410249850205162,4,0.14715181706122074,24.25651801747382,22.297653017092536,1.051177206972038,-1.0419715306920028,19.49115374154191,-6.719715704627727,54,103.42778578954835,0.0223,24,0.0001,16.623689094323726,201.43109474595474,parameter,0.1115,0.446
development,60,high_vol,band030,1187,40,1185,1187,40,20,False,114.13025462049289,94.13025462049286,-265.0952158370368,27.71693344566133,1.370991015909167,4,-51.648682885767265,26.184571086789454,19.55168603404229,1.1284299739997523,-1.0426931729092517,15.918937562459611,-6.036376374981344,54,145.77893750626012,0.0001,24,0.0001,73.76800752426662,236.92275267395195,parameter,0.001,0.0036000000000000003
development,60,high_vol,base,796,39,796,795,39,20,False,61.638080954167,41.63808095416697,-259.9803971368581,25.753768844221103,1.1681594928114993,3,34.76342872616119,-13.647186393145452,19.09561831421582,1.1665447066583476,-1.0417418951019308,2.706866464681368,-6.792522712763615,54,7.3380235220085215,0.4713,24,0.0001,-138.42287566118424,144.10724888012084,baseline,0.4713,
development,60,high_vol,exit_chandelier,796,39,794,795,39,20,False,33.22903934583389,13.229039345833868,-126.76612682668508,36.30653266331658,1.0789900435751312,0,-30.86416475536617,-3.223776600558826,9.09800173848029,1.0147531969127261,-0.4549007334975229,2.1371931301140012,-2.7588369899479104,54,44.46558587006404,0.0112,24,0.0001,8.614590633830513,78.9421598863762,exit,0.025500000000000002,0.2688
development,60,high_vol,exit_fixed3r,796,39,748,795,39,20,False,33.21265322801536,13.212653228015343,-293.0637612643727,28.14070351758794,1.0484399716166541,2,-55.88371383561968,2.767302915655088,3.656172715690611,1.2364808479974445,-1.0489006099583682,0.5058254135335227,-3.0576101990766213,54,69.52398310263631,0.0085,24,0.0001,21.986684535539112,119.06328091411021,exit,0.025500000000000002,0.21250000000000002
development,60,high_vol,exit_sma60,796,39,796,795,39,20,False,54.73621165709461,34.7362116570946,-198.2264841581183,28.14070351758794,1.165403367281988,1,34.75497296287679,-16.879365825523962,21.063513842927847,1.0423929098699376,-0.7339233820185435,2.273716418818439,-4.598111326251885,54,0.43592839162045255,0.5064,24,0.0001,-82.09130293566328,86.72757671968975,exit,0.5064,1.0
development,60,high_vol,focus24,315,37,315,313,37,20,False,63.56502501226458,43.56502501226454,-253.92949714878264,25.07936507936508,1.173575697776325,1,53.37310168487894,-41.254896490288495,28.6629768638,1.2203991667272711,-1.0418321087851274,1.8859561080424303,-3.101466528449115,54,-6.217257996589839,0.543,24,0.0001,-118.84601496020666,93.41655065548117,parameter,1.0,1.0
development,60,high_vol,focus36,118,33,118,116,33,20,False,136.51354132704398,116.51354132704392,-249.8306611595719,26.27118644067797,1.4735058014872504,0,187.04567013086756,-47.93440348022479,45.01892285469692,1.2694071327221481,-1.0415952744764299,2.2500598840062835,-1.4932232945602197,54,-59.58537640533024,0.5617,23,0.0001,-409.2934621781676,211.5709701334985,parameter,1.0,1.0
development,60,high_vol,focus6,1311,40,1309,1310,40,20,False,104.97864647051543,84.9786464705154,-261.41962568211,26.926010678871094,1.3412083495406106,4,15.563883369650426,22.271605620927016,18.78809406840383,1.1393560118188777,-1.0402967972093773,18.694375896803272,-6.570567116404835,54,69.72905374532948,0.0392,24,0.0001,1.0418990124248724,149.00464898000183,parameter,0.1568,0.6171
development,60,high_vol,gate_bb20,188,38,188,188,38,20,False,228.16194565039177,208.1619456503917,-217.69178074150352,26.595744680851062,1.9925802803533466,1,78.04032380740347,30.279032741681117,42.68357293075629,1.0866262121323045,-1.04720027215429,6.622417304467798,-2.469111131687385,54,130.12162184298828,0.0363,23,0.0001,2.524427633652896,337.4273920129758,context,0.1815,0.6171
development,60,high_vol,gate_box_break,162,36,162,161,36,20,False,159.3201312311442,139.32013123114422,-261.0894672529612,28.39506172839506,1.5932740034432005,1,-17.103859621958325,-79.1145911165754,57.989576436254666,1.2750146676382563,-1.0490547042288187,3.373215867444901,-3.079037307090171,54,159.31878730657547,0.1423,23,0.0001,-38.01861612887802,515.0235907088006,context,0.2846,1.0
development,60,high_vol,gate_close70,261,35,261,261,35,20,False,112.65384935322986,92.65384935322983,-279.23076892295563,24.521072796934863,1.3615642770679668,1,-26.738586543721276,-76.6801417367762,48.27937556680041,1.0793803972539555,-1.0476184528737058,3.082276233613901,-6.110933790224015,54,119.39243589695118,0.1604,24,0.0001,-57.68850809495509,361.4899302654467,context,0.2846,1.0
development,60,high_vol,gate_rvol2,233,38,233,233,38,20,False,237.4051922974246,217.4051922974246,-260.53206587748343,29.613733905579398,1.9108604795821396,1,24.83681407229888,35.7157550074356,39.93746249618957,1.1788917950613915,-1.0449157816266983,8.016128481560948,-2.76212526447579,54,192.5683782251258,0.0395,24,0.0001,7.946062708174627,451.5168676869396,context,0.1815,0.6171
development,60,high_vol,gate_tr15,167,37,167,166,37,20,False,274.61098465131556,254.61098465131553,-271.66885743765243,28.143712574850298,2.0536121537981757,0,42.872204943468404,0.48322123890213287,51.20969133937901,1.167483157806832,-1.0488005774153597,6.58566470945956,-2.3892300187760673,54,215.2409067104334,0.0799,24,0.0001,-13.653848184227655,555.3967115310577,context,0.2397,0.7989999999999999
development,60,high_vol,ma21,1025,40,1025,1023,40,20,False,50.27441347138678,30.274413471386765,-203.50497030770632,28.09756097560976,1.1421667050662476,1,-49.317465384091996,-3.268818679710487,13.787124073001134,0.9307014555158928,-0.6981202252033547,6.741956366430246,-7.057321137238315,54,78.66187192518719,0.0182,24,0.0001,14.237490999845889,142.80557526841497,parameter,0.1092,0.38220000000000004
development,60,high_vol,ma55,591,40,591,589,40,20,False,117.59975309060904,97.59975309060901,-289.68824870495126,21.82741116751269,1.3540679024312654,3,-93.2705131285785,-3.6547929365149865,27.12266414129686,1.051473279566668,-1.048552153495791,5.175519296317499,-8.698615956634015,54,167.99346775867735,0.0006,24,0.0001,73.55481970763194,277.85259952437923,parameter,0.005399999999999999,0.019799999999999998
development,60,high_vol,signal13,641,39,641,640,39,20,False,79.79070976351287,59.790709763512865,-248.7717694193692,26.209048361934478,1.2466940230309134,3,-21.809865762948988,-8.840574123619923,22.699968978900625,1.1985267027279245,-1.0413366637700516,4.2335462099974075,-5.891447679264116,54,82.20453303824547,0.0422,24,0.0001,1.2202862334242193,180.47171486534378,parameter,0.1568,0.6171
development,60,high_vol,signal5,987,40,987,986,40,20,False,132.51198662314997,112.51198662314997,-260.6282502993218,26.545086119554206,1.4525611234437406,3,-7.3538110151467695,29.241448604040524,23.083343115253435,1.1526630228451742,-1.0410420933644733,18.033765987712425,-7.448164598096607,54,120.31128859610723,0.0045,24,0.0001,38.31926238618258,216.1635916170934,parameter,0.036,0.11699999999999999
development,60,majors,band005,137,2,137,137,2,20,False,52.41668431722774,32.416684317227734,-115.65367700174131,21.16788321167883,1.3061931240217224,0,-7.979955308416604,-22.663192109105612,39.47131920556943,1.0395835592646314,-1.1243847059869168,22.790931456957296,-20.310934284534298,2,40.396639625644326,0.1409,24,0.0001,-30.57028511159659,105.92978525716796,parameter,0.9432,
development,60,majors,band020,215,2,214,215,2,20,False,38.36176810870814,18.36176810870814,-117.56768965762052,20.930232558139537,1.1650646270248444,0,-8.04431524229776,-15.074561957154517,25.637011318813922,1.0454236441584814,-1.1144563593408807,12.487921685928782,-25.886458880999342,2,26.406083351005915,0.1196,24,0.0001,-19.794650247047823,61.957194998743105,parameter,0.9432,
development,60,majors,band030,249,2,247,249,2,20,False,42.946827734776555,22.946827734776544,-117.56768965762052,23.293172690763054,1.2082363117102943,0,-40.739421104914136,-5.683041695766971,21.451684501589515,1.155268624029248,-1.1124214820306448,25.448521955818304,-19.835692735324262,2,63.686248839690684,0.004,24,0.0001,20.514903230184338,113.98687743323138,parameter,0.04,
development,60,majors,base,172,2,172,172,2,20,False,36.51126253603571,16.511262536035705,-116.34067681722368,20.930232558139537,1.152010845622677,0,1.622250253023063,-25.358414467316084,33.10740812812891,1.0027488839154843,-1.1191067279453222,9.707285758886286,-21.15782258966489,2,14.889012283012637,0.3184,24,0.0001,-47.74881064893687,67.28616072649064,baseline,0.3184,
development,60,majors,exit_chandelier,172,2,171,172,2,20,False,25.50079948638917,5.500799486389163,-55.54909913070503,32.55813953488372,1.0796696771389656,0,-4.978682475607112,-9.275556611575032,19.604802582798346,0.9429964213689037,-0.499082937504849,4.180810712571503,-15.246934450137095,2,10.47948196199627,0.2223,24,0.0001,-16.131257388825023,37.58722924712043,exit,0.6669,
development,60,majors,exit_fixed3r,172,2,165,172,2,20,False,-5.776545407239017,-25.776545407239027,-128.4852531716607,25.581395348837212,0.7780693231115363,0,-23.818187235061238,-38.011023131609136,12.804534531869002,1.3263816953386427,-1.1247320288585474,-17.619034657234977,-21.909611305517195,2,-1.9583581721777878,0.533,24,0.0001,-40.44009157040669,35.92252566896758,exit,1.0,
development,60,majors,exit_sma60,172,2,172,172,2,20,False,16.662993785443796,-3.337006214556206,-100.95575575904124,23.837209302325583,0.9654526212973809,0,-1.85308280765121,-29.251913745105963,27.242137798538685,0.8986833028581838,-1.080487232912727,-6.360879205630687,-21.240455772710476,2,-1.4839234069049874,0.5214,24,0.0001,-55.51552437210686,49.13882574501815,exit,1.0,
development,60,majors,focus24,60,2,60,60,2,20,False,10.794881290142872,-9.20511870985713,-120.68756817079529,15.0,0.9218517096763152,0,10.39275300602402,-89.49145725711112,69.8177154452425,0.7419702818120986,-1.1421661449700085,-5.02852721488507,-13.410417784013617,2,-19.597871715881162,0.6443,21,0.0001,-114.8701046677748,77.11754000241397,parameter,1.0,
development,60,majors,focus36,21,2,21,21,2,20,False,28.954058021317408,8.954058021317406,-98.98569929144728,19.047619047619047,1.089267736641106,0,30.383270215006966,-109.85366317577486,94.37545282024952,0.8226139826856412,-1.131553800753611,1.0789608753911217,-5.944918148372535,2,-21.429212193689587,0.5767364501953125,16,1.52587890625e-05,-232.36798341289537,212.09394485665268,parameter,1.0,
development,60,majors,focus6,270,2,270,270,2,20,False,18.934960660481977,-1.065039339518025,-119.92215617040833,21.48148148148148,0.9904227868886902,0,-21.13158967160505,-27.764306452600852,23.961004410698113,0.9756870299805752,-1.1148939645019529,-9.763735041599354,-28.10014587725308,2,20.066550332087022,0.1992,24,0.0001,-26.27217143064951,61.674464112108794,parameter,0.9432,
development,60,majors,gate_bb20,35,2,35,35,2,20,False,11.363413519965391,-8.636586480034609,-92.35318844128314,17.142857142857142,0.9104207397671975,0,19.346353193290444,-90.34403954004902,84.2639286869448,1.381386713056196,-1.1413602886998708,-2.017752785907101,-10.379404893401201,2,-27.982939673325046,0.7007,23,0.0001,-136.9844421878723,68.36013143899659,context,1.0,
development,60,majors,gate_box_break,31,2,31,31,2,20,False,-51.72270858217858,-71.72270858217861,-149.7585700007442,22.58064516129032,0.44085738708075467,0,-81.55394065041567,-119.9822628888613,64.80707520124594,1.3895417837271042,-1.1191624819315893,-10.812318439323064,-11.509011287023363,2,9.831232068237075,0.3773,19,0.0001,-51.94222086033337,74.16667449938974,context,1.0,
development,60,majors,gate_close70,48,2,48,48,2,20,False,15.201113765358912,-4.798886234641098,-124.10899524816942,14.583333333333334,0.9593859007076959,0,26.256922211882085,-101.76419640221526,79.9273537276576,1.3049286087368919,-1.1405749332310458,1.1013741588068005,-12.894256129646164,2,-31.055808446523187,0.717,20,0.0001,-138.7766623797383,69.19441788711133,context,1.0,
development,60,majors,gate_rvol2,73,2,73,73,2,20,False,31.6489008008156,11.648900800815595,-124.39385389568568,24.65753424657534,1.1040417718768694,0,-47.49611139069336,-47.88778217306261,46.5718670502893,1.3202976853711264,-1.1191624819315893,3.4921671213023586,-14.797652184465592,2,59.14501219150896,0.1168,24,0.0001,-29.84039731660414,153.51022878979472,context,0.584,
development,60,majors,gate_tr15,55,2,55,55,2,20,False,20.925804382103696,0.925804382103703,-120.39127914495572,23.636363636363637,1.0085104126584514,0,-58.37494049746302,-69.97148707698858,61.143227396971135,1.3895417837271042,-1.1191624819315893,-0.9789709425790161,-12.923507656492351,2,59.30074487956673,0.1517,22,0.0001,-41.853649771202676,169.46617148295857,context,0.6068,
development,60,majors,ma21,229,2,229,229,2,20,False,44.671832518019905,24.671832518019905,-81.19284396145063,24.017467248908297,1.277114474147444,0,-4.976955484758088,3.131903084238221,18.980109312715047,0.9836559441182364,-0.9434023263105492,31.413416655354133,-11.850220834858805,2,29.64878800277801,0.1866,24,0.0001,-33.25832483459583,92.16933368115728,parameter,0.9432,
development,60,majors,ma55,118,2,118,118,2,20,False,27.88574452183049,7.885744521830488,-134.09531982934317,18.64406779661017,1.0630896138014876,0,-20.179684327986585,-74.79631111937516,60.79272113202472,1.0348250597523563,-1.1330164255547635,-4.920749409303049,-22.702280754426784,2,28.065428849817074,0.1179,24,0.0001,-16.50218662563433,70.78007703878953,parameter,0.9432,
development,60,majors,signal13,143,2,143,143,2,20,False,61.08721282068743,41.08721282068741,-115.08382471762332,23.076923076923077,1.3920380177496228,0,-20.215349527370254,-8.928841198687573,34.15468422038172,1.24893201158762,-1.1191624819315893,25.430069784256926,-17.983569419700117,2,61.302562348057656,0.0211,24,0.0001,6.988796280116788,117.27103125517093,parameter,0.1899,
development,60,majors,signal5,215,2,215,215,2,20,False,36.206706148730326,16.20670614873032,-115.08382471762332,22.790697674418606,1.1505145042911633,0,-10.563858830276162,-17.17484612829029,26.75278147011115,1.0365440542849609,-1.1162264362333287,12.043426366307886,-21.80742124588304,2,26.77056497900648,0.1398,24,0.0001,-21.0877766404049,70.30681976508656,parameter,0.9432,
development,240,all_core,band005,605,43,605,594,43,20,False,118.55740316934332,98.55740316934332,-337.9138093466505,24.132231404958677,1.2873789060658443,14,-78.36223351356237,14.402969840624646,19.07676213025182,0.9900025655375126,-1.0287267073997035,9.273273043066421,-8.94651033558105,54,171.770441731801,0.0018,24,0.0001,67.69170373202545,293.93214877404404,parameter,0.0072,
development,240,all_core,band020,898,43,897,894,43,20,False,106.78320957673198,86.78320957673196,-355.7295395494864,25.83518930957684,1.2477105123830072,17,-54.49118535357757,26.672094721104912,13.771871847785388,1.1057359624494607,-1.030443810694138,10.72366296883187,-11.892879717601613,54,136.77711503192145,0.0001,24,0.0001,75.87125848047958,210.86088558276646,parameter,0.001,
development,240,all_core,band030,1049,44,1047,1043,44,20,False,85.55296590438229,65.55296590438228,-368.26999221614807,25.166825548141087,1.1813943372878835,20,-32.32325995129951,12.806734676471418,12.363157060114625,1.1243500356254197,-1.031002436328892,6.621582142188087,-13.218343262399102,54,93.14249829491364,0.009,24,0.0001,18.791952165963412,170.71616279341137,parameter,0.026999999999999996,
development,240,all_core,base,723,43,723,717,43,20,False,123.77418828312902,103.774188283129,-339.05026896679624,25.587828492392806,1.3033483009243858,15,-94.49515774677155,31.78981730386715,16.17428314187488,1.0382158688047691,-1.0292985347338577,12.989959988077505,-8.55456347277176,54,193.6678879989864,0.0006,24,0.0001,87.57780993345135,318.84744783200404,baseline,0.0006,
development,240,all_core,exit_chandelier,723,43,722,717,43,20,False,21.298285407998076,1.2982854079980568,-186.5343680367526,34.57814661134163,1.0054557073314927,3,-96.92289825850115,-13.743150024709783,6.262642058764972,0.9347407033445376,-0.4605288046691305,0.37507465309045696,-8.490104161382295,54,97.94646015226013,0.0023,24,0.0001,34.942128944438046,167.49292567432605,exit,0.004,
development,240,all_core,exit_fixed3r,723,43,696,717,43,20,False,82.54481857243539,62.54481857243536,-381.6641809216659,29.87551867219917,1.1712828334531933,6,-84.79470612903305,49.888976772728,3.0074466264184716,1.1097694970154823,-1.033640207545948,9.077827524949722,-9.159438029961697,54,150.12735293247738,0.002,24,0.0001,61.23043652044821,242.84375202805475,exit,0.004,
development,240,all_core,exit_sma60,723,43,723,717,43,20,False,75.02674141968956,55.02674141968953,-266.0819356612598,27.247579529737205,1.1923842424666247,7,-96.36900212608501,-0.5927080275449498,16.307483796650914,0.9904970431403992,-0.6452858354109667,6.862024508433007,-8.391356809165407,54,150.16986161457038,0.0005,24,0.0001,63.39198375729919,254.65836587550928,exit,0.0015,
development,240,all_core,focus24,274,42,274,271,42,20,False,261.5152857161556,241.51528571615555,-321.8488492355209,27.73722627737226,1.7546098636448735,9,-69.62535545251946,98.59473135292832,25.642475990928403,1.108106851377974,-1.0302688686767547,11.398516546382066,-4.351062716741605,54,293.29373603403,0.0011,24,0.0001,125.48266147174505,489.2158721237863,parameter,0.0066,
development,240,all_core,focus36,98,38,98,98,38,20,False,263.27150579713384,243.2715057971338,-316.58615311239816,26.53061224489796,1.7454792681183964,2,12.170825660164478,-11.048011495804918,44.589376106743615,1.1328873970609539,-1.0310787074361716,4.2213739065752875,-2.4488413626183037,54,231.10068013696932,0.0216,23,0.0001,19.587939334575186,554.2815445560329,parameter,0.0432,
development,240,all_core,focus6,1177,44,1175,1167,44,20,False,104.33883870003936,84.33883870003935,-338.6249729824597,25.74341546304163,1.248593976074744,21,-95.97993008865207,39.76594927128173,10.546272520792597,1.154232646773378,-1.028918234875082,12.1841868059823,-13.289205951793793,54,178.78005400274833,0.0001,24,0.0001,102.5983847721374,269.24200571728386,parameter,0.001,
development,240,all_core,gate_bb20,170,40,170,169,40,20,False,135.2168073713031,115.2168073713031,-271.2059319661447,28.823529411764703,1.411737309422933,9,-25.631339915524638,46.96406759157596,17.4868812822681,1.0401240608996951,-1.030487335081947,3.890452510319431,-3.690693135282308,54,144.96039955019097,0.0355,23,0.0001,-6.585996960532431,293.23724726434233,context,0.142,
development,240,all_core,gate_box_break,173,41,173,171,41,20,False,98.70103550886171,78.70103550886171,-366.58700429334834,25.43352601156069,1.2151392183695373,6,-47.536880532681195,-46.2437645130497,27.927684908804228,1.108232890665396,-1.0313108334427363,2.356349018179915,-3.3148381456404863,54,92.49024194659904,0.1757,24,0.0001,-104.30064188500374,268.20583715412675,context,0.1757,
development,240,all_core,gate_close70,253,42,253,252,42,20,False,171.51028641543022,151.51028641543024,-334.52028066029095,28.458498023715418,1.4617017538009018,4,-29.254643117438164,59.10871983266926,19.409832857661073,1.13257612687215,-1.031040142611422,7.93576725404066,-3.4376528598952683,54,155.54073159646057,0.0235,24,0.0001,9.77508958902119,308.76791842859507,context,0.1175,
development,240,all_core,gate_rvol2,195,40,195,191,40,20,False,197.39018742390968,177.39018742390968,-368.2587064676624,24.102564102564102,1.486924986064862,5,-56.29010771251031,-69.98323442543501,45.46760742514352,1.0401838375442378,-1.0318654583955305,6.485807288678225,-4.203839857133273,54,246.7596918911785,0.0515,24,0.0001,-18.927257015245075,534.9014511851085,context,0.1545,
development,240,all_core,gate_tr15,164,40,164,159,40,20,False,256.0117796390655,236.01177963906545,-359.53390084117746,26.82926829268293,1.6827179466310007,5,-42.88871636047705,21.01393051004821,37.02595109222203,1.0523436907194437,-1.0332404449159744,6.48531820497491,-3.2296268941517825,54,256.640463057834,0.0801,24,0.0001,-60.58140875843071,617.4839043504784,context,0.1602,
development,240,all_core,ma21,899,43,899,896,43,20,False,103.5100300489798,83.5100300489798,-263.5697711551499,28.698553948832036,1.2891305770598902,10,-24.78706367724601,-8.596879046529668,24.729503278326792,0.9904970431403992,-0.668937270091382,10.496222188063896,-10.498365007623377,54,110.0887319519509,0.0516,24,0.0001,-2.5215102630606196,258.0635999730188,parameter,0.0516,
development,240,all_core,ma55,524,44,524,521,44,20,False,169.9851116655599,149.98511166555994,-378.2275454730577,24.236641221374043,1.4136058822669268,17,-124.91517809180421,70.29182229656746,15.624982538865195,1.280111435784813,-1.0361219527936871,17.74267123789446,-10.120479622498845,54,277.8901253980582,0.0001,24,0.0001,162.38790474398854,417.80720363975746,parameter,0.001,
