side,period,arm,comparison,metric,difference,ci_low,ci_high,p,months,p_resolution,permutation_method,p_adjusted_primary30
short,later,htf_close__tp2,htf_close__trail,net_return,-0.0016530814962061476,-0.0033538433730543916,0.0004711193142543966,0.90625,8,0.00390625,exact_month_signs,
short,later,htf_close__tp2,random,net_return,0.006673865673682732,0.002557792044228511,0.010679121733838455,0.01171875,8,0.00390625,exact_month_signs,
short,later,htf_body__tp2,htf_body__trail,net_r,-0.12574024576037665,-0.2211152870055473,-0.006768637733113298,0.94921875,8,0.00390625,exact_month_signs,
short,later,htf_body__tp2,random,net_r,0.22327917239562345,0.07739541150648115,0.37989333359889893,0.015625,8,0.00390625,exact_month_signs,
short,later,htf_body__tp2,htf_body__trail,net_return,-0.002177460518500384,-0.0042793278559025314,0.00035677251678710355,0.921875,8,0.00390625,exact_month_signs,
short,later,htf_body__tp2,random,net_return,0.007661721962020947,0.002129983882756741,0.013262213642038384,0.0234375,8,0.00390625,exact_month_signs,
all,full,original__trail,random,net_r,0.13770615561269633,-0.032058467311409676,0.3122401071487214,0.07389261073892611,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,original__trail,random,net_return,0.0016676319339902624,-0.001808882654626284,0.005102916642322126,0.18448155184481552,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_touch__trail,original__trail,net_r,-0.004795151550146355,-0.04744810700619212,0.03543478218323371,0.5824417558244176,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_touch__trail,random,net_r,0.11664903596213752,-0.026127191069779943,0.2664227176323621,0.07179282071792821,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_touch__trail,original__trail,net_return,0.00029880120133308986,-0.000431989360864911,0.0010473018696540424,0.22307769223077692,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_touch__trail,random,net_return,0.0030863327243138804,-0.001134898434891925,0.0072734931721975815,0.09099090090990901,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_close__trail,htf_touch__trail,net_r,-0.034836352757832076,-0.08377184700919833,0.014543611825967567,0.9055094490550945,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_close__trail,random,net_r,0.10894551227282137,-0.0027361054270096962,0.22773114628625707,0.0402959704029597,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_close__trail,htf_touch__trail,net_return,-0.0005043225202685702,-0.0019215968511047301,0.0009221215457270135,0.7527247275272473,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_close__trail,random,net_return,0.0024048979922802662,-0.0009517965601304094,0.005811437964735107,0.0999900009999,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_body__trail,htf_close__trail,net_r,0.015711453330476584,-0.01976841641827124,0.0533710188428631,0.21737826217378262,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_body__trail,random,net_r,0.12397411659391416,0.007195186866458449,0.25196490898326035,0.029897010298970104,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_body__trail,htf_close__trail,net_return,0.00029927697663752407,-0.0005023443953213465,0.0011832539427077432,0.2623737626237376,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_body__trail,random,net_return,0.00285854808818158,-0.0005707783029220814,0.006445959613417996,0.0688931106889311,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,original__tp2,original__trail,net_r,-0.12443090600472194,-0.20823729071827501,-0.04604454543946299,0.9976002399760024,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,original__tp2,random,net_r,0.09691742625232867,0.0020659857120485176,0.19613719096037674,0.032996700329967,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,original__tp2,original__trail,net_return,-0.0016437148581636006,-0.003129048528586294,-0.00023783975041908226,0.9776022397760225,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,original__tp2,random,net_return,0.0014342098578856216,-0.0009814962668687028,0.003918699059957026,0.135986401359864,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_touch__tp2,htf_touch__trail,net_r,-0.10594476190762585,-0.1714144003814279,-0.0413417498669283,0.9983001699830018,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_touch__tp2,random,net_r,0.05686802491475659,-0.031459351496134304,0.1520093148952223,0.12388761123887611,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_touch__tp2,htf_touch__trail,net_return,-0.001740070113058485,-0.0032876276450712746,-0.0003013757188698152,0.983001699830017,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_touch__tp2,random,net_return,0.001928985282704217,-0.0013800936927142928,0.005246595333131503,0.1483851614838516,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_close__tp2,htf_close__trail,net_r,-0.0735358196655364,-0.12812441741603284,-0.02074645520592441,0.9928007199280072,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_close__tp2,random,net_r,0.05943972922863648,-0.008570903300377328,0.1330831531676097,0.06189381061893811,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_close__tp2,htf_close__trail,net_return,-0.0012669493956904106,-0.002492622594011445,-9.282145512709844e-05,0.9723027697230276,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_close__tp2,random,net_return,0.0015348723006422212,-0.0012841791730076168,0.004354066007663621,0.1588841115888411,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_body__tp2,htf_body__trail,net_r,-0.08641505356231949,-0.14696136991661782,-0.025729698838261674,0.9941005899410059,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_body__tp2,random,net_r,0.06925616222759176,-0.008279105985721525,0.15288256135140127,0.05579442055794421,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_body__tp2,htf_body__trail,net_return,-0.0015953580380510784,-0.002994824335723773,-0.0002565881844367432,0.98000199980002,20,9.999000099990002e-05,monte_carlo_month_signs,
all,full,htf_body__tp2,random,net_return,0.0016288893253965822,-0.0014472666873286417,0.004823350600376579,0.17118288171182883,20,9.999000099990002e-05,monte_carlo_month_signs,
all,earlier,original__trail,random,net_r,0.055750889103649066,-0.15005900979339415,0.2791870947738049,0.318359375,13,0.0001220703125,exact_month_signs,
all,earlier,original__trail,random,net_return,-0.00028218112651975463,-0.004764150143814863,0.004577855059641909,0.545654296875,13,0.0001220703125,exact_month_signs,
all,earlier,htf_touch__trail,original__trail,net_r,-0.024676275088595916,-0.0824903716520074,0.030398273616635666,0.781005859375,13,0.0001220703125,exact_month_signs,
all,earlier,htf_touch__trail,random,net_r,0.06049777625249465,-0.08711595086660345,0.23557257437155446,0.24658203125,13,0.0001220703125,exact_month_signs,
all,earlier,htf_touch__trail,original__trail,net_return,-0.00010877708221862776,-0.0009310636704732601,0.0007638497306793939,0.59326171875,13,0.0001220703125,exact_month_signs,
all,earlier,htf_touch__trail,random,net_return,0.0010679466262248037,-0.003805570022901563,0.006364900024728523,0.34814453125,13,0.0001220703125,exact_month_signs,
all,earlier,htf_close__trail,htf_touch__trail,net_r,-0.004093732197390242,-0.05664332082199972,0.04763410905304085,0.5582275390625,13,0.0001220703125,exact_month_signs,
all,earlier,htf_close__trail,random,net_r,0.09222334145696534,-0.040714229911218584,0.24489928703653166,0.119384765625,13,0.0001220703125,exact_month_signs,
all,earlier,htf_close__trail,htf_touch__trail,net_return,0.00011439164208432761,-0.0016549935795923572,0.0018743326582122632,0.4541015625,13,0.0001220703125,exact_month_signs,
all,earlier,htf_close__trail,random,net_return,0.0008055884391700026,-0.0035318310479032586,0.005507775512575264,0.373046875,13,0.0001220703125,exact_month_signs,
all,earlier,htf_body__trail,htf_close__trail,net_r,0.011337776941156875,-0.027881904255797042,0.06254151472267253,0.334228515625,13,0.0001220703125,exact_month_signs,
all,earlier,htf_body__trail,random,net_r,0.11319445564652601,-0.012512226878903764,0.2669326216565105,0.074462890625,13,0.0001220703125,exact_month_signs,
all,earlier,htf_body__trail,htf_close__trail,net_return,0.00018766758209990807,-0.0009219925796239368,0.0015596635495757623,0.388671875,13,0.0001220703125,exact_month_signs,
all,earlier,htf_body__trail,random,net_return,0.0013522400024996962,-0.002865856636773211,0.006074233899300336,0.288818359375,13,0.0001220703125,exact_month_signs,
all,earlier,original__tp2,original__trail,net_r,-0.1181979746773273,-0.22732054141884592,-0.021790897006179113,0.9801025390625,13,0.0001220703125,exact_month_signs,
all,earlier,original__tp2,random,net_r,0.06266422705798858,-0.06747066227871082,0.2160351194564125,0.2100830078125,13,0.0001220703125,exact_month_signs,
all,earlier,original__tp2,original__trail,net_return,-0.0013453179865924561,-0.0031584070733871577,0.000276010632985759,0.9091796875,13,0.0001220703125,exact_month_signs,
all,earlier,original__tp2,random,net_return,0.0005199804978490107,-0.0026902786156057616,0.004199636660002832,0.3878173828125,13,0.0001220703125,exact_month_signs,
all,earlier,htf_touch__tp2,htf_touch__trail,net_r,-0.0875228284179482,-0.16003407504588754,-0.018132537244950512,0.9796142578125,13,0.0001220703125,exact_month_signs,
all,earlier,htf_touch__tp2,random,net_r,0.02389165194398691,-0.08660197930223953,0.15556913371914965,0.357177734375,13,0.0001220703125,exact_month_signs,
all,earlier,htf_touch__tp2,htf_touch__trail,net_return,-0.0012467167809712167,-0.002725762531646932,0.0003163207765509652,0.9249267578125,13,0.0001220703125,exact_month_signs,
all,earlier,htf_touch__tp2,random,net_return,0.0007166716910762008,-0.003490642025227058,0.005476380170630073,0.3836669921875,13,0.0001220703125,exact_month_signs,
all,earlier,htf_close__tp2,htf_close__trail,net_r,-0.07774265104941942,-0.14862483278916983,-0.014719925470355031,0.9755859375,13,0.0001220703125,exact_month_signs,
all,earlier,htf_close__tp2,random,net_r,0.029310664887312658,-0.05837691273464012,0.1335732136965064,0.2891845703125,13,0.0001220703125,exact_month_signs,
all,earlier,htf_close__tp2,htf_close__trail,net_return,-0.0012606068473371786,-0.00262255355097408,6.79620756939022e-05,0.9443359375,13,0.0001220703125,exact_month_signs,
all,earlier,htf_close__tp2,random,net_return,8.973810493859881e-05,-0.0037007992901991623,0.004239710030925358,0.4820556640625,13,0.0001220703125,exact_month_signs,
all,earlier,htf_body__tp2,htf_body__trail,net_r,-0.09178868416885792,-0.16661127826781605,-0.018692840462174263,0.9814453125,13,0.0001220703125,exact_month_signs,
all,earlier,htf_body__tp2,random,net_r,0.03792917493721658,-0.05641736861245127,0.15029400474091542,0.253173828125,13,0.0001220703125,exact_month_signs,
all,earlier,htf_body__tp2,htf_body__trail,net_return,-0.0016176898555268764,-0.0031420815751689595,2.3521316943183897e-05,0.9600830078125,13,0.0001220703125,exact_month_signs,
all,earlier,htf_body__tp2,random,net_return,0.00017789117969397537,-0.0036792916774210393,0.0044476019758368695,0.4671630859375,13,0.0001220703125,exact_month_signs,
all,later,original__trail,random,net_r,0.2540184416983728,0.031095109266966764,0.5215011944441804,0.0390625,8,0.00390625,exact_month_signs,
all,later,original__trail,random,net_return,0.00444059839127564,0.0003454311027641237,0.008796922292764256,0.046875,8,0.00390625,exact_month_signs,
all,later,htf_touch__trail,original__trail,net_r,0.023535467046795065,-0.05378437474147084,0.08071704827896761,0.25390625,8,0.00390625,exact_month_signs,
all,later,htf_touch__trail,random,net_r,0.19269108076611263,-0.03583352942951806,0.43561330671887744,0.09765625,8,0.00390625,exact_month_signs,
all,later,htf_touch__trail,original__trail,net_return,0.0008890147150682007,-0.0002553651989372296,0.0020938774250713714,0.12109375,8,0.00390625,exact_month_signs,
all,later,htf_touch__trail,random,net_return,0.005930086276825352,-0.0006923870094926361,0.012188636130848404,0.0703125,8,0.00390625,exact_month_signs,
all,later,htf_close__trail,htf_touch__trail,net_r,-0.07860744119997012,-0.15637193795601861,0.010289075128505706,0.94140625,8,0.00390625,exact_month_signs,
all,later,htf_close__trail,random,net_r,0.12996098363421849,-0.0319529284675338,0.30660027086115327,0.09375,8,0.00390625,exact_month_signs,
all,later,htf_close__trail,htf_touch__trail,net_return,-0.001406399586204921,-0.003568073986467769,0.0006957388776913024,0.8671875,8,0.00390625,exact_month_signs,
all,later,htf_close__trail,random,net_return,0.00455627969590406,0.0003468734394344496,0.009378513901614337,0.0546875,8,0.00390625,exact_month_signs,
all,later,htf_body__trail,htf_close__trail,net_r,0.02181437385447184,-0.040716168671114356,0.07629203257003117,0.26171875,8,0.00390625,exact_month_signs,
all,later,htf_body__trail,random,net_r,0.13372919040623116,-0.04714130557848225,0.33991350387833547,0.12890625,8,0.00390625,exact_month_signs,
all,later,htf_body__trail,htf_close__trail,net_return,0.0004569394084068632,-0.0006016466686315356,0.0013331096203132988,0.21484375,8,0.00390625,exact_month_signs,
all,later,htf_body__trail,random,net_return,0.0048353918402136,1.125107272966809e-06,0.010356904490167709,0.05078125,8,0.00390625,exact_month_signs,
all,later,original__tp2,original__trail,net_r,-0.13392619141221737,-0.284456265919266,-0.011292771041643182,0.9453125,8,0.00390625,exact_month_signs,
all,later,original__tp2,random,net_r,0.14558017091879755,0.03551408655165074,0.2482620415792378,0.0234375,8,0.00390625,exact_month_signs,
all,later,original__tp2,original__trail,net_return,-0.002076072946490687,-0.004821582104788863,0.00026719267046520747,0.890625,8,0.00390625,exact_month_signs,
all,later,original__tp2,random,net_return,0.0027330348132317515,-0.0003281464346026055,0.00569234986201979,0.06640625,8,0.00390625,exact_month_signs,
all,later,htf_touch__tp2,htf_touch__trail,net_r,-0.13238935534151863,-0.2479452393152224,-0.022332182815035243,0.96875,8,0.00390625,exact_month_signs,
all,later,htf_touch__tp2,random,net_r,0.10099610478717233,-0.02093457282016612,0.2255162049593553,0.09375,8,0.00390625,exact_month_signs,
all,later,htf_touch__tp2,htf_touch__trail,net_return,-0.002445294231139009,-0.005428695099660278,0.00016668536404351473,0.90234375,8,0.00390625,exact_month_signs,
all,later,htf_touch__tp2,random,net_return,0.0036471010439600824,-0.0011563045904987887,0.008045381896328103,0.1015625,8,0.00390625,exact_month_signs,
all,later,htf_close__tp2,htf_close__trail,net_r,-0.06771452170615117,-0.1571641823132264,0.012171679763672422,0.90234375,8,0.00390625,exact_month_signs,
all,later,htf_close__tp2,random,net_r,0.09970928695457176,0.018193238859067387,0.18693112394990133,0.03515625,8,0.00390625,exact_month_signs,
all,later,htf_close__tp2,htf_close__trail,net_return,-0.001278774078985483,-0.0035671630895108136,0.0007360208529548216,0.81640625,8,0.00390625,exact_month_signs,
all,later,htf_close__tp2,random,net_return,0.0034807545802084663,0.0005669417529029696,0.006790400347906801,0.02734375,8,0.00390625,exact_month_signs,
all,later,htf_body__tp2,htf_body__trail,net_r,-0.07898617241987502,-0.18402162988200213,0.019004580121448733,0.90234375,8,0.00390625,exact_month_signs,
all,later,htf_body__tp2,random,net_r,0.108887533090536,0.007546599249097217,0.22552819200648835,0.0546875,8,0.00390625,exact_month_signs,
all,later,htf_body__tp2,htf_body__trail,net_return,-0.0015692466711847404,-0.00417307713677619,0.0007731840888215031,0.81640625,8,0.00390625,exact_month_signs,
all,later,htf_body__tp2,random,net_return,0.003545976660631697,-0.0004971932214557508,0.008019417485250712,0.09375,8,0.00390625,exact_month_signs,
