symbol,arm,side,closed,win_rate_pct,total_net_r,mean_net_r,mean_original_r,mean_gross_bp,mean_net_bp,total_net_bp,pf_r,median_risk_pct,median_position_multiplier,widened_pct,realized_gt5r,realized_gt10r,worst_net_r,worst_gross_r,net_r_q05,net_r_cvar05,gross_loss_beyond_1r,net_loss_beyond_2r,net_loss_beyond_2r_pct,mean_holding_hours,tp2_exits,ma_confirm_exits,random_r,random_bp
1000PEPEUSDT,htf_body__tp2,-1,54,40.74074074074074,10.848977791261612,0.2009069961344743,0.2756498975884598,60.25293640153521,40.252936401535216,2173.6585656829016,1.4045612586502072,2.65359372837293,1.0,40.74074074074074,0,0,-1.5445542168674775,-1.404953145917008,-1.3680906444959962,-1.4525387923892608,10,0,0.0,10.569444444444445,19,27,-0.08669427881895839,-2.43644168016321
1000PEPEUSDT,htf_body__tp2,1,46,41.30434782608695,6.496582751042514,0.14123005980527203,0.19911316977483126,64.10974342253148,44.10974342253151,2029.0481974364493,1.2411134944229507,2.5457677260833,1.0,41.30434782608695,0,0,-4.425290102389103,-4.191126279863505,-1.269772858195751,-2.3947722004138097,10,1,2.1739130434782608,10.146739130434783,17,26,0.0638266330143265,40.84699825293037
1000PEPEUSDT,htf_body__trail,-1,54,35.18518518518518,13.640944886900593,0.25261009049815913,0.3081659049970957,52.514456824637655,32.51445682463764,1755.7806685304329,1.4649772550969797,2.65359372837293,1.0,40.74074074074074,2,0,-1.5445542168674775,-1.404953145917008,-1.3680906444959962,-1.4525387923892608,10,0,0.0,16.48148148148148,0,30,0.17347663826509252,11.883320172536044
1000PEPEUSDT,htf_body__trail,1,46,39.130434782608695,30.26456247707503,0.6579252712407616,0.6938982641553367,148.7251252666464,128.72512526664642,5921.355762265735,2.08611059710204,2.5457677260833,1.0,41.30434782608695,3,0,-4.425290102389103,-4.191126279863505,-1.269772858195751,-2.3947722004138097,10,1,2.1739130434782608,15.83695652173913,0,27,0.0326839725487154,36.911668298109376
1000PEPEUSDT,htf_close__tp2,-1,56,37.5,10.801906474503085,0.19289118704469793,0.27986569860270255,63.61513961326617,43.61513961326618,2442.447818342906,1.4323912601967037,2.68389812387068,1.0,41.07142857142857,0,0,-1.1744940000000017,-1.1204000000000012,-1.0717795501101945,-1.1408257509611817,2,0,0.0,10.084821428571429,18,34,-0.08332217949215484,-2.971223339864896
1000PEPEUSDT,htf_close__tp2,1,46,39.130434782608695,6.525549888590838,0.14185978018675735,0.20953464366269967,70.18845454108991,50.18845454108992,2308.668908890136,1.2607722779725512,2.5457677260833,1.0,41.30434782608695,0,0,-4.319488054607526,-4.085324232081928,-1.2669901038502427,-2.339772503922736,4,1,2.1739130434782608,9.777173913043478,16,27,0.06860067728103093,38.9899103127108
1000PEPEUSDT,htf_close__trail,-1,56,32.142857142857146,13.818959420255428,0.24676713250456123,0.3131673292377523,56.15827646619629,36.15827646619627,2024.8634821069911,1.492813453276347,2.68389812387068,1.0,41.07142857142857,2,0,-1.6041118012422393,-1.4751552795031089,-1.1075990901480965,-1.3117941667571211,3,0,0.0,15.625,0,37,0.218551792369901,20.091222555330365
1000PEPEUSDT,htf_close__trail,1,46,39.130434782608695,33.10570578042645,0.7196892560962271,0.7654540025171855,165.9073894198862,145.9073894198862,6711.739913314765,2.3229613530876136,2.5457677260833,1.0,41.30434782608695,3,0,-4.319488054607526,-4.085324232081928,-1.2669901038502427,-2.339772503922736,4,1,2.1739130434782608,15.429347826086957,0,27,0.03745801681541982,35.05458035788981
1000PEPEUSDT,htf_touch__tp2,-1,54,42.592592592592595,7.059447334514765,0.13073050619471788,0.22369913028744254,49.97135133747436,29.971351337474285,1618.4529722236116,1.2298042374146947,2.68347549488397,1.0,38.88888888888889,0,0,-1.199348958333328,-1.0000000000000109,-1.1712132071120538,-1.1970310293500288,0,0,0.0,13.893518518518519,19,0,-0.10963416054159962,-29.916049820660835
1000PEPEUSDT,htf_touch__tp2,1,46,43.47826086956522,8.023613195374406,0.17442637381248707,0.23333650984912427,67.844339360726,47.84433936072596,2200.8396105933944,1.293224206089234,2.5457677260833,1.0,41.30434782608695,0,0,-1.234163822525597,-1.0000000000000029,-1.1598770691655764,-1.1930479362997646,0,0,0.0,11.467391304347826,18,0,-0.06396066146251586,17.796767308595882
