side,period,arm,closed,win_rate_pct,total_net_r,mean_net_r,mean_original_r,mean_gross_bp,mean_net_bp,total_net_bp,pf_r,median_risk_pct,median_position_multiplier,widened_pct,realized_gt5r,realized_gt10r,worst_net_r,worst_gross_r,net_r_q05,net_r_cvar05,gross_loss_beyond_1r,net_loss_beyond_2r,net_loss_beyond_2r_pct,mean_holding_hours,tp2_exits,ma_confirm_exits,matched,coverage_pct,paired_actual_r,random_r,excess_r,random_bp,paired_actual_bp,excess_bp
all,earlier,htf_close__trail,1602,27.965043695380775,97.76841681438101,0.06102897429112423,0.07727096948818914,24.41251054524355,4.412510545243539,7068.841893480151,1.11616825850514,2.682666487647695,1.0,45.69288389513109,33,7,-2.4326780952380944,-2.384761904761904,-1.1890190389122233,-1.3772589593961262,143,2,0.12484394506866417,15.816791510611734,0,1090,1600,99.87515605493134,0.05992495112360608,-0.03229839033335927,0.09222334145696535,-3.9886634274514705,4.067220964248554,8.055884391700026
all,earlier,htf_body__trail,1580,30.37974683544304,114.33946694700413,0.07236675123228109,0.09142231463829674,26.28918636624264,6.289186366242626,9936.91445866335,1.1270078936855454,2.670812036014655,1.0,45.18987341772152,36,8,-4.333679999999975,-4.266666666666643,-1.3678388157894745,-1.6660495477772648,247,9,0.569620253164557,17.08022151898734,0,960,1578,99.87341772151899,0.06905438074340138,-0.044140074903124625,0.11319445564652601,-7.961725423523867,5.560674601473094,13.522400024996964
all,earlier,original__tp2,1594,35.5081555834379,-45.26799500174579,-0.028398993100216933,-0.028398993100216933,10.903185080662,-9.096814919338016,-14500.322981424799,0.9570584869594461,2.2045871688296153,1.0,0.0,0,0,-1.5383891266045586,-1.0000000000000189,-1.171836047886487,-1.242042902671821,0,0,0.0,11.117471769134253,524,0,1594,100.0,-0.028398993100216933,-0.0910632201582055,0.06266422705798858,-14.29661989782812,-9.096814919338016,5.199804978490109
all,earlier,htf_touch__tp2,1558,34.85237483953787,-34.89938996605773,-0.02240012192943372,-0.02117146861998761,10.80142631468811,-9.198573685311898,-14331.377801715937,0.963994255964264,2.69569595081077,1.0,46.08472400513479,0,0,-1.5383891266045586,-1.0000000000000124,-1.1485306284017858,-1.207514646577714,0,0,0.0,14.731386392811297,474,0,1556,99.87163029525033,-0.024878782287446204,-0.0487704342314331,0.023891651943986916,-16.904170617498536,-9.737453706736527,7.166716910762011
all,earlier,htf_close__tp2,1606,29.70112079701121,-26.84216487382205,-0.016713676758295173,-0.018364340486095195,11.806442071871764,-8.193557928128241,-13158.854032573956,0.9676948509215589,2.682666487647695,1.0,45.82814445828144,0,0,-2.4326780952380944,-2.384761904761904,-1.188846137957337,-1.3766341273054798,143,2,0.12453300124533001,11.748754669987546,408,1066,1604,99.87546699875467,-0.017371808491686964,-0.04668247337899962,0.029310664887312647,-9.312398455394288,-8.415017406008301,0.8973810493859846
all,earlier,htf_body__tp2,1586,32.09331651954603,-30.80318563741083,-0.019421932936576815,-0.020329103076107097,10.112287810973871,-9.88771218902614,-15681.911531795457,0.965169980069879,2.67193877521701,1.0,45.33417402269861,0,0,-3.072028368794337,-2.8936170212766057,-1.355778693707024,-1.62414499324234,243,8,0.5044136191677175,12.633196721311476,434,941,1584,99.87389659520807,-0.021853018251653648,-0.059782193188870236,0.03792917493721659,-12.196848474819527,-10.417936677879775,1.7789117969397508
all,later,original__trail,1116,32.437275985663085,103.50298950768507,0.0927446142541981,0.0927446142541981,41.49239031370659,21.492390313706593,23985.507590096557,1.1331138625910933,2.01640343880542,1.0,0.0,49,5,-2.286385216773161,-1.000000000000015,-1.207628571428579,-1.2995682643095903,0,2,0.17921146953405018,16.18929211469534,0,0,1112,99.6415770609319,0.09641671985559282,-0.15760172184278004,0.25401844169837284,-21.526022549011245,22.879961363745164,44.40598391275641
all,later,htf_touch__trail,1087,33.94664213431462,126.39644837417956,0.11628008130099315,0.18098587525932627,50.382537464388605,30.38253746438861,33025.81822379042,1.1808964315804356,2.47753278004222,1.0,45.722171113155476,36,4,-1.7986340378198455,-1.0000000000000104,-1.1751418802145401,-1.2391211739968129,0,0,0.0,19.57083716651334,0,0,1081,99.44802207911684,0.12209576985012276,-0.07059531091598995,0.19269108076611266,-27.13969033721585,32.161172431037684,59.300862768253516
all,later,htf_close__trail,1149,28.98172323759791,43.285863476075455,0.037672640101023024,0.07713229446776976,36.318541602339394,16.31854160233939,18750.00430108796,1.0690789724210294,2.47311827956988,1.0,46.91035683202785,26,2,-4.319488054607526,-4.085324232081928,-1.264460291091418,-1.6089187109130174,116,7,0.6092254134029591,14.92863359442994,0,783,1143,99.47780678851174,0.04014747684073375,-0.08981350679348472,0.12996098363421846,-28.38015814007972,17.18263881896089,45.56279695904061
all,later,htf_body__trail,1131,31.918656056587093,67.27981278366468,0.059487013955494855,0.09756307054138674,40.887935686408014,20.88793568640802,23624.25526132747,1.0998805998212382,2.45464247598719,1.0,46.50751547303271,31,2,-4.425290102389103,-4.191126279863505,-1.5092757308424054,-2.0029154577442365,189,22,1.9451812555260832,16.475906277630415,0,701,1125,99.46949602122015,0.06290582956248149,-0.0708233608437497,0.13372919040623119,-26.348055768970962,22.005862633165044,48.353918402135996
all,later,original__tp2,1125,35.733333333333334,-46.32927430277171,-0.041181577158019296,-0.041181577158019296,20.73166084879974,0.731660848799728,823.1184548996939,0.9385678240524293,2.01923992761215,1.0,0.0,0,0,-2.286385216773161,-1.000000000000015,-1.203542232611547,-1.292343131172032,0,2,0.17777777777777778,10.934888888888889,370,0,1122,99.73333333333333,-0.03892289570240321,-0.18450306662120078,0.14558017091879755,-25.642339320119046,1.6880088121984693,27.33034813231752
all,later,htf_touch__tp2,1092,35.989010989010985,-17.591327252253862,-0.016109274040525513,0.014884035551561122,25.929595152998523,5.92959515299851,6475.117907074373,0.974464736479487,2.47925265166644,1.0,45.97069597069597,0,0,-1.7986340378198455,-1.0000000000000104,-1.174302772556385,-1.2393836260984508,0,0,0.0,14.293040293040294,343,0,1087,99.54212454212454,-0.012011836306816542,-0.11300794109398887,0.10099610478717236,-29.26830108611911,7.202709353481709,36.471010439600825
all,later,htf_close__tp2,1155,30.476190476190478,-34.69837325392298,-0.03004188160512812,-0.009854532781134786,23.53080081248457,3.530800812484561,4078.074938419668,0.9443233386800518,2.47555555555556,1.0,47.18614718614719,0,0,-4.319488054607526,-4.085324232081928,-1.2616749590962206,-1.6030285287571702,115,7,0.6060606060606061,10.873593073593074,299,772,1150,99.56709956709956,-0.028052680404996224,-0.127761967359568,0.09970928695457176,-30.540207467065947,4.267338335018716,34.80754580208466
all,later,htf_body__tp2,1140,33.68421052631579,-22.229040649393397,-0.019499158464380172,0.0013526771465787908,25.195468974560626,5.195468974560619,5922.834630999106,0.9667558839724574,2.46370128904468,1.0,46.8421052631579,0,0,-4.425290102389103,-4.191126279863505,-1.5023084494773564,-1.9995319076436324,190,22,1.9298245614035088,11.869956140350878,330,692,1135,99.56140350877193,-0.016831045243821147,-0.12571857833435715,0.108887533090536,-29.361009593091083,6.098757013225893,35.459766606316975
