signal_i,signal_bar_open,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,status,arm,trade_key,symbol,asset,timeframe,source,box_entry_i,bars_after_v9
1416,2024-09-10 12:00:00+00:00,1417,2024-09-10 16:00:00+00:00,1.6469,1.5263,0.12060000000000004,0.07322848989009657,1422,2024-09-11 12:00:00+00:00,1.5263,initial_stop,-0.07322848989009656,-0.07522848989009656,-0.9999999999999998,-1.027311774461028,False,0.26782752902155876,closed,v9_long,binance_um:WIFUSDT:4h:v9_long:1416,WIFUSDT,WIF,4h,,1416,0
1467,2024-09-19 00:00:00+00:00,1468,2024-09-19 04:00:00+00:00,1.6788,1.4312,0.24760000000000004,0.14748629973790806,1549,2024-10-02 16:00:00+00:00,2.1397,trailing_stop,0.2745413390517035,0.2725413390517035,1.861470113085621,1.8479095315024225,False,3.8925686591276234,closed,v9_long,binance_um:WIFUSDT:4h:v9_long:1467,WIFUSDT,WIF,4h,chart,1467,0
1708,2024-10-29 04:00:00+00:00,1709,2024-10-29 08:00:00+00:00,2.619,2.2225,0.3965000000000001,0.15139366170294008,1730,2024-11-01 20:00:00+00:00,2.2225,initial_stop,-0.1513936617029401,-0.1533936617029401,-1.0000000000000002,-1.0132105926860027,False,0.2007566204287507,closed,v9_long,binance_um:WIFUSDT:4h:v9_long:1708,WIFUSDT,WIF,4h,,1708,0
3188,2025-07-02 20:00:00+00:00,3189,2025-07-03 00:00:00+00:00,0.9088,0.777,0.13180000000000003,0.14502640845070425,3316,2025-07-24 04:00:00+00:00,1.0559,trailing_stop,0.161861795774648,0.15986179577464799,1.1160849772382402,1.102294385432474,False,3.1623672230652486,closed,v9_long,binance_um:WIFUSDT:4h:v9_long:3188,WIFUSDT,WIF,4h,chart,3188,0
3594,2025-09-08 12:00:00+00:00,3595,2025-09-08 16:00:00+00:00,0.8665,0.8147000000000001,0.05179999999999996,0.05978072706289666,3635,2025-09-15 08:00:00+00:00,0.8885000000000001,trailing_stop,0.025389497980380815,0.023389497980380813,0.42471042471042464,0.3912548262548261,False,2.3880308880308885,closed,v9_long,binance_um:WIFUSDT:4h:v9_long:3594,WIFUSDT,WIF,4h,,3594,0
4777,2026-03-24 16:00:00+00:00,4778,2026-03-24 20:00:00+00:00,0.1902,0.1782,0.01200000000000001,0.06309148264984232,4793,2026-03-27 08:00:00+00:00,0.1782,initial_stop,-0.06309148264984232,-0.06509148264984232,-1.0,-1.0317,False,0.9749999999999982,closed,v9_long,binance_um:WIFUSDT:4h:v9_long:4777,WIFUSDT,WIF,4h,,4777,0
4863,2026-04-08 00:00:00+00:00,4864,2026-04-08 04:00:00+00:00,0.1984,0.1751,0.023299999999999987,0.1174395161290322,4978,2026-04-27 04:00:00+00:00,0.1751,initial_stop,-0.11743951612903225,-0.11943951612903225,-1.0000000000000004,-1.0170300429184553,False,1.2060085836909884,closed,v9_long,binance_um:WIFUSDT:4h:v9_long:4863,WIFUSDT,WIF,4h,chart,4863,0
1467,2024-09-19 00:00:00+00:00,1468,2024-09-19 04:00:00+00:00,1.6788,1.4312,0.24760000000000004,0.14748629973790806,1549,2024-10-02 16:00:00+00:00,2.1397,trailing_stop,0.2745413390517035,0.2725413390517035,1.861470113085621,1.8479095315024225,False,3.8925686591276234,closed,v10_4,binance_um:WIFUSDT:4h:joint:1467,WIFUSDT,WIF,4h,chart,1467,0
3188,2025-07-02 20:00:00+00:00,3189,2025-07-03 00:00:00+00:00,0.9088,0.777,0.13180000000000003,0.14502640845070425,3316,2025-07-24 04:00:00+00:00,1.0559,trailing_stop,0.161861795774648,0.15986179577464799,1.1160849772382402,1.102294385432474,False,3.1623672230652486,closed,v10_4,binance_um:WIFUSDT:4h:joint:3188,WIFUSDT,WIF,4h,chart,3188,0
4777,2026-03-24 16:00:00+00:00,4778,2026-03-24 20:00:00+00:00,0.1902,0.1782,0.01200000000000001,0.06309148264984232,4793,2026-03-27 08:00:00+00:00,0.1782,initial_stop,-0.06309148264984232,-0.06509148264984232,-1.0,-1.0317,False,0.9749999999999982,closed,v10_4,binance_um:WIFUSDT:4h:joint:4777,WIFUSDT,WIF,4h,,4777,0
