trade_key,arm,matched,reason,control_signal_i,control_signal_bar_open,control_net_r,control_net_return,control_exit_time,month,vol_bin,fold
binance_um:WIFUSDT:4h:v9_long:1416,v9_long,True,matched,1508,2024-09-25 20:00:00+00:00,0.6909821852731609,0.05762462239389898,2024-10-02 16:00:00+00:00,2024-09,3,earlier
binance_um:WIFUSDT:4h:v9_long:1467,v9_long,True,matched,1424,2024-09-11 20:00:00+00:00,5.336493738819325,0.38741558441558444,2024-10-02 16:00:00+00:00,2024-09,3,earlier
binance_um:WIFUSDT:4h:v9_long:1708,v9_long,True,matched,1620,2024-10-14 12:00:00+00:00,-1.0152734799482537,-0.13294592763247048,2024-10-15 20:00:00+00:00,2024-10,3,earlier
binance_um:WIFUSDT:4h:v9_long:3188,v9_long,True,matched,3345,2025-07-29 00:00:00+00:00,-0.5939322033898319,-0.05095782840523522,2025-07-29 20:00:00+00:00,2025-07,3,earlier
binance_um:WIFUSDT:4h:v9_long:3594,v9_long,True,matched,3578,2025-09-05 20:00:00+00:00,1.7087841191067081,0.08418581907090483,2025-09-15 08:00:00+00:00,2025-09,3,earlier
binance_um:WIFUSDT:4h:v9_long:4777,v9_long,True,matched,4719,2026-03-15 00:00:00+00:00,0.6766999999999971,0.0406426426426425,2026-03-27 12:00:00+00:00,2026-03,3,later
binance_um:WIFUSDT:4h:v9_long:4863,v9_long,True,matched,4890,2026-04-12 12:00:00+00:00,0.8902857142857201,0.04650746268656736,2026-04-19 20:00:00+00:00,2026-04,3,later
binance_um:WIFUSDT:4h:joint:1467,v10_4,True,matched,1457,2024-09-17 08:00:00+00:00,7.565398273736153,0.4028322500164139,2024-10-02 16:00:00+00:00,2024-09,3,earlier
binance_um:WIFUSDT:4h:joint:3188,v10_4,True,matched,3296,2025-07-20 20:00:00+00:00,-1.0170393258426966,-0.11937553577316196,2025-07-24 04:00:00+00:00,2025-07,3,earlier
binance_um:WIFUSDT:4h:joint:4777,v10_4,True,matched,4780,2026-03-25 04:00:00+00:00,-1.0303076923076928,-0.06798984771573613,2026-03-26 16:00:00+00:00,2026-03,3,later
binance_um:WIFUSDT:4h:joint:4863,v10_4,True,matched,4952,2026-04-22 20:00:00+00:00,-1.0347706422018346,-0.05951978891820575,2026-04-23 08:00:00+00:00,2026-04,3,later
binance_um:WIFUSDT:4h:box_htf:1479,box_htf,True,matched,1476,2024-09-20 12:00:00+00:00,-1.0265225758697263,-0.07740745702165663,2024-09-22 12:00:00+00:00,2024-09,3,earlier
binance_um:WIFUSDT:4h:box_chart:1467,box_chart,True,matched,1501,2024-09-24 16:00:00+00:00,1.4013422733077918,0.21947214721472164,2024-10-22 08:00:00+00:00,2024-09,3,earlier
binance_um:WIFUSDT:4h:box_chart:3188,box_chart,True,matched,3245,2025-07-12 08:00:00+00:00,1.1653698630136984,0.09743773427738445,2025-07-24 04:00:00+00:00,2025-07,3,earlier
binance_um:WIFUSDT:4h:box_chart:4863,box_chart,False,censored,4967,2026-04-25 08:00:00+00:00,,,2026-04-30 20:00:00+00:00,2026-04,3,later
binance_um:WIFUSDT:4h:box_any:1467,box_any,True,matched,1511,2024-09-26 08:00:00+00:00,0.7690419475655466,0.09195852926687298,2024-10-22 08:00:00+00:00,2024-09,3,earlier
binance_um:WIFUSDT:4h:box_any:3188,box_any,True,matched,3196,2025-07-04 04:00:00+00:00,0.6072237569060771,0.050619458837075415,2025-07-12 12:00:00+00:00,2025-07,3,earlier
binance_um:WIFUSDT:4h:box_any:4863,box_any,True,matched,4919,2026-04-17 08:00:00+00:00,-1.0301830985915497,-0.06826224918338775,2026-04-19 00:00:00+00:00,2026-04,3,later
