epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,149.541,1.41688,1.40906,1.46588,0.52248,0.5367,0.49259,0.25375,1.65011,1.60858,1.68523,0.0001,0.0001,0.0001
2,282.968,1.33645,1.33978,1.41772,0.52417,0.55005,0.49891,0.25908,1.63112,1.59861,1.67135,9.7525e-05,9.7525e-05,9.7525e-05
3,415.854,1.3246,1.30033,1.40673,0.53077,0.5205,0.49212,0.2555,1.63981,1.62241,1.68099,9.505e-05,9.505e-05,9.505e-05
4,547.785,1.30192,1.28759,1.4002,0.51001,0.54076,0.4981,0.25747,1.64607,1.61128,1.68665,9.2575e-05,9.2575e-05,9.2575e-05
5,679.818,1.30139,1.26539,1.39526,0.51802,0.54051,0.49004,0.25731,1.64989,1.60074,1.6822,9.01e-05,9.01e-05,9.01e-05
6,811.862,1.27736,1.25292,1.38567,0.50899,0.56149,0.49757,0.25658,1.64988,1.58951,1.68895,8.7625e-05,8.7625e-05,8.7625e-05
7,944.009,1.28469,1.23597,1.38438,0.51631,0.56244,0.50097,0.25835,1.65542,1.59056,1.69371,8.515e-05,8.515e-05,8.515e-05
8,1076.04,1.27879,1.23967,1.37697,0.53256,0.54051,0.50165,0.25753,1.66121,1.59751,1.70244,8.2675e-05,8.2675e-05,8.2675e-05
9,1208.09,1.27512,1.22147,1.37199,0.52134,0.54814,0.49561,0.25503,1.66253,1.5958,1.70155,8.02e-05,8.02e-05,8.02e-05
10,1340.25,1.25969,1.2141,1.36929,0.53189,0.52717,0.49476,0.25739,1.65697,1.59873,1.69877,7.7725e-05,7.7725e-05,7.7725e-05
11,1472.23,1.26818,1.19531,1.36664,0.51279,0.56435,0.49601,0.25356,1.66551,1.59391,1.70296,7.525e-05,7.525e-05,7.525e-05
12,1604.15,1.24921,1.1789,1.36608,0.52482,0.53956,0.5003,0.25404,1.66671,1.59566,1.70395,7.2775e-05,7.2775e-05,7.2775e-05
