fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,runner_armed_events,runner_armed_precision,signals_per_30d,within_24h_previous_share,median_hours_between_signals,event_retention,runner_armed_recall,policy
2023H1,49,47.242434469559754,27.242434469559747,-49.743168612050845,0.30612244897959184,1.6086725686423649,0.29661250397853567,-0.15830696515081255,24.0,172.7178406434445,1136.679320318148,0.4502192064707053,25,0.5102040816326531,8.121546961325967,0.04081632653061224,68.625,0.2149122807017544,0.2604166666666667,V4 trend regime
2023H2,47,-7.835729269264866,-27.83572926926487,-46.851219149945926,0.1702127659574468,0.3678700823965202,-0.2485026023188811,-0.25458575401876127,26.0,69.10637677459941,177.1252155490366,0.3023549871967615,23,0.48936170212765956,7.663043478260869,0.06382978723404255,63.75,0.2079646017699115,0.2875,V4 trend regime
2024H1,59,5.76668232940816,-14.23331767059185,-59.87565318938513,0.2033898305084746,0.7574112024266255,-0.18649901663291346,-0.18649901663291346,29.0,102.96458783784065,775.6598135246518,0.3951175509562103,27,0.4576271186440678,9.725274725274724,0.11864406779661017,63.25,0.271889400921659,0.2727272727272727,V4 trend regime
2024H2,52,-3.4076066701271195,-23.407606670127127,-71.26618531719973,0.2692307692307692,0.6215033278819729,-0.14545815089410352,-0.21241584251175383,29.5,154.65644538416606,568.1889471481716,0.35839734623067543,22,0.4230769230769231,8.478260869565217,0.09615384615384616,54.5,0.23529411764705882,0.2037037037037037,V4 trend regime
