fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,runner_armed_events,runner_armed_precision,signals_per_30d,within_24h_previous_share,median_hours_between_signals,event_retention,runner_armed_recall,policy
2023H1,228,8.724440226818597,-11.27555977318141,-53.39103648580366,0.2149122807017544,0.7921815927355377,-0.49180868223739904,-0.4974422836659136,24.0,171.93286784458928,1083.7063454465135,0.44874076789925715,96,0.42105263157894735,37.790055248618785,0.7280701754385965,18.0,1.0,1.0,V3 position lock
2023H2,226,-12.145363095694881,-32.14536309569489,-48.299122304331625,0.14601769911504425,0.3251535623478619,-0.8414182295507407,-0.8480228635813941,23.0,36.84623516978182,550.2160970685777,0.34396645952769217,80,0.35398230088495575,36.84782608695652,0.6814159292035398,16.75,1.0,1.0,V3 position lock
2024H1,217,-0.3082356061845422,-20.30823560618455,-57.37844489318354,0.22119815668202766,0.6440043255772863,-0.5692383401854253,-0.6123882516461171,26.0,98.45038045315411,775.6598135246518,0.4027395592992256,99,0.45622119815668205,35.76923076923077,0.6820276497695853,17.375,1.0,1.0,V3 position lock
2024H2,221,4.0356375554288535,-15.96436244457116,-56.08556784748473,0.25339366515837103,0.7295791385866182,-0.344940453061671,-0.4127697113104717,25.0,110.21814574950996,1015.0500046733346,0.3897230822670326,108,0.48868778280542985,36.03260869565217,0.669683257918552,17.875,1.0,1.0,V3 position lock
