event_id,mother_decision_time,before,after,difference
2023-01-02T02:00:00+00:00_L,2023-01-02 03:00:00+00:00,0.004444914498814943,0.004152166391082526,-0.00029274810773241653
2023-01-06T00:00:00+00:00_L,2023-01-06 01:00:00+00:00,,,
2023-01-08T14:00:00+00:00_L,2023-01-08 15:00:00+00:00,,,
2023-01-08T20:00:00+00:00_L,2023-01-08 21:00:00+00:00,,,
2023-01-18T15:00:00+00:00_S,2023-01-18 16:00:00+00:00,,,
2023-01-23T10:00:00+00:00_L,2023-01-23 11:00:00+00:00,,,
2023-01-23T20:00:00+00:00_L,2023-01-23 21:00:00+00:00,-0.0016718531281247166,0.0003971221247571948,0.0020689752528819114
2023-01-25T20:00:00+00:00_L,2023-01-25 21:00:00+00:00,0.006040220565402543,0.006817979586106627,0.0007777590207040837
2023-01-27T16:00:00+00:00_L,2023-01-27 17:00:00+00:00,,,
2023-01-28T20:00:00+00:00_S,2023-01-28 21:00:00+00:00,,,
2023-01-30T09:00:00+00:00_S,2023-01-30 10:00:00+00:00,,,
2023-02-05T11:00:00+00:00_S,2023-02-05 12:00:00+00:00,0.011174448445893175,0.011259934506594073,8.548606070089837e-05
2023-02-07T09:00:00+00:00_L,2023-02-07 10:00:00+00:00,,,
2023-02-11T21:00:00+00:00_L,2023-02-11 22:00:00+00:00,,,
2023-02-13T01:00:00+00:00_S,2023-02-13 02:00:00+00:00,,,
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,,,
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,-0.0009497589691536603,-0.0023398118349619037,-0.0013900528658082434
2023-02-16T23:00:00+00:00_S,2023-02-17 00:00:00+00:00,,,
2023-02-19T17:00:00+00:00_S,2023-02-19 18:00:00+00:00,,,
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,,,
2023-02-23T02:00:00+00:00_L,2023-02-23 03:00:00+00:00,-0.0025086552143253524,-0.003868594817458843,-0.0013599396031334907
2023-02-23T11:00:00+00:00_S,2023-02-23 12:00:00+00:00,-0.004124014939247708,-0.007325494937282165,-0.0032014799980344573
2023-02-28T19:00:00+00:00_S,2023-02-28 20:00:00+00:00,0.0010991650261023686,0.0009295563100144035,-0.0001696087160879651
2023-03-07T01:00:00+00:00_L,2023-03-07 02:00:00+00:00,0.0008472141211537092,0.0010651701385190212,0.00021795601736531193
2023-03-11T01:00:00+00:00_L,2023-03-11 02:00:00+00:00,,,
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,-0.010811244605109814,-0.009671013510796928,0.0011402310943128859
2023-03-19T14:00:00+00:00_L,2023-03-19 15:00:00+00:00,0.029254051107826088,0.029865250641809546,0.0006111995339834579
2023-03-20T18:00:00+00:00_L,2023-03-20 19:00:00+00:00,-0.0025622426572759617,-0.0027686145141947818,-0.0002063718569188201
2023-04-02T04:00:00+00:00_S,2023-04-02 05:00:00+00:00,-0.000839383833940725,-0.0014916405837335344,-0.0006522567497928094
2023-04-03T08:00:00+00:00_L,2023-04-03 09:00:00+00:00,9.085622482073044e-05,-0.0011225903468199813,-0.0012134465716407117
2023-04-03T14:00:00+00:00_S,2023-04-03 15:00:00+00:00,-0.002345747955101849,-0.004027293399141386,-0.001681545444039537
2023-04-09T06:00:00+00:00_S,2023-04-09 07:00:00+00:00,-0.0011761423570293686,-0.0006544684700541007,0.0005216738869752678
2023-04-09T18:00:00+00:00_L,2023-04-09 19:00:00+00:00,0.004338800700922069,0.005110364677524295,0.0007715639766022265
2023-04-14T15:00:00+00:00_S,2023-04-14 16:00:00+00:00,,,
2023-04-16T18:00:00+00:00_L,2023-04-16 19:00:00+00:00,-0.005835864399230598,-0.00017889368533945127,0.005656970713891147
2023-04-18T08:00:00+00:00_S,2023-04-18 09:00:00+00:00,-0.00256359659132127,-0.0026960620965876692,-0.00013246550526639905
2023-04-18T09:00:00+00:00_L,2023-04-18 10:00:00+00:00,0.010118403960530842,0.010266233909266075,0.0001478299487352331
2023-04-19T08:00:00+00:00_S,2023-04-19 09:00:00+00:00,,,
2023-04-25T17:00:00+00:00_L,2023-04-25 18:00:00+00:00,0.020089712648930558,0.020089712648930558,0.0
2023-04-29T13:00:00+00:00_L,2023-04-29 14:00:00+00:00,0.0014539141307177046,0.0019757517357127446,0.00052183760499504
2023-05-01T01:00:00+00:00_S,2023-05-01 02:00:00+00:00,-0.002638395629584692,-0.0038025632184557445,-0.0011641675888710524
2023-05-03T20:00:00+00:00_L,2023-05-03 21:00:00+00:00,0.018946476388842098,0.018691284146200325,-0.00025519224264177257
2023-05-05T13:00:00+00:00_L,2023-05-05 14:00:00+00:00,0.011811550812284084,0.01611304586283093,0.004301495050546847
2023-05-15T01:00:00+00:00_L,2023-05-15 02:00:00+00:00,0.006100839905649122,0.006365482037392874,0.000264642131743752
2023-05-22T13:00:00+00:00_L,2023-05-22 14:00:00+00:00,,,
2023-05-24T03:00:00+00:00_S,2023-05-24 04:00:00+00:00,,,
2023-06-06T16:00:00+00:00_L,2023-06-06 17:00:00+00:00,,,
2023-06-12T08:00:00+00:00_L,2023-06-12 09:00:00+00:00,0.0021763021440011497,0.0027771184540941168,0.000600816310092967
2023-06-12T13:00:00+00:00_S,2023-06-12 14:00:00+00:00,,,
