pair_status,v9_events,v9path_total_r,v9path_mean_r
window_expired,527,146.5503092605551,0.2780840782932735
no_ma_support_or_raw_short,373,-241.59117439578057,-0.6476975184873474
joint,305,134.70142072953178,0.4416440023919075
pair_refused:momentum,71,6.354503681582896,0.0907786240226128
pair_refused:gate,58,24.4071318907579,0.42081261880617066
overwritten_by_newer_v9,14,6.678168260329537,0.47701201859496695
pair_refused:parent_not_recovered,10,-6.522910251999479,-0.6522910251999479
v9_reference_exit,9,-9.714532907704662,-1.079392545300518
line_expired,6,1.2555134392136906,0.20925223986894845
