order,joints,both_closed,wait_bars_mean,wait_bars_max,entry_diff_bp_mean,entry_diff_bp_median,risk_pct_v9_median,risk_pct_joint_median,net_r_v9_mean,net_r_joint_mean,joint_in_v9_r_mean,net_bp_v9_mean,net_bp_joint_mean,same_exit_share
all,1528,1528,0.4201570680628272,6,16.482000673909393,0.0,4.02640276119455,3.9984833669117847,0.14735264457920702,0.09526330991833172,0.09974950398075151,39.220816993643,21.091725456541216,0.9319371727748691
break_first,714,714,0.0,0,0.0,0.0,3.77140573058937,3.77140573058937,0.14645934399054794,0.14645934399054794,0.14645934399054844,68.19504101391716,68.19504101391716,1.0
same_bar,509,509,0.0,0,0.0,0.0,4.4539766496807,4.4539766496807,-0.02773782204666937,-0.02773782204666937,-0.027737822046668782,-81.83538903439307,-81.83538903439307,1.0
spike_first,305,305,2.1049180327868853,6,82.57212140896247,51.413881748072484,3.8871239020743795,3.74499714122353,0.4416440023919075,0.18068497497611266,0.20316007178718398,173.41758065854333,82.59380403988263,0.659016393442623
