arm,period,signals,trades_taken,closed,censored_boundary,censored_gap,skipped_in_position,risk_invalid,no_next_bar,win_rate,mean_gross_r,mean_net_r,mean_net_bp,pf,total_net_r,event_drawdown_r,median_hold_h,concurrent_median,concurrent_max,random_mean_r,excess_vs_random_r,p_vs_random
A · V9_ONLY,full,7757,6565,6551,14,0,1192,0,0,0.29720653335368646,0.05070070576002977,-0.005127224201856419,-34.30699279750211,0.992366319441702,-33.5884457463614,707.866044695844,40.0,24.0,212,-0.08496967039450876,0.08161189598772788,0.13943028485757122
A · V9_ONLY,earlier,4332,3625,3625,0,0,707,0,0,0.3326896551724138,0.17439291561241055,0.11928093440754153,-3.625378123596752,1.1878576396091165,432.39338722733805,527.0412163827389,46.0,22.0,212,0.001576101059259758,0.11802807032525126,0.2028985507246377
A · V9_ONLY,later,3425,2940,2926,14,0,485,0,0,0.2532467532467532,-0.10254066837355891,-0.15925558201425133,-72.31822081968491,0.777926775790459,-465.9818329736994,709.6101727345983,33.0,27.0,160,-0.193271423070081,0.03604137948248454,0.23138430784607697
B · BREAK_ONLY,full,23291,15529,15494,35,0,7762,0,0,0.2813992513230928,0.023469092982709976,-0.04314324688970989,-36.80758343828247,0.9389115776270106,-668.4614673091651,2356.8183754565594,32.0,58.0,251,-0.15235622905766735,0.1068596842328429,0.0399800099950025
B · BREAK_ONLY,earlier,10660,7266,7262,4,0,3394,0,0,0.33819884329385846,0.22863736872414547,0.15698413104143558,37.78061244482529,1.237741475743105,1140.0187596229052,924.2166486353697,37.0,42.0,246,-0.051080218284716795,0.20537074153576385,0.03698150924537731
B · BREAK_ONLY,later,12631,8263,8232,31,0,4368,0,0,0.23129251700680273,-0.15752362062689942,-0.2196890460315926,-102.60683981621354,0.7058099504200501,-1808.48022693207,2308.4054066478157,28.0,70.0,247,-0.24193703643813608,0.01972453759991256,0.375312343828086
C · JOINT,full,1528,1476,1476,0,0,52,0,0,0.32791327913279134,0.14420966052660725,0.08780392982366154,17.66883916086445,1.1353064275646574,129.59860041972445,197.72460029664475,41.0,9.0,57,-0.15497703476422497,0.24361422945100702,0.008995502248875561
C · JOINT,earlier,772,747,747,0,0,25,0,0,0.3949129852744311,0.3061121231968836,0.24896687184010924,72.45649792928455,1.4255159341988486,185.9782532645616,93.09404125922703,48.0,7.0,57,-0.06154194678960864,0.3105088186297179,0.0814592703648176
C · JOINT,later,756,729,729,0,0,27,0,0,0.25925925925925924,-0.021690393814540094,-0.0773383440944268,-38.47160130554134,0.8917337941701997,-56.37965284483714,197.72460029664452,35.0,10.0,46,-0.25111479057281777,0.1747846728167136,0.03248375812093953
