scope,timeframe,length,period,direction,entries,closed,censored,win_rate,net_r,gross_r,mean_net_r,net_bp,mean_net_bp,pf,pf_nominal,event_drawdown_r,realized_10r,random_pairs,random_mean_r,paired_strategy_mean_r,random_excess_r
actual,1h,0,earlier,short,213,213,0,0.30985915492957744,-26.39288873707985,-15.177988855372332,-0.12391027576093827,-12313.437225060286,-57.80956443690275,0.8103191049685328,0.8078815947773357,31.873057686886565,0,213,-0.09332305968768055,-0.12391027576093827,-0.030587216073257772
actual,1h,0,later,both,338,325,13,0.35384615384615387,47.16221727716108,65.3546947116971,0.14511451469895717,21240.502076994617,65.35539100613728,1.232253354539668,1.2416187943929884,35.34436407113513,2,324,0.03525216622215019,0.14891525866596708,0.11366309244381682
actual,1h,0,later,long,155,153,2,0.29411764705882354,-24.58012478825811,-15.338883697363197,-0.16065441038077197,-9486.327625774924,-62.002141344934145,0.7664438573889659,0.7778262102703714,35.18947641922914,0,153,0.09144897167046986,-0.16065441038077197,-0.25210338205124183
actual,1h,0,later,short,183,172,11,0.4069767441860465,71.74234206541918,80.69357840906031,0.4171066399152278,30726.82970276954,178.64435873703223,1.7334060343863318,1.6796262077135358,22.773908906947867,2,171,-0.015029186021083132,0.42589864676041767,0.4409278327815009
actual,1h,0,cross_split,both,15,15,0,0.8,34.203305405973126,35.38199048380818,2.2802203603982085,8764.290627516339,584.2860418344225,14.726507644108098,12.437220236956591,1.8470713958787432,0,15,1.1551412490495472,2.2802203603982085,1.1250791113486613
actual,1h,0,cross_split,long,12,12,0,1.0,36.69507580327841,37.63992719170482,3.057922983606534,9530.586147401204,794.2155122834337,,,0.0,0,12,1.7318939475948645,3.057922983606534,1.3260290360116693
actual,1h,0,cross_split,short,3,3,0,0.0,-2.491770397305275,-2.25793670789664,-0.8305901324350917,-766.2955198848641,-255.43183996162136,0.0,0.0,2.491770397305275,0,3,-1.1518695451317222,-0.8305901324350917,0.32127941269663035
actual,1h,20,full,both,817,804,13,0.34701492537313433,93.56345678392853,138.51213601504128,0.11637245868647828,37663.17497257491,46.844744990764816,1.184421454985118,1.1676222190961538,52.21704987578326,4,803,0.05092103249854093,0.11787021583379921,0.06694918333525832
actual,1h,20,full,long,422,420,2,0.3404761904761905,46.468903831582935,71.25448316924991,0.11064024721805461,18489.42648903011,44.02244402150026,1.1707689266676582,1.1591900728567845,36.469650795524984,2,420,0.15447625930306827,0.11064024721805461,-0.04383601208501358
actual,1h,20,full,short,395,384,11,0.3541666666666667,47.09455295234558,67.25765284579134,0.12264206498006662,19173.748483544812,49.93163667589795,1.2002155122797467,1.1766449890524464,34.48803298568125,2,383,-0.06263822404950475,0.12579864094767054,0.18843686499717532
actual,1h,20,earlier,both,468,468,0,0.3247863247863248,7.948206147917258,33.77545081953594,0.01698334646990867,6222.238361292105,13.295381113872018,1.0259720445809286,1.0452686008184935,52.21704987578326,2,465,-0.010849114519357245,0.02395388040594403,0.03480299492530127
actual,1h,20,earlier,long,258,258,0,0.3333333333333333,31.145270665212287,45.953439674908275,0.120718103353536,17516.28461484436,67.89257602652854,1.1831197132893057,1.2355036998759181,36.469650795524984,2,255,0.045532953001410664,0.1346494859061138,0.08911653290470314
actual,1h,20,earlier,short,210,210,0,0.3142857142857143,-23.19706451729505,-12.177988855372332,-0.1104622119871193,-11294.046253552255,-53.78117263596312,0.8293678668097366,0.8209385252619206,29.72648724353681,0,210,-0.07931305365171827,-0.1104622119871193,-0.031149158335401012
actual,1h,20,later,both,334,321,13,0.3582554517133956,51.41194523003816,69.35469471169712,0.16016182314653632,22676.645983766477,70.64375695877408,1.2585932661948098,1.2622396032639207,33.240774580287976,2,320,0.03697618066164956,0.16405709925203252,0.1270809185903829
actual,1h,20,later,long,152,150,2,0.3,-21.371442636907744,-12.338883697363194,-0.14247628424605163,-8557.444273215455,-57.049628488103025,0.7905463092671114,0.7951240053655352,33.04333795719917,0,150,0.10474311813621465,-0.14247628424605163,-0.24721940238226628
actual,1h,20,later,short,182,171,11,0.4093567251461988,72.7833878669459,81.69357840906031,0.4256338471751222,31234.09025698193,182.6554985788417,1.752052038115992,1.6986850413254257,21.73286310542113,2,170,-0.02281817593355482,0.434527731750342,0.4573459076838969
actual,1h,20,cross_split,both,15,15,0,0.8,34.203305405973126,35.38199048380818,2.2802203603982085,8764.290627516339,584.2860418344225,14.726507644108098,12.437220236956591,1.8470713958787432,0,15,1.1551412490495472,2.2802203603982085,1.1250791113486613
actual,1h,20,cross_split,long,12,12,0,1.0,36.69507580327841,37.63992719170482,3.057922983606534,9530.586147401204,794.2155122834337,,,0.0,0,12,1.7318939475948645,3.057922983606534,1.3260290360116693
actual,1h,20,cross_split,short,3,3,0,0.0,-2.491770397305275,-2.25793670789664,-0.8305901324350917,-766.2955198848641,-255.43183996162136,0.0,0.0,2.491770397305275,0,3,-1.1518695451317222,-0.8305901324350917,0.32127941269663035
actual,1h,30,full,both,821,808,13,0.34282178217821785,70.4432885281171,115.59041167193556,0.08718228778232313,32841.15890337768,40.644998642794164,1.1369694074596228,1.1447996633946074,54.99031983572986,3,807,0.043881255065245435,0.08863644988690127,0.04475519482165584
actual,1h,30,full,long,424,422,2,0.33649289099526064,41.00483816477721,65.91411707591628,0.09716786294970903,16612.58901165341,39.36632467216449,1.1486376045638047,1.1414214399824976,36.46965079552498,2,422,0.15020942413830615,0.09716786294970903,-0.05304156118859704
actual,1h,30,full,short,397,386,11,0.34974093264248707,29.438450363339868,49.67629459601926,0.07626541544906701,16228.56989172428,42.04292718063285,1.1234688242805961,1.148429185856218,35.60663864029861,1,385,-0.0726654653213302,0.079285134789486,0.1519506001108162
actual,1h,30,earlier,both,469,469,0,0.32196162046908317,4.071819614061109,30.005357361592004,0.00868191815364842,5383.012747654686,11.477639120798905,1.0132117371330753,1.039082179974704,54.99031983572986,2,466,-0.016171779953063063,0.015584051190789318,0.03175583114385236
actual,1h,30,earlier,long,257,257,0,0.33073929961089493,29.436743562408545,44.183346216964345,0.1145398582194885,16961.26488079858,65.99713961400225,1.1730743681524634,1.22804154658565,36.46965079552498,2,254,0.04987358234221667,0.12845311733565068,0.07857953499343398
actual,1h,30,earlier,short,212,212,0,0.3113207547169811,-25.364923948347453,-14.177988855372334,-0.11964586768088421,-11578.252133143891,-54.61439685445232,0.8163501333216215,0.817256016577013,30.845092898154174,0,212,-0.09530160081627558,-0.11964586768088421,-0.024344266864608652
actual,1h,30,later,both,337,324,13,0.35185185185185186,32.168163508082884,50.20306382653535,0.09928445527186075,18693.855528206663,57.697084963600815,1.1579887097964625,1.2117034532643345,35.344364071135104,1,323,0.02738753176371158,0.10295507751917995,0.07556754575546835
actual,1h,30,later,long,155,153,2,0.29411764705882354,-25.12698120090974,-15.909156332752893,-0.16422863530006365,-9879.262016546372,-64.57033997742727,0.7624818976580038,0.7707333905894305,35.736332831880766,0,153,0.08603156143755153,-0.16422863530006365,-0.2502601967376152
actual,1h,30,later,short,182,171,11,0.40350877192982454,57.295144708992595,66.11222015928826,0.33505932578358244,28573.117544753037,167.09425464767858,1.5857155434415038,1.6319896880784701,22.773908906947838,1,170,-0.02539209494274432,0.3434204190564991,0.3688125139992434
actual,1h,30,cross_split,both,15,15,0,0.8,34.203305405973126,35.38199048380818,2.2802203603982085,8764.290627516339,584.2860418344225,14.726507644108098,12.437220236956591,1.8470713958787432,0,15,1.1551412490495472,2.2802203603982085,1.1250791113486613
actual,1h,30,cross_split,long,12,12,0,1.0,36.69507580327841,37.63992719170482,3.057922983606534,9530.586147401204,794.2155122834337,,,0.0,0,12,1.7318939475948645,3.057922983606534,1.3260290360116693
actual,1h,30,cross_split,short,3,3,0,0.0,-2.491770397305275,-2.25793670789664,-0.8305901324350917,-766.2955198848641,-255.43183996162136,0.0,0.0,2.491770397305275,0,3,-1.1518695451317222,-0.8305901324350917,0.32127941269663035
actual,1h,50,full,both,802,790,12,0.34556962025316457,84.0034437804146,128.0324072371276,0.10633347313976532,34562.89738934525,43.75050302448765,1.1675140966709707,1.155858414151002,52.8635524537029,4,789,0.048262650343026965,0.10784508277696686,0.059582432433939916
actual,1h,50,full,long,413,411,2,0.3381995133819951,40.176450634998304,64.36714035605517,0.09775292125303724,15194.75254886267,36.97020084881429,1.1491344410313022,1.1314687491892748,36.566752458750656,2,411,0.1579376202340386,0.09775292125303724,-0.06018469898100126
actual,1h,50,full,short,389,379,10,0.35356200527704484,43.826993145416296,63.66526688107244,0.1156385043414678,19368.144840482582,51.10328453953188,1.188849737719918,1.1824062144055754,35.03674252934211,2,378,-0.07098711850672373,0.11881830602123951,0.18980542452796326
actual,1h,50,earlier,both,458,458,0,0.32751091703056767,4.7357818993038645,29.896475504438435,0.01034013515131848,5812.389164509884,12.69080603604778,1.0158297607507196,1.043417184727243,52.8635524537029,2,456,-0.005532283475797022,0.015116644851422526,0.020648928327219554
actual,1h,50,earlier,long,252,252,0,0.3333333333333333,26.633372855137544,41.0827683563956,0.10568798752038708,15548.993289041342,61.70235432159263,1.1595361231098378,1.212661766326281,36.566752458750656,2,250,0.06512274936318783,0.11516312403232937,0.050040374669141456
actual,1h,50,earlier,short,206,206,0,0.32038834951456313,-21.897590955833664,-11.186292851957159,-0.10629898522249351,-9736.604124531457,-47.26506856568668,0.8343938676742124,0.8397449772969496,30.919895788624203,0,206,-0.091278682552235,-0.10629898522249351,-0.01502030267025854
actual,1h,50,later,both,330,318,12,0.3490566037735849,44.41965747371107,62.14195836728325,0.13968445746450023,19592.10056583739,61.61037913785343,1.221594929995723,1.2238761644415015,34.2668100678752,2,317,0.03208738272747998,0.14355200001363821,0.11146461728615827
actual,1h,50,later,long,149,147,2,0.2925170068027211,-23.151998023417633,-14.355555192045275,-0.15749658519331722,-9884.826887579877,-67.24372032367263,0.7740275276324367,0.7672013480939517,30.249125835833205,0,147,0.10734869369717923,-0.15749658519331722,-0.2648452788904965
actual,1h,50,later,short,181,171,10,0.39766081871345027,67.5716554971287,76.49751355932851,0.39515588010016783,29476.927453417262,172.37969271004246,1.6895112231157112,1.654282807111063,22.79894548220578,2,170,-0.032991515581612896,0.4038704825161233,0.4368619980977361
actual,1h,50,cross_split,both,14,14,0,0.8571428571428571,34.84800440739966,35.9939733654059,2.489143171957118,9158.40765899798,654.1719756427129,19.866625559333478,25.607568530601554,1.8470713958787432,0,14,1.3115402021593856,2.489143171957118,1.1776029697977333
actual,1h,50,cross_split,long,12,12,0,1.0,36.69507580327841,37.63992719170482,3.057922983606534,9530.586147401204,794.2155122834337,,,0.0,0,12,1.7318939475948645,3.057922983606534,1.3260290360116693
actual,1h,50,cross_split,short,2,2,0,0.0,-1.8470713958787432,-1.6459538262989242,-0.9235356979393716,-372.178488403222,-186.089244201611,0.0,0.0,1.8470713958787432,0,2,-1.210582270453489,-0.9235356979393716,0.28704657251411736
actual,1h,60,full,both,775,762,13,0.3425196850393701,72.1215450416555,114.31363183305862,0.0946476969050597,27909.045612315414,36.62604411065015,1.1481525744924328,1.1281233130389063,47.244666336754044,4,760,0.024640567303295034,0.09769042104527563,0.0730498537419806
actual,1h,60,full,long,391,389,2,0.3341902313624679,32.95853685489327,55.82588902420872,0.08472631582234773,12361.092044277462,31.77658623207574,1.1283846021890844,1.112502269073177,34.76201756746682,2,388,0.12049521628288871,0.08761697236349231,-0.03287824391939637
actual,1h,60,full,short,384,373,11,0.3512064343163539,39.16300818676222,58.48774280884989,0.10499466001812928,15547.953568037965,41.683521630128595,1.1702083262731307,1.144021998247224,33.7834620565081,2,372,-0.07533686227757151,0.10819713633702811,0.18353399861459962
actual,1h,60,earlier,both,437,437,0,0.32494279176201374,-2.190569933349181,21.750970999022773,-0.005012745842904304,1099.1472082475061,2.5152110028547052,0.9923599547977952,1.0084711661084782,47.244666336754044,2,436,0.002539370087538095,-0.002579716972513401,-0.005119087060051521
actual,1h,60,earlier,long,235,235,0,0.3404255319148936,27.55808115937918,41.0525160253278,0.11726843046544333,15481.867823288592,65.8802886097387,1.178869143316691,1.2312277049240565,32.21462558141736,2,234,0.0843958230227875,0.12232433543894237,0.03792851241615491
actual,1h,60,earlier,short,202,202,0,0.3069306930693069,-29.748651092728373,-19.301545026305018,-0.14727054996400185,-14382.72061504109,-71.2015872031737,0.7757420610738904,0.7709630568800444,29.773902452693548,0,202,-0.09228444172854283,-0.14727054996400185,-0.05498610823545901
actual,1h,60,later,both,324,311,13,0.3440514469453376,39.35682343070165,56.534716523928736,0.1265492714813558,17903.766836950024,57.5683821123795,1.1984271102916828,1.2047232073711263,37.255348316191494,2,309,-0.025371014219755978,0.13423947696911212,0.15961049118886805
actual,1h,60,later,long,144,142,2,0.2676056338028169,-31.294620107764324,-22.86655419282389,-0.22038464864622764,-12651.361926412337,-89.09409807332631,0.6951292712565373,0.7052275930559038,34.76201756746683,0,141,-0.004320610217799801,-0.21459412542994735,-0.21027351521214746
actual,1h,60,later,short,180,169,11,0.40828402366863903,70.65144353846598,79.40127071675263,0.41805587892583423,30555.128763362365,180.79957848143414,1.7382969011524156,1.6861010548438073,20.648304869798494,2,168,-0.04303831757854065,0.42701053612546563,0.4700488537040063
actual,1h,60,cross_split,both,14,14,0,0.8571428571428571,34.95529154430302,36.02794431010711,2.4968065388787872,8906.131567117887,636.1522547941348,21.091739170516167,15.262256773066149,1.0950852575488452,0,14,1.3306649418744467,2.4968065388787872,1.1661415970043412
actual,1h,60,cross_split,long,12,12,0,1.0,36.69507580327841,37.63992719170482,3.057922983606534,9530.586147401204,794.2155122834337,,,0.0,0,12,1.7318939475948645,3.057922983606534,1.3260290360116693
actual,1h,60,cross_split,short,2,2,0,0.0,-1.7397842589753771,-1.6119828815977155,-0.8698921294876886,-624.454580283315,-312.2272901416575,0.0,0.0,1.7397842589753771,0,2,-1.0767090924480618,-0.8698921294876886,0.2068169629603731
actual,1h,90,full,both,657,645,12,0.33798449612403103,54.37609572458275,89.70256747733481,0.08430402437919805,23926.223854749045,37.09492070503728,1.1304341188778915,1.127073467733777,54.39674334615656,2,644,0.11937898140398476,0.08604494432721195,-0.033334037076772835
actual,1h,90,full,long,302,300,2,0.33666666666666667,27.17475104864695,44.797616522829564,0.09058250349548984,14422.343866775793,48.07447955591931,1.1354592129202696,1.167171521609622,29.72565139101542,0,299,0.2680736222947378,0.09435317548758758,-0.17372044680715015
actual,1h,90,full,short,355,345,10,0.3391304347826087,27.20134467593578,44.904950954505225,0.07884447732155299,9503.879987973258,27.547478226009446,1.1257729163038896,1.0931626801680612,52.4801150825617,2,345,-0.009489707368001178,0.07884447732155299,0.0883341846895542
actual,1h,90,earlier,both,373,373,0,0.3109919571045576,-34.1436972577392,-14.062732997247206,-0.0915380623531882,-7749.989080297396,-20.77745061741929,0.86398448450531,0.9325375541722621,54.39674334615656,0,373,0.09747257068313243,-0.0915380623531882,-0.18901063303632062
actual,1h,90,earlier,long,189,189,0,0.3492063492063492,15.374104122647282,26.038926230896248,0.08134446625739303,14882.771257050106,78.74482146587358,1.1238504746790532,1.2713387532296132,26.76693917887934,0,189,0.22373619653365207,0.08134446625739303,-0.142391730276259
actual,1h,90,earlier,short,184,184,0,0.2717391304347826,-49.51780138038647,-40.10165922814345,-0.26911848576297,-22632.7603373475,-123.00413226819293,0.6097689986848226,0.6229705261101866,49.5178013803865,0,184,-0.03222213195680345,-0.26911848576297,-0.23689635380616647
actual,1h,90,later,both,272,260,12,0.35384615384615387,60.35451192328552,74.71761464276642,0.23213273816648278,24075.711703853893,92.59889116866881,1.3677512116288257,1.3307852019526445,29.637710539104226,2,259,0.10561114737620503,0.237032279325974,0.13142113194976895
actual,1h,90,later,long,103,101,2,0.24752475247524752,-18.104418392012114,-11.900978421479952,-0.17925166724764469,-8685.383201750177,-85.99389308663541,0.763271795237677,0.723600707378552,29.72565139101543,0,100,0.2254494574744956,-0.17067569969870366,-0.3961251571731993
actual,1h,90,later,short,169,159,10,0.42138364779874216,78.45893031529764,86.6185930642464,0.4934523919201109,32761.094905604074,206.04462204782433,1.8952398592665152,1.7920922399344867,16.90454172127353,2,159,0.030241141025078903,0.4934523919201109,0.46321125089503196
actual,1h,90,cross_split,both,12,12,0,0.8333333333333334,28.165281059036406,29.047685831815567,2.3471067549197007,7600.501231192549,633.375102599379,17.188950390678883,13.17142362498839,1.0950852575488452,0,12,1.0974589990767225,2.3471067549197007,1.2496477558429782
actual,1h,90,cross_split,long,10,10,0,1.0,29.905065318011783,30.65966871341328,2.990506531801178,8224.955811475866,822.4955811475864,,,0.0,0,10,1.5322926173816795,2.990506531801178,1.458213914419499
actual,1h,90,cross_split,short,2,2,0,0.0,-1.7397842589753771,-1.6119828815977155,-0.8698921294876886,-624.454580283315,-312.2272901416575,0.0,0.0,1.7397842589753771,0,2,-1.0767090924480618,-0.8698921294876886,0.2068169629603731
actual,1h,120,full,both,566,559,7,0.33273703041144903,52.433355803323806,82.90587317690765,0.09379848980916602,22738.06869986136,40.67633041120101,1.1458477649621843,1.138893676209534,47.03334720924728,2,559,0.1433237786456612,0.09379848980916602,-0.049525288836495214
actual,1h,120,full,long,234,232,2,0.3275862068965517,17.162243776645084,30.841561845936436,0.0739751886924357,9334.840823270139,40.23638285892301,1.1101973771341718,1.1383935826097935,26.377127378117898,0,232,0.41454234842224896,0.0739751886924357,-0.34056715972981333
actual,1h,120,full,short,332,327,5,0.3363914373088685,35.271112026678715,52.064311330971194,0.10786272791033247,13403.227876591218,40.9884644544074,1.17309574462825,1.1392441130070063,47.356257567944056,2,327,-0.04910040541601576,0.10786272791033247,0.15696313332634818
actual,1h,120,earlier,both,315,315,0,0.30158730158730157,-31.731657741765225,-15.077174179374694,-0.10073542140242929,-4054.9125848428557,-12.872738364580496,0.8500513888244802,0.9586587871201582,47.03334720924728,0,315,0.11020209998522096,-0.10073542140242929,-0.21093752138765026
actual,1h,120,earlier,long,142,142,0,0.34507042253521125,11.898335222824397,19.77201254242943,0.08379109311848167,15505.777895321315,109.19561898113602,1.12910119543587,1.3763189333353196,24.311842612231857,0,142,0.3555959324469353,0.08379109311848167,-0.2718048393284536
actual,1h,120,earlier,short,173,173,0,0.2658959537572254,-43.62999296458964,-34.84918672180413,-0.2521964911247956,-19560.690480164172,-113.06757502985072,0.6347549351538383,0.6561072427345327,43.62999296458965,0,173,-0.09121942723768901,-0.2521964911247956,-0.16097706388710656
actual,1h,120,later,both,239,232,7,0.3577586206896552,58.85925949411963,71.72655814218568,0.2537037047160329,21364.988094229495,92.090465923403,1.4077213430036304,1.332260892150682,23.792072494742037,2,232,0.1299823105935316,0.2537037047160329,0.12372139412250131
actual,1h,120,later,long,83,81,2,0.2345679012345679,-22.533615894453987,-17.444876618486287,-0.2781927888204196,-12365.225782410762,-152.65710842482423,0.6396973167933148,0.5186997322110248,26.377127378117898,0,81,0.33302665532371756,-0.2781927888204196,-0.6112194441441371
actual,1h,120,later,short,156,151,5,0.423841059602649,81.3928753885736,89.17143476067197,0.5390256648249907,33730.21387664025,223.37889984529969,1.9947712747091564,1.8736009235542217,14.89745223937419,2,151,0.021064483287935188,0.5390256648249907,0.5179611815370557
actual,1h,120,cross_split,both,12,12,0,0.6666666666666666,25.305754050969398,26.25648921409666,2.1088128375807833,5427.993190474728,452.332765872894,8.170670411832367,5.104088077687733,3.5290638946690707,0,12,1.2707028924900559,2.1088128375807833,0.8381099450907277
actual,1h,120,cross_split,long,9,9,0,0.8888888888888888,27.79752444827467,28.514425921993297,3.088613827586075,6194.288710359592,688.2543011510659,27.798128513212532,12.13506882466121,1.0372934973637955,0,9,2.078227038363982,3.088613827586075,1.0103867892220935
actual,1h,120,cross_split,short,3,3,0,0.0,-2.491770397305275,-2.25793670789664,-0.8305901324350917,-766.2955198848641,-255.43183996162136,0.0,0.0,2.491770397305275,0,3,-1.1518695451317222,-0.8305901324350917,0.32127941269663035
actual,1h,150,full,both,502,496,6,0.32056451612903225,47.848520336052374,74.819038596014,0.0964687910001056,26335.919258637707,53.09661140854376,1.1473039238457008,1.1794592008378184,37.26617592289471,3,496,0.16015691953914896,0.0964687910001056,-0.06368812853904338
actual,1h,150,full,long,189,187,2,0.29411764705882354,14.535370194854842,25.391633150131216,0.0777292523789029,13284.155321611544,71.03826375193339,1.1100191688727594,1.233252809533439,29.37600085474395,1,187,0.5402174418457519,0.0777292523789029,-0.46248818946684894
actual,1h,150,full,short,313,309,4,0.3365695792880259,33.31315014119754,49.42740544588278,0.1078095473825163,13051.763937026166,42.23871824280313,1.1728650873572073,1.1453428734988886,45.45547423652228,2,309,-0.06984734476937776,0.1078095473825163,0.177656892151894
actual,1h,150,earlier,both,275,275,0,0.2909090909090909,-23.19219537576856,-8.563914448181546,-0.08433525591188568,2788.8360491819262,10.141221997025188,0.8766916336822507,1.032530538987634,37.26617592289471,1,275,0.14583601491016848,-0.08433525591188568,-0.23017127082205413
actual,1h,150,earlier,long,113,113,0,0.3274336283185841,18.355374932509122,24.638813109114942,0.16243694630539046,21212.614953238655,187.72225622335094,1.2405922541997456,1.6416736991827556,19.009803498025953,1,113,0.49622163875921227,0.16243694630539046,-0.33378469245382175
actual,1h,150,earlier,short,162,162,0,0.2654320987654321,-41.54757030827768,-33.20272755729647,-0.2564664833844301,-18423.778904056726,-113.72703027195512,0.6283441627426135,0.6502136774516742,41.54757030827769,0,162,-0.09856877209564609,-0.2564664833844301,-0.15789771128878408
actual,1h,150,later,both,217,211,6,0.3459715639810427,52.07281276085341,63.63440881704325,0.24679058180499247,19814.51265857868,93.90764293165252,1.3908883581654004,1.3319058114729778,25.685396520286822,2,211,0.11648667218651595,0.24679058180499247,0.13030390961847652
actual,1h,150,later,long,69,67,2,0.1791044776119403,-25.279678085927067,-21.25366089403265,-0.3773086281481652,-12427.325702389075,-185.48247316998618,0.5385821457683172,0.46748865119824345,29.376000854743957,0,67,0.3990711589582502,-0.3773086281481652,-0.7763797871064153
actual,1h,150,later,short,148,144,4,0.4236111111111111,77.35249084678048,84.8880697110759,0.5371700753248645,32241.838360967755,223.9016552844983,1.9862661215362278,1.8866904498798032,18.537246530890243,2,144,-0.014993609853110343,0.5371700753248645,0.5521636851779748
actual,1h,150,cross_split,both,10,10,0,0.6,18.967902950967513,19.748544227152284,1.8967902950967512,3732.570550877094,373.25705508770943,6.37476892374208,3.822184508975636,3.5290638946690702,0,10,1.4754240159766696,1.8967902950967512,0.4213662791200815
actual,1h,150,cross_split,long,7,7,0,0.8571428571428571,21.459673348272787,22.006480935048923,3.065667621181827,4498.866070761958,642.695152965994,21.688140244599005,9.08731812049481,1.0372934973637955,0,7,2.60140697073741,3.065667621181827,0.46426065044441767
actual,1h,150,cross_split,short,3,3,0,0.0,-2.491770397305275,-2.25793670789664,-0.8305901324350917,-766.2955198848641,-255.43183996162136,0.0,0.0,2.491770397305275,0,3,-1.1518695451317222,-0.8305901324350917,0.32127941269663035
actual,1h,200,full,both,468,464,4,0.3168103448275862,40.19219950461954,65.28741811236523,0.08662111962202487,24993.07408339911,53.864383800429124,1.1312260245251058,1.1812286043327298,54.92407364703968,3,464,0.15623273117729156,0.08662111962202487,-0.06961161155526667
actual,1h,200,full,long,178,176,2,0.2727272727272727,-2.8919666273924918,7.065138302789304,-0.01643162856473007,6626.8530868249,37.65257435695966,0.9776583121313158,1.1173275440502117,31.58881228000844,1,176,0.5399749692711734,-0.01643162856473007,-0.5564065978359033
actual,1h,200,full,short,290,288,2,0.34375,43.084166132012015,58.22227980957594,0.14959779906948617,18366.220996574215,63.771600682549355,1.2436341391095973,1.225553178605505,37.813490391719185,2,288,-0.07827641432452503,0.14959779906948617,0.2278742133940112
actual,1h,200,earlier,both,250,250,0,0.272,-27.873887563882572,-14.420216447643087,-0.11149555025553029,-2222.768290241102,-8.891073160964408,0.8409749908631861,0.9720290697763635,54.92407364703968,1,250,0.10308588556754986,-0.11149555025553029,-0.21458143582308015
actual,1h,200,earlier,long,109,109,0,0.28440366972477066,7.078944801231367,13.139158884427012,0.06494444771771897,13031.173266365598,119.55204831528073,1.0904192763144465,1.3805652382914275,24.119813621732117,1,109,0.40514801746521245,0.06494444771771897,-0.34020356974749333
actual,1h,200,earlier,short,141,141,0,0.2624113475177305,-34.95283236511395,-27.5593753320701,-0.24789242812137552,-15253.941556606705,-108.18398267096954,0.6396231873328967,0.66271338060584,34.95283236511394,0,141,-0.13042313838170702,-0.24789242812137552,-0.11746928973966851
actual,1h,200,later,both,209,205,4,0.35609756097560974,48.47052151667174,59.41688972428899,0.23644156837400848,22252.55459256961,108.5490467930225,1.3771715034071255,1.3858218679104077,35.243878349404106,2,205,0.1614651278291385,0.23644156837400848,0.07497644054486989
actual,1h,200,later,long,63,61,2,0.18032786885245902,-32.05824737775951,-28.622702125253685,-0.5255450389796641,-12133.90348049617,-198.91645049993724,0.37327974146152887,0.4544113177826283,32.0582473777595,0,61,0.5540768423478815,-0.5255450389796641,-1.0796218813275453
actual,1h,200,later,short,146,144,2,0.4305555555555556,80.52876889443124,88.03959184954266,0.5592275617668836,34386.45807306578,238.79484772962348,2.040986124281272,1.9703902316871236,18.47937699889279,2,144,-0.004849556793384403,0.5592275617668836,0.564077118560268
actual,1h,200,cross_split,both,9,9,0,0.6666666666666666,19.595565551830376,20.290744835719337,2.1772850613144863,4963.2877810706095,551.4764201189566,8.864113633030554,7.4769891670727,1.8470713958787432,0,9,1.5133516299336005,2.1772850613144863,0.6639334313808859
actual,1h,200,cross_split,long,6,6,0,1.0,22.08733594913565,22.548681543615977,3.681222658189275,5729.583300955472,954.9305501592453,,,0.0,0,6,2.845962217466262,3.681222658189275,0.8352604407230136
actual,1h,200,cross_split,short,3,3,0,0.0,-2.491770397305275,-2.25793670789664,-0.8305901324350917,-766.2955198848641,-255.43183996162136,0.0,0.0,2.491770397305275,0,3,-1.1518695451317222,-0.8305901324350917,0.32127941269663035
actual,4h,0,full,both,242,239,3,0.3389121338912134,28.020882113478002,34.433934460429455,0.11724218457522177,23783.07826742538,99.5107877298133,1.1877697181739422,1.1783567464406155,34.939266263638785,1,238,0.08246449863031341,0.12206283546533919,0.03959833683502579
actual,4h,0,full,long,131,129,2,0.3643410852713178,31.731057077241786,35.38671321367907,0.24597718664528517,22606.60582511807,175.2450063962641,1.4048442190935204,1.3331008003956588,45.37015624842863,1,129,0.345897855321992,0.24597718664528517,-0.09992066867670682
actual,4h,0,full,short,111,110,1,0.3090909090909091,-3.7101749637637806,-0.9527787532496219,-0.03372886330694346,1176.4724423073199,10.695204020975636,0.9476345640207932,1.0179673398836409,33.616634758902926,0,109,-0.22930525378460898,-0.024588093912761944,0.20471715987184702
actual,4h,0,earlier,both,136,136,0,0.35294117647058826,32.35185346296792,35.906589984613376,0.2378812754629994,28594.46599046195,210.2534264004555,1.3948247622046204,1.379313887315846,17.22824521177632,1,136,0.3756215270616429,0.2378812754629994,-0.13774025159864348
actual,4h,0,earlier,long,71,71,0,0.4788732394366197,61.09932200903613,62.9511451953735,0.860553831113185,49959.108795588276,703.649419656173,2.729561914826103,2.533650505534104,8.779086163087392,1,71,1.0456939972832922,0.860553831113185,-0.18514016617010762
actual,4h,0,earlier,short,65,65,0,0.2153846153846154,-28.747468546068205,-27.04455521076013,-0.44226874686258777,-21364.642805126325,-328.6868123865588,0.3832776222869253,0.5009359092490359,28.74746854606819,0,65,-0.3563037865650818,-0.44226874686258777,-0.08596496029750589
actual,4h,0,later,both,102,99,3,0.31313131313131315,-4.479355345881746,-1.707626535213573,-0.045246013594765114,-4846.931773171908,-48.95890679971624,0.9313549411265042,0.912855059186864,18.82438718654228,0,98,-0.32769871638533316,-0.035196761414377754,0.2925019549709554
