i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image
159,VANA_USDT_SWAP_32073,VANA_USDT_SWAP,32073,2026-05-03 20:00:00+00:00,0.3433,1,,,drop,,images/train/VANA_USDT_SWAP_32073.png
160,GPS_USDT_SWAP_31971,GPS_USDT_SWAP,31971,2026-05-02 16:30:00+00:00,0.1842,1,,,drop,,images/train/GPS_USDT_SWAP_31971.png
161,PENGU_USDT_SWAP_32187,PENGU_USDT_SWAP,32187,2026-05-03 22:15:00+00:00,0.1899,1,,,drop,,images/train/PENGU_USDT_SWAP_32187.png
162,AI_USDT_SWAP_359,AI_USDT_SWAP,359,2026-05-03 05:45:00+00:00,0.0538,1,,,drop,,images/train/AI_USDT_SWAP_359.png
163,LINEA_USDT_SWAP_23334,LINEA_USDT_SWAP,23334,2026-05-02 15:30:00+00:00,0.3037,1,,,drop,,images/train/LINEA_USDT_SWAP_23334.png
164,XLM_USDT_SWAP_32009,XLM_USDT_SWAP,32009,2026-05-02 02:15:00+00:00,0.3204,1,,,drop,,images/train/XLM_USDT_SWAP_32009.png
165,VANA_USDT_SWAP_31547,VANA_USDT_SWAP,31547,2026-04-28 08:30:00+00:00,0.2404,1,,,drop,,images/train/VANA_USDT_SWAP_31547.png
166,W_USDT_SWAP_31323,W_USDT_SWAP,31323,2026-04-26 00:30:00+00:00,0.1783,1,,,drop,,images/train/W_USDT_SWAP_31323.png
167,W_USDT_SWAP_31552,W_USDT_SWAP,31552,2026-04-28 09:45:00+00:00,0.3538,1,,,drop,,images/train/W_USDT_SWAP_31552.png
168,ACH_USDT_SWAP_31349,ACH_USDT_SWAP,31349,2026-04-26 02:30:00+00:00,0.1256,1,,,drop,,images/train/ACH_USDT_SWAP_31349.png
169,VIRTUAL_USDT_SWAP_31986,VIRTUAL_USDT_SWAP,31986,2026-05-01 20:30:00+00:00,0.1868,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_31986.png
170,ACH_USDT_SWAP_31390,ACH_USDT_SWAP,31390,2026-04-26 12:45:00+00:00,0.278,1,,,drop,,images/train/ACH_USDT_SWAP_31390.png
171,GPS_USDT_SWAP_31933,GPS_USDT_SWAP,31933,2026-05-02 07:00:00+00:00,0.1522,1,,,drop,,images/train/GPS_USDT_SWAP_31933.png
172,PENGU_USDT_SWAP_31803,PENGU_USDT_SWAP,31803,2026-04-29 22:15:00+00:00,0.0905,1,,,drop,,images/train/PENGU_USDT_SWAP_31803.png
173,AEVO_USDT_SWAP_31741,AEVO_USDT_SWAP,31741,2026-04-30 04:45:00+00:00,0.229,1,,,drop,,images/train/AEVO_USDT_SWAP_31741.png
174,LINEA_USDT_SWAP_23037,LINEA_USDT_SWAP,23037,2026-04-29 13:15:00+00:00,0.3207,1,,,drop,,images/train/LINEA_USDT_SWAP_23037.png
175,AEVO_USDT_SWAP_31433,AEVO_USDT_SWAP,31433,2026-04-26 23:45:00+00:00,0.3705,1,,,drop,,images/train/AEVO_USDT_SWAP_31433.png
176,PENGU_USDT_SWAP_31659,PENGU_USDT_SWAP,31659,2026-04-28 10:15:00+00:00,0.3695,1,,,drop,,images/train/PENGU_USDT_SWAP_31659.png
177,PENGU_USDT_SWAP_32072,PENGU_USDT_SWAP,32072,2026-05-02 17:30:00+00:00,0.3611,1,,,drop,,images/train/PENGU_USDT_SWAP_32072.png
178,ACH_USDT_SWAP_31675,ACH_USDT_SWAP,31675,2026-04-29 12:00:00+00:00,0.2416,1,,,drop,,images/train/ACH_USDT_SWAP_31675.png
179,ACH_USDT_SWAP_31541,ACH_USDT_SWAP,31541,2026-04-28 02:30:00+00:00,0.3092,1,,,drop,,images/train/ACH_USDT_SWAP_31541.png
180,LINEA_USDT_SWAP_22743,LINEA_USDT_SWAP,22743,2026-04-26 11:45:00+00:00,0.0559,1,,,drop,,images/train/LINEA_USDT_SWAP_22743.png
181,ZIL_USDT_SWAP_31639,ZIL_USDT_SWAP,31639,2026-04-29 07:45:00+00:00,0.3732,1,,,drop,,images/train/ZIL_USDT_SWAP_31639.png
182,GPS_USDT_SWAP_31865,GPS_USDT_SWAP,31865,2026-05-01 14:00:00+00:00,0.2287,1,,,drop,,images/train/GPS_USDT_SWAP_31865.png
183,ZAMA_USDT_SWAP_10800,ZAMA_USDT_SWAP,10800,2026-05-02 02:30:00+00:00,0.2953,1,,,drop,,images/train/ZAMA_USDT_SWAP_10800.png
184,GPS_USDT_SWAP_31316,GPS_USDT_SWAP,31316,2026-04-25 20:45:00+00:00,0.3259,1,,,drop,,images/train/GPS_USDT_SWAP_31316.png
185,ICX_USDT_SWAP_31679,ICX_USDT_SWAP,31679,2026-04-29 15:45:00+00:00,0.2435,1,,,drop,,images/train/ICX_USDT_SWAP_31679.png
186,GPS_USDT_SWAP_31352,GPS_USDT_SWAP,31352,2026-04-26 05:45:00+00:00,0.3248,1,,,drop,,images/train/GPS_USDT_SWAP_31352.png
187,ACH_USDT_SWAP_31312,ACH_USDT_SWAP,31312,2026-04-25 17:15:00+00:00,0.0727,1,,,drop,,images/train/ACH_USDT_SWAP_31312.png
188,XLM_USDT_SWAP_31578,XLM_USDT_SWAP,31578,2026-04-27 14:30:00+00:00,0.0591,1,,,drop,,images/train/XLM_USDT_SWAP_31578.png
189,ZAMA_USDT_SWAP_10697,ZAMA_USDT_SWAP,10697,2026-05-01 00:45:00+00:00,0.3026,1,,,drop,,images/train/ZAMA_USDT_SWAP_10697.png
190,GPS_USDT_SWAP_31628,GPS_USDT_SWAP,31628,2026-04-29 02:45:00+00:00,0.1751,1,,,drop,,images/train/GPS_USDT_SWAP_31628.png
191,AEVO_USDT_SWAP_32094,AEVO_USDT_SWAP,32094,2026-05-03 21:00:00+00:00,0.3711,1,,,drop,,images/train/AEVO_USDT_SWAP_32094.png
192,ATOM_USDT_SWAP_32021,ATOM_USDT_SWAP,32021,2026-05-02 04:00:00+00:00,0.0544,1,,,drop,,images/train/ATOM_USDT_SWAP_32021.png
193,ICX_USDT_SWAP_31564,ICX_USDT_SWAP,31564,2026-04-28 11:00:00+00:00,0.1887,1,,,drop,,images/train/ICX_USDT_SWAP_31564.png
194,ZIL_USDT_SWAP_32014,ZIL_USDT_SWAP,32014,2026-05-03 05:30:00+00:00,0.3156,1,,,drop,,images/train/ZIL_USDT_SWAP_32014.png
195,PENGU_USDT_SWAP_32022,PENGU_USDT_SWAP,32022,2026-05-02 05:00:00+00:00,0.0619,1,,,drop,,images/train/PENGU_USDT_SWAP_32022.png
196,W_USDT_SWAP_31305,W_USDT_SWAP,31305,2026-04-25 20:00:00+00:00,0.2607,1,,,drop,,images/train/W_USDT_SWAP_31305.png
197,AEVO_USDT_SWAP_31953,AEVO_USDT_SWAP,31953,2026-05-02 09:45:00+00:00,0.3068,1,,,drop,,images/train/AEVO_USDT_SWAP_31953.png
198,ZIL_USDT_SWAP_31417,ZIL_USDT_SWAP,31417,2026-04-27 00:15:00+00:00,0.1907,1,,,drop,,images/train/ZIL_USDT_SWAP_31417.png
199,NOT_USDT_SWAP_31869,NOT_USDT_SWAP,31869,2026-05-01 16:00:00+00:00,0.0549,1,,,drop,,images/train/NOT_USDT_SWAP_31869.png
200,ATOM_USDT_SWAP_32097,ATOM_USDT_SWAP,32097,2026-05-02 23:00:00+00:00,0.2014,1,,,drop,,images/train/ATOM_USDT_SWAP_32097.png
201,ATOM_USDT_SWAP_31813,ATOM_USDT_SWAP,31813,2026-04-30 00:00:00+00:00,0.0535,1,,,drop,,images/train/ATOM_USDT_SWAP_31813.png
202,ICX_USDT_SWAP_32083,ICX_USDT_SWAP,32083,2026-05-03 20:45:00+00:00,0.3474,1,,,drop,,images/train/ICX_USDT_SWAP_32083.png
203,VANA_USDT_SWAP_31755,VANA_USDT_SWAP,31755,2026-04-30 12:30:00+00:00,0.2862,1,,,drop,,images/train/VANA_USDT_SWAP_31755.png
204,ATOM_USDT_SWAP_31926,ATOM_USDT_SWAP,31926,2026-05-01 04:15:00+00:00,0.2702,1,,,drop,,images/train/ATOM_USDT_SWAP_31926.png
205,NOT_USDT_SWAP_31293,NOT_USDT_SWAP,31293,2026-04-25 16:00:00+00:00,0.2268,1,,,drop,,images/train/NOT_USDT_SWAP_31293.png
206,VANA_USDT_SWAP_32022,VANA_USDT_SWAP,32022,2026-05-03 07:15:00+00:00,0.0546,1,,,drop,,images/train/VANA_USDT_SWAP_32022.png
207,ICX_USDT_SWAP_31923,ICX_USDT_SWAP,31923,2026-05-02 04:45:00+00:00,0.1809,1,,,drop,,images/train/ICX_USDT_SWAP_31923.png
208,ACH_USDT_SWAP_31574,ACH_USDT_SWAP,31574,2026-04-28 10:45:00+00:00,0.0953,1,,,drop,,images/train/ACH_USDT_SWAP_31574.png
209,GPS_USDT_SWAP_32095,GPS_USDT_SWAP,32095,2026-05-03 23:30:00+00:00,0.2935,1,,,drop,,images/train/GPS_USDT_SWAP_32095.png
210,AI_USDT_SWAP_323,AI_USDT_SWAP,323,2026-05-02 20:45:00+00:00,0.3468,1,,,drop,,images/train/AI_USDT_SWAP_323.png
211,APE_USDT_SWAP_32021,APE_USDT_SWAP,32021,2026-05-02 04:00:00+00:00,0.2321,1,,,drop,,images/train/APE_USDT_SWAP_32021.png
212,ICX_USDT_SWAP_31800,ICX_USDT_SWAP,31800,2026-04-30 22:00:00+00:00,0.0833,1,,,drop,,images/train/ICX_USDT_SWAP_31800.png
213,W_USDT_SWAP_31821,W_USDT_SWAP,31821,2026-05-01 05:00:00+00:00,0.0563,1,,,drop,,images/train/W_USDT_SWAP_31821.png
214,LINEA_USDT_SWAP_23401,LINEA_USDT_SWAP,23401,2026-05-03 08:15:00+00:00,0.249,1,,,drop,,images/train/LINEA_USDT_SWAP_23401.png
215,ZAMA_USDT_SWAP_10254,ZAMA_USDT_SWAP,10254,2026-04-26 10:00:00+00:00,0.1002,1,,,drop,,images/train/ZAMA_USDT_SWAP_10254.png
216,GPS_USDT_SWAP_31839,GPS_USDT_SWAP,31839,2026-05-01 07:30:00+00:00,0.2472,1,,,drop,,images/train/GPS_USDT_SWAP_31839.png
217,AI_USDT_SWAP_232,AI_USDT_SWAP,232,2026-05-01 22:00:00+00:00,0.3199,1,,,drop,,images/train/AI_USDT_SWAP_232.png
218,PENGU_USDT_SWAP_31687,PENGU_USDT_SWAP,31687,2026-04-28 17:15:00+00:00,0.1136,1,,,drop,,images/train/PENGU_USDT_SWAP_31687.png
219,VIRTUAL_USDT_SWAP_31563,VIRTUAL_USDT_SWAP,31563,2026-04-27 10:45:00+00:00,0.0707,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_31563.png
220,VANA_USDT_SWAP_31289,VANA_USDT_SWAP,31289,2026-04-25 16:00:00+00:00,0.3854,1,,,drop,,images/train/VANA_USDT_SWAP_31289.png
221,ATOM_USDT_SWAP_31591,ATOM_USDT_SWAP,31591,2026-04-27 16:30:00+00:00,0.2679,1,,,drop,,images/train/ATOM_USDT_SWAP_31591.png
222,AEVO_USDT_SWAP_31886,AEVO_USDT_SWAP,31886,2026-05-01 17:00:00+00:00,0.3387,1,,,drop,,images/train/AEVO_USDT_SWAP_31886.png
223,BCH_USDT_SWAP_31723,BCH_USDT_SWAP,31723,2026-04-30 02:30:00+00:00,0.3425,1,,,drop,,images/train/BCH_USDT_SWAP_31723.png
224,XLM_USDT_SWAP_32189,XLM_USDT_SWAP,32189,2026-05-03 23:15:00+00:00,0.3544,1,,,drop,,images/train/XLM_USDT_SWAP_32189.png
225,W_USDT_SWAP_31437,W_USDT_SWAP,31437,2026-04-27 05:00:00+00:00,0.3386,1,,,drop,,images/train/W_USDT_SWAP_31437.png
226,ZAMA_USDT_SWAP_10886,ZAMA_USDT_SWAP,10886,2026-05-03 00:00:00+00:00,0.3818,1,,,drop,,images/train/ZAMA_USDT_SWAP_10886.png
227,BCH_USDT_SWAP_32069,BCH_USDT_SWAP,32069,2026-05-03 17:00:00+00:00,0.2816,1,,,drop,,images/train/BCH_USDT_SWAP_32069.png
228,ZAMA_USDT_SWAP_10836,ZAMA_USDT_SWAP,10836,2026-05-02 11:30:00+00:00,0.2141,1,,,drop,,images/train/ZAMA_USDT_SWAP_10836.png
229,BCH_USDT_SWAP_31689,BCH_USDT_SWAP,31689,2026-04-29 18:00:00+00:00,0.2279,1,,,drop,,images/train/BCH_USDT_SWAP_31689.png
230,PENGU_USDT_SWAP_31552,PENGU_USDT_SWAP,31552,2026-04-27 07:30:00+00:00,0.1999,1,,,drop,,images/train/PENGU_USDT_SWAP_31552.png
231,ICX_USDT_SWAP_31762,ICX_USDT_SWAP,31762,2026-04-30 12:30:00+00:00,0.2001,1,,,drop,,images/train/ICX_USDT_SWAP_31762.png
232,APE_USDT_SWAP_31789,APE_USDT_SWAP,31789,2026-04-29 18:00:00+00:00,0.2242,1,,,drop,,images/train/APE_USDT_SWAP_31789.png
233,ATOM_USDT_SWAP_31767,ATOM_USDT_SWAP,31767,2026-04-29 12:30:00+00:00,0.2704,1,,,drop,,images/train/ATOM_USDT_SWAP_31767.png
234,AEVO_USDT_SWAP_31586,AEVO_USDT_SWAP,31586,2026-04-28 14:00:00+00:00,0.208,1,,,drop,,images/train/AEVO_USDT_SWAP_31586.png
235,ICX_USDT_SWAP_32043,ICX_USDT_SWAP,32043,2026-05-03 10:45:00+00:00,0.3609,1,,,drop,,images/train/ICX_USDT_SWAP_32043.png
236,NOT_USDT_SWAP_32001,NOT_USDT_SWAP,32001,2026-05-03 01:00:00+00:00,0.2855,1,,,drop,,images/train/NOT_USDT_SWAP_32001.png
237,NOT_USDT_SWAP_31802,NOT_USDT_SWAP,31802,2026-04-30 23:15:00+00:00,0.1308,1,,,drop,,images/train/NOT_USDT_SWAP_31802.png
238,PENGU_USDT_SWAP_31821,PENGU_USDT_SWAP,31821,2026-04-30 02:45:00+00:00,0.3886,1,,,drop,,images/train/PENGU_USDT_SWAP_31821.png
239,VANA_USDT_SWAP_31693,VANA_USDT_SWAP,31693,2026-04-29 21:00:00+00:00,0.0564,1,,,drop,,images/train/VANA_USDT_SWAP_31693.png
240,PENGU_USDT_SWAP_31850,PENGU_USDT_SWAP,31850,2026-04-30 10:00:00+00:00,0.3584,1,,,drop,,images/train/PENGU_USDT_SWAP_31850.png
241,BCH_USDT_SWAP_31504,BCH_USDT_SWAP,31504,2026-04-27 19:45:00+00:00,0.0715,1,,,drop,,images/train/BCH_USDT_SWAP_31504.png
242,AI_USDT_SWAP_250,AI_USDT_SWAP,250,2026-05-02 02:30:00+00:00,0.1968,1,,,drop,,images/train/AI_USDT_SWAP_250.png
243,ICX_USDT_SWAP_31622,ICX_USDT_SWAP,31622,2026-04-29 01:30:00+00:00,0.3527,1,,,drop,,images/train/ICX_USDT_SWAP_31622.png
244,XLM_USDT_SWAP_31650,XLM_USDT_SWAP,31650,2026-04-28 08:30:00+00:00,0.1382,1,,,drop,,images/train/XLM_USDT_SWAP_31650.png
245,APE_USDT_SWAP_32067,APE_USDT_SWAP,32067,2026-05-02 15:30:00+00:00,0.3366,1,,,drop,,images/train/APE_USDT_SWAP_32067.png
246,LINEA_USDT_SWAP_22869,LINEA_USDT_SWAP,22869,2026-04-27 19:15:00+00:00,0.3725,1,,,drop,,images/train/LINEA_USDT_SWAP_22869.png
247,GPS_USDT_SWAP_31783,GPS_USDT_SWAP,31783,2026-04-30 17:30:00+00:00,0.3511,1,,,drop,,images/train/GPS_USDT_SWAP_31783.png
248,XLM_USDT_SWAP_31706,XLM_USDT_SWAP,31706,2026-04-28 22:30:00+00:00,0.2607,1,,,drop,,images/train/XLM_USDT_SWAP_31706.png
249,ACH_USDT_SWAP_31929,ACH_USDT_SWAP,31929,2026-05-02 03:30:00+00:00,0.0649,1,,,drop,,images/train/ACH_USDT_SWAP_31929.png
250,VIRTUAL_USDT_SWAP_31540,VIRTUAL_USDT_SWAP,31540,2026-04-27 05:00:00+00:00,0.1887,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_31540.png
251,VIRTUAL_USDT_SWAP_31581,VIRTUAL_USDT_SWAP,31581,2026-04-27 15:15:00+00:00,0.4061,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_31581.png
252,APE_USDT_SWAP_31631,APE_USDT_SWAP,31631,2026-04-28 02:30:00+00:00,0.3313,1,,,drop,,images/train/APE_USDT_SWAP_31631.png
253,ZIL_USDT_SWAP_31306,ZIL_USDT_SWAP,31306,2026-04-25 20:30:00+00:00,0.1155,1,,,drop,,images/train/ZIL_USDT_SWAP_31306.png
254,AEVO_USDT_SWAP_31779,AEVO_USDT_SWAP,31779,2026-04-30 14:15:00+00:00,0.2499,1,,,drop,,images/train/AEVO_USDT_SWAP_31779.png
255,XLM_USDT_SWAP_31784,XLM_USDT_SWAP,31784,2026-04-29 18:00:00+00:00,0.2994,1,,,drop,,images/train/XLM_USDT_SWAP_31784.png
256,ACH_USDT_SWAP_31847,ACH_USDT_SWAP,31847,2026-05-01 07:00:00+00:00,0.3556,1,,,drop,,images/train/ACH_USDT_SWAP_31847.png
257,ZAMA_USDT_SWAP_10640,ZAMA_USDT_SWAP,10640,2026-04-30 10:30:00+00:00,0.2622,1,,,drop,,images/train/ZAMA_USDT_SWAP_10640.png
258,ZIL_USDT_SWAP_31713,ZIL_USDT_SWAP,31713,2026-04-30 02:15:00+00:00,0.3755,1,,,drop,,images/train/ZIL_USDT_SWAP_31713.png
259,VIRTUAL_USDT_SWAP_31678,VIRTUAL_USDT_SWAP,31678,2026-04-28 15:30:00+00:00,0.2697,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_31678.png
260,ICX_USDT_SWAP_31743,ICX_USDT_SWAP,31743,2026-04-30 07:45:00+00:00,0.0553,1,,,drop,,images/train/ICX_USDT_SWAP_31743.png
261,BCH_USDT_SWAP_31527,BCH_USDT_SWAP,31527,2026-04-28 01:30:00+00:00,0.362,1,,,drop,,images/train/BCH_USDT_SWAP_31527.png
262,LINEA_USDT_SWAP_23316,LINEA_USDT_SWAP,23316,2026-05-02 11:00:00+00:00,0.3791,1,,,drop,,images/train/LINEA_USDT_SWAP_23316.png
263,VANA_USDT_SWAP_31675,VANA_USDT_SWAP,31675,2026-04-29 16:30:00+00:00,0.1715,1,,,drop,,images/train/VANA_USDT_SWAP_31675.png
264,PENGU_USDT_SWAP_32091,PENGU_USDT_SWAP,32091,2026-05-02 22:15:00+00:00,0.3429,1,,,drop,,images/train/PENGU_USDT_SWAP_32091.png
265,ZAMA_USDT_SWAP_10331,ZAMA_USDT_SWAP,10331,2026-04-27 05:15:00+00:00,0.3368,1,,,drop,,images/train/ZAMA_USDT_SWAP_10331.png
266,VANA_USDT_SWAP_31491,VANA_USDT_SWAP,31491,2026-04-27 18:30:00+00:00,0.123,1,,,drop,,images/train/VANA_USDT_SWAP_31491.png
267,AEVO_USDT_SWAP_32013,AEVO_USDT_SWAP,32013,2026-05-03 00:45:00+00:00,0.3598,1,,,drop,,images/train/AEVO_USDT_SWAP_32013.png
268,GPS_USDT_SWAP_31915,GPS_USDT_SWAP,31915,2026-05-02 02:30:00+00:00,0.1152,1,,,drop,,images/train/GPS_USDT_SWAP_31915.png
269,APE_USDT_SWAP_31711,APE_USDT_SWAP,31711,2026-04-28 22:30:00+00:00,0.1909,1,,,drop,,images/train/APE_USDT_SWAP_31711.png
270,ZIL_USDT_SWAP_31657,ZIL_USDT_SWAP,31657,2026-04-29 12:15:00+00:00,0.354,1,,,drop,,images/train/ZIL_USDT_SWAP_31657.png
271,LINEA_USDT_SWAP_23454,LINEA_USDT_SWAP,23454,2026-05-03 21:30:00+00:00,0.3537,1,,,drop,,images/train/LINEA_USDT_SWAP_23454.png
272,LINEA_USDT_SWAP_22788,LINEA_USDT_SWAP,22788,2026-04-26 23:00:00+00:00,0.0804,1,,,drop,,images/train/LINEA_USDT_SWAP_22788.png
273,ATOM_USDT_SWAP_31685,ATOM_USDT_SWAP,31685,2026-04-28 16:00:00+00:00,0.0595,1,,,drop,,images/train/ATOM_USDT_SWAP_31685.png
274,GPS_USDT_SWAP_31743,GPS_USDT_SWAP,31743,2026-04-30 07:30:00+00:00,0.3397,1,,,drop,,images/train/GPS_USDT_SWAP_31743.png
275,APE_USDT_SWAP_32123,APE_USDT_SWAP,32123,2026-05-03 05:30:00+00:00,0.1926,1,,,drop,,images/train/APE_USDT_SWAP_32123.png
276,GPS_USDT_SWAP_31577,GPS_USDT_SWAP,31577,2026-04-28 14:00:00+00:00,0.3595,1,,,drop,,images/train/GPS_USDT_SWAP_31577.png
