dimension,family_status,level,eligible,selected,discovery_score,n,n_long,n_short,gross_bp,net_bp,control_net_bp,paired_excess_bp,profit_factor,win_rate,stop_rate,median_mfe_r,hit_2r_rate,half_count,min_half_n,positive_net_halves,positive_excess_halves,median_half_net_bp,median_half_excess_bp
k2_oscillator_level,diagnostic_amendment,>0.50,True,False,-43.053241297903334,312,152,160,-23.053241297903327,-43.053241297903334,-22.693387077523763,-20.35985422037956,0.603437592748065,0.1858974358974359,0.7916666666666666,1.0701563210169103,0.32371794871794873,4,58,0,1,-40.72155618906453,-25.424988084444152
k2_oscillator_level,diagnostic_amendment,<-0.25,True,True,-0.05541099155696707,345,197,148,19.944589008443035,-0.05541099155696707,-43.98730435479361,43.93189336323666,0.9994442390812017,0.2,0.7855072463768116,0.9523809523809944,0.2782608695652174,4,65,2,4,1.7772053065531672,46.90609663366531
k2_oscillator_delta,diagnostic_amendment,0-0.05,True,False,-20.181232138601498,958,534,424,-0.18123213860149165,-20.181232138601498,-18.421206899501378,-1.760025239100186,0.7745210080434224,0.1544885177453027,0.8288100208768268,0.9123183050012351,0.29123173277661796,4,179,0,2,-18.82864891495946,-2.261300733626257
k2_oscillator_delta,diagnostic_amendment,-0.05-0,True,False,-13.155171032569024,883,482,401,6.844828967430976,-13.155171032569024,-23.30079868188103,10.145627649311962,0.8470831815399347,0.1970554926387316,0.7870894677236693,1.084507042253535,0.33748584371460927,4,183,0,3,-11.965512685401952,8.239528261655938
k2_oscillator_delta,diagnostic_amendment,<NA>,False,False,-85.61864610246559,66,31,35,17.323211130852815,-2.6767888691472157,-30.019914666279153,27.343125797132053,0.9810807175500131,0.18181818181818182,0.8181818181818182,1.1377876958081692,0.3181818181818182,4,4,1,1,-85.61864610246559,-40.85807228618255
k2_oscillator_delta,diagnostic_amendment,>0.05,True,False,-21.36276838945352,765,441,324,0.4832716107080666,-19.516728389291938,-24.240398045351327,4.723669656059359,0.8042569311105866,0.17777777777777778,0.807843137254902,1.116438356164386,0.32941176470588235,4,149,0,2,-21.36276838945352,0.6223006285908328
k2_oscillator_delta,diagnostic_amendment,<-0.05,True,True,-0.06451096415671653,520,258,262,19.935489035843275,-0.06451096415671653,-19.43702213941795,19.372511175261202,0.9993491791118374,0.20961538461538462,0.7769230769230769,1.3095589428794967,0.36346153846153845,4,112,3,3,5.155784251118412,23.3718851479941
oscillator_transition,original_preregistered,K2 sign arrives late,True,True,-12.170824273417551,611,327,284,15.880195702640151,-4.119804297359846,-31.56374543698622,27.44394113962632,0.9536059392871429,0.19476268412438624,0.8003273322422259,0.9999999999999768,0.3404255319148936,4,123,1,3,-12.170824273417551,15.254529405831173
oscillator_transition,original_preregistered,K1 impulse -> K2 accelerating,True,False,-19.558760642060015,737,406,331,0.9114616665599674,-19.08853833344003,-21.730540552671126,2.6420022192310837,0.8015089885768605,0.18046132971506107,0.7978290366350068,1.0588235294117585,0.33514246947082765,4,142,0,2,-19.558760642060015,3.117645016910167
oscillator_transition,original_preregistered,K2 sign opposite,True,False,-15.69393206700164,1196,655,541,4.306067932998363,-15.69393206700164,-21.981072144393693,6.287140077391997,0.8361585388265391,0.16555183946488294,0.8210702341137124,0.9692234848484829,0.28929765886287623,4,227,1,3,-14.224457309356776,4.549274212268351
oscillator_transition,original_preregistered,K1 impulse -> K2 aligned/cooling,True,False,-16.565974483805686,648,358,290,3.4340255161943105,-16.565974483805686,-11.210451692865329,-5.355522790940414,0.8185768340851813,0.19907407407407407,0.7808641975308642,1.348345588235306,0.36728395061728397,4,147,1,3,-14.569246469450752,8.236351407300205
ma_colour_transition,original_preregistered,K1 only,True,False,-9.91460466505969,491,258,233,10.085395334940316,-9.91460466505969,-30.76909101580349,20.85448635074372,0.9016622395759368,0.19959266802443992,0.7881873727087576,0.9038461538461474,0.29327902240325865,4,110,2,2,-5.717629932961829,13.838384939329309
ma_colour_transition,original_preregistered,neither,True,True,-4.06971285669627,641,352,289,15.930287143303728,-4.06971285669627,-16.554868769637235,12.48515591294092,0.9549184265428483,0.19656786271450857,0.781591263650546,1.1190476190476262,0.3369734789391576,4,131,2,3,1.3110853893515921,14.6192529123277
ma_colour_transition,original_preregistered,K2 only,True,False,-27.847109129565016,1042,564,478,-0.7305633987405384,-20.730563398740543,-14.080015321011071,-6.650548077729511,0.775829633508272,0.16986564299424184,0.8195777351247601,1.1848488807595134,0.34261036468330136,4,179,0,1,-27.847109129565016,-15.396842231831517
ma_colour_transition,original_preregistered,both aligned,True,False,-16.711339392827075,1018,572,446,3.2886606071729263,-16.711339392827075,-27.960629957169246,11.249290564342136,0.8211769370610136,0.17485265225933203,0.8084479371316307,1.0000000000000355,0.3163064833005894,4,227,0,3,-11.955063934628857,13.012211540454542
structure_transition,original_preregistered,neither,True,False,-20.872276426362546,1665,887,778,5.379801109887906,-14.620198890112096,-17.136860839390998,2.5166619492788533,0.8395638301788321,0.1843843843843844,0.8018018018018018,1.1190476190476262,0.33633633633633636,4,340,1,1,-20.872276426362546,-12.837500265673075
structure_transition,original_preregistered,both aligned,True,True,-15.798761766688779,1441,801,640,4.2012382333112255,-15.798761766688779,-26.39391939814319,10.595157631454368,0.8359050276698525,0.1714087439278279,0.8147120055517002,1.0,0.30673143650242884,4,290,0,4,-15.757601024842828,3.91106287192566
structure_transition,original_preregistered,K2 only,False,False,8.631955772021138,82,55,27,36.606617557134456,16.60661755713446,-25.493571436653433,42.10018899378787,1.1690266153416609,0.3048780487804878,0.6341463414634146,1.351835246293617,0.4268292682926829,4,16,2,3,8.631955772021138,57.8495099143248
structure_transition,original_preregistered,K1 only,False,False,-85.81079423052074,4,3,1,-65.81079423052076,-85.81079423052074,-49.40195571821899,-36.408838512302246,0.0,0.0,1.0,1.3254186289900618,0.5,3,1,0,0,-65.84001833600699,-18.541973163576
k2_vs_k1_extreme,original_preregistered,holds within 0.5ATR,True,False,-9.580874259700204,1145,634,511,10.546963286886301,-9.4530367131137,-18.863858116061284,9.410821402947516,0.8945023082606279,0.1799126637554585,0.8017467248908297,1.0256410256410156,0.3240174672489083,4,221,1,3,-9.580874259700204,11.259975582630862
k2_vs_k1_extreme,original_preregistered,holds >0.5ATR,True,False,-29.366568544306254,1411,757,654,1.2903001813383526,-18.709699818661655,-23.730827596930535,5.021127778268846,0.7890317119442433,0.16583982990786675,0.8242381289865344,1.1578947368421062,0.3387668320340184,4,279,1,1,-29.366568544306254,-7.0526197383687315
k2_vs_k1_extreme,original_preregistered,mild sweep,True,True,-5.218869031661268,485,262,223,14.781130968338735,-5.218869031661268,-20.09070101931643,14.8718319876551,0.949388216846273,0.21030927835051547,0.7670103092783506,1.0000000000000129,0.3134020618556701,4,103,2,2,-2.5941929074325794,12.516011951417074
k2_vs_k1_extreme,original_preregistered,deep sweep,True,False,-43.110071097185724,151,93,58,-21.95948631834257,-41.95948631834257,-26.67077188384887,-15.288714434493578,0.7000335210631703,0.24503311258278146,0.7417218543046358,0.7755102040816354,0.25165562913907286,4,33,0,1,-43.110071097185724,-22.306280696271376
k2_vs_k1_close,original_preregistered,far retrace,True,False,-13.313484367674404,362,186,176,6.6865156323256025,-13.313484367674404,-22.621370972585424,9.307886604910957,0.8496137380595049,0.1878453038674033,0.8038674033149171,1.2632978723404285,0.3370165745856354,4,75,1,3,-11.606605601630575,20.688831927829035
k2_vs_k1_close,original_preregistered,similar close,True,False,-21.752628816907833,1291,714,577,3.370542133266375,-16.629457866733627,-15.23123508361778,-1.3982227831158938,0.8199731494671791,0.17041053446940357,0.8133230054221534,1.116438356164386,0.3307513555383424,4,246,1,2,-21.752628816907833,-4.55078730513023
k2_vs_k1_close,original_preregistered,extends 0.25-0.75,True,True,3.0498475127167506,496,282,214,26.031892516113135,6.031892516113136,-38.51844068443345,44.55033320054653,1.0603381262116436,0.22983870967741934,0.7459677419354839,1.2371280113367926,0.36693548387096775,4,86,2,3,3.0498475127167506,39.62879805517909
k2_vs_k1_close,original_preregistered,moderate retrace,True,False,-23.34812245699098,942,506,436,-0.8584532117901468,-20.858453211790145,-21.591178444782415,0.7327252329922366,0.7694167296571022,0.1592356687898089,0.8333333333333334,0.9055059523809339,0.2929936305732484,4,206,1,2,-23.34812245699098,-3.1952909560183897
k2_vs_k1_close,original_preregistered,extends >0.75,False,False,-31.14051198521554,101,58,43,-11.140511985215552,-31.14051198521554,-15.426676945527667,-15.71383503968788,0.7536555743687438,0.26732673267326734,0.6831683168316832,0.9318181818181792,0.31683168316831684,4,21,2,3,-14.674349307683116,13.770883896866692
k1_k2_body_overlap,original_preregistered,0-0.10,True,False,-22.56042416495761,1018,526,492,6.6535773517624515,-13.34642264823755,-21.812602605630733,8.466179957393093,0.8451104153145262,0.15618860510805502,0.8339882121807466,1.1490740740740555,0.3320235756385069,4,217,1,2,-22.56042416495761,-5.537088267601678
k1_k2_body_overlap,original_preregistered,0.10-0.25,True,False,-22.528521524317597,873,484,389,-1.3669663663578628,-21.366966366357865,-23.573739948442995,2.20677358208511,0.7684717545693956,0.17525773195876287,0.8144329896907216,0.989898989898999,0.30011454753722794,4,174,0,1,-22.528521524317597,-0.6550165805126615
k1_k2_body_overlap,original_preregistered,none,True,True,-8.862679438541994,898,516,382,11.137320561458012,-8.862679438541994,-24.160109213419467,15.29742977487745,0.9048523911264074,0.20044543429844097,0.7817371937639198,1.1749612403100773,0.3507795100222717,4,169,1,4,-3.119555374328877,16.482208957589517
k1_k2_body_overlap,original_preregistered,0.25-0.50,True,False,-11.232344540951093,348,189,159,10.000511635473607,-9.999488364526393,-8.048092026811167,-1.951396337715263,0.9106048533265932,0.21264367816091953,0.7614942528735632,0.9456803223514392,0.31896551724137934,4,77,1,2,-11.232344540951093,-5.521602299623391
k1_k2_body_overlap,original_preregistered,>0.50,False,False,-43.84762572127428,55,31,24,-23.847625721274287,-43.84762572127428,-28.599514627000197,-15.248111094273984,0.698837794744031,0.23636363636363636,0.6909090909090909,0.8048780487805068,0.23636363636363636,4,10,1,2,-25.548082407152098,23.511508293746004
k2_to_k1_volume,original_preregistered,<0.50,True,False,-20.85565878411141,1222,597,625,-0.8556587841114037,-20.85565878411141,-25.954067409009255,5.098408624897777,0.7460426159024853,0.13829787234042554,0.8567921440261865,1.098139462163849,0.3281505728314239,4,253,0,2,-18.224516641365028,-1.1818364423745509
k2_to_k1_volume,original_preregistered,0.50-0.80,True,False,-20.12948297080105,835,469,366,5.149766254034784,-14.850233745965223,-20.90054858676738,6.050314840802098,0.8426364534192281,0.1724550898203593,0.8107784431137725,1.0212765957446768,0.3137724550898204,4,168,1,2,-20.12948297080105,0.5985076742569295
k2_to_k1_volume,original_preregistered,0.80-1.25,True,False,-34.024184307981315,571,349,222,-8.493505679287319,-28.493505679287313,-9.451418339870434,-19.042087339416895,0.7219430801287458,0.18563922942206654,0.7950963222416813,0.9534883720930252,0.3064798598949212,4,119,0,1,-34.024184307981315,-19.12623712680444
k2_to_k1_volume,original_preregistered,1.25-2.00,True,False,-0.7710974622836932,349,198,151,26.12936684392505,6.129366843925047,-18.530738635620178,24.660105479545223,1.0580015009115138,0.2607449856733524,0.7048710601719198,1.2500000000000238,0.3524355300859599,4,70,2,2,-0.7710974622836932,9.822967638542957
k2_to_k1_volume,original_preregistered,>2.00,True,True,-0.5521894595298065,215,133,82,47.56304898295856,27.563048982958573,-36.38500340154077,63.948052384499384,1.243680910211276,0.3209302325581395,0.6558139534883721,0.989898989898999,0.3627906976744186,4,37,2,3,-0.5521894595298065,25.269965527530985
stop_distance_atr,diagnostic_amendment,0.15-0.40,True,False,-22.891104393325133,292,139,153,-1.348682330632964,-21.348682330632965,-32.54446039087025,11.195778060237233,0.6461457239812582,0.08561643835616438,0.9143835616438356,0.9782608695651649,0.2842465753424658,4,68,0,3,-22.891104393325133,13.331221413016351
stop_distance_atr,diagnostic_amendment,0.40-0.70,True,False,-17.891798785845797,1408,740,668,8.074700060194997,-11.925299939805004,-18.321342586739426,6.3960426469343545,0.8509724005498912,0.14630681818181818,0.8480113636363636,1.1398496240601417,0.3359375,4,270,1,2,-17.891798785845797,0.6611902652597079
stop_distance_atr,diagnostic_amendment,0.70-1.00,True,False,-20.44271829874158,899,509,390,0.9073413566518121,-19.09265864334819,-26.474888581689452,7.382229938341219,0.8133538378414638,0.20912124582869857,0.7775305895439377,1.0640074211502784,0.3403781979977753,4,181,1,2,-20.44271829874158,12.16235795290408
stop_distance_atr,diagnostic_amendment,1.00-1.50,True,True,-15.448910311454899,488,284,204,10.1921696965848,-9.807830303415203,-15.520884245214374,5.713053941799158,0.9205548495557974,0.26229508196721313,0.7049180327868853,0.9706237598136581,0.3176229508196721,4,96,1,2,-15.448910311454899,2.139213369797085
stop_distance_atr,diagnostic_amendment,1.50-2.50,False,False,-29.19603904444943,105,74,31,9.381061610997076,-10.61893838900291,-20.76231131544903,10.143372926446181,0.9318918272477624,0.3047619047619048,0.580952380952381,0.8994845360824749,0.20952380952380953,4,24,2,1,-29.19603904444943,-8.562660332161773
pre_retest_extension,original_preregistered,<0.25,True,False,-25.934561428078002,789,429,360,-2.506900571246946,-22.506900571246945,-26.20622244305996,3.699321871812964,0.7602840383460581,0.13434727503168567,0.8555133079847909,0.9193548387096652,0.2826362484157161,4,166,0,3,-25.934561428078002,5.042246144457801
pre_retest_extension,original_preregistered,0.50-1.00,True,True,-9.636370642373489,994,536,458,12.888021554114355,-7.11197844588565,-18.840441002454448,11.728462556568768,0.9239976340815108,0.21026156941649898,0.7756539235412475,1.2022727272727214,0.34808853118712274,4,184,2,2,-9.636370642373489,-5.1047474477918975
pre_retest_extension,original_preregistered,1.00-2.00,True,False,-20.55932649235267,563,290,273,3.0692621376936957,-16.93073786230631,-15.550884264666301,-1.3798535976400488,0.8224116189878464,0.19182948490230906,0.7886323268206039,1.2222222222221948,0.37122557726465366,4,119,1,3,-20.55932649235267,5.11532921653783
pre_retest_extension,original_preregistered,0.25-0.50,True,False,-21.171889500818608,708,412,296,7.123965336369937,-12.876034663630062,-27.41783268754839,14.541798023918272,0.8553533642975589,0.17231638418079095,0.8149717514124294,0.9606151424333422,0.2980225988700565,4,149,1,2,-21.171889500818608,6.864738748521517
pre_retest_extension,original_preregistered,>2.00,True,False,-18.94679935376459,138,79,59,1.0532006462354115,-18.94679935376459,-9.300801327415838,-9.645998026348819,0.8265221286265546,0.2463768115942029,0.7101449275362319,1.2475693556051228,0.36231884057971014,4,29,2,2,-6.325280120266335,6.53610643833465
retrace_fraction,diagnostic_amendment,>10,True,False,-24.068288792847095,326,169,157,4.788877852165963,-15.211122147834041,-15.947341789271995,0.7362196414379159,0.8482361097293865,0.17791411042944785,0.8128834355828221,0.998853211009177,0.3067484662576687,4,62,1,2,-24.068288792847095,-5.644034096629193
retrace_fraction,diagnostic_amendment,3-10,True,False,-33.407742713543804,992,573,419,-3.272798934553487,-23.27279893455349,-25.51091505060706,2.238116116053528,0.7598858799313636,0.15725806451612903,0.8276209677419355,0.9227941176470529,0.28326612903225806,4,223,1,1,-33.407742713543804,-9.786956504131382
retrace_fraction,diagnostic_amendment,1-1.5,True,False,-31.011605587034843,500,266,234,-3.2541071888429878,-23.254107188842994,-15.877146929579053,-7.376960259263967,0.7508040184818291,0.184,0.8,1.316964285714262,0.366,4,93,1,1,-31.011605587034843,-10.68501395694214
retrace_fraction,diagnostic_amendment,1.5-3,True,True,-10.05337388723134,1282,692,590,17.238850917430838,-2.761149082569174,-21.76292392053009,19.00177483796087,0.9694117321202583,0.20202808112324494,0.781591263650546,1.1206424000215884,0.3494539781591264,4,243,2,2,-10.05337388723134,3.650489272321046
retrace_fraction,diagnostic_amendment,<NA>,False,False,-57.31875326224776,41,21,20,-37.318753262247746,-57.31875326224776,-58.67372257198625,1.35496930973853,0.36598143064317196,0.0975609756097561,0.8780487804878049,1.0000000000000266,0.2682926829268293,4,8,0,2,-56.93873200740129,3.115340641422663
retrace_fraction,diagnostic_amendment,<1,False,False,-10.34881234850857,51,25,26,9.65118765149143,-10.34881234850857,-2.05227688477223,-8.296535463736461,0.8664625634011004,0.19607843137254902,0.803921568627451,0.7999999999999716,0.3137254901960784,4,10,2,2,-9.796628437327742,10.804662197320678
path_variation,original_preregistered,>2.00,True,True,-13.156068643519356,972,529,443,8.369497907988446,-11.630502092011552,-17.875536167185942,6.245034075174337,0.8855828541667564,0.20781893004115226,0.7695473251028807,1.060484723233368,0.3374485596707819,4,185,1,2,-13.156068643519356,6.854477925200636
path_variation,original_preregistered,<0.50,True,False,-31.215322924167914,535,294,241,-7.282939736500344,-27.282939736500353,-16.844010241039502,-10.438929495460917,0.7004787729111808,0.13271028037383178,0.8635514018691589,1.0143540669856368,0.30280373831775703,4,111,0,1,-31.215322924167914,-18.850477359355196
path_variation,original_preregistered,0.50-1.00,True,False,-22.48689746915735,708,400,308,3.1557121462119992,-16.844287853788,-22.33403123506286,5.489743381274829,0.8131417105310248,0.16666666666666666,0.8149717514124294,1.000000000000007,0.3121468926553672,4,132,1,2,-22.48689746915735,3.643576708718138
path_variation,original_preregistered,1.00-2.00,True,False,-13.74703369626508,977,523,454,11.542302147259575,-8.457697852740433,-27.283041026717942,18.825343173977476,0.9055698843908478,0.19242579324462641,0.7963152507676561,1.135922330097081,0.33572159672466734,4,219,1,4,-13.74703369626508,9.309457002419546
path_efficiency,original_preregistered,-0.50-0,True,False,-17.704146197643777,1443,784,659,2.295853802356226,-17.704146197643777,-17.996778342723598,0.29263214507977503,0.8088998150753313,0.17325017325017325,0.814968814968815,1.0000000000000415,0.3173943173943174,4,320,0,1,-17.63503423331325,-6.052385306291552
path_efficiency,original_preregistered,0-0.50,True,True,-7.668638182089966,847,472,375,12.331361817910034,-7.668638182089966,-16.484952969493303,8.816314787403273,0.9215205857932138,0.21487603305785125,0.7603305785123967,1.1538461538461589,0.345926800472255,4,131,2,2,-0.49678162755935773,10.628721096024016
path_efficiency,original_preregistered,<-0.50,True,False,-15.12502851418647,595,314,281,4.874971485813541,-15.12502851418647,-28.94591700065541,13.820888486468897,0.819831094103045,0.146218487394958,0.8453781512605042,0.9583333333333351,0.3058823529411765,4,131,1,3,-14.114866393454772,21.201523029931423
path_efficiency,original_preregistered,>0.50,True,False,-16.44409096319578,307,176,131,3.555909036804221,-16.44409096319578,-38.10965766087247,21.665566697676724,0.8445012289536661,0.19543973941368079,0.7882736156351792,1.238095238095221,0.34527687296416937,4,65,1,3,-14.447473632647746,19.385042371854283
wrong_sma40_closes,original_preregistered,2+,True,False,-18.343125363494522,629,316,313,1.6568746365054685,-18.343125363494522,-18.065367210677863,-0.2777581528167398,0.8075617503469408,0.17329093799682035,0.8108108108108109,1.0555555555555365,0.3195548489666137,4,111,0,2,-17.89034937937078,3.61221068698078
wrong_sma40_closes,original_preregistered,1,True,True,-0.3568302203067155,682,388,294,30.114887914371938,10.114887914371936,-18.768379137450317,28.883267051822163,1.1113160188455469,0.19648093841642228,0.7873900293255132,1.0811424100156608,0.3387096774193548,4,145,2,2,-0.3568302203067155,20.98931511265144
wrong_sma40_closes,original_preregistered,0,True,False,-25.895730392677187,1881,1042,839,-2.0365098878446637,-22.036509887844677,-23.759405254508938,1.7228953666642453,0.7657325243137113,0.17862838915470494,0.8070175438596491,1.062500000000065,0.32270069112174377,4,391,0,2,-25.895730392677187,-6.359828287025302
wrong_rope_closes,diagnostic_amendment,2+,True,True,-10.238955674727096,1014,542,472,9.761044325272913,-10.238955674727096,-19.464940988905827,9.225985314178708,0.88740694749377,0.1854043392504931,0.8067061143984221,1.0470085470085024,0.33136094674556216,4,197,0,2,-8.427156477855213,1.2597076321477458
wrong_rope_closes,diagnostic_amendment,0,True,False,-25.019046159863926,1593,885,708,2.267445048530416,-17.732554951469588,-23.17896475731695,5.446409805847328,0.8158612816529748,0.18330194601381042,0.7997489014438167,1.071428571428506,0.32454488386691777,4,337,1,2,-25.019046159863926,4.064463899165978
wrong_rope_closes,diagnostic_amendment,1,True,False,-21.86915238743302,585,319,266,7.248057601354018,-12.751942398645985,-20.84282189714938,8.090879498503313,0.8599018098259995,0.16923076923076924,0.8085470085470086,1.101910828025492,0.31794871794871793,4,113,1,2,-21.86915238743302,-13.13741548002229
intermediate_ma_colour_share,original_preregistered,50-99%,True,True,10.753712379153807,378,199,179,30.753712379153804,10.753712379153807,-8.962995179668555,19.71670755882226,1.1224468210568372,0.1984126984126984,0.7936507936507936,1.2160814046288972,0.3386243386243386,4,74,3,3,12.230767796893794,33.03474821661179
intermediate_ma_colour_share,original_preregistered,<50%,True,False,-29.11601241932143,549,288,261,-4.686484516870119,-24.68648451687012,-25.882234774598306,1.195750257728099,0.7492300856071489,0.15664845173041894,0.8233151183970856,1.0000000000000129,0.3114754098360656,4,101,1,1,-29.11601241932143,-7.978612196079627
intermediate_ma_colour_share,original_preregistered,100%,True,False,-24.56412068716216,2265,1259,1006,3.8401012474036826,-16.159898752596323,-22.630124839655466,6.470226087059118,0.8270397786224766,0.1845474613686534,0.8004415011037528,1.0256410256410156,0.32671081677704195,4,472,1,1,-24.56412068716216,-8.873320168085556
intermediate_native_side_share,diagnostic_amendment,<50%,True,False,-20.85201486454707,2460,1322,1138,2.6328437769139343,-17.367156223086067,-18.154586411296087,0.7874301882099554,0.8136999183001083,0.17642276422764228,0.808130081300813,1.0224184025843877,0.3199186991869919,4,506,0,1,-20.85201486454707,-9.554547761595716
intermediate_native_side_share,diagnostic_amendment,50-99%,True,True,4.304514007069562,490,271,219,26.84054936616778,6.84054936616778,-29.02779786149932,35.8683472276671,1.0741501634437751,0.21428571428571427,0.7714285714285715,1.1428571428571517,0.35306122448979593,4,88,3,4,4.304514007069562,39.49199811738188
intermediate_native_side_share,diagnostic_amendment,100%,True,False,-27.763687089680587,242,153,89,-7.7636870896805865,-27.763687089680587,-41.20119135151141,13.43750426183088,0.7239124931276746,0.1652892561983471,0.8223140495867769,1.217373472233617,0.32644628099173556,4,53,0,3,-23.786796765872324,14.27720570758113
six_ma_rope_width,original_preregistered,1-2ATR,True,True,-3.0435999171122896,1079,577,502,21.013244305330616,1.0132443053306197,-28.004669955453025,29.017914260783574,1.0109640339659103,0.21223354958294718,0.7720111214087118,1.1538461538461589,0.3336422613531047,4,197,2,3,-3.0435999171122896,23.957870099157144
six_ma_rope_width,original_preregistered,2-3ATR,True,False,-8.824783980143552,771,409,362,11.175216019856453,-8.824783980143552,-24.01698107789182,15.19219709774823,0.9086829510523154,0.18417639429312582,0.788586251621271,1.062500000000065,0.3424124513618677,4,145,2,3,-1.0485936920974628,21.47507157278571
six_ma_rope_width,original_preregistered,>3ATR,True,False,-29.411323550785134,936,515,421,-9.411323550785127,-29.411323550785134,-13.766758212651037,-15.644565338134091,0.6830730905480097,0.15384615384615385,0.8408119658119658,0.9157801418439715,0.3034188034188034,4,185,0,0,-28.71267409230907,-15.485745857319657
six_ma_rope_width,original_preregistered,<1ATR,True,False,-31.651553468715264,406,245,161,-11.651553468715266,-31.651553468715264,-17.819642490046835,-13.831910978668505,0.6598341970228325,0.15763546798029557,0.8300492610837439,1.1323604710701383,0.3226600985221675,4,79,0,0,-31.559150265519712,-10.22218996263165
six_ma_rope_slope,original_preregistered,opposite,True,False,-25.891543325937423,1083,596,487,-5.891543325937419,-25.891543325937423,-14.263708010588724,-11.627835315348744,0.715877582350923,0.15420129270544783,0.8384118190212373,0.9952380952380896,0.3139427516158818,4,232,0,1,-22.50244048866046,-17.057228069404005
six_ma_rope_slope,original_preregistered,aligned/nonnegative,True,True,-15.164486134593751,2109,1150,959,11.441628272602186,-8.558371727397814,-25.323374137278904,16.765002409881042,0.9098297487846213,0.19535324798482692,0.7856804172593647,1.116438356164386,0.3314366998577525,4,415,1,4,-15.164486134593751,5.1251427224260215
six_ma_order_alignment,diagnostic_amendment,0/12 pairs,True,False,-20.776464450178707,917,518,399,-0.776464450178709,-20.776464450178707,-20.500294383634962,-0.2761700665437572,0.7772276155561245,0.183206106870229,0.8015267175572519,1.097560975609752,0.34023991275899673,4,191,0,2,-18.717994579019603,1.7210541941395054
six_ma_order_alignment,diagnostic_amendment,6-11/12 pairs,True,True,-2.2859573063781586,822,437,385,17.71404269362185,-2.2859573063781586,-27.679172413856236,25.393215107478035,0.9749482239315815,0.18613138686131386,0.7956204379562044,1.0794736842105295,0.3236009732360097,4,174,2,3,1.3875277924534815,30.76655669453332
six_ma_order_alignment,diagnostic_amendment,1-5/12 pairs,True,False,-37.30249791277992,724,387,337,6.836437869363895,-13.16356213063611,-14.503916246428766,1.3403541157925667,0.8558042825389813,0.17541436464088397,0.8121546961325967,1.1530100334448339,0.319060773480663,4,132,1,1,-36.26512892255475,-37.30249791277992
six_ma_order_alignment,diagnostic_amendment,12/12 pairs,True,False,-21.43848231253081,729,404,325,-1.4384823125308004,-21.43848231253081,-23.04898051384264,1.610498201311792,0.7836605752758699,0.17969821673525377,0.8065843621399177,0.9499999999999752,0.31550068587105623,4,150,1,3,-20.86792149969103,7.698536507371092
prior_rope_width,original_preregistered,1.5-2.5ATR,True,True,-6.679730195309563,954,506,448,13.320269804690433,-6.679730195309563,-29.986957059548978,23.307226864239347,0.9278667441582241,0.1970649895178197,0.7840670859538784,1.1483516483516771,0.3238993710691824,4,170,1,3,-6.050242574160177,12.666708341228924
prior_rope_width,original_preregistered,2.5-4ATR,True,False,-7.878216720918019,954,507,447,22.981441307474004,2.9814413074740016,-18.175773121995757,21.157214429469747,1.0316023371627325,0.1928721174004193,0.7882599580712788,1.097780487804875,0.33962264150943394,4,189,2,2,-7.878216720918019,2.2959672608248995
prior_rope_width,original_preregistered,<1.5ATR,True,False,-24.97451568690999,618,364,254,1.4130457134382661,-18.586954286561735,-22.273613131012553,3.686658844450723,0.792026938439816,0.17637540453074432,0.813915857605178,1.0839560439560465,0.3268608414239482,4,118,1,2,-24.97451568690999,-1.51270911568066
prior_rope_width,original_preregistered,>4ATR,True,False,-47.150877758268905,666,369,297,-26.65952259306598,-46.65952259306599,-13.727108592836885,-32.9324140002291,0.5240196707769207,0.14714714714714713,0.8438438438438438,0.8708333333333704,0.3063063063063063,4,124,0,0,-47.150877758268905,-26.594514366724603
prior_range_context,diagnostic_amendment,3-4ATR,True,False,-16.63624063982427,1404,786,618,7.742466767850411,-12.257533232149587,-25.084118372020626,12.826585139870998,0.8702414495179016,0.1866096866096866,0.7941595441595442,1.0783625730994228,0.32193732193732194,4,270,1,3,-16.63624063982427,12.249892282483778
prior_range_context,diagnostic_amendment,4-5ATR,True,False,-35.06501089644263,967,503,464,-6.090546177252861,-26.090546177252868,-22.191082011104978,-3.8994641661479297,0.7285169516985723,0.16752843846949328,0.8241985522233712,0.9999999999999571,0.3216132368148914,4,210,1,1,-35.06501089644263,-27.02699014678805
prior_range_context,diagnostic_amendment,<3ATR,True,False,-8.440996405771353,444,246,198,12.212986061193112,-7.787013938806893,-10.204286259951601,2.4172723211446243,0.9147645153930138,0.18018018018018017,0.7995495495495496,1.1670149773598015,0.3355855855855856,4,81,1,2,-8.345071263025387,-8.440996405771353
prior_range_context,diagnostic_amendment,>5ATR,True,True,-0.5134705435024358,377,211,166,19.486529456497568,-0.5134705435024358,-20.28384677059631,19.770376227093866,0.9940875691655136,0.1989389920424403,0.7904509283819628,1.157718120805371,0.33687002652519893,4,85,3,3,5.0657921975247255,36.08171493042379
atr_release,original_preregistered,1.00-1.25,True,False,-9.056042418273522,1120,628,492,14.588674141935998,-5.411325858064011,-24.67758108968039,19.266255231616356,0.9464155924032556,0.21428571428571427,0.7705357142857143,1.1412235241099506,0.3419642857142857,4,203,2,3,-9.056042418273522,23.692045243232265
