name,symbol,direction,side,k1_i,k2_i,gap_bars,k1_time,k2_time,k1_open,k1_high,k1_low,k1_close,k2_open,k2_high,k2_low,k2_close,atr,utc_hour,weekday,k1_rope_coverage,k1_entry_depth_atr,k1_exit_depth_atr,k1_sma40_entry_depth_atr,k1_sma40_exit_depth_atr,k1_close_location,k1_cross_depth_atr,k1_sma40_cross_depth_atr,k1_sma40_crossed,k1_body_ratio,k1_range_atr,k1_volume_ratio,k1_volume_z,k1_ma_colour_aligned,k1_osc_sign_aligned,k1_osc_accel_aligned,k1_structure_aligned,k2_wick_share,k2_rejection_close_location,k2_touch_depth_atr,k2_close_side_atr,k2_reclaim_atr,k2_side_break_event,k2_body_ratio,k2_range_atr,k2_volume_ratio,k2_volume_z,k2_native_colour_aligned,k2_ma_colour_aligned,k2_osc_sign_aligned,k2_osc_accel_aligned,k2_structure_aligned,k2_structure_not_opposite,k2_sma40_touch_depth_atr,k2_sma40_close_side_atr,rope_width_atr,rope_slope_side_atr,prior_rope_width_atr_20,prior_range_atr_20,side_ma_alignment,atr_release_24,atr_pct,green_volume_share_20,ma_shift_osc,ma_shift_osc_delta,k2_to_k1_volume_ratio,close_distance_atr,extreme_distance_atr,path_variation_atr,path_efficiency,pre_retest_extension_atr,retrace_fraction,wrong_side_close_count,wrong_sma40_close_count,intermediate_ma_colour_share,intermediate_native_side_share,k1_k2_body_overlap_share,entry_time,entry_price,stop_price,stop_distance_atr_24,drawing_entry,drawing_target,drawing_stop,drawing_entry_minus_causal,drawing_stop_minus_exact,anchor_k1_score,anchor_k2_score,anchor_path_score,anchor_state_score,anchor_score
short,BTC,-1,short,1280,1286,6,2026-09-01 08:00:00+00:00,2026-09-01 14:00:00+00:00,78599.4,78628.5,77785.0,77849.0,78038.1,78388.0,78011.8,78135.5,453.5679558526267,14,1,0.9753246351183081,-0.015322647756563647,1.0252914782182323,0.3909747449102342,1.239963535447287,0.9241256668642561,-0.015322647756563647,0.3909747449102342,True,0.8896265560165906,1.8332841677526384,2.7137007634976302,1.495027562779621,True,False,True,True,0.6711855396065974,0.6711855396065974,0.21279277936794566,0.5282422551272392,0.34390439630740627,0,0.2589048378521928,0.8294236732240229,1.913900595250709,0.7320604242376002,False,True,True,False,True,True,0.1862041815569626,0.3704929941183893,0.4516838472557401,0.034535974808492985,0.6673316651267912,4.052314490658602,6.0,0.9664030456863848,0.005804889657743621,0.5929863683332288,0.21191969959136733,-0.07018780535207195,0.688552554042738,-0.6226863237239252,0.5227087638939057,1.0212925079157724,-0.6097041923813653,0.9739118382572234,2.2028565052443496,0,0,1.0,0.2,0.12979744136459878,2026-09-01 15:00:00+00:00,78135.5,78388.0,0.5566971756753519,78038.1,76196.1,78386.8,-97.39999999999418,-1.1999999999970896,93.55957784230793,57.61350929885411,74.97788261241386,100.0,81.53774243839398
long,BTC,1,long,1322,1325,3,2026-09-03 02:00:00+00:00,2026-09-03 05:00:00+00:00,77321.3,77875.9,77209.0,77785.4,77746.7,77798.9,77050.0,77772.0,448.4690197394601,5,3,0.5867775909372452,-0.4210364707818691,-0.3043772182750091,-0.04809197781001568,1.078182523632887,0.8642974958764421,-0.4210364707818691,-0.04809197781001568,False,0.695906432748531,1.4802141456782587,1.4082550124522033,0.7075159029815556,True,True,True,True,0.930297770062762,0.964080651622387,1.954767133099386,0.36447748955514886,-0.344845447941627,1,0.033782881559624924,1.6699035318762279,1.6397709662786215,1.0569766864033368,True,True,True,False,True,True,0.5055226560169449,1.1043990291408143,1.5291524493674093,0.02363817209870838,1.684386876206002,3.7269018068873536,0.0,0.9724776611439565,0.005766458619290492,0.5824387605912261,0.30102413538364053,-0.04723098167724665,1.17216609452192,-0.029741894664987587,-0.35290755609963287,0.49984139392220855,-0.059502664298380185,0.13761175143507698,12.861290322580551,0,0,1.0,0.5,0.05451411333765004,2026-09-03 06:00:00+00:00,77771.9,77050.0,1.6096987043149265,77771.9,81253.2,77068.0,0.0,18.0,39.08985549717922,99.1082781407568,95.5792003779932,100.0,83.4443335039823
