half,analysis_split,n,n_long,n_short,gross_bp,net_bp,control_net_bp,paired_excess_bp,profit_factor,win_rate,stop_rate,median_mfe_r,hit_2r_rate
2023H1,discovery,647,370,277,-0.17287926378296625,-20.172879263782974,-16.460917962785146,-3.711961300997881,0.7594376279914171,0.16383307573415765,0.8253477588871716,0.9268292682926796,0.26738794435857804
2023H2,discovery,757,433,324,-2.9933695787624113,-22.993369578762408,-18.743754367926424,-4.249615210836064,0.7127127146697764,0.16116248348745046,0.821664464993395,1.000000000000025,0.31836195508586523
2024H1,discovery,822,483,339,-1.7063432340290408,-21.706343234029045,-16.34085281479677,-5.365490419232312,0.7864677841120606,0.16909975669099755,0.8126520681265207,1.142857142857149,0.32968369829683697
2024H2,discovery,966,460,506,22.288095650197082,2.28809565019708,-31.659601282384642,33.9476969325817,1.0220013656674842,0.2194616977225673,0.7670807453416149,1.1614532420984078,0.36645962732919257
2025H1,validation,1095,523,572,-14.694476110237579,-34.69447611023759,-5.55329120834158,-29.141184901896082,0.6889189773216233,0.15799086757990868,0.8255707762557077,1.046511627906972,0.3004566210045662
2025H2,validation,1031,569,462,1.2245397111631555,-18.775460288836854,-11.846496108549594,-6.928964180287309,0.8065296136037383,0.16391852570320078,0.8234723569350145,0.8374558303887009,0.31619786614936957
2026 Jan-Feb bridge,bridge,370,193,177,25.221432361611566,5.221432361611569,-11.020407318587118,16.241839680198645,1.0601265636728596,0.23513513513513515,0.7297297297297297,1.0351851851851914,0.3324324324324324
2026 Mar-Apr fresh,fresh_preholdout,335,170,165,-0.5771699100409274,-20.577169910040922,-13.785307113556307,-6.791862796484631,0.7556729136967993,0.18507462686567164,0.8,0.9322033898304996,0.33432835820895523
