setup,key_candle,time_utc,time_asia_shanghai,open,high,low,close,sma40_hl2,rope_low,rope_high,atr,range_atr,body_ratio,directional_close_location,rejection_wick_share,volume_ratio_20,ma_shift_candle_aligned,native_candle_aligned,oscillator_side_value,oscillator_side_delta,oscillator_sign_aligned,oscillator_acceleration_aligned,market_break_state,market_break_aligned,sma40_cross_depth_atr,sma40_touch_depth_atr,sma40_close_side_atr
short,K1,2026-09-01 08:00:00+00:00,2026-09-01 16:00:00+08:00,78599.4,78628.5,77785.0,77849.0,78419.51125000001,78320.73993922462,78606.45,460.10324795092646,1.8332841677526384,0.8896265560165906,0.9241256668642561,0.034499110847665465,2.7137007634976302,True,True,-0.010353433227766584,0.07359954083674206,False,True,-1,True,0.3909747449102342,0.4542214186288026,1.239963535447287
short,K2,2026-09-01 14:00:00+00:00,2026-09-01 22:00:00+08:00,78038.1,78388.0,78011.8,78135.5,78303.54375,78291.48401404188,78496.35333333332,453.5679558526267,0.8294236732240229,0.2589048378521928,0.6711855396065974,0.6711855396065974,1.913900595250709,True,False,0.21191969959136733,-0.07018780535207195,True,False,-1,True,-0.5852347957452251,0.1862041815569626,0.3704929941183893
long,K1,2026-09-03 02:00:00+00:00,2026-09-03 10:00:00+08:00,77321.3,77875.9,77209.0,77785.4,77299.63249999999,77131.60500000001,77922.535,450.5429176900681,1.4802141456782587,0.695906432748531,0.8642974958764421,0.16839106312791108,1.4082550124522033,True,True,0.27346985377846317,0.08195124696560749,True,True,1,True,-0.04809197781001568,0.20116285583771892,1.078182523632887
long,K2,2026-09-03 05:00:00+00:00,2026-09-03 13:00:00+08:00,77746.7,77798.9,77050.0,77772.0,77276.71125000001,77240.875,77926.6525,448.4690197394601,1.6699035318762279,0.033782881559624924,0.964080651622387,0.930297770062762,1.6397709662786215,True,True,0.30102413538364053,-0.04723098167724665,True,False,1,True,-1.0479848759074404,0.5055226560169449,1.1043990291408143
