dimension,family_status,selected_level,discovery_score,split,n,n_long,n_short,gross_bp,net_bp,control_net_bp,paired_excess_bp,profit_factor,win_rate,stop_rate,median_mfe_r,hit_2r_rate,net_signflip_p,excess_signflip_p,net_ci95_low_bp,net_ci95_high_bp,excess_ci95_low_bp,excess_ci95_high_bp,net_fdr_q,excess_fdr_q,passes_statistical_screen,passes_validation_gate,passes_diagnostic_screen
k1_sma40_cross_depth,original_preregistered,0.05-0.20,-9.992038969395013,bridge,89,46,43,13.687186001728321,-6.312813998271667,-31.59750560958635,25.28469161131467,0.9231349856998533,0.2247191011235955,0.7303370786516854,1.0370370370370328,0.3258426966292135,0.599040095990401,0.18018198180181982,-49.07801139067504,37.181644338368784,-25.73663666855486,79.36986271334453,,,False,False,False
k1_sma40_cross_depth,original_preregistered,0.05-0.20,-9.992038969395013,fresh_preholdout,75,34,41,0.09867142986959773,-19.901328570130385,-27.938248070233666,8.036919500103298,0.7716078668554783,0.22666666666666666,0.7466666666666667,1.2000000000000055,0.37333333333333335,0.8046195380461953,0.39446055394460555,-59.608749106964844,22.469409517934494,-49.101525188854964,65.40219645607063,,,False,False,False
k1_body_share,original_preregistered,0.50-0.65,-13.002255668340736,discovery,614,314,300,19.780074745105402,-0.2199252548946021,-11.304896745091924,11.084971490197264,0.9975326358448238,0.19055374592833876,0.7947882736156352,1.1530100334448363,0.3306188925081433,0.5050494950504949,0.2565743425657434,-22.062846313856575,21.658189349211206,-20.69457221469484,42.11248118627933,,,False,False,False
k1_body_share,original_preregistered,0.50-0.65,-13.002255668340736,validation,399,191,208,-21.494513299068934,-41.494513299068934,7.857833620813034,-49.35234691988207,0.6244304085231023,0.14035087719298245,0.8521303258145363,0.7680180180180185,0.2556390977443609,0.9994000599940006,0.9967003299670033,-65.93297252793761,-14.275402349253566,-82.53588639664302,-16.75252508237988,1.0,0.9999000099990001,False,False,False
k1_body_share,original_preregistered,0.50-0.65,-13.002255668340736,bridge,73,50,23,11.995584751619903,-8.004415248380097,-1.7057572205371507,-6.298658027843014,0.9096159238306165,0.1917808219178082,0.7808219178082192,1.123966942148745,0.3424657534246575,0.5835416458354165,0.5577442255774423,-63.44546985874589,61.731023661725914,-78.3684895792671,71.25684351712525,,,False,False,False
k1_body_share,original_preregistered,0.50-0.65,-13.002255668340736,fresh_preholdout,66,36,30,-21.00865870419467,-41.00865870419465,-27.203979725307192,-13.80467897888756,0.5135999908883132,0.16666666666666666,0.8181818181818182,0.9054455445544465,0.2878787878787879,0.9807019298070193,0.7094290570942906,-76.64268206005796,-0.5878876122156461,-61.32870223573261,34.324557722636825,,,False,False,False
k1_range_atr,original_preregistered,>2.50,-8.198279540320687,discovery,179,100,79,16.400558509501593,-3.599441490498406,-11.881731878303281,8.282290387804853,0.9601492177960758,0.24581005586592178,0.7206703910614525,1.2867513611615848,0.36312849162011174,0.5661433856614339,0.36196380361963804,-41.058456385734324,35.62647146107652,-34.04297197341304,56.26921116236732,,,False,False,False
k1_range_atr,original_preregistered,>2.50,-8.198279540320687,validation,99,73,26,-35.69915940305916,-55.699159403059205,-28.97062668583114,-26.728532717228088,0.5232529679587675,0.16161616161616163,0.8383838383838383,0.4372093023255872,0.23232323232323232,0.9951004899510049,0.8593140685931406,-95.49519689553524,-11.515353640982891,-73.49421740483612,21.335220959254183,1.0,0.9999000099990001,False,False,False
k1_range_atr,original_preregistered,>2.50,-8.198279540320687,bridge,10,5,5,34.318230125228,14.318230125227988,11.330915867338698,2.987314257889611,1.1447914367664018,0.4,0.6,1.835087719298238,0.5,0.44215578442155784,0.4794520547945205,-141.76766936993837,192.99613307200855,-189.98516180497703,228.2242950670823,,,False,False,False
k1_range_atr,original_preregistered,>2.50,-8.198279540320687,fresh_preholdout,12,10,2,-54.16476427589791,-74.16476427589792,17.585934765814834,-91.7506990417129,0.11681780439735896,0.08333333333333333,0.9166666666666666,0.46988795518207405,0.3333333333333333,0.9974002599740026,0.9745025497450255,-104.09855658739714,-30.527229434171467,-180.8070625827978,-13.062687447982873,,,False,False,False
k1_close_location,original_preregistered,0.82-0.88,-3.8491130170311307,discovery,703,369,334,16.150886982968867,-3.8491130170311307,-29.048885088835096,25.19977207180393,0.9583099184023294,0.18207681365576103,0.8065433854907539,1.0,0.32716927453769556,0.6364363563643636,0.0446955304469553,-25.68207144608153,18.498361548130408,-5.267252017905659,54.957010835667305,,,False,False,False
k1_close_location,original_preregistered,0.82-0.88,-3.8491130170311307,validation,503,260,243,-23.311970041623916,-43.31197004162392,-10.825962662821466,-32.48600737880252,0.5926663397290753,0.12922465208747516,0.8667992047713717,0.9545454545454592,0.3081510934393638,0.9999000099990001,0.9881011898810119,-65.57579538327754,-18.00136368208866,-60.055283125697734,-3.1488803801522756,1.0,0.9999000099990001,False,False,False
k1_close_location,original_preregistered,0.82-0.88,-3.8491130170311307,bridge,84,40,44,35.80577950888905,15.805779508889083,-16.831672371303153,32.63745188019213,1.1857167613920774,0.25,0.7261904761904762,0.8943056636028668,0.30952380952380953,0.3227677232276772,0.19958004199580043,-38.32963025425136,87.447003146026,-40.146486094410086,107.10507854748487,,,False,False,False
k1_close_location,original_preregistered,0.82-0.88,-3.8491130170311307,fresh_preholdout,76,32,44,-40.436919328966404,-60.43691932896639,-16.921008681938613,-43.51591064702775,0.33075645047249064,0.10526315789473684,0.8947368421052632,0.771043771043721,0.25,0.9998000199980002,0.9664033596640336,-93.4750252428987,-22.70541140375864,-89.56424870674743,7.175983081573932,,,False,False,False
k1_volume_ratio,original_preregistered,<0.8,7.08798771084358,discovery,628,380,248,27.087987710843578,7.08798771084358,-24.561929513551515,31.64991722439509,1.08279879082382,0.20382165605095542,0.7802547770700637,1.1176633444075539,0.32802547770700635,0.26687331266873315,0.0184981501849815,-15.057037738221824,30.393095761018515,1.1159773307684897,62.45176325004218,,,False,False,False
k1_volume_ratio,original_preregistered,<0.8,7.08798771084358,validation,406,231,175,-11.972791000017308,-31.972791000017317,-2.900092075501328,-29.072698924516054,0.6753292687670288,0.15270935960591134,0.8399014778325123,0.8879330802088405,0.29064039408866993,0.9945005499450055,0.962903709629037,-55.26657646914253,-5.314358829974013,-60.79656524163892,4.2029916721001275,1.0,0.9999000099990001,False,False,False
k1_volume_ratio,original_preregistered,<0.8,7.08798771084358,bridge,91,62,29,36.48244931956468,16.482449319564683,6.302671642508363,10.179777677056165,1.204855972491716,0.2087912087912088,0.7692307692307693,1.0714285714285634,0.3076923076923077,0.2896710328967103,0.37636236376362364,-31.44360281339244,69.25887856765308,-51.3722872894358,69.25189273204013,,,False,False,False
k1_volume_ratio,original_preregistered,<0.8,7.08798771084358,fresh_preholdout,71,34,37,29.607376861284248,9.607376861284243,-3.359159190482224,12.966536051766399,1.1427579268252357,0.2676056338028169,0.7323943661971831,1.0680272108843596,0.39436619718309857,0.3474652534746525,0.35136486351364865,-35.7065077102562,65.32992417274515,-48.222758711532016,75.9694555765372,,,False,False,False
k1_ma_colour,original_preregistered,aligned,-14.499810730578043,discovery,1509,830,679,5.500189269421958,-14.499810730578043,-28.874449957029682,14.374639226451597,0.8487238025108269,0.18290258449304175,0.8018555334658715,0.989010989010995,0.30881378396288933,0.9758024197580242,0.06029397060293971,-27.71839398788929,0.10728523029515949,-3.4430136292588966,32.44250977131924,,,False,False,False
k1_ma_colour,original_preregistered,aligned,-14.499810730578043,validation,992,512,480,-10.353583164888171,-30.353583164888178,-9.248409627688687,-21.105173537199562,0.7183757253885229,0.1663306451612903,0.8145161290322581,0.9188678610668889,0.3094758064516129,0.9994000599940006,0.9724027597240276,-47.32699009042054,-12.358126703448546,-41.93411742182723,1.3814323048094066,1.0,0.9999000099990001,False,False,False
k1_ma_colour,original_preregistered,aligned,-14.499810730578043,bridge,174,88,86,32.99541507887299,12.995415078873002,-24.29746390335656,37.29287898222959,1.1592667781291148,0.28160919540229884,0.6781609195402298,1.2740900759361056,0.3735632183908046,0.263973602639736,0.04709529047095291,-23.527434660836096,53.92922667354437,-8.229814856777647,86.08032159836388,,,False,False,False
k1_ma_colour,original_preregistered,aligned,-14.499810730578043,fresh_preholdout,171,92,79,5.672927787899231,-14.327072212100768,-21.697536665239493,7.370464453138728,0.8332228950067858,0.1871345029239766,0.7953216374269005,0.9423076923077238,0.3391812865497076,0.7831216878312168,0.37096290370962903,-43.69987402093099,17.53872216485493,-33.974373464488785,48.83081228989436,,,False,False,False
k1_oscillator_sign,diagnostic_amendment,aligned,-13.636228510303859,discovery,1420,767,653,6.363771489696142,-13.636228510303859,-17.506506474263475,3.8702779639595657,0.8499109087110998,0.18450704225352113,0.7985915492957747,1.1203552959203393,0.3345070422535211,0.972002799720028,0.3251674832516748,-27.052222512915602,0.062361997241410616,-11.8847160750534,20.68409682194126,,,False,False,False
k1_oscillator_sign,diagnostic_amendment,aligned,-13.636228510303859,validation,1020,536,484,-11.532879034494982,-31.532879034494986,-4.216899056952032,-27.315979977543055,0.6916054875554783,0.1696078431372549,0.8088235294117647,0.9616757972999352,0.3107843137254902,1.0,0.997000299970003,-44.99157255670652,-17.595942945191663,-45.96343141737533,-7.928428102258512,1.0,1.0,False,False,False
k1_oscillator_sign,diagnostic_amendment,aligned,-13.636228510303859,bridge,168,82,86,56.40895358837628,36.40895358837628,-23.244878760637842,59.65383234901413,1.431038150517109,0.2857142857142857,0.6666666666666666,1.1437246963562733,0.34523809523809523,0.06509349065093491,0.009599040095990401,-11.938258237488931,93.26331954991258,9.02442197017533,115.22669976114422,,,False,False,False
k1_oscillator_sign,diagnostic_amendment,aligned,-13.636228510303859,fresh_preholdout,200,98,102,-2.9787027830329205,-22.97870278303291,-8.294402305917234,-14.684300477115718,0.736289968282374,0.175,0.81,0.8996336996336953,0.295,0.9288071192880712,0.7586241375862414,-48.73387197971521,4.979559685022357,-52.642039352029975,22.317087659976664,,,False,False,False
k1_oscillator_acceleration,original_preregistered,opposite,-10.139346704262053,discovery,1368,739,629,12.598281531461732,-7.401718468538273,-27.278526049554532,19.87680758101623,0.9214746095765174,0.18128654970760233,0.8099415204678363,0.9746734628862876,0.31505847953216376,0.8189181081891811,0.023297670232976703,-24.179821408756712,9.060970012291394,-0.8573245863146516,40.026899707933616,,,False,False,False
k1_oscillator_acceleration,original_preregistered,opposite,-10.139346704262053,validation,823,444,379,-15.478914333364765,-35.47891433336477,-7.929766357983035,-27.54914797538179,0.6553333834737155,0.14823815309842042,0.8335358444714459,0.875,0.3037667071688943,0.9999000099990001,0.991000899910009,-53.757283694729736,-15.964370027293212,-50.438187856167396,-4.860086645473138,1.0,0.9999000099990001,False,False,False
k1_oscillator_acceleration,original_preregistered,opposite,-10.139346704262053,bridge,161,79,82,19.64496435620769,-0.3550356437922929,-23.69758771127499,23.342552067482657,0.9956344781093868,0.2732919254658385,0.6583850931677019,1.1874999999999931,0.33540372670807456,0.5093490650934906,0.1324867513248675,-29.026088167830675,28.69265784030883,-13.709980880136195,60.41359374336118,,,False,False,False
k1_oscillator_acceleration,original_preregistered,opposite,-10.139346704262053,fresh_preholdout,119,60,59,41.43518209479552,21.435182094795522,-11.539877692165764,32.97505978696128,1.2808480576493644,0.23529411764705882,0.7563025210084033,0.902439024390249,0.3697478991596639,0.200979902009799,0.1207879212078792,-24.430807209929505,70.0233660254826,-19.246621703605125,87.02656843712936,,,False,False,False
k1_structure_state,original_preregistered,aligned,-15.992566700844716,discovery,1445,804,641,4.007433299155288,-15.992566700844716,-26.457609464081113,10.465042763236358,0.8338420527377312,0.17093425605536333,0.8152249134948096,1.0,0.30726643598615916,0.9815018498150185,0.13788621137886212,-30.834396193104837,-1.3975457268291667,-9.105208484057817,29.64499964026018,,,False,False,False
k1_structure_state,original_preregistered,aligned,-15.992566700844716,validation,909,378,531,-20.176529834894655,-40.17652983489467,-4.636251928075077,-35.540277906819654,0.6394015487410882,0.13751375137513752,0.8525852585258525,0.8444444444444514,0.27722772277227725,1.0,0.9984001599840016,-59.403649376815274,-19.07958977186681,-60.27498661538383,-10.60828521242941,1.0,0.9999000099990001,False,False,False
k1_structure_state,original_preregistered,aligned,-15.992566700844716,bridge,149,60,89,41.386409498469284,21.3864094984693,-14.159901397695384,35.54631089616473,1.2831198267459372,0.28187919463087246,0.6644295302013423,1.4787234042553263,0.3825503355704698,0.14538546145385461,0.057194280571942806,-12.447977900436008,64.31219646445443,-5.458820843228794,80.00983010376996,,,False,False,False
k1_structure_state,original_preregistered,aligned,-15.992566700844716,fresh_preholdout,135,73,62,5.405547337592445,-14.594452662407551,-12.509530553120532,-2.084922109287059,0.823534714795254,0.2074074074074074,0.7851851851851852,1.2499999999999876,0.4,0.781921807819218,0.5411458854114588,-48.45827600796764,19.794767033116877,-40.21084957204244,36.17783079350763,,,False,False,False
k1_quality,diagnostic_amendment,0.55-0.70,-0.6170852115624775,discovery,519,287,232,19.382914788437525,-0.6170852115624775,-25.335006832585552,24.71792162102299,0.9931928667191541,0.20423892100192678,0.7803468208092486,1.1768707482992793,0.33140655105973027,0.5133486651334866,0.0663933606639336,-26.404297820364263,29.876181026192505,-6.693420532080671,60.03540196270058,,,False,False,False
k1_quality,diagnostic_amendment,0.55-0.70,-0.6170852115624775,validation,305,183,122,15.285757384099332,-4.714242615900694,-45.27101529230566,40.55677267640495,0.9526295710496614,0.2098360655737705,0.7672131147540984,1.0643564356435682,0.3639344262295082,0.5893410658934106,0.0226977302269773,-39.52899380916109,35.188094429898904,2.724083413220882,84.37986056793302,1.0,0.2950704929507049,False,False,False
k1_quality,diagnostic_amendment,0.55-0.70,-0.6170852115624775,bridge,56,30,26,48.35527753941584,28.355277539415837,-38.28741340211673,66.64269094153265,1.3421857410658804,0.3392857142857143,0.6428571428571429,1.2764120573602524,0.375,0.1974802519748025,0.0377962203779622,-42.402730325798935,100.3222673710907,-7.2621942602859315,148.17207124353638,,,False,False,False
k1_quality,diagnostic_amendment,0.55-0.70,-0.6170852115624775,fresh_preholdout,58,33,25,30.616280976715867,10.616280976715862,-22.037422792589705,32.65370376930562,1.14316033495885,0.20689655172413793,0.7758620689655172,0.7888888888889001,0.27586206896551724,0.39306069393060694,0.2104789521047895,-48.19810489838433,85.86450448495904,-35.39558271760304,116.32772814773887,,,False,False,False
k2_wick_share,original_preregistered,0.45-0.60,-16.347999239295408,discovery,1200,640,560,7.402493068734349,-12.597506931265652,-20.53882237782397,7.9413154465582725,0.8715693620100812,0.1875,0.7941666666666667,1.0480030721966154,0.32666666666666666,0.9266073392660734,0.2186781321867813,-29.011841991806843,4.257062857481883,-12.536605506772027,28.335741399944244,,,False,False,False
k2_wick_share,original_preregistered,0.45-0.60,-16.347999239295408,validation,785,388,397,-13.365786790761316,-33.36578679076131,2.5819224505778116,-35.9477092413392,0.7003692928776,0.1592356687898089,0.824203821656051,0.8947368421053016,0.30318471337579617,0.999000099990001,0.9974002599740026,-52.93416734343926,-12.486687264064498,-61.54962910420616,-8.688567742662045,1.0,0.9999000099990001,False,False,False
k2_wick_share,original_preregistered,0.45-0.60,-16.347999239295408,bridge,128,67,61,28.44805357818455,8.448053578184533,-0.4677906437455933,8.915844221930044,1.0986563809036598,0.21875,0.7578125,0.9803436225975485,0.359375,0.3594640535946405,0.3802619738026197,-36.62353453040728,60.199321601633685,-38.5756606734966,67.79565625494587,,,False,False,False
k2_wick_share,original_preregistered,0.45-0.60,-16.347999239295408,fresh_preholdout,119,61,58,17.83559125092603,-2.1644087490739636,-19.82358694030031,17.65917819122631,0.9725522984729523,0.226890756302521,0.7478991596638656,1.0809595202398834,0.3277310924369748,0.5458454154584541,0.24497550244975502,-38.30750883912099,37.18045573638757,-31.84222749196353,63.64283285326268,,,False,False,False
k2_body_share,original_preregistered,0-0.10,-0.7949357364872505,discovery,795,436,359,19.20506426351276,-0.7949357364872505,-18.731094938045043,17.93615920155774,0.990742258036538,0.17861635220125785,0.8125786163522013,1.142857142857126,0.3433962264150943,0.5237476252374762,0.0760923907609239,-20.017900501355133,19.753113407832952,-5.2416593934096385,42.63519854500574,,,False,False,False
k2_body_share,original_preregistered,0-0.10,-0.7949357364872505,validation,529,279,250,-9.537615904551593,-29.537615904551593,-15.57717635728351,-13.960439547268162,0.6913379146166179,0.14555765595463138,0.8449905482041588,0.9500000000000112,0.30812854442344045,0.9964003599640036,0.8571142885711429,-49.703445383598975,-6.9055951398675,-38.18539371848456,10.845180665392844,1.0,0.9999000099990001,False,False,False
k2_body_share,original_preregistered,0-0.10,-0.7949357364872505,bridge,89,49,40,55.8295617833273,35.82956178332731,6.562388022082776,29.26717376124455,1.4769665458733707,0.3146067415730337,0.6404494382022472,1.2857142857142716,0.34831460674157305,0.1386861313868613,0.2221777822217778,-21.43900835003084,104.13420156841838,-44.18525725360648,117.39113225254242,,,False,False,False
k2_body_share,original_preregistered,0-0.10,-0.7949357364872505,fresh_preholdout,76,33,43,26.455591734030058,6.45559173403004,-21.173800172194355,27.629391906224495,1.088028912342808,0.23684210526315788,0.7631578947368421,0.9470443349753648,0.3684210526315789,0.41615838416158385,0.22247775222477753,-45.16293480999885,65.18600836108028,-41.67015714403282,99.52038777308093,,,False,False,False
k2_range_atr,original_preregistered,1.30-1.80,-9.423594338749279,discovery,364,208,156,26.624721157489883,6.624721157489885,-28.637688945600082,35.26241010308998,1.055586351905999,0.3021978021978022,0.6538461538461539,1.1950541410594167,0.3598901098901099,0.3541645835416458,0.04839516048395161,-27.050490707333655,41.89423028395542,-5.263544641825776,78.45316279557032,,,False,False,False
k2_range_atr,original_preregistered,1.30-1.80,-9.423594338749279,validation,237,119,118,-61.93121268114846,-81.9312126811485,19.739674540689478,-101.67088722183813,0.4538967340238869,0.1518987341772152,0.7974683544303798,0.6693548387096855,0.21940928270042195,1.0,0.9999000099990001,-115.69049975776826,-46.11990409794085,-150.74977309641088,-51.39447601100241,1.0,0.9999000099990001,False,False,False
k2_range_atr,original_preregistered,1.30-1.80,-9.423594338749279,bridge,45,22,23,41.73268014400494,21.732680144004938,-46.54405127733991,68.27673142134496,1.2115896658145284,0.4,0.5333333333333333,1.5000000000000062,0.37777777777777777,0.30926907309269075,0.068993100689931,-64.28809799184593,121.8567001714022,-16.944282594371472,154.94998228190138,,,False,False,False
k2_range_atr,original_preregistered,1.30-1.80,-9.423594338749279,fresh_preholdout,42,22,20,-58.905483623047175,-78.90548362304715,-5.062454058840117,-73.84302956420704,0.42360292390758525,0.11904761904761904,0.8571428571428571,0.9173212071103742,0.19047619047619047,0.9738026197380262,0.929007099290071,-143.95815145273482,9.600683195488948,-158.3931761270023,28.001857317235945,,,False,False,False
k2_rejection_close_location,diagnostic_amendment,>0.95,-9.325865250671447,discovery,445,251,194,10.674134749328557,-9.325865250671447,-9.498647247770613,0.17278199709908632,0.9107067826427689,0.18876404494382024,0.7865168539325843,1.0483870967741884,0.3146067415730337,0.7355264473552645,0.5014498550144986,-37.8278570780991,20.786915708050167,-42.11219008117476,41.44195946888342,,,False,False,False
k2_rejection_close_location,diagnostic_amendment,>0.95,-9.325865250671447,validation,281,167,114,-1.8825914140487414,-21.882591414048743,-8.93015740700646,-12.952434007042335,0.8072267905611341,0.18505338078291814,0.8042704626334519,1.0833333333333477,0.35231316725978645,0.8731126887311269,0.7077292270772922,-57.19785759031331,15.669459316214505,-58.31643171955358,33.69555369481497,1.0,1.0,False,False,False
k2_rejection_close_location,diagnostic_amendment,>0.95,-9.325865250671447,bridge,41,24,17,20.169508923020345,0.16950892302034254,-39.0641539831746,39.233662906195015,1.0016919694905737,0.2682926829268293,0.6585365853658537,1.2195121951219503,0.36585365853658536,0.5008499150084992,0.21947805219478053,-71.46938321931493,76.89869938096946,-51.12789227647227,126.917542404707,,,False,False,False
k2_rejection_close_location,diagnostic_amendment,>0.95,-9.325865250671447,fresh_preholdout,50,24,26,-3.7583121670597146,-23.758312167059728,20.912412771979294,-44.67072493903902,0.7350911899125633,0.26,0.72,0.5971428571428556,0.34,0.8008199180081992,0.8303169683031697,-77.21836430328364,38.046245372170105,-145.61045244676038,50.176664657682196,,,False,False,False
k2_volume_ratio,diagnostic_amendment,<0.60,-11.134380728632717,discovery,1047,564,483,8.865619271367285,-11.134380728632717,-18.457957355544874,7.323576626912087,0.8566826072403781,0.1356255969436485,0.8595988538681948,1.0657894736842064,0.3142311365807068,0.9056094390560944,0.23817618238176183,-26.42961953339454,6.209791141699355,-12.061595217179695,26.960502146169578,,,False,False,False
k2_volume_ratio,diagnostic_amendment,<0.60,-11.134380728632717,validation,664,342,322,-2.165723918076384,-22.1657239180764,-13.441425061212374,-8.724298856864074,0.7381073508703531,0.13253012048192772,0.8644578313253012,1.0694980694980705,0.3132530120481928,0.9852014798520148,0.7686231376862314,-40.14749731356939,-1.8807775973983718,-32.68267606984013,14.596408753207262,1.0,1.0,False,False,False
k2_volume_ratio,diagnostic_amendment,<0.60,-11.134380728632717,bridge,118,60,58,42.519103682839585,22.5191036828396,-10.85396584445067,33.373069527290134,1.2898976508749669,0.1694915254237288,0.8305084745762712,1.000000000000047,0.3813559322033898,0.22127787221277873,0.14428557144285573,-26.17708002106235,83.60845135262953,-24.827838944565613,97.51951086363493,,,False,False,False
k2_volume_ratio,diagnostic_amendment,<0.60,-11.134380728632717,fresh_preholdout,100,50,50,13.794658043827761,-6.205341956172241,-5.069941823698899,-1.1354001324732834,0.9016474697689322,0.19,0.79,0.8666666666666565,0.33,0.6271372862713729,0.5177482251774822,-42.3788310608581,35.432077542695744,-51.029085722992235,47.87614737708143,,,False,False,False
k2_sma40_touch_depth,original_preregistered,0.40-0.80,-6.298797551670252,discovery,889,462,427,13.701202448329758,-6.298797551670252,-17.692151767935865,11.39335421626554,0.9345673642934995,0.20697412823397077,0.7739032620922385,1.104651162790702,0.33970753655793023,0.7339266073392661,0.19968003199680032,-26.097201565043207,14.851723656514485,-14.703228197263682,38.371038568847155,,,False,False,False
k2_sma40_touch_depth,original_preregistered,0.40-0.80,-6.298797551670252,validation,626,328,298,-5.5412477560385005,-25.541247756038512,-2.7384037636254956,-22.802843992413056,0.7771832643544758,0.17412140575079874,0.8115015974440895,0.8982549541555798,0.2939297124600639,0.9773022697730227,0.9325067493250675,-49.31827493535121,1.7407171350482613,-51.7400271852413,6.225877060594766,1.0,0.9999000099990001,False,False,False
