dimension,family_status,level,split,horizon_bars,n,n_long,n_short,gross_bp,net_bp,control_net_bp,paired_excess_bp,profit_factor,win_rate,stop_rate,median_mfe_r,hit_2r_rate
direction,original_preregistered,short,discovery,24,1446,0,1446,3.932442695874875,-16.06755730412513,-36.33072671744186,20.263169413316678,0.8287010190052823,0.1825726141078838,0.8077455048409405,1.1569656699889306,0.3450899031811895
direction,original_preregistered,short,discovery,12,1446,0,1446,6.955563684261084,-13.044436315738919,-35.8594365036839,22.815000187945,0.8400809430463372,0.24965421853388658,0.7157676348547718,1.1325870153886688,0.32088520055325037
direction,original_preregistered,short,discovery,48,1446,0,1446,-4.146395902703327,-24.146395902703333,-39.75811182832421,15.611715925620835,0.761097498479445,0.13070539419087138,0.863762102351314,1.1606451612903255,0.3478561549100968
direction,original_preregistered,short,validation,24,1034,0,1034,-13.887482634645021,-33.887482634645025,-5.3540706777535565,-28.53341195689156,0.6826853827137748,0.16247582205029013,0.8239845261121856,0.9417420814479779,0.30464216634429403
direction,original_preregistered,short,validation,12,1034,0,1034,-15.871619322645879,-35.87161932264588,-7.066958014304296,-28.804661308341576,0.6312368083668042,0.218568665377176,0.7475822050290135,0.8931515535827651,0.2911025145067698
direction,original_preregistered,short,validation,48,1034,0,1034,-14.88297778879354,-34.88297778879353,-0.9031494520429416,-33.97982833675068,0.6940839098221617,0.11315280464216634,0.8839458413926499,0.9450334338996887,0.30947775628626695
direction,original_preregistered,short,bridge,24,177,0,177,43.22313879701227,23.22313879701229,-6.970621612002645,30.193760409014924,1.2909078911748118,0.2937853107344633,0.6779661016949152,1.339552238805975,0.3672316384180791
direction,original_preregistered,short,bridge,12,177,0,177,41.80572847710738,21.805728477107383,-16.310837081454306,38.11656555856176,1.3117623921032344,0.3559322033898305,0.5988700564971752,1.243243243243249,0.3333333333333333
direction,original_preregistered,short,bridge,48,177,0,177,74.70100156234987,54.70100156234989,-10.317714752437455,65.01871631478737,1.6356377389861008,0.2711864406779661,0.7288135593220338,1.4285714285714286,0.4180790960451977
direction,original_preregistered,short,fresh_preholdout,24,165,0,165,-9.362976669433966,-29.36297666943397,-21.635788873068815,-7.727187796365098,0.67537248832626,0.2,0.793939393939394,0.8124999999999848,0.3151515151515151
direction,original_preregistered,short,fresh_preholdout,12,165,0,165,-13.2232703351454,-33.22327033514539,-23.474993688519255,-9.748276646626065,0.6145981003690059,0.22424242424242424,0.7393939393939394,0.7671232876712156,0.2727272727272727
direction,original_preregistered,short,fresh_preholdout,48,165,0,165,-13.124484930638074,-33.12448493063808,-12.212328585106865,-20.91215634553123,0.6647589932592222,0.11515151515151516,0.8848484848484849,0.8124999999999848,0.3151515151515151
direction,original_preregistered,long,discovery,24,1746,1746,0,6.9092442535468,-13.090755746453196,-9.34728579471241,-3.7434699517408245,0.8599755334212736,0.18041237113402062,0.800114547537228,1.0,0.30927835051546393
direction,original_preregistered,long,discovery,12,1746,1746,0,5.044673096889549,-14.955326903110448,-17.670654068328492,2.715327165218066,0.8230503410929219,0.24054982817869416,0.7210767468499427,0.9730688556853229,0.28751431844215347
direction,original_preregistered,long,discovery,48,1746,1746,0,9.795032716551074,-10.204967283448934,-10.74157609073736,0.5366088072883749,0.898371805267587,0.13860252004581902,0.854524627720504,1.0000000000000029,0.3167239404352806
direction,original_preregistered,long,validation,24,1092,1092,0,-0.4288405258955944,-20.428840525895595,-11.683591831732127,-8.745248694163516,0.8003775782111762,0.15934065934065933,0.825091575091575,0.9537433155080042,0.31135531135531136
direction,original_preregistered,long,validation,12,1092,1092,0,0.2461723372811905,-19.753827662718813,-16.063429169679974,-3.690398493038821,0.7794735869146358,0.23351648351648352,0.7353479853479854,0.9364919354838774,0.2866300366300366
direction,original_preregistered,long,validation,48,1092,1092,0,-2.5339492799899586,-22.533949279989965,-14.556968980684802,-7.976980299305223,0.796429679402857,0.10347985347985347,0.891941391941392,0.9537433155080042,0.31227106227106227
direction,original_preregistered,long,bridge,24,193,193,0,8.712095371632676,-11.287904628367327,-14.73445949509205,3.4465548667246484,0.8789764382145923,0.18134715025906736,0.7772020725388601,0.9999999999999556,0.3005181347150259
direction,original_preregistered,long,bridge,12,193,193,0,21.909082338122822,1.909082338122837,3.7554522879254826,-1.8463699498027697,1.0248559571939935,0.26424870466321243,0.6683937823834197,0.8301886792452472,0.24870466321243523
direction,original_preregistered,long,bridge,48,193,193,0,-20.26678537658431,-40.266785376584316,2.179922656901244,-42.4467080334857,0.6377821589026877,0.11917098445595854,0.8704663212435233,0.9999999999999556,0.30569948186528495
direction,original_preregistered,long,fresh_preholdout,24,170,170,0,7.9502307681934985,-12.049769231806497,-6.1657218763824,-5.884047355424177,0.8458547458565752,0.17058823529411765,0.8058823529411765,1.1221570066030768,0.35294117647058826
direction,original_preregistered,long,fresh_preholdout,12,170,170,0,5.071987368578687,-14.928012631421307,-9.056377147100317,-5.871635484321005,0.7800338386308016,0.25882352941176473,0.711764705882353,1.0638602520045737,0.3352941176470588
direction,original_preregistered,long,fresh_preholdout,48,170,170,0,15.735911855847267,-4.264088144152732,-0.4178173102529117,-3.846270833899943,0.9484473929677673,0.14705882352941177,0.8529411764705882,1.1221570066030768,0.35294117647058826
gap_exact,original_preregistered,5,discovery,24,419,218,201,14.421953198042017,-5.578046801957993,-38.13486684300046,32.556820041042414,0.9414877941252158,0.17899761336515513,0.8066825775656324,1.2619047619047272,0.36992840095465396
gap_exact,original_preregistered,5,discovery,12,419,218,201,12.454004582329404,-7.545995417670606,-35.90307632167151,28.357080904000934,0.908593566057856,0.2649164677804296,0.6921241050119332,1.2038523274478317,0.3436754176610978
gap_exact,original_preregistered,5,discovery,48,419,218,201,31.30208182636362,11.302081826363604,-50.421186981427944,61.72326880779155,1.1133854376428305,0.162291169451074,0.8353221957040573,1.2857142857142845,0.3747016706443914
