symbol,timeframe_min,arm,policy,year,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r
BTCUSDT,60,ordinary,baseline,2023,22,6,16,0,0.2727272727272727,0.13150760211464035,0.48151734179678934,0.2727272727272727,0.06692844738334325,1.4724258424335515,-1.071724384532354,-9.169766571083303,10.830233428916689,1.091418153976627,2.929819780338119,-1.0066558024746977,6.489310407474719,-1.3889437359339958,8.224305288932033,58.54545454545455,30.0,191.8680323959495,18,12,0,1,0,8,12,0,22,12,16,0,13,5,7,0,10,3,4,0,6,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,baseline,2024,20,9,11,0,0.45,0.25819785703764037,0.6579146589808726,0.45,0.6163476342301462,12.326952684602922,-0.5470974418025681,96.61483045311694,116.61483045311695,2.113752512912373,2.5994331886071524,-1.006176910260132,8.405220424194916,-1.1471615758229898,5.890246506436341,68.55,62.5,192.685384784631,18,9,0,1,0,7,9,1,20,9,11,0,14,3,5,0,11,2,2,0,10,1,1,0,8,0,0,0,3,0,0,0,1,0,0,0
BTCUSDT,60,ordinary,baseline,2025,22,3,19,0,0.13636363636363635,0.047490036769455096,0.3333498734888326,0.18181818181818182,-0.6698264637417032,-14.736182202317469,-1.0788777515687622,-106.1126835857271,-86.11268358572705,0.20245032646666405,1.2468794512047898,-0.9724642397858861,1.8833576365827829,-1.3359940828402397,14.73618220231747,39.18181818181818,23.0,187.15483120370448,16,14,1,0,0,10,14,0,22,14,19,0,9,5,6,0,5,1,2,0,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,baseline,2026,14,3,11,0,0.21428571428571427,0.07571386653293533,0.4758923079830535,0.21428571428571427,0.2907743496882088,4.070840895634923,-1.0715148858282526,29.160536680536147,49.16053668053615,1.357561660674473,5.151948259959002,-1.0350003531129166,12.006878240174856,-1.203743401181879,9.447690561551308,60.57142857142857,42.5,175.842768308073,11,8,0,1,1,7,10,0,14,8,11,0,8,2,5,0,4,0,1,0,4,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0
BTCUSDT,60,ordinary,htf_slope,2021,5,1,4,0,0.2,0.03622410822563066,0.6244653729700049,0.2,-0.2775174940418616,-1.387587470209308,-0.6716047145624755,-18.076746826975814,1.9232531730241902,0.554029803254077,1.7238031122421935,-0.7778476456128753,1.7238031122421935,-1.1149836794046202,3.1113905824515014,43.6,36.0,284.609256164838,3,2,0,0,0,2,4,0,5,2,4,0,4,1,3,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,htf_slope,2022,14,4,10,0,0.2857142857142857,0.11721378562701742,0.5464908452599742,0.2857142857142857,-0.28288847584993554,-3.9604386618990977,-0.8102151839407055,-81.35798451316371,-61.35798451316371,0.5854898690509215,1.3985163090165629,-0.9554503897965351,2.5872786060715054,-1.419468322981389,5.782584702724934,70.71428571428571,59.5,258.727088697391,9,6,0,0,0,5,9,1,14,6,10,0,10,3,6,0,7,3,3,0,5,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,htf_slope,2023,16,5,11,0,0.3125,0.14164643765150897,0.5559564434725178,0.3125,0.3529525745151083,5.647241192241733,-0.9129523165011004,52.10876801182593,72.10876801182596,1.5054083165761052,3.364172522567389,-1.0157837655086555,6.489310407474719,-1.3889437359339958,5.056027656134996,71.4375,49.0,141.37380993800753,13,8,0,1,0,5,8,0,16,8,11,0,10,3,5,0,8,2,3,0,5,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,htf_slope,2024,12,3,9,0,0.25,0.08894166769488562,0.5323053370816633,0.25,0.2571667172429,3.0860006069148,-1.0705305341687255,-21.363334628062592,-1.3633346280625627,1.3264154299692354,4.180070799443121,-1.0504679768238403,8.405220424194916,-1.1471615758229898,5.890246506436345,56.083333333333336,43.0,156.263044974016,11,8,0,1,0,6,7,1,12,8,9,0,7,3,4,0,5,2,2,0,4,1,1,0,3,0,0,0,1,0,0,0,1,0,0,0
BTCUSDT,60,ordinary,htf_slope,2025,16,3,13,0,0.1875,0.06591599019788683,0.4300888116754912,0.25,-0.5136635604633233,-8.218616967413173,-1.0905625654848214,-73.90738878593743,-53.90738878593747,0.3724039813606592,1.6255922541693641,-1.0073379792247128,2.767969779595566,-1.3359940828402397,9.73432446271367,43.0625,28.0,140.4740516843685,13,11,1,0,0,8,10,0,16,11,13,0,9,5,6,0,5,1,2,0,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,htf_slope,2026,10,2,8,0,0.2,0.05668215093776685,0.5098375308778678,0.2,0.44147951109171074,4.414795110917107,-1.0891174466797204,66.09987920082452,86.09987920082449,1.5261129060518241,6.403070252453973,-1.0489181742488547,12.006878240174856,-1.203743401181879,7.204760791445452,57.2,31.5,175.842768308073,9,7,0,1,1,6,7,0,10,7,8,0,4,1,2,1,3,0,1,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
BTCUSDT,60,ordinary,take_4r,2021,6,1,5,0,0.16666666666666666,0.030053369411815023,0.5635028250257673,0.16666666666666666,-0.422590769051758,-2.535544614310548,-0.8661896314367759,-17.391138483393515,2.6088615166064884,0.39227127046931926,1.63662051645203,-0.8344330261525157,1.63662051645203,-1.1149836794046202,4.172165130762578,47.666666666666664,37.5,306.8471919993845,4,3,0,0,0,2,4,0,6,3,5,0,4,1,3,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,take_4r,2022,22,8,14,0,0.36363636363636365,0.1973320457082143,0.5704829206386436,0.36363636363636365,0.07691568089523576,1.6921449796951866,-0.8102151839407055,62.04257326768829,82.04257326768828,1.1209869355706032,1.9597905410030272,-0.9990128105949309,3.9217495958325808,-1.419468322981389,5.272183630138828,60.04545454545455,43.0,258.727088697391,15,10,0,0,0,8,12,1,22,10,14,0,16,5,8,0,12,4,4,0,9,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,take_4r,2023,22,6,16,0,0.2727272727272727,0.13150760211464035,0.48151734179678934,0.2727272727272727,0.050592793060249934,1.1130414473254986,-1.071724384532354,-13.96268687319348,6.0373131268065094,1.06910514029406,2.8699223811534433,-1.0066558024746977,3.9017163249416,-1.3889437359339958,8.224305288932033,48.31818181818182,23.0,191.8680323959495,14,12,0,0,0,8,12,0,22,12,16,0,13,5,7,0,10,3,4,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,take_4r,2024,20,9,11,0,0.45,0.25819785703764037,0.6579146589808726,0.45,0.7887423554470009,15.774847108940017,-0.5470974418025681,146.9328583583685,166.9328583583685,2.4252732250960505,2.982532569089052,-1.006176910260132,3.934657473856884,-1.1471615758229898,5.475540117663348,54.35,31.0,192.685384784631,12,9,0,0,0,7,9,1,20,9,11,0,14,3,5,0,11,2,2,0,10,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,take_4r,2025,22,3,19,0,0.13636363636363635,0.047490036769455096,0.3333498734888326,0.18181818181818182,-0.6698264637417032,-14.736182202317469,-1.0788777515687622,-106.1126835857271,-86.11268358572705,0.20245032646666405,1.2468794512047898,-0.9724642397858861,1.8833576365827829,-1.3359940828402397,14.73618220231747,39.18181818181818,23.0,187.15483120370448,16,14,1,0,0,10,14,0,22,14,19,0,9,5,6,0,5,1,2,0,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,take_4r,2026,14,3,11,0,0.21428571428571427,0.07571386653293533,0.4758923079830535,0.21428571428571427,-0.20331767005857695,-2.846447380820077,-1.0715148858282526,-61.656043405905145,-41.65604340590512,0.7499827483801013,2.8461855011406683,-1.0350003531129166,3.8867907634913488,-1.203743401181879,9.447690561551308,45.714285714285715,28.0,175.842768308073,9,8,0,0,0,7,10,0,14,8,11,0,8,2,5,0,4,0,1,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,5,joint,baseline,2021,33,6,27,0,0.18181818181818182,0.08610768158724216,0.34388231778649414,0.18181818181818182,-0.663845944658897,-21.9069161737436,-1.2356717369970562,-52.13652743050415,-32.136527430504145,0.3447702821383891,1.921171935102114,-1.2382943623835658,4.300821128451433,-1.5751900510204466,27.650098461074208,3.575757575757576,3.0833333333333335,81.23553428861099,31,25,0,0,0,18,20,2,32,24,26,0,22,15,16,0,14,8,8,0,8,2,2,0,4,0,0,0,2,0,0,0,0,0,0,0
ETHUSDT,5,joint,baseline,2022,103,32,71,0,0.3106796116504854,0.22947336264648854,0.40549979844325146,0.33980582524271846,-0.242750362239578,-25.003287310676534,-1.0970762681802049,-20.701059859217214,-0.7010598592172418,0.6990386501495055,1.8148368781030848,-1.170113625492609,18.4057915966385,-1.926942965779422,37.977259724030475,5.219255663430419,3.3333333333333335,77.66206605556,91,60,3,1,1,43,54,2,103,60,71,0,74,33,42,0,59,21,27,0,35,4,4,0,22,2,2,0,4,0,0,0,1,0,0,0
ETHUSDT,5,joint,baseline,2023,105,20,85,0,0.19047619047619047,0.12682500046953032,0.2759760951048142,0.22857142857142856,-0.6811294404344544,-71.51859124561771,-1.3672245681381925,-22.53818490412392,-2.538184904123942,0.4465814317185574,2.8855984153317764,-1.5203595241441552,14.99107986111112,-3.8004328358211312,99.33975543082207,3.7865079365079364,1.9166666666666667,40.447500665672,96,77,4,3,2,40,46,6,101,73,81,2,63,37,43,0,46,25,26,0,32,11,12,1,19,5,5,1,9,1,1,1,3,0,0,0
ETHUSDT,5,joint,baseline,2024,90,27,63,0,0.3,0.21510914439155987,0.4012651060819124,0.37777777777777777,-0.2905207978369365,-26.146871805324288,-1.2153278580235392,-16.143395714928335,3.856604285071603,0.6545362663651493,1.8347936392324253,-1.2013698422952344,12.206879788639077,-2.2013514739229496,30.09964914398368,4.6759259259259265,3.6666666666666665,51.398521138148,78,53,7,3,1,33,43,2,90,53,63,0,64,30,37,0,50,20,24,0,35,8,9,0,19,2,2,0,6,0,0,0,1,0,0,0
ETHUSDT,5,joint,baseline,2025,90,23,67,0,0.25555555555555554,0.17674759320468136,0.35437649070734045,0.2777777777777778,-0.27476045420394973,-24.728440878355478,-1.1930572467294511,-19.396879366624344,0.6031206333756582,0.7039740139279099,2.5567937191126795,-1.2467865137007033,9.30379837983788,-2.3537142857143336,28.74825674858784,4.337037037037037,2.041666666666667,66.854287945745,81,59,2,2,0,33,41,0,89,58,66,0,55,27,32,0,39,13,16,0,25,3,3,0,17,1,1,0,10,0,0,0,1,0,0,0
ETHUSDT,5,joint,baseline,2026,68,20,48,0,0.29411764705882354,0.1991901054030711,0.4110627981986704,0.38235294117647056,-0.08447847208047292,-5.744536101472159,-1.2283197257413185,12.097074843168484,32.0970748431684,0.9114295027106825,2.9556905755906873,-1.3512155752767896,28.85919925857288,-3.8773893129771495,25.87242950892693,4.776960784313726,3.458333333333333,45.1705237275305,60,40,6,2,1,19,27,2,66,38,46,1,45,17,25,1,34,11,14,0,28,6,8,0,20,3,3,0,8,0,0,0,2,0,0,0
ETHUSDT,5,joint,htf_slope,2021,25,6,19,0,0.24,0.11496313626452448,0.4342968351708788,0.24,-0.487272544987767,-12.181813624694176,-1.2356717369970562,-36.882350745146404,-16.8823507451464,0.4861911871374824,1.921171935102114,-1.2478339597529924,4.300821128451433,-1.5517526881720565,19.12318339087419,3.7433333333333336,3.1666666666666665,81.23553428861099,24,18,0,0,0,12,13,2,24,17,18,0,16,10,10,0,13,7,7,0,8,2,2,0,4,0,0,0,2,0,0,0,0,0,0,0
ETHUSDT,5,joint,htf_slope,2022,69,21,48,0,0.30434782608695654,0.208496268270511,0.42083570263358944,0.3188405797101449,-0.4734340349123453,-32.666948408951825,-1.0913631952220968,-32.37345408800666,-12.373454088006667,0.41905932252323314,1.1221036927814805,-1.1714817907783939,3.5443785046729217,-1.926942965779422,36.45854839569321,5.114734299516909,3.1666666666666665,76.618681605003,60,39,1,0,0,27,36,2,69,39,48,0,50,21,29,0,40,14,19,0,24,3,3,0,12,1,1,0,1,0,0,0,0,0,0,0
ETHUSDT,5,joint,htf_slope,2023,78,17,61,0,0.21794871794871795,0.1407681199160789,0.3216070551914639,0.2692307692307692,-0.4065924836765063,-31.71421372676749,-1.2935033988226037,-10.605888394148524,9.394111605851455,0.6414838653375599,3.3379671571157488,-1.450158285208774,14.99107986111112,-3.8004328358211312,66.64539785510425,4.236111111111111,2.125,42.0737877773055,71,55,4,3,2,26,31,6,75,52,58,1,47,25,30,0,35,18,18,0,28,11,11,1,18,5,5,1,9,1,1,1,3,0,0,0
ETHUSDT,5,joint,htf_slope,2024,62,19,43,0,0.3064516129032258,0.2058158651842671,0.42967216306144607,0.3548387096774194,-0.57572006475665,-35.694644014912306,-1.22611884376028,-30.7219840094318,-10.721984009431832,0.32473102075266363,0.9034340032280317,-1.2292997692149976,2.7709315178214213,-2.2013514739229496,35.69464401491231,4.870967741935485,4.916666666666667,58.9283647122415,53,36,3,0,0,25,32,2,62,36,43,0,46,22,27,0,35,14,17,0,23,5,5,0,9,0,0,0,3,0,0,0,0,0,0,0
ETHUSDT,5,joint,htf_slope,2025,70,18,52,0,0.2571428571428571,0.16929275683913148,0.37026130242374444,0.2714285714285714,-0.3676656774499862,-25.73659742149903,-1.1767097162886198,-24.013502904364866,-4.013502904364877,0.6011217181574137,2.1547686719633035,-1.2408160291699715,5.492468113083494,-2.3537142857143336,29.756413291731395,4.379761904761903,2.1666666666666665,66.2045261721725,61,44,1,1,0,25,33,0,69,43,51,0,43,20,25,0,30,9,12,0,19,2,2,0,13,1,1,0,8,0,0,0,0,0,0,0
ETHUSDT,5,joint,htf_slope,2026,53,15,38,0,0.2830188679245283,0.17966290379767413,0.41570286526128497,0.3584905660377358,-0.09984932441010717,-5.29201419373568,-1.2808436189334955,6.840756441069845,26.840756441069786,0.902674297334816,3.2721504960512124,-1.4309018851185227,28.85919925857288,-3.8773893129771495,27.08625530868066,4.463836477987421,3.3333333333333335,41.769930005965,48,33,4,2,1,15,20,2,51,31,36,1,34,14,19,0,26,9,11,0,22,5,7,0,15,2,2,0,7,0,0,0,2,0,0,0
ETHUSDT,5,joint,take_4r,2021,33,6,27,0,0.18181818181818182,0.08610768158724216,0.34388231778649414,0.18181818181818182,-0.6004856512724961,-19.81602649199237,-1.2356717369970562,-48.647208139301874,-28.647208139301878,0.4073082060245284,2.2696535487273186,-1.2382943623835658,3.762954999999995,-1.5751900510204466,25.29826140037135,3.2651515151515156,2.6666666666666665,81.23553428861099,28,25,0,0,0,18,20,2,32,24,26,0,22,15,16,0,14,8,8,0,8,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,5,joint,take_4r,2022,103,33,70,0,0.32038834951456313,0.23813051076116445,0.4155619754008967,0.33980582524271846,-0.2335643207529795,-24.05712503755689,-1.0970762681802049,-20.414137178535892,-0.41413717853591064,0.7085447964160576,1.7722512239405928,-1.179163077537092,3.888381048387102,-1.926942965779422,34.03872541721923,4.907766990291263,2.9166666666666665,77.66206605556,81,59,2,0,0,42,53,2,103,59,70,0,74,32,41,0,59,20,26,0,35,3,3,0,22,1,1,0,0,0,0,0,0,0,0,0
ETHUSDT,5,joint,take_4r,2023,105,22,83,0,0.20952380952380953,0.14263552733800833,0.29691627004714577,0.22857142857142856,-0.7674331905372004,-80.58048500640604,-1.3672245681381925,-30.456989603807024,-10.456989603807045,0.3713373305149034,2.1635061540731266,-1.5443086794700585,3.8114685062987417,-3.8004328358211312,81.6486951657882,3.1952380952380954,1.5,40.447500665672,84,75,2,0,0,38,44,6,101,71,79,2,63,35,41,0,46,23,24,0,32,9,10,1,19,3,3,1,0,0,0,1,0,0,0,0
ETHUSDT,5,joint,take_4r,2024,90,28,62,0,0.3111111111111111,0.22485854587127468,0.41282824624256037,0.37777777777777777,-0.2564753045673918,-23.082777411065262,-1.2153278580235392,-13.365503068928211,6.6344969310717365,0.6949483356425676,1.8780586581266356,-1.2204583844937267,3.7704319419237873,-2.2013514739229496,24.016036959087785,4.139814814814815,2.75,51.398521138148,66,52,6,0,0,32,42,2,90,52,62,0,64,29,36,0,50,19,23,0,35,7,8,0,19,1,1,0,0,0,0,0,0,0,0,0
ETHUSDT,5,joint,take_4r,2025,90,24,66,0,0.26666666666666666,0.18623818683848364,0.36619843871390073,0.2777777777777778,-0.1997617120396652,-17.97855408356987,-1.1930572467294511,-16.913320936664046,3.0866790633359704,0.7847350477873382,2.730821048065853,-1.2654281702598538,3.815610782380016,-2.3537142857143336,25.074134238323396,3.6277777777777778,2.041666666666667,66.854287945745,65,58,1,0,0,32,40,0,89,57,65,0,55,26,31,0,39,12,15,0,25,2,2,0,17,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,5,joint,take_4r,2026,68,20,48,0,0.29411764705882354,0.1991901054030711,0.4110627981986704,0.38235294117647056,-0.24605171859399894,-16.731516864391928,-1.2283197257413185,-2.4626521209008523,17.537347879099087,0.7420298623061967,2.406341537444699,-1.3512155752767896,3.876347388997482,-3.8773893129771495,17.367699587369692,3.8051470588235294,2.583333333333333,45.1705237275305,48,40,6,0,0,19,27,2,66,38,46,1,45,17,25,1,34,11,14,0,28,6,8,0,20,3,3,0,0,0,0,0,0,0,0,0
ETHUSDT,5,ordinary,baseline,2021,65,16,49,0,0.24615384615384617,0.15757986799025758,0.36305783294948835,0.24615384615384617,-0.3558821187653612,-23.132337719748477,-1.1949353970390206,-36.89136249181777,-16.891362491817752,0.5953811708618795,2.1273970284720223,-1.166748779087772,6.689167420814339,-1.5751900510204466,28.531534892319936,4.71025641025641,3.6666666666666665,84.86380358901201,56,40,0,2,0,29,38,2,64,39,48,0,46,24,30,0,36,16,20,0,18,2,2,0,14,0,0,0,4,0,0,0,0,0,0,0
ETHUSDT,5,ordinary,baseline,2022,213,66,147,0,0.30985915492957744,0.25158550811214314,0.37486968907253687,0.3427230046948357,-0.09132229938979715,-19.451649770026794,-1.0970762681802049,-10.911103882021155,9.08889611797883,0.8894285363899515,2.3707213280168062,-1.1967296423070475,18.951503448275854,-3.0841880341878953,41.62666725678638,4.793818466353677,3.1666666666666665,80.754877594606,188,125,7,7,2,83,104,4,212,124,146,1,149,65,83,0,118,39,52,0,76,9,13,0,50,5,5,0,17,0,0,0,7,0,0,0
ETHUSDT,5,ordinary,baseline,2023,216,37,179,0,0.1712962962962963,0.12690557720730192,0.22717440059764302,0.2222222222222222,-0.9248385759079009,-199.7651323961066,-1.369330705121748,-34.268173218863474,-14.268173218863522,0.26357352312486226,1.9323702859585514,-1.515434821098173,14.99107986111112,-3.7939316239314937,213.0127444339116,4.142746913580247,2.291666666666667,37.8660961069965,190,155,11,2,1,79,99,12,210,149,173,2,141,85,104,0,102,56,65,0,63,23,26,1,37,8,9,1,17,3,3,1,4,0,0,0
ETHUSDT,5,ordinary,baseline,2024,206,50,156,0,0.24271844660194175,0.18923018570193256,0.3056265477333676,0.30097087378640774,-0.43932425376368767,-90.50079627531966,-1.2204195436236267,-24.88768758025315,-4.887687580253196,0.5215759544598646,1.973272022453884,-1.2125922910129092,12.206879788639077,-2.1917406143345666,93.59188945596699,4.419498381877023,3.041666666666667,56.90007102169,181,132,12,6,3,88,109,5,204,130,154,1,145,79,95,0,114,53,65,0,71,19,22,0,37,3,3,0,13,0,0,0,3,0,0,0
ETHUSDT,5,ordinary,baseline,2025,201,56,145,0,0.27860696517412936,0.22122527192911337,0.344292370417035,0.3034825870646766,-0.09132567931876796,-18.35646154307236,-1.1885414364640885,-5.088605004114332,14.911394995885654,0.8970741896268446,2.8569655802609577,-1.2299760968116278,30.123183505153765,-2.3537142857143336,49.284262970506816,4.663764510779436,3.0,68.375862959869,181,127,5,5,2,82,100,4,199,125,143,0,131,61,75,0,98,33,42,0,67,12,12,0,45,5,5,0,19,0,0,0,4,0,0,0
ETHUSDT,5,ordinary,baseline,2026,162,43,119,0,0.2654320987654321,0.20344235009151618,0.3382886470145912,0.3333333333333333,0.000753596925701777,0.12208270196368787,-1.219416405105667,15.372031344765745,35.37203134476569,1.0007833864906144,3.62701779514461,-1.3095771637752482,28.85919925857288,-3.8773893129771495,36.391270687068776,4.919753086419753,3.166666666666667,53.1563692443905,144,102,11,8,3,49,64,3,158,98,115,1,100,41,57,1,80,26,37,0,59,14,17,0,42,7,7,0,20,0,0,0,5,0,0,0
ETHUSDT,5,ordinary,htf_slope,2021,49,10,39,0,0.20408163265306123,0.1148184955317063,0.3363700103506517,0.20408163265306123,-0.591811636946068,-28.998770210357332,-1.204426289365579,-59.081174937338155,-39.0811749373381,0.36523173476641024,1.6685256226733078,-1.1713852932587285,5.702343677269261,-1.5517526881720565,29.710088464528276,4.3350340136054415,3.0833333333333335,84.892271115222,43,33,0,1,0,25,31,1,48,32,38,0,34,20,24,0,24,11,14,0,11,1,1,0,8,0,0,0,2,0,0,0,0,0,0,0
ETHUSDT,5,ordinary,htf_slope,2022,152,47,105,0,0.3092105263157895,0.24119964605140187,0.38662724663587456,0.3355263157894737,-0.29512052333395034,-44.85831954676045,-1.0912208091413573,-20.98977904077662,-0.9897790407766386,0.6409338420148668,1.703663704048453,-1.1898144155908352,9.599673219746457,-2.109744292237425,64.77235330183774,4.6118421052631575,3.083333333333333,81.3335472680885,132,86,4,3,0,52,70,3,150,84,103,2,104,41,57,0,82,24,35,0,56,6,10,0,33,3,3,0,9,0,0,0,2,0,0,0
ETHUSDT,5,ordinary,htf_slope,2023,161,29,132,0,0.18012422360248448,0.12844244264885532,0.24671474960718184,0.2360248447204969,-0.8415629556913752,-135.4916358663114,-1.327646112600533,-30.46840340771769,-10.46840340771773,0.29922371101686435,1.9949457693303232,-1.464735327097658,14.99107986111112,-3.517941176470881,154.3176200531717,4.208592132505175,2.5,42.029650007642,140,112,9,2,1,56,73,9,156,107,127,1,109,63,80,0,75,39,46,0,49,18,20,1,31,6,7,1,12,2,2,1,3,0,0,0
ETHUSDT,5,ordinary,htf_slope,2024,151,37,114,0,0.24503311258278146,0.18331835920265238,0.3193988035242278,0.2980132450331126,-0.5434040057883124,-82.05400487403517,-1.230969481481483,-32.27399642396753,-12.273996423967573,0.413062193707925,1.5607071552048217,-1.2263172773387157,12.070474449132442,-2.1917406143345666,82.8417166274801,4.328918322295806,2.9166666666666665,60.078851355279,135,99,8,3,2,69,84,4,150,98,113,1,102,55,65,0,77,34,41,0,50,12,14,0,21,1,1,0,10,0,0,0,2,0,0,0
ETHUSDT,5,ordinary,htf_slope,2025,145,41,104,0,0.2827586206896552,0.2158004526956986,0.3609303824256924,0.3103448275862069,-0.0875342036657625,-12.692459531535563,-1.1760894632206809,-5.954827660162346,14.045172339837627,0.9017203086408347,2.8403378273626667,-1.241791446667355,30.123183505153765,-2.3537142857143336,43.62026095897002,4.413218390804598,3.0833333333333335,66.94523189765,132,92,4,4,2,60,72,4,143,90,102,0,94,44,53,0,74,26,33,0,51,10,11,0,35,5,5,0,14,0,0,0,3,0,0,0
ETHUSDT,5,ordinary,htf_slope,2026,124,32,92,0,0.25806451612903225,0.18913607905148433,0.3415326060132605,0.31451612903225806,0.011680073299678226,1.4483290891601,-1.2211296433280714,14.906618003220792,34.90661800322075,1.0115683800305983,3.9576735965778367,-1.3608394130579422,28.85919925857288,-3.8773893129771495,43.59936780184364,4.891129032258066,2.8333333333333335,51.512974601427,112,81,7,7,3,37,47,3,121,78,89,1,73,31,41,0,62,23,30,0,44,10,13,0,32,5,5,0,15,0,0,0,4,0,0,0
ETHUSDT,5,ordinary,take_4r,2021,65,16,49,0,0.24615384615384617,0.15757986799025758,0.36305783294948835,0.24615384615384617,-0.14182331717939975,-9.218515616660984,-1.1949353970390206,-19.833230159792503,0.16676984020752392,0.8387545158472896,2.99701090991499,-1.166748779087772,3.8283304932735382,-1.5751900510204466,16.321270924930143,3.9615384615384617,3.0833333333333335,84.86380358901201,44,40,0,0,0,29,38,2,64,39,48,0,46,24,30,0,36,16,20,0,18,2,2,0,14,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,5,ordinary,take_4r,2022,214,67,147,0,0.3130841121495327,0.25470917952615546,0.3780512674023936,0.3411214953271028,-0.18987437914170913,-40.63311713632575,-1.0981681600304405,-17.094878395086916,2.9051216049130666,0.7699976357022098,2.0303103509978753,-1.2017953105658734,3.9036514357053673,-3.0841880341878953,56.795261940504126,4.1452492211838,2.6666666666666665,79.8655738467245,160,125,6,0,0,82,103,4,213,124,146,1,149,64,82,0,118,38,51,0,76,8,12,0,50,4,4,0,0,0,0,0,0,0,0,0
ETHUSDT,5,ordinary,take_4r,2023,219,41,178,0,0.1872146118721461,0.14110725975063865,0.2441058837650944,0.2237442922374429,-0.8359889718081459,-183.08158482598395,-1.3619844097995533,-33.40441834658077,-13.404418346580808,0.32674831771671764,2.1671886595949923,-1.5277321340976326,3.7784875389407993,-3.7939316239314937,183.08158482598404,3.79261796042618,2.0,38.360011963122,169,153,8,0,0,76,97,12,213,147,172,2,143,82,102,0,103,52,62,0,63,19,22,1,37,4,5,1,0,0,0,1,0,0,0,0
ETHUSDT,5,ordinary,take_4r,2024,208,53,155,0,0.2548076923076923,0.20040666623361908,0.31810118138673255,0.3076923076923077,-0.3842517339306787,-79.92436065758116,-1.2204195436236267,-17.789758100370367,2.210241899629591,0.5782694735906397,2.0677523835944758,-1.2226789483102476,3.86621898066784,-2.1917406143345666,86.90315718755541,3.866185897435898,2.708333333333333,56.90007102169,157,131,11,0,0,86,107,4,206,129,153,1,146,77,93,0,115,51,63,0,72,17,20,0,37,1,1,0,0,0,0,0,0,0,0,0
ETHUSDT,5,ordinary,take_4r,2025,202,59,143,0,0.29207920792079206,0.23371941823051337,0.35819952532671795,0.3118811881188119,-0.14138174914107704,-28.559113326497563,-1.1774366949518986,-7.673014939111333,12.326985060888665,0.8386016170521273,2.5150650630776403,-1.2373982660704779,3.87896774193548,-2.3537142857143336,35.68535945082518,3.8184818481848186,2.25,68.4400685475385,147,125,4,0,0,80,98,3,200,123,141,0,132,59,73,0,98,30,39,0,67,9,9,0,45,2,2,0,0,0,0,0,0,0,0,0
ETHUSDT,5,ordinary,take_4r,2026,162,44,118,0,0.2716049382716049,0.20899436709101277,0.34479634061756553,0.3333333333333333,-0.25141915763896006,-40.72990353751153,-1.219416405105667,-0.9326019879960183,19.067398012003927,0.7377028875792401,2.603446628376373,-1.3159453829328132,3.893254073319754,-3.8773893129771495,47.92688153264066,3.8343621399176953,2.5,53.1563692443905,116,101,10,0,0,48,63,3,158,97,114,1,100,40,56,1,80,25,36,0,59,13,16,0,42,6,6,0,0,0,0,0,0,0,0,0
