symbol,timeframe_min,arm,policy,year,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r
BTCUSDT,15,joint,baseline,2024,20,10,10,0,0.5,0.2992980068701797,0.7007019931298203,0.5,0.8998489252284501,17.996978504569,-0.053237979445401706,92.91464492217301,112.91464492217298,2.5350293628291896,2.9721170197813893,-1.1724191693244899,8.829348040181275,-1.4781591280654098,3.9252598213906706,19.125,21.25,92.3173777664675,16,9,0,2,0,7,8,2,20,9,10,0,17,6,7,0,16,5,6,0,10,2,2,0,7,1,1,0,5,0,0,0,2,0,0,0
BTCUSDT,15,joint,baseline,2025,19,6,13,0,0.3157894736842105,0.15364378998470052,0.5398959249530334,0.3684210526315789,0.3812732644781446,7.244192025084747,-1.2111703774486429,7.800350167878207,27.80035016787816,1.5164587076880551,3.5451424328388144,-1.0789740439960107,9.86864334085795,-1.5056456776947853,10.952958002289126,14.118421052631579,6.75,77.72864611543,17,11,1,1,0,7,9,0,19,11,13,0,12,5,6,0,9,2,3,0,7,1,1,0,7,1,1,0,3,0,0,0,1,0,0,0
BTCUSDT,15,joint,baseline,2026,23,6,17,0,0.2608695652173913,0.12548615971944993,0.46470005002993314,0.34782608695652173,-0.16202451913834073,-3.726563940181837,-1.147349708671314,-0.6934544814859985,19.306545518513914,0.7842279545829935,2.257378931844093,-1.015931619485082,3.0026016684046093,-1.4922221407624594,5.650128675342104,20.27173913043478,15.25,104.675759297846,19,13,2,0,0,8,12,0,22,12,16,1,14,5,8,0,11,4,5,0,7,0,1,0,5,0,0,0,2,0,0,0,0,0,0,0
BTCUSDT,15,joint,htf_slope,2021,3,2,1,0,0.6666666666666666,0.2076595988078242,0.9385080559790691,0.6666666666666666,1.9780526052713323,5.934157815813997,1.6077685654436102,89.59795286115398,109.59795286115404,6.476701794363284,3.508842732068607,-1.083527648323218,5.409916898693604,-1.083527648323218,1.083527648323218,22.333333333333332,22.5,103.304104905426,3,1,0,1,0,1,1,0,3,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
BTCUSDT,15,joint,htf_slope,2022,18,1,17,0,0.05555555555555555,0.009875190868776959,0.2575730099608091,0.05555555555555555,-1.0546757247111596,-18.984163044800873,-1.1448778762903973,-157.4609426886577,-137.4609426886576,0.0038807789535912733,0.073960364220676,-1.1210660828836208,0.073960364220676,-1.3123969896519272,18.984163044800873,6.930555555555555,4.875,131.03604015357698,15,14,0,0,0,9,12,0,17,13,16,0,10,6,9,0,4,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,15,joint,htf_slope,2023,17,5,12,0,0.29411764705882354,0.1327998952626943,0.5313311024822815,0.29411764705882354,0.5185191999306127,8.814826398820415,-1.2682732540408663,53.01500817593025,73.01500817593025,1.5640856421036746,4.888315666612016,-1.302229327853305,12.72237980769239,-1.530753246753231,5.347010679436917,13.264705882352942,7.75,66.566009455898,17,12,0,1,1,2,2,0,16,11,11,0,7,2,2,0,7,2,2,0,5,0,0,0,5,0,0,0,5,0,0,0,1,0,0,0
BTCUSDT,15,joint,htf_slope,2024,18,9,9,0,0.5,0.2903102136885988,0.7096897863114012,0.5,1.0600711600737827,19.081280881328087,-0.053237979445401706,109.1276190227794,129.12761902277938,2.8129246090801,3.2896020481079855,-1.1694597279604202,8.829348040181275,-1.4781591280654098,3.1549092690771676,19.319444444444443,21.25,84.804315275121,15,8,0,2,0,6,7,2,18,8,9,0,16,6,7,0,15,5,6,0,9,2,2,0,7,1,1,0,5,0,0,0,2,0,0,0
BTCUSDT,15,joint,htf_slope,2025,14,4,10,0,0.2857142857142857,0.11721378562701742,0.5464908452599742,0.2857142857142857,0.28950884833378127,4.053123876672938,-1.2226243561094672,-7.081912114791716,12.918087885208292,1.3549992519400849,3.8675995730261707,-1.1417274415431744,9.86864334085795,-1.5056456776947853,8.47552190534914,15.446428571428571,5.625,70.261378971235,12,8,0,1,0,4,6,0,14,8,10,0,8,3,4,0,6,1,2,0,4,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0
BTCUSDT,15,joint,htf_slope,2026,10,0,10,0,0.0,0.0,0.2775328030260577,0.1,-1.0855262420599894,-10.855262420599894,-1.1881057388442724,-112.78993685043449,-92.7899368504346,0.0,,-1.0855262420599894,-0.0715898002800529,-1.2729645603477084,10.855262420599892,11.5,6.125,106.349520406308,9,9,1,0,0,6,7,0,10,9,10,0,5,4,5,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,15,joint,take_4r,2021,5,4,1,0,0.8,0.375534627029995,0.9637758917743693,0.8,1.9620523209128642,9.810261604564321,1.7314838397121006,176.7197110006644,196.71971100066443,10.054002101142421,2.723447313221885,-1.083527648323218,3.853306422128318,-1.083527648323218,1.083527648323218,17.2,19.0,117.720864106501,3,1,0,0,0,1,1,0,5,1,1,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,15,joint,take_4r,2022,24,1,23,0,0.041666666666666664,0.007393456083597233,0.20241806658845338,0.041666666666666664,-1.1340427333826764,-27.217025601184233,-1.168711438738804,-137.7447700865134,-117.74477008651336,0.0027100656720292545,0.073960364220676,-1.1865646071915177,0.073960364220676,-1.626854961832049,27.217025601184226,5.875,4.625,108.03873217470499,21,20,0,0,0,12,15,0,23,19,22,0,12,8,11,0,6,4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,15,joint,take_4r,2023,22,6,16,0,0.2727272727272727,0.13150760211464035,0.48151734179678934,0.2727272727272727,-0.08481546108119202,-1.8659401437862244,-1.2692269939929108,9.51722018021246,29.51722018021245,0.9132042875495147,3.2720213389734316,-1.343629261101676,3.8603284561049462,-1.546059386973177,6.87458167024387,8.329545454545455,4.75,62.4632819500015,17,16,0,0,0,4,4,0,21,15,15,0,9,3,3,0,9,3,3,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,15,joint,take_4r,2024,20,10,10,0,0.5,0.2992980068701797,0.7007019931298203,0.5,0.5041993433427757,10.083986866855515,-0.053237979445401706,57.4805420382085,77.4805420382085,1.8601008180944008,2.1808178560100417,-1.1724191693244899,3.796257632460109,-1.4781591280654098,3.9252598213906706,14.7375,7.0,92.3173777664675,11,9,0,0,0,7,8,2,20,9,10,0,17,6,7,0,16,5,6,0,10,2,2,0,7,1,1,0,0,0,0,0,0,0,0,0
BTCUSDT,15,joint,take_4r,2025,19,6,13,0,0.3157894736842105,0.15364378998470052,0.5398959249530334,0.3684210526315789,0.2881332822571338,5.474532362885542,-1.2111703774486429,10.918808989897421,30.918808989897368,1.3902947215565047,3.250199155805614,-1.0789740439960107,3.827272888713497,-1.5056456776947853,10.952958002289126,11.644736842105264,5.25,77.72864611543,12,11,1,0,0,7,9,0,19,11,13,0,12,5,6,0,9,2,3,0,7,1,1,0,7,1,1,0,0,0,0,0,0,0,0,0
BTCUSDT,15,joint,take_4r,2026,23,6,17,0,0.2608695652173913,0.12548615971944993,0.46470005002993314,0.34782608695652173,0.07373826373869796,1.6959800659900532,-1.147349708671314,15.106892035305004,35.10689203530492,1.0981990631850764,3.161136266206075,-1.015931619485082,3.807595447870771,-1.4922221407624594,3.8605520188444435,18.891304347826086,9.25,104.675759297846,15,13,2,0,0,8,12,0,22,12,16,1,14,5,8,0,11,4,5,0,7,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,15,ordinary,baseline,2021,10,4,6,0,0.4,0.1681803285264069,0.6873262320788047,0.4,0.43882942307050044,4.388294230705005,-1.0842486118650907,5.530061150763896,25.53006115076391,1.6334866627774711,2.828875696755582,-1.1545347593862207,5.409916898693604,-1.218471957329878,3.499528784861475,13.825,13.0,110.5124845059635,10,6,0,1,0,5,5,0,9,5,5,1,8,4,4,0,5,1,1,0,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
BTCUSDT,15,ordinary,baseline,2022,49,9,40,0,0.1836734693877551,0.09976341013897065,0.31357602718355,0.1836734693877551,-0.6478740964282735,-31.745830724985403,-1.1662198371576518,-61.38933919274718,-41.38933919274716,0.33227333581480356,1.7552579918602038,-1.188578816293181,7.129288846061088,-1.711655462184891,34.139513930659994,12.193877551020408,5.75,99.72550893267001,42,36,0,1,0,26,29,0,48,35,39,0,29,17,20,0,19,9,10,0,7,1,1,0,7,1,1,0,3,0,0,0,0,0,0,0
BTCUSDT,15,ordinary,baseline,2023,54,12,42,0,0.2222222222222222,0.13195416512439617,0.3493867176917355,0.2222222222222222,-0.33395704871790344,-18.033680630766785,-1.2716274411207773,-2.009344514550424,17.990655485449572,0.6844756365506911,3.2600797431709396,-1.3608247035432872,10.693975972539864,-1.971281021897884,24.41873823564149,11.856481481481481,6.625,61.560112321176,52,41,0,3,1,21,22,5,53,40,41,0,30,17,18,0,27,15,15,0,16,5,5,0,11,0,0,0,7,0,0,0,2,0,0,0
BTCUSDT,15,ordinary,baseline,2024,47,17,30,0,0.3617021276595745,0.23966213163742672,0.5046410357765487,0.3617021276595745,0.10759146458705578,5.056798835591621,-1.0689551466036369,13.023054025224939,33.02305402522494,1.145791310367755,2.337763861590668,-1.1561728937149909,8.829348040181275,-1.6443225806451338,11.354884753706315,16.52659574468085,14.75,89.587117169961,38,24,0,2,0,16,22,3,47,24,30,0,35,13,18,0,30,10,13,0,18,3,3,0,12,1,1,0,7,0,0,0,2,0,0,0
BTCUSDT,15,ordinary,baseline,2025,48,15,33,0,0.3125,0.199456833730646,0.45333071530003416,0.3333333333333333,0.18412533231580638,8.838015951158706,-1.073081775285762,22.912141451393225,42.91214145139321,1.237260665854932,3.072550173502157,-1.1287950500416257,9.86864334085795,-1.8408028028028196,17.872246127687223,15.192708333333334,9.75,86.362731879018,40,25,1,3,0,17,25,1,48,25,33,0,32,12,17,1,25,7,10,1,17,2,2,0,14,1,1,0,7,0,0,0,2,0,0,0
BTCUSDT,15,ordinary,baseline,2026,42,14,28,0,0.3333333333333333,0.21012466992381593,0.4844749274351543,0.35714285714285715,0.17278972452022343,7.257168429849384,-1.1258960761813137,12.390130848046635,32.390130848046645,1.228317864950886,2.7887529373199262,-1.135191881879628,11.085321919171731,-2.1023466666665316,7.558074530480006,17.75595238095238,11.25,102.3131666966985,36,23,1,1,1,17,22,1,41,22,27,1,28,11,14,0,22,6,8,0,15,1,2,0,11,0,0,0,6,0,0,0,1,0,0,0
BTCUSDT,15,ordinary,htf_slope,2021,5,2,3,0,0.4,0.11762077314099711,0.7692757205908813,0.4,0.703919721271897,3.5195986063594846,-1.083527648323218,7.050703423742391,27.05070342374242,2.006149575312553,3.508842732068607,-1.1660289525925764,5.409916898693604,-1.218471957329878,3.4980868577777295,15.15,15.5,101.995411651171,5,3,0,1,0,2,2,0,4,2,2,1,3,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
BTCUSDT,15,ordinary,htf_slope,2022,35,6,29,0,0.17142857142857143,0.08102640006436056,0.3268228243870004,0.17142857142857143,-0.8204612017250942,-28.716142060378296,-1.1489280532043546,-104.46570327464983,-84.4657032746498,0.13212692566100454,0.7286348813491026,-1.1409638396025144,2.2634426807759955,-1.711655462184891,28.850978073240004,10.635714285714286,5.5,117.330039858528,29,25,0,0,0,19,22,0,34,24,28,0,21,12,15,0,14,7,8,0,5,1,1,0,5,1,1,0,2,0,0,0,0,0,0,0
BTCUSDT,15,ordinary,htf_slope,2023,33,8,25,0,0.24242424242424243,0.1283171331191419,0.41024619970721604,0.24242424242424243,-0.1996878469253815,-6.589698948537589,-1.2701807339449556,13.38434516601243,33.384345166012416,0.8009825468455092,3.315182766060902,-1.324446443080992,8.971992128197908,-1.7702432432432134,16.76466419504574,12.083333333333334,6.75,59.632357317951,32,24,0,2,0,11,12,1,32,23,24,0,17,8,9,0,15,7,7,0,9,1,1,0,8,0,0,0,6,0,0,0,1,0,0,0
BTCUSDT,15,ordinary,htf_slope,2024,30,10,20,0,0.3333333333333333,0.19230497996726426,0.5121994849532198,0.3333333333333333,0.20667334854913197,6.200200456473959,-1.1309580268472574,20.612347537741137,40.61234753774113,1.2696648287889065,2.919244784861522,-1.1496123696070633,8.829348040181275,-1.4781591280654098,9.755744088930552,15.666666666666666,15.5,84.804315275121,24,16,0,2,0,11,15,3,30,16,20,0,25,11,15,0,21,8,11,0,11,3,3,0,7,1,1,0,5,0,0,0,2,0,0,0
BTCUSDT,15,ordinary,htf_slope,2025,29,10,19,0,0.3448275862068966,0.19940718436625743,0.5265489605014202,0.3448275862068966,0.41655350552733345,12.08005166029267,-1.0355824384080807,40.736714707626135,60.736714707626135,1.5417663163867714,3.4377583446430178,-1.1735543045335532,9.86864334085795,-1.8408028028028196,10.929715385353232,16.24137931034483,10.0,81.17183151556901,24,14,0,3,0,9,14,1,29,14,19,0,19,6,9,1,16,4,6,1,11,1,1,0,9,0,0,0,6,0,0,0,2,0,0,0
BTCUSDT,15,ordinary,htf_slope,2026,21,4,17,0,0.19047619047619047,0.07667564999345375,0.40000564871287325,0.19047619047619047,-0.3951894728370326,-8.298978929577684,-1.1831846045858678,-42.35413058581138,-22.354130585811383,0.620197421242194,3.38794785695067,-1.2853394327870806,11.085321919171731,-2.1023466666665316,11.02147954483803,12.55952380952381,6.5,104.675759297846,20,17,0,1,1,14,14,1,21,17,17,0,12,8,8,0,9,5,5,0,4,1,1,0,3,0,0,0,1,0,0,0,1,0,0,0
BTCUSDT,15,ordinary,take_4r,2021,10,4,6,0,0.4,0.1681803285264069,0.6873262320788047,0.4,0.3966580696570216,3.966580696570216,-1.0842486118650907,11.638316804773595,31.638316804773602,1.5726088170036199,2.723447313221885,-1.1545347593862207,3.853306422128318,-1.218471957329878,3.499528784861475,11.325,9.625,110.5124845059635,8,6,0,0,0,5,5,0,9,5,5,1,8,4,4,0,5,1,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,15,ordinary,take_4r,2022,49,9,40,0,0.1836734693877551,0.09976341013897065,0.31357602718355,0.1836734693877551,-0.6440738752606957,-31.55961988777409,-1.1662198371576518,-64.61579891459552,-44.61579891459548,0.3361900057625325,1.7759480848836826,-1.188578816293181,3.928809103159154,-1.711655462184891,31.69445590063581,11.11734693877551,5.5,99.72550893267001,38,36,0,0,0,26,29,0,48,35,39,0,29,17,20,0,19,9,10,0,7,1,1,0,7,1,1,0,0,0,0,0,0,0,0,0
BTCUSDT,15,ordinary,take_4r,2023,54,12,42,0,0.2222222222222222,0.13195416512439617,0.3493867176917355,0.2222222222222222,-0.5195154280198708,-28.053833113073022,-1.2716274411207773,-20.17952551468572,-0.17952551468572744,0.5091591108576076,2.4250670363120865,-1.3608247035432872,3.8603284561049462,-1.971281021897884,28.05383311307303,9.680555555555555,4.875,61.560112321176,45,41,0,0,0,21,22,5,53,40,41,0,30,17,18,0,27,15,15,0,16,5,5,0,11,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,15,ordinary,take_4r,2024,47,17,30,0,0.3617021276595745,0.23966213163742672,0.5046410357765487,0.3617021276595745,0.022453717121187444,1.0553247046958099,-1.0689551466036369,3.865290214004828,23.865290214004826,1.0304258042614158,2.1023830303615023,-1.1561728937149909,3.816025087108017,-1.6443225806451338,12.901920577389202,14.042553191489361,7.5,89.587117169961,30,24,0,0,0,16,22,3,47,24,30,0,35,13,18,0,30,10,13,0,18,3,3,0,12,1,1,0,0,0,0,0,0,0,0,0
BTCUSDT,15,ordinary,take_4r,2025,48,15,33,0,0.3125,0.199456833730646,0.45333071530003416,0.3333333333333333,0.19293422663459778,9.260842878460693,-1.073081775285762,26.451257026700024,46.451257026700006,1.2486116521925288,3.100738635322289,-1.1287950500416257,3.90257044406158,-1.8408028028028196,13.265059123516622,12.515625,6.625,86.362731879018,29,25,1,0,0,17,25,1,48,25,33,0,32,12,17,1,25,7,10,1,17,2,2,0,14,1,1,0,0,0,0,0,0,0,0,0
BTCUSDT,15,ordinary,take_4r,2026,42,14,28,0,0.3333333333333333,0.21012466992381593,0.4844749274351543,0.35714285714285715,0.05878022263286312,2.468769350580251,-1.1258960761813137,2.32321410943095,22.32321410943095,1.077669982807932,2.446724431657845,-1.135191881879628,3.7869797277729513,-2.1023466666665316,7.558074530480006,15.023809523809524,8.375,102.3131666966985,29,23,1,0,0,17,22,1,41,22,27,1,28,11,14,0,22,6,8,0,15,1,2,0,11,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,joint,baseline,2021,3,1,2,0,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.3333333333333333,-0.17971257042122213,-0.5391377112636664,-1.0607745483110762,124.42640876528164,144.42640876528165,0.7522069757586528,1.63662051645203,-1.087879113857848,1.63662051645203,-1.1149836794046202,2.175758227715696,49.0,39.0,329.08512783393104,3,2,0,0,0,1,1,0,3,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,joint,baseline,2022,11,3,8,0,0.2727272727272727,0.09746059213308628,0.5656453033189257,0.2727272727272727,-0.23400462984264622,-2.5740509282691084,-1.0763753939017344,-42.06491288820072,-22.064912888200727,0.6917793023408038,1.9257577107044443,-1.043915507547805,2.5872786060715054,-1.419468322981389,2.941955505503103,53.36363636363637,30.0,230.334545988277,9,6,0,0,0,3,5,0,11,6,8,0,7,2,4,0,5,2,2,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
BTCUSDT,60,joint,baseline,2023,9,2,7,0,0.2222222222222222,0.06322510654056959,0.5474110333077882,0.2222222222222222,-0.0008446073018070087,-0.007601465716263078,-1.0892711560410884,-32.178706941821105,-12.178706941821112,0.9989222091077397,3.522609524849927,-1.007545787916588,4.937870203160244,-1.2404792468977413,4.6609431526774845,29.77777777777778,21.0,141.502681034932,8,6,0,0,0,4,5,0,9,6,7,0,5,2,3,0,5,2,3,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
BTCUSDT,60,joint,baseline,2024,9,6,3,0,0.6666666666666666,0.35420213352505864,0.8794161825659264,0.6666666666666666,1.675030061322046,15.075270551898413,1.7164886007111535,289.440312181584,309.44031218158403,6.220806827462774,2.9938011841959504,-0.9625121844257638,8.405220424194916,-1.1471615758229898,2.2824752436793805,87.11111111111111,93.0,147.804728944497,8,2,0,1,0,2,3,1,9,2,3,0,9,2,3,0,7,1,1,0,7,1,1,0,5,0,0,0,1,0,0,0,1,0,0,0
BTCUSDT,60,joint,baseline,2025,13,2,11,0,0.15384615384615385,0.04325817796522907,0.4223463125106327,0.15384615384615385,-0.8017419424052268,-10.422645251267948,-1.1066138961117515,-152.43069753188956,-132.43069753188945,0.1526010931866323,0.9384641910980457,-1.1181430575876399,1.6318313707018426,-1.3359940828402397,10.42264525126795,28.76923076923077,8.0,171.77096250829302,11,10,0,0,0,6,7,0,13,10,11,0,5,3,3,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,joint,baseline,2026,6,1,5,0,0.16666666666666666,0.030053369411815023,0.5635028250257673,0.16666666666666666,-0.7349041670521732,-4.409425002313039,-1.1261613645463135,-60.249914695498994,-40.249914695499,0.22564036911059665,1.284860735760009,-1.1388571476146097,1.284860735760009,-1.1865846025453843,5.694285738073049,39.166666666666664,17.0,159.9477206186125,6,5,0,0,0,5,5,0,6,5,5,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,joint,htf_slope,2021,1,0,1,0,0.0,0.0,0.7934506882081973,0.0,-1.1149836794046202,-1.1149836794046202,-1.1149836794046202,-193.937728411189,-173.937728411189,0.0,,-1.1149836794046202,-1.1149836794046202,-1.1149836794046202,1.1149836794046202,12.0,12.0,173.937728411189,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,joint,htf_slope,2022,7,2,5,0,0.2857142857142857,0.08221892324928332,0.6410655504689458,0.2857142857142857,-0.020853992761773847,-0.14597794933241692,-0.8933827936201082,-1.1511970710768469,18.848802928923135,0.9710027807464322,2.4441135801668095,-1.0068410219332073,2.5872786060715054,-1.419468322981389,2.312851116601497,69.85714285714286,64.0,242.117150062313,5,3,0,0,0,2,4,0,7,3,5,0,5,1,3,0,3,1,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
BTCUSDT,60,joint,htf_slope,2023,6,2,4,0,0.3333333333333333,0.09677141021353453,0.7000066870052566,0.3333333333333333,0.4037884087902072,2.422730452741243,-1.115305617109989,42.50107287504402,62.50107287504401,1.5241182107696907,3.522609524849927,-1.1556221492396526,4.937870203160244,-1.2404792468977413,2.230611234219978,33.666666666666664,16.0,136.67348957002002,6,4,0,0,0,2,2,0,6,4,4,0,3,1,1,0,3,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
BTCUSDT,60,joint,htf_slope,2024,6,3,3,0,0.5,0.18761630498040816,0.8123836950195918,0.5,1.6087793075086783,9.65267584505207,0.5557136455566208,217.617894632916,237.61789463291606,4.342875723632483,4.180070799443121,-0.9625121844257638,8.405220424194916,-1.1471615758229898,2.2824752436793805,88.66666666666667,100.0,147.082462244997,5,2,0,1,0,2,3,1,6,2,3,0,6,2,3,0,4,1,1,0,4,1,1,0,3,0,0,0,1,0,0,0,1,0,0,0
BTCUSDT,60,joint,htf_slope,2025,9,1,8,0,0.1111111111111111,0.01989088741690992,0.4349997083707909,0.1111111111111111,-0.9632357882488944,-8.66912209424005,-1.1066138961117515,-183.92568699434423,-163.9256869943442,0.027495062504867523,0.2450970114942488,-1.1142773882167873,0.2450970114942488,-1.3359940828402397,8.66912209424005,29.0,8.0,171.84423318845398,7,7,0,0,0,4,5,0,9,7,8,0,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,joint,htf_slope,2026,4,0,4,0,0.0,0.0,0.4898908403969213,0.0,-1.1390586700288416,-4.556234680115367,-1.1334453411879024,-171.97154144766623,-151.97154144766625,0.0,,-1.1390586700288416,-1.1027593951941768,-1.1865846025453843,4.556234680115367,25.75,13.5,153.033389631398,4,4,0,0,0,4,4,0,4,4,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,joint,take_4r,2021,3,1,2,0,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.3333333333333333,-0.17971257042122213,-0.5391377112636664,-1.0607745483110762,124.42640876528164,144.42640876528165,0.7522069757586528,1.63662051645203,-1.087879113857848,1.63662051645203,-1.1149836794046202,2.175758227715696,49.0,39.0,329.08512783393104,3,2,0,0,0,1,1,0,3,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,joint,take_4r,2022,11,3,8,0,0.2727272727272727,0.09746059213308628,0.5656453033189257,0.2727272727272727,0.02847091877762969,0.3131801065539266,-1.0763753939017344,8.240564031234536,28.240564031234552,1.0375006531047708,2.888168055645456,-1.043915507547805,3.9217495958325808,-1.419468322981389,2.9300529431637194,42.90909090909091,18.0,230.334545988277,7,6,0,0,0,3,5,0,11,6,8,0,7,2,4,0,5,2,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,joint,take_4r,2023,9,2,7,0,0.2222222222222222,0.06322510654056959,0.5474110333077882,0.2222222222222222,0.07175798854694124,0.6458218969224712,-1.0892711560410884,-19.965683877804324,0.03431612219567152,1.091569308408009,3.849321206169294,-1.007545787916588,3.8584020060180504,-1.2404792468977413,4.6609431526774845,19.666666666666668,21.0,141.502681034932,6,6,0,0,0,4,5,0,9,6,7,0,5,2,3,0,5,2,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,joint,take_4r,2024,9,6,3,0,0.6666666666666666,0.35420213352505864,0.8794161825659264,0.6666666666666666,1.68519339555048,15.16674055995432,1.7164886007111535,308.8075563382522,328.8075563382522,6.252484351320297,3.0090461855386024,-0.9625121844257638,3.934657473856884,-1.1471615758229898,2.2824752436793805,64.11111111111111,62.0,147.804728944497,4,2,0,0,0,2,3,1,9,2,3,0,9,2,3,0,7,1,1,0,7,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,joint,take_4r,2025,13,2,11,0,0.15384615384615385,0.04325817796522907,0.4223463125106327,0.15384615384615385,-0.8017419424052268,-10.422645251267948,-1.1066138961117515,-152.43069753188956,-132.43069753188945,0.1526010931866323,0.9384641910980457,-1.1181430575876399,1.6318313707018426,-1.3359940828402397,10.42264525126795,28.76923076923077,8.0,171.77096250829302,11,10,0,0,0,6,7,0,13,10,11,0,5,3,3,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,joint,take_4r,2026,6,1,5,0,0.16666666666666666,0.030053369411815023,0.5635028250257673,0.16666666666666666,-0.7349041670521732,-4.409425002313039,-1.1261613645463135,-60.249914695498994,-40.249914695499,0.22564036911059665,1.284860735760009,-1.1388571476146097,1.284860735760009,-1.1865846025453843,5.694285738073049,39.166666666666664,17.0,159.9477206186125,6,5,0,0,0,5,5,0,6,5,5,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,baseline,2021,6,1,5,0,0.16666666666666666,0.030053369411815023,0.5635028250257673,0.16666666666666666,-0.422590769051758,-2.535544614310548,-0.8661896314367759,-17.391138483393515,2.6088615166064884,0.39227127046931926,1.63662051645203,-0.8344330261525157,1.63662051645203,-1.1149836794046202,4.172165130762578,47.666666666666664,37.5,306.8471919993845,4,3,0,0,0,2,4,0,6,3,5,0,4,1,3,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTCUSDT,60,ordinary,baseline,2022,22,8,14,0,0.36363636363636365,0.1973320457082143,0.5704829206386436,0.36363636363636365,-0.0543220934149022,-1.1950860551278484,-0.8102151839407055,36.88983480797064,56.88983480797063,0.9145523573404892,1.5988866616501478,-0.9990128105949309,2.5872786060715054,-1.419468322981389,6.500613060105989,65.27272727272727,55.5,258.727088697391,17,10,0,0,0,8,12,1,22,10,14,0,16,5,8,0,12,4,4,0,9,1,1,0,5,0,0,0,1,0,0,0,0,0,0,0
