symbol,timeframe_min,arm,policy,fold,censored,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r,random_mean_net_bp,target_matched_net_bp,matched_n,excess_weeks,excess_mean_excess_bp,excess_ci_low_bp,excess_ci_high_bp,excess_p_one_sided,excess_minimum_p_resolution,later_excess_p_holm_36
BTCUSDT,60,joint,baseline,later,0,23,4,19,0,0.17391304347826086,0.0697865351446468,0.3713764781499663,0.17391304347826086,-0.6652653666710865,-15.301103433434989,-1.114271671134944,-108.97076009175562,-88.97076009175555,0.2672375214507599,1.3950731228448485,-1.0990208381481252,2.418503373423293,-1.3359940828402397,16.72199229893891,38.869565217391305,14.0,164.514980938501,20,17,0,0,0,13,15,1,23,17,19,0,11,6,7,1,5,1,1,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,37.2544438531077,-108.97076009175562,23,21,-146.22520394486367,-256.6404682427036,-47.11641256704326,0.9949005099490051,9.999000099990002e-05,1.0
BTCUSDT,60,joint,htf_slope,all,0,33,8,25,0,0.24242424242424243,0.1283171331191419,0.41024619970721604,0.24242424242424243,-0.07305794258482237,-2.4109121052991385,-1.0892711560410884,-29.833322775779692,-9.833322775779694,0.9111337400176265,3.0898444524821356,-1.085186709006249,8.405220424194916,-1.419468322981389,13.830418083953326,48.45454545454545,21.0,149.194071917173,28,21,0,1,0,15,19,1,33,21,25,0,19,8,11,1,11,3,3,0,8,1,1,0,7,0,0,0,4,0,0,0,1,0,0,0,-34.94263139721791,-29.833322775779692,33,32,5.109308621437915,-120.47712558812914,148.57695426043824,0.46995300469953005,9.999000099990002e-05,
BTCUSDT,60,joint,htf_slope,earlier,0,16,6,10,0,0.375,0.18481232451546453,0.6135895962338866,0.375,0.7052173655568922,11.283477848910275,-0.9848790937609213,95.12166394761587,115.12166394761589,2.047513534293629,3.6758592058232566,-1.0771677386029266,8.405220424194916,-1.419468322981389,3.5533303634992386,59.375,31.0,143.9314382902145,14,8,0,1,0,5,7,0,16,8,10,0,10,2,4,0,8,2,2,0,6,0,0,0,6,0,0,0,4,0,0,0,1,0,0,0,-80.42410396579686,95.12166394761587,16,16,175.5457679134126,-15.87031816282329,399.7963241872252,0.0695953369140625,1.52587890625e-05,
BTCUSDT,60,joint,htf_slope,later,0,17,2,15,0,0.11764705882352941,0.032879773465990136,0.3433635080603935,0.11764705882352941,-0.8055523502476125,-13.694389954209413,-1.114271671134944,-147.43801616250494,-127.43801616250494,0.16283176170769773,1.331800192458771,-1.0905326892751304,2.418503373423293,-1.3359940828402397,13.830418083953326,38.1764705882353,19.0,164.514980938501,14,13,0,0,0,10,12,1,17,13,15,0,9,6,7,1,3,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.863460432032881,-147.43801616250494,17,16,-155.30147659453826,-281.4493965363889,-10.248545193372232,0.9742584228515625,1.52587890625e-05,1.0
BTCUSDT,60,joint,take_4r,all,0,51,15,36,0,0.29411764705882354,0.1870872635094736,0.42999075687188837,0.29411764705882354,0.014794796050707121,0.7545345985860632,-1.0857962643227106,14.12556326854702,34.12556326854704,1.0196180218436128,2.6143888884609803,-1.0683694091202398,3.934657473856884,-1.419468322981389,16.721992298938908,38.86274509803921,21.0,173.937728411189,37,31,0,0,0,21,26,1,51,31,36,0,29,10,14,1,21,5,6,0,15,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,26.991546401031815,14.12556326854702,51,48,-12.865983132485017,-130.51909767719945,108.55829512157429,0.5811418858114189,9.999000099990002e-05,
BTCUSDT,60,joint,take_4r,earlier,0,28,11,17,0,0.39285714285714285,0.23565686440826125,0.5759095584001968,0.39285714285714285,0.5217212496105524,14.60819498909547,-0.9770786709655922,107.52790312014379,127.52790312014379,1.8309599405848402,2.9261907084190657,-1.0341119296184855,3.934657473856884,-1.419468322981389,4.6609431526774845,40.464285714285715,22.0,225.056536576268,18,14,0,0,0,8,11,0,28,14,17,0,18,4,7,0,16,4,5,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,25.09157760831323,107.52790312014379,28,27,82.43632551183045,-113.66376892282378,273.29980123202785,0.19758024197580243,9.999000099990002e-05,
BTCUSDT,60,joint,take_4r,later,0,23,4,19,0,0.17391304347826086,0.0697865351446468,0.3713764781499663,0.17391304347826086,-0.6023330604569307,-13.853660390509406,-1.114271671134944,-99.5816330725273,-79.58163307252724,0.33655487207890983,1.7569338835762434,-1.0990208381481252,3.865946416348873,-1.3359940828402397,16.721992298938908,36.91304347826087,14.0,164.514980938501,19,17,0,0,0,13,15,1,23,17,19,0,11,6,7,1,5,1,1,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,29.30455188781964,-99.5816330725273,23,21,-128.88618496034726,-271.2789636850458,17.375611658617625,0.951004899510049,9.999000099990002e-05,1.0
BTCUSDT,60,ordinary,baseline,all,0,106,30,76,0,0.2830188679245283,0.2060246263173685,0.37518996725688925,0.29245283018867924,-0.0056282400857025384,-0.5965934490844691,-1.0570220657922405,4.826035415235929,24.826035415235935,0.9920660075667178,2.4866004774212556,-0.9894027338384491,12.006878240174856,-1.419468322981389,21.764479766711496,57.4622641509434,39.5,195.3913538787435,84,56,1,3,1,42,61,2,106,56,76,0,64,21,34,0,45,10,15,0,34,3,5,0,21,0,0,0,8,0,0,0,2,0,0,0,31.21469356628576,4.826035415235929,106,81,-26.388658151050038,-88.5740694943193,39.03766711115193,0.7917208279172083,9.999000099990002e-05,
BTCUSDT,60,ordinary,baseline,earlier,0,63,23,40,0,0.36507936507936506,0.25715392790177233,0.48851290396390606,0.36507936507936506,0.21960029376811888,13.834818507391489,-0.7270475742613027,52.442725874264426,72.44272587426444,1.3533959471409887,2.303609905031435,-0.9787052327082879,8.405220424194916,-1.419468322981389,12.171428048610974,63.61904761904762,41.0,226.076543472171,51,29,0,2,0,20,31,1,63,29,40,0,42,11,19,0,33,7,10,0,24,1,1,0,16,0,0,0,7,0,0,0,1,0,0,0,27.46237530321761,52.442725874264426,63,48,24.980350571046714,-62.96984480353402,117.52812849247277,0.282971702829717,9.999000099990002e-05,
BTCUSDT,60,ordinary,baseline,later,0,43,7,36,0,0.16279069767441862,0.08116627302914933,0.29972406017992526,0.18604651162790697,-0.3356142315459525,-14.431411956475957,-1.0803390927883294,-64.9379529317128,-44.93795293171277,0.5996434436818217,3.0878552152735246,-1.001288846205295,12.006878240174856,-1.3359940828402397,19.640303910068564,48.44186046511628,31.0,176.664030398895,33,27,1,1,1,22,30,1,43,27,36,0,22,10,15,0,12,3,5,0,10,2,4,0,5,0,0,0,1,0,0,0,1,0,0,0,36.71227613775771,-64.9379529317128,43,33,-101.65022906947084,-192.67463372204682,-14.1077006569169,0.9855014498550145,9.999000099990002e-05,1.0
BTCUSDT,60,ordinary,htf_slope,all,0,73,18,55,0,0.2465753424657534,0.1620446459296466,0.3564444543728701,0.2602739726027397,-0.005734331362300425,-0.41860618944793104,-1.0637915530110025,-16.075817441554264,3.9241825584457386,0.9923584771401933,3.0201033681605995,-0.996008487569795,12.006878240174856,-1.419468322981389,15.624570969150014,58.6986301369863,39.0,176.664030398895,58,42,1,3,1,32,45,2,73,42,55,0,44,16,26,1,31,8,13,0,22,3,5,0,14,0,0,0,6,0,0,0,2,0,0,0,34.480206797959816,-16.075817441554264,73,62,-50.556024239514315,-128.30755647541287,37.3641500950145,0.8753124687531247,9.999000099990002e-05,
BTCUSDT,60,ordinary,htf_slope,earlier,0,40,12,28,0,0.3,0.18074845154920366,0.45430018943418177,0.3,0.17878215792103852,7.151286316841541,-0.8296055250978184,5.352130150961335,25.352130150961337,1.2637960005724502,2.855036665504288,-0.9681840596146397,8.405220424194916,-1.419468322981389,8.90816547847227,66.275,48.0,193.7501599026975,30,19,0,2,0,13,22,1,40,19,28,0,26,7,14,0,20,5,8,0,13,1,1,0,10,0,0,0,5,0,0,0,1,0,0,0,30.327979764125796,5.352130150961335,40,33,-24.975849613164655,-141.3497574773506,103.5542744881273,0.6494350564943505,9.999000099990002e-05,
BTCUSDT,60,ordinary,htf_slope,later,0,33,6,27,0,0.18181818181818182,0.08610768158724216,0.34388231778649414,0.21212121212121213,-0.22939068200877202,-7.569892506289476,-1.1027593951941768,-42.04908725066404,-22.04908725066408,0.7264353713161266,3.350236773473222,-1.0248634498936597,12.006878240174856,-1.3359940828402397,13.500395112507082,49.515151515151516,29.0,163.332018030859,28,23,1,1,1,19,23,1,33,23,27,0,18,9,12,1,11,3,5,0,9,2,4,0,4,0,0,0,1,0,0,0,1,0,0,0,39.51320926321318,-42.04908725066404,33,29,-81.56229651387754,-189.9715428990335,33.94683091015841,0.9176082391760824,9.999000099990002e-05,1.0
BTCUSDT,60,ordinary,take_4r,all,0,106,30,76,0,0.2830188679245283,0.2060246263173685,0.37518996725688925,0.29245283018867924,-0.014510760957428228,-1.5381406614873923,-1.0570220657922405,6.55098292808703,26.550982928087038,0.9795445350794714,2.4552155703411587,-0.9894027338384491,3.934657473856884,-1.419468322981389,25.87793652184588,49.613207547169814,30.5,195.3913538787435,70,56,1,0,0,42,61,2,106,56,76,0,64,21,34,0,45,10,15,0,34,3,5,0,21,0,0,0,0,0,0,0,0,0,0,0,-28.794183077289357,6.55098292808703,106,81,35.345166005376186,-30.31576974691279,103.13265727214862,0.1548845115488451,9.999000099990002e-05,
BTCUSDT,60,ordinary,take_4r,earlier,0,63,23,40,0,0.36507936507936506,0.25715392790177233,0.48851290396390606,0.36507936507936506,0.2914780401352062,18.36311652851799,-0.7270475742613027,72.09870422553654,92.09870422553654,1.469066576810448,2.500492427689109,-0.9787052327082879,3.934657473856884,-1.419468322981389,10.141511475602389,54.42857142857143,32.0,226.076543472171,40,29,0,0,0,20,31,1,63,29,40,0,42,11,19,0,33,7,10,0,24,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,-9.107742511125547,72.09870422553654,63,48,81.20644673666199,-2.0197073072105676,179.88252777815657,0.0408959104089591,9.999000099990002e-05,
BTCUSDT,60,ordinary,take_4r,later,0,43,7,36,0,0.16279069767441862,0.08116627302914933,0.29972406017992526,0.18604651162790697,-0.46281993465128796,-19.90125719000538,-1.0803390927883294,-89.48405060073432,-69.48405060073434,0.4478988737191747,2.3064487533407494,-1.001288846205295,3.8867907634913488,-1.3359940828402397,24.268342820531394,42.55813953488372,27.0,176.664030398895,30,27,1,0,0,22,30,1,43,27,36,0,22,10,15,0,12,3,5,0,10,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,-57.637107627715395,-89.48405060073432,43,33,-31.846942973019278,-123.06331263987184,67.90004806790513,0.7358264173582642,9.999000099990002e-05,1.0
ETHUSDT,5,joint,baseline,all,0,489,128,361,0,0.261758691206544,0.22476121524151313,0.30247011686092773,0.3067484662576687,-0.3579726861251325,-175.04864351518978,-1.2136786786786833,-17.57719356573273,2.4228064342672355,0.6274149065959126,2.302916213493967,-1.3014457585662536,28.85919925857288,-3.8773893129771495,200.919719209975,4.476823449216088,2.75,58.102381272701,437,314,22,11,5,186,231,14,481,306,353,3,323,159,195,1,242,98,115,0,163,34,38,1,101,13,13,1,39,1,1,1,8,0,0,0,-20.622149853174324,-17.57719356573273,489,238,3.044956287441371,-12.223143800284296,19.54263608022413,0.34996500349965004,9.999000099990002e-05,
ETHUSDT,5,joint,baseline,earlier,0,305,75,230,0,0.2459016393442623,0.20093245925140182,0.2971919164025332,0.28852459016393445,-0.44159912659358874,-134.68773361104456,-1.226298507462687,-24.461389935932132,-4.461389935932163,0.5535434284295475,2.226584908156756,-1.3116591379252227,18.4057915966385,-3.8004328358211312,141.06237355603287,4.453005464480873,2.75,57.702284221145,274,203,13,7,4,127,152,12,300,198,225,2,205,110,130,0,153,70,79,0,99,25,26,1,59,9,9,1,21,1,1,1,5,0,0,0,-16.281162675763667,-24.461389935932132,305,145,-8.180227260168703,-26.409838070014423,9.609592877316349,0.8101189881011899,9.999000099990002e-05,
ETHUSDT,5,joint,baseline,later,0,184,53,131,0,0.28804347826086957,0.22747300748696497,0.35728319881309856,0.33695652173913043,-0.21935277121818042,-40.360909904145196,-1.1888331491712716,-6.165889799913073,13.834110200086892,0.759956977627013,2.4109322116126624,-1.2835138711421092,28.85919925857288,-3.8773893129771495,62.43245307700277,4.516304347826088,2.6666666666666665,59.409151056496505,163,111,9,4,1,59,79,2,181,108,128,1,118,49,65,1,89,28,36,0,64,9,12,0,42,4,4,0,18,0,0,0,3,0,0,0,-27.817807946164816,-6.165889799913073,184,93,21.651918146251543,-3.007220588713821,51.5413790720619,0.0700929907009299,9.999000099990002e-05,1.0
ETHUSDT,5,joint,htf_slope,all,0,357,96,261,0,0.2689075630252101,0.2255530628133517,0.31718240746341836,0.30532212885154064,-0.4013619926906457,-143.28623139056052,-1.2211513609768567,-20.18553085702609,-0.1855308570261141,0.5787634557299708,2.050729066952414,-1.3032805433639554,28.85919925857288,-3.8773893129771495,172.02184227168547,4.543650793650794,3.0,59.042702608160006,317,225,13,6,3,130,165,14,350,218,254,2,236,112,140,0,179,71,84,0,124,28,30,1,71,9,9,1,30,1,1,1,5,0,0,0,-18.53540451366736,-20.18553085702609,357,205,-1.650126343358952,-18.39965317948282,15.867004230480841,0.5655434456554345,9.999000099990002e-05,
ETHUSDT,5,joint,htf_slope,earlier,0,215,54,161,0,0.25116279069767444,0.19790644682546737,0.3131551200870483,0.28837209302325584,-0.4948224237963948,-106.38682111622488,-1.2212682060390765,-27.43288839414886,-7.432888394148887,0.4864592034450264,1.8662316319699028,-1.286728753059625,14.99107986111112,-3.8004328358211312,115.65476994241479,4.638372093023256,3.0,60.374009593954,190,139,8,3,2,85,106,12,211,135,157,1,146,75,92,0,111,51,58,0,74,21,21,1,39,6,6,1,15,1,1,1,3,0,0,0,-24.84863987568914,-27.43288839414886,215,119,-2.5842485184599524,-20.447530264211775,14.312334017004877,0.6060393960603939,9.999000099990002e-05,
ETHUSDT,5,joint,htf_slope,later,0,142,42,100,0,0.29577464788732394,0.22688859580028042,0.3754192771125403,0.33098591549295775,-0.2598550019319411,-36.89941027433564,-1.1987857366437653,-9.212419093072597,10.78758090692738,0.7225459980621325,2.2879400547870725,-1.3299289257539264,28.85919925857288,-3.8773893129771495,60.811951154683406,4.400234741784037,2.833333333333333,56.22326144486101,127,86,5,3,1,45,59,2,139,83,97,1,90,37,48,0,68,20,26,0,50,7,9,0,32,3,3,0,15,0,0,0,2,0,0,0,-8.976632662718885,-9.212419093072597,142,86,-0.23578643035390587,-33.65209088999241,37.23201898300152,0.5016498350164984,9.999000099990002e-05,1.0
ETHUSDT,5,joint,take_4r,all,0,489,133,356,0,0.2719836400817996,0.23443485972872344,0.31308697314185296,0.3067484662576687,-0.3726921981492482,-182.24648489498236,-1.2136786786786833,-20.03793949102343,-0.03793949102345526,0.6107491256116848,2.150011469188214,-1.3151629502725137,3.888381048387102,-3.8773893129771495,187.7287198033613,3.898943421949557,2.4166666666666665,58.102381272701,372,309,17,0,0,181,226,14,481,301,348,3,323,154,190,1,242,93,110,0,163,29,33,1,101,8,8,1,0,0,0,1,0,0,0,0,-15.216215425590326,-20.03793949102343,489,238,-4.821724065433321,-18.524320877966485,9.00332971628621,0.7532246775322468,9.999000099990002e-05,
ETHUSDT,5,joint,take_4r,earlier,0,305,79,226,0,0.25901639344262295,0.21306254985092216,0.3109650838337776,0.28852459016393445,-0.4702801281916773,-143.4354390984616,-1.226298507462687,-26.83634819703832,-6.836348197038346,0.5219999840464614,1.9827682437940983,-1.3277616387530768,3.888381048387102,-3.8004328358211312,149.60235925607896,3.959562841530054,2.4166666666666665,57.702284221145,240,199,9,0,0,123,148,12,300,194,221,2,205,106,126,0,153,66,75,0,99,21,22,1,59,5,5,1,0,0,0,1,0,0,0,0,-16.37265193324944,-26.83634819703832,305,145,-10.463696263789107,-28.07688559615367,6.380397495555268,0.8785121487851215,9.999000099990002e-05,
ETHUSDT,5,joint,take_4r,later,0,184,54,130,0,0.29347826086956524,0.2324466137460306,0.3629568693155698,0.33695652173913043,-0.21092959672022163,-38.81104579652078,-1.1888331491712716,-8.768838103335707,11.231161896664274,0.7691520930242381,2.3946821137462733,-1.2932606149139965,3.876347388997482,-3.8773893129771495,42.824781119403795,3.7984601449275366,2.25,59.409151056496505,132,110,8,0,0,58,78,2,181,107,127,1,118,48,64,1,89,27,35,0,64,8,11,0,42,3,3,0,0,0,0,0,0,0,0,0,-13.299296214524944,-8.768838103335707,184,93,4.530458111189043,-17.672993277246242,26.92966921933528,0.35326467353264673,9.999000099990002e-05,1.0
ETHUSDT,5,ordinary,baseline,all,0,1063,268,795,0,0.2521166509877705,0.22693745443903524,0.27908099318239565,0.2953904045155221,-0.3302768532477047,-351.0842950023101,-1.2110173317210855,-14.84791465063053,5.152085349369438,0.6583797456711729,2.524698132439007,-1.2927086723219676,30.123183505153765,-3.8773893129771495,374.0559539143182,4.578472875509563,2.8333333333333335,60.078851355279,940,681,46,30,11,410,514,30,1047,665,779,5,712,355,444,1,548,223,281,0,354,79,92,1,225,28,29,1,90,3,3,1,23,0,0,0,-16.065026193562055,-14.84791465063053,1063,260,1.2171115429312775,-11.634600796746799,13.736198972198554,0.41955804419558046,9.999000099990002e-05,
ETHUSDT,5,ordinary,baseline,earlier,0,640,152,488,0,0.2375,0.20615810018822375,0.27197429503867665,0.2765625,-0.4889460631754197,-312.9254804322686,-1.2209433791797846,-25.21389316752132,-5.213893167521345,0.5151345515547434,2.187241727378352,-1.3225127520364306,18.951503448275854,-3.7939316239314937,318.4764559886702,4.474348958333334,2.8333333333333335,57.647447351408005,563,417,25,16,5,260,324,22,630,407,478,4,441,236,289,0,337,151,186,0,203,47,55,1,126,15,16,1,48,3,3,1,13,0,0,0,-19.325555800399233,-25.21389316752132,640,155,-5.888337367122336,-20.01350126096175,9.028640678239325,0.7818218178182181,9.999000099990002e-05,
ETHUSDT,5,ordinary,baseline,later,0,423,116,307,0,0.27423167848699764,0.23389216118399883,0.31863490471866723,0.32387706855791965,-0.09020996352255693,-38.158814570041585,-1.2018270999386924,0.8358353512846135,20.835835351284572,0.9001906861255814,2.9668823873460726,-1.2453328061960458,30.123183505153765,-3.8773893129771495,66.73464200797892,4.736012608353034,3.0,62.592856326538,377,264,21,14,6,150,190,8,417,258,301,1,271,119,155,1,211,72,95,0,151,32,37,0,99,13,13,0,42,0,0,0,10,0,0,0,-11.13183719030959,0.8358353512846135,423,105,11.96767254159396,-13.993260174686027,38.23795683557396,0.16868313168683133,9.999000099990002e-05,1.0
ETHUSDT,5,ordinary,htf_slope,all,0,782,196,586,0,0.2506393861892583,0.22153327214379054,0.2821834183001138,0.2915601023017903,-0.38701644621462894,-302.6468609398398,-1.2128002449413704,-19.027160835183405,0.9728391648165686,0.6007841448280166,2.3237573897067767,-1.2936916541337342,30.123183505153765,-3.8773893129771495,321.7761650794147,4.464300937766411,2.8333333333333335,60.734132002525,694,503,32,20,8,299,377,24,768,489,572,5,516,254,320,0,394,157,199,0,261,57,69,1,160,20,21,1,62,2,2,1,14,0,0,0,-12.897497617639885,-19.027160835183405,782,254,-6.129663217543768,-20.744004566492073,8.107616611973935,0.7842215778422158,9.999000099990002e-05,
ETHUSDT,5,ordinary,htf_slope,earlier,0,467,109,358,0,0.2334047109207709,0.1973104228857008,0.2738491462150834,0.2698072805139186,-0.5978467205287716,-279.19441848693634,-1.2207353973827124,-32.05770805332001,-12.057708053320024,0.4034695402395307,1.7324406401890573,-1.3073476208590602,14.99107986111112,-3.517941176470881,284.0385205979094,4.37152034261242,2.75,60.341323045285,408,302,17,8,2,187,239,17,458,293,349,4,320,167,211,0,234,100,126,0,146,32,39,1,85,10,11,1,30,2,2,1,6,0,0,0,-7.744121002255596,-32.05770805332001,467,150,-24.31358705106467,-43.76379657580925,-7.870700160761808,0.9959004099590041,9.999000099990002e-05,
ETHUSDT,5,ordinary,htf_slope,later,0,315,87,228,0,0.2761904761904762,0.22973604214842333,0.3280379045186128,0.3238095238095238,-0.07445219826318578,-23.45244245290352,-1.1991737677527046,0.29114250091117483,20.291142500911132,0.9191498219874111,3.0646025126657594,-1.2722493905913361,30.123183505153765,-3.8773893129771495,60.58991775521336,4.601851851851851,2.9166666666666665,61.815299178252005,286,201,15,12,6,112,138,7,310,196,223,1,196,87,109,0,160,57,73,0,115,25,30,0,75,10,10,0,32,0,0,0,8,0,0,0,-20.537582949019136,0.29114250091117483,315,104,20.828725449930072,-2.695672485454172,45.065186090900305,0.0397960203979602,9.999000099990002e-05,1.0
ETHUSDT,5,ordinary,take_4r,all,0,1070,280,790,0,0.2616822429906542,0.23623118837096005,0.28883836842254784,0.29813084112149535,-0.3571463505612719,-382.14659510056094,-1.2103958686931136,-16.508721289223537,3.491278710776439,0.628086842714679,2.304889535069788,-1.300652740405192,3.9036514357053673,-3.8773893129771495,386.1467000590043,3.898909657320873,2.5,60.114446763447,793,675,39,0,0,401,506,28,1054,659,774,5,716,346,436,1,550,212,271,0,355,68,81,1,225,17,18,1,0,0,0,1,0,0,0,0,-16.820287275506473,-16.508721289223537,1070,260,0.31156598628271087,-10.27620845578664,10.020851338211132,0.48395160483951605,9.999000099990002e-05,
ETHUSDT,5,ordinary,take_4r,earlier,0,646,159,487,0,0.24613003095975233,0.21447794427662473,0.2807835606377385,0.2770897832817337,-0.4693167639897971,-303.17862953740894,-1.2212097835079665,-24.59522579526633,-4.595225795266352,0.5323542246793298,2.1706267498181546,-1.3312285066909557,3.9036514357053673,-3.7939316239314937,307.33051287968163,3.9396284829721364,2.541666666666667,57.7511004054675,487,415,20,0,0,255,320,22,636,405,477,4,444,231,285,0,339,145,181,0,204,41,49,1,126,9,10,1,0,0,0,1,0,0,0,0,-20.70869895745407,-24.59522579526633,646,155,-3.8865268378124944,-17.425597514648295,9.124196838804865,0.7128287171282872,9.999000099990002e-05,
ETHUSDT,5,ordinary,take_4r,later,0,424,121,303,0,0.28537735849056606,0.24446978849585446,0.33013899187833634,0.330188679245283,-0.18624520179988677,-78.96796556315199,-1.1999659260376265,-4.188245084262106,15.811754915737861,0.7917551997194547,2.481317492549207,-1.2515095120845086,3.893254073319754,-3.8773893129771495,79.05745592127873,3.8368710691823904,2.4166666666666665,62.88331567623351,306,260,19,0,0,146,186,6,418,254,297,1,272,115,151,1,211,67,90,0,151,27,32,0,99,8,8,0,0,0,0,0,0,0,0,0,-10.895961929897632,-4.188245084262106,424,105,6.707716845635311,-9.158515043724828,23.301671476725538,0.20387961203879612,9.999000099990002e-05,1.0
ETHUSDT,15,joint,baseline,all,0,112,27,85,0,0.24107142857142858,0.17129463081979324,0.32802106703037603,0.25892857142857145,-0.07453747255379427,-8.348196926024958,-1.109227629534391,-3.5909491330433148,16.409050866956672,0.9115470028345515,3.18636435539624,-1.1103533473143934,17.323333539221668,-2.1300800000000937,30.737754678557614,16.703125,11.5,112.1670418052895,93,68,2,7,1,50,67,5,109,65,82,2,76,34,49,1,56,18,29,3,34,7,9,0,21,2,2,0,13,1,1,0,2,0,0,0,-2.7846513832038062,-3.5909491330433148,112,96,-0.8062977498397395,-53.27868186773099,60.073890380821894,0.5137486251374862,9.999000099990002e-05,
ETHUSDT,15,joint,baseline,earlier,0,54,17,37,0,0.3148148148148148,0.20679280588636495,0.4474344493243897,0.3148148148148148,0.3383963545082157,18.273403143443648,-1.07712727061836,38.37697408627066,58.37697408627066,1.4304304333165312,3.572187820735648,-1.147399724569253,17.323333539221668,-2.1300800000000937,22.285118090214326,17.564814814814813,10.125,104.39670393033451,46,30,0,5,1,20,27,1,51,27,34,2,35,11,18,1,28,7,11,2,17,1,1,0,11,0,0,0,9,0,0,0,2,0,0,0,-7.724622908780452,38.37697408627066,54,52,46.10159699505098,-42.62240783020863,154.53996378319619,0.19768023197680232,9.999000099990002e-05,
ETHUSDT,15,joint,baseline,later,0,58,10,48,0,0.1724137931034483,0.0964429261860993,0.28908256613870853,0.20689655172413793,-0.45899310464601056,-26.621600069468613,-1.1239596570375592,-42.66453281999082,-22.664532819990846,0.4873189806661003,2.5304644643192478,-1.0817967648471059,5.802444817927115,-2.0886936416184967,27.326897892483707,15.900862068965518,11.75,112.862346146935,47,38,2,2,0,30,40,4,58,38,48,0,41,23,31,0,28,11,18,1,17,6,8,0,10,2,2,0,4,1,1,0,0,0,0,0,1.814632450953765,-42.66453281999082,58,44,-44.47916527094489,-104.24545670665566,24.344096938563748,0.9005099490050995,9.999000099990002e-05,1.0
ETHUSDT,15,joint,htf_slope,all,0,78,20,58,0,0.2564102564102564,0.1725543775187089,0.36313327371053256,0.28205128205128205,0.11323009372631795,8.8319473106528,-1.07712727061836,13.591810845035239,33.59181084503522,1.1394920654730158,3.6073499410299497,-1.0916388191370037,17.323333539221668,-2.1300800000000937,25.447425629391653,16.237179487179485,10.625,113.0131197223145,63,44,2,6,1,33,47,4,77,43,57,0,55,23,35,0,41,12,21,1,27,6,8,0,16,2,2,0,12,1,1,0,2,0,0,0,18.164070997869413,13.591810845035239,78,69,-4.572260152834419,-73.70420431124577,67.24749323737126,0.5544445555444456,9.999000099990002e-05,
ETHUSDT,15,joint,htf_slope,earlier,0,37,15,22,0,0.40540540540540543,0.26346518096567406,0.5651403539064959,0.40540540540540543,0.874311615873352,32.349529787314026,-0.8086618614854305,87.37007858675985,107.37007858675986,2.262200586963918,3.865266531521087,-1.1649758266137396,17.323333539221668,-2.1300800000000937,14.453212484128539,18.722972972972972,14.0,112.92793851791,31,17,0,5,1,12,17,1,36,16,21,0,28,8,13,0,23,5,8,1,15,1,1,0,9,0,0,0,9,0,0,0,2,0,0,0,44.252596305016866,87.37007858675985,37,36,43.117482281742944,-70.1346384744932,185.748419218213,0.27317268273172685,9.999000099990002e-05,
ETHUSDT,15,joint,htf_slope,later,0,41,5,36,0,0.12195121951219512,0.053233364348929765,0.25544211648092047,0.17073170731707318,-0.5735995726014935,-23.517582476661232,-1.127639024390247,-52.98857711700892,-32.98857711700898,0.3759528073589068,2.8336001695565405,-1.0468217590123317,5.362201476335206,-2.0886936416184967,23.51758247666123,13.99390243902439,9.5,113.09830092671899,32,27,2,1,0,21,30,3,41,27,36,0,27,15,22,0,18,7,13,0,12,5,7,0,7,2,2,0,3,1,1,0,0,0,0,0,-5.379232328092926,-52.98857711700892,41,33,-47.60934478891642,-122.62677577959951,26.13082502019624,0.8841115888411158,9.999000099990002e-05,1.0
