symbol,timeframe_min,arm,policy,side,fold,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r,matched_random_net_bp
ETHUSDT,60,ordinary,baseline,1,earlier,32,10,22,0,0.3125,0.17952541552257512,0.48566678438918004,0.3125,0.4799013973400925,15.35684471488296,-0.9123542265842444,85.01602276465314,105.01602276465317,1.7230760137928223,3.6595060921682845,-0.9653734639454489,10.362909645909726,-1.2416229022704826,4.421412343587032,64.375,54.5,267.8064442088425,26,16,0,2,1,13,19,0,32,16,22,0,22,9,12,0,18,5,8,0,11,0,1,0,8,0,0,0,5,0,0,0,1,0,0,0,142.90205488261296
ETHUSDT,60,ordinary,baseline,1,later,17,1,16,0,0.058823529411764705,0.010460400868949865,0.26982030858456973,0.058823529411764705,0.06324088152220331,1.075094985877456,-1.062005467468561,-136.2462504382459,-116.24625043824592,1.0634548167614635,18.017780202649984,-1.058917826048283,18.017780202649984,-1.1427353760445698,16.942685216772528,38.588235294117645,20.0,267.457621351238,15,14,0,1,1,13,15,1,17,14,16,0,10,8,9,0,4,3,3,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,183.53385792987777
ETHUSDT,60,ordinary,htf_slope,-1,earlier,17,4,13,0,0.23529411764705882,0.09555044255436917,0.4726179831177426,0.23529411764705882,0.14954143837791375,2.5422044524245337,-1.0709208372978147,60.58627178868311,80.58627178868312,1.189732680172897,3.985269846468131,-1.030682687188307,7.396854695974887,-1.2119121004566138,6.855676656407928,45.76470588235294,17.0,192.48756636111997,16,12,0,2,0,11,12,1,16,11,12,1,9,4,5,0,6,2,2,0,5,1,1,0,3,0,0,0,3,0,0,0,2,0,0,0,130.50094503663072
ETHUSDT,60,ordinary,htf_slope,-1,later,9,4,5,0,0.4444444444444444,0.18877851977054566,0.7333487081991259,0.4444444444444444,2.049820068895391,18.448380620058522,-1.0625709398054122,395.22669204303355,415.22669204303355,4.419303853267388,5.960935548537262,-1.0790723148181047,14.447197356426582,-1.0950852575488452,3.2498376419567556,68.55555555555556,47.0,261.622006940285,9,5,0,2,1,4,4,0,9,5,5,0,5,1,1,0,4,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,269.32199040851697
ETHUSDT,60,ordinary,htf_slope,1,earlier,24,7,17,0,0.2916666666666667,0.14914648116318613,0.4916769382332005,0.2916666666666667,0.449403866947085,10.78569280673004,-0.9987857315479058,95.50809835609748,115.50809835609749,1.6585275336201981,3.8805988850374655,-0.963441140501895,10.362909645909726,-1.2416229022704826,4.333484584382555,72.625,56.5,311.608785189066,19,12,0,1,1,9,14,0,24,12,17,0,15,6,8,0,11,3,4,0,8,0,1,0,6,0,0,0,4,0,0,0,1,0,0,0,40.138363757271236
ETHUSDT,60,ordinary,htf_slope,1,later,10,0,10,0,0.0,0.0,0.2775328030260577,0.0,-1.0738000574910767,-10.738000574910766,-1.0683918346672758,-310.0011247725359,-290.00112477253595,0.0,,-1.0738000574910767,-0.97945552525646,-1.1353471964351995,10.738000574910766,36.4,21.5,295.0049111270855,9,9,0,0,0,8,9,1,10,9,10,0,6,5,6,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25.06825900290923
ETHUSDT,60,ordinary,take_4r,-1,earlier,34,6,28,0,0.17647058823529413,0.08348968996676082,0.3351373754164399,0.17647058823529413,-0.32027145753080494,-10.889229556047368,-1.0617230217469769,-84.2507365794938,-64.25073657949378,0.6026858006706491,2.752978224266253,-0.9788249607730318,3.950665715101343,-1.2119121004566138,12.840731569465479,43.088235294117645,17.0,260.72469286656246,25,23,0,0,0,21,26,1,33,22,27,1,17,7,11,0,11,3,5,0,7,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,-29.68422242948615
ETHUSDT,60,ordinary,take_4r,-1,later,22,5,17,0,0.22727272727272727,0.10123039921206697,0.4343995334816487,0.22727272727272727,-0.21078759732098573,-4.637327141061686,-1.0626499884773821,-65.75311925268628,-45.7531192526863,0.7356232092610949,2.580654273294628,-1.0317999122079309,3.923553831598865,-1.213129197495734,6.484331825182411,38.72727272727273,19.5,228.06295560310298,16,14,0,0,0,12,15,0,22,14,17,0,12,5,7,0,7,1,2,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-6.431338489770323
ETHUSDT,60,ordinary,take_4r,1,earlier,32,10,22,0,0.3125,0.17952541552257512,0.48566678438918004,0.3125,0.23789643646560604,7.612685966899393,-0.9123542265842444,45.038481369540094,65.03848136954012,1.3584428133122606,2.8850902173699273,-0.9653734639454489,3.961179906542056,-1.2416229022704826,4.421412343587032,54.96875,49.0,267.8064442088425,20,16,0,0,0,13,19,0,32,16,22,0,22,9,12,0,18,5,8,0,11,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,88.26507723584929
ETHUSDT,60,ordinary,take_4r,1,later,17,1,16,0,0.058823529411764705,0.010460400868949865,0.26982030858456973,0.058823529411764705,-0.7701230174278647,-13.0920912962737,-1.062005467468561,-247.8031431339745,-227.80314313397446,0.2272717618979845,3.850593920498828,-1.058917826048283,3.850593920498828,-1.1427353760445698,16.942685216772528,33.588235294117645,20.0,267.457621351238,14,14,0,0,0,13,15,1,17,14,16,0,10,8,9,0,4,3,3,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,22.508640768904318
