symbol,minutes,fold,status,bars,warmed_bars,source_start,source_end_close,reason
HUMA,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
HUMA,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
HUMA,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
HUMA,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
HUMA,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ICX,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ICX,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ICX,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ICX,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ICX,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
ICX,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IMX,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IMX,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IMX,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IMX,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IMX,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IMX,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
INIT,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
INIT,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
INIT,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
INIT,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
INIT,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
INIT,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IOST,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IOST,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IOST,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IOST,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IOST,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IOST,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IOTA,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IOTA,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IOTA,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IOTA,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IOTA,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IOTA,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
IRYS,60,audit_pre,prepared,0,0.0,2026-05-27T12:00:00+00:00,2026-08-14T04:00:00+00:00,
IRYS,60,audit_seen,prepared,1092,542.0,2026-05-27T12:00:00+00:00,2026-08-14T04:00:00+00:00,
IRYS,60,external_recent,prepared,796,796.0,2026-05-27T12:00:00+00:00,2026-08-14T04:00:00+00:00,
IRYS,240,all,unavailable_cash,472,,,,insufficient_common_warmup
JELLYJELLY,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
JELLYJELLY,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
JELLYJELLY,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
JELLYJELLY,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
JELLYJELLY,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
JELLYJELLY,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
JUP,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
JUP,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
JUP,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
JUP,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
JUP,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
JUP,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KAITO,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KAITO,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KAITO,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KAITO,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KAITO,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KAITO,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KAT,60,audit_pre,prepared,1500,950.0,2026-03-02T12:00:00+00:00,2026-08-14T04:00:00+00:00,
KAT,60,audit_seen,prepared,1656,1656.0,2026-03-02T12:00:00+00:00,2026-08-14T04:00:00+00:00,
KAT,60,external_recent,prepared,796,796.0,2026-03-02T12:00:00+00:00,2026-08-14T04:00:00+00:00,
KAT,240,audit_pre,prepared,375,0.0,2026-03-02T12:00:00+00:00,2026-08-14T04:00:00+00:00,
KAT,240,audit_seen,prepared,414,239.0,2026-03-02T12:00:00+00:00,2026-08-14T04:00:00+00:00,
KAT,240,external_recent,prepared,199,199.0,2026-03-02T12:00:00+00:00,2026-08-14T04:00:00+00:00,
KGEN,60,audit_pre,prepared,2952,2952.0,2025-10-18T05:00:00+00:00,2026-08-14T04:00:00+00:00,
KGEN,60,audit_seen,prepared,1656,1656.0,2025-10-18T05:00:00+00:00,2026-08-14T04:00:00+00:00,
KGEN,60,external_recent,prepared,796,796.0,2025-10-18T05:00:00+00:00,2026-08-14T04:00:00+00:00,
KGEN,240,audit_pre,prepared,738,636.0,2025-10-18T08:00:00+00:00,2026-08-14T04:00:00+00:00,
KGEN,240,audit_seen,prepared,414,414.0,2025-10-18T08:00:00+00:00,2026-08-14T04:00:00+00:00,
KGEN,240,external_recent,prepared,199,199.0,2025-10-18T08:00:00+00:00,2026-08-14T04:00:00+00:00,
KITE,60,audit_pre,prepared,597,47.0,2026-04-09T03:00:00+00:00,2026-08-14T04:00:00+00:00,
KITE,60,audit_seen,prepared,1656,1656.0,2026-04-09T03:00:00+00:00,2026-08-14T04:00:00+00:00,
KITE,60,external_recent,prepared,796,796.0,2026-04-09T03:00:00+00:00,2026-08-14T04:00:00+00:00,
KITE,240,audit_pre,prepared,149,0.0,2026-04-09T04:00:00+00:00,2026-08-14T04:00:00+00:00,
KITE,240,audit_seen,prepared,414,13.0,2026-04-09T04:00:00+00:00,2026-08-14T04:00:00+00:00,
KITE,240,external_recent,prepared,199,199.0,2026-04-09T04:00:00+00:00,2026-08-14T04:00:00+00:00,
KMNO,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KMNO,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KMNO,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KMNO,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KMNO,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KMNO,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KSM,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KSM,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KSM,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KSM,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KSM,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
KSM,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
LA,60,audit_pre,prepared,2952,2952.0,2025-06-13T10:00:00+00:00,2026-08-14T04:00:00+00:00,
LA,60,audit_seen,prepared,1656,1656.0,2025-06-13T10:00:00+00:00,2026-08-14T04:00:00+00:00,
LA,60,external_recent,prepared,796,796.0,2025-06-13T10:00:00+00:00,2026-08-14T04:00:00+00:00,
LA,240,audit_pre,prepared,738,738.0,2025-06-13T12:00:00+00:00,2026-08-14T04:00:00+00:00,
LA,240,audit_seen,prepared,414,414.0,2025-06-13T12:00:00+00:00,2026-08-14T04:00:00+00:00,
LA,240,external_recent,prepared,199,199.0,2025-06-13T12:00:00+00:00,2026-08-14T04:00:00+00:00,
LAB,60,audit_pre,prepared,2952,2952.0,2025-11-01T12:00:00+00:00,2026-08-14T04:00:00+00:00,
LAB,60,audit_seen,prepared,1656,1656.0,2025-11-01T12:00:00+00:00,2026-08-14T04:00:00+00:00,
LAB,60,external_recent,prepared,796,796.0,2025-11-01T12:00:00+00:00,2026-08-14T04:00:00+00:00,
LAB,240,audit_pre,prepared,738,551.0,2025-11-01T12:00:00+00:00,2026-08-14T04:00:00+00:00,
LAB,240,audit_seen,prepared,414,414.0,2025-11-01T12:00:00+00:00,2026-08-14T04:00:00+00:00,
LAB,240,external_recent,prepared,199,199.0,2025-11-01T12:00:00+00:00,2026-08-14T04:00:00+00:00,
LAYER,60,audit_pre,prepared,2952,2952.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
LAYER,60,audit_seen,prepared,1656,1656.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
LAYER,60,external_recent,prepared,796,796.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
LAYER,240,audit_pre,prepared,738,738.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
LAYER,240,audit_seen,prepared,414,414.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
LAYER,240,external_recent,prepared,199,199.0,2025-06-03T16:00:00+00:00,2026-08-14T04:00:00+00:00,
LDO,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
LDO,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
LDO,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
LDO,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
LDO,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
LDO,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
LIGHT,60,audit_pre,prepared,2952,2778.0,2025-12-16T08:00:00+00:00,2026-08-14T04:00:00+00:00,
LIGHT,60,audit_seen,prepared,1656,1656.0,2025-12-16T08:00:00+00:00,2026-08-14T04:00:00+00:00,
LIGHT,60,external_recent,prepared,796,796.0,2025-12-16T08:00:00+00:00,2026-08-14T04:00:00+00:00,
LIGHT,240,audit_pre,prepared,738,282.0,2025-12-16T08:00:00+00:00,2026-08-14T04:00:00+00:00,
LIGHT,240,audit_seen,prepared,414,414.0,2025-12-16T08:00:00+00:00,2026-08-14T04:00:00+00:00,
LIGHT,240,external_recent,prepared,199,199.0,2025-12-16T08:00:00+00:00,2026-08-14T04:00:00+00:00,
LINEA,60,audit_pre,prepared,2952,2952.0,2025-09-01T14:00:00+00:00,2026-08-14T04:00:00+00:00,
LINEA,60,audit_seen,prepared,1656,1656.0,2025-09-01T14:00:00+00:00,2026-08-14T04:00:00+00:00,
LINEA,60,external_recent,prepared,796,796.0,2025-09-01T14:00:00+00:00,2026-08-14T04:00:00+00:00,
LINEA,240,audit_pre,prepared,738,738.0,2025-09-01T16:00:00+00:00,2026-08-14T04:00:00+00:00,
LINEA,240,audit_seen,prepared,414,414.0,2025-09-01T16:00:00+00:00,2026-08-14T04:00:00+00:00,
LINEA,240,external_recent,prepared,199,199.0,2025-09-01T16:00:00+00:00,2026-08-14T04:00:00+00:00,
LIT,60,audit_pre,prepared,2952,2590.0,2025-12-24T04:00:00+00:00,2026-08-14T04:00:00+00:00,
LIT,60,audit_seen,prepared,1656,1656.0,2025-12-24T04:00:00+00:00,2026-08-14T04:00:00+00:00,
LIT,60,external_recent,prepared,796,796.0,2025-12-24T04:00:00+00:00,2026-08-14T04:00:00+00:00,
LIT,240,audit_pre,prepared,738,235.0,2025-12-24T04:00:00+00:00,2026-08-14T04:00:00+00:00,
LIT,240,audit_seen,prepared,414,414.0,2025-12-24T04:00:00+00:00,2026-08-14T04:00:00+00:00,
LIT,240,external_recent,prepared,199,199.0,2025-12-24T04:00:00+00:00,2026-08-14T04:00:00+00:00,
LPT,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
LPT,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
LPT,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
LPT,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
LPT,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
LPT,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
LQTY,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
LQTY,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
LQTY,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
LQTY,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
LQTY,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
LQTY,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
LUNA,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
LUNA,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
LUNA,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
LUNA,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
LUNA,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
LUNA,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MAGIC,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MAGIC,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MAGIC,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MAGIC,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MAGIC,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MAGIC,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MANA,60,audit_pre,prepared,2952,2952.0,2025-06-04T18:00:00+00:00,2026-08-14T04:00:00+00:00,
MANA,60,audit_seen,prepared,1656,1656.0,2025-06-04T18:00:00+00:00,2026-08-14T04:00:00+00:00,
MANA,60,external_recent,prepared,796,796.0,2025-06-04T18:00:00+00:00,2026-08-14T04:00:00+00:00,
MANA,240,audit_pre,prepared,738,738.0,2025-06-04T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MANA,240,audit_seen,prepared,414,414.0,2025-06-04T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MANA,240,external_recent,prepared,199,199.0,2025-06-04T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MASK,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MASK,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MASK,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MASK,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MASK,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MASK,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
ME,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
ME,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
ME,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
ME,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
ME,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
ME,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MEGA,60,audit_pre,prepared,84,0.0,2026-04-30T12:00:00+00:00,2026-08-14T04:00:00+00:00,
MEGA,60,audit_seen,prepared,1656,1190.0,2026-04-30T12:00:00+00:00,2026-08-14T04:00:00+00:00,
MEGA,60,external_recent,prepared,796,796.0,2026-04-30T12:00:00+00:00,2026-08-14T04:00:00+00:00,
MEGA,240,audit_pre,prepared,21,0.0,2026-04-30T12:00:00+00:00,2026-08-14T04:00:00+00:00,
MEGA,240,audit_seen,prepared,414,0.0,2026-04-30T12:00:00+00:00,2026-08-14T04:00:00+00:00,
MEGA,240,external_recent,prepared,199,84.0,2026-04-30T12:00:00+00:00,2026-08-14T04:00:00+00:00,
MEME,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MEME,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MEME,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MEME,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MEME,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MEME,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MERL,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MERL,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MERL,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MERL,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MERL,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MERL,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MET,60,audit_pre,prepared,2952,2952.0,2025-10-10T09:00:00+00:00,2026-08-14T04:00:00+00:00,
MET,60,audit_seen,prepared,1656,1656.0,2025-10-10T09:00:00+00:00,2026-08-14T04:00:00+00:00,
MET,60,external_recent,prepared,796,796.0,2025-10-10T09:00:00+00:00,2026-08-14T04:00:00+00:00,
MET,240,audit_pre,prepared,738,683.0,2025-10-10T12:00:00+00:00,2026-08-14T04:00:00+00:00,
MET,240,audit_seen,prepared,414,414.0,2025-10-10T12:00:00+00:00,2026-08-14T04:00:00+00:00,
MET,240,external_recent,prepared,199,199.0,2025-10-10T12:00:00+00:00,2026-08-14T04:00:00+00:00,
METIS,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
METIS,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
METIS,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
METIS,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
METIS,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
METIS,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MEW,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MEW,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MEW,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MEW,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MEW,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MEW,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MINA,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MINA,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MINA,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MINA,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MINA,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MINA,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MMT,60,audit_pre,prepared,2952,2952.0,2025-11-04T13:00:00+00:00,2026-08-14T04:00:00+00:00,
MMT,60,audit_seen,prepared,1656,1656.0,2025-11-04T13:00:00+00:00,2026-08-14T04:00:00+00:00,
MMT,60,external_recent,prepared,796,796.0,2025-11-04T13:00:00+00:00,2026-08-14T04:00:00+00:00,
MMT,240,audit_pre,prepared,738,532.0,2025-11-04T16:00:00+00:00,2026-08-14T04:00:00+00:00,
MMT,240,audit_seen,prepared,414,414.0,2025-11-04T16:00:00+00:00,2026-08-14T04:00:00+00:00,
MMT,240,external_recent,prepared,199,199.0,2025-11-04T16:00:00+00:00,2026-08-14T04:00:00+00:00,
MON,60,audit_pre,prepared,2952,2952.0,2025-10-10T08:00:00+00:00,2026-08-14T04:00:00+00:00,
MON,60,audit_seen,prepared,1656,1656.0,2025-10-10T08:00:00+00:00,2026-08-14T04:00:00+00:00,
MON,60,external_recent,prepared,796,796.0,2025-10-10T08:00:00+00:00,2026-08-14T04:00:00+00:00,
MON,240,audit_pre,prepared,738,684.0,2025-10-10T08:00:00+00:00,2026-08-14T04:00:00+00:00,
MON,240,audit_seen,prepared,414,414.0,2025-10-10T08:00:00+00:00,2026-08-14T04:00:00+00:00,
MON,240,external_recent,prepared,199,199.0,2025-10-10T08:00:00+00:00,2026-08-14T04:00:00+00:00,
MOODENG,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MOODENG,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MOODENG,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MOODENG,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MOODENG,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MOODENG,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MORPHO,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MORPHO,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MORPHO,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MORPHO,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MORPHO,240,audit_seen,prepared,414,414.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MORPHO,240,external_recent,prepared,199,199.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
MOVE,60,audit_pre,prepared,2952,2952.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MOVE,60,audit_seen,prepared,1656,1656.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MOVE,60,external_recent,prepared,796,796.0,2025-06-03T17:00:00+00:00,2026-08-14T04:00:00+00:00,
MOVE,240,audit_pre,prepared,738,738.0,2025-06-03T20:00:00+00:00,2026-08-14T04:00:00+00:00,
