stream_key,venue,symbol,asset,timeframe_min,local_i,signal_i,signal_bar_open,side,base_asset,scheduled_open_utc,v9_bundle_allowed,v9_bundle_reasons,v8,v9,strategy_version,asset_type,signal_atr_pct,reference_price,reference_initial_stop,reference_initial_risk,reference_cost_r,risk_basis,available_at,event_key,reference_risk_fraction,atr_fraction,risk_atr,volume_ratio,expansion,body_fraction,close_location,rope_width_atr,past_width_atr,rope_distance_atr,breakout20_atr,momentum20_atr,momentum60_atr,trend_slope20_atr,trend_alignment,atr_relative100,volatility_ratio20_100,efficiency20,prior_range20_atr,volume_trend20,entry_i,entry_time,valid_entry,censored,label_gt10,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,mfe_r,exit_time_precision,quarter,bucket,cohort,pair_id,episode_id,repeat,visual_id,sheet_no,sheet_position,rank
okx_60m_8248d272437179f5,okx,MAGIC-USDT-SWAP,MAGIC,60,5410,14338,2025-04-18 10:00:00+00:00,1,MAGIC,2025-04-18 11:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0176504357344866,0.0757,0.07243,0.0032699999999999,0.0462996941896025,confirmation_close_reference_not_fill,2025-04-18 11:00:00+00:00,okx_60m_8248d272437179f5:14338:1,0.0431968295904887,0.0176504357344866,2.4473520223689342,3.6087987155079224,0.7342172190173996,-0.1000000000000027,0.6000000000000028,1.0089388530825691,1.7993178244333718,1.8176155213761616,-3.966656183044455,4.116341322027269,3.667285905078838,0.319020944191188,0.5,1.1175105914259225,1.0338257977507392,0.4471544715447146,8.232682644054528,5.865583923416439,14339,2025-04-18 11:00:00+00:00,True,False,True,0.0757,0.07243,0.0032699999999999,0.0431968295904887,14464,2025-04-23 16:00:00+00:00,0.2002,trailing_stop,1.6446499339498015,1.642649933949802,38.0733944954129,38.0270948012233,61.0091743119267,bar_open_or_intrabar_window,2025Q2,2,winner_gt10,P0431,MAGIC:1,False,V0057,8,1,24
binance_60m_31038877cede2224,binance,MAGICUSDT,MAGIC,60,5410,14338,2025-04-18 10:00:00+00:00,1,MAGIC,2025-04-18 11:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0178707572454873,0.0756,0.07232,0.0032799999999999,0.0460975609756098,confirmation_close_reference_not_fill,2025-04-18 11:00:00+00:00,binance_60m_31038877cede2224:14338:1,0.0433862433862432,0.0178707572454873,2.4277786772129626,2.4667434967755417,0.725672817893822,0.0,0.5,0.9730710702427182,1.7646140431776427,1.7581799416218713,-3.9229350576916873,3.9229350576916873,3.552846844701905,0.2982070539778523,0.5,1.1266510305675057,1.0454314172094867,0.4173228346456686,8.141940685775198,4.628699813538027,14339,2025-04-18 11:00:00+00:00,True,False,True,0.0756,0.07232,0.0032799999999999,0.0433862433862432,14464,2025-04-23 16:00:00+00:00,0.19898,trailing_stop,1.632010582010582,1.6300105820105824,37.615853658536686,37.56975609756108,60.48780487804895,bar_open_or_intrabar_window,2025Q2,2,winner_gt10,P0222,MAGIC:1,False,V0458,58,2,25
binance_60m_31038877cede2224,binance,MAGICUSDT,MAGIC,60,5424,14352,2025-04-19 00:00:00+00:00,1,MAGIC,2025-04-19 01:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0147926392933929,0.0777,0.07447,0.0032299999999999,0.0481114551083591,confirmation_close_reference_not_fill,2025-04-19 01:00:00+00:00,binance_60m_31038877cede2224:14352:1,0.0415701415701415,0.0147926392933929,2.810190983884039,3.020471382978854,2.168012558910358,0.4782608695652197,0.8695652173913064,2.289624129800263,1.7621600831828064,2.0576166182308904,-2.784090138832483,4.437143658764283,5.394174643987954,1.468360355930724,0.75,0.9769705227931006,1.0630741545882836,0.4857142857142866,8.004259149143401,0.6866499758802268,14353,2025-04-19 01:00:00+00:00,True,False,True,0.0777,0.07447,0.0032299999999999,0.0415701415701415,14464,2025-04-23 16:00:00+00:00,0.19898,trailing_stop,1.560875160875161,1.5588751608751612,37.547987616099114,37.49987616099076,60.7739938080496,bar_open_or_intrabar_window,2025Q2,2,winner_gt10,P0223,MAGIC:1,False,V0690,87,2,26
binance_60m_29e67266a4abbc7a,binance,GUNUSDT,GUN,60,6646,6646,2026-01-02 11:00:00+00:00,1,GUN,2026-01-02 12:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0086522201976525,0.01141,0.0112,0.00021,0.1086666666666666,confirmation_close_reference_not_fill,2026-01-02 12:00:00+00:00,binance_60m_29e67266a4abbc7a:6646:1,0.0184049079754601,0.0086522201976525,2.127189039924521,1.7935617112136932,1.349726354239848,0.0,0.6153846153846174,1.521189583296447,1.0577762581817356,1.1107847922927088,-0.2025894323737555,1.5194207428032367,1.0129471618688128,0.8355597412563687,0.75,0.8628586326046529,0.7636209790352319,0.2000000000000009,3.1401362017933336,1.2212908852338542,6647,2026-01-02 12:00:00+00:00,True,False,True,0.01141,0.0112,0.00021,0.0184049079754601,6790,2026-01-08 11:00:00+00:00,0.019143,trailing_stop,0.6777388255915864,0.6757388255915864,36.8238095238095,36.71514285714284,54.99999999999998,bar_open_or_intrabar_window,2026Q1,1,winner_gt10,P0221,GUN:1,False,V0413,52,5,27
okx_60m_8248d272437179f5,okx,MAGIC-USDT-SWAP,MAGIC,60,5424,14352,2025-04-19 00:00:00+00:00,1,MAGIC,2025-04-19 01:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0144133191924514,0.0778,0.07447,0.0033299999999999,0.0467267267267269,confirmation_close_reference_not_fill,2025-04-19 01:00:00+00:00,okx_60m_8248d272437179f5:14352:1,0.0428020565552697,0.0144133191924514,2.9696183081608276,3.807358095916202,2.3460433023705916,0.4999999999999971,0.8749999999999963,2.369154946550754,1.807452724197815,2.1625598790660745,-2.8536872630975116,4.637241802533441,5.618196799223211,1.5171681769748595,0.75,0.955536401044312,1.049708138769344,0.4905660377358481,8.204350881405325,0.6303900311352936,14353,2025-04-19 01:00:00+00:00,True,False,True,0.0778,0.07447,0.0033299999999999,0.0428020565552697,14464,2025-04-23 16:00:00+00:00,0.2002,trailing_stop,1.573264781491003,1.5712647814910032,36.75675675675692,36.7100300300302,59.27927927927954,bar_open_or_intrabar_window,2025Q2,2,winner_gt10,P0432,MAGIC:1,False,V0558,70,6,28
binance_30m_0f1035d8987b9127,binance,COTIUSDT,COTI,30,33020,50996,2026-07-27 10:00:00+00:00,1,COTI,2026-07-27 10:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.00638929792079,0.007533,0.007331,0.0002019999999999,0.0745841584158416,confirmation_close_reference_not_fill,2026-07-27 10:30:00+00:00,binance_30m_0f1035d8987b9127:50996:1,0.0268153458117615,0.00638929792079,4.1969158652795455,3.2093658466459414,2.00401440973026,0.7444444444444389,0.8555555555555553,1.008531056835286,1.120426098614056,2.4733162224869707,0.4986434691421185,3.012637626067005,2.8048695139244435,0.2807938615276868,1.0,1.291355843948528,1.016214284945621,0.3805774278215259,3.739826018565943,1.8483132241135627,50997,2026-07-27 10:30:00+00:00,True,False,True,0.007536,0.007331,0.000205,0.0272027600849257,51138,2026-07-30 09:00:00+00:00,0.0149749999999999,trailing_stop,0.9871284501061568,0.9851284501061568,36.28780487804871,36.2142829268292,63.18536585365843,bar_open_or_intrabar_window,2026Q3,1,winner_gt10,P0028,COTI:1,False,V0384,48,8,29
okx_30m_c6ae034ae3427cc7,okx,IOTA-USDT-SWAP,IOTA,30,34097,52073,2026-08-18 20:30:00+00:00,1,IOTA,2026-08-18 21:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0055483136422818,0.03259,0.03222,0.0003699999999999,0.1761621621621643,confirmation_close_reference_not_fill,2026-08-18 21:00:00+00:00,okx_30m_c6ae034ae3427cc7:52073:1,0.0113531758208037,0.0055483136422818,2.046239011126724,2.3208874957745613,0.8770917860576963,-0.3749999999999837,0.4375000000000027,0.9478314157400156,1.1512079669144066,1.2421973637361845,-1.6038089546669043,2.765187852873989,-0.6083413276322713,0.2247332617690045,0.5,1.22234992680412,1.0393789242676057,0.2525252525252497,5.9728057622077975,3.2447681386558496,52074,2026-08-18 21:00:00+00:00,True,False,True,0.03258,0.03222,0.0003599999999999,0.0110497237569058,52234,2026-08-22 05:00:00+00:00,0.04555,trailing_stop,0.3980969920196442,0.3960969920196442,36.027777777778574,35.84677777777857,45.52777777777876,bar_open_or_intrabar_window,2026Q3,1,winner_gt10,P0389,IOTA:4,False,V0705,89,1,30
binance_30m_776082184f661029,binance,IOTAUSDT,IOTA,30,34097,52073,2026-08-18 20:30:00+00:00,1,IOTA,2026-08-18 21:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0056638804961486,0.0326,0.03223,0.0003699999999999,0.1762162162162184,confirmation_close_reference_not_fill,2026-08-18 21:00:00+00:00,binance_30m_776082184f661029:52073:1,0.0113496932515336,0.0056638804961486,2.00387230261147,2.054136369042396,0.800822980416005,-0.400000000000037,0.3999999999999907,0.9348345097413868,1.1199437938041672,1.2306112803329006,-1.67892003732317,2.8162529658323696,-0.6499045305767123,0.2198017258655977,0.5,1.220244926719189,1.032988335475503,0.2626262626262621,6.119934329597264,1.776822099014023,52074,2026-08-18 21:00:00+00:00,True,False,True,0.0326,0.03223,0.0003699999999999,0.0113496932515336,52234,2026-08-22 05:00:00+00:00,0.04555,trailing_stop,0.3972392638036812,0.3952392638036812,35.00000000000046,34.82378378378424,44.48648648648705,bar_open_or_intrabar_window,2026Q3,1,winner_gt10,P0109,IOTA:4,False,V0797,100,5,31
binance_60m_eae066d41d3d3769,binance,PROMUSDT,PROM,60,10778,10778,2026-04-09 15:00:00+00:00,1,PROM,2026-04-09 16:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0116660556279343,1.047,1.015,0.0319999999999998,0.0654375000000003,confirmation_close_reference_not_fill,2026-04-09 16:00:00+00:00,binance_60m_eae066d41d3d3769:10778:1,0.0305635148042023,0.0116660556279343,2.619867055238273,2.1232281906700017,0.7222175706316821,0.1111111111110974,0.2222222222222195,0.6911071825578313,0.3437389628110469,1.464825081648676,-0.1637416909523932,2.4561253642858976,2.0467711369049058,0.146547310583035,0.75,1.2091745682808592,1.0810333015446063,0.2631578947368421,3.60231720095265,2.3922535012224246,10779,2026-04-09 16:00:00+00:00,True,False,True,1.048,1.015,0.0329999999999999,0.0314885496183205,11140,2026-04-24 17:00:00+00:00,2.172,trailing_stop,1.0725190839694658,1.070519083969466,34.060606060606155,33.99709090909101,55.87878787878801,bar_open_or_intrabar_window,2026Q2,2,winner_gt10,P0280,PROM:3,False,V0527,66,7,32
binance_60m_50a4feedf125226d,binance,LYNUSDT,LYN,60,2897,2897,2026-02-04 01:00:00+00:00,1,LYN,2026-02-04 02:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0219106390044824,0.11889,0.11347,0.0054199999999999,0.0438708487084872,confirmation_close_reference_not_fill,2026-02-04 02:00:00+00:00,binance_60m_50a4feedf125226d:2897:1,0.045588358987299,0.0219106390044824,2.080649449702156,0.9091762595305726,0.6513216927219898,0.4885057471264293,0.7816091954022965,0.8614260790805536,0.6102457380031115,1.9752182629242157,-0.3071069298453412,4.579732091318598,1.7428318268722929,0.334294863996832,0.75,0.974138948501422,1.027050945806784,0.4459813084112148,5.06342550582501,0.9523396621318584,2898,2026-02-04 02:00:00+00:00,True,False,True,0.11895,0.11347,0.0054799999999999,0.046069777217318,3462,2026-02-27 14:00:00+00:00,0.30017,trailing_stop,1.5234972677595633,1.5214972677595635,33.06934306569353,33.02593065693441,42.1624087591242,bar_open_or_intrabar_window,2026Q1,3,winner_gt10,P0232,LYN:2,False,V0059,8,3,33
okx_30m_87cd3ceb632a17b6,okx,ZETA-USDT-SWAP,ZETA,30,9378,19907,2025-03-21 21:00:00+00:00,1,ZETA,2025-03-21 21:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0072869059682806,0.2172,0.21403,0.0031699999999999,0.1370347003154583,confirmation_close_reference_not_fill,2025-03-21 21:30:00+00:00,okx_30m_87cd3ceb632a17b6:19907:1,0.0145948434622466,0.0072869059682806,2.002886207915541,0.6135281957598192,0.8102397556315896,0.538461538461545,0.7692307692307725,2.1534712382688355,2.609327230737566,0.7655616578099936,0.2527301208726324,5.117784947670658,0.0631825302181668,-0.5719376478398637,0.0,0.9030658303481608,0.8727135809988525,0.5159235668789809,5.433697598761439,0.6956396327099659,19908,2025-03-21 21:30:00+00:00,True,False,True,0.2171,0.21403,0.0030699999999999,0.0141409488714876,19983,2025-03-23 11:00:00+00:00,0.31669,trailing_stop,0.4587286964532475,0.4567286964532475,32.439739413681195,32.298306188925494,58.85993485342093,bar_open_or_intrabar_window,2025Q1,1,winner_gt10,P0373,ZETA:3,False,V0025,4,1,34
okx_60m_ed8aa5c46e99ac6f,okx,WLD-USDT-SWAP,WLD,60,8768,17696,2025-09-05 08:00:00+00:00,1,WLD,2025-09-05 09:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0105579901145187,0.8918,0.8695,0.0222999999999999,0.0799820627802691,confirmation_close_reference_not_fill,2025-09-05 09:00:00+00:00,okx_60m_ed8aa5c46e99ac6f:17696:1,0.0250056066382596,0.0105579901145187,2.368405952935428,1.2438762846628146,1.3139142632468357,-0.8016528925619778,0.1404958677685979,1.4603220278666609,1.6426339090689546,0.5225541668106778,-1.4019263936658135,0.8602730142949314,0.509791415878481,-0.677569123156472,0.25,1.0034901594342407,0.9077386176588736,0.0868167202572345,4.704949942378455,0.7255187881457361,17697,2025-09-05 09:00:00+00:00,True,False,True,0.8919,0.8695,0.0223999999999999,0.0251149231976678,17847,2025-09-11 15:00:00+00:00,1.6086,trailing_stop,0.8035654221325261,0.8015654221325261,31.99553571428575,31.91590178571432,59.29017857142864,bar_open_or_intrabar_window,2025Q3,2,winner_gt10,P0446,WLD:4,False,V0505,64,1,35
binance_60m_3e251385ecf2b6c0,binance,WLDUSDT,WLD,60,8768,17696,2025-09-05 08:00:00+00:00,1,WLD,2025-09-05 09:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0106937989430312,0.892,0.8694000000000001,0.0225999999999999,0.0789380530973452,confirmation_close_reference_not_fill,2025-09-05 09:00:00+00:00,binance_60m_3e251385ecf2b6c0:17696:1,0.0253363228699551,0.0106937989430312,2.369253714692838,1.4737575290917342,1.3188263947447108,-0.7886178861788576,0.1544715447154484,1.445287640591918,1.626642156807155,0.5261201516558287,-1.3733284806405417,0.8701241518562183,0.4822374817516456,-0.6719018023109968,0.25,1.0052884168168226,0.9168778890595536,0.087276550998948,4.644156617738625,0.5485274327620623,17697,2025-09-05 09:00:00+00:00,True,False,True,0.8919,0.8694000000000001,0.0224999999999999,0.0252270433905145,17847,2025-09-11 15:00:00+00:00,1.6103,trailing_stop,0.8054714654109205,0.8034714654109205,31.92888888888894,31.84960888888894,60.4711111111112,bar_open_or_intrabar_window,2025Q3,2,winner_gt10,P0229,WLD:4,False,V0396,50,4,36
binance_30m_7a45c05822f546d7,binance,ZETAUSDT,ZETA,30,9378,19849,2025-03-21 21:00:00+00:00,1,ZETA,2025-03-21 21:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.007693716532623,0.2171,0.21375,0.0033499999999999,0.1296119402985088,confirmation_close_reference_not_fill,2025-03-21 21:30:00+00:00,binance_30m_7a45c05822f546d7:19849:1,0.0154306771073236,0.007693716532623,2.0056206960438576,0.945038648562159,0.8910504796973775,0.5333333333333297,0.7999999999999852,2.0729736298662194,2.53919293375596,0.7229214896934282,0.2993463725438628,4.909280509719337,0.0,-0.5604626346189016,0.0,0.9226371706366868,0.9290665873786484,0.4939759036144585,5.088888333245651,0.9282835667510492,19850,2025-03-21 21:30:00+00:00,True,False,True,0.2171,0.21375,0.0033499999999999,0.0154306771073236,19913,2025-03-23 05:00:00+00:00,0.32141,trailing_stop,0.4804698295716261,0.4784698295716261,31.13731343283616,31.00770149253765,55.34328358209016,bar_open_or_intrabar_window,2025Q1,1,winner_gt10,P0111,ZETA:3,False,V0117,15,5,37
okx_30m_58b4cb151aeddcb3,okx,KGEN-USDT-SWAP,KGEN,30,4129,4129,2026-01-12 05:30:00+00:00,1,KGEN,2026-01-12 06:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0055583538444511,0.20327,0.201,0.0022699999999999,0.1790925110132163,confirmation_close_reference_not_fill,2026-01-12 06:00:00+00:00,okx_30m_58b4cb151aeddcb3:4129:1,0.0111674128007083,0.0055583538444511,2.009122325282819,0.9244596618874384,0.6925091457220716,0.0624999999999934,0.3500000000000052,0.5173883563312439,0.6760262069007562,1.350416847980872,-0.1239106279910122,2.991556590068693,2.894198239504328,0.2298031594112642,0.5,1.0963210000546952,0.9086719944712156,0.3967136150234722,4.451931848534193,1.3259148298737429,4130,2026-01-12 06:00:00+00:00,True,False,True,0.20305,0.201,0.0020499999999999,0.0100960354592464,4344,2026-01-16 17:00:00+00:00,0.2665,trailing_stop,0.3124846097020439,0.3104846097020439,30.95121951219519,30.75312195121958,47.634146341463506,bar_open_or_intrabar_window,2026Q1,1,winner_gt10,P0356,KGEN:2,False,V0069,9,5,38
okx_30m_ad5e885f122768f2,okx,PEPE-USDT-SWAP,PEPE,30,34129,52105,2026-08-19 12:30:00+00:00,1,PEPE,2026-08-19 13:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0048937218021723,2.616e-06,2.573e-06,4.299999999999984e-08,0.1216744186046516,confirmation_close_reference_not_fill,2026-08-19 13:00:00+00:00,okx_30m_ad5e885f122768f2:52105:1,0.0164373088685014,0.0048937218021723,3.3588564150101226,3.850710239779297,1.3622830414913203,0.2352941176470515,0.2941176470588206,0.6126400261770552,0.7653290042114788,1.7333519350044253,-0.0781129398839624,2.2652752566347467,4.921115212689273,0.3234182662961863,0.75,0.9365306271121544,0.7531742168857485,0.2566371681415924,3.3588564150101554,1.0365391952572418,52106,2026-08-19 13:00:00+00:00,True,False,True,2.616e-06,2.573e-06,4.299999999999984e-08,0.0164373088685014,52234,2026-08-22 05:00:00+00:00,3.938e-06,trailing_stop,0.5053516819571866,0.5033516819571866,30.744186046511743,30.62251162790709,45.20930232558157,bar_open_or_intrabar_window,2026Q3,0,winner_gt10,P0386,PEPE:1,False,V0202,26,2,39
binance_60m_d2999db0b93e9f0d,binance,VELVETUSDT,VELVET,60,7756,7756,2026-06-03 14:00:00+00:00,1,VELVET,2026-06-03 15:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0236153426560013,0.10277,0.0965,0.0062699999999999,0.0327814992025518,confirmation_close_reference_not_fill,2026-06-03 15:00:00+00:00,binance_60m_d2999db0b93e9f0d:7756:1,0.0610100223800719,0.0236153426560013,2.583490880009212,10.258885701506532,2.7093656522546503,-0.295221843003412,0.2474402730375436,1.263329120466511,0.6807664698763797,2.099810137021292,-0.8282004256488855,4.182206129520498,2.249738469673097,0.6873286577253005,1.0,1.512354983679513,1.0611778973717971,0.4891566265060249,5.331797765122679,0.6828055590982003,7757,2026-06-03 15:00:00+00:00,True,False,True,0.1027,0.0965,0.0061999999999999,0.0603700097370983,7892,2026-06-09 06:00:00+00:00,0.2907,trailing_stop,1.8305744888023372,1.8285744888023376,30.32258064516131,30.28945161290325,47.6193548387097,bar_open_or_intrabar_window,2026Q2,3,winner_gt10,P0273,VELVET:2,False,V0473,60,1,40
okx_30m_00d54ed71b9c8447,okx,SPX-USDT-SWAP,SPX,30,19119,19119,2026-08-19 13:00:00+00:00,1,SPX,2026-08-19 13:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0053996920834988,0.3251,0.3206,0.0045,0.1444888888888887,confirmation_close_reference_not_fill,2026-08-19 13:30:00+00:00,okx_30m_00d54ed71b9c8447:19119:1,0.0138418948015995,0.0053996920834988,2.5634600246742987,5.443667811870632,1.342242197390051,0.6521739130434877,0.913043478260878,1.6548287319392672,1.3184394004231017,2.2088751830281725,0.2848288916304776,3.474912477891821,6.095338280892209,0.9762429747568808,1.0,0.9850324317064144,0.930909768309414,0.3297297297297301,4.329399152783254,0.6873593176163961,19120,2026-08-19 13:30:00+00:00,True,False,True,0.3249,0.3206,0.0043,0.0132348414896892,19247,2026-08-22 05:00:00+00:00,0.4537,trailing_stop,0.3964296706678978,0.3944296706678978,29.95348837209285,29.802372093023077,39.6976744186044,bar_open_or_intrabar_window,2026Q3,1,winner_gt10,P0326,SPX:4,False,V0182,23,6,41
binance_30m_b1b2bb9e634c344f,binance,VETUSDT,VET,30,34131,52107,2026-08-19 13:30:00+00:00,1,VET,2026-08-19 14:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0035590782831226,0.004474,0.0044269999999999,4.700000000000017e-05,0.1903829787234035,confirmation_close_reference_not_fill,2026-08-19 14:00:00+00:00,binance_30m_b1b2bb9e634c344f:52107:1,0.0105051408135896,0.0035590782831226,2.951646459535792,7.415387272968955,1.4955501580039856,0.2173913043478129,0.7826086956521493,0.8793871717575364,0.8500340683636632,2.809124219520448,0.2512039540030241,3.202850413538816,4.6472731490563,0.1583841915261916,0.5,1.0862681952847413,0.9886777015082056,0.346938775510206,6.594103792579941,2.3702449957611464,52108,2026-08-19 14:00:00+00:00,True,False,True,0.004473,0.0044269999999999,4.60000000000009e-05,0.0102839257768837,52234,2026-08-22 05:00:00+00:00,0.005843,trailing_stop,0.3062821372680526,0.3042821372680526,29.782608695651582,29.588130434782023,37.23913043478186,bar_open_or_intrabar_window,2026Q3,0,winner_gt10,P0160,VET:5,False,V0502,63,6,42
binance_60m_3863b3a1f71db9dd,binance,ALPINEUSDT,ALPINE,60,3388,3388,2025-09-24 14:00:00+00:00,1,ALPINE,2025-09-24 15:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0145945357806932,2.0466,1.9638,0.0828000000000002,0.0494347826086955,confirmation_close_reference_not_fill,2025-09-24 15:00:00+00:00,binance_60m_3863b3a1f71db9dd:3388:1,0.0404573438874231,0.0145945357806932,2.7720884374371884,2.10822575293217,0.8090563979746571,0.2530612244898023,0.4081632653061287,0.7112483070264528,0.4070806952396154,1.5774265197477484,-1.787796166173251,1.8313192938141831,1.3760004200322289,0.1865912524454761,1.0,1.4096845903739923,1.4681478671553057,0.1738163330155705,5.001811745810573,2.2303472097027464,3389,2025-09-24 15:00:00+00:00,True,False,True,2.0467,1.9638,0.0828999999999999,0.0405042263155323,3461,2025-09-27 15:00:00+00:00,4.4888,trailing_stop,1.1931890360091857,1.191189036009186,29.458383594692418,29.40900603136311,50.15802171290712,bar_open_or_intrabar_window,2025Q3,2,winner_gt10,P0227,ALPINE:2,False,V0346,44,2,43
okx_30m_6d3a7286a9b9cc51,okx,RAY-USDT-SWAP,RAY,30,34937,43532,2026-09-05 08:30:00+00:00,1,RAY,2026-09-05 09:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0065655015893907,0.8347,0.8237,0.011,0.1517636363636362,confirmation_close_reference_not_fill,2026-09-05 09:00:00+00:00,okx_30m_6d3a7286a9b9cc51:43532:1,0.0131783874445908,0.0065655015893907,2.00721715853148,0.2440677966101695,0.3658382715940944,0.1428571428571277,1.0,1.1579817704670192,1.1485292416161972,1.0887202349137353,-1.2408251525467369,4.0326817457768795,-0.072989714855682,0.481011624320679,1.0,0.7246283190589902,0.6685353419954341,0.3547351524879589,5.437733756748922,2.3380145278450364,43533,2026-09-05 09:00:00+00:00,True,False,True,0.8351,0.8237,0.0113999999999999,0.0136510597533229,43623,2026-09-07 06:00:00+00:00,1.1685,trailing_stop,0.3992336247156032,0.3972336247156032,29.245614035087826,29.099105263158,53.263157894737,bar_open_or_intrabar_window,2026Q3,1,winner_gt10,P0360,RAY:5,False,V0063,8,7,44
okx_30m_91cf2f1b1a275efe,okx,ATH-USDT-SWAP,ATH,30,17556,21700,2025-09-08 06:00:00+00:00,1,ATH,2025-09-08 06:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0041753834607324,0.03072,0.0302939999999999,0.000426,0.1442253521126751,confirmation_close_reference_not_fill,2025-09-08 06:30:00+00:00,okx_30m_91cf2f1b1a275efe:21700:1,0.0138671875,0.0041753834607324,3.321176996176414,1.6847853065276743,1.1848708984305798,0.2666666666666775,0.8000000000000093,1.7878479755516212,0.847325865911284,2.818401027361272,0.1559238026373829,6.392875908132972,5.535294993627338,1.0309396361156429,1.0,1.1248945869925644,1.169413175828973,0.539473684210527,6.704723513407765,1.1116902457185405,21701,2025-09-08 06:30:00+00:00,True,False,True,0.03072,0.0302939999999999,0.000426,0.0138671875,21737,2025-09-09 00:30:00+00:00,0.0428539999999999,trailing_stop,0.3949869791666665,0.3929869791666665,28.483568075117173,28.3393427230045,56.43192488262875,bar_open_or_intrabar_window,2025Q3,0,winner_gt10,P0377,ATH:2,False,V0468,59,4,45
okx_30m_fcc8e422421288c5,okx,NEO-USDT-SWAP,NEO,30,34117,52093,2026-08-19 06:30:00+00:00,1,NEO,2026-08-19 07:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0044070616939806,1.696,1.679,0.0169999999999999,0.199529411764707,confirmation_close_reference_not_fill,2026-08-19 07:00:00+00:00,okx_30m_fcc8e422421288c5:52093:1,0.0100235849056603,0.0044070616939806,2.274437165095937,1.2197183098591549,0.3837023966927247,0.0,0.666666666666642,1.1539790935205567,1.0951945398499927,1.1371818742599005,-0.1337904214762473,2.0068563221434723,2.542018008048402,0.5197082423826521,1.0,1.065705134719231,0.9074597093160338,0.2112676056338002,2.274437165095967,1.0394366197183098,52094,2026-08-19 07:00:00+00:00,True,False,True,1.695,1.679,0.016,0.0094395280235988,52234,2026-08-22 05:00:00+00:00,2.151,trailing_stop,0.2690265486725665,0.2670265486725665,28.499999999999982,28.288124999999987,36.24999999999996,bar_open_or_intrabar_window,2026Q3,0,winner_gt10,P0412,NEO:1,False,V0717,90,5,46
binance_30m_a4eefd9097db76cd,binance,RAYSOLUSDT,RAYSOL,30,30425,30425,2026-09-05 08:30:00+00:00,1,RAYSOL,2026-09-05 09:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0069424461320171,0.8349,0.8233,0.0115999999999999,0.1439482758620696,confirmation_close_reference_not_fill,2026-09-05 09:00:00+00:00,binance_30m_a4eefd9097db76cd:30425:1,0.0138938795065276,0.0069424461320171,2.001294535430649,0.1524207624692629,0.4818046791449351,0.1724137931034284,0.8965517241379046,1.074821784319466,1.0827050853472666,1.1090901268705673,-1.3629505887846758,3.933578914467145,-0.1035152345912487,0.4667962161540452,1.0,0.7200797128564118,0.6852728805812017,0.3584905660377367,5.451802355138684,1.2476206552704072,30426,2026-09-05 09:00:00+00:00,True,False,True,0.8351,0.8233,0.0117999999999999,0.014130044306071,30516,2026-09-07 06:00:00+00:00,1.1702,trailing_stop,0.401269309064783,0.399269309064783,28.39830508474597,28.256762711864617,51.44915254237322,bar_open_or_intrabar_window,2026Q3,1,winner_gt10,P0150,RAYSOL:4,False,V0161,21,1,47
