id,bb_length,bb_mult,stop_fraction,stoch_length,k_smooth,d_smooth,oversold,eligible,neighborhood_median_usdt,worst_net_mark,tv_stats_total_entries,tv_stats_natural,tv_stats_censored,tv_stats_wins,tv_stats_losses,tv_stats_win_rate,tv_stats_gross_r,tv_stats_net_r,tv_stats_mean_net_r,tv_stats_profit_factor,tv_stats_avg_win_r,tv_stats_avg_loss_r,tv_stats_max_realized_drawdown_r,tv_stats_max_realized_drawdown_usdt,tv_stats_max_loss_streak,tv_stats_gross_pnl,tv_stats_fees,tv_stats_net_pnl,tv_stats_partial,tv_stats_mean_hold_hours,tv_stats_boundary_mark_net_r,tv_stats_boundary_mark_net_pnl,tv_stats_ambiguous_bar_count,tv_stats_entries_open_beyond_target,tv_stats_same_open_be_approximations,tv_stats_marketable_be_approximations,tv_stats_cash_profit_factor,tv_equity_net_liquidation_mark_usdt,tv_equity_gross_mark_usdt,tv_equity_close_mtm_drawdown_usdt,tv_equity_close_mtm_drawdown_percent,tv_equity_ending_equity,tv_control_paired_n,tv_control_unpaired_n,tv_control_drawn,tv_control_censored,tv_control_paired_actual_mean_bp,tv_control_random_mean_bp,tv_control_excess_mean_bp,tv_control_month_blocks,tv_control_p,tv_control_all_boundary_mark_excess_bp,adverse_first_stats_total_entries,adverse_first_stats_natural,adverse_first_stats_censored,adverse_first_stats_wins,adverse_first_stats_losses,adverse_first_stats_win_rate,adverse_first_stats_gross_r,adverse_first_stats_net_r,adverse_first_stats_mean_net_r,adverse_first_stats_profit_factor,adverse_first_stats_avg_win_r,adverse_first_stats_avg_loss_r,adverse_first_stats_max_realized_drawdown_r,adverse_first_stats_max_realized_drawdown_usdt,adverse_first_stats_max_loss_streak,adverse_first_stats_gross_pnl,adverse_first_stats_fees,adverse_first_stats_net_pnl,adverse_first_stats_partial,adverse_first_stats_mean_hold_hours,adverse_first_stats_boundary_mark_net_r,adverse_first_stats_boundary_mark_net_pnl,adverse_first_stats_ambiguous_bar_count,adverse_first_stats_entries_open_beyond_target,adverse_first_stats_same_open_be_approximations,adverse_first_stats_marketable_be_approximations,adverse_first_stats_cash_profit_factor,adverse_first_equity_net_liquidation_mark_usdt,adverse_first_equity_gross_mark_usdt,adverse_first_equity_close_mtm_drawdown_usdt,adverse_first_equity_close_mtm_drawdown_percent,adverse_first_equity_ending_equity,adverse_first_control_paired_n,adverse_first_control_unpaired_n,adverse_first_control_drawn,adverse_first_control_censored,adverse_first_control_paired_actual_mean_bp,adverse_first_control_random_mean_bp,adverse_first_control_excess_mean_bp,adverse_first_control_month_blocks,adverse_first_control_p,adverse_first_control_all_boundary_mark_excess_bp
bb200_m2_sl3,200,2.0,0.03,5,3,3,20.0,,,,39,38,1,15,23,0.39473684210526316,-5.001144135109279,-7.537086316239121,-0.19834437674313476,0.6043893349998039,0.7676460704963767,-0.8283381466819467,13.73378511552799,895.5643275999989,5,-355.98019999999894,164.3236626,-520.303862599999,21,21.467105263157897,1.4021599023590556,100.75234000000017,5,0,0,4,0.5820175503902641,-420.6798926000047,-251.67020000000775,921.3224281999865,0.9181600709842204,99579.3201074,34,5,195,4,-67.32608147803553,-60.915437343719624,-6.4106441343159135,2,0.75,5.911791992697476,39,38,1,15,23,0.39473684210526316,-5.001144135109279,-7.537086316239121,-0.19834437674313476,0.6043893349998039,0.7676460704963767,-0.8283381466819467,13.73378511552799,895.5643275999989,5,-355.98019999999894,164.3236626,-520.303862599999,21,21.467105263157897,1.4021599023590556,100.75234000000017,5,0,0,4,0.5820175503902641,-420.6798926000047,-251.67020000000775,921.3224281999865,0.9181600709842204,99579.3201074,34,5,195,4,-67.32608147803553,-60.915437343719624,-6.4106441343159135,2,0.75,5.911791992697476
bb200_m2.5_sl0.75,200,2.5,0.0075,5,3,3,20.0,,,,39,38,1,4,34,0.10526315789473684,-11.251760046204739,-21.39733909438782,-0.5630878709049426,0.503203903018578,5.418331893069705,-1.2667843137254895,34.97332895543441,577.8695552749996,22,-211.7790249999997,164.68720527500003,-376.46623027499965,4,7.304824561403511,5.951059006250087,106.90348500000016,0,0,0,0,0.4641652528123665,-270.6911152750108,-101.32402500000899,591.5452817499754,0.5903255803073859,99729.30888472499,35,4,195,3,-37.702155202259576,-29.773704326699214,-7.928450875560371,2,1.0,-1.5707894677754655,39,38,1,4,34,0.10526315789473684,-11.251760046204739,-21.39733909438782,-0.5630878709049426,0.503203903018578,5.418331893069705,-1.2667843137254895,34.97332895543441,577.8695552749996,22,-211.7790249999997,164.68720527500003,-376.46623027499965,4,7.304824561403511,5.951059006250087,106.90348500000016,0,0,0,0,0.4641652528123665,-270.6911152750108,-101.32402500000899,591.5452817499754,0.5903255803073859,99729.30888472499,35,4,195,3,-37.702155202259576,-30.307877591814357,-7.394277610445228,2,1.0,-1.0914032042105937
