id,bb_length,bb_mult,stop_fraction,stoch_length,k_smooth,d_smooth,oversold,eligible,neighborhood_median_usdt,worst_net_mark,tv_stats_total_entries,tv_stats_natural,tv_stats_censored,tv_stats_wins,tv_stats_losses,tv_stats_win_rate,tv_stats_gross_r,tv_stats_net_r,tv_stats_mean_net_r,tv_stats_profit_factor,tv_stats_avg_win_r,tv_stats_avg_loss_r,tv_stats_max_realized_drawdown_r,tv_stats_max_realized_drawdown_usdt,tv_stats_max_loss_streak,tv_stats_gross_pnl,tv_stats_fees,tv_stats_net_pnl,tv_stats_partial,tv_stats_mean_hold_hours,tv_stats_boundary_mark_net_r,tv_stats_boundary_mark_net_pnl,tv_stats_ambiguous_bar_count,tv_stats_entries_open_beyond_target,tv_stats_same_open_be_approximations,tv_stats_marketable_be_approximations,tv_stats_cash_profit_factor,tv_equity_net_liquidation_mark_usdt,tv_equity_gross_mark_usdt,tv_equity_close_mtm_drawdown_usdt,tv_equity_close_mtm_drawdown_percent,tv_equity_ending_equity,tv_control_paired_n,tv_control_unpaired_n,tv_control_drawn,tv_control_censored,tv_control_paired_actual_mean_bp,tv_control_random_mean_bp,tv_control_excess_mean_bp,tv_control_month_blocks,tv_control_p,tv_control_all_boundary_mark_excess_bp,adverse_first_stats_total_entries,adverse_first_stats_natural,adverse_first_stats_censored,adverse_first_stats_wins,adverse_first_stats_losses,adverse_first_stats_win_rate,adverse_first_stats_gross_r,adverse_first_stats_net_r,adverse_first_stats_mean_net_r,adverse_first_stats_profit_factor,adverse_first_stats_avg_win_r,adverse_first_stats_avg_loss_r,adverse_first_stats_max_realized_drawdown_r,adverse_first_stats_max_realized_drawdown_usdt,adverse_first_stats_max_loss_streak,adverse_first_stats_gross_pnl,adverse_first_stats_fees,adverse_first_stats_net_pnl,adverse_first_stats_partial,adverse_first_stats_mean_hold_hours,adverse_first_stats_boundary_mark_net_r,adverse_first_stats_boundary_mark_net_pnl,adverse_first_stats_ambiguous_bar_count,adverse_first_stats_entries_open_beyond_target,adverse_first_stats_same_open_be_approximations,adverse_first_stats_marketable_be_approximations,adverse_first_stats_cash_profit_factor,adverse_first_equity_net_liquidation_mark_usdt,adverse_first_equity_gross_mark_usdt,adverse_first_equity_close_mtm_drawdown_usdt,adverse_first_equity_close_mtm_drawdown_percent,adverse_first_equity_ending_equity,adverse_first_control_paired_n,adverse_first_control_unpaired_n,adverse_first_control_drawn,adverse_first_control_censored,adverse_first_control_paired_actual_mean_bp,adverse_first_control_random_mean_bp,adverse_first_control_excess_mean_bp,adverse_first_control_month_blocks,adverse_first_control_p,adverse_first_control_all_boundary_mark_excess_bp
bb50_m2_sl1.5,50,2.0,0.015,5,3,3,20.0,True,-103.41885859999456,-110.12067439999373,53,53,0,26,27,0.49056603773584906,3.5195300390180946,-3.540766640260058,-0.06680691774075581,0.87154022663846,0.9239410066410658,-1.0208604745528806,11.173957303889354,415.9041339999997,5,158.87120000000004,268.99187440000003,-110.12067439999997,29,13.066037735849056,0.0,0.0,2,0,0,2,0.8894467333651577,-110.12067439999373,158.87119999999413,418.2290363000211,0.4174301882601272,99889.8793256,53,0,265,0,-10.021037661113374,-33.96041664723114,23.93937898611777,2,0.25,23.93937898611777,53,53,0,26,27,0.49056603773584906,3.5195300390180946,-3.540766640260058,-0.06680691774075581,0.87154022663846,0.9239410066410658,-1.0208604745528806,11.173957303889354,415.9041339999997,5,158.87120000000004,268.99187440000003,-110.12067439999997,29,13.066037735849056,0.0,0.0,2,0,0,2,0.8894467333651577,-110.12067439999373,158.87119999999413,418.2290363000211,0.4174301882601272,99889.8793256,53,0,265,0,-10.021037661113374,-33.96041664723114,23.93937898611777,2,0.25,23.93937898611777
bb50_m2_sl2,50,2.0,0.02,5,3,3,20.0,True,-111.88564149999729,-113.65060860000085,53,53,0,28,25,0.5283018867924528,3.17437889411707,-2.121864963810868,-0.04003518799643147,0.9020844551414956,0.6981604848958568,-0.8668143416357943,9.132259042834175,482.6449656,5,155.3529999999995,269.0036086,-113.65060860000057,34,14.04088050314465,0.0,0.0,5,0,0,4,0.8932801231571691,-113.65060860000085,155.3530000000028,484.13645559998986,0.48303761460832434,99886.3493914,53,0,265,0,-8.007037599286297,-33.254374281204434,25.24733668191813,2,0.25,25.24733668191813,53,53,0,28,25,0.5283018867924528,3.17437889411707,-2.121864963810868,-0.04003518799643147,0.9020844551414956,0.6981604848958568,-0.8668143416357943,9.132259042834175,482.6449656,5,155.3529999999995,269.0036086,-113.65060860000057,34,14.04088050314465,0.0,0.0,5,0,0,4,0.8932801231571691,-113.65060860000085,155.3530000000028,484.13645559998986,0.48303761460832434,99886.3493914,53,0,265,0,-8.007037599286297,-33.254374281204434,25.24733668191813,2,0.25,25.24733668191813
bb50_m2_sl3,50,2.0,0.03,5,3,3,20.0,True,-300.56818944999395,-304.5329228999908,53,52,1,28,24,0.5384615384615384,-0.23263104703074566,-3.6960362629566914,-0.07107762044147484,0.7790557419386926,0.4654403232639045,-0.697015221431084,8.881810376798029,669.4952847999994,5,-7.194699999999898,265.08004289999997,-272.2747428999999,38,15.302884615384615,-0.5219004156954742,-30.2949099999999,9,0,0,8,0.7774746577151611,-304.5329228999908,-35.55469999999332,670.986774799996,0.6694638409979919,99695.46707710001,51,2,265,1,-22.21868540504453,-41.55697340591163,19.338288000867095,2,0.25,16.019262355650675,53,52,1,28,24,0.5384615384615384,-0.23263104703074566,-3.6960362629566914,-0.07107762044147484,0.7790557419386926,0.4654403232639045,-0.697015221431084,8.881810376798029,669.4952847999994,5,-7.194699999999898,265.08004289999997,-272.2747428999999,38,15.302884615384615,-0.5219004156954742,-30.2949099999999,9,0,0,8,0.7774746577151611,-304.5329228999908,-35.55469999999332,670.986774799996,0.6694638409979919,99695.46707710001,51,2,265,1,-22.21868540504453,-42.781456154611334,20.56277074956681,2,0.25,17.19753820817304
bb50_m2_sl4,50,2.0,0.04,5,3,3,20.0,True,-349.72862849999365,-380.56942219998746,49,48,1,26,22,0.5416666666666666,-1.3076741691749625,-3.7048163691304756,-0.0771836743568849,0.717776069479283,0.3624002410304487,-0.5966919379964609,7.094146954511478,706.4953313999994,4,-101.8205999999999,246.49064219999994,-348.3112421999999,38,16.505208333333332,-0.3914253117716056,-30.2949099999999,11,0,0,10,0.7252069988430072,-380.56942219998746,-130.18060000000696,728.5362514000008,0.7268826979695727,99619.43057780001,48,1,245,0,-30.873469742753965,-48.13461850627642,17.261148763522453,2,0.25,12.971317391545368,49,48,1,26,22,0.5416666666666666,-1.3076741691749625,-3.7048163691304756,-0.0771836743568849,0.717776069479283,0.3624002410304487,-0.5966919379964609,7.094146954511478,706.4953313999994,4,-101.8205999999999,246.49064219999994,-348.3112421999999,38,16.505208333333332,-0.3914253117716056,-30.2949099999999,11,0,0,10,0.7252069988430072,-380.56942219998746,-130.18060000000696,728.5362514000008,0.7268826979695727,99619.43057780001,48,1,245,0,-30.873469742753965,-49.852714760103204,18.97924501734924,2,0.25,14.654350456518547
bb50_m2_sl5,50,2.0,0.05,5,3,3,20.0,True,-335.64298699999927,-335.64298699999927,49,48,1,26,22,0.5416666666666666,-0.7184602995074383,-2.6369119573443,-0.054935665778006244,0.7408398812759779,0.28992019282435894,-0.4624925895808015,5.310073907885357,658.5978420000004,4,-56.79000000000053,246.594807,-303.38480700000054,42,16.838541666666668,-0.31314024941728447,-30.2949099999999,15,0,0,14,0.7518556099774828,-335.64298699999927,-85.14999999999418,680.6387620000023,0.679093921152859,99664.357013,48,1,245,0,-27.46783288900313,-52.67870657558465,25.210873686581532,2,0.25,20.75880303046038,49,48,1,26,22,0.5416666666666666,-0.7184602995074383,-2.6369119573443,-0.054935665778006244,0.7408398812759779,0.28992019282435894,-0.4624925895808015,5.310073907885357,658.5978420000004,4,-56.79000000000053,246.594807,-303.38480700000054,42,16.838541666666668,-0.31314024941728447,-30.2949099999999,15,0,0,14,0.7518556099774828,-335.64298699999927,-85.14999999999418,680.6387620000023,0.679093921152859,99664.357013,48,1,245,0,-27.46783288900313,-54.81388616274477,27.346053273741642,2,0.25,22.85040752400498
bb50_m2.5_sl0.3,50,2.5,0.003,5,3,3,20.0,True,-217.7130608150037,-241.58811615000013,29,29,0,4,25,0.13793103448275862,-12.050840614031722,-31.383109522424725,-1.0821761904284388,0.24678729435686886,2.570639286060454,-1.6666266666666618,31.383109522424725,241.58811614999905,10,-98.1899299999991,143.39818615000002,-241.5881161499991,4,3.741379310344827,0.0,0.0,0,0,0,0,0.21379996282330832,-241.58811615000013,-98.18992999999318,257.25958223000634,0.2572192721990124,99758.41188385,29,0,145,0,-32.465285712853166,-19.120466682709434,-13.344819030143736,2,1.0,-13.344819030143736,29,29,0,4,25,0.13793103448275862,-12.050840614031722,-31.383109522424725,-1.0821761904284388,0.24678729435686886,2.570639286060454,-1.6666266666666618,31.383109522424725,241.58811614999905,10,-98.1899299999991,143.39818615000002,-241.5881161499991,4,3.741379310344827,0.0,0.0,0,0,0,0,0.21379996282330832,-241.58811615000013,-98.18992999999318,257.25958223000634,0.2572192721990124,99758.41188385,29,0,145,0,-32.465285712853166,-19.120466682709434,-13.344819030143736,2,1.0,-13.344819030143736
bb50_m2.5_sl0.5,50,2.5,0.005,5,3,3,20.0,True,-160.10829540000123,-160.10829540000123,29,29,0,7,22,0.2413793103448276,-2.3521595639701336,-13.957746058187112,-0.4813015882133487,0.546826426682238,2.406036277401855,-1.4000000000000044,18.325400317159062,228.7975204000009,9,-16.638600000000793,143.4696954,-160.1082954000008,7,5.718390804597702,0.0,0.0,0,0,0,0,0.5701507089298387,-160.10829540000123,-16.63860000000568,260.18635040000663,0.2599262212933013,99839.8917046,29,0,145,0,-24.065079410667437,-25.84602611370041,1.7809467030329729,2,0.25,1.7809467030329729,29,29,0,7,22,0.2413793103448276,-2.3521595639701336,-13.957746058187112,-0.4813015882133487,0.546826426682238,2.406036277401855,-1.4000000000000044,18.325400317159062,228.7975204000009,9,-16.638600000000793,143.4696954,-160.1082954000008,7,5.718390804597702,0.0,0.0,0,0,0,0,0.5701507089298387,-160.10829540000123,-16.63860000000568,260.18635040000663,0.2599262212933013,99839.8917046,29,0,145,0,-24.065079410667437,-25.84602611370041,1.7809467030329729,2,0.25,1.7809467030329729
bb50_m2.5_sl0.75,50,2.5,0.0075,5,3,3,20.0,True,-160.10829540000123,-128.90229607500078,27,27,0,10,17,0.37037037037037035,-1.1278362910445832,-8.323787017104301,-0.3082884080409001,0.6133566454855944,1.3204546316229053,-1.2663725490196092,12.6207297773018,230.04789690000018,8,6.759124999999926,135.66142107500002,-128.90229607500007,10,11.746913580246915,0.0,0.0,0,0,0,0,0.6672528856074856,-128.90229607500078,6.759124999996857,281.6394369000045,0.2812099249009946,99871.097703925,26,1,135,1,-20.35996254933933,-24.94547558074439,4.585513031405057,2,0.5,2.144636561001384,27,27,0,10,17,0.37037037037037035,-1.1278362910445832,-8.323787017104301,-0.3082884080409001,0.6133566454855944,1.3204546316229053,-1.2663725490196092,12.6207297773018,230.04789690000018,8,6.759124999999926,135.66142107500002,-128.90229607500007,10,11.746913580246915,0.0,0.0,0,0,0,0,0.6672528856074856,-128.90229607500078,6.759124999996857,281.6394369000045,0.2812099249009946,99871.097703925,26,1,135,1,-20.35996254933933,-24.94547558074439,4.585513031405057,2,0.5,2.144636561001384
bb50_m2.5_sl1,50,2.5,0.01,5,3,3,20.0,True,-150.80959289999737,-230.84005309999338,27,27,0,10,17,0.37037037037037035,-5.095877218283413,-10.4915902628282,-0.38857741714178523,0.4855802763996958,0.990340973717179,-1.1997058823529405,13.214297332976336,315.79277420000005,8,-95.2094999999996,135.63055310000001,-230.84005309999958,10,12.049382716049385,0.0,0.0,0,0,0,0,0.5282488831190147,-230.84005309999338,-95.2094999999972,367.3843141999969,0.3668833560324035,99769.1599469,26,1,135,1,-35.74073178010848,-31.089007336181023,-4.651724443927461,2,0.75,-7.120481007837327,27,27,0,10,17,0.37037037037037035,-5.095877218283413,-10.4915902628282,-0.38857741714178523,0.4855802763996958,0.990340973717179,-1.1997058823529405,13.214297332976336,315.79277420000005,8,-95.2094999999996,135.63055310000001,-230.84005309999958,10,12.049382716049385,0.0,0.0,0,0,0,0,0.5282488831190147,-230.84005309999338,-95.2094999999972,367.3843141999969,0.3668833560324035,99769.1599469,26,1,135,1,-35.74073178010848,-31.089007336181023,-4.651724443927461,2,0.75,-7.120481007837327
bb50_m2.5_sl1.5,50,2.5,0.015,5,3,3,20.0,True,-230.84005309999338,-428.0127921499952,25,25,0,9,16,0.36,-8.669081614304279,-11.997495474136255,-0.4798998189654502,0.3381544183294334,0.6810930954663427,-1.1329583333333337,13.453380227126901,496.7020171500001,8,-302.91175,125.10104215,-428.01279214999994,9,17.86,0.0,0.0,0,0,0,0,0.3503955631258259,-428.0127921499952,-302.9117499999993,528.0908471500006,0.5275628724883121,99571.98720785,24,1,125,1,-67.90726338001825,-39.60959040565296,-28.297672974365298,2,1.0,-30.817292122170446,25,25,0,9,16,0.36,-8.669081614304279,-11.997495474136255,-0.4798998189654502,0.3381544183294334,0.6810930954663427,-1.1329583333333337,13.453380227126901,496.7020171500001,8,-302.91175,125.10104215,-428.01279214999994,9,17.86,0.0,0.0,0,0,0,0,0.3503955631258259,-428.0127921499952,-302.9117499999993,528.0908471500006,0.5275628724883121,99571.98720785,24,1,125,1,-67.90726338001825,-39.60959040565296,-28.297672974365298,2,1.0,-30.817292122170446
bb50_m2.5_sl2,50,2.5,0.02,5,3,3,20.0,True,-428.0127921499952,-449.4386818000057,25,25,0,11,14,0.44,-6.981669098920663,-9.477293221708619,-0.37909172886834475,0.33989612089487986,0.4436347485474689,-1.025519675409341,10.822767092466977,534.6068418000002,8,-324.413,125.02568180000002,-449.43868180000004,12,19.04,0.0,0.0,1,0,0,0,0.3559878650688909,-449.4386818000057,-324.41300000000047,574.3909242000082,0.5736741055410663,99550.5613182,24,1,125,1,-69.81911018090513,-46.7420259570365,-23.077084223868635,2,1.0,-26.604726921693672,25,25,0,11,14,0.44,-6.981669098920663,-9.477293221708619,-0.37909172886834475,0.33989612089487986,0.4436347485474689,-1.025519675409341,10.822767092466977,534.6068418000002,8,-324.413,125.02568180000002,-449.43868180000004,12,19.04,0.0,0.0,1,0,0,0,0.3559878650688909,-449.4386818000057,-324.41300000000047,574.3909242000082,0.5736741055410663,99550.5613182,24,1,125,1,-69.81911018090513,-46.7420259570365,-23.077084223868635,2,1.0,-26.604726921693672
bb50_m2.5_sl3,50,2.5,0.03,5,3,3,20.0,True,-449.4386818000057,-538.3008625999937,24,23,1,11,12,0.4782608695652174,-5.4991547315613385,-7.027971301429889,-0.30556396962738647,0.3164311682929831,0.29575649903164597,-0.8567743992314996,7.944316237674777,592.2968326000002,8,-389.05600000000004,116.98668260000001,-506.04268260000003,14,21.800724637681157,-0.5219004156954742,-30.2949099999999,3,0,0,2,0.32928017572950774,-538.3008625999937,-417.41599999999744,664.4099225999817,0.663664127779931,99461.6991374,22,2,120,1,-81.30415411040758,-58.418256484385026,-22.885897626022555,2,1.0,-34.923161756011744,24,23,1,11,12,0.4782608695652174,-5.4991547315613385,-7.027971301429889,-0.30556396962738647,0.3164311682929831,0.29575649903164597,-0.8567743992314996,7.944316237674777,592.2968326000002,8,-389.05600000000004,116.98668260000001,-506.04268260000003,14,21.800724637681157,-0.5219004156954742,-30.2949099999999,3,0,0,2,0.32928017572950774,-538.3008625999937,-417.41599999999744,664.4099225999817,0.663664127779931,99461.6991374,22,2,120,1,-81.30415411040758,-58.418256484385026,-22.885897626022555,2,1.0,-34.923161756011744
bb50_m2.5_sl4,50,2.5,0.04,5,3,3,20.0,True,-538.3008625999937,-691.660566599996,24,23,1,11,12,0.4782608695652174,-5.881008714164451,-7.026864498900371,-0.305515847778277,0.2577403961786483,0.22181737427373446,-0.7889046346592875,7.714123201084036,745.6565365999993,8,-542.4881999999989,116.91418660000004,-659.4023865999991,15,22.35507246376812,-0.3914253117716056,-30.2949099999999,4,0,0,3,0.2736552930652348,-691.660566599996,-570.8481999999931,829.4897865999956,0.8284617029074641,99308.3394334,22,2,120,1,-108.68844543455221,-55.36910548239644,-53.319339952155765,2,1.0,-67.60332174775738,24,23,1,11,12,0.4782608695652174,-5.881008714164451,-7.026864498900371,-0.305515847778277,0.2577403961786483,0.22181737427373446,-0.7889046346592875,7.714123201084036,745.6565365999993,8,-542.4881999999989,116.91418660000004,-659.4023865999991,15,22.35507246376812,-0.3914253117716056,-30.2949099999999,4,0,0,3,0.2736552930652348,-691.660566599996,-570.8481999999931,829.4897865999956,0.8284617029074641,99308.3394334,22,2,120,1,-108.68844543455221,-55.36910548239644,-53.319339952155765,2,1.0,-67.60332174775738
bb50_m2.5_sl5,50,2.5,0.05,5,3,3,20.0,True,-569.3585280500047,-736.054807499997,24,23,1,11,12,0.4782608695652174,-5.213134274624852,-6.1288167060246,-0.266470291566287,0.24155907518194744,0.17745389941898754,-0.6734007999694555,6.678623667771534,790.0507775000001,8,-586.9794999999997,116.81712750000004,-703.7966274999997,17,23.01086956521739,-0.31314024941728447,-30.2949099999999,6,0,0,5,0.26089712863485814,-736.054807499997,-615.3395000000019,873.8840274999966,0.8728009208332839,99263.9451925,22,2,120,1,-115.67765240965004,-54.58751586995539,-61.09013653969464,2,1.0,-78.05655195300132,24,23,1,11,12,0.4782608695652174,-5.213134274624852,-6.1288167060246,-0.266470291566287,0.24155907518194744,0.17745389941898754,-0.6734007999694555,6.678623667771534,790.0507775000001,8,-586.9794999999997,116.81712750000004,-703.7966274999997,17,23.01086956521739,-0.31314024941728447,-30.2949099999999,6,0,0,5,0.26089712863485814,-736.054807499997,-615.3395000000019,873.8840274999966,0.8728009208332839,99263.9451925,22,2,120,1,-115.67765240965004,-54.58751586995539,-61.09013653969464,2,1.0,-78.05655195300132
bb50_m3_sl0.3,50,3.0,0.003,5,3,3,20.0,False,,-25.538965130006545,6,6,0,1,5,0.16666666666666666,2.253596341911164,-1.7401500617469245,-0.2900250102911541,0.7912070477446396,6.594183271586401,-1.666866666666665,5.001000000000011,45.404263250000085,3,4.439410000000066,29.978375130000003,-25.53896512999994,1,3.6944444444444446,0.0,0.0,0,0,0,0,0.6074107214579435,-25.538965130006545,4.439410000006319,63.321996880011284,0.06329808094599032,99974.46103487,6,0,30,0,-8.700750308734625,-18.01677756577969,9.316027257045063,2,0.5,9.316027257045063,6,6,0,1,5,0.16666666666666666,2.253596341911164,-1.7401500617469245,-0.2900250102911541,0.7912070477446396,6.594183271586401,-1.666866666666665,5.001000000000011,45.404263250000085,3,4.439410000000066,29.978375130000003,-25.53896512999994,1,3.6944444444444446,0.0,0.0,0,0,0,0,0.6074107214579435,-25.538965130006545,4.439410000006319,63.321996880011284,0.06329808094599032,99974.46103487,6,0,30,0,-8.700750308734625,-18.01677756577969,9.316027257045063,2,0.5,9.316027257045063
bb50_m3_sl0.5,50,3.0,0.005,5,3,3,20.0,False,,-51.56267855000624,6,6,0,1,5,0.16666666666666666,-0.6478421948533117,-3.044490037048165,-0.5074150061746941,0.5651349754252017,3.9565099629518405,-1.4002000000000012,4.201000000000009,63.56871875000013,3,-21.577650000000062,29.985028549999996,-51.56267855000006,1,3.7500000000000004,0.0,0.0,0,0,0,0,0.43385212295339215,-51.56267855000624,-21.577650000006543,71.18125480001618,0.07116729279041502,99948.43732145,6,0,30,0,-25.370750308734717,-31.94293469545868,6.572184386723971,2,0.5,6.572184386723971,6,6,0,1,5,0.16666666666666666,-0.6478421948533117,-3.044490037048165,-0.5074150061746941,0.5651349754252017,3.9565099629518405,-1.4002000000000012,4.201000000000009,63.56871875000013,3,-21.577650000000062,29.985028549999996,-51.56267855000006,1,3.7500000000000004,0.0,0.0,0,0,0,0,0.43385212295339215,-51.56267855000624,-21.577650000006543,71.18125480001618,0.07116729279041502,99948.43732145,6,0,30,0,-25.370750308734717,-31.94293469545868,6.572184386723971,2,0.5,6.572184386723971
bb50_m3_sl0.75,50,3.0,0.0075,5,3,3,20.0,False,,-10.761287550005363,6,6,0,2,4,0.3333333333333333,0.8736246671555531,-0.7215017081772916,-0.12025028469621528,0.8575983470702709,2.1725824792446806,-1.2666666666666633,2.533333333333337,55.0291253499996,2,19.15880000000027,29.92008755,-10.761287549999736,2,4.972222222222222,0.0,0.0,0,0,0,0,0.8834864474688486,-10.761287550005363,19.158800000004703,100.68473534999066,0.10059647051793047,99989.23871245,6,0,30,0,-9.018771352216147,-24.722771391899034,15.704000039682883,2,0.5,15.704000039682883,6,6,0,2,4,0.3333333333333333,0.8736246671555531,-0.7215017081772916,-0.12025028469621528,0.8575983470702709,2.1725824792446806,-1.2666666666666633,2.533333333333337,55.0291253499996,2,19.15880000000027,29.92008755,-10.761287549999736,2,4.972222222222222,0.0,0.0,0,0,0,0,0.8834864474688486,-10.761287550005363,19.158800000004703,100.68473534999066,0.10059647051793047,99989.23871245,6,0,30,0,-9.018771352216147,-24.722771391899034,15.704000039682883,2,0.5,15.704000039682883
bb50_m3_sl1,50,3.0,0.01,5,3,3,20.0,False,,-35.066788399999496,6,6,0,2,4,0.3333333333333333,-0.3447814996333396,-1.5411262811329731,-0.25685438018882883,0.6789320247639635,1.6294368594335102,-1.1999999999999984,2.8217450185240733,77.15265839999982,2,-5.146599999999921,29.920188399999997,-35.06678839999992,2,6.138888888888889,0.0,0.0,0,0,0,0,0.6994266436273077,-35.066788399999496,-5.146599999992759,122.80826839999645,0.12270060906962973,99964.9332116,6,0,30,0,-25.68543801888288,-35.16962551285835,9.484187493975474,2,0.5,9.484187493975474,6,6,0,2,4,0.3333333333333333,-0.3447814996333396,-1.5411262811329731,-0.25685438018882883,0.6789320247639635,1.6294368594335102,-1.1999999999999984,2.8217450185240733,77.15265839999982,2,-5.146599999999921,29.920188399999997,-35.06678839999992,2,6.138888888888889,0.0,0.0,0,0,0,0,0.6994266436273077,-35.066788399999496,-5.146599999992759,122.80826839999645,0.12270060906962973,99964.9332116,6,0,30,0,-25.68543801888288,-35.16962551285835,9.484187493975474,2,0.5,9.484187493975474
bb50_m3_sl1.5,50,3.0,0.015,5,3,3,20.0,False,,-83.67779010000231,6,6,0,2,4,0.3333333333333333,-1.5631876664222297,-2.3607508540886517,-0.39345847568144193,0.4792461351275032,1.0862912396223403,-1.133333333333333,3.214496679016052,125.76366009999998,2,-53.757400000000075,29.9203901,-83.67779010000008,2,6.8055555555555545,0.0,0.0,0,0,0,0,0.4937128244943984,-83.67779010000231,-53.757400000002235,171.41927009999927,0.1712689961479979,99916.3222099,6,0,30,0,-59.0187713522163,-61.83962551285842,2.8208541606421207,2,0.5,2.8208541606421207,6,6,0,2,4,0.3333333333333333,-1.5631876664222297,-2.3607508540886517,-0.39345847568144193,0.4792461351275032,1.0862912396223403,-1.133333333333333,3.214496679016052,125.76366009999998,2,-53.757400000000075,29.9203901,-83.67779010000008,2,6.8055555555555545,0.0,0.0,0,0,0,0,0.4937128244943984,-83.67779010000231,-53.757400000002235,171.41927009999927,0.1712689961479979,99916.3222099,6,0,30,0,-59.0187713522163,-61.83962551285842,2.8208541606421207,2,0.5,2.8208541606421207
bb50_m3_sl2,50,3.0,0.02,5,3,3,20.0,False,,-77.9675247999985,6,6,0,3,3,0.5,-0.7513050400201515,-1.3480563450601715,-0.2246760575100286,0.5913742512700304,0.6503145516466108,-1.099666666666668,2.3098725092620436,132.33077480000023,2,-48.101200000000404,29.8663248,-77.9675248000004,3,8.541666666666666,0.0,0.0,0,0,0,0,0.5462900930007263,-77.9675247999985,-48.10120000000461,206.56982479999715,0.20638873626824208,99922.0324752,6,0,30,0,-44.93521150200572,-65.55591253766471,20.620701035658985,2,0.5,20.620701035658985,6,6,0,3,3,0.5,-0.7513050400201515,-1.3480563450601715,-0.2246760575100286,0.5913742512700304,0.6503145516466108,-1.099666666666668,2.3098725092620436,132.33077480000023,2,-48.101200000000404,29.8663248,-77.9675248000004,3,8.541666666666666,0.0,0.0,0,0,0,0,0.5462900930007263,-77.9675247999985,-48.10120000000461,206.56982479999715,0.20638873626824208,99922.0324752,6,0,30,0,-44.93521150200572,-65.55591253766471,20.620701035658985,2,0.5,20.620701035658985
bb50_m3_sl3,50,3.0,0.03,5,3,3,20.0,False,,-94.28820769999584,6,6,0,3,3,0.5,-0.8085295486469637,-1.2053380781956107,-0.20088967969926844,0.5190128238313556,0.43354303443107395,-0.8353223938296107,1.8465488543301922,148.6514576999998,2,-64.50229999999999,29.7859077,-94.2882077,4,12.277777777777779,0.0,0.0,1,0,0,1,0.49890709634681907,-94.28820769999584,-64.50229999999283,222.8905076999945,0.22269511171308978,99905.7117923,6,0,30,0,-60.266903909780545,-80.27860150183683,20.011697592056308,2,0.5,20.011697592056308,6,6,0,3,3,0.5,-0.8085295486469637,-1.2053380781956107,-0.20088967969926844,0.5190128238313556,0.43354303443107395,-0.8353223938296107,1.8465488543301922,148.6514576999998,2,-64.50229999999999,29.7859077,-94.2882077,4,12.277777777777779,0.0,0.0,1,0,0,1,0.49890709634681907,-94.28820769999584,-64.50229999999283,222.8905076999945,0.22269511171308978,99905.7117923,6,0,30,0,-60.266903909780545,-80.27860150183683,20.011697592056308,2,0.5,20.011697592056308
bb50_m3_sl4,50,3.0,0.04,5,3,3,20.0,False,,-142.64889860000403,6,6,0,3,3,0.5,-1.1063971614852213,-1.4035035586467064,-0.23391725977445108,0.4100386381307841,0.3251572758233054,-0.7929917953722075,1.8844116407476426,197.01214859999965,2,-112.91139999999984,29.737498600000002,-142.64889859999982,4,12.5,0.0,0.0,1,0,0,1,0.39689923721712533,-142.64889860000403,-112.91139999999723,271.2511986000027,0.27101340742532926,99857.3511014,6,0,30,0,-93.56690390978044,-96.77162645411374,3.204722544333322,2,0.5,3.204722544333322,6,6,0,3,3,0.5,-1.1063971614852213,-1.4035035586467064,-0.23391725977445108,0.4100386381307841,0.3251572758233054,-0.7929917953722075,1.8844116407476426,197.01214859999965,2,-112.91139999999984,29.737498600000002,-142.64889859999982,4,12.5,0.0,0.0,1,0,0,1,0.39689923721712533,-142.64889860000403,-112.91139999999723,271.2511986000027,0.27101340742532926,99857.3511014,6,0,30,0,-93.56690390978044,-96.77162645411374,3.204722544333322,2,0.5,3.204722544333322
bb50_m3_sl5,50,3.0,0.05,5,3,3,20.0,False,,-121.32983899999817,6,6,0,3,3,0.5,-0.5946619261006542,-0.83263749963293,-0.13877291660548832,0.4838005105653604,0.2601258206586443,-0.5376716538696209,1.2637803088932984,179.9272439999997,2,-91.5709999999998,29.758839,-121.32983899999981,5,14.819444444444445,0.0,0.0,2,0,0,2,0.4362173270825878,-121.32983899999817,-91.57099999999627,276.8831089999876,0.27664038063574015,99878.670161,6,0,30,0,-69.38645830274417,-108.24466656504943,38.85820826230526,2,0.5,38.85820826230526,6,6,0,3,3,0.5,-0.5946619261006542,-0.83263749963293,-0.13877291660548832,0.4838005105653604,0.2601258206586443,-0.5376716538696209,1.2637803088932984,179.9272439999997,2,-91.5709999999998,29.758839,-121.32983899999981,5,14.819444444444445,0.0,0.0,2,0,0,2,0.4362173270825878,-121.32983899999817,-91.57099999999627,276.8831089999876,0.27664038063574015,99878.670161,6,0,30,0,-69.38645830274417,-108.24466656504943,38.85820826230526,2,0.5,38.85820826230526
