id,bb_length,bb_mult,stop_fraction,stoch_length,k_smooth,d_smooth,oversold,eligible,neighborhood_median_usdt,worst_net_mark,tv_stats_total_entries,tv_stats_natural,tv_stats_censored,tv_stats_wins,tv_stats_losses,tv_stats_win_rate,tv_stats_gross_r,tv_stats_net_r,tv_stats_mean_net_r,tv_stats_profit_factor,tv_stats_avg_win_r,tv_stats_avg_loss_r,tv_stats_max_realized_drawdown_r,tv_stats_max_realized_drawdown_usdt,tv_stats_max_loss_streak,tv_stats_gross_pnl,tv_stats_fees,tv_stats_net_pnl,tv_stats_partial,tv_stats_mean_hold_hours,tv_stats_boundary_mark_net_r,tv_stats_boundary_mark_net_pnl,tv_stats_ambiguous_bar_count,tv_stats_entries_open_beyond_target,tv_stats_same_open_be_approximations,tv_stats_marketable_be_approximations,tv_stats_cash_profit_factor,tv_equity_net_liquidation_mark_usdt,tv_equity_gross_mark_usdt,tv_equity_close_mtm_drawdown_usdt,tv_equity_close_mtm_drawdown_percent,tv_equity_ending_equity,tv_control_paired_n,tv_control_unpaired_n,tv_control_drawn,tv_control_censored,tv_control_paired_actual_mean_bp,tv_control_random_mean_bp,tv_control_excess_mean_bp,tv_control_month_blocks,tv_control_p,tv_control_all_boundary_mark_excess_bp,adverse_first_stats_total_entries,adverse_first_stats_natural,adverse_first_stats_censored,adverse_first_stats_wins,adverse_first_stats_losses,adverse_first_stats_win_rate,adverse_first_stats_gross_r,adverse_first_stats_net_r,adverse_first_stats_mean_net_r,adverse_first_stats_profit_factor,adverse_first_stats_avg_win_r,adverse_first_stats_avg_loss_r,adverse_first_stats_max_realized_drawdown_r,adverse_first_stats_max_realized_drawdown_usdt,adverse_first_stats_max_loss_streak,adverse_first_stats_gross_pnl,adverse_first_stats_fees,adverse_first_stats_net_pnl,adverse_first_stats_partial,adverse_first_stats_mean_hold_hours,adverse_first_stats_boundary_mark_net_r,adverse_first_stats_boundary_mark_net_pnl,adverse_first_stats_ambiguous_bar_count,adverse_first_stats_entries_open_beyond_target,adverse_first_stats_same_open_be_approximations,adverse_first_stats_marketable_be_approximations,adverse_first_stats_cash_profit_factor,adverse_first_equity_net_liquidation_mark_usdt,adverse_first_equity_gross_mark_usdt,adverse_first_equity_close_mtm_drawdown_usdt,adverse_first_equity_close_mtm_drawdown_percent,adverse_first_equity_ending_equity,adverse_first_control_paired_n,adverse_first_control_unpaired_n,adverse_first_control_drawn,adverse_first_control_censored,adverse_first_control_paired_actual_mean_bp,adverse_first_control_random_mean_bp,adverse_first_control_excess_mean_bp,adverse_first_control_month_blocks,adverse_first_control_p,adverse_first_control_all_boundary_mark_excess_bp
bb150_m2.5_sl2,150,2.5,0.02,5,3,3,20.0,True,-64.7384555000026,39.254615199999535,30,30,0,15,15,0.5,3.8276850508285563,0.8302107970381829,0.027673693234606098,1.050324955873079,1.1551473864692128,-1.0998000000000006,6.762149717527095,303.3651728000004,5,181.66359999999997,142.4089848,39.25461519999996,15,22.669444444444437,0.0,0.0,0,0,0,0,1.0523809349334956,39.254615199999535,181.66359999999986,383.8585010000097,0.3831978069481499,100039.2546152,29,1,150,1,13.304902048539223,-39.29665296858751,52.601555017126714,2,0.25,45.03823045708573,30,30,0,15,15,0.5,3.8276850508285563,0.8302107970381829,0.027673693234606098,1.050324955873079,1.1551473864692128,-1.0998000000000006,6.762149717527095,303.3651728000004,5,181.66359999999997,142.4089848,39.25461519999996,15,22.669444444444437,0.0,0.0,0,0,0,0,1.0523809349334956,39.254615199999535,181.66359999999986,383.8585010000097,0.3831978069481499,100039.2546152,29,1,150,1,13.304902048539223,-39.29665296858751,52.601555017126714,2,0.25,45.03823045708573
bb150_m2.5_sl3,150,2.5,0.03,5,3,3,20.0,True,-275.6824607000017,-268.36252739999327,30,29,1,15,14,0.5172413793103449,-1.4157697553927864,-3.345386817708982,-0.11535816612789593,0.7759185394943525,0.7722631010416238,-1.0663809523809527,7.173433145018066,481.5376967000005,5,-97.66979999999978,138.43454740000004,-236.10434739999982,15,24.29022988505747,-0.5219004156954742,-30.2949099999999,0,0,0,0,0.7703411594176638,-268.36252739999327,-126.02980000000389,530.6767267000105,0.530248324796169,99731.6374726,27,3,150,2,-41.248086016114094,-44.407961453734885,3.15987543762078,2,0.5,1.3493295778645868,30,29,1,15,14,0.5172413793103449,-1.4157697553927864,-3.345386817708982,-0.11535816612789593,0.7759185394943525,0.7722631010416238,-1.0663809523809527,7.173433145018066,481.5376967000005,5,-97.66979999999978,138.43454740000004,-236.10434739999982,15,24.29022988505747,-0.5219004156954742,-30.2949099999999,0,0,0,0,0.7703411594176638,-268.36252739999327,-126.02980000000389,530.6767267000105,0.530248324796169,99731.6374726,27,3,150,2,-41.248086016114094,-44.407961453734885,3.15987543762078,2,0.5,1.3493295778645868
bb150_m2.5_sl4,150,2.5,0.04,5,3,3,20.0,True,-327.9445606000081,-222.62880619999487,26,25,1,15,10,0.6,-0.8665705380589663,-2.1130880780176264,-0.08452352312070506,0.7986768218352107,0.5588607947988247,-1.0495999999999996,4.2300748587635395,387.34268659999964,3,-71.5633999999992,118.8072262,-190.37062619999926,15,28.05,-0.3914253117716056,-30.2949099999999,0,0,0,0,0.7978937534899925,-222.62880619999487,-99.92339999999967,436.4817166000139,0.4359940327453639,99777.3711938,24,2,130,1,-53.12572951372655,-56.12049962475055,2.9947701110240104,2,0.5,10.817535191109831,26,25,1,15,10,0.6,-0.8665705380589663,-2.1130880780176264,-0.08452352312070506,0.7986768218352107,0.5588607947988247,-1.0495999999999996,4.2300748587635395,387.34268659999964,3,-71.5633999999992,118.8072262,-190.37062619999926,15,28.05,-0.3914253117716056,-30.2949099999999,0,0,0,0,0.7978937534899925,-222.62880619999487,-99.92339999999967,436.4817166000139,0.4359940327453639,99777.3711938,24,2,130,1,-53.12572951372655,-56.12049962475055,2.9947701110240104,2,0.5,10.817535191109831
bb150_m2.5_sl5,150,2.5,0.05,5,3,3,20.0,True,-446.9755842500017,-446.89467899999,26,25,1,15,10,0.6,-2.693256430447174,-3.6896704624141017,-0.14758681849656408,0.6450874891867926,0.4470886358390596,-1.0395999999999996,4.6469108245760715,523.2702789999996,3,-295.9129999999992,118.72349900000002,-414.6364989999993,15,28.66333333333333,-0.31314024941728447,-30.2949099999999,0,0,0,0,0.6444548503084148,-446.89467899999,-324.27300000000105,583.9102890000067,0.5834390896470135,99553.10532100001,24,2,130,1,-94.77572951372656,-64.94104115847136,-29.8346883552552,2,0.75,-19.48658031622482,26,25,1,15,10,0.6,-2.693256430447174,-3.6896704624141017,-0.14758681849656408,0.6450874891867926,0.4470886358390596,-1.0395999999999996,4.6469108245760715,523.2702789999996,3,-295.9129999999992,118.72349900000002,-414.6364989999993,15,28.66333333333333,-0.31314024941728447,-30.2949099999999,0,0,0,0,0.6444548503084148,-446.89467899999,-324.27300000000105,583.9102890000067,0.5834390896470135,99553.10532100001,24,2,130,1,-94.77572951372656,-64.94104115847136,-29.8346883552552,2,0.75,-19.48658031622482
bb150_m3_sl0.3,150,3.0,0.003,5,3,3,20.0,False,,-208.76935012999456,18,18,0,1,17,0.05555555555555555,-15.608419387336612,-27.60481096794927,-1.533600609330515,0.02554059064719894,0.7235223653840674,-1.6663725490196082,27.60481096794927,208.7693501300001,13,-116.42683000000011,92.34252013,-208.76935013000008,1,3.351851851851853,0.0,0.0,0,0,0,0,0.031033210856294652,-208.76935012999456,-116.4268299999967,221.15424012999574,0.22112685381239064,99791.23064987,18,0,90,0,-46.00801827991546,-18.810920136641514,-27.197098143273944,2,1.0,-27.197098143273944,18,18,0,1,17,0.05555555555555555,-15.608419387336612,-27.60481096794927,-1.533600609330515,0.02554059064719894,0.7235223653840674,-1.6663725490196082,27.60481096794927,208.7693501300001,13,-116.42683000000011,92.34252013,-208.76935013000008,1,3.351851851851853,0.0,0.0,0,0,0,0,0.031033210856294652,-208.76935012999456,-116.4268299999967,221.15424012999574,0.22112685381239064,99791.23064987,18,0,90,0,-46.00801827991546,-19.15542576727215,-26.85259251264331,2,1.0,-26.85259251264331
bb150_m3_sl0.5,150,3.0,0.005,5,3,3,20.0,False,,-133.37926859999425,18,18,0,2,16,0.1111111111111111,-6.362109625289967,-13.548141631650452,-0.7526745350916918,0.39501019774714585,4.422929184174804,-1.399625000000004,19.15788658076963,226.35749700000085,13,-41.21310000000108,92.16616860000003,-133.37926860000107,2,7.231481481481483,0.0,0.0,0,0,0,0,0.521190731474251,-133.37926859999425,-41.213100000008126,255.7731653499941,0.2554604972927006,99866.6207314,18,0,90,0,-37.6337267545846,2.770758094459552,-40.40448484904414,2,1.0,-40.40448484904414,18,18,0,2,16,0.1111111111111111,-6.362109625289967,-13.548141631650452,-0.7526745350916918,0.39501019774714585,4.422929184174804,-1.399625000000004,19.15788658076963,226.35749700000085,13,-41.21310000000108,92.16616860000003,-133.37926860000107,2,7.231481481481483,0.0,0.0,0,0,0,0,0.521190731474251,-133.37926859999425,-41.213100000008126,255.7731653499941,0.2554604972927006,99866.6207314,18,0,90,0,-37.6337267545846,2.203808019384468,-39.837534773969054,2,1.0,-39.837534773969054
bb150_m3_sl0.75,150,3.0,0.0075,5,3,3,20.0,False,,-70.67218792499625,16,16,0,4,12,0.25,-1.581701161590916,-5.843562395947846,-0.3652226497467404,0.6154539091900599,2.338109401013036,-1.2663333333333322,9.926706502261688,172.02015329999932,6,10.95592500000032,81.62811292500001,-70.67218792499966,4,20.083333333333332,0.0,0.0,0,0,0,0,0.7459802139124317,-70.67218792499625,10.955925000002026,203.85413632499694,0.2035830005182955,99929.327812075,16,0,80,0,-27.391698731005526,-7.707787793513804,-19.68391093749172,2,0.75,-19.68391093749172,16,16,0,4,12,0.25,-1.581701161590916,-5.843562395947846,-0.3652226497467404,0.6154539091900599,2.338109401013036,-1.2663333333333322,9.926706502261688,172.02015329999932,6,10.95592500000032,81.62811292500001,-70.67218792499966,4,20.083333333333332,0.0,0.0,0,0,0,0,0.7459802139124317,-70.67218792499625,10.955925000002026,203.85413632499694,0.2035830005182955,99929.327812075,16,0,80,0,-27.391698731005526,-7.707787793513804,-19.68391093749172,2,0.75,-19.68391093749172
bb150_m3_sl1,150,3.0,0.01,5,3,3,20.0,False,,-106.00436059999629,16,16,0,5,11,0.3125,-2.9558813123987493,-6.152507632725239,-0.38453172704532745,0.5337949812286691,1.4088984734549457,-1.1997272727272699,9.211836586311472,206.9302610999993,6,-24.35539999999935,81.64896060000001,-106.00436059999933,5,23.598958333333332,0.0,0.0,0,0,0,0,0.6629185801946651,-106.00436059999629,-24.355400000000373,253.47637010000471,0.2531031138519002,99893.9956394,16,0,80,0,-38.45317270453275,-22.092205443081518,-16.36096726145123,2,0.75,-16.36096726145123,16,16,0,5,11,0.3125,-2.9558813123987493,-6.152507632725239,-0.38453172704532745,0.5337949812286691,1.4088984734549457,-1.1997272727272699,9.211836586311472,206.9302610999993,6,-24.35539999999935,81.64896060000001,-106.00436059999933,5,23.598958333333332,0.0,0.0,0,0,0,0,0.6629185801946651,-106.00436059999629,-24.355400000000373,253.47637010000471,0.2531031138519002,99893.9956394,16,0,80,0,-38.45317270453275,-22.092205443081518,-16.36096726145123,2,0.75,-16.36096726145123
bb150_m3_sl1.5,150,3.0,0.015,5,3,3,20.0,False,,-237.03333089999796,16,16,0,5,11,0.3125,-5.637254208265857,-7.76733842181685,-0.48545865136355315,0.37680149593617335,0.939265648969964,-1.1330606060606063,9.473224390874332,321.8834216499999,6,-155.40310000000034,81.63023090000002,-237.0333309000003,5,26.75,0.0,0.0,0,0,0,0,0.4679458060235028,-237.03333089999796,-155.4030999999959,410.8983169500134,0.41018514859862315,99762.9666691,15,1,80,1,-66.3500508848352,-29.567800146612868,-36.78225073822232,2,1.0,-42.18654785354245,16,16,0,5,11,0.3125,-5.637254208265857,-7.76733842181685,-0.48545865136355315,0.37680149593617335,0.939265648969964,-1.1330606060606063,9.473224390874332,321.8834216499999,6,-155.40310000000034,81.63023090000002,-237.0333309000003,5,26.75,0.0,0.0,0,0,0,0,0.4679458060235028,-237.03333089999796,-155.4030999999959,410.8983169500134,0.41018514859862315,99762.9666691,15,1,80,1,-66.3500508848352,-29.567800146612868,-36.78225073822232,2,1.0,-42.18654785354245
bb150_m3_sl2,150,3.0,0.02,5,3,3,20.0,False,,-248.81986300001154,16,15,1,5,10,0.3333333333333333,-5.9779406561993875,-7.475753816362633,-0.49838358775750885,0.3202624280448596,0.7044492367274728,-1.0997999999999997,8.504918293155745,395.74299399999984,6,-249.05900000000008,77.90971300000001,-326.9687130000001,5,32.66666666666667,2.116252360143137,79.13048500000014,0,0,0,0,0.3893473132865284,-248.81986300001154,-167.08900000000722,473.2853239999822,0.4727424964309688,99751.18013699999,13,3,80,2,-110.74079493254379,-43.15589706280828,-67.58489786973551,2,1.0,-23.784082026205017,16,15,1,5,10,0.3333333333333333,-5.9779406561993875,-7.475753816362633,-0.49838358775750885,0.3202624280448596,0.7044492367274728,-1.0997999999999997,8.504918293155745,395.74299399999984,6,-249.05900000000008,77.90971300000001,-326.9687130000001,5,32.66666666666667,2.116252360143137,79.13048500000014,0,0,0,0,0.3893473132865284,-248.81986300001154,-167.08900000000722,473.2853239999822,0.4727424964309688,99751.18013699999,13,3,80,2,-110.74079493254379,-43.15589706280828,-67.58489786973551,2,1.0,-23.784082026205017
bb150_m3_sl3,150,3.0,0.03,5,3,3,20.0,False,,-337.17746940000507,15,14,1,5,9,0.35714285714285715,-5.3599806489160295,-6.291230775902977,-0.44937362685021265,0.2771732554495278,0.48248378413992865,-0.9670721885114024,6.707928558706454,458.56236089999976,5,-341.7345999999999,73.59171939999999,-415.32631939999993,6,36.55952380952381,1.4108349067620911,79.13048500000014,1,0,0,1,0.3411830951485624,-337.17746940000507,-259.7646000000095,536.1046908999997,0.5356264462675744,99662.8225306,12,3,75,2,-144.3290669684529,-36.71094484461195,-107.61812212384093,2,1.0,-53.69449599424575,15,14,1,5,9,0.35714285714285715,-5.3599806489160295,-6.291230775902977,-0.44937362685021265,0.2771732554495278,0.48248378413992865,-0.9670721885114024,6.707928558706454,458.56236089999976,5,-341.7345999999999,73.59171939999999,-415.32631939999993,6,36.55952380952381,1.4108349067620911,79.13048500000014,1,0,0,1,0.3411830951485624,-337.17746940000507,-259.7646000000095,536.1046908999997,0.5356264462675744,99662.8225306,12,3,75,2,-144.3290669684529,-36.71094484461195,-107.61812212384093,2,1.0,-53.69449599424575
bb150_m3_sl4,150,3.0,0.04,5,3,3,20.0,False,,-541.7536012000055,14,13,1,4,9,0.3076923076923077,-6.139656153250316,-6.78771341915709,-0.5221318014736223,0.10043603430395716,0.18946151797120908,-0.8383954990046584,6.78771341915709,619.9024512000003,5,-552.9048000000004,66.9976512,-619.9024512000004,6,38.42307692307692,1.0581261800715684,79.13048500000014,2,0,0,2,0.10996156664127635,-541.7536012000055,-470.9348000000027,696.1542411999981,0.6958427792582154,99458.2463988,11,3,70,2,-223.61499441030708,-89.51575148255053,-134.09924292775656,2,1.0,-78.78330988825363,14,13,1,4,9,0.3076923076923077,-6.139656153250316,-6.78771341915709,-0.5221318014736223,0.10043603430395716,0.18946151797120908,-0.8383954990046584,6.78771341915709,619.9024512000003,5,-552.9048000000004,66.9976512,-619.9024512000004,6,38.42307692307692,1.0581261800715684,79.13048500000014,2,0,0,2,0.10996156664127635,-541.7536012000055,-470.9348000000027,696.1542411999981,0.6958427792582154,99458.2463988,11,3,70,2,-223.61499441030708,-89.51575148255053,-134.09924292775656,2,1.0,-78.78330988825363
bb150_m3_sl5,150,3.0,0.05,5,3,3,20.0,False,,-701.8031515000039,14,13,1,4,9,0.3076923076923077,-6.3117249226002485,-6.829570735325668,-0.5253515950250514,0.08153433081282915,0.15156921437696724,-0.8262052880926152,6.829570735325668,779.9520014999999,5,-713.0134999999999,66.93850149999999,-779.9520015,6,39.814102564102555,0.8465009440572546,79.13048500000014,2,0,0,2,0.08941457740127667,-701.8031515000039,-631.0434999999998,856.2037914999964,0.8558207228067674,99298.1968485,11,3,70,2,-278.14226713757967,-103.48820225116843,-174.65406488641122,2,1.0,-116.71599455667139,14,13,1,4,9,0.3076923076923077,-6.3117249226002485,-6.829570735325668,-0.5253515950250514,0.08153433081282915,0.15156921437696724,-0.8262052880926152,6.829570735325668,779.9520014999999,5,-713.0134999999999,66.93850149999999,-779.9520015,6,39.814102564102555,0.8465009440572546,79.13048500000014,2,0,0,2,0.08941457740127667,-701.8031515000039,-631.0434999999998,856.2037914999964,0.8558207228067674,99298.1968485,11,3,70,2,-278.14226713757967,-103.48820225116843,-174.65406488641122,2,1.0,-116.71599455667139
bb200_m1_sl0.3,200,1.0,0.003,5,3,3,20.0,True,-622.3230507499975,-709.574232109997,136,136,0,20,116,0.14705882352941177,-7.723950312116737,-98.35653420339312,-0.7232098103190671,0.48380044934718597,4.609160874283499,-1.642584066285027,98.35653420339314,709.5742321100006,23,-16.852490000000444,692.72174211,-709.5742321100004,22,2.627450980392157,0.0,0.0,0,0,0,0,0.5053386373193752,-709.574232109997,-16.852490000004764,710.0280071099987,0.7100247851950298,99290.42576789,136,0,680,0,-21.69629430957201,-20.714365413782875,-0.9819288957891346,2,0.75,-0.9819288957891346,136,136,0,20,116,0.14705882352941177,-7.723950312116737,-98.35653420339312,-0.7232098103190671,0.48380044934718597,4.609160874283499,-1.642584066285027,98.35653420339314,709.5742321100006,23,-16.852490000000444,692.72174211,-709.5742321100004,22,2.627450980392157,0.0,0.0,0,0,0,0,0.5053386373193752,-709.574232109997,-16.852490000004764,710.0280071099987,0.7100247851950298,99290.42576789,136,0,680,0,-21.69629430957201,-20.714365413782875,-0.9819288957891346,2,0.75,-0.9819288957891346
bb200_m1_sl0.5,200,1.0,0.005,5,3,3,20.0,True,-635.6866927500014,-622.3230507499975,130,130,0,30,100,0.23076923076923078,-1.646956845033341,-53.63054937708746,-0.4125426875160574,0.6100182119422423,2.796336721211684,-1.3752065101343793,61.691152962157545,727.782289650002,19,40.36564999999837,662.6887007500001,-622.3230507500017,32,3.8115384615384618,0.0,0.0,1,0,0,0,0.6362928105678534,-622.3230507499975,40.365649999992456,738.1840996499959,0.7376906754461634,99377.67694925,130,0,650,0,-20.62713437580287,-21.097598813651082,0.47046443784821423,2,0.5,0.47046443784821423,130,130,0,30,100,0.23076923076923078,-1.646956845033341,-53.63054937708746,-0.4125426875160574,0.6100182119422423,2.796336721211684,-1.3752065101343793,61.691152962157545,727.782289650002,19,40.36564999999837,662.6887007500001,-622.3230507500017,32,3.8115384615384618,0.0,0.0,1,0,0,0,0.6362928105678534,-622.3230507499975,40.365649999992456,738.1840996499959,0.7376906754461634,99377.67694925,130,0,650,0,-20.62713437580287,-21.097598813651082,0.47046443784821423,2,0.5,0.47046443784821423
bb200_m1_sl0.75,200,1.0,0.0075,5,3,3,20.0,True,-635.6866927500014,-649.0503347500053,120,120,0,35,85,0.2916666666666667,-5.857644652950803,-37.83834953519844,-0.315319579459987,0.6407823265627752,1.9284881278217183,-1.2392404001053947,44.2454388705511,774.0912113250004,19,-42.297500000000696,606.7528347499999,-649.0503347500006,37,5.257638888888889,0.0,0.0,1,0,0,0,0.6635734620455835,-649.0503347500053,-42.29750000000058,791.2831813249941,0.7906523204441515,99350.94966525,120,0,600,0,-23.648968459499027,-24.565276959180157,0.9163084996811288,2,0.5,0.9163084996811288,120,120,0,35,85,0.2916666666666667,-5.857644652950803,-37.83834953519844,-0.315319579459987,0.6407823265627752,1.9284881278217183,-1.2392404001053947,44.2454388705511,774.0912113250004,19,-42.297500000000696,606.7528347499999,-649.0503347500006,37,5.257638888888889,0.0,0.0,1,0,0,0,0.6635734620455835,-649.0503347500053,-42.29750000000058,791.2831813249941,0.7906523204441515,99350.94966525,120,0,600,0,-23.648968459499027,-24.565276959180157,0.9163084996811288,2,0.5,0.9163084996811288
bb200_m1_sl1,200,1.0,0.01,5,3,3,20.0,True,-602.8685107499987,-663.2906192999944,116,116,0,40,76,0.3448275862068966,-5.973181771175852,-29.166041114254874,-0.2514313889159903,0.6680412046133279,1.467359617409232,-1.1560582343503178,34.71979517883072,791.8232777999998,19,-77.55969999999843,585.7309193,-663.2906192999983,43,6.170977011494253,0.0,0.0,2,0,0,0,0.6882937526075871,-663.2906192999944,-77.55969999999797,793.451647800015,0.7930984446284725,99336.7093807,116,0,580,0,-25.143138891599037,-27.299677404012208,2.1565385124131744,2,0.5,2.1565385124131744,116,116,0,40,76,0.3448275862068966,-5.973181771175852,-29.166041114254874,-0.2514313889159903,0.6680412046133279,1.467359617409232,-1.1560582343503178,34.71979517883072,791.8232777999998,19,-77.55969999999843,585.7309193,-663.2906192999983,43,6.170977011494253,0.0,0.0,2,0,0,0,0.6882937526075871,-663.2906192999944,-77.55969999999797,793.451647800015,0.7930984446284725,99336.7093807,116,0,580,0,-25.143138891599037,-27.299677404012208,2.1565385124131744,2,0.5,2.1565385124131744
bb200_m1_sl1.5,200,1.0,0.015,5,3,3,20.0,True,-475.98260237499926,-556.6866867499921,106,106,0,46,60,0.4339622641509434,-0.5386268287433982,-14.663125987281514,-0.13833137723850486,0.7699037430439547,1.06658534351992,-1.0621008631532973,25.342203289515872,880.1498252000004,18,-23.877149999999347,532.8095367500001,-556.6866867499992,50,7.619496855345911,0.0,0.0,3,0,0,0,0.7580804890257,-556.6866867499921,-23.877150000000256,880.6036002000037,0.8805996042591494,99443.31331325001,106,0,530,0,-20.74970658577573,-28.29270002973368,7.542993443957953,2,0.25,7.542993443957953,106,106,0,46,60,0.4339622641509434,-0.5386268287433982,-14.663125987281514,-0.13833137723850486,0.7699037430439547,1.06658534351992,-1.0621008631532973,25.342203289515872,880.1498252000004,18,-23.877149999999347,532.8095367500001,-556.6866867499992,50,7.619496855345911,0.0,0.0,3,0,0,0,0.7580804890257,-556.6866867499921,-23.877150000000256,880.6036002000037,0.8805996042591494,99443.31331325001,106,0,530,0,-20.74970658577573,-28.29270002973368,7.542993443957953,2,0.25,7.542993443957953
bb200_m1_sl2,200,1.0,0.02,5,3,3,20.0,True,-475.98260237499926,-395.27851800000644,99,99,0,50,49,0.5050505050505051,2.482014818711489,-7.407326046245974,-0.07482147521460579,0.8423020263882132,0.7912854675267477,-0.9586040698486399,18.69954611511767,890.3716876000009,11,105.03799999999887,500.3165180000002,-395.2785180000011,57,9.47895622895623,0.0,0.0,5,0,0,2,0.8254783841061942,-395.27851800000644,105.03800000000047,903.3770225999906,0.9025166344943522,99604.721482,99,0,495,0,-14.964295042921163,-26.9100135981016,11.945718555180441,2,0.25,11.945718555180441,99,99,0,50,49,0.5050505050505051,2.482014818711489,-7.407326046245974,-0.07482147521460579,0.8423020263882132,0.7912854675267477,-0.9586040698486399,18.69954611511767,890.3716876000009,11,105.03799999999887,500.3165180000002,-395.2785180000011,57,9.47895622895623,0.0,0.0,5,0,0,2,0.8254783841061942,-395.27851800000644,105.03800000000047,903.3770225999906,0.9025166344943522,99604.721482,99,0,495,0,-14.964295042921163,-26.9100135981016,11.945718555180441,2,0.25,11.945718555180441
bb200_m1_sl3,200,1.0,0.03,5,3,3,20.0,True,-641.2674889999907,-835.1622879999923,91,90,1,47,43,0.5222222222222223,-4.311580066180843,-10.300351943238402,-0.11444835492487114,0.7092081340259463,0.5344974772047016,-0.823761241206032,15.293300153436645,1137.9315049000004,8,-343.36879999999985,459.5353080000001,-802.9041079999998,58,10.876851851851852,-0.5219004156954742,-30.2949099999999,9,0,0,5,0.690579109460927,-835.1622879999923,-371.72879999999714,1150.936839899994,1.1501238319283722,99164.83771200001,89,2,455,1,-39.29992427598624,-36.72119560395458,-2.578728672031677,2,0.75,-0.3646530726109341,91,90,1,47,43,0.5222222222222223,-4.311580066180843,-10.300351943238402,-0.11444835492487114,0.7092081340259463,0.5344974772047016,-0.823761241206032,15.293300153436645,1137.9315049000004,8,-343.36879999999985,459.5353080000001,-802.9041079999998,58,10.876851851851852,-0.5219004156954742,-30.2949099999999,9,0,0,5,0.690579109460927,-835.1622879999923,-371.72879999999714,1150.936839899994,1.1501238319283722,99164.83771200001,89,2,455,1,-39.29992427598624,-36.72119560395458,-2.578728672031677,2,0.75,-0.3646530726109341
bb200_m1_sl4,200,1.0,0.04,5,3,3,20.0,True,-761.9058043499899,-702.0954531999887,85,84,1,49,35,0.5833333333333334,-2.1460431738555243,-6.337001254455696,-0.07544049112447257,0.7384260499026531,0.3650902470090021,-0.6921835245113371,10.70239607016473,1045.7917544000006,6,-239.41759999999965,430.41967320000003,-669.8372731999998,62,12.49206349206349,-0.3914253117716056,-30.2949099999999,10,0,0,6,0.7166945307651276,-702.0954531999887,-267.77760000000126,1053.5384467999975,1.0531572322350273,99297.90454680001,83,2,425,1,-35.450459992452224,-48.85317860744047,13.40271861498825,2,0.5,15.397047849967642,85,84,1,49,35,0.5833333333333334,-2.1460431738555243,-6.337001254455696,-0.07544049112447257,0.7384260499026531,0.3650902470090021,-0.6921835245113371,10.70239607016473,1045.7917544000006,6,-239.41759999999965,430.41967320000003,-669.8372731999998,62,12.49206349206349,-0.3914253117716056,-30.2949099999999,10,0,0,6,0.7166945307651276,-702.0954531999887,-267.77760000000126,1053.5384467999975,1.0531572322350273,99297.90454680001,83,2,425,1,-35.450459992452224,-48.85317860744047,13.40271861498825,2,0.5,15.397047849967642
bb200_m1_sl5,200,1.0,0.05,5,3,3,20.0,True,-776.8733844999952,-821.7161554999911,79,78,1,48,30,0.6153846153846154,-2.6285562906427535,-5.741933921049056,-0.07361453744934687,0.6909757479011456,0.267477461892069,-0.6193617363956123,8.826635667261469,1104.6245510000017,4,-388.30050000000097,401.15747550000003,-789.457975500001,62,13.581196581196581,-0.31314024941728447,-30.2949099999999,13,0,0,8,0.6609933330777312,-821.7161554999911,-416.66049999999814,1189.5017059999955,1.1894963083631223,99178.28384450001,77,2,395,1,-42.57863166384136,-50.83599794506192,8.257366281220571,2,0.5,10.533425643762124,79,78,1,48,30,0.6153846153846154,-2.6285562906427535,-5.741933921049056,-0.07361453744934687,0.6909757479011456,0.267477461892069,-0.6193617363956123,8.826635667261469,1104.6245510000017,4,-388.30050000000097,401.15747550000003,-789.457975500001,62,13.581196581196581,-0.31314024941728447,-30.2949099999999,13,0,0,8,0.6609933330777312,-821.7161554999911,-416.66049999999814,1189.5017059999955,1.1894963083631223,99178.28384450001,77,2,395,1,-42.57863166384136,-50.83599794506192,8.257366281220571,2,0.5,10.533425643762124
bb200_m1.5_sl0.3,200,1.5,0.003,5,3,3,20.0,True,-404.4975818699968,-442.0141354799998,85,85,0,12,73,0.1411764705882353,-7.387097062751907,-64.01290722730617,-0.7530930262036021,0.473801642169806,4.803229953280045,-1.6664611872146124,64.01290722730617,442.01413548000033,22,-13.34748000000036,428.66665548,-442.0141354800004,12,3.774509803921567,0.0,0.0,0,0,0,0,0.5123098327121656,-442.0141354799998,-13.347479999996722,442.89301548000367,0.4428891230160793,99557.98586452,85,0,425,0,-22.59279078610806,-17.102455278705055,-5.490335507403003,2,1.0,-5.490335507403003,85,85,0,12,73,0.1411764705882353,-7.387097062751907,-64.01290722730617,-0.7530930262036021,0.473801642169806,4.803229953280045,-1.6664611872146124,64.01290722730617,442.01413548000033,22,-13.34748000000036,428.66665548,-442.0141354800004,12,3.774509803921567,0.0,0.0,0,0,0,0,0.5123098327121656,-442.0141354799998,-13.347479999996722,442.89301548000367,0.4428891230160793,99557.98586452,85,0,425,0,-22.59279078610806,-17.173292858618623,-5.419497927489435,2,1.0,-5.419497927489435
