symbol,timeframe,arm,bars,window_bars,common_bars,candidates,entries,first,last,partial_buckets,gaps,baseline_parity,released_parity,legacy_v9_entries,common_v9_entries,h1_unknown_window
USELESSUSDT,15m,v9_1,24815,24814,24474,72,59,2025-08-15 12:15:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,62,,243
USELESSUSDT,15m,dc20,24815,24814,24474,1964,542,2025-08-15 12:15:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,62,,243
USELESSUSDT,15m,dc55,24815,24814,24474,1123,270,2025-08-15 12:15:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,62,,243
USELESSUSDT,15m,sma20_60,24815,24814,24474,410,410,2025-08-15 12:15:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,62,,243
USELESSUSDT,1h,v9,6204,6203,5863,21,17,2025-08-15 12:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,17,17.0,0
USELESSUSDT,1h,v9_1,6204,6203,5863,21,17,2025-08-15 12:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,17,,0
USELESSUSDT,1h,dc20,6204,6203,5863,510,126,2025-08-15 12:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,17,,0
USELESSUSDT,1h,dc55,6204,6203,5863,270,64,2025-08-15 12:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,17,,0
USELESSUSDT,1h,sma20_60,6204,6203,5863,96,96,2025-08-15 12:00:00+00:00,2026-04-30 23:00:00+00:00,1,0,True,True,17,,0
USELESSUSDT,4h,v9,1551,1550,1210,3,3,2025-08-15 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,3.0,0
USELESSUSDT,4h,v9_1,1551,1550,1210,3,3,2025-08-15 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,,0
USELESSUSDT,4h,dc20,1551,1550,1210,105,32,2025-08-15 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,,0
USELESSUSDT,4h,dc55,1551,1550,1210,56,11,2025-08-15 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,,0
USELESSUSDT,4h,sma20_60,1551,1550,1210,17,17,2025-08-15 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,3,,0
WIFUSDT,15m,v9,58908,57408,57408,124,109,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,109,109.0,0
WIFUSDT,15m,v9_1,58908,57408,57408,116,101,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,109,,0
WIFUSDT,15m,dc20,58908,57408,57408,4837,1221,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,109,,0
WIFUSDT,15m,dc55,58908,57408,57408,2691,638,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,109,,0
WIFUSDT,15m,sma20_60,58908,57408,57408,921,921,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,109,,0
WIFUSDT,1h,v9,15852,14352,14352,34,29,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,29,29.0,0
WIFUSDT,1h,v9_1,15852,14352,14352,34,29,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,29,,0
WIFUSDT,1h,dc20,15852,14352,14352,1235,334,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,29,,0
WIFUSDT,1h,dc55,15852,14352,14352,716,162,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,29,,0
WIFUSDT,1h,sma20_60,15852,14352,14352,235,235,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,29,,0
WIFUSDT,4h,v9,5001,3588,3588,13,9,2024-01-18 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,9,9.0,0
WIFUSDT,4h,v9_1,5001,3588,3588,13,9,2024-01-18 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,9,,0
WIFUSDT,4h,dc20,5001,3588,3588,320,87,2024-01-18 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,9,,0
WIFUSDT,4h,dc55,5001,3588,3588,157,39,2024-01-18 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,9,,0
WIFUSDT,4h,sma20_60,5001,3588,3588,55,55,2024-01-18 12:00:00+00:00,2026-04-30 20:00:00+00:00,1,0,True,True,9,,0
XTZUSDT,15m,v9,58908,57408,57408,114,101,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,101,101.0,0
XTZUSDT,15m,v9_1,58908,57408,57408,106,94,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,101,,0
XTZUSDT,15m,dc20,58908,57408,57408,3724,1040,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,101,,0
XTZUSDT,15m,dc55,58908,57408,57408,2138,569,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,101,,0
XTZUSDT,15m,sma20_60,58908,57408,57408,954,948,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,101,,0
XTZUSDT,1h,v9,15852,14352,14352,29,26,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,26,26.0,0
XTZUSDT,1h,v9_1,15852,14352,14352,29,26,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,26,,0
XTZUSDT,1h,dc20,15852,14352,14352,1061,317,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,26,,0
XTZUSDT,1h,dc55,15852,14352,14352,615,157,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,26,,0
XTZUSDT,1h,sma20_60,15852,14352,14352,247,246,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,26,,0
XTZUSDT,4h,v9,5088,3588,3588,9,8,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,8,8.0,0
XTZUSDT,4h,v9_1,5088,3588,3588,9,8,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,8,,0
XTZUSDT,4h,dc20,5088,3588,3588,288,76,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,8,,0
XTZUSDT,4h,dc55,5088,3588,3588,164,36,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,8,,0
XTZUSDT,4h,sma20_60,5088,3588,3588,59,59,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,8,,0
ZECUSDT,15m,v9,58908,57408,57408,136,121,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,121,121.0,0
ZECUSDT,15m,v9_1,58908,57408,57408,126,114,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,121,,0
ZECUSDT,15m,dc20,58908,57408,57408,4726,1228,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,121,,0
ZECUSDT,15m,dc55,58908,57408,57408,2628,617,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,121,,0
ZECUSDT,15m,sma20_60,58908,57408,57408,918,918,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,121,,0
ZECUSDT,1h,v9,15852,14352,14352,28,23,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,23,23.0,0
ZECUSDT,1h,v9_1,15852,14352,14352,28,23,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,23,,0
ZECUSDT,1h,dc20,15852,14352,14352,1236,318,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,23,,0
ZECUSDT,1h,dc55,15852,14352,14352,695,171,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,23,,0
ZECUSDT,1h,sma20_60,15852,14352,14352,242,242,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,23,,0
ZECUSDT,4h,v9,5088,3588,3588,7,6,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,6,6.0,0
ZECUSDT,4h,v9_1,5088,3588,3588,7,6,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,6,,0
ZECUSDT,4h,dc20,5088,3588,3588,315,95,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,6,,0
ZECUSDT,4h,dc55,5088,3588,3588,138,43,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,6,,0
ZECUSDT,4h,sma20_60,5088,3588,3588,59,59,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,6,,0
ZENUSDT,15m,v9,58908,57408,57408,149,130,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,130,130.0,0
ZENUSDT,15m,v9_1,58908,57408,57408,138,120,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,130,,0
ZENUSDT,15m,dc20,58908,57408,57408,4805,1263,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,130,,0
ZENUSDT,15m,dc55,58908,57408,57408,2495,627,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,130,,0
ZENUSDT,15m,sma20_60,58908,57408,57408,993,993,2024-08-25 09:00:00+00:00,2026-04-30 23:45:00+00:00,0,0,True,True,130,,0
ZENUSDT,1h,v9,15852,14352,14352,32,28,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,28,28.0,0
ZENUSDT,1h,v9_1,15852,14352,14352,32,28,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,28,,0
ZENUSDT,1h,dc20,15852,14352,14352,1155,330,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,28,,0
ZENUSDT,1h,dc55,15852,14352,14352,641,159,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,28,,0
ZENUSDT,1h,sma20_60,15852,14352,14352,249,249,2024-07-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,0,0,True,True,28,,0
ZENUSDT,4h,v9,5088,3588,3588,13,12,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,12.0,0
ZENUSDT,4h,v9_1,5088,3588,3588,13,12,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,,0
ZENUSDT,4h,dc20,5088,3588,3588,294,83,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,,0
ZENUSDT,4h,dc55,5088,3588,3588,144,48,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,,0
ZENUSDT,4h,sma20_60,5088,3588,3588,65,65,2024-01-04 00:00:00+00:00,2026-04-30 20:00:00+00:00,0,0,True,True,12,,0
