trade_key,arm,matched,reason,control_signal_i,control_signal_bar_open,control_net_r,control_net_return,control_exit_time,month,vol_bin,fold
binance_um:ARBUSDT:4h:v9_long:1523,v9_long,True,matched,1527,2024-09-14 12:00:00+00:00,-1.0617381228273466,-0.034394894894895,2024-09-15 20:00:00+00:00,2024-09,2,earlier
binance_um:ARBUSDT:4h:v9_long:1557,v9_long,True,matched,1604,2024-09-27 08:00:00+00:00,-1.0336712829892873,-0.061397796057736986,2024-09-30 20:00:00+00:00,2024-09,3,earlier
binance_um:ARBUSDT:4h:v9_long:1848,v9_long,True,matched,1816,2024-11-01 16:00:00+00:00,-1.038030412744388,-0.054589489718202544,2024-11-03 00:00:00+00:00,2024-11,3,earlier
binance_um:ARBUSDT:4h:v9_long:2941,v9_long,True,matched,2917,2025-05-04 04:00:00+00:00,-1.0412798965740147,-0.05044973379267126,2025-05-06 08:00:00+00:00,2025-05,3,earlier
binance_um:ARBUSDT:4h:v9_long:3738,v9_long,True,matched,3705,2025-09-12 12:00:00+00:00,-1.0437909581086695,-0.04767152869861713,2025-09-15 08:00:00+00:00,2025-09,3,later
binance_um:ARBUSDT:4h:v9_long:4377,v9_long,True,matched,4425,2026-01-10 12:00:00+00:00,-1.041910447761194,-0.04972079772079774,2026-01-12 12:00:00+00:00,2026-01,3,later
binance_um:ARBUSDT:4h:v9_long:4447,v9_long,True,matched,4430,2026-01-11 08:00:00+00:00,-1.04857808857809,-0.04317082533589245,2026-01-12 12:00:00+00:00,2026-01,3,later
binance_um:ARBUSDT:4h:joint:2941,v10_4,True,matched,2994,2025-05-17 00:00:00+00:00,-1.0223955267804588,-0.09130354796320617,2025-05-30 20:00:00+00:00,2025-05,3,earlier
binance_um:ARBUSDT:4h:box_chart:2941,box_chart,True,matched,3040,2025-05-24 16:00:00+00:00,-1.0293794128576734,-0.07007487983809746,2025-05-30 00:00:00+00:00,2025-05,3,earlier
binance_um:ARBUSDT:4h:box_any:2941,box_any,True,matched,3014,2025-05-20 08:00:00+00:00,-1.0245288944723616,-0.08353649167733668,2025-05-30 16:00:00+00:00,2025-05,3,earlier
