signal_i,signal_bar_open,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,status,arm,trade_key,symbol,asset,timeframe,source,box_entry_i,bars_after_v9
1523,2024-09-13 20:00:00+00:00,1524,2024-09-14 00:00:00+00:00,0.5367,0.5139900000000001,0.022709999999999897,0.04231414197875889,1535,2024-09-15 20:00:00+00:00,0.5139900000000001,initial_stop,-0.042314141978758935,-0.044314141978758936,-1.0000000000000009,-1.0472655217965667,False,0.162923822104802,closed,v9_long,binance_um:ARBUSDT:4h:v9_long:1523,ARBUSDT,ARB,4h,,1523,0
1557,2024-09-19 12:00:00+00:00,1558,2024-09-19 16:00:00+00:00,0.5594,0.50582,0.05357999999999996,0.09578119413657483,1625,2024-09-30 20:00:00+00:00,0.60157,trailing_stop,0.07538434036467656,0.07338434036467656,0.7870474057484154,0.7661664800298637,False,2.260171705860397,closed,v9_long,binance_um:ARBUSDT:4h:v9_long:1557,ARBUSDT,ARB,4h,,1557,0
1848,2024-11-07 00:00:00+00:00,1849,2024-11-07 04:00:00+00:00,0.5783,0.5095700000000001,0.06872999999999996,0.11884834860798885,2045,2024-12-09 20:00:00+00:00,1.0141600000000002,trailing_stop,0.753691855438354,0.751691855438354,6.341626655026924,6.32479848683254,False,9.63334788302052,closed,v9_long,binance_um:ARBUSDT:4h:v9_long:1848,ARBUSDT,ARB,4h,,1848,0
2941,2025-05-08 04:00:00+00:00,2942,2025-05-08 08:00:00+00:00,0.3305,0.29656000000000005,0.03393999999999997,0.1026928895612707,2970,2025-05-13 00:00:00+00:00,0.41262000000000004,trailing_stop,0.2484720121028745,0.2464720121028745,2.419563936358282,2.40008839127873,False,5.1325869180907535,closed,v9_long,binance_um:ARBUSDT:4h:v9_long:2941,ARBUSDT,ARB,4h,chart,2941,0
3738,2025-09-18 00:00:00+00:00,3739,2025-09-18 04:00:00+00:00,0.5246,0.48128000000000004,0.043319999999999914,0.08257720167746839,3760,2025-09-21 16:00:00+00:00,0.48128000000000004,initial_stop,-0.0825772016774684,-0.0845772016774684,-1.0000000000000002,-1.0242197599261313,False,0.24469067405355666,closed,v9_long,binance_um:ARBUSDT:4h:v9_long:3738,ARBUSDT,ARB,4h,,3738,0
4377,2026-01-02 12:00:00+00:00,4378,2026-01-02 16:00:00+00:00,0.2025,0.19427000000000003,0.008229999999999987,0.04064197530864191,4433,2026-01-11 20:00:00+00:00,0.20279000000000003,trailing_stop,0.0014320987654321549,-0.0005679012345678452,0.035236938031593175,-0.01397326852976778,False,3.049817739975701,closed,v9_long,binance_um:ARBUSDT:4h:v9_long:4377,ARBUSDT,ARB,4h,,4377,0
4447,2026-01-14 04:00:00+00:00,4448,2026-01-14 08:00:00+00:00,0.2225,0.20500000000000002,0.017499999999999988,0.07865168539325837,4456,2026-01-15 16:00:00+00:00,0.20500000000000002,initial_stop,-0.0786516853932584,-0.0806516853932584,-1.0000000000000004,-1.0254285714285718,False,0.1371428571428564,closed,v9_long,binance_um:ARBUSDT:4h:v9_long:4447,ARBUSDT,ARB,4h,,4447,0
2941,2025-05-08 04:00:00+00:00,2942,2025-05-08 08:00:00+00:00,0.3305,0.29656000000000005,0.03393999999999997,0.1026928895612707,2970,2025-05-13 00:00:00+00:00,0.41262000000000004,trailing_stop,0.2484720121028745,0.2464720121028745,2.419563936358282,2.40008839127873,False,5.1325869180907535,closed,v10_4,binance_um:ARBUSDT:4h:joint:2941,ARBUSDT,ARB,4h,chart,2941,0
2941,2025-05-08 04:00:00+00:00,2942,2025-05-08 08:00:00+00:00,0.3305,0.29656000000000005,0.03393999999999997,0.1026928895612707,2970,2025-05-13 00:00:00+00:00,0.41262000000000004,trailing_stop,0.2484720121028745,0.2464720121028745,2.419563936358282,2.40008839127873,False,5.1325869180907535,closed,box_chart,binance_um:ARBUSDT:4h:box_chart:2941,ARBUSDT,ARB,4h,chart,2941,0
2941,2025-05-08 04:00:00+00:00,2942,2025-05-08 08:00:00+00:00,0.3305,0.29656000000000005,0.03393999999999997,0.1026928895612707,2970,2025-05-13 00:00:00+00:00,0.41262000000000004,trailing_stop,0.2484720121028745,0.2464720121028745,2.419563936358282,2.40008839127873,False,5.1325869180907535,closed,box_any,binance_um:ARBUSDT:4h:box_any:2941,ARBUSDT,ARB,4h,chart,2941,0
