timeframe_min,arm,policy,kind,bucket,period,earlier_closed,later_closed,taken,closed,censored,weeks,symbols,win_rate,mean_net_bp,mean_net_r,wins,sum_net_r,mean_gross_bp,median_net_bp,ge5r,ge10r,pf_r,ge5r_rate,win_rate_low,win_rate_high,mean_net_bp_low,mean_net_bp_high,mean_net_r_low,mean_net_r_high,matched,paired_target_mean_net_bp,random_mean_net_bp,random_win_rate,mean_excess_bp,random_coverage,paired_weeks,p_one_sided,ci_low_bp,ci_high_bp,minimum_p_resolution,holm_p_48_slots
15,joint,baseline,4h,4,later,109,108,122,108,14,5,101,0.3611111111111111,-12.851861124690906,0.03988489678553582,39.0,4.307568852837869,7.14813887530911,-138.26574210113148,2.0,0.0,1.0589661637952195,0.018518518518518517,0.23255813953488372,0.4716981132075472,-77.49990221700183,28.310971740681993,-0.376160469429561,0.3666301202512699,26,6.651842079772381,-70.74653820857331,0.23076923076923078,77.39838028834569,0.24074074074074073,,,,,,
15,joint,baseline,4h,4,cross,109,108,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,4h,8,all,312,372,696,684,12,10,388,0.25,-15.715244294135825,-0.0749366596619681,171.0,-51.25667520878618,4.284755705864182,-144.964473022324,22.0,6.0,0.9039408245760885,0.03216374269005848,0.17665771727142884,0.33383288312586296,-77.33728059571358,45.27445803993979,-0.4287370762157805,0.3067862805765704,118,18.000629860461896,70.79482964402717,0.3389830508474576,-52.7941997835653,0.17251461988304093,10.0,0.869140625,-143.94503980835512,34.378582279607606,0.0009765625,1.0
15,joint,baseline,4h,8,earlier,312,372,312,312,0,5,239,0.2564102564102564,-6.919478407338517,0.007756107057012547,80.0,2.419905401787915,13.080521592661482,-122.15805566280952,10.0,4.0,1.0099902595893935,0.03205128205128205,0.15306122448979592,0.35924932975871315,-119.61143407288608,57.00530211348502,-0.5270710420230273,0.35473292110075993,53,71.3190705037554,95.26666439282059,0.32075471698113206,-23.947593889065192,0.16987179487179488,,,,,,
15,joint,baseline,4h,8,later,312,372,384,372,12,5,269,0.2446236559139785,-23.09233826370777,-0.14429188336175836,91.0,-53.676580610574106,-3.0923382637077528,-158.9758965154995,12.0,2.0,0.8157775600063683,0.03225806451612903,0.15616438356164383,0.3669724770642202,-93.66755607015969,86.88875765030517,-0.5873956714247305,0.5946653162440206,65,-25.474406356377415,50.8408720796264,0.35384615384615387,-76.31527843600381,0.17473118279569894,,,,,,
15,joint,baseline,4h,8,cross,312,372,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,4h,12,all,276,227,507,504,3,10,321,0.26587301587301587,-13.846043097215913,-0.027155336273806164,134.0,-13.686289481998307,6.153956902784092,-140.254619334547,20.0,7.0,0.9653084950177588,0.03968253968253968,0.19537835249042146,0.340427824651504,-69.03911176895787,49.73367685048967,-0.37496191424043723,0.36442323217598344,83,80.83934253015612,73.771366148509,0.27710843373493976,7.067976381647109,0.16468253968253968,10.0,0.4130859375,-41.78407127845081,84.64706631447389,0.0009765625,1.0
15,joint,baseline,4h,12,earlier,276,227,276,276,0,5,219,0.2536231884057971,1.3386829397641649,0.0964671131707753,70.0,26.624923235133984,21.338682939764176,-136.28400608483298,15.0,6.0,1.119510101690188,0.05434782608695652,0.20618556701030927,0.28662420382165604,-82.38129812195645,107.53998231048185,-0.27168722645460797,0.7237084167445959,42,192.7516378127262,158.3610849226494,0.30952380952380953,34.390552890076776,0.15217391304347827,,,,,,
15,joint,baseline,4h,12,later,276,227,230,227,3,5,183,0.28193832599118945,-30.213742751333715,-0.17542011244987252,64.0,-39.82036552612106,-10.213742751333706,-144.788494077834,5.0,1.0,0.7674579610324019,0.022026431718061675,0.14468085106382977,0.4695121951219512,-91.48409544491071,55.39317016777297,-0.6395444239901491,0.42539548632725355,41,-33.802520930037616,-12.881516498171404,0.24390243902439024,-20.921004431866194,0.18061674008810572,,,,,,
15,joint,baseline,4h,12,cross,276,227,1,1,0,1,1,0.0,-489.362607818975,-0.4908471910112346,0.0,-0.4908471910112346,-469.362607818975,-489.362607818975,0.0,0.0,0.0,0.0,,,,,,,0,,,,,0.0,,,,,,
15,joint,baseline,4h,16,all,197,287,496,484,12,10,330,0.2830578512396694,-28.435678871601098,-0.013336417643134873,137.0,-6.454826139277278,-8.435678871601102,-142.798890994657,17.0,7.0,0.9817914863315607,0.03512396694214876,0.19460762799509834,0.412855305722013,-87.64112450652482,69.32271542893554,-0.4630416130828172,0.7356803620970054,70,-111.71030954659714,-100.59167462833372,0.21428571428571427,-11.118634918263401,0.1446280991735537,10.0,0.6376953125,-53.72823291154118,53.46630908345994,0.0009765625,1.0
15,joint,baseline,4h,16,earlier,197,287,197,197,0,5,165,0.3604060913705584,37.123409445921105,0.3830699393701557,71.0,75.46477805592068,57.1234094459211,-112.916778884998,12.0,4.0,1.5857486969381345,0.06091370558375635,0.2603550295857988,0.45161290322580644,-55.05884921589312,207.7528208536744,-0.30893954933856005,1.725057696946327,34,-90.90238102347044,-108.66562522246517,0.20588235294117646,17.76324419899473,0.17258883248730963,,,,,,
15,joint,baseline,4h,16,later,197,287,299,287,12,5,232,0.22996515679442509,-73.43616806516165,-0.2854341609588778,66.0,-81.91960419519793,-53.43616806516164,-165.973011966391,5.0,3.0,0.6369780813928816,0.017421602787456445,0.14320388349514562,0.4506172839506173,-121.73605598029282,48.0076543566225,-0.6681983011941668,0.6748359825207124,36,-131.36224204066122,-92.96627684498738,0.2222222222222222,-38.39596519567386,0.1254355400696864,,,,,,
15,joint,baseline,4h,16,cross,197,287,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,4h,20,all,252,277,536,529,7,10,320,0.28544423440453687,52.18985648157226,0.33946032446578117,151.0,179.57451164239825,72.18985648157225,-136.373697916665,18.0,13.0,1.4624377822326118,0.034026465028355386,0.16922832980972516,0.390890482289709,-66.67687389316565,182.82149627520897,-0.31319595348603235,1.0941413171781176,62,74.49274180160484,11.057367069535012,0.25806451612903225,63.435374732069825,0.11720226843100189,9.0,0.279296875,-135.3967254904269,227.7829198104649,0.001953125,1.0
15,joint,baseline,4h,20,earlier,252,277,252,252,0,5,200,0.3373015873015873,162.23209112617516,0.9239127291069951,85.0,232.82600773496276,182.23209112617516,-110.5903599106515,14.0,9.0,2.3379442309688447,0.05555555555555555,0.17676767676767677,0.43729903536977494,-23.433238412010468,333.82385003603713,-0.1569203959651204,2.009431573695023,29,119.22328064893404,15.919313546217321,0.2413793103448276,103.30396710271668,0.11507936507936507,,,,,,
15,joint,baseline,4h,20,later,252,277,284,277,7,5,221,0.23826714801444043,-47.92076853806645,-0.19224366820420402,66.0,-53.251496092564516,-27.920768538066447,-169.93026499302601,4.0,4.0,0.7515139103261724,0.01444043321299639,0.12083333333333333,0.40013513513513443,-146.10174309039635,71.77308427632475,-0.7066785503894893,0.3500808208590308,31,22.034453286974962,25.538019804062912,0.2903225806451613,-3.5035665170879544,0.11191335740072202,,,,,,
15,joint,baseline,4h,20,cross,252,277,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,1h,0,all,57,51,110,109,1,9,101,0.3211009174311927,-15.921785389053746,-0.17732488347106493,35.0,-19.328412298346077,4.0782146109462465,-138.958176809417,1.0,1.0,0.7488351260240744,0.009174311926605505,0.2,0.44036697247706424,-112.2640264859061,81.2471689182437,-0.5981289348589325,0.36638657500574995,2,-153.9843679572785,-50.009333411322,0.5,-103.9750345459565,0.01834862385321101,,,,,,
15,joint,baseline,1h,0,earlier,57,51,57,57,0,5,54,0.3333333333333333,8.563992589652996,0.06076567749283529,19.0,3.4636436170916114,28.563992589652997,-97.59303246238899,1.0,1.0,1.088740282774268,0.017543859649122806,0.21818181818181817,0.5,-64.83899443597397,129.34802328770417,-0.5038048769077909,1.1247263879851148,0,,,,,0.0,,,,,,
15,joint,baseline,1h,0,later,57,51,52,51,1,4,51,0.3137254901960784,-20.05887731623705,-0.43435909971318293,16.0,-22.15231408537233,-0.05887731623704704,-168.610811975017,0.0,0.0,0.40585077675270076,0.0,0.08695652173913043,0.5,-215.74366178705418,171.06089329063448,-0.9909381575036025,0.02283084061466169,2,-153.9843679572785,-50.009333411322,0.5,-103.9750345459565,0.0392156862745098,,,,,,
15,joint,baseline,1h,0,cross,57,51,1,1,0,1,1,0.0,-1200.61944188899,-0.6397418300653591,0.0,-0.6397418300653591,-1180.61944188899,-1200.61944188899,0.0,0.0,0.0,0.0,,,,,,,0,,,,,0.0,,,,,,
15,joint,baseline,1h,1,all,43,38,83,81,2,9,72,0.2345679012345679,-44.116006513961445,-0.44317714534905933,19.0,-35.897348773273805,-24.11600651396145,-141.836925960636,1.0,0.0,0.43781362390823403,0.012345679012345678,0.125,0.34850766703176334,-122.5420118632823,30.06094764615231,-0.7192951088871857,-0.16211772103167932,3,-161.56837362948536,-85.89758446582432,0.3333333333333333,-75.67078916366101,0.037037037037037035,,,,,,
15,joint,baseline,1h,1,earlier,43,38,43,43,0,5,40,0.32558139534883723,-32.667073119675116,-0.34892855070610657,14.0,-15.003927680362583,-12.667073119675141,-124.78207557685901,0.0,0.0,0.48964141183893123,0.0,0.21425644028103044,0.4857142857142857,-127.6637541552342,51.82052350407102,-0.6769126594072923,0.048263351693708094,3,-161.56837362948536,-85.89758446582432,0.3333333333333333,-75.67078916366101,0.06976744186046512,,,,,,
15,joint,baseline,1h,1,later,43,38,40,38,2,4,36,0.13157894736842105,-57.071378512759146,-0.5498268708660848,5.0,-20.893421092911222,-37.07137851275914,-151.6835000891465,1.0,0.0,0.39359058466613506,0.02631578947368421,0.0,0.25,-192.81532377634073,65.09817222446429,-0.9904508970863662,-0.1532652472678316,0,,,,,0.0,,,,,,
15,joint,baseline,1h,1,cross,43,38,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,1h,2,all,38,34,73,72,1,10,65,0.3194444444444444,-37.51767847979893,-0.09414345459863697,23.0,-6.778328731101862,-17.517678479798906,-169.6032140902525,2.0,1.0,0.8707087023692778,0.027777777777777776,0.2222222222222222,0.48781905842314227,-69.90428914120139,17.02584631121144,-0.4303204182636942,0.5697350594520899,2,-342.57504513620097,-218.385172005254,0.0,-124.189873130947,0.027777777777777776,,,,,,
15,joint,baseline,1h,2,earlier,38,34,38,38,0,5,37,0.34210526315789475,-25.462886071091074,0.10314187987961008,13.0,3.919391435425183,-5.462886071091053,-102.506970926702,2.0,1.0,1.146668382171125,0.05263157894736842,0.2676056338028169,0.5294117647058824,-52.903645810769454,69.52985904402608,-0.3165903346697539,1.6807879462424318,0,,,,,0.0,,,,,,
15,joint,baseline,1h,2,later,38,34,35,34,1,5,33,0.29411764705882354,-50.99068176011949,-0.31463882842726604,10.0,-10.697720166527045,-30.990681760119447,-176.46749673076948,0.0,0.0,0.5838108637165951,0.0,0.14864864864864866,0.5357142857142857,-110.00110435716736,49.573348073955344,-0.6859677520556001,0.38133977849386486,2,-342.57504513620097,-218.385172005254,0.0,-124.189873130947,0.058823529411764705,,,,,,
15,joint,baseline,1h,2,cross,38,34,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,1h,3,all,39,17,57,56,1,9,53,0.21428571428571427,-14.538710455573892,0.2710080525258153,12.0,15.176450941445655,5.461289544426126,-148.1061665716895,1.0,1.0,1.320035835999385,0.017857142857142856,0.09432488207547171,0.3064826302729527,-135.42040523343556,142.94219384832508,-0.7369843558693049,1.9383334467207136,2,-184.5287374413045,-204.28096409747653,0.0,19.752226656172006,0.03571428571428571,,,,,,
15,joint,baseline,1h,3,earlier,39,17,39,39,0,5,38,0.20512820512820512,8.585528213431509,0.5359707425181696,8.0,20.902858958208615,28.585528213431488,-145.628140703517,1.0,1.0,1.6204688755403684,0.02564102564102564,0.06666666666666667,0.2909090909090909,-166.38960562074692,238.13874764863903,-0.8009889882877116,3.0661626488664107,1,-218.473282442747,-218.776758409784,0.0,0.3034759670370035,0.02564102564102564,,,,,,
15,joint,baseline,1h,3,later,39,17,18,17,1,4,16,0.23529411764705882,-67.58843446093925,-0.33684753039782106,4.0,-5.726408016762958,-47.58843446093911,-150.584192439862,0.0,0.0,0.5829967765166506,0.0,0.0,0.4166666666666667,-171.67431663127618,7.9972268512545925,-1.0996580164091052,0.24639872912190605,1,-150.584192439862,-189.785169785169,0.0,39.20097734530701,0.058823529411764705,,,,,,
15,joint,baseline,1h,3,cross,39,17,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,1h,4,all,19,19,41,38,3,8,36,0.42105263157894735,-16.591188504812195,0.44682756196564943,16.0,16.979447354694678,3.408811495187839,-98.047676446591,1.0,1.0,1.7125495567381557,0.02631578947368421,0.2413793103448276,0.5434782608695652,-165.2211135164274,120.06452585058389,-0.44215439570536746,1.5461659388011026,3,-127.98850837972067,-10.976831130782665,0.6666666666666666,-117.01167724893796,0.07894736842105263,,,,,,
15,joint,baseline,1h,4,earlier,19,19,19,19,0,4,18,0.42105263157894735,62.85288052129758,1.14585600466017,8.0,21.77126408854323,82.85288052129764,-73.533190578158,1.0,1.0,2.8744966870814115,0.05263157894736842,0.14285714285714285,0.6129032258064516,-203.49195136274116,238.37769169959697,-0.5401079062898781,2.408744785219475,1,-92.309655465758,91.715840733317,1.0,-184.02549619907498,0.05263157894736842,,,,,,
15,joint,baseline,1h,4,later,19,19,22,19,3,4,19,0.42105263157894735,-96.03525753092194,-0.25220088072887137,8.0,-4.791816733848556,-76.03525753092192,-141.345835631548,0.0,0.0,0.6077004186740503,0.0,0.2,0.5,-200.49097366992626,-33.517759043515305,-0.6706532482978721,-0.08536624774850567,2,-145.82793483670198,-62.3231670628325,0.5,-83.50476777386949,0.10526315789473684,,,,,,
15,joint,baseline,1h,4,cross,19,19,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,1h,5,all,34,23,58,57,1,9,55,0.22807017543859648,-25.6707431370225,-0.13012289859745943,13.0,-7.417005220055188,-5.670743137022488,-156.81196309258598,3.0,0.0,0.8384399934401667,0.05263157894736842,0.10869565217391304,0.34782608695652173,-117.35372770189383,78.8888137955485,-0.7455572443172312,0.5333677146893375,1,58.106508875741,858.456890541483,1.0,-800.350381665742,0.017543859649122806,,,,,,
15,joint,baseline,1h,5,earlier,34,23,34,34,0,4,33,0.17647058823529413,-4.417683369635773,-0.07392722746411153,6.0,-2.513525733779792,15.582316630364263,-158.1338727027545,3.0,0.0,0.9174630594888856,0.08823529411764706,0.030303030303030304,0.28888888888888886,-140.82685592413046,100.05020507645294,-0.9832428021380107,0.773490081171795,0,,,,,0.0,,,,,,
15,joint,baseline,1h,5,later,34,23,24,23,1,5,23,0.30434782608695654,-57.08830974968118,-0.21319476027284323,7.0,-4.903479486275394,-37.08830974968118,-152.642579607878,0.0,0.0,0.6827321086893148,0.0,0.11764705882352941,0.5384615384615384,-167.62362209947483,180.25878609627162,-0.7279824527510037,0.5163976047022616,1,58.106508875741,858.456890541483,1.0,-800.350381665742,0.043478260869565216,,,,,,
15,joint,baseline,1h,5,cross,34,23,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,1h,6,all,40,24,69,64,5,10,61,0.265625,-9.331237146142808,-0.33550767725366815,17.0,-21.47249134423476,10.66876285385722,-136.633451947908,1.0,0.0,0.5808015359031865,0.015625,0.17391304347826086,0.36252840909090894,-92.13944305774544,78.85323494004452,-0.7049403221033355,0.06901847517047797,2,71.033847317363,29.348865437715002,0.5,41.684981879648,0.03125,,,,,,
15,joint,baseline,1h,6,earlier,40,24,40,40,0,5,39,0.225,-70.92613364994247,-0.6071550975501532,9.0,-24.286203902006125,-50.926133649942436,-145.1230048377485,0.0,0.0,0.27372868236308984,0.0,0.175,0.375,-111.23259399823982,-12.765333521581253,-0.7518927469817885,-0.31571534815558794,2,71.033847317363,29.348865437715002,0.5,41.684981879648,0.05,,,,,,
15,joint,baseline,1h,6,later,40,24,29,24,5,5,24,0.3333333333333333,93.32692369352327,0.11723802324047324,8.0,2.8137125577713578,113.32692369352331,-133.3450467251295,1.0,0.0,1.1582234361218768,0.041666666666666664,0.0,0.40816326530612246,-175.83438609776087,201.72074829373682,-1.0674941141208911,0.646597548351024,0,,,,,0.0,,,,,,
15,joint,baseline,1h,6,cross,40,24,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,1h,7,all,16,42,63,58,5,10,58,0.3620689655172414,30.759028311465375,0.2885739404421241,21.0,16.737288545643196,50.7590283114654,-120.11023608895749,2.0,1.0,1.4253738687412072,0.034482758620689655,0.19510501355013551,0.5254237288135594,-82.49171545080391,180.74772638892478,-0.36758178259424384,0.9415296400897247,3,88.92639706018767,-100.41398532729133,0.0,189.340382387479,0.05172413793103448,,,,,,
15,joint,baseline,1h,7,earlier,16,42,16,16,0,5,16,0.3125,142.135612177874,0.3467585019032961,5.0,5.548136030452738,162.13561217787398,-92.1300341741005,1.0,1.0,1.4722267697445193,0.0625,0.07692307692307693,0.5294117647058824,-106.4373282020555,424.5742170578623,-0.8602978882097675,1.2420593307924468,0,,,,,0.0,,,,,,
15,joint,baseline,1h,7,later,16,42,47,42,5,5,42,0.38095238095238093,-11.670146494785545,0.2664083932188205,16.0,11.18915251519046,8.329853505214475,-130.3491960181545,1.0,0.0,1.4054281500181998,0.023809523809523808,0.16666666666666666,0.5952380952380952,-113.27966119171124,111.96241455178556,-0.4545149279317401,1.2003516275442407,3,88.92639706018767,-100.41398532729133,0.0,189.340382387479,0.07142857142857142,,,,,,
15,joint,baseline,1h,7,cross,16,42,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,1h,8,all,65,120,186,185,1,10,155,0.25405405405405407,47.10203414313434,0.04689582944271805,47.0,8.67572844690284,67.10203414313435,-136.05415860735,5.0,2.0,1.0592245185255647,0.02702702702702703,0.1492398601786606,0.38856002814397855,-75.93933562674604,229.27361920108734,-0.5594349244547248,0.885667155441919,14,-80.43980638113649,-113.2552050727985,0.07142857142857142,32.815398691662,0.07567567567567568,,,,,,
15,joint,baseline,1h,8,earlier,65,120,65,65,0,5,61,0.27692307692307694,140.13134522784816,0.5667738947367238,18.0,36.84030315788705,160.1313452278482,-111.77318911832,3.0,2.0,1.765534223599737,0.046153846153846156,0.11538461538461539,0.40946969696969493,-130.08893293736244,412.70826138457227,-0.634619141351396,1.6564049255505717,3,-145.800004773105,-144.15561022460602,0.0,-1.6443945484990024,0.046153846153846156,,,,,,
15,joint,baseline,1h,8,later,65,120,121,120,1,5,111,0.24166666666666667,-3.288842694418986,-0.2347047892582017,29.0,-28.164574710984205,16.711157305581033,-143.0780883132605,2.0,0.0,0.7136732218450562,0.016666666666666666,0.1270718232044199,0.4875,-101.1165066388058,170.97079228785987,-0.6993203118700927,0.6929678426189714,11,-62.61429772878146,-104.82782184957826,0.09090909090909091,42.21352412079682,0.09166666666666666,,,,,,
15,joint,baseline,1h,8,cross,65,120,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,1h,9,all,95,90,186,185,1,10,150,0.1783783783783784,-102.4491436835513,-0.44365511637132476,33.0,-82.07619652869508,-82.44914368355127,-159.43760167325,3.0,1.0,0.48963062057850604,0.016216216216216217,0.10169264932475303,0.2914345238095238,-145.98204436541008,-35.4245621388436,-0.7688406941094524,0.044312641393008924,5,40.17705737637459,43.2708389898222,0.2,-3.0937816134476126,0.02702702702702703,,,,,,
15,joint,baseline,1h,9,earlier,95,90,95,95,0,5,86,0.22105263157894736,-101.9938839617662,-0.33664099936183844,21.0,-31.98089493937465,-81.99388396176616,-137.160578911096,1.0,1.0,0.5880606888227911,0.010526315789473684,0.14285714285714285,0.32,-129.41081259753415,-73.39773258897596,-0.7320325660083193,0.08169826041934286,3,-164.0825972528667,-163.80977429002533,0.0,-0.2728229628413438,0.031578947368421054,,,,,,
15,joint,baseline,1h,9,later,95,90,91,90,1,5,87,0.13333333333333333,-102.92969561210222,-0.5566144621035604,12.0,-50.09530158932043,-82.92969561210218,-179.2501876722605,2.0,0.0,0.3977647145831527,0.022222222222222223,0.0510027595944038,0.36363636363636365,-172.68970304851672,102.12754500457957,-0.9534778197202267,0.593234631557351,2,346.5665393202365,353.8917589095935,0.5,-7.325219589357015,0.022222222222222223,,,,,,
15,joint,baseline,1h,9,cross,95,90,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,1h,10,all,70,94,167,164,3,9,142,0.27439024390243905,7.546843385247483,0.172142809301173,45.0,28.231420725392372,27.54684338524743,-144.7529433493695,10.0,3.0,1.2470834435983562,0.06097560975609756,0.1999689440993789,0.3404409051777148,-62.64395246827201,88.0474879795047,-0.3123552989629089,0.6437450335722854,6,192.19068714738535,348.00661242578195,0.6666666666666666,-155.81592527839666,0.036585365853658534,,,,,,
15,joint,baseline,1h,10,earlier,70,94,70,70,0,5,64,0.21428571428571427,-40.356970216056816,-0.1257283307718965,15.0,-8.800983154032755,-20.35697021605688,-142.506439769302,3.0,1.0,0.8398711975454808,0.04285714285714286,0.08888888888888889,0.27944894249834745,-123.51537107703605,-3.1273323316804786,-0.8265102614877166,0.23137830776319473,2,339.825239946876,568.853645429864,1.0,-229.028405482988,0.02857142857142857,,,,,,
15,joint,baseline,1h,10,later,70,94,97,94,3,4,88,0.3191489361702128,43.21989606706982,0.3939617433981397,30.0,37.03240387942513,63.2198960670698,-146.90768293025351,7.0,2.0,1.6245266989430407,0.07446808510638298,0.2222222222222222,0.44155844155844154,-62.223993905215714,155.37999533200593,-0.26062084609538155,1.0435143275537242,4,118.37341074764,237.58309592374098,0.5,-119.20968517610099,0.0425531914893617,,,,,,
15,joint,baseline,1h,10,cross,70,94,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
15,joint,baseline,1h,11,all,82,68,157,150,7,10,127,0.30666666666666664,-11.651294315949052,-0.040584185682575484,46.0,-6.087627852386323,8.34870568405097,-144.65812848150102,4.0,0.0,0.9456607820334795,0.02666666666666667,0.19148607827685843,0.4480162162162161,-103.51282701434775,112.2951738683288,-0.47566360828081466,0.5186834590832519,7,295.46266037472157,110.4892111584276,0.5714285714285714,184.973449216294,0.04666666666666667,,,,,,
15,joint,baseline,1h,11,earlier,82,68,82,82,0,5,75,0.3170731707317073,15.207221812097767,0.07757902850375933,26.0,6.361480337308265,35.20722181209778,-117.72225932446851,3.0,0.0,1.1034286827852864,0.036585365853658534,0.12869106699751862,0.48695652173913045,-135.3511192755796,164.13664270964415,-0.6606308830833879,0.7563402467996931,5,358.01749466001473,119.83167053550261,0.4,238.18582412451218,0.06097560975609756,,,,,,
