epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,119.597,1.40745,1.34878,1.43703,0.45189,0.43174,0.3819,0.16187,1.9192,1.80235,1.88206,0.0001,0.0001,0.0001
2,214.192,1.29876,1.22945,1.37464,0.43113,0.46628,0.38554,0.16666,1.90673,1.82867,1.88153,9.7525e-05,9.7525e-05,9.7525e-05
3,308.897,1.29409,1.18699,1.37208,0.43511,0.47776,0.3822,0.16365,1.91085,1.8163,1.88112,9.505e-05,9.505e-05,9.505e-05
4,402.14,1.2715,1.16342,1.35208,0.41042,0.49354,0.37588,0.16409,1.91522,1.82459,1.89095,9.2575e-05,9.2575e-05,9.2575e-05
5,495.491,1.26097,1.17223,1.34123,0.42088,0.4878,0.38024,0.16027,1.91652,1.84259,1.89635,9.01e-05,9.01e-05,9.01e-05
6,588.798,1.23903,1.14894,1.33141,0.44201,0.47059,0.38454,0.16328,1.91795,1.83308,1.90557,8.7625e-05,8.7625e-05,8.7625e-05
7,681.996,1.25045,1.12767,1.33397,0.44121,0.47202,0.38166,0.16377,1.92073,1.85032,1.91195,8.515e-05,8.515e-05,8.515e-05
8,775.302,1.22099,1.1364,1.31532,0.43567,0.48637,0.38464,0.16309,1.93887,1.85794,1.92399,8.2675e-05,8.2675e-05,8.2675e-05
9,868.683,1.22466,1.08533,1.31998,0.42034,0.48378,0.37819,0.15897,1.93379,1.85489,1.92448,8.02e-05,8.02e-05,8.02e-05
10,962.088,1.20717,1.09454,1.3166,0.43548,0.45377,0.37434,0.15706,1.93503,1.85331,1.93347,7.7725e-05,7.7725e-05,7.7725e-05
11,1055.41,1.18453,1.06119,1.30104,0.42237,0.47314,0.36881,0.15394,1.95037,1.86181,1.94241,7.525e-05,7.525e-05,7.525e-05
12,1148.66,1.17486,1.0568,1.28688,0.4201,0.47633,0.38068,0.1569,1.94465,1.86255,1.93597,7.2775e-05,7.2775e-05,7.2775e-05
