symbol,arm,side,closed,win_rate_pct,total_net_r,mean_net_r,mean_original_r,mean_gross_bp,mean_net_bp,total_net_bp,pf_r,median_risk_pct,median_position_multiplier,widened_pct,realized_gt5r,realized_gt10r,random_r,random_bp
1000PEPEUSDT,baseline,-1,56,35.714285714285715,12.960309963891195,0.23143410649805704,0.23143410649805704,36.757361974945255,16.757361974945233,938.412270596933,1.358864856893336,2.3392879070678303,1.0,0.0,2,0,0.6303625417467212,117.51399602971209
1000PEPEUSDT,baseline,1,48,39.58333333333333,29.375816438579303,0.6119961758037354,0.6119961758037354,99.4913602682988,79.49136026829878,3815.585292878341,1.9328295872227468,2.0119561681755203,1.0,0.0,3,0,0.3276365445747262,40.96935608739413
1000PEPEUSDT,both,-1,54,37.03703703703704,10.99033723623975,0.20352476363406943,0.2640955818389395,42.59542228130737,22.595422281307343,1220.1528031905964,1.3299513350727459,2.75793980477024,1.0,46.2962962962963,2,0,0.11896480680728719,-28.8157338258583
1000PEPEUSDT,both,1,46,41.30434782608695,28.129086042395183,0.6115018704868518,0.6802247828740913,138.1071175083679,118.10711750836786,5432.927405384922,1.9905619229764302,2.612737035625585,0.9970149253731326,50.0,3,0,0.08674817332629249,42.7676118251105
1000PEPEUSDT,htf_sma60,-1,54,37.03703703703704,10.805955524067764,0.20011028748273638,0.273186266998558,44.20970053386656,24.209700533866535,1307.3238288287928,1.3182616055742138,2.68347549488397,1.0,38.88888888888889,2,0,0.16360939927436674,-11.468790410766262
1000PEPEUSDT,htf_sma60,1,46,41.30434782608695,30.463327182704457,0.6622462431022708,0.699246262083924,142.4811227285664,122.48112272856636,5634.131645514053,2.0698826035600026,2.5457677260833,1.0,41.30434782608695,3,0,0.09282906049962994,37.78174489014848
1000PEPEUSDT,sma120,-1,54,37.03703703703704,14.37666450694413,0.26623452790637275,0.30409000251973617,53.47745526210186,33.47745526210182,1807.7825841534984,1.4250464719757343,2.72031443245002,1.0,38.88888888888889,2,0,0.2476164201406199,32.20233288461057
1000PEPEUSDT,sma120,1,47,40.42553191489361,27.294344823130622,0.5807307409176728,0.6606767623564013,130.92803099994492,110.92803099994485,5213.617456997408,1.9081132767367044,2.56816956172987,1.0,36.17021276595745,3,0,0.20843824210900158,31.894445727212087
AAVEUSDT,baseline,-1,52,38.46153846153847,34.56281058369957,0.6646694343019148,0.6646694343019148,126.294385120351,106.294385120351,5527.308026258252,2.101128597730279,2.195118313471155,1.0,0.0,5,2,0.15544585933424523,5.320636990425615
AAVEUSDT,baseline,1,56,25.0,-1.892035130812598,-0.03378634162165354,-0.03378634162165354,-12.815597059464274,-32.815597059464295,-1837.6734353300003,0.9565612473885055,1.842621706812635,1.0,0.0,1,1,0.43971218336477497,74.30079902677655
AAVEUSDT,both,-1,51,39.21568627450981,24.388576801213723,0.4782073882590926,0.6711126959573448,117.10495941566012,97.10495941566013,4952.352930198666,1.8184940330469206,2.55039404380024,1.0,49.01960784313725,3,1,0.09788085434286149,-41.72999048661369
AAVEUSDT,both,1,55,25.454545454545453,-0.47105519302075116,-0.008564639873104567,-0.1326747425053691,-34.867031439848354,-54.86703143984837,-3017.6867291916606,0.9881372131180108,2.38477168217303,0.9347826086956564,56.36363636363636,1,1,0.426855548205315,84.72879281226676
AAVEUSDT,htf_sma60,-1,51,39.21568627450981,25.604145956036334,0.5020420775693398,0.6766833749771116,117.28586746623309,97.28586746623306,4961.579240777885,1.855763438837463,2.55039404380024,1.0,43.13725490196079,4,1,0.08878785431089739,-31.176318331009764
AAVEUSDT,htf_sma60,1,55,25.454545454545453,-0.12038630920840854,-0.002188841985607428,-0.08497520335850772,-23.5440042313806,-43.54400423138061,-2394.9202327259336,0.9970079774021128,2.34939046040951,1.0,47.27272727272727,1,1,0.468598570088475,86.96680014675037
AAVEUSDT,sma120,-1,52,38.46153846153847,25.876821849090692,0.49763118940559026,0.6342252856598586,120.61215376606835,100.61215376606833,5231.831995835553,1.8328748754705804,2.272024574763305,1.0,38.46153846153847,4,1,-0.021098894265716428,-42.687983518160486
AAVEUSDT,sma120,1,56,23.214285714285715,-6.003876968204754,-0.10721208871794204,-0.15508581167021857,-37.027314548646,-57.027314548646,-3193.529614724176,0.861003388212656,2.1546387064822348,1.0,46.42857142857143,1,1,0.32510519813390787,106.86516506541824
AEROUSDT,baseline,-1,51,47.05882352941176,31.991078104869068,0.6272760412719425,0.6272760412719425,174.16769621555042,154.16769621555042,7862.552506993071,2.1411283381022836,1.99079524777909,1.0,0.0,3,0,-0.06088156046019789,20.6985784228883
AEROUSDT,baseline,1,44,22.727272727272727,-17.46355355996066,-0.39689894454456043,-0.39689894454456043,-46.91984852936974,-66.91984852936974,-2944.4733352922685,0.5007603636465352,2.155203202560925,1.0,0.0,0,0,0.22473900596688193,70.90581354277397
AEROUSDT,both,-1,51,47.05882352941176,26.897610711482514,0.5274041315976964,0.6918908959498458,186.33053198270326,166.33053198270326,8482.857131117866,2.0394085386918728,2.80559747564824,0.7592067988668576,68.62745098039215,2,0,-0.14627108908952557,-5.20248978673484
AEROUSDT,both,1,44,20.454545454545457,-22.214007665901647,-0.5048638105886738,-0.5817799077862946,-85.19754032591148,-105.19754032591149,-4628.691774340105,0.362669608155255,2.7887814768370647,0.8820585029069745,72.72727272727273,0,0,0.21590774546055982,134.95597204495536
AEROUSDT,htf_sma60,-1,51,47.05882352941176,24.489532339039897,0.48018690860862545,0.5943551354913771,165.65865518835997,145.65865518835992,7428.591414606356,1.935848831898185,2.5997045790251,0.8235294117647073,58.82352941176471,2,0,-0.19068799259242952,-8.620988577577767
AEROUSDT,htf_sma60,1,44,20.454545454545457,-21.00103439263024,-0.47729623619614175,-0.5420025908347044,-76.69781787456603,-96.69781787456607,-4254.703986480908,0.39977567269788983,2.3578121999880652,0.9857135879652241,54.54545454545454,0,0,0.21750026366524836,143.30255871926911
