candidate_id,class_name,confidence,window_len,window_end_i,window_end_time,available_at,core_start_i,core_end_i,gate_direction,gate_proposal_end_i,gate_passed,gate_current_close,gate_current_bundle_edge,gate_current_beyond_bundle,flipped_gate_pass
1h_structural_000001,dense_long,0.2965770661830902,19,253,2026-09-01T18:00:00+00:00,2026-09-01T19:00:00+00:00,246,250,LONG,253,True,0.7621,0.7096750685005963,True,False
1h_structural_000002,dense_long,0.5372008085250854,18,254,2026-09-01T19:00:00+00:00,2026-09-01T20:00:00+00:00,247,250,LONG,254,True,0.7871,0.7170488715005394,True,False
1h_structural_000003,dense_long,0.3393296003341675,19,254,2026-09-01T19:00:00+00:00,2026-09-01T20:00:00+00:00,247,250,LONG,254,True,0.7871,0.7170488715005394,True,False
1h_structural_000004,dense_long,0.3148682713508606,19,257,2026-09-01T22:00:00+00:00,2026-09-01T23:00:00+00:00,246,250,LONG,257,True,0.7598,0.7305535049802614,True,False
1h_structural_000005,dense_long,0.2995313107967376,18,258,2026-09-01T23:00:00+00:00,2026-09-02T00:00:00+00:00,247,250,LONG,258,True,0.7786,0.7351293616488079,True,False
1h_structural_000006,dense_long,0.3264846503734588,19,258,2026-09-01T23:00:00+00:00,2026-09-02T00:00:00+00:00,246,250,LONG,258,True,0.7786,0.7351293616488079,True,False
1h_structural_000007,dense_long,0.4047111272811889,18,259,2026-09-02T00:00:00+00:00,2026-09-02T01:00:00+00:00,247,250,LONG,259,True,0.7725,0.7386884700632071,True,False
1h_structural_000008,dense_long,0.5182250738143921,19,259,2026-09-02T00:00:00+00:00,2026-09-02T01:00:00+00:00,246,250,LONG,259,True,0.7725,0.7386884700632071,True,False
