event_id,mother_decision_time,before,after,difference
2023-01-03T05:00:00+00:00_L,2023-01-03 06:00:00+00:00,-0.0032136139990077677,-0.0030043702060754667,0.000209243792932301
2023-01-03T14:00:00+00:00_S,2023-01-03 15:00:00+00:00,-0.0015138930564725355,-0.0026001320290462964,-0.001086238972573761
2023-01-08T23:00:00+00:00_L,2023-01-09 00:00:00+00:00,0.002173988172727183,0.004077093269662992,0.0019031050969358088
2023-01-10T08:00:00+00:00_L,2023-01-10 09:00:00+00:00,-0.002063744835219537,-0.003987679861847558,-0.0019239350266280209
2023-01-11T15:00:00+00:00_S,2023-01-11 16:00:00+00:00,-0.0049998153959756025,-0.007861177773675452,-0.00286136237769985
2023-01-15T08:00:00+00:00_S,2023-01-15 09:00:00+00:00,-0.008614648245226729,-0.008614648245226729,0.0
2023-01-16T00:00:00+00:00_L,2023-01-16 01:00:00+00:00,0.003220052629571814,-0.011567712901872527,-0.014787765531444341
2023-01-21T22:00:00+00:00_S,2023-01-21 23:00:00+00:00,-0.0040750627574595005,-0.009843033812092504,-0.005767971054633003
2023-01-31T07:00:00+00:00_L,2023-01-31 08:00:00+00:00,-0.006479190698605806,-0.008276961115052937,-0.0017977704164471309
2023-02-02T05:00:00+00:00_S,2023-02-02 06:00:00+00:00,-0.0023611700228880466,-0.007085777880435849,-0.004724607857547802
2023-02-05T11:00:00+00:00_S,2023-02-05 12:00:00+00:00,0.016012270779190207,0.013897209746406737,-0.00211506103278347
2023-02-06T00:00:00+00:00_L,2023-02-06 01:00:00+00:00,-0.005048859821839001,-0.00771607005004815,-0.002667210228209149
2023-02-07T05:00:00+00:00_L,2023-02-07 06:00:00+00:00,-0.003234034945427842,-0.004768947669069322,-0.0015349127236414795
2023-02-09T03:00:00+00:00_S,2023-02-09 04:00:00+00:00,-0.005574378147006785,-0.010907083929063031,-0.005332705782056246
2023-02-12T21:00:00+00:00_S,2023-02-12 22:00:00+00:00,-0.00661821527138917,-0.006360625574977073,0.00025758969641209717
2023-02-15T09:00:00+00:00_L,2023-02-15 10:00:00+00:00,0.021239763813269752,0.10874974401075366,0.0875099801974839
2023-02-16T22:00:00+00:00_S,2023-02-16 23:00:00+00:00,0.0041173038858214345,0.008009375976664292,0.0038920720908428574
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,-0.004699651696722927,-0.005832541248026344,-0.0011328895513034176
2023-02-21T21:00:00+00:00_S,2023-02-21 22:00:00+00:00,-0.009706993735226542,0.0016489412698149648,0.011355935005041506
2023-02-22T14:00:00+00:00_S,2023-02-22 15:00:00+00:00,0.005061055147258521,-0.004097425848475609,-0.00915848099573413
2023-02-23T09:00:00+00:00_S,2023-02-23 10:00:00+00:00,0.005431500504353927,0.009906869506144946,0.004475369001791019
2023-02-26T09:00:00+00:00_L,2023-02-26 10:00:00+00:00,-0.0056558280600914595,-0.007326941004128338,-0.0016711129440368788
2023-02-28T07:00:00+00:00_S,2023-02-28 08:00:00+00:00,-0.004814440576142774,-0.009010280884612197,-0.004195840308469423
2023-03-01T19:00:00+00:00_S,2023-03-01 20:00:00+00:00,-0.011861054614742404,-0.013822132779550021,-0.001961078164807617
2023-03-03T01:00:00+00:00_S,2023-03-03 02:00:00+00:00,-0.010423618634886276,-0.011055615745756418,-0.0006319971108701417
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,-0.015457296251901063,-0.01802083060527604,-0.002563534353374976
2023-03-14T18:00:00+00:00_S,2023-03-14 19:00:00+00:00,0.006742377926796108,0.004349727125778193,-0.002392650801017915
2023-03-18T22:00:00+00:00_S,2023-03-18 23:00:00+00:00,-0.00921432606821093,-0.014447592994558665,-0.005233266926347735
2023-03-20T15:00:00+00:00_S,2023-03-20 16:00:00+00:00,-0.0035379116892118017,-0.012133610590651765,-0.008595698901439963
2023-03-23T05:00:00+00:00_L,2023-03-23 06:00:00+00:00,-0.004016420979466527,-0.0073469547337021695,-0.003330533754235643
2023-03-26T22:00:00+00:00_L,2023-03-26 23:00:00+00:00,-0.0040469004079537445,-0.010590562861951923,-0.006543662453998178
2023-03-28T18:00:00+00:00_L,2023-03-28 19:00:00+00:00,-0.006124631141696589,0.033110556934901725,0.039235188076598315
2023-03-29T04:00:00+00:00_L,2023-03-29 05:00:00+00:00,0.025448988845560905,0.024864967806293548,-0.0005840210392673573
2023-03-29T16:00:00+00:00_S,2023-03-29 17:00:00+00:00,-0.008959147424511647,-0.00946003552397867,-0.0005008880994670228
2023-03-30T02:00:00+00:00_L,2023-03-30 03:00:00+00:00,-0.02372224657666644,-0.02372224657666644,0.0
2023-04-03T01:00:00+00:00_S,2023-04-03 02:00:00+00:00,-0.0023861129254008056,-0.007780868284972929,-0.005394755359572123
2023-04-03T16:00:00+00:00_S,2023-04-03 17:00:00+00:00,-0.007997822879814319,-0.009569789592792642,-0.0015719667129783232
2023-04-09T18:00:00+00:00_L,2023-04-09 19:00:00+00:00,0.0086238762521762,0.005438140357886924,-0.0031857358942892766
2023-04-12T02:00:00+00:00_S,2023-04-12 03:00:00+00:00,-0.00434322770423856,-0.0055399117529082425,-0.0011966840486696828
2023-04-13T14:00:00+00:00_L,2023-04-13 15:00:00+00:00,-0.007236616895809787,-0.00870510356609011,-0.0014684866702803223
2023-04-15T22:00:00+00:00_L,2023-04-15 23:00:00+00:00,-0.003558073654390868,-0.003558073654390868,0.0
2023-04-18T17:00:00+00:00_S,2023-04-18 18:00:00+00:00,-0.008792256827216958,-0.008792256827216958,0.0
2023-04-22T14:00:00+00:00_L,2023-04-22 15:00:00+00:00,0.0020947507115767223,-0.0006751206586543806,-0.002769871370231103
2023-04-24T00:00:00+00:00_L,2023-04-24 01:00:00+00:00,-0.006523959363481045,-0.008883035152386974,-0.002359075788905929
2023-04-24T13:00:00+00:00_L,2023-04-24 14:00:00+00:00,-0.010679003543263009,-0.010679003543263009,0.0
2023-04-26T08:00:00+00:00_L,2023-04-26 09:00:00+00:00,0.03211421071504428,0.01025451798315702,-0.02185969273188726
