case_id,title,symbol,timeframe,minutes,kind,time,signal_i,mean_atr12,max_atr12,width_now_atr,core_end_width_atr,stable_atr,stable_mean12,stable_max12,stable_last3_max,coverage3_12,core_mean_atr_to_ref,median_price_width12,price_width_prior_p20,contraction_ratio,price_near_core,cross_count12,distinct_pairs12,group_edges12,known,legacy_raw,legacy_recent12,legacy_recent3,legacy_recent6,legacy_age,legacy,width_0.5,width_1,width_1.5,width_2,max_width_3,stable_atr_3,distinct_pairs_2,group_edges_2,coverage_10of12,relative_p20,contraction_20pct
BTCUSDT_15m_same_pair_repeat,同一对反复交叉，仍计为密集,BTCUSDT,15m,15,same_pair_repeat,2025-04-19 23:15:00+00:00,22809,2.321931605035872,2.400968346112019,2.324908454446787,2.3761726217566346,128.30932255330188,2.234826137895413,2.359201139685343,2.14953204109872,12.0,0.9636901090927752,0.0033939947882253,0.0020777596766872,0.9172973696450296,1.1392651011200272,2.0,1,1,True,True,True,True,True,0.0,True,False,False,False,False,True,True,False,False,True,False,False
ETHUSDT_15m_not_all_groups_connected,局部交叉，三组线没有连通,ETHUSDT,15m,15,not_all_groups_connected,2025-07-31 19:00:00+00:00,32680,2.2511157506566084,2.343415048527324,2.2028179799926915,2.2628278552345833,13.173032706132624,3.23648674610265,3.512883810862346,3.498827315991545,12.0,1.4373531074558343,0.0115033333667878,0.0049890101184558,1.2070281049049727,2.475821935684567,3.0,3,1,True,True,True,True,True,0.0,True,False,False,False,False,True,False,True,False,True,False,False
SOLUSDT_1h_mean_hides_over3,平均宽度掩盖窗口内的分离,SOLUSDT,1h,60,mean_hides_over3,2025-09-20 20:00:00+00:00,10520,2.952269382748682,3.364419313688197,2.347013800310509,2.424838788799061,2.1907144171624706,2.0475880016189714,2.3577544504211967,1.740908492432906,5.0,0.6944292693629095,0.019503868768253,0.0181894819358176,0.7381878439994154,0.9466470467745632,2.0,2,1,True,True,True,False,True,0.0,True,False,False,False,False,False,True,True,False,False,False,True
BTCUSDT_4h_atr_denominator_sensitive,换用核心前 ATR 后不再通过,BTCUSDT,4h,240,atr_denominator_sensitive,2026-01-15 16:00:00+00:00,4456,2.696156384569752,3.449208428751807,3.2847138863116836,3.4399092575065926,890.8416403201259,3.4324229198434715,4.578238775128536,4.578238775128536,8.0,1.261734423477707,0.0322707211848741,0.0130140971279328,1.7401237058962515,4.655178724972903,3.0,3,1,True,True,True,True,True,0.0,True,False,False,False,False,False,False,True,False,False,False,False
BTCUSDT_15m_recent_but_not_now,当前已分离，近期记忆仍通过,BTCUSDT,15m,15,recent_but_not_now,2026-02-08 16:15:00+00:00,51101,4.206761977599561,4.597484931655872,4.558885994549146,4.465269827727401,303.69893213028683,4.705121037981938,4.9920491631811315,4.9920491631811315,0.0,1.1203280907974966,0.0201318384255527,0.0075340044099711,1.11627085203943,2.808455709795228,2.0,1,0,True,False,True,False,False,11.0,False,False,False,False,False,False,False,False,False,False,False,False
SOLUSDT_15m_compact_interwoven,紧凑且三组交织的候选,SOLUSDT,15m,15,compact_interwoven,2026-01-11 10:45:00+00:00,48391,0.9108911217107916,1.0649564951207071,0.9622728617581564,0.9076742269344976,0.2529354807557367,0.8691613086172718,0.9040479598142008,0.9040479598142008,12.0,0.9601564184328248,0.0016059982337571,0.003565952793739,0.9822361493570207,1.0457229245661062,8.0,7,3,True,True,True,True,True,0.0,True,False,True,True,True,True,True,True,True,True,True,False
ETHUSDT_1h_compact_without_cross,线束较近，却因交叉不足被拒,ETHUSDT,1h,60,compact_without_cross,2025-12-28 11:00:00+00:00,12887,1.027999740164518,1.240013627460099,0.7192732221147676,0.7889228494292494,16.52888870315903,0.6862990095420598,0.8924182751162526,0.5722990307593615,12.0,0.664131916711299,0.0038842006614511,0.0099820213008867,0.6761586026070596,0.1746905329484706,1.0,1,0,True,False,False,False,False,17.0,False,False,False,False,False,False,False,False,False,False,False,False
BTCUSDT_4h_compact_converging,末端收拢的候选,BTCUSDT,4h,240,compact_converging,2025-06-15 20:00:00+00:00,3173,0.6681805422632956,1.0641194703256032,1.1015589038314226,0.97453613125986,1042.5342359143335,0.7066842111287707,1.2872681128649412,0.9099557283775777,12.0,1.0469095746622366,0.0065424100318577,0.0221599708337373,0.736356325287189,0.8828862736190247,11.0,11,3,True,True,True,True,True,0.0,True,False,True,True,True,True,True,True,True,True,True,True
