symbol,period,arm,entries,complete,net_profit_sum_independent_accounts,win_rate,mean_final_balance,max_adds
BTCUSDT,earlier,none,16.0,16.0,-185.77059099999974,0.125,88.38933806250002,0.0
BTCUSDT,earlier,two,16.0,16.0,-173.50896579999954,0.125,89.15568963750003,2.0
BTCUSDT,later,continuous,8.0,8.0,-131.3938374999995,0.125,83.57577031250007,4.0
BTCUSDT,later,continuous_unprotected,8.0,7.0,-157.43614679999965,0.0,77.50912188571434,3.0
BTCUSDT,later,none,8.0,8.0,-126.80481739999958,0.125,84.14939782500005,0.0
BTCUSDT,later,two,8.0,8.0,-126.86100819999957,0.125,84.14237397500005,2.0
DASHUSDT,earlier,continuous,7.0,7.0,-3.9575315599996657,0.2857142857142857,99.43463834857148,0.0
DASHUSDT,earlier,continuous_unprotected,7.0,7.0,-3.9575315599996657,0.2857142857142857,99.43463834857148,0.0
DASHUSDT,earlier,none,7.0,7.0,-3.9575315599996657,0.2857142857142857,99.43463834857148,0.0
DASHUSDT,earlier,two,7.0,7.0,-3.9575315599996657,0.2857142857142857,99.43463834857148,0.0
DASHUSDT,later,continuous,5.0,5.0,-194.64279050000044,0.2,61.07144189999991,1.0
DASHUSDT,later,continuous_unprotected,5.0,5.0,-194.64279050000044,0.2,61.07144189999991,1.0
DASHUSDT,later,none,5.0,5.0,-161.39882030000047,0.2,67.72023593999991,0.0
DASHUSDT,later,two,5.0,5.0,-194.64279050000044,0.2,61.07144189999991,1.0
ENAUSDT,earlier,continuous,14.0,14.0,432.7773119100022,0.5,130.91266513642873,6.0
ENAUSDT,earlier,continuous_unprotected,14.0,13.0,80.943700490001,0.46153846153846156,106.22643849923082,6.0
ENAUSDT,earlier,none,14.0,14.0,580.830358700001,0.5,141.48788276428579,0.0
ENAUSDT,earlier,two,14.0,14.0,676.4933643000016,0.5,148.32095459285728,2.0
ENAUSDT,later,continuous,5.0,5.0,-93.53455460999994,0.4,81.29308907800001,0.0
ENAUSDT,later,continuous_unprotected,5.0,5.0,-93.53455460999994,0.4,81.29308907800001,0.0
