symbol,period,scope,event_key,month,vol_bin,entry_time,entry_price,initial_stop,old_none_net_r,old_none_net_usd,arm,status,mark_mode,funding_mode,capital,leverage,fee_rate_one_way,initial_quantity_requested,initial_quantity,initial_quantity_clip_reason,initial_clip_reasons,initial_actual_stop_risk,entry_i,final_quantity,adds_count,rejects_count,fees_paid,funding_paid,gross_profit,net_profit,final_balance,counterfactual_balance,hypothetical_balance_at_stop,exit_i,exit_price,exit_reason,censored,ambiguous,exit_requires_splitting,gross,net,finalbalance,counterfactual,closed,net_usd,common_complete,net_usd_random,delta_usd
AEROUSDT,earlier,actual,AEROUSDT|2025-04-22T15:00:00+00:00,2025-04,2,2025-04-22T16:00:00+00:00,0.4269,0.4,7.85673605947956,7.856736059479559,none,complete,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,3717.4721189591105,2091.0,initial_stress_maintenance,['initial_stress_maintenance'],56.24789999999996,3337,2091.0,0,0,0.8926479,0.0,443.7101999999999,441.481194,541.481194,,,3426,0.6391,intrabar_stop,False,False,False,443.7101999999999,441.481194,541.481194,,True,441.48119399999996,True,-1.738735079999799,443.21992907999976
AEROUSDT,earlier,actual,AEROUSDT|2025-04-22T15:00:00+00:00,2025-04,2,2025-04-22T16:00:00+00:00,0.4269,0.4,7.85673605947956,7.856736059479559,two,complete,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,3717.4721189591105,2091.0,initial_stress_maintenance,['initial_stress_maintenance'],56.24789999999996,3337,5602.700000000001,2,0,2.64634881,0.0,934.33676,928.10972562,1028.10972562,,,3426,0.6391,intrabar_stop,False,False,False,934.33676,928.10972562,1028.10972562,,True,928.1097256200001,True,-1.738735079999799,929.8484606999998
AEROUSDT,earlier,actual,AEROUSDT|2025-04-22T15:00:00+00:00,2025-04,2,2025-04-22T16:00:00+00:00,0.4269,0.4,7.85673605947956,7.856736059479559,continuous,complete,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,3717.4721189591105,2091.0,initial_stress_maintenance,['initial_stress_maintenance'],56.24789999999996,3337,36072.5,8,0,21.95280354,0.0,1101.1312099999996,1056.1244717099994,1156.1244717099994,,,3426,0.6391,intrabar_stop,False,False,False,1101.1312099999996,1056.1244717099994,1156.1244717099994,,True,1056.1244717099994,True,-1.738735079999799,1057.8632067899991
AEROUSDT,earlier,actual,AEROUSDT|2025-04-22T15:00:00+00:00,2025-04,2,2025-04-22T16:00:00+00:00,0.4269,0.4,7.85673605947956,7.856736059479559,continuous_unprotected,ambiguous,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,3717.4721189591105,2091.0,initial_stress_maintenance,['initial_stress_maintenance'],56.24789999999996,3337,30085.4,6,0,17.75877327,0.0,,,,,,3408,,proxy_maintenance_crossing,False,True,False,,,,,False,,False,-1.738735079999799,
BOMEUSDT,earlier,actual,BOMEUSDT|2024-10-11T16:00:00+00:00,2024-10,2,2024-10-11T17:00:00+00:00,0.006595,0.0063189,11.748315827598676,11.748315827598676,none,complete,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,362187.6131836285,165274.0,initial_stress_maintenance,['initial_stress_maintenance'],45.63215140000008,2261,165274.0,0,0,1.08998203,0.0,538.2808906,535.5626456494,635.5626456494,,,2351,0.0098519,intrabar_stop,False,False,False,538.2808906,535.5626456494,635.5626456494,,True,535.5626456494,True,-44.945792091200175,580.5084377406001
BOMEUSDT,earlier,actual,BOMEUSDT|2024-10-11T16:00:00+00:00,2024-10,2,2024-10-11T17:00:00+00:00,0.006595,0.0063189,11.748315827598676,11.748315827598676,two,complete,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,362187.6131836285,165274.0,initial_stress_maintenance,['initial_stress_maintenance'],45.63215140000008,2261,231732.0,2,0,1.580508538,0.0,702.4919528,698.6284437712001,798.6284437712001,,,2351,0.0098519,intrabar_stop,False,False,False,702.4919528,698.6284437712001,798.6284437712001,,True,698.6284437712001,True,-44.945792091200175,743.5742358624002
BOMEUSDT,earlier,actual,BOMEUSDT|2024-10-11T16:00:00+00:00,2024-10,2,2024-10-11T17:00:00+00:00,0.006595,0.0063189,11.748315827598676,11.748315827598676,continuous,complete,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,362187.6131836285,165274.0,initial_stress_maintenance,['initial_stress_maintenance'],45.63215140000008,2261,1699068.0,7,0,15.969226084,0.0,769.8219452000012,737.1136710868012,837.1136710868012,,,2351,0.0098519,intrabar_stop,False,False,False,769.8219452000012,737.1136710868012,837.1136710868012,,True,737.1136710868012,True,-44.945792091200175,782.0594631780014
BOMEUSDT,earlier,actual,BOMEUSDT|2024-10-11T16:00:00+00:00,2024-10,2,2024-10-11T17:00:00+00:00,0.006595,0.0063189,11.748315827598676,11.748315827598676,continuous_unprotected,ambiguous,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,362187.6131836285,165274.0,initial_stress_maintenance,['initial_stress_maintenance'],45.63215140000008,2261,1351018.0,5,0,11.82137349,0.0,,,,,,2329,,proxy_maintenance_crossing,False,True,False,,,,,False,,False,-44.945792091200175,
ENAUSDT,earlier,actual,ENAUSDT|2024-10-11T14:00:00+00:00,2024-10,2,2024-10-11T15:00:00+00:00,0.2878,0.27304,7.79704607046071,7.79704607046071,none,complete,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,6775.067750677509,3450.0,initial_stress_maintenance,['initial_stress_maintenance'],50.92199999999998,2259,3450.0,0,0,0.99291,0.0,375.32550000000026,372.96435450000024,472.96435450000024,,,2377,0.39659,intrabar_stop,False,False,False,375.32550000000026,372.96435450000024,472.96435450000024,,True,372.96435450000024,True,-44.32090824000001,417.28526274000023
ENAUSDT,earlier,actual,ENAUSDT|2024-10-11T14:00:00+00:00,2024-10,2,2024-10-11T15:00:00+00:00,0.2878,0.27304,7.79704607046071,7.79704607046071,two,complete,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,6775.067750677509,3450.0,initial_stress_maintenance,['initial_stress_maintenance'],50.92199999999998,2259,9001.0,2,0,2.9676196,0.0,602.0869900000007,595.5496638100007,695.5496638100007,,,2377,0.39659,intrabar_stop,False,False,False,602.0869900000007,595.5496638100007,695.5496638100007,,True,595.5496638100007,True,-44.32090824000001,639.8705720500006
ENAUSDT,earlier,actual,ENAUSDT|2024-10-11T14:00:00+00:00,2024-10,2,2024-10-11T15:00:00+00:00,0.2878,0.27304,7.79704607046071,7.79704607046071,continuous,complete,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,6775.067750677509,3450.0,initial_stress_maintenance,['initial_stress_maintenance'],50.92199999999998,2259,22772.0,6,0,8.6616211,0.0,369.5263800000011,351.83361142000115,451.83361142000115,,,2377,0.39659,intrabar_stop,False,False,False,369.5263800000011,351.83361142000115,451.83361142000115,,True,351.83361142000115,True,-44.32090824000001,396.15451966000114
ENAUSDT,earlier,actual,ENAUSDT|2024-10-11T14:00:00+00:00,2024-10,2,2024-10-11T15:00:00+00:00,0.2878,0.27304,7.79704607046071,7.79704607046071,continuous_unprotected,ambiguous,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,6775.067750677509,3450.0,initial_stress_maintenance,['initial_stress_maintenance'],50.92199999999998,2259,26618.0,6,0,10.3174074,0.0,,,,,,2360,,proxy_maintenance_crossing,False,True,False,,,,,False,,False,-44.32090824000001,
PENDLEUSDT,later,actual,PENDLEUSDT|2026-04-15T15:00:00+00:00,2026-04,2,2026-04-15T16:00:00+00:00,1.0768,1.0448,8.926449999999992,8.926449999999992,none,complete,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,3124.9999999999973,1156.0,initial_stress_maintenance,['initial_stress_maintenance'],36.99200000000003,15484,1156.0,0,0,1.2447808,0.0,332.69679999999994,329.87454159999993,429.87454159999993,,,15550,1.3646,intrabar_stop,False,False,False,332.69679999999994,329.87454159999993,429.87454159999993,,True,329.87454159999993,True,60.61211280000023,269.2624287999997
PENDLEUSDT,later,actual,PENDLEUSDT|2026-04-15T15:00:00+00:00,2026-04,2,2026-04-15T16:00:00+00:00,1.0768,1.0448,8.926449999999992,8.926449999999992,two,complete,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,3124.9999999999973,1156.0,initial_stress_maintenance,['initial_stress_maintenance'],36.99200000000003,15484,1986.0,2,0,2.2342886,0.0,475.80700000000024,470.8626158000002,570.8626158000002,,,15550,1.3646,intrabar_stop,False,False,False,475.80700000000024,470.8626158000002,570.8626158000002,,True,470.8626158000002,True,36.026084700000524,434.83653109999966
PENDLEUSDT,later,actual,PENDLEUSDT|2026-04-15T15:00:00+00:00,2026-04,2,2026-04-15T16:00:00+00:00,1.0768,1.0448,8.926449999999992,8.926449999999992,continuous,complete,last_price_proxy,not_available_not_charged,100.0,40.0,0.001,3124.9999999999973,1156.0,initial_stress_maintenance,['initial_stress_maintenance'],36.99200000000003,15484,8434.0,6,0,11.01015,0.0,498.8863999999994,476.3672135999994,576.3672135999993,,,15550,1.3646,intrabar_stop,False,False,False,498.8863999999994,476.3672135999994,576.3672135999993,,True,476.36721359999933,True,36.026084700000524,440.3411288999988
