event_key,month,period,comparison,common_complete,delta_usd
API3USDT|2024-09-27T16:00:00+00:00,2024-09,earlier,continuous-none,True,0.0
API3USDT|2024-11-18T16:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
API3USDT|2024-11-22T23:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
API3USDT|2024-11-30T20:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
API3USDT|2025-01-01T22:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
API3USDT|2025-02-11T05:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
API3USDT|2025-02-12T21:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
API3USDT|2025-02-17T06:00:00+00:00,2025-02,earlier,continuous-none,True,-0.8956375000000918
API3USDT|2025-06-09T12:00:00+00:00,2025-06,earlier,continuous-none,True,0.0
APTUSDT|2024-09-13T18:00:00+00:00,2024-09,earlier,continuous-none,True,0.0
APTUSDT|2024-10-01T05:00:00+00:00,2024-10,earlier,continuous-none,True,0.0
APTUSDT|2024-10-22T01:00:00+00:00,2024-10,earlier,continuous-none,True,0.0
APTUSDT|2025-01-03T14:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
APTUSDT|2025-02-17T13:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
APTUSDT|2025-03-17T11:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
APTUSDT|2025-04-19T08:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
APTUSDT|2025-05-01T11:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
APTUSDT|2025-06-09T17:00:00+00:00,2025-06,earlier,continuous-none,True,0.0
APTUSDT|2025-08-07T15:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
APTUSDT|2025-09-03T14:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
APTUSDT|2025-09-08T14:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
ARBUSDT|2024-10-14T04:00:00+00:00,2024-10,earlier,continuous-none,True,0.0
ARBUSDT|2025-01-03T12:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
ARBUSDT|2025-02-12T18:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
ARBUSDT|2025-02-17T10:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
ARBUSDT|2025-02-21T10:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
ARBUSDT|2025-03-19T03:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
ARBUSDT|2025-04-18T13:00:00+00:00,2025-04,earlier,continuous-none,True,-17.88899845800013
ARBUSDT|2025-04-22T17:00:00+00:00,2025-04,earlier,continuous-none,True,-39.65905052399998
ARBUSDT|2025-05-01T11:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
ARBUSDT|2025-05-27T13:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
ARBUSDT|2025-05-29T01:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
ARBUSDT|2025-07-07T08:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
ARBUSDT|2025-07-08T18:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
ARBUSDT|2025-09-03T14:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
ARBUSDT|2025-09-05T11:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
ARBUSDT|2025-09-08T16:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
ARUSDT|2024-12-27T10:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
ARUSDT|2024-12-30T19:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
ARUSDT|2025-03-22T14:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
ARUSDT|2025-03-25T11:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
ARUSDT|2025-04-19T03:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
ARUSDT|2025-05-01T17:00:00+00:00,2025-05,earlier,continuous-none,True,-13.577689599999985
ARUSDT|2025-06-09T11:00:00+00:00,2025-06,earlier,continuous-none,True,0.0
ARUSDT|2025-06-29T23:00:00+00:00,2025-06,earlier,continuous-none,True,0.0
ARUSDT|2025-07-02T06:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
ARUSDT|2025-09-08T02:00:00+00:00,2025-09,earlier,continuous-none,True,-23.248673699999884
BOMEUSDT|2024-10-11T16:00:00+00:00,2024-10,earlier,continuous-none,True,201.55102543740122
BOMEUSDT|2024-10-24T02:00:00+00:00,2024-10,earlier,continuous-none,True,0.0
BOMEUSDT|2024-12-27T10:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
BOMEUSDT|2025-03-22T07:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
BOMEUSDT|2025-06-09T10:00:00+00:00,2025-06,earlier,continuous-none,True,0.0
BOMEUSDT|2025-08-09T05:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
BOMEUSDT|2025-08-22T15:00:00+00:00,2025-08,earlier,continuous-none,True,-62.75063822169989
BOMEUSDT|2025-09-08T03:00:00+00:00,2025-09,earlier,continuous-none,True,-6.577380243899995
BTCUSDT|2024-09-26T12:00:00+00:00,2024-09,earlier,continuous-none,True,0.0
BTCUSDT|2024-10-24T20:00:00+00:00,2024-10,earlier,continuous-none,True,0.0
BTCUSDT|2024-10-28T09:00:00+00:00,2024-10,earlier,continuous-none,True,1.6787386000008553
BTCUSDT|2024-11-21T06:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
BTCUSDT|2024-11-29T15:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
BTCUSDT|2025-02-12T17:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
BTCUSDT|2025-02-14T17:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
BTCUSDT|2025-03-19T18:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
BTCUSDT|2025-04-19T07:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
BTCUSDT|2025-04-21T14:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
BTCUSDT|2025-05-01T16:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
BTCUSDT|2025-05-18T23:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
BTCUSDT|2025-09-03T14:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
BTCUSDT|2025-09-05T12:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
BTCUSDT|2025-09-08T09:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
BTCUSDT|2025-09-09T07:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
DASHUSDT|2024-09-12T11:00:00+00:00,2024-09,earlier,continuous-none,True,0.0
DASHUSDT|2024-09-13T19:00:00+00:00,2024-09,earlier,continuous-none,True,0.0
DASHUSDT|2025-01-03T11:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
DASHUSDT|2025-04-18T11:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
DASHUSDT|2025-06-09T18:00:00+00:00,2025-06,earlier,continuous-none,True,0.0
DASHUSDT|2025-07-09T21:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
DASHUSDT|2025-08-07T12:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
ENAUSDT|2024-09-19T01:00:00+00:00,2024-09,earlier,continuous-none,True,-42.966004689999835
ENAUSDT|2024-10-11T14:00:00+00:00,2024-10,earlier,continuous-none,True,-21.130743079999093
ENAUSDT|2024-11-21T13:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
ENAUSDT|2024-12-30T03:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
ENAUSDT|2025-01-01T20:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
ENAUSDT|2025-01-24T06:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
ENAUSDT|2025-03-19T12:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
ENAUSDT|2025-04-22T13:00:00+00:00,2025-04,earlier,continuous-none,True,-45.43545051999999
ENAUSDT|2025-05-23T03:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
ENAUSDT|2025-05-27T08:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
ENAUSDT|2025-06-09T09:00:00+00:00,2025-06,earlier,continuous-none,True,0.0
ENAUSDT|2025-08-04T02:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
ENAUSDT|2025-08-07T09:00:00+00:00,2025-08,earlier,continuous-none,True,-38.520848499999914
ENAUSDT|2025-09-02T03:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
ETHUSDT|2024-09-13T15:00:00+00:00,2024-09,earlier,continuous-none,True,0.0
ETHUSDT|2024-12-16T01:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
ETHUSDT|2024-12-30T08:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
ETHUSDT|2025-01-03T14:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
ETHUSDT|2025-01-23T23:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
ETHUSDT|2025-02-14T17:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
ETHUSDT|2025-02-17T09:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
ETHUSDT|2025-02-21T13:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
ETHUSDT|2025-04-21T01:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
ETHUSDT|2025-05-01T11:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
ETHUSDT|2025-07-28T04:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
ETHUSDT|2025-09-05T08:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
ETHUSDT|2025-09-09T09:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
FILUSDT|2024-12-28T17:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
FILUSDT|2024-12-31T14:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
FILUSDT|2025-01-01T21:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
FILUSDT|2025-02-12T18:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
FILUSDT|2025-03-17T18:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
FILUSDT|2025-03-19T12:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
FILUSDT|2025-04-19T17:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
FILUSDT|2025-07-08T12:00:00+00:00,2025-07,earlier,continuous-none,True,22.880414810001128
FILUSDT|2025-08-07T10:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
FILUSDT|2025-08-22T15:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
FILUSDT|2025-09-03T14:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
HYPEUSDT|2025-07-06T23:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
HYPEUSDT|2025-08-26T14:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
JUPUSDT|2024-09-12T21:00:00+00:00,2024-09,earlier,continuous-none,True,0.0
JUPUSDT|2024-11-23T14:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
JUPUSDT|2024-11-29T11:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
JUPUSDT|2025-01-17T13:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
JUPUSDT|2025-01-18T08:00:00+00:00,2025-01,earlier,continuous-none,True,-56.61267269999988
JUPUSDT|2025-02-14T05:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
JUPUSDT|2025-03-19T13:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
JUPUSDT|2025-04-19T03:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
JUPUSDT|2025-04-22T13:00:00+00:00,2025-04,earlier,continuous-none,True,-25.76256839999982
JUPUSDT|2025-07-10T21:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
JUPUSDT|2025-08-09T06:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
JUPUSDT|2025-08-12T16:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
JUPUSDT|2025-08-22T15:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
JUPUSDT|2025-08-23T05:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
JUPUSDT|2025-09-08T09:00:00+00:00,2025-09,earlier,continuous-none,False,
MUBARAKUSDT|2025-04-22T01:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
MUBARAKUSDT|2025-05-03T01:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
MUBARAKUSDT|2025-08-09T05:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
MUBARAKUSDT|2025-08-23T06:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
NEARUSDT|2024-10-18T17:00:00+00:00,2024-10,earlier,continuous-none,True,0.0
NEARUSDT|2024-11-23T00:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
NEARUSDT|2024-12-02T22:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
NEARUSDT|2025-02-12T22:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
NEARUSDT|2025-02-14T09:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
NEARUSDT|2025-03-19T12:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
NEARUSDT|2025-04-19T02:00:00+00:00,2025-04,earlier,continuous-none,True,-12.432089000000076
NEARUSDT|2025-05-27T12:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
NEARUSDT|2025-05-29T02:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
NEARUSDT|2025-06-09T11:00:00+00:00,2025-06,earlier,continuous-none,True,0.0
NEARUSDT|2025-06-10T11:00:00+00:00,2025-06,earlier,continuous-none,True,0.0
NEARUSDT|2025-07-02T06:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
NEARUSDT|2025-09-05T12:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
NEARUSDT|2025-09-08T03:00:00+00:00,2025-09,earlier,continuous-none,True,12.090048999999794
ONEUSDT|2025-01-03T13:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
ONEUSDT|2025-02-12T18:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
ONEUSDT|2025-02-20T10:00:00+00:00,2025-02,earlier,continuous-none,True,-27.452371721100263
ONEUSDT|2025-07-19T20:00:00+00:00,2025-07,earlier,continuous-none,True,-24.603899549600087
ONEUSDT|2025-08-07T11:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
ONEUSDT|2025-09-08T12:00:00+00:00,2025-09,earlier,continuous-none,False,
OPUSDT|2024-12-31T14:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
OPUSDT|2025-01-02T10:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
OPUSDT|2025-01-03T12:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
OPUSDT|2025-02-13T01:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
OPUSDT|2025-02-17T13:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
OPUSDT|2025-03-17T19:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
OPUSDT|2025-03-24T05:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
OPUSDT|2025-04-18T12:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
OPUSDT|2025-04-19T15:00:00+00:00,2025-04,earlier,continuous-none,True,-10.476323547000305
OPUSDT|2025-05-27T08:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
OPUSDT|2025-05-29T01:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
OPUSDT|2025-07-02T17:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
OPUSDT|2025-08-07T11:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
OPUSDT|2025-09-01T09:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
OPUSDT|2025-09-08T03:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
PENDLEUSDT|2024-09-18T21:00:00+00:00,2024-09,earlier,continuous-none,True,-27.94601080000001
PENDLEUSDT|2024-10-12T15:00:00+00:00,2024-10,earlier,continuous-none,True,0.0
PENDLEUSDT|2024-11-21T14:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
PENDLEUSDT|2024-11-23T07:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
PENDLEUSDT|2024-12-18T11:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
PENDLEUSDT|2025-04-21T04:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
PENDLEUSDT|2025-05-27T14:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
PENDLEUSDT|2025-07-08T21:00:00+00:00,2025-07,earlier,continuous-none,True,-18.01039080000001
PENDLEUSDT|2025-09-08T05:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
PUMPUSDT|2025-08-11T06:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
PUMPUSDT|2025-08-27T15:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
PUMPUSDT|2025-08-28T22:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
SOLUSDT|2024-09-19T00:00:00+00:00,2024-09,earlier,continuous-none,True,0.0
SOLUSDT|2024-10-11T17:00:00+00:00,2024-10,earlier,continuous-none,True,0.0
SOLUSDT|2024-12-07T14:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
SOLUSDT|2025-02-14T17:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
SOLUSDT|2025-03-24T00:00:00+00:00,2025-03,earlier,continuous-none,True,-24.49417180000046
SOLUSDT|2025-07-09T19:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
SOLUSDT|2025-09-08T02:00:00+00:00,2025-09,earlier,continuous-none,True,-16.23236699999981
UNIUSDT|2024-09-19T03:00:00+00:00,2024-09,earlier,continuous-none,True,0.0
UNIUSDT|2024-09-23T03:00:00+00:00,2024-09,earlier,continuous-none,True,-12.608950000000078
UNIUSDT|2024-10-24T04:00:00+00:00,2024-10,earlier,continuous-none,True,0.0
UNIUSDT|2024-10-29T02:00:00+00:00,2024-10,earlier,continuous-none,True,0.0
UNIUSDT|2024-12-31T14:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
UNIUSDT|2025-01-02T06:00:00+00:00,2025-01,earlier,continuous-none,True,-23.231552000000022
UNIUSDT|2025-02-11T05:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
UNIUSDT|2025-02-12T20:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
UNIUSDT|2025-04-22T12:00:00+00:00,2025-04,earlier,continuous-none,True,-13.000437999999718
UNIUSDT|2025-05-28T08:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
UNIUSDT|2025-06-09T11:00:00+00:00,2025-06,earlier,continuous-none,True,-56.47096299999987
UNIUSDT|2025-09-03T20:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
UNIUSDT|2025-09-08T10:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
UNIUSDT|2025-09-09T08:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
WIFUSDT|2024-09-19T02:00:00+00:00,2024-09,earlier,continuous-none,True,0.0
WIFUSDT|2024-11-29T12:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
WIFUSDT|2024-12-04T02:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
WIFUSDT|2024-12-31T14:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
WIFUSDT|2025-01-03T13:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
WIFUSDT|2025-02-21T06:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
WIFUSDT|2025-03-17T18:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
WIFUSDT|2025-03-19T16:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
WIFUSDT|2025-03-21T01:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
WIFUSDT|2025-04-22T13:00:00+00:00,2025-04,earlier,continuous-none,True,-75.58822025000055
WIFUSDT|2025-05-02T22:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
WIFUSDT|2025-07-08T18:00:00+00:00,2025-07,earlier,continuous-none,True,-25.265670099999085
WIFUSDT|2025-08-07T10:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
WIFUSDT|2025-08-08T00:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
WIFUSDT|2025-08-09T07:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
WIFUSDT|2025-09-08T15:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
XTZUSDT|2024-09-13T15:00:00+00:00,2024-09,earlier,continuous-none,True,0.0
XTZUSDT|2024-12-17T12:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
XTZUSDT|2024-12-30T20:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
XTZUSDT|2025-01-02T11:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
XTZUSDT|2025-01-16T11:00:00+00:00,2025-01,earlier,continuous-none,True,0.0
XTZUSDT|2025-02-12T17:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
XTZUSDT|2025-03-19T04:00:00+00:00,2025-03,earlier,continuous-none,True,0.0
XTZUSDT|2025-04-22T15:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
XTZUSDT|2025-05-28T01:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
XTZUSDT|2025-05-28T23:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
XTZUSDT|2025-06-10T11:00:00+00:00,2025-06,earlier,continuous-none,True,0.0
XTZUSDT|2025-08-07T12:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
ZECUSDT|2024-09-19T00:00:00+00:00,2024-09,earlier,continuous-none,True,0.0
ZECUSDT|2024-11-05T14:00:00+00:00,2024-11,earlier,continuous-none,True,0.0
ZECUSDT|2024-11-06T13:00:00+00:00,2024-11,earlier,continuous-none,True,-41.58627337999994
ZECUSDT|2025-04-22T22:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
ZECUSDT|2025-05-06T23:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
ZECUSDT|2025-05-21T16:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
ZECUSDT|2025-05-22T11:00:00+00:00,2025-05,earlier,continuous-none,True,-53.0479306499999
ZECUSDT|2025-07-04T01:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
ZECUSDT|2025-07-08T12:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
ZECUSDT|2025-09-05T03:00:00+00:00,2025-09,earlier,continuous-none,True,0.0
ZECUSDT|2025-09-06T18:00:00+00:00,2025-09,earlier,continuous-none,True,-68.33259791000017
ZENUSDT|2024-12-19T06:00:00+00:00,2024-12,earlier,continuous-none,True,0.0
ZENUSDT|2024-12-20T05:00:00+00:00,2024-12,earlier,continuous-none,True,-20.75383189999843
ZENUSDT|2025-02-11T05:00:00+00:00,2025-02,earlier,continuous-none,True,0.0
ZENUSDT|2025-04-18T03:00:00+00:00,2025-04,earlier,continuous-none,True,0.0
ZENUSDT|2025-05-29T01:00:00+00:00,2025-05,earlier,continuous-none,True,0.0
ZENUSDT|2025-06-29T23:00:00+00:00,2025-06,earlier,continuous-none,True,0.0
ZENUSDT|2025-07-02T17:00:00+00:00,2025-07,earlier,continuous-none,True,0.0
ZENUSDT|2025-07-08T22:00:00+00:00,2025-07,earlier,continuous-none,True,3.5486072999995883
ZENUSDT|2025-08-07T10:00:00+00:00,2025-08,earlier,continuous-none,True,0.0
1000PEPEUSDT|2024-09-19T00:00:00+00:00,2024-09,earlier,continuous-two,True,0.0
1000PEPEUSDT|2024-10-14T06:00:00+00:00,2024-10,earlier,continuous-two,True,0.0
1000PEPEUSDT|2024-10-21T00:00:00+00:00,2024-10,earlier,continuous-two,True,0.0
1000PEPEUSDT|2024-12-07T10:00:00+00:00,2024-12,earlier,continuous-two,True,0.0
1000PEPEUSDT|2024-12-28T17:00:00+00:00,2024-12,earlier,continuous-two,True,0.0
1000PEPEUSDT|2024-12-31T09:00:00+00:00,2024-12,earlier,continuous-two,True,0.0
