trade_id,decision_time,decision_index,decision_bar_open,entry_time,entry_index,entry_price,side,notional,units,equity_before,cash_after_entry_fee,entry_fee,exit_decision_time,exit_decision_index,exit_time,exit_index,exit_price,exit_fee,gross_pnl,net_pnl,gross_bp,net_bp,raw_net_bp,equity_after,uncapped_equity_after,bankruptcy_floor_adjustment,holding_seconds,exit_reason
0,2026-01-06 09:00:00+00:00,22351,2026-01-06 05:00:00+00:00,2026-01-06 09:00:00+00:00,4909310,4467.948,1,0.9990009990009991,0.0002235927989763979,1.0,0.999000999000999,0.0009990009990009992,2026-02-02 17:00:00+00:00,22471,2026-02-02 17:00:00+00:00,4935848,4665.528,0.0009990009990009992,0.04417746522175668,0.042179463223754654,442.2164268697843,422.216426869784,422.2164268697843,1.0421794632237547,1.0421794632237547,0.0,2361600.0,signal
1,2026-02-11 05:00:00+00:00,22511,2026-02-11 01:00:00+00:00,2026-02-11 05:00:00+00:00,4944788,5046.005,1,1.041138324898856,0.0002063292297369614,1.0421794632237547,1.0411383248988557,0.001041138324898856,2026-02-13 05:00:00+00:00,22523,2026-02-13 05:00:00+00:00,4947541,4976.375,0.001041138324898856,-0.014366704266584646,-0.016448980916382583,-137.9903507824509,-157.99035078245305,-157.9903507824509,1.025730482307372,1.025730482307372,0.0,172800.0,signal
2,2026-02-23 01:00:00+00:00,22560,2026-02-22 21:00:00+00:00,2026-02-23 01:00:00+00:00,4955428,5144.255,1,1.0247057765308414,0.00019919420334544872,1.025730482307372,1.0247057765308412,0.0010247057765308415,2026-03-05 21:00:00+00:00,22614,2026-03-05 21:00:00+00:00,4967665,5076.495,0.0010247057765308415,-0.013497399218687648,-0.015546810771749575,-131.71975339480684,-151.71975339480923,-151.71975339480684,1.0101836715356225,1.0101836715356225,0.0,936000.0,signal
3,2026-03-16 01:00:00+00:00,22652,2026-03-15 21:00:00+00:00,2026-03-16 01:00:00+00:00,4976122,5025.435,-1,1.009174497038584,-0.00020081336183605677,1.0101836715356225,1.0091744970385839,0.0010091744970385842,2026-04-01 21:00:00+00:00,22729,2026-04-01 21:00:00+00:00,4993761,4765.715,0.0010091744970385842,0.052155246336060716,0.050136897341983344,516.8109825318609,496.8109825318588,496.8109825318609,1.0603205688776058,1.0603205688776058,0.0,1454400.0,signal
4,2026-04-24 05:00:00+00:00,22824,2026-04-24 01:00:00+00:00,2026-04-24 05:00:00+00:00,5014878,4671.665,-1,1.059261307570036,-0.0002267417093413239,1.0603205688776058,1.059261307570036,0.001059261307570036,2026-05-07 09:00:00+00:00,22881,2026-05-07 09:00:00+00:00,5027537,4743.125,0.001059261307570036,-0.016202962549531016,-0.018321485164670914,-152.9647352710437,-172.96473527104206,-172.9647352710437,1.041999083712935,1.041999083712935,0.0,1137600.0,signal
5,2026-05-08 09:00:00+00:00,22887,2026-05-08 05:00:00+00:00,2026-05-08 09:00:00+00:00,5028917,4707.645,1,1.0409581255873477,0.00022112077813585086,1.041999083712935,1.0409581255873477,0.0010409581255873476,2026-05-15 05:00:00+00:00,22917,2026-05-15 05:00:00+00:00,5035573,4615.295,0.0010409581255873476,-0.020420503860845908,-0.022502420112020305,-196.17027197250508,-216.1702719725022,-216.17027197250508,1.0194966636009146,1.0194966636009146,0.0,590400.0,signal
6,2026-05-15 21:00:00+00:00,22921,2026-05-15 17:00:00+00:00,2026-05-15 21:00:00+00:00,5036533,4545.665,-1,1.0184781854154992,-0.00022405482705291726,1.0194966636009146,1.0184781854154992,0.001018478185415499,,,2026-06-01 00:00:00+00:00,5050299,4534.765,0.001018478185415499,0.0024421976148767165,0.0004052412440458397,23.978889777402504,3.978889777403697,3.978889777402504,1.0199019048449605,1.0199019048449605,0.0,1393200.0,boundary
