trade_id,decision_time,decision_index,decision_bar_open,entry_time,entry_index,entry_price,side,notional,units,equity_before,cash_after_entry_fee,entry_fee,exit_decision_time,exit_decision_index,exit_time,exit_index,exit_price,exit_fee,gross_pnl,net_pnl,gross_bp,net_bp,raw_net_bp,equity_after,uncapped_equity_after,bankruptcy_floor_adjustment,holding_seconds,exit_reason
0,2024-01-01 00:00:00+00:00,0,2023-12-31 23:59:00+00:00,2024-01-01 23:00:00+00:00,4196407,2062.598,1,0.9990009990009991,0.00048434110718666417,1.0,0.999000999000999,0.0009990009990009992,,,2025-12-31 21:58:00+00:00,4905949,4318.379,0.0009990009990009992,1.0925674671106405,1.0905694651126385,10936.60034577751,10916.60034577751,10916.60034577751,2.0905694651126385,2.0905694651126385,0.0,63068280.0,boundary
