trade_id,decision_time,decision_index,decision_bar_open,entry_time,entry_index,entry_price,side,notional,units,equity_before,cash_after_entry_fee,entry_fee,exit_decision_time,exit_decision_index,exit_time,exit_index,exit_price,exit_fee,gross_pnl,net_pnl,gross_bp,net_bp,raw_net_bp,equity_after,uncapped_equity_after,bankruptcy_floor_adjustment,holding_seconds,exit_reason
0,2024-03-04 05:00:00+00:00,3783,2024-03-03 05:00:00+00:00,2024-03-04 05:00:00+00:00,4256923,2080.635,1,0.9990009990009991,0.00048014235990502855,1.0,0.999000999000999,0.0009990009990009992,2026-03-30 05:00:00+00:00,4429,2026-03-30 05:00:00+00:00,4990042,4495.695,0.0009990009990009992,1.159572607712238,1.157574605714236,11607.3218031995,11587.3218031995,11587.3218031995,2.157574605714236,2.157574605714236,0.0,65318400.0,signal
