candidate,timeframe,name,return_pct,max_drawdown_pct,trades,winrate,winrate_pct,PF,gross_trade_mean_bp,net_trade_mean_bp,exposure_time,exposure_fraction,bankrupt,final_equity,observed_minutes,cost_bp,price_model,ledger_checks,actual_n,matched_n,unmatched_n,controls_n,n_controls,seed,scope,matching,actual_mean_gross_bp,actual_mean_net_bp,matched_actual_mean_gross_bp,matched_actual_mean_net_bp,control_mean_gross_bp,control_mean_net_bp,excess_bp,actual_bankruptcy_n,actual_floor_adjustment_n,score_n,score_auc,score_auc_status,score_top_decile_n,score_top_decile_gross_bp,score_top_decile_net_bp,score_top_decile_win_pct,months,monthly_mean_excess_bp,p,ci_low,ci_high,inference_status,inference_estimand,inference_draws,p_method,paired_p,top_decile_gross_bp,top_decile_net_bp,holm_p
N00,30,近零12根释放,4.908087220294721,9.706340275344605,82,0.4024390243902439,40.243902439024396,1.1248614266672994,26.753291828673234,6.75329182867333,20916000.0,0.33116735066119474,False,1.0490808722029472,709543,20.0,BID plus fixed round-trip cost; no swap,902,82,82,0,246,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,26.753291828673234,6.75329182867333,26.753291828673234,6.75329182867333,22.229203296673404,2.2292032966734037,4.524088531999927,0,0,82,0.5794681508967223,ok,9,119.81289925951302,99.81289925951302,77.77777777777779,23,2.957890081651439,0.403,-23.4564232979282,29.34200199129261,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.403,119.81289925951302,99.81289925951302,1.0
C03,240,现有密集共振,4.058620290596671,25.72433267974078,42,0.23809523809523808,23.809523809523807,1.0743266769213402,39.53374077396692,19.53374077396705,48689340.0,0.7709083827329382,False,1.0405862029059667,709543,20.0,BID plus fixed round-trip cost; no swap,462,42,41,1,123,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,39.53374077396692,19.53374077396705,44.464130946092745,24.464130946092908,66.87538647247338,46.87538647247337,-22.411255526380494,0,0,42,0.38125,ok,5,-248.78029773313202,-268.7802977331317,0.0,19,-2.4177748424840444,0.5335,-75.11627169493511,78.64405337433915,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.5335,-248.78029773313202,-268.7802977331317,1.0
W00,120,蓄势内影线提前入场,3.817371847560014,10.05820306498454,15,0.4,40.0,1.314611578980071,47.451229677567994,27.45122967756792,12060000.0,0.1909484724122207,False,1.0381737184756001,709543,20.0,BID plus fixed round-trip cost; no swap,165,15,15,0,45,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,47.451229677567994,27.45122967756792,47.451229677567994,27.45122967756792,47.26894631938956,27.268946319389553,0.18228335817835586,0,0,15,0.5925925925925926,ok,2,38.22158018519272,18.22158018519228,50.0,13,5.301189407238704,0.4375,-38.17973798864374,49.29029400322102,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.4375,38.22158018519272,18.22158018519228,1.0
N00,240,近零12根释放,3.6366192064107628,10.992685249241907,9,0.4444444444444444,44.44444444444444,1.4334323965452092,63.697659597198985,43.697659597199454,15952140.0,0.2525735294117647,False,1.0363661920641076,709543,20.0,BID plus fixed round-trip cost; no swap,99,9,9,0,27,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,63.697659597198985,43.697659597199454,63.697659597198985,43.697659597199454,36.67803681464148,16.67803681464148,27.019622782557963,0,0,9,0.9,ok,1,37.239541962555215,17.23954196255578,100.0,9,27.019622782557963,0.3046875,-60.846982163323986,128.21011850872293,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.3046875,37.239541962555215,17.23954196255578,1.0
N01,240,近零释放＋密集,3.6366192064107628,10.992685249241907,9,0.4444444444444444,44.44444444444444,1.4334323965452092,63.697659597198985,43.697659597199454,15952140.0,0.2525735294117647,False,1.0363661920641076,709543,20.0,BID plus fixed round-trip cost; no swap,99,9,9,0,27,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,63.697659597198985,43.697659597199454,63.697659597198985,43.697659597199454,36.67803681464148,16.67803681464148,27.019622782557963,0,0,9,0.9,ok,1,37.239541962555215,17.23954196255578,100.0,9,27.019622782557963,0.3046875,-60.846982163323986,128.21011850872293,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.3046875,37.239541962555215,17.23954196255578,1.0
N02,240,近零释放＋密集＋高周期许可,3.6366192064107628,10.992685249241907,9,0.4444444444444444,44.44444444444444,1.4334323965452092,63.697659597198985,43.697659597199454,15952140.0,0.2525735294117647,False,1.0363661920641076,709543,20.0,BID plus fixed round-trip cost; no swap,99,9,9,0,27,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,63.697659597198985,43.697659597199454,63.697659597198985,43.697659597199454,36.67803681464148,16.67803681464148,27.019622782557963,0,0,9,0.9,ok,1,37.239541962555215,17.23954196255578,100.0,9,27.019622782557963,0.3046875,-60.846982163323986,128.21011850872293,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.3046875,37.239541962555215,17.23954196255578,1.0
N03,240,近零共振＋离开均线带,3.6366192064107628,10.992685249241907,9,0.4444444444444444,44.44444444444444,1.4334323965452092,63.697659597198985,43.697659597199454,15952140.0,0.2525735294117647,False,1.0363661920641076,709543,20.0,BID plus fixed round-trip cost; no swap,99,9,9,0,27,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,63.697659597198985,43.697659597199454,63.697659597198985,43.697659597199454,36.67803681464148,16.67803681464148,27.019622782557963,0,0,9,0.9,ok,1,37.239541962555215,17.23954196255578,100.0,9,27.019622782557963,0.3046875,-60.846982163323986,128.21011850872293,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.3046875,37.239541962555215,17.23954196255578,1.0
F04,15,长零轴＋严格高周期同向,3.512240478849482,8.458382955080012,77,0.37662337662337664,37.66233766233766,1.1177475090827294,25.06453951609874,5.064539516098674,10929480.0,0.17304871561027513,False,1.0351224047884948,709543,20.0,BID plus fixed round-trip cost; no swap,847,77,77,0,231,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,25.06453951609874,5.064539516098674,25.06453951609874,5.064539516098674,20.080299472452847,0.08029947245284559,4.984240043645827,0,0,77,0.6048850574712644,ok,8,33.612047377098335,13.612047377098145,50.0,23,15.356866311512452,0.1525,-11.871499327983505,42.78514201772027,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.1525,33.612047377098335,13.612047377098145,1.0
T00,60,EMA20/60趋势交叉,3.034990245215874,24.591974874526635,188,0.30851063829787234,30.851063829787233,1.0337594892900026,22.931315065649205,2.931315065649192,63032280.0,0.9980031159750722,False,1.0303499024521587,709543,20.0,BID plus fixed round-trip cost; no swap,2068,188,188,0,564,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,22.931315065649205,2.931315065649192,22.931315065649205,2.931315065649192,20.432878827111512,0.4328788271115139,2.498436238537679,0,0,188,0.5086206896551724,ok,19,21.781168468079056,1.7811684680790278,26.31578947368421,24,6.617665332319788,0.306,-16.464626118267308,31.65876498785518,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.306,21.781168468079056,1.7811684680790278,1.0
C01,60,离零即入场,2.907354751874669,21.461406356694603,169,0.3136094674556213,31.360946745562128,1.034671233670417,22.973406766018446,2.9734067660184422,52430280.0,0.8301394588843289,False,1.0290735475187467,709543,20.0,BID plus fixed round-trip cost; no swap,1859,169,169,0,507,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,22.973406766018446,2.9734067660184422,22.973406766018446,2.9734067660184422,2.1875790721029413,-17.812420927897058,20.785827693915504,0,0,169,0.5385491216655823,ok,17,62.00139872025191,42.00139872025159,52.94117647058824,24,23.52614744795322,0.03,1.4602939996250215,46.98066840820015,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.03,62.00139872025191,42.00139872025159,1.0
F00,60,精确零轴12根,2.814041810204926,13.53334766549339,61,0.36065573770491804,36.0655737704918,1.088027573654891,25.643487453530735,5.6434874535309625,19476000.0,0.3083675330597355,False,1.0281404181020493,709543,20.0,BID plus fixed round-trip cost; no swap,671,61,61,0,183,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,25.643487453530735,5.6434874535309625,25.643487453530735,5.6434874535309625,5.450882522149812,-14.54911747785019,20.192604931381148,0,0,61,0.583916083916084,ok,7,121.69876465616025,101.69876465616053,57.14285714285714,24,34.96942614548315,0.09,-7.929039449678133,87.72695619721844,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.09,121.69876465616025,101.69876465616053,1.0
N00,60,近零12根释放,2.1092216658259444,16.004624297168103,46,0.391304347826087,39.130434782608695,1.0653171385088565,26.386009281404505,6.38600928140476,23907600.0,0.37853397172822617,False,1.0210922166582594,709543,20.0,BID plus fixed round-trip cost; no swap,506,46,46,0,138,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,26.386009281404505,6.38600928140476,26.386009281404505,6.38600928140476,24.957600760939535,4.957600760939533,1.4284085204652344,0,0,46,0.5753968253968254,ok,5,145.04507490710122,125.0450749071008,40.0,23,13.3913236756253,0.2465,-25.990081798249467,56.99015960226,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.2465,145.04507490710122,125.0450749071008,1.0
N01,60,近零释放＋密集,2.1092216658259444,16.004624297168103,46,0.391304347826087,39.130434782608695,1.0653171385088565,26.386009281404505,6.38600928140476,23907600.0,0.37853397172822617,False,1.0210922166582594,709543,20.0,BID plus fixed round-trip cost; no swap,506,46,46,0,138,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,26.386009281404505,6.38600928140476,26.386009281404505,6.38600928140476,24.957600760939535,4.957600760939533,1.4284085204652344,0,0,46,0.5753968253968254,ok,5,145.04507490710122,125.0450749071008,40.0,23,13.3913236756253,0.2465,-25.990081798249467,56.99015960226,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.2465,145.04507490710122,125.0450749071008,1.0
N02,60,近零释放＋密集＋高周期许可,2.1092216658259444,16.004624297168103,46,0.391304347826087,39.130434782608695,1.0653171385088565,26.386009281404505,6.38600928140476,23907600.0,0.37853397172822617,False,1.0210922166582594,709543,20.0,BID plus fixed round-trip cost; no swap,506,46,46,0,138,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,26.386009281404505,6.38600928140476,26.386009281404505,6.38600928140476,24.957600760939535,4.957600760939533,1.4284085204652344,0,0,46,0.5753968253968254,ok,5,145.04507490710122,125.0450749071008,40.0,23,13.3913236756253,0.2465,-25.990081798249467,56.99015960226,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.2465,145.04507490710122,125.0450749071008,1.0
N03,60,近零共振＋离开均线带,2.1092216658259444,16.004624297168103,46,0.391304347826087,39.130434782608695,1.0653171385088565,26.386009281404505,6.38600928140476,23907600.0,0.37853397172822617,False,1.0210922166582594,709543,20.0,BID plus fixed round-trip cost; no swap,506,46,46,0,138,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,26.386009281404505,6.38600928140476,26.386009281404505,6.38600928140476,24.957600760939535,4.957600760939533,1.4284085204652344,0,0,46,0.5753968253968254,ok,5,145.04507490710122,125.0450749071008,40.0,23,13.3913236756253,0.2465,-25.990081798249467,56.99015960226,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.2465,145.04507490710122,125.0450749071008,1.0
F03,60,长零轴＋密集＋高周期许可,1.160420065836698,16.398846031197877,49,0.3877551020408163,38.775510204081634,1.0346355362324335,24.09821471530768,4.098214715307569,24368400.0,0.3858299133606931,False,1.011604200658367,709543,20.0,BID plus fixed round-trip cost; no swap,539,49,49,0,147,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,24.09821471530768,4.098214715307569,24.09821471530768,4.098214715307569,13.268644781797372,-6.73135521820263,10.829569933510196,0,0,49,0.5912280701754385,ok,5,297.97070902608027,277.9707090260798,80.0,23,13.178992906142938,0.234,-24.026225259447056,52.15576684089265,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.234,297.97070902608027,277.9707090260798,1.0
F00,240,精确零轴12根,0.7447713079924867,9.339300229082081,14,0.2857142857142857,28.57142857142857,1.0661311615169657,27.36716813827345,7.367168138273509,14655600.0,0.2320451436388509,False,1.0074477130799249,709543,20.0,BID plus fixed round-trip cost; no swap,154,14,14,0,42,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,27.36716813827345,7.367168138273509,27.36716813827345,7.367168138273509,-0.7442514310150382,-20.74425143101504,28.111419569288547,0,0,14,0.325,ok,2,-171.45237285160448,-191.45237285160462,0.0,11,35.136796216877606,0.1845703125,-28.13687077077701,105.34736200860335,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.1845703125,-171.45237285160448,-191.45237285160462,1.0
T01,240,Donchian20突破/10退出,0.6302577008755472,25.082478217769754,87,0.3563218390804598,35.63218390804598,1.0102308769783843,22.99863245468296,2.998632454683075,47033880.0,0.7446971424228607,False,1.0063025770087555,709543,20.0,BID plus fixed round-trip cost; no swap,957,87,85,2,255,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,22.99863245468296,2.998632454683075,25.915943825619777,5.915943825619901,31.287181133323088,11.287181133323088,-5.371237307703181,0,0,87,0.5967741935483871,ok,9,-20.94251444530143,-40.942514445301214,44.44444444444444,24,12.331755601540422,0.3015,-29.440960326495052,56.62758496691976,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.3015,-20.94251444530143,-40.942514445301214,1.0
F01,60,零轴12根·反向才退,0.2534996787950883,15.808573500293177,51,0.37254901960784315,37.254901960784316,1.0071612898276086,22.21980860461228,2.219808604612265,25822800.0,0.40885772913816687,False,1.0025349967879509,709543,20.0,BID plus fixed round-trip cost; no swap,561,51,51,0,153,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,22.21980860461228,2.219808604612265,22.21980860461228,2.219808604612265,10.808983593993338,-9.191016406006662,11.410825010618938,0,0,51,0.5526315789473685,ok,6,234.31797926311006,214.31797926311071,66.66666666666666,24,11.813710045591263,0.2665,-23.012705112110748,49.85736211202146,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.2665,234.31797926311006,214.31797926311071,1.0
N01,30,近零释放＋密集,-0.02150298235387149,10.72417478907668,79,0.3924050632911392,39.24050632911392,0.9994271979345879,20.7496033149228,0.7496033149229061,19612800.0,0.31053351573187415,False,0.9997849701764613,709543,20.0,BID plus fixed round-trip cost; no swap,869,79,79,0,237,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,20.7496033149228,0.7496033149229061,20.7496033149228,0.7496033149229061,14.382710584933536,-5.617289415066463,6.3668927299893685,0,0,79,0.6008064516129032,ok,8,108.90309663988356,88.90309663988373,75.0,23,3.036374108958529,0.407,-23.821686818496264,30.0211656766201,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.407,108.90309663988356,88.90309663988373,1.0
N02,30,近零释放＋密集＋高周期许可,-0.02150298235387149,10.72417478907668,79,0.3924050632911392,39.24050632911392,0.9994271979345879,20.7496033149228,0.7496033149229061,19612800.0,0.31053351573187415,False,0.9997849701764613,709543,20.0,BID plus fixed round-trip cost; no swap,869,79,79,0,237,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,20.7496033149228,0.7496033149229061,20.7496033149228,0.7496033149229061,14.382710584933536,-5.617289415066463,6.3668927299893685,0,0,79,0.6008064516129032,ok,8,108.90309663988356,88.90309663988373,75.0,23,3.036374108958529,0.407,-23.821686818496264,30.0211656766201,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.407,108.90309663988356,88.90309663988373,1.0
N03,30,近零共振＋离开均线带,-0.041417264140863885,10.74195725223671,77,0.38961038961038963,38.961038961038966,0.9988820753689829,20.738820956238698,0.7388209562388238,19099800.0,0.3024110807113543,False,0.9995858273585914,709543,20.0,BID plus fixed round-trip cost; no swap,847,77,77,0,231,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,20.738820956238698,0.7388209562388238,20.738820956238698,0.7388209562388238,13.078731032616659,-6.9212689673833445,7.66008992362217,0,0,77,0.6063829787234043,ok,8,108.90309663988356,88.90309663988403,75.0,23,6.041201218552642,0.324,-19.609118245867954,32.48263477901843,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.324,108.90309663988356,88.90309663988403,1.0
N00,120,近零12根释放,-0.12497449199416755,14.475313572600545,21,0.42857142857142855,42.857142857142854,0.9934915176467987,21.961353978491474,1.9613539784914262,20217600.0,0.320109439124487,False,0.9987502550800583,709543,20.0,BID plus fixed round-trip cost; no swap,231,21,21,0,63,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,21.961353978491474,1.9613539784914262,21.961353978491474,1.9613539784914262,30.898043405474613,10.89804340547461,-8.93668942698318,0,0,21,0.6203703703703703,ok,3,-73.74438552426517,-93.74438552426477,33.33333333333333,16,3.880793267289519,0.458,-69.29545478128344,87.47042566422441,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.458,-73.74438552426517,-93.74438552426477,1.0
N01,120,近零释放＋密集,-0.12497449199416755,14.475313572600545,21,0.42857142857142855,42.857142857142854,0.9934915176467987,21.961353978491474,1.9613539784914262,20217600.0,0.320109439124487,False,0.9987502550800583,709543,20.0,BID plus fixed round-trip cost; no swap,231,21,21,0,63,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,21.961353978491474,1.9613539784914262,21.961353978491474,1.9613539784914262,30.898043405474613,10.89804340547461,-8.93668942698318,0,0,21,0.6203703703703703,ok,3,-73.74438552426517,-93.74438552426477,33.33333333333333,16,3.880793267289519,0.458,-69.29545478128344,87.47042566422441,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.458,-73.74438552426517,-93.74438552426477,1.0
N02,120,近零释放＋密集＋高周期许可,-0.12497449199416755,14.475313572600545,21,0.42857142857142855,42.857142857142854,0.9934915176467987,21.961353978491474,1.9613539784914262,20217600.0,0.320109439124487,False,0.9987502550800583,709543,20.0,BID plus fixed round-trip cost; no swap,231,21,21,0,63,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,21.961353978491474,1.9613539784914262,21.961353978491474,1.9613539784914262,30.898043405474613,10.89804340547461,-8.93668942698318,0,0,21,0.6203703703703703,ok,3,-73.74438552426517,-93.74438552426477,33.33333333333333,16,3.880793267289519,0.458,-69.29545478128344,87.47042566422441,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.458,-73.74438552426517,-93.74438552426477,1.0
N03,120,近零共振＋离开均线带,-0.12497449199416755,14.475313572600545,21,0.42857142857142855,42.857142857142854,0.9934915176467987,21.961353978491474,1.9613539784914262,20217600.0,0.320109439124487,False,0.9987502550800583,709543,20.0,BID plus fixed round-trip cost; no swap,231,21,21,0,63,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,21.961353978491474,1.9613539784914262,21.961353978491474,1.9613539784914262,30.898043405474613,10.89804340547461,-8.93668942698318,0,0,21,0.6203703703703703,ok,3,-73.74438552426517,-93.74438552426477,33.33333333333333,16,3.880793267289519,0.458,-69.29545478128344,87.47042566422441,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.458,-73.74438552426517,-93.74438552426477,1.0
F02,60,长零轴＋密集,-0.44938527573950005,16.3988460311978,50,0.38,38.0,0.9870820976517379,20.830389496602212,0.8303894966022392,24717600.0,0.391358869129047,False,0.995506147242605,709543,20.0,BID plus fixed round-trip cost; no swap,550,50,50,0,150,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,20.830389496602212,0.8303894966022392,20.830389496602212,0.8303894966022392,9.768176527096003,-10.231823472903999,11.062212969506247,0,0,50,0.5857385398981324,ok,5,297.97070902608027,277.97070902608084,80.0,24,12.777170860675838,0.254,-21.71746321374563,49.71609680396177,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.254,297.97070902608027,277.97070902608084,1.0
W00,60,蓄势内影线提前入场,-0.7094151438305052,9.308212431974539,31,0.3548387096774194,35.483870967741936,0.9640895234887583,19.12235854706076,-0.8776414529391079,11768400.0,0.18633150934792522,False,0.992905848561695,709543,20.0,BID plus fixed round-trip cost; no swap,341,31,31,0,93,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,19.12235854706076,-0.8776414529391079,19.12235854706076,-0.8776414529391079,12.293370900943431,-7.706629099056567,6.828987646117456,0,0,31,0.45,ok,4,-53.65996204049041,-73.65996204048965,25.0,22,23.605827476840606,0.3005,-50.54103612944005,105.47896964698705,ok,equal-weight monthly mean of per-trade net excess,1999,monte_carlo_monthly_sign_flip,0.3005,-53.65996204049041,-73.65996204048965,1.0
N00,360,近零12根释放,-0.7240263457323204,12.350248115921048,9,0.2222222222222222,22.22222222222222,0.9565807896135955,24.60501657601474,4.605016576015298,20948280.0,0.3316784465724274,False,0.9927597365426768,709543,20.0,BID plus fixed round-trip cost; no swap,99,9,9,0,27,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,24.60501657601474,4.605016576015298,24.60501657601474,4.605016576015298,105.68294068120517,85.68294068120517,-81.0779241051899,0,0,9,0.5714285714285714,ok,1,-255.8252332159548,-275.82523321595346,0.0,9,-81.0779241051899,0.9140625,-170.66980315460876,32.05405052355505,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.9140625,-255.8252332159548,-275.82523321595346,1.0
N01,360,近零释放＋密集,-0.7240263457323204,12.350248115921048,9,0.2222222222222222,22.22222222222222,0.9565807896135955,24.60501657601474,4.605016576015298,20948280.0,0.3316784465724274,False,0.9927597365426768,709543,20.0,BID plus fixed round-trip cost; no swap,99,9,9,0,27,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,24.60501657601474,4.605016576015298,24.60501657601474,4.605016576015298,105.68294068120517,85.68294068120517,-81.0779241051899,0,0,9,0.5714285714285714,ok,1,-255.8252332159548,-275.82523321595346,0.0,9,-81.0779241051899,0.9140625,-170.66980315460876,32.05405052355505,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.9140625,-255.8252332159548,-275.82523321595346,1.0
N02,360,近零释放＋密集＋高周期许可,-0.7240263457323204,12.350248115921048,9,0.2222222222222222,22.22222222222222,0.9565807896135955,24.60501657601474,4.605016576015298,20948280.0,0.3316784465724274,False,0.9927597365426768,709543,20.0,BID plus fixed round-trip cost; no swap,99,9,9,0,27,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,24.60501657601474,4.605016576015298,24.60501657601474,4.605016576015298,105.68294068120517,85.68294068120517,-81.0779241051899,0,0,9,0.5714285714285714,ok,1,-255.8252332159548,-275.82523321595346,0.0,9,-81.0779241051899,0.9140625,-170.66980315460876,32.05405052355505,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.9140625,-255.8252332159548,-275.82523321595346,1.0
N03,360,近零共振＋离开均线带,-0.7240263457323204,12.350248115921048,9,0.2222222222222222,22.22222222222222,0.9565807896135955,24.60501657601474,4.605016576015298,20948280.0,0.3316784465724274,False,0.9927597365426768,709543,20.0,BID plus fixed round-trip cost; no swap,99,9,9,0,27,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,24.60501657601474,4.605016576015298,24.60501657601474,4.605016576015298,105.68294068120517,85.68294068120517,-81.0779241051899,0,0,9,0.5714285714285714,ok,1,-255.8252332159548,-275.82523321595346,0.0,9,-81.0779241051899,0.9140625,-170.66980315460876,32.05405052355505,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.9140625,-255.8252332159548,-275.82523321595346,1.0
F02,240,长零轴＋密集,-1.186306826177852,9.569149365380337,11,0.2727272727272727,27.27272727272727,0.8849431631601546,11.503385052127586,-8.496614947872605,17122140.0,0.2710983812129503,False,0.9881369317382215,709543,20.0,BID plus fixed round-trip cost; no swap,121,11,11,0,33,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,11.503385052127586,-8.496614947872605,11.503385052127586,-8.496614947872605,11.24518801043867,-8.754811989561341,0.2581970416887419,0,0,11,0.25,ok,2,-190.02451907252512,-210.02451907252535,0.0,10,3.3933770247313673,0.4423828125,-37.68837110328545,46.03877864737426,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.4423828125,-190.02451907252512,-210.02451907252535,1.0
F03,240,长零轴＋密集＋高周期许可,-1.186306826177852,9.569149365380337,11,0.2727272727272727,27.27272727272727,0.8849431631601546,11.503385052127586,-8.496614947872605,17122140.0,0.2710983812129503,False,0.9881369317382215,709543,20.0,BID plus fixed round-trip cost; no swap,121,11,11,0,33,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,11.503385052127586,-8.496614947872605,11.503385052127586,-8.496614947872605,11.24518801043867,-8.754811989561341,0.2581970416887419,0,0,11,0.25,ok,2,-190.02451907252512,-210.02451907252535,0.0,10,3.3933770247313673,0.4423828125,-37.68837110328545,46.03877864737426,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.4423828125,-190.02451907252512,-210.02451907252535,1.0
W00,240,蓄势内影线提前入场,-2.3076317225803944,9.58107389231012,7,0.2857142857142857,28.57142857142857,0.6843573125433307,-11.430152111336184,-31.430152111337133,7117860.0,0.11269854841161271,False,0.9769236827741961,709543,20.0,BID plus fixed round-trip cost; no swap,77,7,7,0,21,3,20260908,event_level_not_portfolio,XAUUSD / decision UTC month / causal volbin / actual direction; no bar-side reuse,-11.430152111336184,-31.430152111337133,-11.430152111336184,-31.430152111337133,24.0861714419125,4.0861714419125,-35.51632355324964,0,0,7,0.75,ok,1,405.6608104035656,385.6608104035633,100.0,7,-35.51632355324964,0.6796875,-216.59251390118598,126.18959676264515,ok,equal-weight monthly mean of per-trade net excess,1999,exact_monthly_sign_flip,0.6796875,405.6608104035656,385.6608104035633,1.0
