timeframe,arm,period,direction,entries,closed,censored,win_rate,net_r,gross_r,mean_net_r,net_bp,mean_net_bp,pf,pf_nominal,event_drawdown_r,realized_10r,gross_bp,cost_r,winners_10r,winners_10r_positive_profit_share,realized_top10pct_net_r_concentration,max_underwater_days,random_pairs,control_unmatched,control_censored,closed_without_eligible_control,random_mean_r,paired_strategy_mean_r,random_net_r,random_net_bp,random_excess_r,random_excess_sum_r,random_unique_control_timestamps
15m,v9,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0.0,0.0,0,,,0.0,0,0,0,0,,,0.0,0.0,,0.0,0
15m,v9,cross_split,short,1,1,0,0.0,-0.6485312499999961,-0.4921874999999979,-0.6485312499999961,-82.96222266640001,-82.96222266640001,0.0,0.0,0.6485312499999961,0,-62.962222666399995,0.15634374999999823,0,,,598.0,1,0,0,0,0.592972972972959,-0.6485312499999961,0.592972972972959,65.232903865212,-1.2415042229729552,-1.2415042229729552,1
15m,v9_1,full,both,2701,2700,1,0.3274074074074074,245.00624609425083,536.5398042493333,0.09074305410898179,30798.671077876657,11.406915214028391,1.132042846401503,1.0716836514574155,104.57568483128827,23,84798.67107787667,291.53355815508246,23,0.1412171362479002,0.6663115518800398,131.58333333333334,2696,4,4,4,-0.11769585545254192,0.09105786030141538,-317.30802630005303,-45471.21461652843,0.20875371575395732,562.8000176726689,2694
15m,v9_1,full,long,1292,1292,0,0.3142414860681115,-9.613650166799275,128.59203559508913,-0.007440905701857024,-10101.120266638736,-7.818204540742057,0.9893125690989448,0.9523325650836973,112.57614287132361,9,15738.87973336128,138.2056857618884,9,0.13284965815184807,0.6786162951208906,228.02083333333334,1288,4,4,4,-0.13866654764701888,-0.0070868826773557575,-178.60251336936034,-19677.811547168152,0.13157966496966308,169.47460848092607,1288
15m,v9_1,full,short,1409,1408,1,0.33948863636363635,254.6198962610501,407.9477686542441,0.1808379945035867,40899.791344515375,29.04814726172967,1.26634521133591,1.187838718923703,75.73292511980779,14,69059.7913445154,153.32787239319407,14,0.14736810540278755,0.654350996777724,142.11458333333334,1408,0,0,0,-0.09851243816100337,0.1808379945035867,-138.70551293069275,-25793.403069360276,0.2793504326645901,393.32540919174284,1406
15m,v9_1,earlier,both,1583,1583,0,0.3297536323436513,142.15178783656575,306.74049982874544,0.08979898157711039,6896.125710446501,4.356364946586545,1.1319513161919106,1.0266764365736996,82.30643986079104,18,38556.125710446526,164.5887119921797,18,0.19524558038389156,0.6666439533435372,131.58333333333334,1580,0,0,3,-0.03420350331318475,0.08681903113636122,-54.04153523483191,1910.5094386103128,0.12102253444954596,191.2156044302826,1579
15m,v9_1,earlier,long,785,785,0,0.3235668789808917,19.800081622403134,101.61034502257982,0.02522303391388934,-5334.494897708416,-6.7955349015393836,1.0368958393828858,0.9581018943443332,112.57614287132361,7,10365.505102291594,81.81026340017668,7,0.17080951699388697,0.6665236016807884,228.02083333333334,783,0,0,2,-0.016932165089271683,0.019659604245396246,-13.257885264899727,4383.002325679661,0.0365917693346679,28.651355389044966,783
15m,v9_1,earlier,short,798,798,0,0.3358395989974937,122.35170621416265,205.13015480616562,0.1533229401179983,12230.620608154913,15.32659224079563,1.2263020149986967,1.0932287733943715,75.48475358604544,11,28190.620608154928,82.778448592003,11,0.2157542226393725,0.6653601481795272,126.0625,797,0,0,1,-0.05117145542024114,0.1527987441296179,-40.783649969932185,-2472.492887069343,0.20397019954985904,162.56424904123764,796
15m,v9_1,later,both,1117,1116,1,0.32437275985663083,103.50298950768507,230.29149192058784,0.0927446142541981,23985.507590096557,21.492390313706593,1.1331138625910933,1.1402217571451956,104.57568483128782,5,46305.50759009655,126.78850241290276,5,0.06643710390078326,0.6685769688222958,121.76041666666667,1112,4,4,4,-0.23757178924019004,0.0935150492680307,-264.1798296350913,-47495.2684866259,0.33108683850822074,368.16856442114147,1111
15m,v9_1,later,long,507,507,0,0.29980276134122286,-29.413731789202423,26.981690572509294,-0.05801525007732233,-4766.625368930313,-9.401627946608114,0.9189437635294806,0.9436486032329683,75.9307714477049,2,5373.37463106969,56.39542236171171,2,0.06950694251269426,0.6985167774305194,166.58333333333334,503,4,4,4,-0.3284442913515759,-0.057510907576217414,-165.20747854984268,-24015.79344085715,0.27093338377535847,136.2794920390053,503
15m,v9_1,later,short,610,609,1,0.3448275862068966,132.91672129688746,203.3098013480785,0.2182540579587643,28752.132959026865,47.21204098362375,1.320534791664911,1.3325230749387935,55.04502454869791,3,40932.13295902688,70.39308005119105,3,0.06456765378931413,0.6361612962940881,61.125,609,0,0,0,-0.16251617583784675,0.2182540579587643,-98.97235108524868,-23479.475045768748,0.38077023379661107,231.88907238213613,608
15m,v9_1,cross_split,both,1,1,0,0.0,-0.6485312499999961,-0.4921874999999979,-0.6485312499999961,-82.96222266640001,-82.96222266640001,0.0,0.0,0.6485312499999961,0,-62.962222666399995,0.15634374999999823,0,,,598.0,1,0,0,0,0.592972972972959,-0.6485312499999961,0.592972972972959,65.232903865212,-1.2415042229729552,-1.2415042229729552,1
15m,v9_1,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0.0,0.0,0,,,0.0,0,0,0,0,,,0.0,0.0,,0.0,0
15m,v9_1,cross_split,short,1,1,0,0.0,-0.6485312499999961,-0.4921874999999979,-0.6485312499999961,-82.96222266640001,-82.96222266640001,0.0,0.0,0.6485312499999961,0,-62.962222666399995,0.15634374999999823,0,,,598.0,1,0,0,0,0.592972972972959,-0.6485312499999961,0.592972972972959,65.232903865212,-1.2415042229729552,-1.2415042229729552,1
15m,dc20,full,both,32525,32501,24,0.30986738869573244,-3113.7093116342057,651.337573157546,-0.09580349255820454,-669544.130041703,-20.600723979006894,0.8422768655852267,0.8418251104368646,3118.7332472548965,112,-19524.130041703345,3765.0468847917514,112,0.09543996523986353,0.7275354207588675,598.0,32477,24,22,24,-0.14115144361156443,-0.09586671833063028,-4584.175434172778,-728906.4694442789,0.045284725280934156,1470.7120229488985,32249
15m,dc20,full,long,16441,16431,10,0.2962083865863307,-1819.238363259011,85.49479320760852,-0.11071988091163112,-353632.67472181685,-21.522285601717293,0.8204649661221556,0.8362474016296494,1932.576319834805,73,-25012.674721816875,1904.7331564666194,73,0.128756785893818,0.7526405204308839,579.6666666666666,16417,14,13,14,-0.1518607187968471,-0.11121231372636557,-2493.097420487839,-360811.58408950915,0.04064840507048151,667.3248660420949,16310
15m,dc20,full,short,16084,16070,14,0.3238332296204107,-1294.470948375194,565.8427799499377,-0.08055201918949557,-315911.4553198864,-19.65846019414352,0.8652793952971713,0.8476346390370808,1323.687040258634,39,5488.5446801135495,1860.3137283251317,39,0.0621242344997874,0.7016970525386266,598.0,16060,10,9,10,-0.1302041104411544,-0.08018000353537584,-2091.07801368494,-368094.8853547697,0.050024106905778534,803.3871569068033,15939
15m,dc20,earlier,both,18729,18729,0,0.31218965241069996,-1533.4674949862203,582.4624766909833,-0.08187663489701641,-349073.39014814404,-18.63812217139965,0.8638739127427859,0.8574170633944841,1569.4931380855896,69,25506.609851855803,2115.929971677204,69,0.09863620049381387,0.7214356635428486,365.0,18714,1,0,15,-0.12376471850850784,-0.08144777643883673,-2316.132942168216,-365018.0781877825,0.042316942069671126,791.9192538918254,18575
15m,dc20,earlier,long,9431,9431,0,0.3098292863959283,-617.4665702053396,445.7360059853065,-0.06547201465436747,-109594.46957793723,-11.620662663337635,0.8906549812126479,0.9094357446885318,709.6818260982235,44,79025.5304220627,1063.2025761906461,44,0.12184088606675816,0.7307472489534099,346.6666666666667,9420,1,0,11,-0.12316182272478857,-0.06486295080754068,-1160.1843700675083,-143940.46813028824,0.05829887191724787,549.1753734604749,9357
15m,dc20,earlier,short,9298,9298,0,0.3145837814583781,-916.0009247808808,136.72647070567666,-0.09851590931177466,-239478.9205702069,-25.7559604829218,0.8369552669426136,0.8065728872906306,924.4383313098682,25,-53518.92057020689,1052.7273954865575,25,0.07381583053148157,0.7117330569351487,365.0,9294,0,0,4,-0.12437578783093474,-0.09825744476752285,-1155.9485721007075,-221077.6100574942,0.02611834306341191,242.7438804313503,9218
15m,dc20,later,both,13769,13745,24,0.30600218261185885,-1598.3434123986938,46.55420937600961,-0.11628544288095262,-324023.19616972265,-23.5738956835011,0.8112839387099234,0.8183532008972806,1603.3673480193982,43,-49123.19616972276,1644.8976217747033,43,0.09126178003734534,0.7365585439461351,233.0,13722,23,22,23,-0.16527425459734318,-0.11654967125138065,-2267.8933215847433,-364014.3303388412,0.048724583345962545,668.5987326732981,13633
15m,dc20,later,long,6992,6982,10,0.2768547694070467,-1215.0447327837703,-376.71659596458596,-0.17402531263015902,-246691.29658648913,-35.332468717629496,0.7288075555168326,0.7399973458570703,1329.8334308461456,29,-107051.29658648922,838.3281368191844,29,0.14015805189988537,0.7828342861189459,228.46875,6969,13,13,13,-0.19076937157928195,-0.1754593199732501,-1329.4717505360159,-216558.19731684157,0.015310051606031817,106.69574964243573,6925
15m,dc20,later,short,6777,6763,14,0.3360934496525211,-383.29867961492334,423.2708053405957,-0.05667583611044261,-77331.8995832335,-11.434555608935902,0.9039156429485478,0.9073876134757163,570.7550753014266,14,57928.100416766465,806.569484955519,14,0.04698349845088096,0.6894567323640607,195.33333333333334,6753,10,9,10,-0.138963656308119,-0.055755751224324794,-938.4215710487275,-147456.1330219996,0.08320790508379418,561.9029830308621,6708
15m,dc20,cross_split,both,27,27,0,0.6666666666666666,18.101595750708896,22.320887090553185,0.6704294722484776,3552.456276163596,131.5724546727258,3.5879084525658955,4.8879361656672,4.457615257518561,0,4092.4562761635957,4.219291339844293,0,0.0,0.5062534563059266,365.3854166666667,2,0,0,25,-0.313072324147496,-0.19944029572657185,-0.626144648294992,-0.6664296864140017,0.11363202842092412,0.22726405684184825,2
15m,dc20,cross_split,long,18,18,0,0.6666666666666666,13.272939730098894,16.47538318688796,0.7373855405610497,2653.09144260962,147.3939690338678,3.3203892288158112,5.264227393464464,4.8947854573001255,0,3013.09144260962,3.2024434567890663,0,0.0,0.5521909734135652,365.8020833333333,1,0,0,17,-0.806378737541515,-1.1508771929824566,-0.806378737541515,-113.632958801497,-0.3444984554409416,-0.3444984554409416,1
15m,dc20,cross_split,short,9,9,0,0.6666666666666666,4.828656020609999,5.845503903665227,0.5365173356233331,899.3648335539762,99.92942595044178,4.788528404557425,4.084891137036289,1.0883789704271631,0,1079.364833553976,1.0168478830552274,0,0.0,0.28115011641396437,365.03125,1,0,0,8,0.1802340892465231,0.7519966015293129,0.1802340892465231,112.966529115083,0.5717625122827898,0.5717625122827898,1
15m,dc55,full,both,16368,16347,21,0.3081911054016027,-698.069846899,988.9359649018222,-0.0427032389367468,-231476.07303389706,-14.16015617751863,0.9369166974671911,0.915391868702723,900.6524827703067,87,95463.92696610311,1687.0058118008224,87,0.120221181546515,0.6936044875796483,293.0729166666667,16326,21,20,21,-0.11705507122710168,-0.04261736806396922,-1911.0410928536621,-300127.3312960923,0.07443770316313245,1215.2699418413004,16272
15m,dc55,full,long,8204,8195,9,0.3006711409395973,-305.28961357242383,551.6065156874092,-0.03725315601859961,-107126.47909535532,-13.072175606510717,0.9452516587627355,0.9214450546225555,616.788175782963,55,56773.52090464475,856.8961292598331,55,0.1518807022153744,0.7154651670530271,283.34375,8187,8,8,8,-0.13535969374985185,-0.038131383431991975,-1108.1898127300371,-158294.1800770176,0.09722831031785989,796.0081765723189,8160
15m,dc55,full,short,8164,8152,12,0.3157507360157017,-392.7802333265763,437.3294492144131,-0.048182069838883256,-124349.5939385417,-15.253875605807373,0.9284502073249474,0.9093758839696651,521.2391217757148,32,38690.40606145838,830.1096825409893,32,0.08748010271602182,0.6712180122080567,422.3958333333333,8139,13,12,13,-0.09864249663639575,-0.047129808926728516,-802.851280123625,-141833.15121907473,0.051512687709667215,419.2617652689815,8112
15m,dc55,earlier,both,9411,9411,0,0.31665072787163956,-111.192902924258,845.0983345599315,-0.011815205921183508,-68853.02309004396,-7.316228146854103,0.9822965197091424,0.9557728603914648,380.21653222312233,61,119366.97690995608,956.2912374841894,61,0.1341289949851229,0.6841966109901945,146.63541666666666,9402,0,0,9,-0.08889245058653511,-0.01129068722988975,-835.7668204146031,-146181.38955860923,0.07760176335664537,729.6117790791798,9377
15m,dc55,earlier,long,4789,4789,0,0.32136145333054916,78.14654523149166,574.5983618770266,0.016317925502504,15041.643851625055,3.1408736378419406,1.024695735591116,1.0197635942347316,348.8213228943798,35,110821.64385162506,496.45181664553496,35,0.1424266305400602,0.6829732411316927,188.28125,4784,0,0,5,-0.10044596406925342,0.017271222177370316,-480.53349210730835,-63346.71243589497,0.11771718624662372,563.1590190038479,4772
15m,dc55,earlier,short,4622,4622,0,0.3117697966248377,-189.33944815574966,270.49997268290485,-0.04096483084287098,-83894.66694166903,-18.151161173013637,0.9392456555232493,0.8945684561032186,472.2887168753251,26,8545.333058330998,459.8394208386545,26,0.12493733102063584,0.6853058381000513,189.39583333333334,4618,0,0,4,-0.07692363107563768,-0.040879291518398225,-355.2333283072948,-82834.67712271425,0.03604433955723946,166.4527600753318,4605
15m,dc55,later,both,6944,6923,21,0.2969810775675285,-579.2880851322606,150.43535986957818,-0.08367587536216388,-160327.04200015246,-23.1586078289979,0.8786908370851515,0.8636959404247542,725.7914172073304,26,-21867.04200015241,729.7234450018386,26,0.09983182755005868,0.7075001268802211,219.625,6902,21,20,21,-0.15663848940399838,-0.08359741947922661,-1081.1188538663969,-154349.88387932625,0.07304106992477176,504.1294646207747,6873
15m,dc55,later,long,3414,3405,9,0.2713656387665198,-384.1975619452767,-23.81441745197921,-0.11283335152577875,-122417.0771829145,-35.95215188925536,0.8407049240498706,0.7968638628873227,541.5262621767972,20,-54317.07718291444,360.3831444932974,20,0.1670561331869578,0.7638386364580473,228.46875,3397,8,8,8,-0.187661242201301,-0.11512793186063326,-637.4852397578195,-95961.83202201995,0.07253331034066778,246.39565522724843,3382
15m,dc55,later,short,3530,3518,12,0.32177373507674817,-195.09052318698383,174.24977732155742,-0.05545495258299711,-37909.964817238,-10.775999095292208,0.9174549399468646,0.933909848347202,394.06840011006955,6,32450.03518276204,369.34030050854125,6,0.0369692274145294,0.6512242317582527,195.11458333333334,3505,13,12,13,-0.12657164453882375,-0.05303846068903022,-443.63361410857726,-58388.051857306295,0.07353318384979352,257.73380939352626,3491
15m,dc55,cross_split,both,13,13,0,0.15384615384615385,-7.588858842481512,-6.597729527687347,-0.5837583724985779,-2296.0079437005525,-176.61599566927327,0.216695537843884,0.1830615238054003,9.688261983842777,0,-2036.007943700553,0.9911293147941644,0,0.0,1.0,598.0,3,0,0,10,0.05497358324965629,-0.22450471292621033,0.16492074974896886,356.350209476804,-0.27947829617586667,-0.8384348885276001,3
15m,dc55,cross_split,long,1,1,0,1.0,0.7614031413612571,0.8225712623618391,0.7614031413612571,248.954235934111,248.954235934111,,,0.0,0,268.954235934111,0.061168121000582,0,0.0,1.0,0.0,1,0,0,0,0.2781120162932745,0.7614031413612571,0.2781120162932745,51.098471382864005,0.4832911250679826,0.4832911250679826,1
15m,dc55,cross_split,short,12,12,0,0.08333333333333333,-8.35026198384277,-7.420300790049186,-0.6958551653202308,-2544.9621796346646,-212.08018163622205,0.13810526616966032,0.09448156278905964,9.688261983842777,0,-2304.9621796346637,0.9299611937935823,0,0.0,0.746523597547575,598.0,2,0,0,10,-0.05659563327215278,-0.7174586400699441,-0.11319126654430556,305.25173809394,-0.6608630067977913,-1.3217260135955826,2
15m,sma20_60,full,both,25250,25226,24,0.29485451518274797,-2449.422115368607,1084.8739514103286,-0.09709910867234628,-419467.8581507733,-16.62839364745791,0.8544397099285328,0.8601482117565018,2449.449338194693,137,85052.14184922638,3534.2960667789353,137,0.1400424141649831,0.7611693228350406,598.0,25205,22,22,21,-0.13168249756635955,-0.09725406313377429,-3319.057351160093,-475159.2459791621,0.03442843443258528,867.7686898733119,25091
15m,sma20_60,full,long,12698,12690,8,0.28297872340425534,-1387.5367583939922,389.2121603253249,-0.10934095810827361,-255397.48397568238,-20.125885262071108,0.8388784961145828,0.8345797831514818,1494.8464548665363,78,-1597.483975682552,1776.7489187193169,78,0.1717994813640064,0.7824090913064887,585.40625,12679,11,11,11,-0.1496241104357568,-0.10970309680188477,-1897.0840962149605,-278995.375113973,0.039921013633872036,506.1585318638636,12622
15m,sma20_60,full,short,12552,12536,16,0.3068761965539247,-1061.8853569746152,695.6617910850038,-0.08470687276440772,-164070.37417509087,-13.087936676379297,0.8707508568943064,0.8872711620546391,1205.3407589354028,59,86649.62582490897,1757.5471480596188,59,0.10797332906834145,0.7394049946302431,598.0,12526,11,11,10,-0.11352173518642286,-0.08465296957813223,-1421.9732549451328,-196163.8708651892,0.028868765608290627,361.6101580094484,12469
15m,sma20_60,earlier,both,14023,14023,0,0.30150467089781074,-1010.6075708569375,890.3875657674027,-0.07206785786614402,-175157.86002139587,-12.490755189431356,0.8907262703512351,0.8952026437013602,1045.3874688608075,86,105302.13997860395,1900.9951366243404,86,0.14912549667443645,0.7491752675221749,365.0,14005,0,0,18,-0.12801368845605005,-0.07172486359306388,-1792.831706826981,-268693.2065150405,0.056288824862986156,788.3249922061211,13944
15m,sma20_60,earlier,long,7039,7039,0,0.2937917317800824,-453.6163099405543,499.2394420166461,-0.06444328881098939,-79479.2102860747,-11.291264424786858,0.9037312987645556,0.9065852392114571,584.8583283001689,47,61300.78971392521,952.8557519572004,47,0.167893578897164,0.7566078526362765,352.40625,7030,0,0,9,-0.12690455780563378,-0.06381909129920987,-892.1390413736054,-135112.85757198054,0.0630854665064239,443.49082954016,6997
15m,sma20_60,earlier,short,6984,6984,0,0.30927835051546393,-556.9912609163835,391.1481237507567,-0.07975247149432753,-95678.64973532119,-13.699692115595816,0.8772179499466636,0.883400497203465,671.2730333709137,39,44001.35026467874,948.1393846671401,39,0.12904188762347715,0.7408434662767087,365.0,6975,0,0,9,-0.12913156493955202,-0.07969297531002353,-900.6926654533754,-133580.34894305994,0.049438589629528476,344.8341626659611,6947
15m,sma20_60,later,both,11208,11184,24,0.2865701001430615,-1440.6759340709502,190.46094369851727,-0.1288158024026243,-244939.4407294679,-21.900879893550417,0.8096555381729195,0.8152862248535797,1440.7031568970344,51,-21259.440729468035,1631.136877769468,51,0.12811156403198476,0.7767177396262388,233.0,11163,22,22,21,-0.13588632745637694,-0.12922534085721799,-1516.8990733955357,-206250.34572462543,0.0066609865991589245,74.35659340641108,11110
15m,sma20_60,later,long,5657,5649,8,0.2694282173836077,-941.7156285401117,-118.00728169132118,-0.16670483776599604,-177527.01894320402,-31.4262734896803,0.7584521699657215,0.7437787128866197,998.2359464879632,31,-64547.0189432041,823.7083468487904,31,0.1779406108423886,0.8142489714651342,233.0,5638,11,11,11,-0.1785795178424095,-0.16763115191507919,-1006.8313215955047,-144711.8219690259,0.01094836592733032,61.726887098288344,5614
15m,sma20_60,later,short,5551,5535,16,0.3040650406504065,-498.9603055308388,308.46822538983855,-0.09014639666320484,-67412.42178626385,-12.179299329044959,0.8640476472093854,0.8935339926952105,684.204670854313,20,43287.57821373608,807.4285309206773,20,0.08164822096634622,0.7374792451895696,195.23958333333334,5525,11,11,10,-0.09231995507692864,-0.09003403538315076,-510.06775180003075,-61538.5237555995,0.002285919693777891,12.629706308122849,5496
15m,sma20_60,cross_split,both,19,19,0,0.2631578947368421,1.8613895592807004,4.02544194440845,0.09796787154108949,629.4426000904717,33.12855789949851,1.179727540795347,1.3261506846690838,8.995876531462704,0,1009.442600090473,2.1640523851277482,0,0.0,0.8088736069393497,1.3854166666666667,2,0,0,17,-0.32635760971053984,-0.9641307397335397,-0.6527152194210797,-34.991647823189,-0.6377731300229998,-1.2755462600459997,2
15m,sma20_60,cross_split,long,2,2,0,0.5,7.795180086673857,7.979999999999967,3.8975900433369284,1608.7452535963148,804.3726267981574,8.15837193938969,7.571125188924263,1.08895991332611,0,1648.7452535963148,0.18481991332611059,0,0.0,1.0,366.4375,0,0,0,2,,,0.0,0.0,,0.0,0
15m,sma20_60,cross_split,short,17,17,0,0.23529411764705882,-5.933790527393155,-3.954558055591517,-0.3490465016113621,-979.3026535058432,-57.606038441520184,0.3597391103426292,0.41884359474938615,7.906916618136594,0,-639.302653505842,1.979232471801638,0,0.0,0.5982077888806777,232.94791666666666,2,0,0,15,-0.32635760971053984,-0.9641307397335397,-0.6527152194210797,-34.991647823189,-0.6377731300229998,-1.2755462600459997,2
1h,v9,full,both,824,811,13,0.344019728729963,86.11790461126665,131.51213601504128,0.10618730531598848,35207.64009429502,43.4126265034464,1.1672905204663382,1.1549997977444162,53.28179273292611,4,51427.64009429503,45.3942314037746,4,0.09045825672987502,0.5986625435832751,227.625,804,8,8,7,0.06700189865025187,0.09855348670647641,53.8695265148025,9705.654879873713,0.03155158805622452,25.36747679720451,804
1h,v9,full,long,425,423,2,0.3380614657210402,43.26022168023258,68.25448316924991,0.10227002761284298,17560.54313647064,41.51428637463508,1.1571245646837045,1.1499930149017343,36.469650795524984,2,26020.54313647064,24.99426148901731,2,0.08758160639598953,0.624621205584237,205.20833333333334,419,4,4,4,0.02109086308697587,0.0829851492985698,8.83707163344289,-1279.741247014139,0.06189428621159399,25.933705922657882,419
1h,v9,full,short,399,388,11,0.35051546391752575,42.857682931034056,63.25765284579134,0.11045794569854138,17647.096957824397,45.48220865418659,1.1789792372223393,1.1603252223931473,36.63460342903101,2,25407.096957824393,20.399969914757285,2,0.09370448944435124,0.5693043657291678,348.7083333333333,385,4,4,3,0.11696741527625877,0.11549669027508125,45.03245488135963,10985.39612688785,-0.0014707250011774973,-0.5662291254533365,385
1h,v9,earlier,both,471,471,0,0.3227176220806794,4.752381928132451,30.775450819535934,0.010089982862276966,5202.847389784073,11.04638511631438,1.0153686807339912,1.0375735744478518,53.28179273292611,2,14622.847389784081,26.0230688914035,2,0.08886672240249761,0.6213749615772122,227.625,464,0,0,7,0.0788703502539037,0.026318256565930735,36.59584251781131,4421.809105048611,-0.05255209368797299,-24.384171471219467,464
1h,v9,earlier,long,258,258,0,0.3333333333333333,31.145270665212287,45.953439674908275,0.120718103353536,17516.28461484436,67.89257602652854,1.1831197132893057,1.2355036998759181,36.469650795524984,2,22676.284614844368,14.80816900969598,2,0.1386602480163892,0.6274512946017252,109.91666666666667,252,0,0,6,-0.022356115049340406,0.14905551338307704,-5.633740992433783,-3693.6014571911414,0.17141162843241747,43.1957303649692,252
1h,v9,earlier,short,213,213,0,0.30985915492957744,-26.39288873707985,-15.177988855372332,-0.12391027576093827,-12313.437225060286,-57.80956443690275,0.8103191049685328,0.8078815947773357,31.87305768688657,0,-8053.437225060284,11.214899881707522,0,0.0,0.6090025715445536,260.0,212,0,0,1,0.1991961486332316,-0.11957697323558283,42.2295835102451,8115.41056223975,-0.3187731218688144,-67.57990183618865,212
1h,v9,later,both,338,325,13,0.35384615384615387,47.16221727716108,65.3546947116971,0.14511451469895717,21240.502076994617,65.35539100613728,1.232253354539668,1.2416187943929884,35.34436407113514,2,27740.50207699462,18.192477434536034,2,0.10572078077332926,0.6013161572101385,68.75,318,8,8,7,-0.08976876972048961,0.12667080496195432,-28.5464687711157,-4728.564187731304,0.21643957468244387,68.82778474901716,318
