entry_month,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023-01,11,-8.780391949524384,-14.222469420048771,-96.58431144476823,0.5936668754820719,False,0.2727272727272727,8,0
2023-02,12,-38.83307078674745,-40.80851944796513,-465.99684944096936,0.2942446905260876,False,0.25,9,0
2023-03,5,-41.622144294840346,-110.37900874635518,-208.11072147420174,0.5473448832259382,False,0.2,4,0
2023-04,12,-3.4412047850277614,-35.460359979195815,-41.29445742033314,0.9078380349694983,False,0.25,9,0
2023-05,6,20.77092874195165,26.721500747569642,124.6255724517099,1.8052833997864834,False,0.5,3,0
2023-06,9,0.8525500980689135,-39.14155964646724,7.6729508826202215,1.0282371248695132,False,0.2222222222222222,7,0
2023-07,14,-24.755460787473837,-32.19720238349931,-346.57645102463374,0.2596354674001697,False,0.21428571428571427,11,0
2023-08,10,0.058988081550376964,-18.00840574473215,0.5898808155037696,1.0041293202403425,False,0.2,8,0
2023-09,11,-33.660435437521784,-33.52564625771047,-370.26478981273965,0.04438225943533938,False,0.09090909090909091,10,0
2023-10,9,-44.4086096938265,-35.48984781969409,-399.6774872444385,0.08599695673435524,False,0.1111111111111111,8,0
2023-11,10,-21.053427006019742,-19.944670087194677,-210.5342700601974,0.3190228095827101,False,0.3,7,0
2023-12,12,-24.706584422221983,-25.24522084728696,-296.47901306666375,0.20498966468880084,False,0.16666666666666666,10,0
2024-01,10,-6.840536166533113,-42.099798457075885,-68.40536166533113,0.8385104533765313,False,0.2,8,0
2024-02,9,-27.00912941687134,-37.87335722819638,-243.08216475184204,0.40835755181039424,False,0.1111111111111111,8,0
2024-03,10,26.102387617223062,-15.719242475079591,261.02387617223064,1.8171940733156937,False,0.5,5,0
2024-04,9,-34.35669444642216,-52.43382899113634,-309.2102500177994,0.3805232808958803,False,0.3333333333333333,6,0
2024-05,11,-26.497617971621715,-46.95893390722182,-291.47379768783884,0.35949911615586927,False,0.18181818181818182,9,0
2024-06,6,18.220738616562272,-15.438548120813005,109.32443169937363,1.7613897436802302,False,0.5,3,0
2024-07,10,-14.07924859085817,-28.425023504357032,-140.79248590858168,0.6250478560069554,False,0.4,6,0
2024-08,12,19.237432209539094,-33.91958932588366,230.84918651446912,1.6198096782187055,False,0.3333333333333333,8,0
2024-09,9,-0.8058831580024173,-25.672020657359056,-7.252948422021756,0.9821307448997663,False,0.1111111111111111,8,0
2024-10,16,-42.19102649365201,-42.07439071727213,-675.0564238984322,0.008303802435657351,False,0.0625,15,0
2024-11,16,-11.103362659186503,-27.55297021654222,-177.65380254698405,0.67534546199002,False,0.25,12,0
2024-12,12,9.424007063826858,-46.017872379415216,113.08808476592229,1.228337170866163,False,0.4166666666666667,7,0
